country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,shortage_start,estimated_end,status,notes,scraped_at,atc_code,prk
SA,Saudi Arabia,SFDA,,CYCLOBENZAPRINE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:28.744383,M03BX08,
SA,Saudi Arabia,SFDA,,CYPROHEPTADINE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.157313,R06AX02,
SA,Saudi Arabia,SFDA,,CYTARABINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.157342,L01BC01,
SA,Saudi Arabia,SFDA,,DABIGATRAN ETEXILATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.157353,B01AE07,
SA,Saudi Arabia,SFDA,,DACARBAZINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.157363,L01AX04,
SA,Saudi Arabia,SFDA,,DAPAGLIFLOZIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.157372,A10BK01,
SA,Saudi Arabia,SFDA,,DAPOXETINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.157382,G04BX14,
SA,Saudi Arabia,SFDA,,DAPTOMYCIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.157391,J01XX09,
SA,Saudi Arabia,SFDA,,DARUNAVIR,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.157400,J05AE10,
SA,Saudi Arabia,SFDA,,DASATINIB,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.157409,L01EA02,
SA,Saudi Arabia,SFDA,,DASATINIB,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.157418,L01EA02,
SA,Saudi Arabia,SFDA,,DECITABINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.509769,L01BC08,
SA,Saudi Arabia,SFDA,,DEFERASIROX,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.509796,V03AC03,
SA,Saudi Arabia,SFDA,,DEFEROXAMINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.509807,V03AC01,
SA,Saudi Arabia,SFDA,,Deflazacort,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.509816,H02AB13,
SA,Saudi Arabia,SFDA,,DESLORATADINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.509826,R06AX27,
SA,Saudi Arabia,SFDA,,DESMOPRESSIN ACETATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.509835,H01BA02,
SA,Saudi Arabia,SFDA,,"DEXAMETHASONE,SALICYLIC ACID",,,,,,shortage,غير متوفر,2026-09-23T21:00:29.509844,,
SA,Saudi Arabia,SFDA,,DEXMEDETOMIDINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.509853,N05CM18,
SA,Saudi Arabia,SFDA,,"DEXTRAN 40,DEXTROSE",,,,,,shortage,غير متوفر,2026-09-23T21:00:29.509863,,
SA,Saudi Arabia,SFDA,,"DEXTRAN 40,SODIUM CHLORIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:29.509873,,
SA,Saudi Arabia,SFDA,,DEXTROSE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.856719,B05BA01,
SA,Saudi Arabia,SFDA,,"DEXTROSE,SODIUM CHLORIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:29.856751,,
SA,Saudi Arabia,SFDA,,"DEXTROSE,SODIUM CHLORIDE,POTASSIUM CHLORIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:29.856764,,
SA,Saudi Arabia,SFDA,,"DEXTROSE,SODIUM CHLORIDE,SODIUM CITRATE,POTASSIUM CHLORIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:29.856775,,
SA,Saudi Arabia,SFDA,,DIATRIZOATE MEGLUMINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.856786,V08AB01,
SA,Saudi Arabia,SFDA,,DIAZEPAM,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.856797,N05BA01,
SA,Saudi Arabia,SFDA,,DICLOFENAC POTASSIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.856807,D11AX18,
SA,Saudi Arabia,SFDA,,DICLOFENAC SODIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.856818,D11AX18,
SA,Saudi Arabia,SFDA,,DIGOXIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.856829,C01AA05,
SA,Saudi Arabia,SFDA,,Dimethyl Fumarate,,,,,,shortage,غير متوفر,2026-09-23T21:00:29.856841,L04AX07,
SA,Saudi Arabia,SFDA,,Dimethyl Fumarate,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.205088,L04AX07,
SA,Saudi Arabia,SFDA,,DINOPROSTONE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.205116,G02AD02,
SA,Saudi Arabia,SFDA,,DIPHENHYDRAMINE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.205127,D04AA32,
SA,Saudi Arabia,SFDA,,"DIPHTHERIA TOXOID,TETANUS TOXOID,PERTUSSIS TOXOID,Haemagglutinin,INACTIVATED POLIO VIRUS (IPV) TYPE 1,INACTIVATED POLIO VIRUS (IPV) TYPE 2,INACTIVATED POLIO VIRUS (IPV) TYPE 3,HEPATITIS B VIRUS HBSAG SURFACE ANTIGEN,HAEMOPHILUS INFLUENZAE TYPE B",,,,,,shortage,غير متوفر,2026-09-23T21:00:30.205137,,
SA,Saudi Arabia,SFDA,,DIPYRIDAMOLE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.205147,B01AC07,
SA,Saudi Arabia,SFDA,,DOBUTAMINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.205156,C01CA07,
SA,Saudi Arabia,SFDA,,DOCETAXEL,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.205165,L01CD02,
SA,Saudi Arabia,SFDA,,DOCUSATE SODIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.205175,A06AA02,
SA,Saudi Arabia,SFDA,,DOMPERIDONE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.205184,A03FA03,
SA,Saudi Arabia,SFDA,,DONEPEZIL HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.205193,N06DA02,
SA,Saudi Arabia,SFDA,,"DORAVIRINE,LAMIVUDINE,TENOFOVIR DISOPROXIL",,,,,,shortage,غير متوفر,2026-09-23T21:00:30.558798,,
SA,Saudi Arabia,SFDA,,DORZOLAMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.558825,S01EC03,
SA,Saudi Arabia,SFDA,,"DORZOLAMIDE,TIMOLOL MALEATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:30.558837,,
SA,Saudi Arabia,SFDA,,DOXAZOSIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.558847,C02CA04,
SA,Saudi Arabia,SFDA,,DOXORUBICIN HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.558856,L01DB01,
SA,Saudi Arabia,SFDA,,DOXYCYCLINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.558866,A01AB22,
SA,Saudi Arabia,SFDA,,"DROSPINENONE,ETHINYLESTRADIOL",,,,,,shortage,غير متوفر,2026-09-23T21:00:30.558876,,
SA,Saudi Arabia,SFDA,,DULAGLUTIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.558887,A10BJ05,
SA,Saudi Arabia,SFDA,,DULOXETINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.558897,N06AX21,
SA,Saudi Arabia,SFDA,,DUPILUMAB,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.558907,D11AH05,
SA,Saudi Arabia,SFDA,,"DYDROGESTERONE,ETHINYLESTRADIOL",,,,,,shortage,غير متوفر,2026-09-23T21:00:30.915783,,
SA,Saudi Arabia,SFDA,,ECULIZUMAB,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.915811,L04AJ01,
SA,Saudi Arabia,SFDA,,EDOXABAN TOSILATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.915822,B01AF03,
SA,Saudi Arabia,SFDA,,"EFFERVESCENT BASE,CITRIC ACID ANHYDROUS,MAGNESIUM OXIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:30.915835,,
SA,Saudi Arabia,SFDA,,ELETRIPTAN,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.915845,N02CC06,
SA,Saudi Arabia,SFDA,,ELIGLUSTAT,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.915855,A16AX10,
SA,Saudi Arabia,SFDA,,ELTROMBOPAG OLAMINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.915864,B02BX03,
SA,Saudi Arabia,SFDA,,ELUXADOLINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.915874,A07DA06,
SA,Saudi Arabia,SFDA,,ENALAPRIL MALEATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.915884,C09AA02,
SA,Saudi Arabia,SFDA,,ENTECAVIR,,,,,,shortage,غير متوفر,2026-09-23T21:00:30.915894,J05AF10,
SA,Saudi Arabia,SFDA,,ENZALUTAMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.271596,L02BB04,
SA,Saudi Arabia,SFDA,,EPIRUBICIN HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.271623,L01DB03,
SA,Saudi Arabia,SFDA,,EPOETIN BETA,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.271634,B03XA01,
SA,Saudi Arabia,SFDA,,ERDAFITINIB,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.271644,L01EN01,
SA,Saudi Arabia,SFDA,,ERLOTINIB,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.271654,L01EB02,
SA,Saudi Arabia,SFDA,,ERYTHROMYCIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.271664,D10AF02,
SA,Saudi Arabia,SFDA,,ESCITALOPRAM,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.271673,N06AB10,
SA,Saudi Arabia,SFDA,,ESOMEPRAZOLE,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.271682,A02BC05,
SA,Saudi Arabia,SFDA,,ESOMEPRAZOLE MAGNESIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.271692,A02BC05,
SA,Saudi Arabia,SFDA,,ESOMEPRAZOLE MAGNESIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.271702,A02BC05,
SA,Saudi Arabia,SFDA,,ESOMEPRAZOLE SODIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.637461,A02BC05,
SA,Saudi Arabia,SFDA,,ETAMSYLATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.637490,B02BX01,
SA,Saudi Arabia,SFDA,,ETANERCEPT,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.637501,L04AB01,
SA,Saudi Arabia,SFDA,,ETHAMSYLATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.637511,B02BX01,
SA,Saudi Arabia,SFDA,,"ETHINYLESTRADIOL,GESTODENE",,,,,,shortage,غير متوفر,2026-09-23T21:00:31.637521,,
SA,Saudi Arabia,SFDA,,"ETHINYLESTRADIOL,LEVONORGESTREL",,,,,,shortage,غير متوفر,2026-09-23T21:00:31.637530,,
SA,Saudi Arabia,SFDA,,"ETONOGESTREL,ETHINYLESTRADIOL",,,,,,shortage,غير متوفر,2026-09-23T21:00:31.637539,,
SA,Saudi Arabia,SFDA,,ETOPOSIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.637551,L01CB01,
SA,Saudi Arabia,SFDA,,Etoricoxib,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.637560,M01AH05,
SA,Saudi Arabia,SFDA,,Etoricoxib,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.637569,M01AH05,
SA,Saudi Arabia,SFDA,,EVEROLIMUS,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.991436,L01EG02,
SA,Saudi Arabia,SFDA,,EXEMESTANE,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.991463,L02BG06,
SA,Saudi Arabia,SFDA,,EZETIMIBE,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.991479,C10AX09,
SA,Saudi Arabia,SFDA,,"EZETIMIBE, SIMVASTATIN",,,,,,shortage,غير متوفر,2026-09-23T21:00:31.991490,,
SA,Saudi Arabia,SFDA,,"EZETIMIBE,Bempedoic acid",,,,,,shortage,غير متوفر,2026-09-23T21:00:31.991500,,
SA,Saudi Arabia,SFDA,,"EZETIMIBE,SIMVASTATIN",,,,,,shortage,غير متوفر,2026-09-23T21:00:31.991509,,
SA,Saudi Arabia,SFDA,,FACTOR IX,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.991518,B02BD04,
SA,Saudi Arabia,SFDA,,FAMCICLOVIR,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.991527,J05AB09,
SA,Saudi Arabia,SFDA,,FEBUXOSTAT,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.991536,M04AA03,
SA,Saudi Arabia,SFDA,,FENOFIBRATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:31.991568,C10AB05,
SA,Saudi Arabia,SFDA,,FENTANYL,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.336016,N01AH01,
SA,Saudi Arabia,SFDA,,FERRIC CARBOXYMALTOSE,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.336034,,
SA,Saudi Arabia,SFDA,,FERRIC HYDROXIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.336043,B03AB04,
SA,Saudi Arabia,SFDA,,"FERRIC HYDROXIDE,FOLIC ACID",,,,,,shortage,غير متوفر,2026-09-23T21:00:32.336052,,
SA,Saudi Arabia,SFDA,,FERROUS SULFATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.336060,B03AA02,
SA,Saudi Arabia,SFDA,,"FERROUS SULFATE,FOLIC ACID",,,,,,shortage,غير متوفر,2026-09-23T21:00:32.336068,,
SA,Saudi Arabia,SFDA,,FEXOFENADINE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.336076,R06AX26,
SA,Saudi Arabia,SFDA,,FILGRASTIM,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.336085,L03AA02,
SA,Saudi Arabia,SFDA,,FINGOLIMOD HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.336093,L04AE01,
SA,Saudi Arabia,SFDA,,FLUCONAZOLE,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.336101,D01AC15,
SA,Saudi Arabia,SFDA,,FLUDARABINE PHOSPHATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.691642,L01BB05,
SA,Saudi Arabia,SFDA,,FLUMAZENIL,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.691670,V03AB25,
SA,Saudi Arabia,SFDA,,FLUOROURACIL,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.691683,L01BC02,
SA,Saudi Arabia,SFDA,,FLUOXETINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.691693,N06AB03,
SA,Saudi Arabia,SFDA,,FLUPENTIXOL,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.691703,N05AF01,
SA,Saudi Arabia,SFDA,,FLUTICASONE PROPIONATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.691713,D07AC17,
SA,Saudi Arabia,SFDA,,"FLUTICASONE PROPIONATE,FORMOTEROL FUMARATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:32.691722,,
SA,Saudi Arabia,SFDA,,FOLINIC ACID,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.691732,V03AF03,
SA,Saudi Arabia,SFDA,,"FOLLICLE STIMULATING HORMONE (FSH),LUTEINIZING HORMONE (LH)",,,,,,shortage,غير متوفر,2026-09-23T21:00:32.691742,,
SA,Saudi Arabia,SFDA,,FOLLITROPIN ALFA,,,,,,shortage,غير متوفر,2026-09-23T21:00:32.691752,G03GA05,
SA,Saudi Arabia,SFDA,,FONDAPARINUX SODIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.049734,B01AX05,
SA,Saudi Arabia,SFDA,,FOSCARNET,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.049761,J05AD01,
SA,Saudi Arabia,SFDA,,FREMANEZUMAB,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.049772,N02CD03,
SA,Saudi Arabia,SFDA,,FULVESTRANT,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.049782,L02BA03,
SA,Saudi Arabia,SFDA,,FUROSEMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.049791,C03CA01,
SA,Saudi Arabia,SFDA,,FUSIDIC ACID,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.049800,D06AX01,
SA,Saudi Arabia,SFDA,,GABAPENTIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.049809,N02BF01,
SA,Saudi Arabia,SFDA,,GADOBUTROL,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.049818,V08CA09,
SA,Saudi Arabia,SFDA,,GADODIAMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.049827,V08CA03,
SA,Saudi Arabia,SFDA,,GADOTERIC ACID,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.049835,V08CA02,
SA,Saudi Arabia,SFDA,,"GADOTERIC ACID,GADOLINIUM OXIDE,DOTA",,,,,,shortage,غير متوفر,2026-09-23T21:00:33.393686,,
SA,Saudi Arabia,SFDA,,GADOXETIC ACID,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.393715,V08CA10,
SA,Saudi Arabia,SFDA,,GALANTAMINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.393727,N06DA04,
SA,Saudi Arabia,SFDA,,GANCICLOVIR,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.393737,J05AB06,
SA,Saudi Arabia,SFDA,,GATIFLOXACIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.393749,J01MA16,
SA,Saudi Arabia,SFDA,,GEMCITABINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.393759,L01BC05,
SA,Saudi Arabia,SFDA,,GEMIFLOXACIN MESILATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.393768,J01MA15,
SA,Saudi Arabia,SFDA,,GENTAMICIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.393777,D06AX07,
SA,Saudi Arabia,SFDA,,GLATIRAMER,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.393786,L03AX13,
SA,Saudi Arabia,SFDA,,"GLIBENCLAMIDE,METFORMIN HYDROCHLORIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:33.393797,,
SA,Saudi Arabia,SFDA,,GLICLAZIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.751770,A10BB09,
SA,Saudi Arabia,SFDA,,GLIMEPIRIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.751796,A10BB12,
SA,Saudi Arabia,SFDA,,GLIPIZIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.751808,A10BB07,
SA,Saudi Arabia,SFDA,,GLUCAGON,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.751818,H04AA01,
SA,Saudi Arabia,SFDA,,GLUCOSAMINE SULFATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:33.751829,M01AX05,
SA,Saudi Arabia,SFDA,,"Glucose with calcium solution, Amino acid with electrolytes solution and Lipid emulsion,Glucose with calcium solution,Amino acid with electrolytes solution,Lipid emulsion",,,,,,shortage,غير متوفر,2026-09-23T21:00:33.751838,,
SA,Saudi Arabia,SFDA,,"GLUCOSE,OLIVE OIL,SOYA OIL,ALANINE,ARGININE,ASPARTIC ACID,GLUTAMIC ACID,GLYCINE,HISTIDINE,ISOLEUCINE5,LEUCINE,METHIONINE,PHENYLALANINE,PROLINE,SERINE,THREONINE,TRYPTOPHAN,TYROSINE,VALINE,SODIUM ACETATE,SODIUM GLYCEROPHOSPHATE HYDRATED,POTASSIUM CHLORIDE,MAGNESIUM CHLORIDE, CALCIUM CHLORIDE,LYSINE",,,,,,shortage,غير متوفر,2026-09-23T21:00:33.751848,,
SA,Saudi Arabia,SFDA,,"GLUCOSE,OLIVE OIL,SOYA OIL,ALANINE,ARGININE,LYSINE,LEUCINE,PHENYLALANINE,GLYCINE,VALINE,PROLINE,GLUTAMIC ACID,THREONINE,ISOLEUCINE5,METHIONINE,SERINE,HISTIDINE,ASPARTIC ACID,TRYPTOPHAN,TYROSINE",,,,,,shortage,غير متوفر,2026-09-23T21:00:33.751860,,
SA,Saudi Arabia,SFDA,,"GLUCOSE,OLIVE OIL,SOYA OIL,ALANINE,SODIUM GLYCEROPHOSPHATE HYDRATED,ARGININE,LYSINE,GLYCINE,PHENYLALANINE,POTASSIUM CHLORIDE,VALINE,HISTIDINE,PROLINE,GLUTAMIC ACID,ISOLEUCINE5,METHIONINE,THREONINE,SODIUM ACETATE,SERINE,ASPARTIC ACID,MAGNESIUM CHLORIDE,TRYPTOPHAN, CALCIUM CHLORIDE,TYROSINE",,,,,,shortage,غير متوفر,2026-09-23T21:00:33.751869,,
SA,Saudi Arabia,SFDA,,"GLUCOSE,SOYA OIL,TRIGLYCERIDES MEDIUM CHAIN,OLIVE OIL,FISH OIL,ALANINE,ARGININE,GLYCINE,HISTIDINE,ISOLEUCINE5,LEUCINE,METHIONINE,PHENYLALANINE,PROLINE,SERINE,TAURINE,THREONINE,TRYPTOPHAN,TYROSINE,VALINE, CALCIUM CHLORIDE,MAGNESIUM SULFATE,POTASSIUM CHLORIDE,SODIUM ACETATE,LYSINE,ZINC SULPHATE,SODIUM GLYCEROPHOSPHATE HYDRATED",,,,,,shortage,غير متوفر,2026-09-23T21:00:33.751878,,
SA,Saudi Arabia,SFDA,,GOLIMUMAB,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.106561,L04AB06,
SA,Saudi Arabia,SFDA,,GRANISETRON,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.106588,A04AA02,
SA,Saudi Arabia,SFDA,,GUANFACINE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.106599,C02AC02,
SA,Saudi Arabia,SFDA,,HALOPERIDOL,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.106608,N05AD01,
SA,Saudi Arabia,SFDA,,HEPARIN SODIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.106618,B01AB01,
SA,Saudi Arabia,SFDA,,Hepatitis B Vaccine (Recombinant),,,,,,shortage,غير متوفر,2026-09-23T21:00:34.106627,J07BC01,
SA,Saudi Arabia,SFDA,,"HEPATITIS B VIRUS HBSAG SURFACE ANTIGEN,Hepatitis B Vaccine (Recombinant)",,,,,,shortage,غير متوفر,2026-09-23T21:00:34.106637,,
SA,Saudi Arabia,SFDA,,"HEXAMINE,PIPERAZINE,KHELLIN",,,,,,shortage,غير متوفر,2026-09-23T21:00:34.106647,,
SA,Saudi Arabia,SFDA,,HUMAN COAGULATION FACTOR VIII,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.106656,B02BD02,
SA,Saudi Arabia,SFDA,,"HUMAN COAGULATION FACTOR VIII,HUMAN VON WILLEBRAND FACTOR",,,,,,shortage,غير متوفر,2026-09-23T21:00:34.106665,,
SA,Saudi Arabia,SFDA,,"HUMAN FIBRINOGEN,HUMAN THROMBIN",,,,,,shortage,غير متوفر,2026-09-23T21:00:34.458443,,
SA,Saudi Arabia,SFDA,,HUMAN IMMUNOGLOBULIN G,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.458468,J06BA01,
SA,Saudi Arabia,SFDA,,HUMAN NORMAL IMMUNOGLOBULIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.458482,J06BA01,
SA,Saudi Arabia,SFDA,,HUMAN NORMAL IMMUNOGLOBULIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.458492,J06BA01,
SA,Saudi Arabia,SFDA,,HUMAN RHO(D) IMMUNE GLOBULIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.458502,J06BB01,
SA,Saudi Arabia,SFDA,,HYALURONIC ACID,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.458511,D03AX05,
SA,Saudi Arabia,SFDA,,HYDRALAZINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.458520,C02DB02,
SA,Saudi Arabia,SFDA,,"HYDROCHLOROTHIAZIDE,AMILORIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:34.458529,,
SA,Saudi Arabia,SFDA,,"HYDROCHLOROTHIAZIDE,BISOPROLOL FUMARATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:34.458539,,
SA,Saudi Arabia,SFDA,,HYDROCORTISONE,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.458547,A01AC03,
SA,Saudi Arabia,SFDA,,"HYDROCORTISONE ACETATE,CLIOQUINOL",,,,,,shortage,غير متوفر,2026-09-23T21:00:34.814459,,
SA,Saudi Arabia,SFDA,,HYDROMORPHONE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.814490,N02AA03,
SA,Saudi Arabia,SFDA,,HYDROQUINONE,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.814503,D11AX11,
SA,Saudi Arabia,SFDA,,HYDROXYCARBAMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.814514,L01XX05,
SA,Saudi Arabia,SFDA,,HYDROXYCHLOROQUINE SULFATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.814525,P01BA02,
SA,Saudi Arabia,SFDA,,HYOSCINE BUTYLBROMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.814535,A03BB01,
SA,Saudi Arabia,SFDA,,IBRUTINIB,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.814546,L01EL01,
SA,Saudi Arabia,SFDA,,IBUPROFEN,,,,,,shortage,غير متوفر,2026-09-23T21:00:34.814556,C01EB16,
SA,Saudi Arabia,SFDA,,"IBUPROFEN,CAFFEINE CITRATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:34.814566,,
SA,Saudi Arabia,SFDA,,"IBUPROFEN,PSEUDOEPHEDRINE HYDROCHLORIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:34.814577,,
SA,Saudi Arabia,SFDA,,IDARUBICIN HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.171646,L01DB06,
SA,Saudi Arabia,SFDA,,ILOPROST,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.171673,B01AC11,
SA,Saudi Arabia,SFDA,,IMATINIB MESILATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.171684,L01EA01,
SA,Saudi Arabia,SFDA,,IMIQUIMOD,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.171695,D06BB10,
SA,Saudi Arabia,SFDA,,INDOMETACIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.171705,C01EB03,
SA,Saudi Arabia,SFDA,,INFLIXIMAB,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.171714,L04AB02,
SA,Saudi Arabia,SFDA,,INSULIN ASPART,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.171723,A10AB05,
SA,Saudi Arabia,SFDA,,INSULIN GLARGINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.171732,A10AE04,
SA,Saudi Arabia,SFDA,,Insulin Icodec,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.171743,A10AE07,
