country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,shortage_start,estimated_end,status,notes,scraped_at,atc_code,prk
SA,Saudi Arabia,SFDA,,INSULIN ISOPHANE,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.171752,A10AC01,
SA,Saudi Arabia,SFDA,,Insulin Lispro Zinc Crystals,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.531601,A10AB04,
SA,Saudi Arabia,SFDA,,INTERFERON BETA-1A,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.531627,L03AB07,
SA,Saudi Arabia,SFDA,,INTERFERON BETA-1B,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.531638,L03AB08,
SA,Saudi Arabia,SFDA,,IOBITRIDOL,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.531648,V08AB11,
SA,Saudi Arabia,SFDA,,IODIXANOL,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.531657,V08AB09,
SA,Saudi Arabia,SFDA,,IOPROMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.531667,V08AB05,
SA,Saudi Arabia,SFDA,,IOVERSOL,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.531676,V08AB07,
SA,Saudi Arabia,SFDA,,IRBESARTAN,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.531685,C09CA04,
SA,Saudi Arabia,SFDA,,"IRBESARTAN,AMLODIPINE BESILATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:35.531694,,
SA,Saudi Arabia,SFDA,,"IRBESARTAN,HYDROCHLOROTHIAZIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:35.531703,,
SA,Saudi Arabia,SFDA,,"IRBESARTAN,HYDROCHLOROTHIAZIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:35.998196,,
SA,Saudi Arabia,SFDA,,IRINOTECAN,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.998210,L01CE02,
SA,Saudi Arabia,SFDA,,"IRON CHLORIDE TETRAHYDRATE,ZINC CHLORIDE,SODIUM FLUORIDE,SODIUM SELENITE PENTAHYDRATE,CHROMIUM CHLORIDE HEXAHYDRATE,SODIUM MOLYBDATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:35.998216,,
SA,Saudi Arabia,SFDA,,IRON POLYMALTOSE,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.998221,B03AB03,
SA,Saudi Arabia,SFDA,,"IRON POLYMALTOSE,FOLIC ACID",,,,,,shortage,غير متوفر,2026-09-23T21:00:35.998226,,
SA,Saudi Arabia,SFDA,,IRON SUCROSE,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.998231,B03AB04,
SA,Saudi Arabia,SFDA,,ISOFLURANE,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.998235,N01AB06,
SA,Saudi Arabia,SFDA,,ISOPRENALINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.998240,C01CA02,
SA,Saudi Arabia,SFDA,,ISOTRETINOIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:35.998245,D10AD04,
SA,Saudi Arabia,SFDA,,"ISPAGHULA SEED,TINNEVELLY SENNA PODS,ISPAGHULA HUSK",,,,,,shortage,غير متوفر,2026-09-23T21:00:35.998249,,
SA,Saudi Arabia,SFDA,,IXAZOMIB CITRATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.357866,L01XG03,
SA,Saudi Arabia,SFDA,,KETOCONAZOLE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.357893,D01AC08,
SA,Saudi Arabia,SFDA,,KETOPROFEN,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.357905,M01AE03,
SA,Saudi Arabia,SFDA,,KETOTIFEN,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.357915,R06AX17,
SA,Saudi Arabia,SFDA,,LABETALOL HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.357925,C07AG01,
SA,Saudi Arabia,SFDA,,LACOSAMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.357934,N03AX18,
SA,Saudi Arabia,SFDA,,LAMIVUDINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.357943,J05AF05,
SA,Saudi Arabia,SFDA,,"LAMIVUDINE,ZIDOVUDINE",,,,,,shortage,غير متوفر,2026-09-23T21:00:36.357953,,
SA,Saudi Arabia,SFDA,,LAMOTRIGINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.357962,N03AX09,
SA,Saudi Arabia,SFDA,,LANSOPRAZOLE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.357971,A02BC03,
SA,Saudi Arabia,SFDA,,LAPATINIB,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.718232,L01EH01,
SA,Saudi Arabia,SFDA,,LASMIDITAN,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.718257,N02CC08,
SA,Saudi Arabia,SFDA,,LEFLUNOMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.718268,L04AK01,
SA,Saudi Arabia,SFDA,,LENALIDOMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.718278,L04AX04,
SA,Saudi Arabia,SFDA,,LENALIDOMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.718288,L04AX04,
SA,Saudi Arabia,SFDA,,LENVATINIB,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.718298,L01EX08,
SA,Saudi Arabia,SFDA,,LERCANIDIPINE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.718308,C08CA13,
SA,Saudi Arabia,SFDA,,LETROZOLE,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.718317,L02BG04,
SA,Saudi Arabia,SFDA,,LEUPRORELIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.718326,L02AE02,
SA,Saudi Arabia,SFDA,,LEVETIRACETAM,,,,,,shortage,غير متوفر,2026-09-23T21:00:36.718334,N03AX14,
SA,Saudi Arabia,SFDA,,LEVOCETIRIZINE DIHYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.073024,R06AE09,
SA,Saudi Arabia,SFDA,,LEVOFLOXACIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.073048,J01MA12,
SA,Saudi Arabia,SFDA,,LEVOFLOXACIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.073061,J01MA12,
SA,Saudi Arabia,SFDA,,LEVOTHYROXINE SODIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.073072,H03AA01,
SA,Saudi Arabia,SFDA,,LIDOCAINE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.073082,C01BB01,
SA,Saudi Arabia,SFDA,,"LIDOCAINE HYDROCHLORIDE,CETRIMIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:37.073093,,
SA,Saudi Arabia,SFDA,,"LIDOCAINE HYDROCHLORIDE,EPINEPHRINE",,,,,,shortage,غير متوفر,2026-09-23T21:00:37.073104,,
SA,Saudi Arabia,SFDA,,"LIDOCAINE HYDROCHLORIDE,PRILOCAINE",,,,,,shortage,غير متوفر,2026-09-23T21:00:37.073114,,
SA,Saudi Arabia,SFDA,,LINAGLIPTIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.073124,A10BH05,
SA,Saudi Arabia,SFDA,,"LINAGLIPTIN,METFORMIN HYDROCHLORIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:37.073135,,
SA,Saudi Arabia,SFDA,,LINEZOLID,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.432125,J01XX08,
SA,Saudi Arabia,SFDA,,LISDEXAMFETAMINE DIMESILATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.432147,N06BA12,
SA,Saudi Arabia,SFDA,,LISINOPRIL,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.432158,C09AA03,
SA,Saudi Arabia,SFDA,,"LISINOPRIL,AMLODIPINE BESILATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:37.432168,,
SA,Saudi Arabia,SFDA,,live attenuated bacteria of the type Mycobacterium bovis BCG (Bacillus Calmette-Guerin),,,,,,shortage,غير متوفر,2026-09-23T21:00:37.432180,J07BF01,
SA,Saudi Arabia,SFDA,,LOMEFLOXACIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.432189,J01MA07,
SA,Saudi Arabia,SFDA,,LOPERAMIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.432198,A07DA03,
SA,Saudi Arabia,SFDA,,LORATADINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.432208,R06AX13,
SA,Saudi Arabia,SFDA,,"LOSARTAN POTASSIUM,HYDROCHLOROTHIAZIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:37.432218,,
SA,Saudi Arabia,SFDA,,LOXOPROFEN,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.432227,M01AE19,
SA,Saudi Arabia,SFDA,,LURASIDONE,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.789162,N05AE05,
SA,Saudi Arabia,SFDA,,MACITENTAN,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.789189,C02KX04,
SA,Saudi Arabia,SFDA,,MAGALDRATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.789200,A02AD02,
SA,Saudi Arabia,SFDA,,"MAGALDRATE,SIMETHICONE",,,,,,shortage,غير متوفر,2026-09-23T21:00:37.789209,,
SA,Saudi Arabia,SFDA,,"MANGANESE GLUCONATE,COPPER GLUCONATE,ZINC GLUCONATE,SODIUM SELENITE PENTAHYDRATE,POTASSIUM IODIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:37.789219,,
SA,Saudi Arabia,SFDA,,MANNITOL,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.789228,A06AD16,
SA,Saudi Arabia,SFDA,,MARAVIROC,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.789237,J05AX09,
SA,Saudi Arabia,SFDA,,"MEASLES VIRUS (SCHWARZ) LIVE ATTENUATED,MUMPS VIRUS (JERYL LYNN, STRAIN RIT 4385) LIVE ATTENUATED,RUBELLA VIRUS (WISTAR RA 27/3) LIVE ATTENUATED,VARICELLA ZOSTER VIRUS (OKA STRAIN) LIVE ATTENUATED",,,,,,shortage,غير متوفر,2026-09-23T21:00:37.789247,,
SA,Saudi Arabia,SFDA,,MEBEVERINE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.789256,A03AA04,
SA,Saudi Arabia,SFDA,,MEFENAMIC ACID,,,,,,shortage,غير متوفر,2026-09-23T21:00:37.789265,M01AG01,
SA,Saudi Arabia,SFDA,,MEFLOQUINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.150182,P01BC02,
SA,Saudi Arabia,SFDA,,MELOXICAM,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.150211,M01AC06,
SA,Saudi Arabia,SFDA,,MEMANTINE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.150223,N06DX01,
SA,Saudi Arabia,SFDA,,MENOTROPHIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.150234,H01AC01,
SA,Saudi Arabia,SFDA,,"MENTHOL,BENZOCAINE",,,,,,shortage,غير متوفر,2026-09-23T21:00:38.150244,,
SA,Saudi Arabia,SFDA,,MEPIVACAINE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.150253,N01BB03,
SA,Saudi Arabia,SFDA,,MEROPENEM,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.150262,J01DH02,
SA,Saudi Arabia,SFDA,,MESALAZINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.150271,A07EC02,
SA,Saudi Arabia,SFDA,,MESNA,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.150280,R05CB05,
SA,Saudi Arabia,SFDA,,METFORMIN HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.150289,A10BA02,
SA,Saudi Arabia,SFDA,,"METFORMIN HYDROCHLORIDE,ALOGLIPTIN",,,,,,shortage,غير متوفر,2026-09-23T21:00:38.507943,,
SA,Saudi Arabia,SFDA,,"METFORMIN HYDROCHLORIDE,GLIMEPIRIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:38.507968,,
SA,Saudi Arabia,SFDA,,"METFORMIN HYDROCHLORIDE,VILDAGLIPTIN",,,,,,shortage,غير متوفر,2026-09-23T21:00:38.507979,,
SA,Saudi Arabia,SFDA,,METHOTREXATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.507989,L01BA01,
SA,Saudi Arabia,SFDA,,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.507999,B03XA03,
SA,Saudi Arabia,SFDA,,METHYLPHENIDATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.508008,N06BA04,
SA,Saudi Arabia,SFDA,,METHYLPREDNISOLONE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.508017,D07AA01,
SA,Saudi Arabia,SFDA,,METHYLPREDNISOLONE SODIUM SUCCINATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.508028,D07AA01,
SA,Saudi Arabia,SFDA,,METHYLTHIONINIUM CHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.508037,V03AB17,
SA,Saudi Arabia,SFDA,,METOCLOPRAMIDE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.508045,A03FA01,
SA,Saudi Arabia,SFDA,,METOPROLOL TARTRATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.860534,C07AB02,
SA,Saudi Arabia,SFDA,,METRONIDAZOLE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.860559,A01AB17,
SA,Saudi Arabia,SFDA,,METRONIDAZOLE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.860571,A01AB17,
SA,Saudi Arabia,SFDA,,MICAFUNGIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.860580,J02AX05,
SA,Saudi Arabia,SFDA,,MICONAZOLE NITRATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.860590,A01AB09,
SA,Saudi Arabia,SFDA,,"MICONAZOLE NITRATE,MOMETASONE FUROATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:38.860600,,
SA,Saudi Arabia,SFDA,,MILRINONE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.860609,C01CE02,
SA,Saudi Arabia,SFDA,,MINOXIDIL,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.860624,C02DC01,
SA,Saudi Arabia,SFDA,,MIRTAZAPINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.860633,N06AX11,
SA,Saudi Arabia,SFDA,,MIRTAZAPINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:38.860644,N06AX11,
SA,Saudi Arabia,SFDA,,Mirvetuximab Soravtansine,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.217185,L01FX26,
SA,Saudi Arabia,SFDA,,MOMETASONE FUROATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.217211,R01AD09,
SA,Saudi Arabia,SFDA,,"MOMETASONE FUROATE,(indacaterol (as acetate",,,,,,shortage,غير متوفر,2026-09-23T21:00:39.217223,,
SA,Saudi Arabia,SFDA,,MONTELUKAST SODIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.217232,R03DC03,
SA,Saudi Arabia,SFDA,,MOROCTOCOG ALFA,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.217242,B02BD02,
SA,Saudi Arabia,SFDA,,MOXIFLOXACIN HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.217251,J01MA14,
SA,Saudi Arabia,SFDA,,MULTIVITAMINS,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.217261,,
SA,Saudi Arabia,SFDA,,MUPIROCIN CALCIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.217270,D06AX09,
SA,Saudi Arabia,SFDA,,Mycobacterium bovis (M. bovis) Bacillus Calmette-Guérin (BCG),,,,,,shortage,غير متوفر,2026-09-23T21:00:39.217281,L03AX01,
SA,Saudi Arabia,SFDA,,MYCOPHENOLATE MOFETIL,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.217291,L04AA06,
SA,Saudi Arabia,SFDA,,Nalbuphine,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.567672,N02AF02,
SA,Saudi Arabia,SFDA,,NALOXONE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.567701,A06AH04,
SA,Saudi Arabia,SFDA,,NAPROXEN,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.567713,G02CC02,
SA,Saudi Arabia,SFDA,,NATALIZUMAB,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.567723,L04AG03,
SA,Saudi Arabia,SFDA,,"NEOMYCIN SULFATE,BETAMETHASONE",,,,,,shortage,غير متوفر,2026-09-23T21:00:39.567733,,
SA,Saudi Arabia,SFDA,,"NEOMYCIN SULFATE,BETAMETHASONE VALERATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:39.567742,,
SA,Saudi Arabia,SFDA,,NERATINIB,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.567751,L01EH02,
SA,Saudi Arabia,SFDA,,NICOTINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.567760,N07BA01,
SA,Saudi Arabia,SFDA,,NICOTINE DITATRATE DIHYDRATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.567769,N07BA01,
SA,Saudi Arabia,SFDA,,NILOTINIB,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.567778,L01EA03,
SA,Saudi Arabia,SFDA,,NIMODIPINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.918730,C08CA06,
SA,Saudi Arabia,SFDA,,NINTEDANIB,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.918758,L01EX09,
SA,Saudi Arabia,SFDA,,NITROGLYCERIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.918769,C01DA02,
SA,Saudi Arabia,SFDA,,NIZATIDINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.918778,A02BA04,
SA,Saudi Arabia,SFDA,,NORFLOXACIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.918788,J01MA06,
SA,Saudi Arabia,SFDA,,NORMAL HUMAN IMMUNOGLOBULIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.918797,J06BA01,
SA,Saudi Arabia,SFDA,,NYSTATIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.918807,A07AA02,
SA,Saudi Arabia,SFDA,,"NYSTATIN,NEOMYCIN SULFATE,GRAMICIDIN,TRIAMCINOLONE ACETONIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:39.918816,,
SA,Saudi Arabia,SFDA,,"NYSTATIN,NEOMYCIN SULFATE,TRIAMCINOLONE ACETONIDE,GRAMICIDIN",,,,,,shortage,غير متوفر,2026-09-23T21:00:39.918825,,
SA,Saudi Arabia,SFDA,,Obeticholic Acid,,,,,,shortage,غير متوفر,2026-09-23T21:00:39.918834,A05AA04,
SA,Saudi Arabia,SFDA,,OCTREOTIDE ACETATE,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.266424,H01CB02,
SA,Saudi Arabia,SFDA,,OFLOXACIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.266451,J01MA01,
SA,Saudi Arabia,SFDA,,OLANZAPINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.266464,N05AH03,
SA,Saudi Arabia,SFDA,,"OLIVE OIL,SOYA OIL,ALANINE,ARGININE,ASPARTIC ACID,GLUTAMIC ACID,GLYCINE,HISTIDINE,ISOLEUCINE5,LEUCINE,LYSINE,METHIONINE,PHENYLALANINE,PROLINE,SERINE,THREONINE,TRYPTOPHAN,TYROSINE,VALINE,GLUCOSE,SODIUM ACETATE,SODIUM GLYCEROPHOSPHATE HYDRATED,POTASSIUM CHLORIDE,MAGNESIUM CHLORIDE, CALCIUM CHLORIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:40.266475,,
SA,Saudi Arabia,SFDA,,"OLIVE OIL,SOYA OIL,ALANINE,ARGININE,ASPARTIC ACID,GLUTAMIC ACID,GLYCINE,HISTIDINE,ISOLEUCINE5,LEUCINE,METHIONINE,PHENYLALANINE,PROLINE,SERINE,THREONINE,TRYPTOPHAN,TYROSINE,VALINE,SODIUM ACETATE,SODIUM GLYCEROPHOSPHATE HYDRATED,POTASSIUM CHLORIDE,MAGNESIUM CHLORIDE, CALCIUM CHLORIDE,GLUCOSE,LYSINE",,,,,,shortage,غير متوفر,2026-09-23T21:00:40.266486,,
SA,Saudi Arabia,SFDA,,"OLIVE OIL,SOYA OIL,ALANINE,ARGININE,ASPARTIC ACID,GLUTAMIC ACID,GLYCINE,HISTIDINE,ISOLEUCINE5,LEUCINE,METHIONINE,PHENYLALANINE,PROLINE,SERINE,THREONINE,TRYPTOPHAN,TYROSINE,VALINE,SODIUM ACETATE,SODIUM GLYCEROPHOSPHATE HYDRATED,POTASSIUM CHLORIDE,MAGNESIUM CHLORIDE, CALCIUM CHLORIDE,LYSINE,GLUCOSE",,,,,,shortage,غير متوفر,2026-09-23T21:00:40.266496,,
SA,Saudi Arabia,SFDA,,OLMESARTAN MEDOXOMIL,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.266505,C09CA08,
SA,Saudi Arabia,SFDA,,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:40.266515,,
SA,Saudi Arabia,SFDA,,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:40.266524,,
SA,Saudi Arabia,SFDA,,OMEPRAZOLE,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.266533,A02BC01,
SA,Saudi Arabia,SFDA,,"OMEPRAZOLE,SODIUM BICARBONATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:40.632014,,
SA,Saudi Arabia,SFDA,,OMFILOCTOCOG ALFA,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.632041,B02BD08,
SA,Saudi Arabia,SFDA,,ONDANSETRON,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.632053,A04AA01,
SA,Saudi Arabia,SFDA,,ORAL REHYDRATION SALTS,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.632063,,
SA,Saudi Arabia,SFDA,,OSELTAMIVIR,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.632073,J05AH02,
SA,Saudi Arabia,SFDA,,OXALIPLATIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.632083,L01XA03,
SA,Saudi Arabia,SFDA,,OXYCODONE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.632092,N02AA05,
SA,Saudi Arabia,SFDA,,OXYMETAZOLINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.632101,D11AX27,
SA,Saudi Arabia,SFDA,,OXYTOCIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.632110,H01BB02,
SA,Saudi Arabia,SFDA,,Ozenoxacin,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.632119,D06AX14,
SA,Saudi Arabia,SFDA,,PACLITAXEL,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.974364,L01CD01,
SA,Saudi Arabia,SFDA,,PALBOCICLIB,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.974388,L01EF01,
SA,Saudi Arabia,SFDA,,PALIPERIDONE,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.974399,N05AX13,
SA,Saudi Arabia,SFDA,,PALONOSETRON HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.974409,A04AA05,
SA,Saudi Arabia,SFDA,,PANCREATIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.974418,A09AA02,
SA,Saudi Arabia,SFDA,,PANTOPRAZOLE,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.974427,A02BC02,
SA,Saudi Arabia,SFDA,,PARACETAMOL,,,,,,shortage,غير متوفر,2026-09-23T21:00:40.974437,N02BE01,
SA,Saudi Arabia,SFDA,,"PARACETAMOL,DIPHENHYDRAMINE HYDROCHLORIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:40.974447,,
SA,Saudi Arabia,SFDA,,"PARACETAMOL,PSEUDOEPHEDRINE HYDROCHLORIDE",,,,,,shortage,غير متوفر,2026-09-23T21:00:40.974456,,
SA,Saudi Arabia,SFDA,,"PARACETAMOL,PSEUDOEPHEDRINE HYDROCHLORIDE,CHLORPHENIRAMINE MALEATE",,,,,,shortage,غير متوفر,2026-09-23T21:00:40.974465,,
SA,Saudi Arabia,SFDA,,"PARACETAMOL,PSEUDOEPHEDRINE HYDROCHLORIDE,DEXTROMETHORPHAN",,,,,,shortage,غير متوفر,2026-09-23T21:00:41.324809,,
SA,Saudi Arabia,SFDA,,PARICALCITOL,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.324837,H05BX02,
SA,Saudi Arabia,SFDA,,PAROXETINE,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.324849,N06AB05,
SA,Saudi Arabia,SFDA,,PATIROMER SORBITEX CALCIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.324859,,
SA,Saudi Arabia,SFDA,,PAZOPANIB HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.324868,L01EX03,
SA,Saudi Arabia,SFDA,,PEGFILGRASTIM,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.324878,L03AA13,
SA,Saudi Arabia,SFDA,,PEGYLATED B DOMAIN DELETED RECOMBINANT HUMAN COAGULATION FACTOR VIII DAMOCTOCOG ALFA PEGOL,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.324888,B02BD08,
SA,Saudi Arabia,SFDA,,PEMETREXED,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.324897,L01BA04,
SA,Saudi Arabia,SFDA,,PENCICLOVIR,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.324906,D06BB06,
SA,Saudi Arabia,SFDA,,PERMETHRIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.324915,P03AC04,
SA,Saudi Arabia,SFDA,,PHENOXYMETHYLPENICILLIN,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.680003,J01CE02,
SA,Saudi Arabia,SFDA,,"PHENYLALANINE,METHIONINE,LYSINE,LEUCINE,ISOLEUCINE5,ARGININE,GLYCINE,THREONINE,FISH OIL,PROLINE,HISTIDINE,SERINE,ALANINE,TRYPTOPHAN,OLIVE OIL,TYROSINE,VALINE, CALCIUM CHLORIDE,SODIUM GLYCEROPHOSPHATE HYDRATED,MAGNESIUM SULFATE,POTASSIUM CHLORIDE,SODIUM ACETATE,ZINC SULPHATE,GLUCOSE,SOYA OIL,TAURINE,TRIGLYCERIDES MEDIUM CHAIN",,,,,,shortage,غير متوفر,2026-09-23T21:00:41.680031,,
SA,Saudi Arabia,SFDA,,PHENYLEPHRINE HYDROCHLORIDE,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.680042,C01CA06,
SA,Saudi Arabia,SFDA,,PHENYTOIN SODIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.680053,N03AB02,
SA,Saudi Arabia,SFDA,,PHENYTOIN SODIUM,,,,,,shortage,غير متوفر,2026-09-23T21:00:41.680063,N03AB02,
