country_code,country_name,source,medicine_name,active_substance,strength,package_size,dosage_form,product_no,atc_code,marketing_auth_holder,agent,shortage_start,estimated_end,notified_date,status,recommendations,scraped_at
IS,Iceland,Lyfjastofnun,Klexane,Enoxaparinum natricum INN,áfyllt sprauta 100 mg/ml,1 ml,"Stungulyf, lausn",374603,B01AB05,Sanofi-aventis Norge AS,Vistor hf,2026-03-12,2026-03-12,2026-02-26,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.137457
IS,Iceland,Lyfjastofnun,Revlimid,Lenalidomidum INN,5 mg,21 stk.,Hart hylki,096488,L04AX04,Bristol-Myers Squibb Pharma EEIG*,Vistor hf,2026-03-12,2026-05-01,2026-03-11,shortage,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:17.140410
IS,Iceland,Lyfjastofnun,Praluent,Alirocumabum INN,150 mg,1 ml,"Stungulyf, lausn í áfylltum lyfjapenna",556694,C10AX14,Sanofi Winthrop Industrie,Vistor hf,2026-03-12,2026-03-12,2026-02-05,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.144448
IS,Iceland,Lyfjastofnun,Vedrop,Tocofersolanum INN,50 mg/ml,60 ml,"Mixtúra, lausn",124141,A11HA08,Recordati Rare Diseases*,Recordati AB*,2026-03-12,2026-03-12,2026-02-16,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.148409
IS,Iceland,Lyfjastofnun,Revlimid,Lenalidomidum INN,25 mg,21 stk.,Hart hylki,096515,L04AX04,Bristol-Myers Squibb Pharma EEIG*,Vistor hf,2026-03-12,2026-05-01,2026-03-11,shortage,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:17.151410
IS,Iceland,Lyfjastofnun,Revlimid,Lenalidomidum INN,15 mg,21 stk.,Hart hylki,096506,L04AX04,Bristol-Myers Squibb Pharma EEIG*,Vistor hf,2026-03-12,2026-05-01,2026-03-11,shortage,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:17.154409
IS,Iceland,Lyfjastofnun,Revlimid,Lenalidomidum INN,"2,5 mg",21 stk.,Hart hylki,540958,L04AX04,Bristol-Myers Squibb Pharma EEIG*,Vistor hf,2026-03-12,2026-05-01,2026-03-11,shortage,Til skoðunar.,2026-03-12T16:36:17.158409
IS,Iceland,Lyfjastofnun,Bloxazoc,Metoprololum INN súkkínat,25 mg,100 stk.,Forðatafla,500402,C07AB02,KRKA d.d. Novo mesto,,2026-03-12,2026-03-12,2026-02-16,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:17.161448
IS,Iceland,Lyfjastofnun,Nicorette Invisi,Nicotinum INN,15 mg/16 klst.,14 stk.,Forðaplástur,065729,N07BA01,McNeil Denmark ApS,Vistor hf,2026-03-12,2026-03-12,2026-01-26,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.164446
IS,Iceland,Lyfjastofnun,ABILIFY,Aripiprazolum INN,15 mg,28 stk.,Tafla,010953,N05AX12,Otsuka Pharmaceutical Netherlands B.V.*,Vistor hf,2026-03-12,2026-03-12,2026-02-28,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.164446
IS,Iceland,Lyfjastofnun,CYSTADROPS,Mercaptaminum INN bítartrat,"3,8 mg/ml",5 ml,"Augndropar, lausn",161981,S01XA21,Recordati Rare Diseases*,Recordati AB*,2026-03-12,2026-03-12,2026-03-04,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.164446
IS,Iceland,Lyfjastofnun,Braftovi,Encorafenibum INN,75 mg,42 x 1 stk.,Hart hylki,421014,L01EC03,Pierre Fabre Medicament,,2026-03-12,2026-03-12,2025-12-20,resolved,.,2026-03-12T16:36:17.164446
IS,Iceland,Lyfjastofnun,Revlimid,Lenalidomidum INN,10 mg,21 stk.,Hart hylki,096497,L04AX04,Bristol-Myers Squibb Pharma EEIG*,Vistor hf,2026-03-12,2026-05-01,2026-03-11,shortage,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:17.164446
IS,Iceland,Lyfjastofnun,Voltaren Forte,Diclofenacum INN tvíetýlamín,"23,2 mg/g",30 g,Hlaup,523195,M02AA15,Haleon Denmark ApS,Artasan ehf,2026-03-12,2026-03-12,2026-02-20,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.180477
IS,Iceland,Lyfjastofnun,Flutiform,"Fluticasonum INN própíónat, Formoterolum INN fúmarat",50 míkróg/5 míkróg,120 skammtar,"Innúðalyf, dreifa",104856,R03AK11,Mundipharma A/S,Icepharma hf.*,2026-03-12,2026-03-20,2026-02-09,shortage,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.180477
IS,Iceland,Lyfjastofnun,Nicotinell IceMint,NICOTINE POLACRILEX,4 mg,204 stk.,Lyfjatyggigúmmí,501735,N07BA01,Dr. Reddy's Netherlands B.V.,,2026-03-12,2026-03-12,2026-03-05,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.180477
IS,Iceland,Lyfjastofnun,Trileptal,Oxcarbazepinum INN,60 mg/ml,250 ml,"Mixtúra, dreifa",004014,N03AF02,Novartis Healthcare A/S,Vistor hf,2026-03-12,2026-03-12,2026-03-04,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.180477
IS,Iceland,Lyfjastofnun,Oxis Turbuhaler,Formoterolum INN fúmarat,"4,5 míkrog/skammt",60 skammtar,Innöndunarduft,055968,R03AC13,AstraZeneca A/S,Vistor hf,2026-03-12,2026-03-12,2026-01-27,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.196617
IS,Iceland,Lyfjastofnun,Hydroxyurea medac,Hydroxycarbamidum INN,500 mg,100 stk.,Hart hylki,464545,L01XX05,medac Gesellschaft für klinische Spezialpräparate GmbH,,2026-03-12,2026-03-12,2026-02-21,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.196617
IS,Iceland,Lyfjastofnun,Votrient,Pazopanibum INN hýdróklóríð,200 mg,90 stk.,Filmuhúðuð tafla,093072,L01EX03,Novartis Europharm Limited*,Vistor hf,2026-03-12,2026-03-12,2026-01-26,resolved,Ekkert sambærilegt lyf er á markaði / fáanlegt.,2026-03-12T16:36:17.196617
IS,Iceland,Lyfjastofnun,ULTOMIRIS,Ravulizumabum INN,1.100 mg/11 ml,11 ml,"Innrennslisþykkni, lausn",121294,L04AJ02,Alexion Europe SAS,Alexion Pharma Nordics AB,2026-03-12,2026-03-12,2026-02-05,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.205148
IS,Iceland,Lyfjastofnun,Soluprick Positiv kontrol,Histaminum díhýdróklóríð,10 mg/ml,2 ml,"Húðstungupróf, lausn",024681,V04CL,ALK-Abelló A/S,Vistor hf,2026-03-12,2026-03-12,2026-03-04,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.205148
IS,Iceland,Lyfjastofnun,Ofev,Nintedanibum INN,100 mg,60 x 1 stk.,Mjúkt hylki,197927,L01EX09,Boehringer Ingelheim International GmbH*,Vistor hf,2026-03-11,2026-03-11,2026-02-21,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.212506
IS,Iceland,Lyfjastofnun,Fosrenol,Lanthanum karbónat,500 mg,90 stk.,Tuggutafla,023066,V03AE03,Takeda Pharmaceuticals International AG Ireland Branch,Vistor hf,2026-03-11,2026-03-11,2026-02-05,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.212506
IS,Iceland,Lyfjastofnun,Duodopa,"Levodopum INN, Carbidopum INN",,100 ml,Hlaup,095314,N04BA02,AbbVie A/S,Vistor hf,2026-03-11,2026-03-11,2026-02-18,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.212506
IS,Iceland,Lyfjastofnun,Atenolol Viatris,Atenololum INN,50 mg,250 stk.,Filmuhúðuð tafla,196022,C07AB03,Viatris Limited,Icepharma hf,2026-03-11,2026-05-18,2026-02-19,shortage,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.223078
IS,Iceland,Lyfjastofnun,Twinrix Paediatric,"Hepatitis B veira, Hepatitis A veira (dauð)",,"0,5 ml","Stungulyf, dreifa í áfylltri sprautu",143511,J07BC20,GlaxoSmithKline Biologicals S.A.*,Vistor hf,2026-03-11,2026-05-21,2025-12-10,shortage,Undanþágulyf hefur verið útvegað. Heildsalan Parlogis er búin að útvega undanþágulyf sem er á leið til landsins.,2026-03-12T16:36:17.223078
IS,Iceland,Lyfjastofnun,Enalapril Krka,Enalaprilum INN maleat,5 mg,250 stk.,Tafla,514090,C09AA02,KRKA d.d. Novo mesto,LYFIS ehf.*,2026-03-11,2026-07-14,2026-01-07,shortage,Aðrir styrkleikar og pakkningastærðir eru á markaði / fáanlegir.,2026-03-12T16:36:17.231526
IS,Iceland,Lyfjastofnun,Zonnic Pepparmint,Nicotinum INN,1 mg/úða,200 skammtar,"Munnholsúði, lausn",151207,N07BA01,Niconovum AB,,2026-03-11,2026-04-16,2026-01-30,shortage,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:17.233204
IS,Iceland,Lyfjastofnun,Jakavi,Ruxolitinibum INN fosfat,15 mg,56 stk.,Tafla,553720,L01EJ01,Novartis Europharm Limited*,Vistor hf,2026-03-11,2026-03-11,2026-02-25,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.233204
IS,Iceland,Lyfjastofnun,Jakavi,Ruxolitinibum INN fosfat,20 mg,56 stk.,Tafla,461113,L01EJ01,Novartis Europharm Limited*,Vistor hf,2026-03-11,2026-03-11,2026-02-07,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.233204
IS,Iceland,Lyfjastofnun,Bufomix Easyhaler,"Budesonidum INN, Formoterolum INN fúmarat",320 míkróg/9 míkróg/skammt,60 skammtar,Innöndunarduft,485549,R03AK07,Orion Corporation,Vistor hf,2026-03-11,2026-03-11,2026-02-24,resolved,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.245882
IS,Iceland,Lyfjastofnun,Signifor,Pasireotidum INN pamoat,40 mg,40 mg,"Stungulyfsstofn og leysir, dreifa",376100,H01CB05,Recordati Rare Diseases*,Recordati AB*,2026-03-11,2026-03-11,2026-03-04,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.249894
IS,Iceland,Lyfjastofnun,Esopram,Escitalopram oxalate,10 mg,100 stk.,Filmuhúðuð tafla,048122,N06AB10,Teva B.V.*,Teva Pharma Iceland ehf.*,2026-03-11,2026-03-19,2026-02-27,shortage,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.253926
IS,Iceland,Lyfjastofnun,Terbinafin Actavis,Terbinafinum INN hýdróklóríð,250 mg,98 stk.,Tafla,189567,D01BA02,Actavis Group PTC ehf.,Teva Pharma Iceland ehf.*,2026-03-11,2026-03-31,2026-02-06,shortage,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.257933
IS,Iceland,Lyfjastofnun,Parkódín,"Paracetamolum INN, Codeine phosphate hemihydrate",500 mg/10 mg,100 stk.,Filmuhúðuð tafla,532984,N02AJ06,Teva B.V.*,Teva Pharma Iceland ehf.*,2026-03-11,2026-04-16,2026-02-27,shortage,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.260925
IS,Iceland,Lyfjastofnun,Ceftriaxona Normon,Ceftriaxonum INN dínatríum,1000 mg,1 stk.,"Stungulyfs-/innrennslisstofn og leysir, lausn",592068,J01DD04,"Laboratorios Normon, S.A.",,2026-03-11,2026-04-30,2026-03-11,shortage,.,2026-03-12T16:36:17.264962
IS,Iceland,Lyfjastofnun,Beyfortus,Nirsevimabum INN,50 mg,"0,5 ml","Stungulyf, lausn í áfylltri sprautu",384991,J06BD08,Sanofi Winthrop Industrie,Vistor hf,2026-03-10,2026-10-13,2026-02-23,shortage,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.267963
IS,Iceland,Lyfjastofnun,Dupixent,Dupilumabum INN,300 mg,2 ml,"Stungulyf, lausn í áfylltum lyfjapenna",582151,D11AH05,Sanofi Winthrop Industrie,Vistor hf,2026-03-10,2026-03-10,2026-02-26,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.271961
IS,Iceland,Lyfjastofnun,Zyprexa,Olanzapinum INN,5 mg,28 stk.,Húðuð tafla,128058,N05AH03,"CHEPLAPHARM Registration GmbH,",,2026-03-10,2026-04-01,2026-03-12,shortage,.,2026-03-12T16:36:17.274994
IS,Iceland,Lyfjastofnun,Aimovig,Erenumabum INN,140 mg,1 ml,"Stungulyf, lausn í áfylltum lyfjapenna",189312,N02CD01,Novartis Europharm Limited*,Vistor hf,2026-03-10,2026-03-20,2026-01-16,shortage,"Aðrir styrkleikar og/eða samheitalyf eru á markaði / fáanlegir. Aimovig 70 mg stungulyf, lausn í áfylltum lyfjapenna er fáanlegt hjá heildsölu.",2026-03-12T16:36:17.278991
IS,Iceland,Lyfjastofnun,Stilnoct,Zolpidemum INN tartrat,10 mg,28 stk.,Filmuhúðuð tafla,061147,N05CF02,Sanofi-aventis Norge AS,Vistor hf,2026-03-10,2026-03-10,2026-02-25,resolved,Ekki til lyf með sama ATC númer en sambærilegt lyf í sama flokki er á markaði / fáanlegt.,2026-03-12T16:36:17.279994
IS,Iceland,Lyfjastofnun,Azithromycin STADA,Azithromycinum INN mónóhýdrat,500 mg,3 stk.,Filmuhúðuð tafla,088545,J01FA10,STADA Arzneimittel AG,,2026-03-10,2026-03-16,2026-03-09,shortage,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.279994
IS,Iceland,Lyfjastofnun,Avonex,Interferonum beta-1a INN,30 míkróg/ 0.5 ml,"0,5 ml","Stungulyf, lausn",412547,L03AB07,Biogen Netherlands B.V.,Icepharma hf.*,2026-03-09,2026-04-15,2026-03-09,shortage,Til skoðunar.,2026-03-12T16:36:17.279994
IS,Iceland,Lyfjastofnun,Pentasa Sachet,Mesalazinum INN,2 g,60 stk.,Forðakyrni,021625,A07EC02,Ferring Lægemidler A/S,Vistor hf,2026-03-09,2026-05-15,2026-03-04,shortage,Aðrir styrkleikar og lyfjaform eru á markaði / fáanlegir.,2026-03-12T16:36:17.279994
IS,Iceland,Lyfjastofnun,Modifenac,Diclofenacum INN natríum,75 mg,100 stk.,Hart hylki með breyttan losunarhraða,518258,M01AB05,Teva B.V.*,Teva Pharma Iceland ehf.*,2026-03-09,2100-12-31,2026-02-27,shortage,Aðrar pakkningastærðir og lyfjaform eru á markaði / fáanlegar.,2026-03-12T16:36:17.296113
IS,Iceland,Lyfjastofnun,Erelzi,Etanerceptum INN,50 mg,1 ml,"Stungulyf, lausn í áfylltri sprautu",196232,L04AB01,Sandoz GmbH*,,2026-03-08,2026-03-16,2026-03-01,shortage,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.296113
IS,Iceland,Lyfjastofnun,Praluent,Alirocumabum INN,75 mg,1 ml,"Stungulyf, lausn í áfylltum lyfjapenna",108413,C10AX14,Sanofi Winthrop Industrie,Vistor hf,2026-03-08,2026-05-01,2026-02-27,shortage,"Lyfið er ekki til á lager þar sem pakkningin með þessu vörunúmeri er hætt, lyfið er fáanlegt í annarri pakkningu. Praluent 75 mg áfylltur lyfjapenni 1 ml * 2, vnr. 481202 er fáanlegt hjá heildsölunni Distica.",2026-03-12T16:36:17.296113
IS,Iceland,Lyfjastofnun,Cystadane,Betainum anhydricum,1 g,180 g,Duft til inntöku,108697,A16AA06,Recordati Rare Diseases*,Recordati AB*,2026-03-07,2026-03-07,2026-02-28,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.305045
IS,Iceland,Lyfjastofnun,Cosentyx,Secukinumabum INN,300 mg,2 ml,"Stungulyf, lausn í áfylltum lyfjapenna",445576,L04AC10,Novartis Europharm Limited*,Vistor hf,2026-03-07,2026-03-13,2026-01-09,shortage,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.305045
IS,Iceland,Lyfjastofnun,Buvidal,Buprenorphinum INN,32 mg,"0,64 ml","Stungulyf, forðalausn",384837,N07BC01,Camurus AB,,2026-03-07,2026-03-07,2026-02-21,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.311903
IS,Iceland,Lyfjastofnun,Tezspire,Tezepelumabum INN,210 mg,"1,91 ml","Stungulyf, lausn í áfylltum lyfjapenna",377751,R03DX11,AstraZeneca AB*,Vistor hf,2026-03-07,2026-04-14,2026-02-19,shortage,Önnur lyfjaform eru á markaði / fáanleg.,2026-03-12T16:36:17.311903
IS,Iceland,Lyfjastofnun,Imdur,Isosorbidi mononitras INN,60 mg,98 stk.,Forðatafla,102871,C01DA14,TopRidge Pharma (Ireland) Limited,Navamedic AB,2026-03-06,2026-04-06,2026-02-08,shortage,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.311903
IS,Iceland,Lyfjastofnun,Tafil,Alprazolamum INN,"0,5 mg",100 stk.,Tafla,073874,N05BA12,Upjohn EESV,Icepharma hf.*,2026-03-06,2026-03-26,2026-01-09,shortage,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:17.311903
IS,Iceland,Lyfjastofnun,Exelon (Heilsa),Rivastigminum INN,"4,6 mg/24 klst.",30 stk.,Forðaplástur,503757,N06DA03,Heilsa ehf,,2026-03-06,2026-03-20,2026-02-27,shortage,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:17.311903
IS,Iceland,Lyfjastofnun,Galafold,Migalastatum hýdróklóríð,123 mg,14 stk.,Hart hylki,434967,A16AX14,Amicus Therapeutics Europe Limited*,,2026-03-06,2026-03-06,2026-02-17,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.328022
IS,Iceland,Lyfjastofnun,Soluprick Negativ kontrol,,,2 ml,"Húðstungupróf, lausn",024603,V04CL,ALK-Abelló A/S,Vistor hf,2026-03-06,2026-03-06,2026-02-06,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.328022
IS,Iceland,Lyfjastofnun,Natriumklorid Fresenius Kabi,Sodium chloride,9 g/1000 ml,100 ml,"Innrennslislyf, lausn",048028,B05BB01,Fresenius Kabi AB,Vistor hf,2026-03-06,2026-03-23,2026-03-07,shortage,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.328022
IS,Iceland,Lyfjastofnun,Vistabel,Botulinum Toxin Type A,"4 Allergan-einingar/0,1 ml",50 ein.,"Stungulyfsstofn, lausn",022250,M03AX01,AbbVie A/S,Vistor hf,2026-03-06,2026-03-06,2026-02-02,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.328022
IS,Iceland,Lyfjastofnun,Tagrisso,Osimertinibum INN mesylat,80 mg,30x1 stk.,Filmuhúðuð tafla,456795,L01EB04,AstraZeneca AB*,Vistor hf,2026-03-06,2026-03-06,2026-02-27,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.344038
IS,Iceland,Lyfjastofnun,Dermovat,Clobetasolum INN própíónat,"0,5 mg/g",30 g,Smyrsli,380621,D07AD01,GlaxoSmithKline Pharma A/S,Vistor hf,2026-03-05,2026-04-06,2026-02-17,shortage,Önnur lyfjaform eru á markaði / fáanleg.,2026-03-12T16:36:17.344038
IS,Iceland,Lyfjastofnun,Methylphenidate Teva,Methylphenidatum INN hýdróklóríð,20 mg,30 stk.,Hart hylki með breyttan losunarhraða,095682,N06BA04,Teva B.V.*,Teva Pharma Iceland ehf.*,2026-03-05,2026-04-16,2026-01-09,shortage,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:17.344038
IS,Iceland,Lyfjastofnun,Quetiapin Krka,Quetiapinum INN fúmarat,150 mg,100 stk.,Forðatafla,514105,N05AH04,KRKA d.d. Novo mesto,,2026-03-05,2026-03-05,2026-02-19,resolved,Sérpöntun / útboðslyf.,2026-03-12T16:36:17.344038
IS,Iceland,Lyfjastofnun,Lacosamide Krka,Lacosamidum INN,50 mg,56 stk.,Filmuhúðuð tafla,591497,N03AX18,"Krka, d.d., Novo mesto",,2026-03-05,2026-03-05,2026-02-19,resolved,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:17.344038
IS,Iceland,Lyfjastofnun,Enalapril Krka,Enalaprilum INN maleat,10 mg,250 stk.,Tafla,373234,C09AA02,KRKA d.d. Novo mesto,LYFIS ehf.*,2026-03-05,2026-07-14,2026-02-16,shortage,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.360103
IS,Iceland,Lyfjastofnun,Votrient,Pazopanibum INN hýdróklóríð,400 mg,60 stk.,Filmuhúðuð tafla,093083,L01EX03,Novartis Europharm Limited*,Vistor hf,2026-03-05,2026-03-12,2026-03-06,resolved,Ekkert sambærilegt lyf er á markaði / fáanlegt.,2026-03-12T16:36:17.360103
IS,Iceland,Lyfjastofnun,Sertralin Bluefish,Sertralinum INN hýdróklóríð,100 mg,100 stk.,Filmuhúðuð tafla,034796,N06AB06,Bluefish Pharmaceuticals AB,Artasan ehf,2026-03-04,2026-03-31,2026-02-21,shortage,Aðrir styrkleikar og/eða samheitalyf eru á markaði / fáanlegir.,2026-03-12T16:36:17.360103
IS,Iceland,Lyfjastofnun,Calquence,Acalabrutinibum INN,100 mg,60 stk.,Filmuhúðuð tafla,099916,L01EL02,AstraZeneca AB*,Vistor hf,2026-03-04,2026-03-04,2026-02-05,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.360103
IS,Iceland,Lyfjastofnun,Nicotinell Mint,Nicotinum bítartrat,2 mg,144 stk.,Munnsogstafla,128129,N07BA01,Dr. Reddy's Netherlands B.V.,Artasan ehf,2026-03-04,2026-03-25,2026-02-25,shortage,Aðrar pakkningastærðir og lyfjaform eru á markaði / fáanlegar.,2026-03-12T16:36:17.376145
IS,Iceland,Lyfjastofnun,Venclyxto,Venetoclaxum INN,50 mg,7 stk.,Filmuhúðuð tafla,537354,L01XX52,AbbVie Deutschland GmbH & Co. KG,Vistor hf,2026-03-04,2026-03-12,2026-03-05,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.376145
IS,Iceland,Lyfjastofnun,Praluent,Alirocumabum INN,75 mg,1 ml,"Stungulyf, lausn í áfylltum lyfjapenna",170486,C10AX14,Sanofi Winthrop Industrie,Vistor hf,2026-03-04,2026-05-07,2026-02-02,shortage,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.376145
IS,Iceland,Lyfjastofnun,Contalgin,Morphini sulfas,30 mg,100 stk.,Forðatafla,466219,N02AA01,Mundipharma A/S,Icepharma hf.*,2026-03-04,2026-05-03,2026-03-04,shortage,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.386504
IS,Iceland,Lyfjastofnun,Buvidal,Buprenorphinum INN,16 mg,"0,32 ml","Stungulyf, forðalausn",459423,N07BC01,Camurus AB,,2026-03-04,2026-03-04,2026-02-16,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.391774
IS,Iceland,Lyfjastofnun,Methylphenidate Sandoz,Methylphenidatum INN hýdróklóríð,36 mg,30 stk.,Forðatafla,043965,N06BA04,Sandoz A/S*,Artasan ehf,2026-03-03,2026-03-17,2026-02-07,shortage,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.391774
IS,Iceland,Lyfjastofnun,Dymista,"Azelastinum INN hýdróklóríð, Fluticasonum INN própíónat",137 míkróg / 50 míkróg/skammt,25 ml,"Nefúði, dreifa",534942,R01AD58,Viatris ApS,Icepharma hf.*,2026-03-03,2026-03-19,2026-03-03,shortage,"Til skoðunar. Lyfið er til á knappfyrningalager, fyrning í lok maí 2026",2026-03-12T16:36:17.396710
IS,Iceland,Lyfjastofnun,Caverject Dual,Alprostadilum INN,10 míkróg,"0,5 ml","Stungulyfsstofn og leysir, lausn",000784,G04BE01,Pfizer ApS,Icepharma hf.*,2026-03-03,2026-03-25,2026-03-03,shortage,Undanþágulyf hefur verið útvegað. Heildsalan Distica hefur útvegað undanþágulyfið Viridal sts 10 mcg/lykja 6 lykjur í pakka vnr 969724,2026-03-12T16:36:17.396710
IS,Iceland,Lyfjastofnun,Ondansetron Bluefish,Ondansetronum INN hýdróklóríð,8 mg,15 stk.,Filmuhúðuð tafla,571158,A04AA01,Bluefish Pharmaceuticals AB,Artasan ehf,2026-03-03,2026-04-29,2026-02-25,shortage,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.405158
IS,Iceland,Lyfjastofnun,Octaplex,Blanda,1000 a.e.,1 stk.,"Innrennslisstofn og leysir, lausn",399482,B02BD01,Octapharma AB,Vistor hf,2026-03-03,2026-06-30,2026-02-25,shortage,Samheitalyf er á markaði / fáanlegt.,2026-03-12T16:36:17.407711
IS,Iceland,Lyfjastofnun,Xeplion,Paliperidonum INN palmítat,150 mg,150 mg,"Stungulyf, forðadreifa",536460,N05AX13,Janssen-Cilag International NV*,Vistor hf,2026-03-03,2026-03-03,2026-02-13,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.407711
IS,Iceland,Lyfjastofnun,Ibuprofen Zentiva,Ibuprofenum INN,600 mg,30 stk.,Filmuhúðuð tafla,146064,M01AE01,Zentiva k.s.*,,2026-03-02,2026-03-31,2026-03-02,shortage,Aðrar pakkningastærðir eru á markaði / fáanlegar.,2026-03-12T16:36:17.407711
IS,Iceland,Lyfjastofnun,Ventoline,Salbutamolum INN súlfat,1 mg/ml,2.5 ml,Lausn í eimgjafa,085407,R03AC02,GlaxoSmithKline Pharma A/S,Vistor hf,2026-03-02,2026-03-02,2026-02-19,resolved,"Stuttur skortur á heildsölustigi, ólíklegt að skortur hafi áhrif á lyfjanotendur.",2026-03-12T16:36:17.407711
IS,Iceland,Lyfjastofnun,Polivy,Polatuzumabum vedotinum INN,30 mg,30 mg,"Stofn fyrir innrennslisþykkni, lausn",458140,L01FX14,Roche Registration GmbH*,Icepharma hf.*,2026-03-02,2026-03-02,2026-03-02,resolved,Aðrir styrkleikar eru á markaði / fáanlegir.,2026-03-12T16:36:17.423537
