country_code,country_name,source,medicine_name,active_substance,active_substance_lt,strength,dosage_form,atc_code,product_no,marketing_auth_holder,status,scraped_at
LT,Lithuania,VVKT,Pregabalin Remedica,Pregabalin,Pregabalinas,25 mg,kietosios kapsulės,N02BF02,LT/1/24/5579/001,Remedica Ltd.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Alpicort,Prednisolone,Prednizolonas/Salicilo rūgštis,2 mg/4 mg/ml,odos tirpalas,D07XA02,LT/L/19/1158/001,UAB Limedika,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Enap,Enalapril,Enalaprilatas,"1,25 mg/ml",injekcinis tirpalas,C09AA02,LT/L/21/1559/001,UAB Lex ano,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Isotretinoin BIJON,Isotretinoin,Izotretinoinas,20 mg,minkštosios kapsulės,D10BA01,LT/L/21/1518/001,UAB BIJON medica,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Dabigatran etexilate Viatris,Dabigatran etexilate,Dabigatranas eteksilatas,150 mg,kietosios kapsulės,B01AE07,LT/1/24/5360/009,Viatris Limited,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Colistina Atb,Colistin,Kolistimetato natrio druska,1000000 TV,milteliai injekciniam ar infuziniam tirpalui,J01XB01,LT/L/25/2895/001,UAB Niromed,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Dabigatran etexilate Viatris,Dabigatran etexilate,Dabigatranas eteksilatas,110 mg,kietosios kapsulės,B01AE07,LT/1/24/5359/003,Viatris Limited,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Remberix,Etoricoxib,Etorikoksibas,90 mg,plėvele dengtos tabletės,M01AH05,LT/1/24/5484/002,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Dimethyl fumarate Teva,Dimethyl fumarate,Dimetilfumaratas,240 mg,skrandyje neirios kietosios kapsulės,L04AX07,LT/1/25/5684/004,Teva GmbH,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Torasemide HEXAL,Torasemide,Torazemidas,100 mg,tabletės,C03CA04,LT/L/20/1342/002,UAB Lex ano,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Iovision,Iohexol,Joheksolis,647 mg/ml,injekcinis tirpalas,V08AB02,LT/L/17/0573/007,UAB PharmaDIA,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Remberix,Etoricoxib,Etorikoksibas,120 mg,plėvele dengtos tabletės,M01AH05,LT/1/24/5485/010,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,40 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5603/016,Teva B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Pazopanib Accord,pazopanib,Pazopanibas,200 mg,plėvele dengtos tabletės,L01EX03,LT/1/23/5304/010,Accord Healthcare B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ibuprofen STADA Arzneimittel,Ibuprofen,Ibuprofenas,600 mg,plėvele dengtos tabletės,M01AE01,LT/1/25/5937/020,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Nimesil,Nimesulide,Nimesulidas,100 mg,granulės geriamajai suspensijai paketėlyje,M01AX17,LT/L/18/0733/001,UAB Limedika,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Gasec,Omeprazole,Omeprazolas,40 mg,skrandyje neirios kietosios kapsulės,A02BC01,LT/L/23/1991/002,UAB BIJON medica,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Zinnat,Cefuroxime,Cefuroksimas,500 mg,plėvele dengtos tabletės,J01DC02,LT/L/13/0132/001,UAB Lex ano,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Enzalutamide STADA,Enzalutamide,Enzalutamidas,40 mg,plėvele dengtos tabletės,L02BB04,LT/1/24/5507/003,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Apixaban Zentiva,Apixaban,Apiksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF02,LT/1/24/5520/001,Zentiva k.s.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,80 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5605/016,Teva B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Zemarex,Tranexamic acid,Traneksamo rūgštis,500 mg,plėvele dengtos tabletės,B02AA02,LT/1/25/5778/002,Medochemie Ltd.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Edoxaban Polpharma,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/26/5951/013,Pharmaceutical Works POLPHARMA S.A.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Flixotide,Fluticasone,Flutikazonas,50 µg/dozėje,suslėgtoji įkvepiamoji suspensija,R03BA05,LT/L/23/1936/001,UAB Tojaris projektai,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Bulgaplin,Pregabalin,Pregabalinas,225 mg,kietosios kapsulės,N02BF02,LT/1/24/5378/002,Orion Corporation,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Rivaroxaban Pharmazac,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/25/5935/001,Pharmazac S.A.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Pitipix,Pitavastatin,Pitavastatinas,2 mg,plėvele dengtos tabletės,C10AA08,LT/1/24/5544/023,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Bosutinib MSN,bosutinib,Bozutinibas,100 mg,plėvele dengtos tabletės,L01EA04,LT/1/25/5758/001,MSN Labs Europe Limited,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Gribero,Dabigatran etexilate,Dabigatranas eteksilatas,110 mg,kietosios kapsulės,B01AE07,LT/1/23/5250/001,Sandoz d.d.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Fingolimod MSN,Fingolimod,Fingolimodas,"0,5 mg",kietosios kapsulės,L04AE01,LT/1/26/5973/012,MSN Labs Europe Limited,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Rivaroxaban Siromed,Rivaroxaban,Rivaroksabanas,20 mg,plėvele dengtos tabletės,B01AF01,LT/1/25/5818/008,UAB NVT,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Terbinafine Sandoz,Terbinafine,Terbinafinas,250 mg,tabletės,D01BA02,LT/L/19/1013/001,UAB Lex ano,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Remberix,Etoricoxib,Etorikoksibas,120 mg,plėvele dengtos tabletės,M01AH05,LT/1/24/5485/008,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Canocombi,Candesartan and diuretics,Kandesartano cileksetilas/Hidrochlorotiazidas,"32 mg/12,5 mg",tabletės,C09DA06,LT/L/22/1643/001,UAB Lex ano,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Bulgaplin,Pregabalin,Pregabalinas,100 mg,kietosios kapsulės,N02BF02,LT/1/24/5376/002,Orion Corporation,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,VISIPAQUE,Iodixanol,Jodiksanolis,652 mg/ml,injekcinis tirpalas,V08AB09,LT/L/15/0315/004,UAB Adeofarma,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ketorolac Trometamol Rompharm,Ketorolac,Ketorolako trometamolis,30 mg/ml,injekcinis tirpalas,M01AB15,LT/L/21/1497/001,UAB Eletis Medica,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Tolterodine Aurobindo,Tolterodine,Tolterodino tartratas,4 mg,pailginto atpalaidavimo kietosios kapsulės,G04BD07,LT/L/17/0449/001,UAB Lex ano,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,ENCEPUR JUNIOR,"Encephalitis, tick borne, inactivated, whole virus","Erkinio encefalito virusas (K23 padermės), inaktyvuotas","0,75 µg/0,25 ml",injekcinė suspensija,J07BA01,LT/L/12/0072/002,UAB Lex ano,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Neurobixin,Vitamin B1 in combination with vitamin B6 and/or vitamin B12,Benfotiaminas/Piridoksino hidrochloridas,100 mg/100 mg,plėvele dengtos tabletės,A11DB,LT/1/25/5743/004,G.L. Pharma GmbH,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Espumisan,Silicones,Simetikonas,40 mg,minkštosios kapsulės,A03AX13,LT/L/25/2418/002,UAB Niromed,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Teriflunomide Glenmark,Teriflunomide,Teriflunomidas,14 mg,plėvele dengtos tabletės,L04AK02,LT/1/25/5780/006,Glenmark Pharmaceuticals s.r.o.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Liraglutide Zentiva,liraglutide,Liragliutidas,6 mg/ml,injekcinis tirpalas užpildytame švirkštiklyje,A10BJ02,LT/1/25/5686/004,Zentiva k.s.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,10 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5600/031,Teva B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Rozex,Metronidazole,Metronidazolas,"7,5 mg/g",gelis,D06BX01,LT/L/19/0821/001,UAB S Pharma,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Axitinib STADA,axitinib,Aksitinibas,5 mg,plėvele dengtos tabletės,L01EK01,LT/1/23/5148/006,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Gabapentin Teva,Gabapentin,Gabapentinas,300 mg,kietosios kapsulės,N02BF01,LT/1/25/5687/008,Teva B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Rivaroxaban STADA [Rivaroxaban ALIUD],Rivaroxaban,Rivaroksabanas,20 mg,kietosios kapsulės,B01AF01,LT/1/22/5100/020,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Trederol,Colecalciferol,Kolekalciferolis,20000 TV,plėvele dengtos tabletės,A11CC05,LT/1/22/5012/003,Wörwag Pharma GmbH & Co. KG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Captopril LPH,Captopril,Kaptoprilis,50 mg,tabletės,C09AA01,LT/L/25/3033/002,UAB Tojaris projektai,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Lynxaram,Linagliptin,Linagliptinas,5 mg,plėvele dengtos tabletės,A10BH05,LT/1/25/5809/030,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ezetimibe/Atorvastatin STADA,Atorvastatin and ezetimibe,Ezetimibas/Atorvastatinas,10 mg/40 mg,plėvele dengtos tabletės,C10BA05,LT/1/24/5351/014,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ramostin,rosuvastatin and ramipril,Rozuvastatinas/Ramiprilis,10 mg/10 mg,kietosios kapsulės,C10BX17,LT/1/21/4788/002,Egis Pharmaceuticals PLC,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Fingolimod MSN,Fingolimod,Fingolimodas,"0,5 mg",kietosios kapsulės,L04AE01,LT/1/26/5973/001,MSN Labs Europe Limited,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Nintedanib STADA,nintedanib,Nintedanibas,150 mg,minkštosios kapsulės,L01EX09,LT/1/24/5363/001,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Lanoxin,Digoxin,Digoksinas,250 µg,tabletės,C01AA05,LT/L/23/1989/003,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,COSIMPREL,Perindopril and bisoprolol,Bizoprololio fumaratas/Perindoprilio argininas,5 mg/5 mg,plėvele dengtos tabletės,C09BX02,LT/L/26/3163/001,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ondansetron STADA Arzneimittel AG,Ondansetron,Ondansetronas,8 mg,burnoje disperguojamos tabletės,A04AA01,LT/1/25/5785/002,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Apixaban Viatris Pharma,Apixaban,Apiksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF02,LT/1/25/5811/003,Viatris Limited,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Desmopressin Sumar,Desmopressin,Desmopresinas,60 µg,poliežuvinės tabletės,H01BA02,LT/1/23/5209/001,Sumar Pharma ehf,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Suzengie,Benzydamine,Benzidamino hidrochloridas/Cetilpiridinio chloridas,3 mg/1 mg,kietosios pastilės,R02AX03,LT/1/25/5870/002,UAB NVT,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,TELEXER,Dabigatran etexilate,Dabigatranas eteksilatas,110 mg,kietosios kapsulės,B01AE07,LT/1/22/5035/002,Gedeon Richter Plc,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Betadine,Povidone-iodine,"Povidonas, joduotas",100 mg/ml,odos tirpalas,D08AG02,LT/L/18/0657/001,UAB Tojaris projektai,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,60 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5604/006,Teva B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Tolvecom,"telmisartan, amlodipine and hydrochlorothiazide",Telmisartanas/Amlodipinas/Hidrochlorotiazidas,"80 mg/10 mg/12,5 mg",tabletės,C09DX08,LT/1/24/5347/008,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ibuliq [Ibuprofen NVT],Ibuprofen,Ibuprofenas,200 mg,minkštosios kapsulės,M01AE01,LT/1/22/5000/003,UAB NVT,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ultravist,Iopromide,Jopromidas,769 mg/ml,injekcinis ar infuzinis tirpalas,V08AB05,LT/L/15/0264/005,UAB Adeofarma,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,DURACEF,Cefadroxil,Cefadroksilis,250 mg/5 ml,milteliai geriamajai suspensijai,J01DB05,LT/L/23/1957/001,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Dimforda,Dimethyl fumarate,Dimetilfumaratas,120 mg,skrandyje neirios kietosios kapsulės,L04AX07,LT/1/24/5554/001,Bausch Health Ireland Limited,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Jamesi,Metformin and sitagliptin,Sitagliptinas/Metformino hidrochloridas,50 mg/1000 mg,plėvele dengtos tabletės,A10BD07,LT/1/22/4934/001,Zentiva k.s.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Dapagliflozin STADA,Dapagliflozin,Dapagliflozinas,5 mg,plėvele dengtos tabletės,A10BK01,LT/1/26/5943/003,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,10 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5286/019,Sandoz d.d.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Calcifediol Faes,Calcifediol,Kalcifediolis monohidratas,75 µg,minkštosios kapsulės,A11CC06,LT/1/24/5567/004,"Faes Farma, S.A.",shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Atorvastatin/Ezetimibe Teva [Ezaril],Atorvastatin and ezetimibe,Atorvastatinas/Ezetimibas,40 mg/10 mg,plėvele dengtos tabletės,C10BA05,LT/1/24/5384/007,Teva B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Cathejell with Lidocaine,Other urologicals;Lidocaine,Lidokaino hidrochloridas/Chlorheksidino dihidrochloridas,"20 mg/0,5 mg/g",šlaplės gelis,G04BX;N01BB02,LT/L/23/1958/001,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Apixaban Viatris Pharma,Apixaban,Apiksabanas,5 mg,plėvele dengtos tabletės,B01AF02,LT/1/25/5812/012,Viatris Limited,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,TYPHIM Vi,"Typhoid, purified polysaccharide antigen",Salmonella typhi (Ty2 padermės) polisacharidas,25 µg/dozėje,injekcinis tirpalas,J07AP03,LT/L/20/1325/001,UAB Adeofarma,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Alpha-Lipon Aristo,Tioctic acid,Tiokto rūgštis,600 mg,koncentratas infuziniam tirpalui,A16AX01,LT/L/25/2619/001,UAB Niromed,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Dapagliflozin Polpharma,Dapagliflozin,Dapagliflozinas,5 mg,plėvele dengtos tabletės,A10BK01,LT/1/23/5158/009,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ivermectin Orion,Ivermectin,Ivermektinas,3 mg,tabletės,P02CF01,LT/1/25/5877/007,Orion Corporation,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Cetirizine LIVSANE [Cetirizine pxgpharma],Cetirizine,Cetirizino dihidrochloridas,10 mg,plėvele dengtos tabletės,R06AE07,LT/1/24/5332/005,PXG Pharma GmbH,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Sugammadex Accord,Sugammadex,Sugamadeksas,100 mg/ml,injekcinis tirpalas,V03AB35,LT/1/25/5669/003,Accord Healthcare B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Perindopril arginine/amlodipine Krka,Perindopril and amlodipine,Perindoprilio argininas/Amlodipinas,5 mg/5 mg,tabletės,C09BB04,LT/1/22/4889/004,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Nexium,Esomeprazole,Ezomeprazolas,40 mg,skrandyje neirios tabletės,A02BC05,LT/L/22/1790/001,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Metformin hydrochloride Accord,Metformin,Metformino hidrochloridas,1000 mg,plėvele dengtos tabletės,A10BA02,LT/1/21/4825/010,Accord Healthcare B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Claritine,Loratadine,Loratadinas,10 mg,tabletės,R06AX13,LT/L/25/2454/002,UAB Niromed,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Jamesi,Metformin and sitagliptin,Sitagliptinas/Metformino hidrochloridas,50 mg/1000 mg,plėvele dengtos tabletės,A10BD07,LT/1/22/4934/002,Zentiva k.s.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Axigalu,sitagliptin and dapagliflozin,Sitagliptinas/Dapagliflozinas,100 mg/10 mg,plėvele dengtos tabletės,A10BD29,LT/1/25/5781/028,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Venlafaxin Aristo ER,Venlafaxine,Venlafaksinas,75 mg,pailginto atpalaidavimo kietosios kapsulės,N06AX16,LT/L/25/2410/001,UAB Niromed,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Apremilast Krka,Apremilast,Apremilastas+Apremilastas+Apremilastas,10 mg + 20 mg + 30 mg,plėvele dengtos tabletės,L04AA32,LT/1/24/5510/001,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Edoxaban Zentiva,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5727/005,Zentiva k.s.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ezetimibe/Atorvastatin STADA,Atorvastatin and ezetimibe,Ezetimibas/Atorvastatinas,10 mg/80 mg,plėvele dengtos tabletės,C10BA05,LT/1/24/5352/014,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Pitipix,Pitavastatin,Pitavastatinas,1 mg,plėvele dengtos tabletės,C10AA08,LT/1/24/5543/010,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,KOGAVANT,Ticagrelor,Tikagreloras,60 mg,plėvele dengtos tabletės,B01AC24,LT/1/23/5131/007,Gedeon Richter Plc,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Gamanea,Gabapentin,Gabapentinas,400 mg,kietosios kapsulės,N02BF01,LT/1/25/5824/007,G.L. Pharma GmbH,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ondansetron STADA Arzneimittel AG,Ondansetron,Ondansetronas,8 mg,burnoje disperguojamos tabletės,A04AA01,LT/1/25/5785/001,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Haloperidol Esteve,Haloperidol,Haloperidolis,5 mg/ml,injekcinis tirpalas,N05AD01,LT/L/26/3186/001,UAB Lex ano,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Rivaroxaban Siromed,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/25/5817/006,UAB NVT,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Rivaroxaban STADA,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/22/5067/006,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Lorazepam SanoSwiss,Lorazepam,Lorazepamas,"2,5 mg",tabletės,N05BA06,LT/1/22/5098/011,UAB SanoSwiss,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Delianda,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/24/5572/001,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Empagliflozin Polpharma,empagliflozin,Empagliflozinas,10 mg,plėvele dengtos tabletės,A10BK03,LT/1/23/5268/001,Pharmaceutical Works POLPHARMA S.A.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Dalixen,Lorazepam,Lorazepamas,"0,5 mg",tabletės,N05BA06,LT/1/25/5739/004,Tarchomińskie Zakłady Farmaceutyczne „Polfa” Spółka Akcyjna,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Adimuplan,Sitagliptin,Sitagliptinas,50 mg,plėvele dengtos tabletės,A10BH01,LT/1/21/4724/007,Sandoz d.d.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Remberix,Etoricoxib,Etorikoksibas,120 mg,plėvele dengtos tabletės,M01AH05,LT/1/24/5485/003,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,40 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5603/030,Teva B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Melbek,Meloxicam,Meloksikamas,"7,5 mg",tabletė,M01AC06,LT/L/26/3142/001,UAB Niromed,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Codeine phosphate hemihydrate/Paracetamol Accord,Codeine and paracetamol,Kodeino fosfatas hemihidratas/Paracetamolis,30 mg/500 mg,tabletės,N02AJ06,LT/1/23/5179/005,Accord Healthcare B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ampicilina,Ampicillin,Ampicilinas,1 g,milteliai injekciniam ar infuziniam tirpalui,J01CA01,LT/L/17/0563/002,UAB Adeofarma,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Bottiar,Linagliptin,Linagliptinas,5 mg,plėvele dengtos tabletės,A10BH05,LT/1/24/5656/014,Genepharm S.A,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Amitriptyline-Grindeks,Amitriptyline,Amitriptilinas,10 mg,plėvele dengtos tabletės,N06AA09,LT/L/25/2758/001,UAB Niromed,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Edoxaban Accord [Edoxaban Tiefenbacher],Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5805/004,Accord Healthcare B.V.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Ipidacrine hydrochloride Grindeks,Anticholinesterases,Ipidakrino hidrochloridas,5 mg/ml,injekcinis tirpalas,N07AA,LT/1/22/4992/001,AS Grindeks,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Diclofenac sodium ELETIS,Diclofenac,Diklofenako natrio druska,75 mg/3 ml,injekcinis ar infuzinis tirpalas,M01AB05,LT/1/25/5863/002,UAB Eletis Pharma,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Linagliptin/Metformin STADA,Metformin and linagliptin,Linagliptinas/Metformino hidrochloridas,"2,5 mg/1000 mg",plėvele dengtos tabletės,A10BD11,LT/1/24/5539/023,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,10 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5286/018,Sandoz d.d.,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Bosutinib MSN,bosutinib,Bozutinibas,100 mg,plėvele dengtos tabletės,L01EA04,LT/1/25/5758/003,MSN Labs Europe Limited,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Aboxoma,Apixaban,Apiksabanas,5 mg,plėvele dengtos tabletės,B01AF02,LT/1/21/4843/009,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Dexamethason Krka,Dexamethasone,Deksametazono natrio fosfatas,4 mg/ml,injekcinis ar infuzinis tirpalas,A01AC02,LT/L/19/1026/001,UAB Limedika,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Rivaroxaban Olpha,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/25/5802/003,Olpha AS,shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Dagrafors,Dapagliflozin,Dapagliflozinas,5 mg,plėvele dengtos tabletės,A10BK01,LT/1/23/5266/006,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.669544
LT,Lithuania,VVKT,Escadra,Esomeprazole,Ezomeprazolas,40 mg,skrandyje neirios kietosios kapsulės,A02BC05,LT/L/21/1489/002,UAB Lex ano,shortage,2026-03-14T16:16:25.669544
