country_code,country_name,source,medicine_name,active_substance,active_substance_lt,strength,dosage_form,atc_code,product_no,marketing_auth_holder,status,scraped_at
LT,Lithuania,VVKT,Bilpexo [Bilastine Polpharma],Bilastine,Bilastinas,20 mg,tabletės,R06AX29,LT/1/25/5757/001,Pharmaceutical Works POLPHARMA S.A.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Mirtazapine Grindeks,Mirtazapine,Mirtazapinas,30 mg,burnoje disperguojamos tabletės,N06AX11,LT/1/25/5854/006,AS Grindeks,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Amoxicillin Siromed,Amoxicillin,Amoksicilinas,1000 mg,disperguojamosios tabletės,J01CA04,LT/1/22/5032/006,UAB NVT,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Fraxiparine,Nadroparin,Nadroparino kalcio druska,"7600 anti-Xa TV/0,8 ml",injekcinis tirpalas,B01AB06,LT/L/25/2846/001,UAB Lex ano,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Clostilbegyt,Clomifene,Klomifenas,50 mg,tabletės,G03GB02,LT/L/19/0972/001,UAB Lex ano,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Pirfenidone Accord,Pirfenidone,Pirfenidonas,267 mg,plėvele dengtos tabletės,L04AX05,LT/1/23/5190/006,Accord Healthcare B.V.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Nootropil,Piracetam,Piracetamas,1200 mg,plėvele dengtos tabletės,N06BX03,LT/L/16/0349/001,UAB Lex ano,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Thiopental VUAB,Thiopental,Tiopentalio natrio druska ir natrio karbonatas,1 g,milteliai injekciniam tirpalui,N01AF03,LT/L/22/1764/001,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,30 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5602/012,Teva B.V.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Ultravist,Iopromide,Jopromidas,623 mg/ml,injekcinis ar infuzinis tirpalas,V08AB05,LT/L/12/0097/007,"Lex ano, UAB",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,40 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5603/022,Teva B.V.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Delianda,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/24/5572/007,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Pitezenib,pitavastatin and ezetimibe,Pitavastatinas/Ezetimibas,2 mg/10 mg,tabletės,C10BA13,LT/1/25/5928/002,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Cilostazol LEK-AM,Cilostazol,Cilostazolas,100 mg,tabletės,B01AC23,LT/L/25/2451/004,UAB Niromed,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Sorvitimb,Rosuvastatin and ezetimibe,Rozuvastatinas/Ezetimibas,30 mg/10 mg,plėvele dengtos tabletės,C10BA06,LT/1/25/5896/002,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Metronidazole Basi,Metronidazole,Metronidazolas,5 mg/ml,infuzinis tirpalas,J01XD01,LT/1/24/5509/005,"Laboratórios Basi-Indústria Farmacêutica, S.A.",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Arax,Paracetamol,Paracetamolis,500 mg,milteliai geriamajam tirpalui paketėlyje,N02BE01,LT/1/22/5055/007,Vitabalans Oy,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Terforco,"Paracetamol, combinations excl. psycholeptics",Paracetamolis/Fenilefrino hidrochloridas/Askorbo rūgštis,1000 mg/10 mg/70 mg,milteliai geriamajam tirpalui,N02BE51,LT/1/25/5930/004,Haleon Hungary Kft.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Sildenafil G.L. Pharma,Sildenafil,Sildenafilis,20 mg,plėvele dengtos tabletės,G04BE03,LT/1/23/5157/002,G.L. Pharma GmbH,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Razarxo,Rivaroxaban,Rivaroksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF01,LT/1/24/5341/004,TAD Pharma GmbH,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Ticagrelor Teva,Ticagrelor,Tikagreloras,90 mg,plėvele dengtos tabletės,B01AC24,LT/1/23/5302/003,Teva B.V.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,MONOPRIL,Fosinopril,Fosinoprilis,20 mg,tabletės,C09AA09,LT/L/15/0279/001,"Lex ano, UAB",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,10 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5286/005,Sandoz d.d.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Linagliptin/Metformin STADA,Metformin and linagliptin,Linagliptinas/Metformino hidrochloridas,"2,5 mg/850 mg",plėvele dengtos tabletės,A10BD11,LT/1/24/5538/031,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Aripiprazole STADA,Aripiprazole,Aripiprazolas,300 mg,milteliai ir tirpiklis pailginto atpalaidavimo injekcinei suspensijai,N05AX12,LT/1/25/5938/001,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Perindopril arginine/Indapamide/Amlodipine Teva,"Perindopril, amlodipine and indapamide",Perindoprilio argininas/Indapamidas/Amlodipinas,"10 mg/2,5 mg/10 mg",plėvele dengtos tabletės,C09BX01,LT/1/24/5586/001,Teva B.V.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Octenidine Klosterfrau,Octenidine,Oktenidino dihidrochloridas,"2,6 mg",kietosios pastilės,R02AA21,LT/1/25/5744/004,M.C.M. Klosterfrau Vertriebsgesellschaft mbH,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Dysport,Botulinum toxin,Botulino toksinas A tipo (Clostridium botulinum A tipo toksino ir hemagliutinino kompleksas),300 V,milteliai injekciniam tirpalui,M03AX01,LT/L/21/1507/002,UAB Limedika,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Aforbe,Formoterol and beclometasone,Beklometazono dipropionatas/Formoterolio fumaratas dihidratas,100 µg/6 µg spūsnyje,suslėgtasis įkvepiamasis tirpalas,R03AK08,LT/1/22/5030/001,Viatris Limited,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Arax,Paracetamol,Paracetamolis,500 mg,milteliai geriamajam tirpalui paketėlyje,N02BE01,LT/1/22/5055/003,Vitabalans Oy,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF01,LT/1/23/5285/021,Sandoz d.d.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Gamanea,Gabapentin,Gabapentinas,400 mg,kietosios kapsulės,N02BF01,LT/1/25/5824/006,G.L. Pharma GmbH,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,LONCARTI,"Articaine, combinations",Artikaino hidrochloridas/Adrenalinas,40 mg/10 µg/ml,injekcinis tirpalas,N01BB58,LT/L/25/2478/001,UAB Niromed,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Allopurinol Sanus,Allopurinol,Alopurinolis,100 mg,tabletės,M04AA01,LT/1/25/5858/001,MB Sanus24,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Culbista,Valsartan and sacubitril,Sakubitrilas/Valsartanas,97 mg/103 mg,plėvele dengtos tabletės,C09DX04,LT/1/25/5842/005,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,KALIPOZ PROLONGATUM [Kalio chloridas GSK],Potassium chloride,Kalio chloridas,750 mg,pailginto atpalaidavimo tabletės,A12BA01,LT/L/24/2219/004,UAB Niromed,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Ipertrofan,Mepartricin,Mepartricinas,40 mg,skrandyje neirios tabletės,G04CX03,LT/L/12/0103/001,"Lex ano, UAB",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Rivaroxaban STADA,Rivaroxaban,Rivaroksabanas+Rivaroksabanas,15 mg + 20 mg,plėvele dengtos tabletės,B01AF01,LT/1/22/5069/002,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Piperacilina/Tazobactam Aurobindo,Piperacillin and beta-lactamase inhibitor,Piperacilinas/Tazobaktamas,4000 mg/500 mg,milteliai infuziniam tirpalui,J01CR05,LT/L/23/1921/001,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Rivaroxaban Farmak,Rivaroxaban,Rivaroksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF01,LT/1/22/5087/003,Farmak International Sp. z o.o.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Ibuprofen STADA Arzneimittel,Ibuprofen,Ibuprofenas,600 mg,plėvele dengtos tabletės,M01AE01,LT/1/25/5937/008,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Solitombo [Solifenacin succinate/Tamsulosin hydrochloride Sanus],Tamsulosin and solifenacin,Solifenacino sukcinatas/Tamsulozino hidrochloridas,"6 mg/0,4 mg",modifikuoto atpalaidavimo tabletės,G04CA53,LT/1/24/5658/001,Adamed Pharma S.A.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Zopiclon RIA,Zopiclone,Zopiklonas,"3,75 mg",plėvele dengtos tabletės,N05CF01,LT/L/25/2672/001,UAB Niromed,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Enzalutamide Sandoz,Enzalutamide,Enzalutamidas,80 mg,plėvele dengtos tabletės,L02BB04,LT/1/23/5240/003,Sandoz d.d.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Pitezenib,pitavastatin and ezetimibe,Pitavastatinas/Ezetimibas,4 mg/10 mg,tabletės,C10BA13,LT/1/25/5929/009,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Cetirizine LIVSANE [Cetirizine pxgpharma],Cetirizine,Cetirizino dihidrochloridas,10 mg,plėvele dengtos tabletės,R06AE07,LT/1/24/5332/001,PXG Pharma GmbH,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Trental,Pentoxifylline,Pentoksifilinas,400 mg,modifikuoto atpalaidavimo tabletės,C04AD03,LT/L/25/2349/001,UAB Niromed,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Diclofenac/Omeprazol Aristo,"Diclofenac, combinations",Diklofenako natrio druska/Omeprazolas,75 mg/20 mg,modifikuoto atpalaidavimo kietosios kapsulės,M01AB55,LT/L/25/2805/004,UAB Niromed,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Metformin hydrochloride Accord,Metformin,Metformino hidrochloridas,1000 mg,plėvele dengtos tabletės,A10BA02,LT/1/21/4825/016,Accord Healthcare B.V.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Abiraterone STADA,Abiraterone,Abiraterono acetatas,500 mg,plėvele dengtos tabletės,L02BX03,LT/1/22/5014/005,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Cipralex,Escitalopram,Escitalopramas,10 mg,plėvele dengtos tabletės,N06AB10,LT/L/08/0004/002,UAB Lex ano,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Amiokordin,Amiodarone,Amjodarono hidrochloridas,50 mg/ml,injekcinis tirpalas,C01BD01,LT/L/25/2337/001,UAB Rx pharma,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Travocort,imidazoles/triazoles in combination with corticosteroids,Izokonazolo nitratas/Diflukortolono valeratas,10 mg/1 mg/g,kremas,D01AC20,LT/L/14/0201/001,UAB Lex ano,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Paroxetine Teva,Paroxetine,Paroksetinas,20 mg,plėvele dengtos tabletės,N06AB05,LT/1/24/5423/017,Teva B.V.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Nodexon,Dexamethasone,Deksametazonas,8 mg,tabletės,H02AB02,LT/1/21/4757/001,UAB Norameda,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Melatonin Orion,Melatonin,Melatoninas,5 mg,tabletės,N05CH01,LT/1/26/5975/006,Orion Corporation,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Voriconazol Rompharm,Voriconazole,Vorikonazolas,200 mg,milteliai infuziniam tirpalui,J02AC03,LT/L/24/2156/001,UAB PharmaDIA,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Edoxaban Olpha,Edoxaban,Edoksabanas,60 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5725/004,Olpha AS,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Pitipix,Pitavastatin,Pitavastatinas,4 mg,plėvele dengtos tabletės,C10AA08,LT/1/24/5545/019,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Nootropil,Piracetam,Piracetamas,1200 mg,plėvele dengtos tabletės,N06BX03,LT/L/24/2052/001,UAB Tojaris projektai,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Edoxaban STADA,Edoxaban,Edoksabanas,60 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5717/002,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Medimibi,Technetium (99mTc) sestamibi,[Tetrakis (1-izocianid-2-metoksi-2-metilpropil)vario(I)] tetrafluoroboratas,500 µg,rinkinys radiofarmaciniam preparatui,V09GA01,LT/1/25/5670/003,RADIOPHARMACY Laboratorium Kft.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas+Rivaroksabanas,15 mg + 20 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5289/002,Sandoz d.d.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Abiraterone STADA,Abiraterone,Abiraterono acetatas,500 mg,plėvele dengtos tabletės,L02BX03,LT/1/22/5014/007,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Cefepime PharmSol,Cefepime,Cefepimas,1 g,milteliai injekciniam ar infuziniam tirpalui,J01DE01,LT/1/24/5371/002,Pharmsol Europe Limited,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Torasemide STADA,Torasemide,Torazemidas,"2,5 mg",tabletės,C03CA04,LT/1/25/5745/002,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,PROKIT,Itropride,Itoprido hidrochloridas,50 mg,plėvele dengtos tabletės,A03FA07,LT/L/22/1707/002,UAB Niromed,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Edoxaban Polpharma,Edoxaban,Edoksabanas,15 mg,plėvele dengtos tabletės,B01AF03,LT/1/26/5950/006,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Ropivacaine hydrochloride Kabi,Ropivacaine,Ropivakaino hidrochloridas,"7,5 mg/ml",injekcinis tirpalas,N01BB09,LT/1/22/5005/004,Fresenius Kabi Polska Sp.z.o.o.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Penicilina G sodica Atb,Benzylpenicillin,Benzilpenicilinas,1000000 TV,milteliai injekciniam ar infuziniam tirpalui,J01CE01,LT/L/25/3069/001,UAB Niromed,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Clotrimazol GSK,Clotrimazole,Klotrimazolas,100 mg,makšties tabletės,G01AF02,LT/L/23/1808/002,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Albaliva,Valsartan and sacubitril,Sakubitrilas/Valsartanas,24 mg/26 mg,plėvele dengtos tabletės,C09DX04,LT/1/26/5970/001,Egis Pharmaceuticals PLC,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Perindopril arginine/amlodipine Krka,Perindopril and amlodipine,Perindoprilio argininas/Amlodipinas,5 mg/10 mg,tabletės,C09BB04,LT/1/22/4890/003,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Gribero,Dabigatran etexilate,Dabigatranas eteksilatas,75 mg,kietosios kapsulės,B01AE07,LT/1/23/5249/014,Sandoz d.d.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Lacosamide Grindeks,Lacosamide,Lakozamidas,50 mg,plėvele dengtos tabletės,N03AX18,LT/1/25/5888/003,AS Grindeks,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Imuran,Azathioprine,Azatioprinas,50 mg,plėvele dengtos tabletės,L04AX01,LT/L/25/2556/001,UAB Niromed,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Bitrim,Sulfamethoxazole and trimethoprim,Sulfametoksazolas/Trimetoprimas,400 mg/80 mg,tabletės,J01EE01,LT/L/26/3193/003,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Valkubit,Valsartan and sacubitril,Sakubitrilas/Valsartanas,97 mg/103 mg,plėvele dengtos tabletės,C09DX04,LT/1/26/5957/006,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Embavi,Apixaban,Apiksabanas,5 mg,plėvele dengtos tabletės,B01AF02,LT/1/25/5662/005,Egis Pharmaceuticals PLC,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Metocor,Metoprolol,Metoprololio tartratas,1 mg/ml,injekcinis tirpalas,C07AB02,LT/L/25/2666/001,UAB Niromed,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Ceftazidim ASH,Ceftazidime,Ceftazidimas pentahidratas,1 g,milteliai injekciniam ar infuziniam tirpalui,J01DD02,LT/L/26/3178/001,UAB TBS Pharma,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Abiraterone STADA,Abiraterone,Abiraterono acetatas,500 mg,plėvele dengtos tabletės,L02BX03,LT/1/22/5014/006,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Pazopanib Viatris,pazopanib,Pazopanibas,400 mg,plėvele dengtos tabletės,L01EX03,LT/1/24/5425/012,Viatris Limited,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Remberix,Etoricoxib,Etorikoksibas,90 mg,plėvele dengtos tabletės,M01AH05,LT/1/24/5484/001,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Modylan [Aporiak],Apixaban,Apiksabanas,5 mg,plėvele dengtos tabletės,B01AF02,LT/1/24/5550/004,Egis Pharmaceuticals PLC,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Bottiar,Linagliptin,Linagliptinas,5 mg,plėvele dengtos tabletės,A10BH05,LT/1/24/5656/001,Genepharm S.A,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Pulsaren 20 [ACCUPRO],Quinapril,Kvinaprilis,20 mg,plėvele dengtos tabletės,C09AA06,LT/L/23/1821/001,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Bemevax,Bupivacaine,Bupivakaino hidrochloridas,5 mg/ml,injekcinis tirpalas,N01BB01,LT/L/26/3169/001,UAB Rx pharma,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,DOSTINEX,Cabergoline,Kabergolinas,"0,5 mg",tabletės,G02CB03,LT/L/23/2020/001,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Captopril LPH,Captopril,Kaptoprilis,50 mg,tabletės,C09AA01,LT/L/25/2894/002,UAB Ideal Trade Links,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Lynxaram,Linagliptin,Linagliptinas,5 mg,plėvele dengtos tabletės,A10BH05,LT/1/25/5809/004,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,SELEPARINA,Nadroparin,Nadroparino kalcio druska,"7600 anti-Xa TV/0,8 ml",injekcinis tirpalas,B01AB06,LT/L/25/3080/001,UAB Lex ano,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Ciprinol,Ciprofloxacin,Ciprofloksacinas,100 mg/10 ml,koncentratas infuziniam tirpalui,J01MA02,LT/L/26/3220/001,UAB Lex ano,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,KARDATUXAN,Rivaroxaban,Rivaroksabanas,10 mg,plėvele dengtos tabletės,B01AF01,LT/1/22/5040/008,Gedeon Richter Plc,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Duphaston,Dydrogesterone,Didrogesteronas,10 mg,plėvele dengtos tabletės,G03DB01,LT/L/25/3070/001,UAB Lex ano,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Ondansetron STADA Arzneimittel AG,Ondansetron,Ondansetronas,4 mg,burnoje disperguojamos tabletės,A04AA01,LT/1/25/5784/006,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Modylan [Aporiak],Apixaban,Apiksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF02,LT/1/24/5549/009,Egis Pharmaceuticals PLC,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Cetirizine LIVSANE [Cetirizine pxgpharma],Cetirizine,Cetirizino dihidrochloridas,10 mg,plėvele dengtos tabletės,R06AE07,LT/1/24/5332/008,PXG Pharma GmbH,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Rivaroxaban Auxilia,Rivaroxaban,Rivaroksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF01,LT/1/21/4668/005,Auxilia Pharma OÜ,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Dagrafors,Dapagliflozin,Dapagliflozinas,10 mg,plėvele dengtos tabletės,A10BK01,LT/1/23/5267/016,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Candesartan HCT BIJON,Candesartan and diuretics,Kandesartano cileksetilas/Hidrochlorotiazidas,"32 mg/12,5 mg",tabletės,C09DA06,LT/L/20/1323/001,UAB BIJON medica,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Edoxaban Polpharma,Edoxaban,Edoksabanas,60 mg,plėvele dengtos tabletės,B01AF03,LT/1/26/5952/009,Pharmaceutical Works POLPHARMA S.A.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Paliperidone Sandoz,Paliperidone,Paliperidonas,150 mg,pailginto atpalaidavimo injekcinė suspensija užpildytame švirkšte,N05AX13,LT/1/25/5833/001,Sandoz d.d.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,DIP RILIF,Various,Ibuprofenas/Levomentolis,50 mg/30 mg/g,gelis,M02AX10,LT/L/25/2528/001,UAB Niromed,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Valsacombi,Valsartan and diuretics,Valsartanas/Hidrochlorotiazidas,160 mg/25 mg,plėvele dengtos tabletės,C09DA03,LT/L/13/0142/002,"Lex ano, UAB",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Venlafaxine Retard Mylan,Venlafaxine,Venlafaksinas,150 mg,pailginto atpalaidavimo kietosios kapsulės,N06AX16,LT/L/21/1555/001,UAB Lex ano,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,PIASCLEDINE 300,"Avocado and soyabean oil, unsaponifiables",Neesterifikuotas avokadų ir sojų aliejus,300 mg,kietosios kapsulės,M01AX26,LT/L/15/0283/001,UAB Lex ano,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Albaliva,Valsartan and sacubitril,Sakubitrilas/Valsartanas,24 mg/26 mg,plėvele dengtos tabletės,C09DX04,LT/1/26/5970/005,Egis Pharmaceuticals PLC,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Edoxaban Polpharma,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/26/5951/008,Pharmaceutical Works POLPHARMA S.A.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Doreta,Tramadol and paracetamol,Tramadolio hidrochloridas/Paracetamolis,75 mg/650 mg,pailginto atpalaidavimo tabletės,N02AJ13,LT/1/23/5225/004,"KRKA, d.d., Novo mesto",shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Gabapentin Teva,Gabapentin,Gabapentinas,400 mg,kietosios kapsulės,N02BF01,LT/1/25/5688/015,Teva B.V.,shortage,2026-03-14T16:16:25.677544
LT,Lithuania,VVKT,Apixaban Zentiva,Apixaban,Apiksabanas,5 mg,plėvele dengtos tabletės,B01AF02,LT/1/24/5521/003,Zentiva k.s.,shortage,2026-03-14T16:16:25.678545
LT,Lithuania,VVKT,Fortrans,"Macrogol, combinations","Makrogolis 4000/Natrio sulfatas, bevandenis/Natrio-vandenilio karbonatas/Natrio chloridas/Kalio chloridas","64 g/5,7 g/1,68 g/1,46 g/0,75 g",milteliai geriamajam tirpalui,A06AD65,LT/L/14/0244/001,"Lex ano, UAB",shortage,2026-03-14T16:16:25.678545
LT,Lithuania,VVKT,Dimethyl fumarate STADA,Dimethyl fumarate,Dimetilfumaratas,120 mg,skrandyje neirios kietosios kapsulės,L04AX07,LT/1/23/5133/007,STADA Arzneimittel AG,shortage,2026-03-14T16:16:25.678545
LT,Lithuania,VVKT,Rivaroxaban Farmak,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/22/5089/003,Farmak International Sp. z o.o.,shortage,2026-03-14T16:16:25.678545
LT,Lithuania,VVKT,Paroxetine Actavis,Paroxetine,Paroksetinas,20 mg,plėvele dengtos tabletės,N06AB05,LT/L/15/0261/001,"Lex ano, UAB",shortage,2026-03-14T16:16:25.678545
LT,Lithuania,VVKT,Aceclofenac Orion,Aceclofenac,Aceklofenakas,100 mg,plėvele dengtos tabletės,M01AB16,LT/1/24/5477/007,Orion Corporation,shortage,2026-03-14T16:16:25.678545
LT,Lithuania,VVKT,Melatonin Orion,Melatonin,Melatoninas,3 mg,tabletės,N05CH01,LT/1/26/5974/001,Orion Corporation,shortage,2026-03-14T16:16:25.678545
LT,Lithuania,VVKT,Desmopressin Sumar,Desmopressin,Desmopresinas,60 µg,poliežuvinės tabletės,H01BA02,LT/1/23/5209/009,Sumar Pharma ehf,shortage,2026-03-14T16:16:25.678545
