country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,marketing_auth_holder,shortage_start,estimated_end,status,reason,alternative,scraped_at,prk
HU,Hungary,OGYEI,DIAZEPEKS 5 mg/ml oldatos injekció,diazepam,,10 X 2 ml ampulla,OGYI-T-23060/01,N05BA01,Grindeks AS,2025-02-06,,shortage,Szállítási vagy raktározási gondok,Egyedi import,2026-09-21T13:18:30.645957,590
HU,Hungary,OGYEI,DICLOFENAC SANDOZ 50 mg/g gél,diclofenac,,1 X 50 g tubusban,OGYI-T-23245/01,M02AA15,Sandoz Hungária Kft.,2025-02-28,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.645992,
HU,Hungary,OGYEI,DICLOFENAC-PP 1 mg/ml oldatos szemcsepp,diclofenac sodium,,1 X 5 ml tartályban,OGYI-T-06850/01,S01BC03,PannonPharma Kft.,2022-06-27,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.646026,219797
HU,Hungary,OGYEI,DIFFERIN 1 mg/g gél,adapalene,,1 X 30 g tubusban,OGYI-T-08216/01,D10AD03,Galderma International,2019-10-04,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.646061,79294
HU,Hungary,OGYEI,DIFFERIN 1 mg/g krém,adapalene,,1 X 30 g laminált Al tubusban,OGYI-T-08217/01,D10AD03,Galderma International,2018-08-30,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.646095,79294
HU,Hungary,OGYEI,DIFLUCAN 100 mg kemény kapszula,fluconazole,,28 X   - buborékcsomagolásban,OGYI-T-01550/02,J02AC01,Pfizer Kft.,2017-01-01,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.646130,
HU,Hungary,OGYEI,DIFLUCAN 150 mg kemény kapszula,fluconazole,,1 X   - buborékcsomagolásban,OGYI-T-01550/03,J02AC01,Pfizer Kft.,2016-08-25,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.646164,30384
HU,Hungary,OGYEI,DIFLUCAN 200 mg kemény kapszula,fluconazole,,7 X   - buborékcsomagolásban,OGYI-T-01550/06,J02AC01,Pfizer Kft.,2016-07-19,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.646198,33510
HU,Hungary,OGYEI,DIGIFUNGIN 10 mg/g kenõcs,tolnaftate,,1 X 20 g Al tubusban,OGYI-T-09406/01,D01AE18,Wagner-Pharma Kft.,2022-10-27,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.646233,
HU,Hungary,OGYEI,"DIKORAL 0,74 mg/ml szájnyálkahártyán alkalmazott oldat",diclofenac,,1 X 200 ml üvegben,OGYI-T-20733/01,M01AB05,Farmaka s.r.l.,2022-11-24,,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Egyedi import,2026-09-21T13:18:30.646267,
HU,Hungary,OGYEI,DIKORAL FORTE szájnyálkahártyán alkalmazott spray,diclofenac,,1 X 15 ml üvegben,OGYI-T-20733/02,M01AB05,Farmaka s.r.l.,2022-10-31,,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Egyedi import,2026-09-21T13:18:30.646302,
HU,Hungary,OGYEI,DIPROSALIC oldat,betamethasone;salicylic acid,,1 X 30 ml tartályban,OGYI-T-01283/02,D07XC01,Organon Hungary Kft.,2026-07-31,2026-10-16,shortage,Gyártási gond minõségi,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.646342,
HU,Hungary,OGYEI,DOBUTAMIN ADMEDA 250 mg oldatos infúzió,dobutamine,,1 X   - injekciós üvegben,OGYI-T-09221/02,C01CA07,ADMEDA Arzneimittel GmbH,2025-10-13,2026-12-30,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.646382,45241
HU,Hungary,OGYEI,DOCETAXEL SEACROSS 20 mg/ml koncentrátum oldatos infúzióhoz,docetaxel,,1 X 4 ml injekciós üvegben,OGYI-T-24335/02,L01CD02,SEACROSS PHARMA (EUROPE) LTD,2026-04-01,2027-06-30,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.646422,92894
HU,Hungary,OGYEI,DOLGIT MAX 800 mg filmtabletta,ibuprofen,,50 X   - buborékcsomagolásban,OGYI-T-05283/02,M01AE01,Dolorgiet GmbH & Co. KG,2021-01-01,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.646459,33154
HU,Hungary,OGYEI,DOLOFLEX 4% külsõleges oldatos spray,diclofenac sodium,,1 X 12.5 g üvegpalackban,OGYI-T-20327/01,M02AA15,HealthPort Registration Kft.,2012-08-27,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.646493,
HU,Hungary,OGYEI,DOLOFLEX 4% külsõleges oldatos spray,diclofenac sodium,,1 X 25 g üvegpalackban,OGYI-T-20327/02,M02AA15,HealthPort Registration Kft.,2012-08-27,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.646528,
HU,Hungary,OGYEI,DONA 750 mg filmtabletta,Glucosamine sulfate sodium chloride,,30 X   - HDPE tartályban,OGYI-T-04701/07,M01AX05,Cooper Consumer Health B.V.,2014-05-01,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.646562,78964
HU,Hungary,OGYEI,DONA ARTHRO 400 mg oldatos injekció,glucosamine,,5 X   - ampulla,OGYI-T-04701/06,M01AX05,Cooper Consumer Health B.V.,2025-09-03,2026-12-31,shortage,Szállítási vagy raktározási gondok,Kontingens,2026-09-21T13:18:30.646601,78964
HU,Hungary,OGYEI,DONALGIN 250 mg kemény kapszula,niflumic acid,,30 X   - PP tartályban,OGYI-T-03557/01,M01AX02,Richter Gedeon Nyrt.,2024-01-08,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.646643,
HU,Hungary,OGYEI,DOXAZOSIN-RATIOPHARM 4 mg tabletta,doxazosin,,30 X   - buborékcsomagolásban,OGYI-T-08172/01,C02CA04,Teva Gyógyszergyár Zrt.,2026-07-15,2026-10-15,shortage,Gyártási gond,Az NNGYK által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-09-21T13:18:30.646689,53589
HU,Hungary,OGYEI,DOXITIDIN 100 mg tabletta,doxycycline,,20 X   - buborékcsomagolásban,OGYI-T-20573/07,J01AA02,Vitabalans Oy,2023-04-01,2026-08-31,shortage,Gyártási gond,Az NNGYK által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-09-21T13:18:30.646734,68438
HU,Hungary,OGYEI,DOXORUBICIN-TEVA 2 mg/ml oldatos injekció,doxorubicin,,1 X 10 mg/5 ml üvegben,OGYI-T-08808/01,L01DB01,Teva Gyógyszergyár Zrt.,2020-02-27,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.646775,30694
HU,Hungary,OGYEI,DOXYCYCLIN-PANNONPHARMA kemény kapszula,doxycycline,,30 X   - buborékcsomagolásban,OGYI-T-03545/03,J01AA02,PannonPharma Kft.,2026-06-01,2026-09-30,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.646823,91049
HU,Hungary,OGYEI,DOXYCYCLIN-PANNONPHARMA kemény kapszula,doxycycline,,8 X   - buborékcsomagolásban,OGYI-T-03545/01,J01AA02,PannonPharma Kft.,2026-06-01,2026-09-30,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.646863,
HU,Hungary,OGYEI,DOXYPROTECT 100 mg kemény kapszula,doxycycline,,10 X   - buborékcsomagolásban,OGYI-T-04517/02,J01AA02,PannonPharma Kft.,2016-02-17,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.646901,
HU,Hungary,OGYEI,DOXYPROTECT 100 mg kemény kapszula,doxycycline,,30 X   - buborékcsomagolásban,OGYI-T-04517/01,J01AA02,PannonPharma Kft.,2016-02-17,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.646936,
HU,Hungary,OGYEI,DOXYPROTECT 200 mg kemény kapszula,doxycycline,,10 X   - buborékcsomagolásban,OGYI-T-04517/04,J01AA02,PannonPharma Kft.,2016-02-17,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.646973,
HU,Hungary,OGYEI,DOXYPROTECT 200 mg kemény kapszula,doxycycline,,30 X   - buborékcsomagolásban,OGYI-T-04517/03,J01AA02,PannonPharma Kft.,2016-02-17,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.647007,
HU,Hungary,OGYEI,DOZOPTICUM DUO 20 mg/ml + 5 mg/ml oldatos szemcsepp,dorzolamide;timolol,,1 X 5 ml tartályban,OGYI-T-23066/01,S01ED51,Bausch + Lomb Ireland Ltd.,2026-04-16,2026-09-01,shortage,Adminisztratív okok,Az NNGYK által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-09-21T13:18:30.647105,134163
HU,Hungary,OGYEI,"DULCOLAX 7,5 mg/ml belsõleges oldatos cseppek",sodium picosulfate,,1 X 15 ml palackban,OGYI-T-06851/01,A06AB08,Opella Healthcare Commercial Kft.,2025-06-25,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.647289,
HU,Hungary,OGYEI,DULODET 30 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,4 X 7 - buborékcsomagolásban,OGYI-T-22889/04,N06AX21,Egis Gyógyszergyár Zrt.,2024-06-12,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.647343,79057
HU,Hungary,OGYEI,DULODET 60 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,4 X 7 - buborékcsomagolásban,OGYI-T-22889/14,N06AX21,Egis Gyógyszergyár Zrt.,2024-06-12,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.647376,79065
HU,Hungary,OGYEI,DULOXETIN SANDOZ 30 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,28 X   - buborékcsomagolásban,OGYI-T-22979/01,N06AX21,Sandoz Hungária Kft.,2024-11-14,,shortage,Forgalmazói piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-09-21T13:18:30.647407,79057
HU,Hungary,OGYEI,DULOXETIN SANDOZ 60 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,28 X   - buborékcsomagolásban,OGYI-T-22979/07,N06AX21,Sandoz Hungária Kft.,2024-07-18,,shortage,Forgalmazói piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-09-21T13:18:30.647435,79065
HU,Hungary,OGYEI,DULOXETIN STADA 30 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,28 X   - buborékcsomagolásban,OGYI-T-22902/04,N06AX21,Stada Arzneimittel AG,2022-04-27,,shortage,Forgalmazói piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-09-21T13:18:30.647460,79057
HU,Hungary,OGYEI,DULOXETIN STADA 60 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,28 X   - buborékcsomagolásban,OGYI-T-22902/17,N06AX21,Stada Arzneimittel AG,2022-07-11,,shortage,Forgalmazói piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-09-21T13:18:30.647484,79065
HU,Hungary,OGYEI,"DUTTASYN 0,5 mg/0,4 mg kemény kapszula",dutasteride;tamsulosin hydrochloride,,90 X   - HDPE tartályban,OGYI-T-24656/02,G04CA52,Galenika International Kft.,2026-09-15,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.647508,93661
HU,Hungary,OGYEI,Daurismo 100 mg filmtabletta,glasdegib,,30 X   - buborékcsomagolásban,EU/1/20/1451/004,L01XX63,Pfizer Europe MA EEIG,2023-11-01,,shortage,Forgalmazói piaci megfontolások,Egyedi import,2026-09-21T13:18:30.647534,
HU,Hungary,OGYEI,Daxas 500 mikrogramm filmtabletta,roflumilast,,30 X   - buborékcsomagolásban,EU/1/10/636/002,R03DX07,AstraZeneca AB,2020-06-24,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.647557,101818
HU,Hungary,OGYEI,Docetaxel Accord  80 mg/4 ml koncentrátum oldatos infúzióhoz,docetaxel,,1 X 4 ml injekciós üvegben,EU/1/12/769/002,L01CD02,Accord Healthcare S.L.U.,2026-08-11,2026-09-30,shortage,Gyártási gond minõségi,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-09-21T13:18:30.647584,
HU,Hungary,OGYEI,Duloxetine Viatris 60 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,28 X   - buborékcsomagolásban,EU/1/15/1010/050,N06AX21,Viatris Ltd.,2025-02-11,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.647607,79065
HU,Hungary,OGYEI,Duloxetine Viatris 60 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,28 X   - buborékcsomagolásban,EU/1/15/1010/050,N06AX21,Viatris Ltd.,2025-02-11,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.647629,79065
HU,Hungary,OGYEI,Duloxetine Zentiva 30 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,28 X   - buborékcsomagolásban,EU/1/15/1028/002,N06AX21,"Zentiva, k.s.",2018-03-09,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.647652,79057
HU,Hungary,OGYEI,Duloxetine Zentiva 60 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,28 X   - buborékcsomagolásban,EU/1/15/1028/004,N06AX21,"Zentiva, k.s.",2018-03-09,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.647674,79065
HU,Hungary,OGYEI,EBETREXAT 20 mg/ml oldatos injekció elõretöltött fecskendõben,methotrexate,,1 X 1.25 ml elõretöltött fecskendõben,OGYI-T-20971/78,L04AX03,Sandoz Hungária Kft.,2017-04-25,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.647699,141542
HU,Hungary,OGYEI,EDOXABAN GALENIKA 30 mg filmtabletta,edoxaban tosylate,,28 X   - buborékcsomagolásban,OGYI-T-24635/01,B01AF03,Galenika International Kft.,2026-09-15,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.647722,128198
HU,Hungary,OGYEI,EDOXABAN GALENIKA 30 mg filmtabletta,edoxaban tosylate,,28 X   - buborékcsomagolásban,OGYI-T-24635/03,B01AF03,Galenika International Kft.,2026-09-16,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.647743,128198
HU,Hungary,OGYEI,EDOXABAN GALENIKA 60 mg filmtabletta,edoxaban tosylate,,28 X   - buborékcsomagolásban,OGYI-T-24635/04,B01AF03,Galenika International Kft.,2026-09-15,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.647766,128201
HU,Hungary,OGYEI,EDOXABAN GALENIKA 60 mg filmtabletta,edoxaban tosylate,,28 X   - buborékcsomagolásban,OGYI-T-24635/06,B01AF03,Galenika International Kft.,2026-09-16,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.647788,128201
HU,Hungary,OGYEI,EFFEZEL FORTE 3 mg/g + 25 mg/g gél,adapalene;benzoyl peroxyde,,1 X 30 g többadagos tartályban,OGYI-T-23200/14,D10AD53,Galderma International,2024-10-03,2026-12-31,shortage,Szállítási vagy raktározási gondok,Egyedi import,2026-09-21T13:18:30.647813,148695
HU,Hungary,OGYEI,EGIFERON 1x10^6 NE por és oldószer oldatos injekcióhoz,interferon alfa,,10 X   - porampulla+oldószerampulla,OGYI-T-03722/01,L03AB01,PannonPharma Kft.,2016-02-27,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.647836,
HU,Hungary,OGYEI,EGIFERON 3x10^6 NE por és oldószer oldatos injekcióhoz,interferon alfa,,10 X   - porampulla+oldószerampulla,OGYI-T-03892/01,L03AB01,PannonPharma Kft.,2016-02-27,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.647858,
HU,Hungary,OGYEI,EGIFERON 50000 NE/g gél,interferon alfa,,1 X 2 g Al tubusban,OGYI-T-04859/01,D06BB17,PannonPharma Kft.,2025-11-20,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.647880,
HU,Hungary,OGYEI,EGITROMB 75 mg filmtabletta,clopidogrel,,28 X   - buborékcsomagolásban,OGYI-T-20925/01,B01AC04,Egis Gyógyszergyár Zrt.,2025-07-31,2026-12-31,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.647905,124559
HU,Hungary,OGYEI,EGOROPAL  25 mg retard szuszpenziós injekció elõretöltött fecskendõben,paliperidone,,1 X   - elõretöltött fecskendõben,OGYI-T-23987/01,N05AX13,Egis Gyógyszergyár Zrt.,2026-01-07,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.647953,96954
HU,Hungary,OGYEI,EGOROPAL  50 mg retard szuszpenziós injekció elõretöltött fecskendõben,paliperidone,,1 X   - elõretöltött fecskendõben,OGYI-T-23987/02,N05AX13,Egis Gyógyszergyár Zrt.,2026-01-07,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.647978,96962
HU,Hungary,OGYEI,EGOROPAL  75 mg retard szuszpenziós injekció elõretöltött fecskendõben,paliperidone,,1 X   - elõretöltött fecskendõben,OGYI-T-23987/03,N05AX13,Egis Gyógyszergyár Zrt.,2026-01-07,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.648001,96970
HU,Hungary,OGYEI,EGOROPAL 100 mg retard szuszpenziós injekció elõretöltött fecskendõben,paliperidone,,1 X   - elõretöltött fecskendõben,OGYI-T-23987/04,N05AX13,Egis Gyógyszergyár Zrt.,2026-01-07,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.648024,96989
HU,Hungary,OGYEI,EGOROPAL 150 mg retard szuszpenziós injekció elõretöltött fecskendõben,paliperidone,,1 X   - elõretöltött fecskendõben,OGYI-T-23987/05,N05AX13,Egis Gyógyszergyár Zrt.,2026-01-07,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.648046,96997
HU,Hungary,OGYEI,ELEBER 60 mg koncentrátum és oldószer oldatos infúzióhoz,Cabazitaxel,,1 X 1.5 ml injekciós üvegben,OGYI-T-23867/01,L01CD04,"Zentiva, k.s.",2025-04-01,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.648068,98434
HU,Hungary,OGYEI,ELIXIRIUM THYMI COMPOSITUM FoNo VII. HUNGARO-GAL,elixirium thymi compositum,,1 X 150  g,OGYI-T-20558/01,,Hungaro-Gal Kft.,2021-09-01,,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.648099,
HU,Hungary,OGYEI,"ELOCOM 0,1% kenõcs",mometasone,,1 X 15 g Al tubusban,OGYI-T-04219/01,D07AC13,Organon Hungary Kft.,2024-12-20,,shortage,Adminisztratív okok,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.648122,63177
HU,Hungary,OGYEI,"ELOCOM 0,1% krém",mometasone,,1 X 15 g Al tubusban,OGYI-T-04219/03,D07AC13,Organon Hungary Kft.,2024-12-19,,shortage,Adminisztratív okok,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.648144,129224
HU,Hungary,OGYEI,"ELOCOM 0,1% oldat",mometasone,,1 X 20 ml tartályban,OGYI-T-04219/05,D07AC13,Organon Hungary Kft.,2026-05-13,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.648166,46914
HU,Hungary,OGYEI,"ELOCOM 0,1% oldat",mometasone,,1 X 30 ml tartályban,OGYI-T-04219/06,D07AC13,Organon Hungary Kft.,2026-09-03,2026-10-16,shortage,Gyártási gond minõségi,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.648217,46914
HU,Hungary,OGYEI,ENCEPUR ADULTS szuszpenziós injekció elõretöltött fecskendõben,vakcina (virális),,1 X 0.5 ml elõretöltött fecskendõben,OGYI-T-08227/03,J07BA01,Bavarian Nordic A/S,2026-07-28,,shortage,Törzskönyvezési eljárások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.648241,82082
HU,Hungary,OGYEI,ENCEPUR JUNIOR szuszpenziós injekció elõretöltött fecskendõben,vakcina (virális),,1 X 0.25 ml elõretöltött fecskendõben,OGYI-T-08227/06,J07BA01,Bavarian Nordic A/S,2026-07-14,,shortage,Törzskönyvezési eljárások,Egyedi import,2026-09-21T13:18:30.648263,76996
HU,Hungary,OGYEI,ENDOXAN 1 g por oldatos injekcióhoz,cyclophosphamide,,1 X   - injekciós üvegben,OGYI-T-04534/02,L01AA01,Baxter Hungary Kft.,2026-03-11,2027-03-31,shortage,Gyártási gond,Egyedi import,2026-09-21T13:18:30.648289,
HU,Hungary,OGYEI,ENDOXAN 500 mg por oldatos injekcióhoz,cyclophosphamide,,1 X   - injekciós üvegben,OGYI-T-04534/01,L01AA01,Baxter Hungary Kft.,2026-04-07,2027-03-31,shortage,Gyártási gond,Egyedi import,2026-09-21T13:18:30.648314,5045
HU,Hungary,OGYEI,ENGERIX-B szuszpenziós injekció felnõtteknek,vakcina (virális),,100 X 1 ml injekciós üvegben,OGYI-T-08261/03,J07BC01,GlaxoSmithKline Biologicals S.A.,2019-03-25,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.648336,48321
HU,Hungary,OGYEI,"ENTECAVIR PHARMASCIENCE INTERNATIONAL LTD 0,5 mg filmtabletta",entecavir,,30 X   - buborékcsomagolásban,OGYI-T-23649/02,J05AF10,Pharmascience International Ltd.,2025-01-09,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.648358,81388
HU,Hungary,OGYEI,"ENTERO-SPA 0,2 ml gyomornedv-ellenálló lágy kapszula",peppermint oil,,24 X   - buborékcsomagolásban,OGYI-T-23720/01,A03AX15,Opella Healthcare Commercial Kft.,2025-06-25,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.648380,113468
HU,Hungary,OGYEI,EPANUTIN 250 mg oldatos injekció,phenytoin,,5 X 5 ml injekciós üvegben,OGYI-T-00797/01,N03AB02,Viatris Healthcare Ltd.,2026-09-01,2026-09-30,shortage,Gyártási gond,Egyedi import,2026-09-21T13:18:30.648405,198862
HU,Hungary,OGYEI,EPILETAM  250 mg filmtabletta,levetiracetam,,100 X   - buborékcsomagolásban,OGYI-T-22012/05,N03AX14,Egis Gyógyszergyár Zrt.,2017-08-18,2027-12-31,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.648430,58386
HU,Hungary,OGYEI,EPILETAM  250 mg filmtabletta,levetiracetam,,120 X   - buborékcsomagolásban,OGYI-T-22012/06,N03AX14,Egis Gyógyszergyár Zrt.,2017-08-18,2027-12-31,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.648455,58386
HU,Hungary,OGYEI,EPILETAM  250 mg filmtabletta,levetiracetam,,200 X   - buborékcsomagolásban,OGYI-T-22012/07,N03AX14,Egis Gyógyszergyár Zrt.,2017-08-18,2027-12-31,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.648480,58386
HU,Hungary,OGYEI,EPILETAM  250 mg filmtabletta,levetiracetam,,30 X   - buborékcsomagolásban,OGYI-T-22012/01,N03AX14,Egis Gyógyszergyár Zrt.,2017-08-18,2027-12-31,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.648509,58386
HU,Hungary,OGYEI,EPILETAM  250 mg filmtabletta,levetiracetam,,50 X   - buborékcsomagolásban,OGYI-T-22012/02,N03AX14,Egis Gyógyszergyár Zrt.,2017-08-18,2027-12-31,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.648534,58386
HU,Hungary,OGYEI,EPILETAM  250 mg filmtabletta,levetiracetam,,60 X   - buborékcsomagolásban,OGYI-T-22012/03,N03AX14,Egis Gyógyszergyár Zrt.,2017-08-18,2027-12-31,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.648559,58386
HU,Hungary,OGYEI,EPILETAM  250 mg filmtabletta,levetiracetam,,80 X   - buborékcsomagolásban,OGYI-T-22012/04,N03AX14,Egis Gyógyszergyár Zrt.,2017-08-18,2027-12-31,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.648587,58386
