country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,marketing_auth_holder,shortage_start,estimated_end,status,reason,alternative,scraped_at,prk
HU,Hungary,OGYEI,MYOFLEXIN 250 mg tabletta,chlorzoxazone,,20 X   - buborékcsomagolásban,OGYI-T-03291/02,M03BB03,"Zentiva, k.s.",2026-07-17,2026-10-01,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.661468,
HU,Hungary,OGYEI,MabThera  100 mg koncentrátum oldatos infúzióhoz,rituximab,,2 X   - injekciós üvegben,EU/1/98/067/001,L01XC02,Roche Registration GmbH,2023-01-17,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.661496,
HU,Hungary,OGYEI,MabThera  500 mg koncentrátum oldatos infúzióhoz,rituximab,,1 X   - injekciós üvegben,EU/1/98/067/002,L01XC02,Roche Registration GmbH,2023-03-31,,shortage,Forgalmazói piaci megfontolások,Egyedi import,2026-09-21T13:18:30.661524,
HU,Hungary,OGYEI,MabThera 1600 mg szubkután oldatos injekció,rituximab,,1 X 13.4 ml injekciós üvegben,EU/1/98/067/004,L01XC02,Roche Registration GmbH,2024-04-30,,shortage,Forgalmazói piaci megfontolások,Egyedi import,2026-09-21T13:18:30.661551,
HU,Hungary,OGYEI,Menveo por és oldat oldatos injekcióhoz,vakcina (bakteriális),,1 X   - injekciós üvegben,EU/1/10/614/003,J07AH08,GSK Vaccines S.r.l.,2021-05-21,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.661579,95788
HU,Hungary,OGYEI,Metalyse 8000 egység (40 mg) por és oldószer oldatos injekcióhoz,tenecteplase,,1 X 40 mg injekciós üvegben,EU/1/00/169/005,B01AD11,Boehringer Ingelheim International GmbH,2012-10-30,,shortage,Forgalmazói piaci megfontolások,Egyedi import,2026-09-21T13:18:30.661608,
HU,Hungary,OGYEI,Metalyse 8000 egység (40 mg) por és oldószer oldatos injekcióhoz,tenecteplase,,1 X 40 mg injekciós üvegben,EU/1/00/169/005,B01AD11,Boehringer Ingelheim International GmbH,2012-10-30,,shortage,Forgalmazói piaci megfontolások,Egyedi import,2026-09-21T13:18:30.661635,
HU,Hungary,OGYEI,"Mirapexin 0,088 mg tabletta",pramipexole,,30 X   -,EU/1/97/051/001,N04BC05,Boehringer Ingelheim International GmbH,2024-05-30,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.661663,49468
HU,Hungary,OGYEI,"Mirapexin 0,18 mg tabletta",pramipexole,,30 X   -,EU/1/97/051/003,N04BC05,Boehringer Ingelheim International GmbH,2024-05-30,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.661691,49441
HU,Hungary,OGYEI,"Mircera   30 mikrogramm/0,3 ml oldatos injekció elõretöltött fecskendõben",methoxy polyethylene glycol-epoetin beta,,1 X 0.3 ml elõretöltött fecskendõben,EU/1/07/400/017,B03XA03,Roche Registration GmbH,2021-06-02,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-09-21T13:18:30.661720,88420
HU,Hungary,OGYEI,"Mircera  200 mikrogramm/0,3 ml oldatos injekció elõretöltött fecskendõben",methoxy polyethylene glycol-epoetin beta,,1 X 0.3 ml elõretöltött fecskendõben,EU/1/07/400/012,B03XA03,Roche Registration GmbH,2017-10-04,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-09-21T13:18:30.661748,83992
HU,Hungary,OGYEI,Mirvaso 3 mg/g gél,brimonidine,,1 X 30 g tubusban,EU/1/13/904/006,D11AX21,Galderma International,2016-10-01,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.661776,114375
HU,Hungary,OGYEI,Modigraf 1 mg granulátum belsõleges szuszpenzióhoz,tacrolimus,,50 X   -,EU/1/09/523/002,L04AD02,Astellas Pharma Europe B.V.,2019-01-24,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-09-21T13:18:30.661805,
HU,Hungary,OGYEI,Mozobil 20 mg/ml oldatos injekció,plerixafor,,1 X 1.2 ml injekciós üvegben,EU/1/09/537/001,L03AX16,Sanofi B.V.,2026-04-08,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.661833,131156
HU,Hungary,OGYEI,Mvasi 25 mg/ml koncentrátum oldatos infúzióhoz,bevacizumab,,1 X 16 ml injekciós üvegben,EU/1/17/1246/002,L01XC07,Amgen Technology (Ireland) UC,2026-01-30,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.661864,
HU,Hungary,OGYEI,Mvasi 25 mg/ml koncentrátum oldatos infúzióhoz,bevacizumab,,1 X 4 ml injekciós üvegben,EU/1/17/1246/001,L01XC07,Amgen Technology (Ireland) UC,2026-01-30,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.661895,
HU,Hungary,OGYEI,Mycamine  50 mg por oldatos infúzióhoz,micafungin,,1 X 10  ml,EU/1/08/448/001,J02AX05,Sandoz Pharmaceuticals d.d.,2024-09-26,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.661923,91855
HU,Hungary,OGYEI,Mycamine 100 mg por oldatos infúzióhoz,micafungin,,1 X 10  ml,EU/1/08/448/002,J02AX05,Sandoz Pharmaceuticals d.d.,2024-09-26,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.661951,91863
HU,Hungary,OGYEI,Myozyme 50 mg por oldatos infúzióhoz való koncentrátumhoz,alglucosidase alfa,,1 X 20  ml injekciós üvegben,EU/1/06/333/001,A16AB07,Sanofi B.V.,2026-01-15,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.661979,80462
HU,Hungary,OGYEI,"NACREZ 0,075 mg filmtabletta",desogestrel,,1 X 28 - buborékcsomagolásban,OGYI-T-22247/01,G03AC09,Theramex Ireland Ltd.,2016-12-05,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662009,56111
HU,Hungary,OGYEI,NANO-ALBUMON 1 mg por oldatos injekcióhoz,human albumin ocolloid,,6 X   - injekciós üvegben,OGYI-T-08664/01,V09DB01,Medi-Radiopharma Kft.,2026-06-09,2026-12-31,shortage,Gyártási gond minõségi,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662042,
HU,Hungary,OGYEI,NAROPIN  2 mg/ml oldatos injekció,ropivacaine,,5 X 20 ml ampulla,OGYI-T-07214/01,N01BB09,Sandoz Hungária Kft.,2026-05-18,2026-10-30,shortage,Gyártási gond kapacitás,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-09-21T13:18:30.662075,43532
HU,Hungary,OGYEI,"NAROPIN  7,5 mg/ml oldatos injekció",ropivacaine,,5 X 20 ml ampulla,OGYI-T-07214/02,N01BB09,Sandoz Hungária Kft.,2025-11-04,2026-10-30,shortage,Gyártási gond kapacitás,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-09-21T13:18:30.662108,43567
HU,Hungary,OGYEI,"NATRIUM CHLORATUM TEVA 0,9% oldatos injekció",sodium chloride,,10 X 10 ml ampulla,OGYI-T-09776/03,A12BA01,Teva Gyógyszergyár Zrt.,2018-01-25,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662136,
HU,Hungary,OGYEI,"NATRIUM CHLORATUM TEVA 0,9% oldatos injekció",sodium chloride,,100 X 10 ml ampulla,OGYI-T-09776/04,A12BA01,Teva Gyógyszergyár Zrt.,2016-08-19,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662164,
HU,Hungary,OGYEI,NATRIUM CHLORATUM TEVA 10% oldatos injekció,sodium chloride,,10 X 10 ml OPC ampullában,OGYI-T-09776/05,B05XA03,Teva Gyógyszergyár Zrt.,2016-08-14,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662192,101982
HU,Hungary,OGYEI,NEBIVOLOL EGIS 5 mg tabletta,nebivolol,,30 X   - buborékcsomagolásban,OGYI-T-21069/03,C07AB12,Egis Gyógyszergyár Zrt.,2025-07-31,2026-12-31,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.662225,46353
HU,Hungary,OGYEI,NEO CITRAN belsõleges por felnõtteknek,paracetamol;ascorbic acid;pheniramine maleate;phenylephrine hydrochloride,,6 X   - tasakban,OGYI-T-04545/01,N02BE51,Haleon Hungary Kft.,2025-03-21,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.662254,
HU,Hungary,OGYEI,NEO-ANGIN cseresznye szopogató tabletta,Dichlorobenzyl alcohol;amylmetacresol;Levomenthol,,24 X   - buborékcsomagolásban,OGYI-T-10365/05,R02AA20,Divapharma GmbH,2024-12-10,2026-01-10,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662287,
HU,Hungary,OGYEI,NEO-ANGIN cukormentes szopogató tabletta,amylmetacresol;Levomenthol;Dichlorobenzyl alcohol,,12 X   - buborékcsomagolásban,OGYI-T-10365/15,R02AA20,Divapharma GmbH,2022-04-30,2026-01-10,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.662320,
HU,Hungary,OGYEI,NEO-ANGIN cukormentes szopogató tabletta,amylmetacresol;Levomenthol;Dichlorobenzyl alcohol,,16 X   - buborékcsomagolásban,OGYI-T-10365/12,R02AA20,Divapharma GmbH,2022-04-30,2026-01-10,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.662354,
HU,Hungary,OGYEI,NEO-ANGIN cukormentes szopogató tabletta,amylmetacresol;Levomenthol;Dichlorobenzyl alcohol,,24 X   - buborékcsomagolásban,OGYI-T-10365/13,R02AA20,Divapharma GmbH,2022-04-30,2026-01-10,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.662393,
HU,Hungary,OGYEI,NEO-ANGIN cukormentes szopogató tabletta,amylmetacresol;Levomenthol;Dichlorobenzyl alcohol,,48 X   - buborékcsomagolásban,OGYI-T-10365/14,R02AA20,Divapharma GmbH,2022-04-30,2026-01-10,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.662429,
HU,Hungary,OGYEI,NEO-ANGIN szopogató tabletta,amylmetacresol;Levomenthol;Dichlorobenzyl alcohol,,24 X   - buborékcsomagolásban,OGYI-T-10365/01,R02AA20,Divapharma GmbH,2024-12-10,2026-01-10,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662462,
HU,Hungary,OGYEI,NEO-ANGIN zsálya szopogató tabletta,Dichlorobenzyl alcohol;amylmetacresol;Levomenthol,,12 X   - buborékcsomagolásban,OGYI-T-10365/07,R02AA20,Divapharma GmbH,2020-04-01,2026-01-10,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662503,
HU,Hungary,OGYEI,NEO-ANGIN zsálya szopogató tabletta,Dichlorobenzyl alcohol;amylmetacresol;Levomenthol,,16 X   - buborékcsomagolásban,OGYI-T-10365/08,R02AA20,Divapharma GmbH,2020-04-01,2026-01-10,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662537,
HU,Hungary,OGYEI,NEO-ANGIN zsálya szopogató tabletta,Dichlorobenzyl alcohol;amylmetacresol;Levomenthol,,24 X   - buborékcsomagolásban,OGYI-T-10365/09,R02AA20,Divapharma GmbH,2020-04-01,2026-01-10,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662570,
HU,Hungary,OGYEI,NEO-ANGIN zsálya szopogató tabletta,Dichlorobenzyl alcohol;amylmetacresol;Levomenthol,,48 X   - buborékcsomagolásban,OGYI-T-10365/10,R02AA20,Divapharma GmbH,2020-04-01,2026-01-10,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662603,
HU,Hungary,OGYEI,NEODOLPASSE oldatos infúzió,diclofenac;orphenadrine citrate,,10 X 250  ml üvegben,OGYI-T-07665/03,M01AB55,Fresenius Kabi Hungary Kft.,2026-08-17,2026-09-30,shortage,Gyártási gond kapacitás,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662637,
HU,Hungary,OGYEI,NEPRESOL 25 mg tabletta,"dihydralazine sulphate, hydrated",,100 X   - buborékcsomagolásban,OGYI-T-23620/02,C02DB01,Teofarma s.r.l.,2020-01-24,,shortage,Adminisztratív okok,Kontingens,2026-09-21T13:18:30.662665,
HU,Hungary,OGYEI,NEPRESOL 25 mg tabletta,"dihydralazine sulphate, hydrated",,30 X   - buborékcsomagolásban,OGYI-T-23620/01,C02DB01,Teofarma s.r.l.,2020-01-24,,shortage,Adminisztratív okok,Kontingens,2026-09-21T13:18:30.662694,
HU,Hungary,OGYEI,NEPRESOL 25 mg tabletta,"dihydralazine sulphate, hydrated",,500 X   - buborékcsomagolásban,OGYI-T-23620/03,C02DB01,Teofarma s.r.l.,2020-01-24,,shortage,Adminisztratív okok,Kontingens,2026-09-21T13:18:30.662722,
HU,Hungary,OGYEI,"NEUROBION FORTE 100 mg/200 mg/0,2 mg bevont tabletta",Thiamine;cyanocobalamin;pyridoxine hydrochloride,,20 X   - buborékcsomagolásban,OGYI-T-04635/01,,P&G Health Germany GmbH,2022-10-27,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.662751,
HU,Hungary,OGYEI,NEURONTIN 300 mg kemény kapszula,gabapentin,,100 X   - buborékcsomagolásban,OGYI-T-04966/04,N02BF01,Viatris Healthcare Ltd.,2018-04-19,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.662779,52825
HU,Hungary,OGYEI,NEURONTIN 400 mg kemény kapszula,gabapentin,,50 X   - buborékcsomagolásban,OGYI-T-04966/05,N02BF01,Viatris Healthcare Ltd.,2017-01-01,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.662813,52833
HU,Hungary,OGYEI,"NEXODAL 0,4 mg/ml oldatos injekció vagy infúzió",naloxone,,10 X 1 ml ampulla,OGYI-T-20824/01,V03AB15,Orpha Devel Handels und Vertriebs GmbH,2026-07-09,2026-09-30,shortage,Megnövekedett igény,Kontingens,2026-09-21T13:18:30.662846,2429
HU,Hungary,OGYEI,NICORETTE BERRYMINT 1 mg/adag szájnyálkahártyán alkalmazott oldatos spray,nicotine,,1 X 1 - adagoló eszköz,OGYI-T-22237/03,N07BA01,McNeil AB,2023-07-20,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.662874,105511
HU,Hungary,OGYEI,NICORETTE FRESHMINT GUM 2 mg gyógyszeres rágógumi,nicotine,,105 X   - buborékcsomagolásban,OGYI-T-10240/04,N07BA01,McNeil AB,2013-05-01,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-09-21T13:18:30.662903,
HU,Hungary,OGYEI,NICORETTE FRESHMINT GUM 2 mg gyógyszeres rágógumi,nicotine,,30 X   - buborékcsomagolásban,OGYI-T-10240/02,N07BA01,McNeil AB,2013-07-30,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.662930,
HU,Hungary,OGYEI,NICORETTE FRESHMINT GUM 4 mg gyógyszeres rágógumi,nicotine,,30 X   - buborékcsomagolásban,OGYI-T-10240/14,N07BA01,McNeil AB,2013-09-01,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.662959,41939
HU,Hungary,OGYEI,NICORETTE MINT 4 mg mentolos préselt szopogató tabletta,nicotine,,20 X   - PP tartályban,OGYI-T-24089/01,N07BA01,McNeil AB,2025-10-31,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.662992,125504
HU,Hungary,OGYEI,NIMBEX 2 mg/ml oldatos injekció,cisatracurium besilate,,5 X 5 ml ampulla,OGYI-T-08580/01,M03AC11,Aspen Pharma Trading Ltd (IE),2023-11-01,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663022,46337
HU,Hungary,OGYEI,NIQUITIN MENTHOL FRESH 2 mg gyógyszeres rágógumi,nicotine,,30 X   - buborékcsomagolásban,OGYI-T-08174/51,N07BA01,Omega Pharma Kft.,2019-04-23,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.663051,
HU,Hungary,OGYEI,NIQUITIN MENTHOL FRESH 4 mg gyógyszeres rágógumi,nicotine,,100 X   - buborékcsomagolásban,OGYI-T-08174/57,N07BA01,Omega Pharma Kft.,2019-04-23,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.663088,
HU,Hungary,OGYEI,NIQUITIN MENTHOL FRESH 4 mg gyógyszeres rágógumi,nicotine,,30 X   - buborékcsomagolásban,OGYI-T-08174/56,N07BA01,Omega Pharma Kft.,2019-04-23,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-09-21T13:18:30.663117,41939
HU,Hungary,OGYEI,"NIQUITIN MINITAB 1,5 mg préselt szopogató tabletta",nicotine,,1 X 20 - mûanyag tartályban,OGYI-T-08174/07,N07BA01,Omega Pharma Kft.,2022-03-21,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.663147,
HU,Hungary,OGYEI,"NIQUITIN MINITAB 1,5 mg préselt szopogató tabletta",nicotine,,3 X 20 - mûanyag tartályban,OGYI-T-08174/08,N07BA01,Omega Pharma Kft.,2022-08-01,,shortage,Forgalmazói piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.663175,
HU,Hungary,OGYEI,NIQUITIN MINITAB 2 mg préselt szopogató tabletta,nicotine,,3 X 20 - tablettatartályban,OGYI-T-08174/68,N07BA01,Omega Pharma Kft.,2026-03-23,2026-08-01,shortage,Szállítási vagy raktározási gondok,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-09-21T13:18:30.663208,125490
HU,Hungary,OGYEI,"NITROFURANTOIN-CHINOIN 0,1 g tabletta",nitrofurantoin,,20 X   - buborékcsomagolásban,OGYI-T-03253/01,J01XE01,Hungaro-Gal Kft.,2019-10-29,,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Kontingens,2026-09-21T13:18:30.663246,
HU,Hungary,OGYEI,NO-SPA FORTE tabletta,drotaverine,,24 X   - buborékcsomagolásban,OGYI-T-06267/06,A03AD02,Opella Healthcare Commercial Kft.,2025-08-28,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.663292,
HU,Hungary,OGYEI,NO-SPA NEO 40 mg filmtabletta,drotaverine,,24 X   - buborékcsomagolásban,OGYI-T-06267/08,A03AD02,Opella Healthcare Commercial Kft.,2020-05-04,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.663320,
HU,Hungary,OGYEI,NOFLAMEN 15 mg tabletta,meloxicam,,20 X   - buborékcsomagolásban,OGYI-T-20188/04,M01AC06,Egis Gyógyszergyár Zrt.,2015-01-01,2027-12-31,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-09-21T13:18:30.663353,47481
HU,Hungary,OGYEI,NORADRENALINE KABI 1 mg/ml koncentrátum oldatos infúzióhoz,norepinephrine,,10 X 10 ml ampulla,OGYI-T-23852/11,C01CA03,Fresenius Kabi Hungary Kft.,2026-06-05,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663378,35653
HU,Hungary,OGYEI,NOREPINEPHRINE KALCEKS 1 mg/ml koncentrátum oldatos infúzióhoz,noradrenaline tartrate,,10 X 1 ml ampulla,OGYI-T-23676/02,C01CA03,AS KALCEKS,2024-01-08,2026-12-31,shortage,Szállítási vagy raktározási gondok,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663408,46132
HU,Hungary,OGYEI,NOREPINEPHRINE KALCEKS 1 mg/ml koncentrátum oldatos infúzióhoz,noradrenaline tartrate,,10 X 10 ml ampulla,OGYI-T-23676/12,C01CA03,AS KALCEKS,2025-09-19,2026-12-31,shortage,Szállítási vagy raktározási gondok,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663438,35653
HU,Hungary,OGYEI,NOREPINEPHRINE KALCEKS 1 mg/ml koncentrátum oldatos infúzióhoz,noradrenaline tartrate,,10 X 4 ml ampulla,OGYI-T-23676/06,C01CA03,AS KALCEKS,2026-09-01,2026-12-31,shortage,Szállítási vagy raktározási gondok,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663467,98930
HU,Hungary,OGYEI,NORPROLAC  25 mikrogramm tabletta és 50 mikrogramm tabletta,quinagolide,,3 X   - buborékcsomagolásban,OGYI-T-04871/01,G02CB04,Ferring Magyarország Kft.,2025-05-01,,shortage,Gyártási gond,Egyedi import,2026-09-21T13:18:30.663499,37559
HU,Hungary,OGYEI,NORPROLAC 150 mikrogramm tabletta,quinagolide,,30 X   - buborékcsomagolásban,OGYI-T-04871/03,G02CB04,Ferring Magyarország Kft.,2025-12-01,,shortage,Forgalmazói piaci megfontolások,Kontingens,2026-09-21T13:18:30.663525,37559
HU,Hungary,OGYEI,"NOVISTIG 0,5 mg/ml + 2,5 mg/ml oldatos injekció",glycopyrronium bromide;neostigmine metilsulfate,,10 X 1 ml ampulla,OGYI-T-23739/01,N07AA51,Sintetica GmbH,2026-07-20,2026-12-31,shortage,Gyártási gond kapacitás,Kontingens,2026-09-21T13:18:30.663554,206520
HU,Hungary,OGYEI,Nemdatine 10 mg filmtabletta,memantine,,28 X   - buborékcsomagolásban,EU/1/13/824/003,N06DX01,Actavis Group PTC ehf.,2019-10-24,,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-09-21T13:18:30.663586,66818
HU,Hungary,OGYEI,NovoNorm 2 mg tabletta,repaglinide,,90 X   - -,EU/1/98/076/019,A10BX02,Novo Nordisk A/S,2024-08-01,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663618,50946
HU,Hungary,OGYEI,Noxafil 100 mg gyomornedv-ellenálló tabletta,posaconazole,,24 X   - buborékcsomagolásban,EU/1/05/320/002,J02AC04,Merck Sharp & Dohme BV,2023-11-30,,shortage,Forgalmazói piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663644,117498
HU,Hungary,OGYEI,"NÁTRIUM-KLORID EUROLIFE 0,9% oldatos infúzió",sodium chloride,,10 X 1000 ml infúziós zsákban,OGYI-T-24135/07,B05BB01,Eurolife Healthcare Hungary Kft.,2024-08-07,,shortage,Hivatalbóli megállapítás,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663677,27960
HU,Hungary,OGYEI,"NÁTRIUM-KLORID EUROLIFE 0,9% oldatos infúzió",sodium chloride,,20 X 250 ml infúziós zsákban,OGYI-T-24135/03,B05BB01,Eurolife Healthcare Hungary Kft.,2024-09-13,,shortage,Hivatalbóli megállapítás,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663703,24163
HU,Hungary,OGYEI,"NÁTRIUM-KLORID EUROLIFE 0,9% oldatos infúzió",sodium chloride,,20 X 500 ml infúziós zsákban,OGYI-T-24135/05,B05BB01,Eurolife Healthcare Hungary Kft.,2024-08-07,,shortage,Hivatalbóli megállapítás,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663728,23353
HU,Hungary,OGYEI,"NÁTRIUM-KLORID EUROLIFE 0,9% oldatos infúzió",sodium chloride,,30 X 100 ml infúziós zsákban,OGYI-T-24135/01,B05BB01,Eurolife Healthcare Hungary Kft.,2024-08-07,,shortage,Hivatalbóli megállapítás,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663753,25062
HU,Hungary,OGYEI,"NÁTRIUM-KLORID EUROLIFE 0,9% oldatos infúzió",sodium chloride,,40 X 100 ml infúziós zsákban,OGYI-T-24135/09,B05BB01,Eurolife Healthcare Hungary Kft.,2024-08-07,,shortage,Hivatalbóli megállapítás,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663779,25062
HU,Hungary,OGYEI,OCTAPLEX 500 NE por és oldószer oldatos infúzióhoz,"factor II, VII, IX, X",,1 X   - porüveg+oldószerüveg,OGYI-T-20295/01,B02BD01,Octapharma (IP) SPRL,2025-11-27,2026-01-10,shortage,Megnövekedett igény,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-09-21T13:18:30.663810,71935
HU,Hungary,OGYEI,"OCTOSTIM 1,5 mg/ml oldatos orrspray",desmopressin,,1 X 2.5 ml üvegben,OGYI-T-08941/01,H01BA02,Ferring Magyarország Kft.,2020-07-10,2026-09-30,shortage,Gyártási gond minõségi,Egyedi import,2026-09-21T13:18:30.663840,40460
HU,Hungary,OGYEI,OKTREOTID TEVA 10 mg por és oldószer retard szuszpenziós injekcióhoz,octreotide,,1 X   - porüveg,OGYI-T-23549/01,H01CB02,Teva B.V.,2022-10-26,,shortage,Forgalmazói piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-09-21T13:18:30.663866,70440
