country_code,country_name,source,medicine_name,atc_code,active_substance,dosage_form,strength,marketing_auth_holder,detail_url,shortage_start,estimated_end,status,package_size,product_no,reason,medicine_type,scraped_at,prk
EE,Estonia,RAVIMIAMET,ZOLEDRONIC ACID FRESENIUS KABI 4MG/5ML,M05BA08,Zoledronic acid,concentrate for solution for infusion,4mg 5ml,Fresenius Kabi Polska Sp. z o.o.,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9df07754-e20e-45a0-ae5a-b64ffb03ffbf,2026-10-12,,shortage,5ml 1TK,1529849,eeldatavasti detsembri algus 2026,Human medicine,2026-09-23T20:54:00.195496,74888
EE,Estonia,RAVIMIAMET,ZUBSOLV,N07BC51,Buprenorphine+Naloxone,sublingual tablet,"5,7mg +1,4mg",Accord Healthcare S.L.U.,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=68785453-dbdd-4968-a4ff-46f9302ee6c9,2025-09-29,,shortage,7TK,1793820,täpsustamisel,Human medicine,2026-09-23T20:54:00.195496,215082
EE,Estonia,RAVIMIAMET,TADALAFIL ZENTIVA,G04BE08,Tadalafil,film-coated tablet,5mg,Zentiva k.s.,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=a5f2f66d-d2cc-4ecb-8a92-b327e079ba87,2026-06-11,,shortage,84TK,3072956,eeldatavasti novembris 2026,Human medicine,2026-09-23T20:54:00.195496,86274
EE,Estonia,RAVIMIAMET,"TAMOXIFEN ""EBEWE""",L02BA01,Tamoxifen,tablet,20mg,Sandoz Pharmaceuticals d.d.,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ac063d83-211d-49f2-a2d5-5cb2fc4018bf,2025-06-20,,shortage,30TK,1015704,eeldatavast jaanuaris 2027,Human medicine,2026-09-23T20:54:00.195496,17884
EE,Estonia,RAVIMIAMET,TARKA,C09BB10,Trandolapril+Verapamil,modified-release tablet,4mg +240mg,Viatris SIA,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7e0a27de-9054-44a8-8966-cfbb81cd245f,2026-09-07,,shortage,56TK,1377693,eeldatavasti oktoobri lõpus 2026,Human medicine,2026-09-23T20:54:00.195496,42706
EE,Estonia,RAVIMIAMET,TARKA,C09BB10,Trandolapril+Verapamil,modified-release tablet,2mg +180mg,Viatris SIA,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d53e6535-2584-45e0-99ab-bfa65f592e1e,2026-05-11,,shortage,50TK,1233313,eeldatavasti oktoobri lõpus 2026,Human medicine,2026-09-23T20:54:00.195496,42706
EE,Estonia,RAVIMIAMET,TELMISARTAN SANDOZ 80 MG,C09CA07,Telmisartan,tablet,80mg,Sandoz Pharmaceuticals d.d.,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=997b266e-939c-4913-ae7b-fe8d7f124592,2026-06-15,,shortage,50TK,1430402,eeldatavasti oktoobris 2026,Human medicine,2026-09-23T20:54:00.195496,50652
EE,Estonia,RAVIMIAMET,TELMISARTAN-RATIOPHARM 40MG,C09CA07,Telmisartan,tablet,40mg,Ratiopharm GmbH,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1266812e-d48b-4865-920f-5bd44d996083,2026-07-20,,shortage,500TK,1395514,ei ole teada,Human medicine,2026-09-23T20:54:00.195496,50644
EE,Estonia,RAVIMIAMET,TERBINAFINE SANDOZ 250 MG,D01BA02,Terbinafine,tablet,250mg,Lex Ano UAB,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f5f6c8ba-3d89-461f-bcae-b89244bd54e8,2024-01-24,,shortage,"30TK, Hollandi pakend",1882964,ei ole teada,Human medicine,2026-09-23T20:54:00.195496,34010
EE,Estonia,RAVIMIAMET,TOPIRAMATE ELVIM,N03AX11,Topiramate,film-coated tablet,100mg,SIA Elvim,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b2b48e5f-6ec2-485d-846a-e60966a61eb7,2026-09-18,,shortage,60TK,1456488,eeldatavasti jaanuari esimeses pooles 2027,Human medicine,2026-09-23T20:54:00.195496,45764
EE,Estonia,RAVIMIAMET,TOPIRAMATE ELVIM,N03AX11,Topiramate,film-coated tablet,25mg,SIA Elvim,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c0480503-4801-4a09-8f78-5eeb7de54afe,2026-08-20,,shortage,28TK,1456433,eeldatavasti jaanuari esimeses pooles 2027,Human medicine,2026-09-23T20:54:00.195496,45756
EE,Estonia,RAVIMIAMET,TORZELIP,C10BA05,Atorvastatin+Ezetimibe,tablet,40mg +10mg,Ideal Trade Links UAB,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5c23edb4-a4e7-40fd-b70e-7c2bc6177fcf,2025-10-20,,shortage,30TK,3029587,ei ole teada,Human medicine,2026-09-23T20:54:00.195496,122815
EE,Estonia,RAVIMIAMET,TRAVOPROST ELVIM,S01EE04,Travoprost,"eye drops, solution",40mcg 1ml,SIA Elvim,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c8fc19e4-6e53-45b4-8c5c-b3399f7aae45,2025-12-29,,shortage,2.5ml 1TK,1798050,eeldatavasti septembri alguses 2026,Human medicine,2026-09-23T20:54:00.195496,
EE,Estonia,RAVIMIAMET,ULTOP,A02BC01,Omeprazole,"gastro-resistant capsule, hard",20mg,KRKA tovarna zdravil d.d. Novo mesto,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=33b0f2c5-7a37-4d8b-8ff7-7b6e8aa9e04e,2026-02-02,,shortage,28TK,1423077,eeldatavasti oktoobri algul 2026,Human medicine,2026-09-23T20:54:00.195496,60062
EE,Estonia,RAVIMIAMET,VARILRIX,J07BK01,"Varicella, live attenuated",powder and solvent for solution for injection in pre-filled syringe,1annus 0.5ml,Glaxosmithkline Biologicals,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7d989d12-ea4d-45ef-9582-c5b808250727,2026-05-31,,shortage,0.5ml 10TK,1889534,eeldatavasti jaanuaris 2027,Human medicine,2026-09-23T20:54:00.195496,82201
EE,Estonia,RAVIMIAMET,VENDAL RETARD 10 MG,N02AA01,Morphine,prolonged-release tablet,10mg,G.L. Pharma GmbH,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e8f5f407-f08e-4e5c-8724-6663a15681d5,2026-05-25,,shortage,30TK,1035717,eeldatavasti 2027 aasta III kvartalis,Human medicine,2026-09-23T20:54:00.195496,
EE,Estonia,RAVIMIAMET,VENLAFAXINE ELVIM,N06AX16,Venlafaxine,"prolonged-release capsule, hard",75mg,SIA Elvim,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6915472e-19ed-4c28-8738-efa58ed74c8c,2025-03-11,,shortage,100TK,1385669,eeldatavasti oktoobri alguses 2026,Human medicine,2026-09-23T20:54:00.195496,47511
EE,Estonia,RAVIMIAMET,VILSPOX,A10BD08,Metformin+Vildagliptin,film-coated tablet,1000mg +50mg,Sandoz Pharmaceuticals d.d.,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ba0f14ad-073f-4e6e-915b-b669be8531c8,2026-08-10,,shortage,60TK,1714968,eeldatavasti novembris 2026,Human medicine,2026-09-23T20:54:00.195496,85952
EE,Estonia,RAVIMIAMET,XANAX,N05BA12,Alprazolam,tablet,1mg,First Pharma OÜ,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=bf4b6c20-be30-4fef-b57c-698f8dbca4a8,2023-05-24,,shortage,"30TK, Rumeenia pakend",1865820,ei ole teada,Human medicine,2026-09-23T20:54:00.195496,49603
EE,Estonia,RAVIMIAMET,XELJANZ,L04AF01,Tofacitinib,oral solution,1mg 1ml,Pfizer Europe MA EEIG,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4d4ce119-4225-41fa-ae44-c02561ea418c,2026-08-24,,shortage,240ml 1TK,1859991,eeldatavasti novembris 2026,Human medicine,2026-09-23T20:54:00.195496,212946
