country_code,country_name,source,medicine_name,active_substance,strength,atc_code,dosage_form,marketing_auth_holder,mah_country,notification_date,shortage_start,estimated_end,status,notification_type,reason,scraped_at
RO,Romania,ANMDMR,EPIRUBICINA TEVA 2 mg/ml,EPIRUBICINUM,2mg/ml,L01DB03,SOL. INJ./PERF.,TEVA B.V.,OLANDA,2025-10-13,2025-10-13,,temporary_discontinuation,Discontinuitate temporara din Martie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,MIOFILIN 100 mg,AMINOPHYLLINUM,100mg,,CAPS.,ZENTIVA S.A.,ROMANIA,2025-10-15,2025-10-15,,temporary_discontinuation,Prelungire discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,JAZETA 25 mg/ml,SITAGLIPTINUM,25mg/ml,A10BH01,SOL. ORALA,"ZENTIVA, K.S.",REPUBLICA CEHA,2025-10-15,2025-10-15,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,JAZETA 100 mg,SITAGLIPTINUM,100mg,A10BH01,COMPR. FILM.,ZENTIVA K.S.,REPUBLICA CEHA,2025-10-15,2025-10-15,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,TEMOZOLOMIDE TEVA  100 mg,TEMOZOLOMIDUM,100mg,,CAPS.,TEVA B.V.,OLANDA,2025-10-20,2025-10-20,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,PALIPERIDONA TEVA 75 mg,PALIPERIDONUM,75mg,N05AX13,SUSP. INJ. CU ELIB. PREL.,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2025-10-20,2025-10-20,,temporary_discontinuation,Prelungire discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,PALIPERIDONA TEVA 150 mg,PALIPERIDONUM,150mg,N05AX13,SUSP. INJ. CU ELIB. PREL.,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2025-10-20,2025-10-20,,temporary_discontinuation,Discontinuitate temporara din Mai 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,PALIPERIDONA TEVA 100 mg,PALIPERIDONUM,100mg,N05AX13,SUSP. INJ. CU ELIB. PREL.,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2025-10-20,2025-10-20,,temporary_discontinuation,Prelungire discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,FLUCONAZOLE TEVA 150 mg,FLUCONAZOLUM,150mg,J02AC01,CAPS.,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2025-10-20,2025-10-20,,temporary_discontinuation,Discontinuitate temporara din Aprilie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,COPAXONE 40 mg/ml,GLATIRAMER ACETAT,40mg/ml,L03AX13,SOL. INJ. IN SERINGA PREUMPLUTA,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2025-10-20,2025-10-20,,temporary_discontinuation,Discontinuitate temporara din Aprilie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,DUAC 10 mg/g+30 mg/g,COMBINATII (BENZOYLIS PEROXIDUM+CLINDAMYCINUM),10mg/g+30mg/g,J01FF01,GEL,GLAXOSMITHKLINE TRADING SERVICES LIMITED,IRLANDA,2025-10-21,2025-10-21,,temporary_discontinuation,Discontinuitate temporara din Noiembrie 2025,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,COLDREX SINUS EXTRA 500 mg/3 mg/50 mg,"COMBINATII, (PARACETAMOLUM+CHLORPHENAMINUM+PSEUDOEPHEDRINUM)",500mg/3mg/50mg,N02BE01,COMPR.,SANOSAN S.R.L.,ROMANIA,2025-10-22,2025-10-22,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ZINNAT 125 mg,CEFUROXIMUM,125mg,J01DC02,COMPR. FILM.,SANDOZ PHARMACEUTICALS S.R.L.,ROMANIA,2025-10-23,2025-10-23,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,BIXODALAN 250 mg,ABIRATERONUM,250mg,L02BX03,COMPR. FILM.,SANDOZ S.R.L.,ROMANIA,2025-10-23,2025-10-23,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,DAXANLO 150 mg,DABIGATRANUM ETEXILATUM,150mg,B01AE07,CAPS.,"KRKA, D.D., NOVO MESTO",SLOVENIA,2025-10-24,2025-10-24,,permanent_discontinuation,Discontinuitate permanenta din Noiembrie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,DAXANLO 110 mg,DABIGATRANUM ETEXILATUM,110mg,B01AE07,CAPS.,"KRKA, D.D., NOVO MESTO",SLOVENIA,2025-10-24,2025-10-24,,permanent_discontinuation,Discontinuitate permanenta din Noiembrie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,QUETIAPINA TEVA 50 mg,QUETIAPINUM,50mg,,COMPR. CU ELIB. PREL.,TEVA B.V.,TARILE DE JOS,2025-10-28,2025-10-28,,temporary_discontinuation,Prelungire discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,QUETIAPINA TEVA 400 mg,QUETIAPINUM,400mg,,COMPR. CU ELIB. PREL.,TEVA B.V.,TARILE DE JOS,2025-10-28,2025-10-28,,temporary_discontinuation,Discontinuitate temporara din Noiembrie 2025,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,QUETIAPINA TEVA 300 mg,QUETIAPINUM,300mg,,COMPR. CU ELIB. PREL.,TEVA B.V.,TARILE DE JOS,2025-10-28,2025-10-28,,temporary_discontinuation,Discontinuitate temporara din Decembrie 2025,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,QUETIAPINA TEVA 200 mg,QUETIAPINUM,200mg,,COMPR. CU ELIB. PREL.,TEVA B.V.,TARILE DE JOS,2025-10-28,2025-10-28,,temporary_discontinuation,Prelungire discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,QUETIAPINA TEVA 150 mg,QUETIAPINUM,150mg,,COMPR. CU ELIB. PREL.,TEVA B.V.,TARILE DE JOS,2025-10-28,2025-10-28,,temporary_discontinuation,Prelungire discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,SUNITINIB TEVA 50 mg,SUNITINIBUM,50mg,L01EX01,CAPS.,TEVA B.V.,TARILE DE JOS,2025-10-31,2025-10-31,,permanent_discontinuation,Discontinuitate permanenta din Noiembrie 2025,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,SUNITINIB TEVA 25 mg,SUNITINIBUM,25mg,L01EX01,CAPS.,TEVA B.V.,TARILE DE JOS,2025-10-31,2025-10-31,,permanent_discontinuation,Discontinuitate permanenta  din Iulie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"SUNITINIB TEVA 12,5 mg",SUNITINIBUM,"12,5mg",L01EX01,CAPS.,TEVA B.V.,TARILE DE JOS,2025-10-31,2025-10-31,,permanent_discontinuation,Discontinuitate permanenta  din Iulie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"SOLIFENACIN/TAMSULOSIN TEVA 6 mg/0,4 mg",COMBINATII (SOLIFENACINUM SUCCINATE+TAMSULOSINUM),"6mg/0,4mg",,COMPR. CU ELIB. MODIF.,TEVA B.V.,OLANDA,2025-10-31,2025-10-31,,permanent_discontinuation,Discontinuitate permanenta din Noiembrie 2025,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,SINDRONAT 300 mg/5 ml,ACIDUM CLODRONICUM,300mg/5ml,,CONC. PT. SOL. PERF.,TEVA B.V.,OLANDA,2025-10-31,2025-10-31,,permanent_discontinuation,Discontinuitate permanenta  din Noiembrie 2025,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,MEGESIN 160 mg,MEGESTROLUM,160mg,L02AB01,COMPR.,TEVA B.V.,OLANDA,2025-10-31,2025-10-31,,permanent_discontinuation,Discontinuitate permanenta din Mai 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,LOPINAVIR/RITONAVIR MYLAN 200 mg/50 mg,LOPINAVIRUM+RITONAVIRUM,200mg/50mg,,COMPR. FILM.,MYLAN PHARMACEUTICALS LIMITED,IRLANDA,2025-10-31,2025-10-31,,discontinuation,Noiembrie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ATORVASTATINA GEMAX PHARMA 40 mg,ATORVASTATINUM,40mg,C10AA05,COMPR. FILM.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-07,2025-11-07,,permanent_discontinuation,Discontinuitate permanenta,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,VABYSMO 120 mg/ml,FARICIMABUM,120mg/ml,S01LA09,SOL. INJ.,ROCHE REGISTRATION GMBH,GERMANIA,2025-11-11,2025-11-11,,permanent_discontinuation,Discontinuitate permanenta din Decembrie 2025,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,DARUNAVIR MYLAN 800 mg,DARUNAVIRUM,800mg,J05AE10,COMPR. FILM.,MYLAN PHARMACEUTICALS LIMITED,IRLANDA,2025-11-12,2025-11-12,,permanent_discontinuation,Discontinuitate permanenta din Noiembrie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,DARUNAVIR MYLAN 600 mg,DARUNAVIRUM,600mg,J05AE10,COMPR. FILM.,MYLAN PHARMACEUTICALS LIMITED,IRLANDA,2025-11-12,2025-11-12,,permanent_discontinuation,Discontinuitate permanenta din Noiembrie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,VITAMINA C GALENIKA 100 mg/ml,ACIDUM ASCORBICUM,100mg/ml,,SOL. INJ./PERF.,GALENIKA INTERNATIONAL KFT.,UNGARIA,2025-11-13,2025-11-13,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,METRONIDAZOL VIOSER 500 mg/100 ml,METRONIDAZOLUM,5mg/ml,D06BX01,SOL. PERF.,VIOSER S.A. PARENTERAL SOLUTIONS INDUSTRY,GRECIA,2025-11-13,2025-11-13,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"BETOPTIC S 2,5 mg/ml",BETAXOLOLUM,"2,5mg/ml",S01ED02,"PICATURI OFT., SUSP.",IMMEDICA PHARMA AB,SUEDIA,2025-11-13,2025-11-13,,temporary_discontinuation,Discontinuitate temporara din Decembrie 2025,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,REMUREL 20 mg/ml,GLATIRAMER ACETAT,20mg/ml,L03AX13,SOL. INJ. IN SERINGA PREUMPLUTA,LABORMED PHARMA S.A.,ROMANIA,2025-11-14,2025-11-14,,permanent_discontinuation,Discontinuitate permanenta din Decembrie 2025,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,OLMETEC 40 mg,OLMESARTANUM MEDOXOMILUM,40mg,C09CA08,COMPR. FILM.,LABORMED PHARMA S.A.,ROMANIA,2025-11-14,2025-11-14,,permanent_discontinuation,Discontinuitate permanenta din Ianuarie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"OFOST 8,3 micrograme/ml",OXYTOCINUM,"8,3micrograme/ml",H01BB02,SOL INJ./PERF.,AS GRINDEKS,LETONIA,2025-11-14,2025-11-14,,temporary_discontinuation,Discontinuitate temporara din Decembrie 2025,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,EMETIRAL 5 mg,PROCHLORPERAZINUM,5mg,,COMPR. FILM.,ZENTIVA S.A.,ROMANIA,2025-11-14,2025-11-14,,temporary_discontinuation,Discontinuitate temporara din Ianuarie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ZYPADHERA 405mg,OLANZAPINUM,405mg,,PULB.+SOLV. PT. SUSP. INJ. CU ELIB. PREL.,ELI LILLY  NEDERLAND BV,OLANDA,2025-11-18,2025-11-18,,temporary_discontinuation,Prelungire discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,PERINDOPRIL TOSILAT TEVA 5 mg,PERINDOPRILUM,5mg,C09AA04,COMPR. FILM.,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2025-11-19,2025-11-19,,temporary_discontinuation,Discontinuitate temporara din Decembrie 2025,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,PERINDOPRIL TOSILAT TEVA 10 mg,PERINDOPRILUM,10mg,C09AA04,COMPR. FILM.,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2025-11-19,2025-11-19,,temporary_discontinuation,Discontinuitate temporara din Decembrie 2025,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ATGAM 50 mg/ml,IMUNOGLOBULINA  ANTI-LIMFOCITE (DE CAL),50mg/ml,,CONC. PT. SOL. PERF.,PFIZER EUROPE MA EEIG,BELGIA,2025-11-19,2025-11-19,,temporary_discontinuation,Discontinuitate temporara din Februarie  2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"TRAMADOL/PARACETAMOL MEDREG 37,5 mg/325 mg",COMBINATII (TRAMADOLUM+PARACETAMOLUM),"37,5mg/325mg",,COMPR. FILM.,MEDREG S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Mai 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"TAMSULOSIN GEMAX PHARMA 0,4 mg",TAMSULOSINUM,"0,4mg",G04CA02,CAPS. CU ELIB. PREL.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Mai 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,SPIRONOLACTONA GEMAX PHARMA 25 mg,SPIRONOLACTONUM,25mg,C03DA01,COMPR. FILM.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Ianuarie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,OMEPRAZOL GEMAX PHARMA 20 mg,OMEPRAZOLUM,20mg,A02BC01,CAPS. GASTROREZ.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Februarie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,MONTELUKAST GEMAX PHARMA 10 mg,MONTELUKASTUM,10mg,R03DC03,COMPR. FILM.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Martie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,METOPROLOL GEMAX PHARMA 50 mg,METOPROLOLUM,50mg,C07AB02,COMPR. FILM.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Mai 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,METOPROLOL GEMAX PHARMA 100 mg,METOPROLOLUM,100mg,C07AB02,COMPR. FILM.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Iunie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,METFORMIN GEMAX PHARMA 500 mg,METFORMINUM,500mg,A10BA02,COMPR. FILM.,GEMAX PHARMA S.R.O,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Iunie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,METFORMIN GEMAX PHARMA 1000 mg,METFORMINUM,1000mg,A10BA02,COMPR. FILM.,GEMAX PHARMA S.R.O,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,HEXACIMA,VACCIN COMBINAT DTPA-HBV-IPV+HIB,,,SUSP. INJ. IN SERINGA PREUMPLUTA,SANOFI WINTHROP INDUSTRIE,FRANTA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Ianuarie 2027,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,GLICLAZIDA GEMAX PHARMA 60 mg,GLICLAZIDUM,60mg,,COMPR. CU ELIB. PREL.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Ianuarie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,FUROSEMID GEMAX PHARMA 40 mg,FUROSEMIDUM,40mg,,COMPR.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Mai 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,CASARO 8 mg,CANDESARTANUM CILEXETIL,8mg,C09CA06,COMPR.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Aprilie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,CASARO 32 mg,CANDESARTANUM CILEXETIL,32mg,C09CA06,COMPR.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Decembrie 2025,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,CASARO 16 mg,CANDESARTANUM CILEXETIL,16mg,C09CA06,COMPR.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Aprilie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,BISOPROLOL GEMAX PHARMA 5 mg,BISOPROLOLUM,5mg,C07AB07,COMPR.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Februarie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ATORVASTATINA GEMAX PHARMA 20 mg,ATORVASTATINUM,20mg,C10AA05,COMPR. FILM.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Decembrie 2025,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ATORVASTATINA GEMAX PHARMA 10 mg,ATORVASTATINUM,10mg,C10AA05,COMPR. FILM.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Februarie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,AMLODIPINA GEMAX PHARMA 5 mg,AMLODIPINUM,5mg,,COMPR.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Martie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,AMLODIPINA GEMAX PHARMA 10 mg,AMLODIPINUM,10mg,,COMPR.,GEMAX PHARMA S.R.O.,REPUBLICA CEHA,2025-11-25,2025-11-25,,permanent_discontinuation,Discontinuitate permanenta din Iunie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"METOTREXAT SANDOZ 2,5 mg",METHOTREXATUM,2.5mg,,COMPR.,SANDOZ PHARMACEUTICALS S.R.L.,ROMANIA,2025-11-28,2025-11-28,,temporary_discontinuation,Discontinuitate temporara din Ianuarie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ROSACTA,PLANTE,,,CREMA,MEDIS GMBH,AUSTRIA,2025-12-02,2025-12-02,,discontinuation,Renuntare la APP din Ianuarie 2027,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,SUMACTA 100 mg,SUMATRIPTANUM,100mg,N02CC01,COMPR. FILM.,TEVA B.V.,OLANDA,2025-12-10,2025-12-10,,temporary_discontinuation,Discontinuitate temporara din Ianuarie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,REDITENS 360 mg,DEFERASIROXUM,360mg,V03AC03,COMPR. FILM.,DR. REDDY'S LABORATORIES ROMANIA S.R.L.,ROMANIA,2025-12-10,2025-12-10,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,KLACID 125 mg/5 ml,CLARITHROMYCINUM,125mg/5ml,J01FA09,GRAN. PT. SUSP. ORALA,VIATRIS HEALTHCARE LIMITED,IRLANDA,2025-12-11,2025-12-11,,temporary_discontinuation,Discontinuitate temporara din Februarie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ONKOTRONE 2 mg/ml,MITOXANTRONUM,2mg/ml,L01DB07,CONC. PT. SOL. INJ.,BAXTER ONCOLOGY GMBH,GERMANIA,2025-12-15,2025-12-15,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,OMEPRAZOL LPH 20 mg,OMEPRAZOLUM,20mg,A02BC01,CAPS. GASTROREZ.,LABORMED PHARMA S.A.,ROMANIA,2025-12-15,2025-12-15,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,BLOONIS 10 mg,OLANZAPINUM,10mg,,COMPR. ORODISPERSABILE,ZENTIVA K.S.,REPUBLICA CEHA,2025-12-15,2025-12-15,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,RANIVISIO 10 mg/ml,RANIBIZUMABUM,10mg/ml,S01LA04,SOL INJ.,MIDAS PHARMA GMBH,GERMANIA,2025-12-16,2025-12-16,,permanent_discontinuation,Discontinuitate permanenta din Decembrie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,PNEUMOVAX 23,VACCIN PNEUMOCOCIC POLIZAHARIDIC,,,SOL. INJ. IN SERINGA PREUMPLUTA,MERCK SHARP & DOHME ROMANIA S.R.L.,ROMANIA,2025-12-16,2025-12-16,,permanent_discontinuation,Discontinuitate permanenta din Ianuarie 2027,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"PERINDOPRIL TOSILAT/INDAPAMIDA TEVA 5 mg/1,25",COMBINATII (PERINDOPRILUM+INDAPAMIDUM),"5mg/1,25mg",C09AA04,COMPR. FILM.,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2025-12-16,2025-12-16,,temporary_discontinuation,Discontinuitate temporara din Aprilie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"PERINDOPRIL TOSILAT/INDAPAMIDA TEVA 2,5 mg/0,62",COMBINATII (PERINDOPRILUM+INDAPAMIDUM),"2,5mg/0,625mg",C09AA04,COMPR. FILM.,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2025-12-16,2025-12-16,,discontinuation,Discontinuitate tempora din Aprilie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"PERINDOPRIL TOSILAT/INDAPAMIDA TEVA 10 mg/2,5",COMBINATII (PERINDOPRILUM+INDAPAMIDUM),"10mg/2,5mg",C09AA04,COMPR. FILM.,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2025-12-16,2025-12-16,,temporary_discontinuation,Discontinuitate temporara din Martie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,OMEPRAZOL ROMPHARM 20 mg,OMEPRAZOLUM,20mg,A02BC01,CAPS. GASTROREZ.,ROMPHARM COMPANY S.R.L.,ROMANIA,2025-12-16,2025-12-16,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,LEVODOPA/CARBIDOPA/ENTACAPONA TEVA 100 mg/25 mg/200 mg,COMBINATII (LEVODOPUM+CARBIDOPUM+ENTACAPONUM),100mg/25mg/200mg,N04BA03,COMPR. FILM.,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2025-12-16,2025-12-16,,temporary_discontinuation,Discontinuitate temporara din Aprilie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,GABALEPT 400 mg,GABAPENTINUM,400mg,N02BF01,CAPS.,TEVA B.V.,OLANDA,2025-12-16,2025-12-16,,permanent_discontinuation,Discontinuitate permanenta din Mai 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,GABALEPT 300 mg,GABAPENTINUM,300mg,N02BF01,CAPS.,TEVA B.V.,OLANDA,2025-12-16,2025-12-16,,permanent_discontinuation,Discontinuitate permanenta din Mai 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,CUBICIN 500 mg,DAPTOMYCINUM,500mg,J01XX09,PULB. PT. SOL. INJ. SAU PERF.,MERCK SHARP & DOHME B.V.,OLANDA,2025-12-16,2025-12-16,,permanent_discontinuation,Discontinuitate permanenta din Ianuarie 2027,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,CLENIL JET 250 mcg/doza,BECLOMETASONUM,250mcg/doza,R03AK08,SOL. DE INHALAT PRESURIZATA,CHIESI FARMACEUTICI S.P.A.,ITALIA,2025-12-16,2025-12-16,,permanent_discontinuation,Discontinuitate permanenta din Decembrie 2026,Motiive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,CELECOXIB TEVA 200 mg,CELECOXIBUM,200mg,M01AH01,CAPS.,TEVA B.V.,OLANDA,2025-12-16,2025-12-16,,permanent_discontinuation,Discontinuitate permanenta din Decembrie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,CELECOXIB TEVA 100 mg,CELECOXIBUM,100mg,M01AH01,CAPS.,TEVA B.V.,OLANDA,2025-12-16,2025-12-16,,permanent_discontinuation,Discontinuitate permanenta din Decembrie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"PIVALONE 0,9 mg/pulverizare",TIXOCORTOLUM,"0,9mg/pulverizare",,"SPRAY NAZ.,SUSP.",PFIZER EUROPE MA EEIG,BELGIA,2025-12-17,2025-12-17,,permanent_discontinuation,Discontinuitate permanenta din Decembrie 2026,Motive comerciale,2026-03-12T16:46:50.035373
