country_code,country_name,source,medicine_name,active_substance,strength,atc_code,dosage_form,marketing_auth_holder,mah_country,notification_date,shortage_start,estimated_end,status,notification_type,reason,scraped_at
RO,Romania,ANMDMR,PARACETAMOL LIVSANE 500 mg,PARACETAMOLUM,500mg,N02BE01,COMPR. FILM.,PXG PHARMA GMBH,GERMANIA,2025-12-17,2025-12-17,,temporary_discontinuation,Discontinuitate temporara din Februarie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,TETRACICLINA ARENA 250 mg,TETRACYCLINUM,250mg,,CAPS.,ARENA GROUP S.A.,ROMANIA,2025-12-18,2025-12-18,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,TETAVAX,VACCIN TETANIC ADSORBIT,"0,5ml/doza",,SUSP. INJ.,SANOFI PASTEUR,FRANTA,2025-12-18,2025-12-18,,permanent_discontinuation,Discontinuitate permanenta din Decembrie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,SULFAFURAZOL ARENA 500 mg,SULFAFURAZOLUM,500mg,,COMPR.,ARENA GROUP S.A.,ROMANIA,2025-12-18,2025-12-18,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,CIPROFLOXACINA  ARENA 500 mg,CIPROFLOXACINUM,500mg,,COMPR. FILM.,ARENA GROUP S.A.,ROMANIA,2025-12-18,2025-12-18,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,AZITROMICINA ARENA 500 mg,AZITHROMYCINUM,500mg,J01FA10,COMPR. FILM.,ARENA GROUP S.A.,ROMANIA,2025-12-18,2025-12-18,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,MAGNEVIT 445 mg/50 mg,COMBINATII,445mg/50mg,,COMPR.,ARENA GROUP S.A.,ROMANIA,2025-12-19,2025-12-19,,temporary_discontinuation,Prelungire discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,TASIGNA 50mg,NILOTINIBUM,50mg,L01EA03,CAPS.,NOVARTIS EUROPHARM LIMITED,IRLANDA,2025-12-22,2025-12-22,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ESMERON 10 mg/ml,ROCURONIUM BROMIDE,10mg/ml,M03AC09,SOL. INJ.,MERCK SHARP & DOHME ROMANIA S.R.L.,ROMANIA,2025-12-22,2025-12-22,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,VAXIGRIP,VACCIN GRIPAL INACTIVAT,,,SUSP. INJ. IN SERINGA PREUMPLUTA,SANOFI WINTHROP INDUSTRIE,FRANTA,2025-12-23,2025-12-23,,temporary_discontinuation,Discontinuitate temporara din Ianuarie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,TALOSAN 50 mg,LOSARTANUM,50mg,C09CA01,COMPR. FILM.,TERAPIA S.A.,ROMANIA,2026-01-12,2026-01-12,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,DASATINIB SUN 70 mg,DASATINIBUM,70mg,L01EA02,COMPR. FILM.,SUN PHARMACEUTICAL INDUSTRIES EUROPE B.V.,OLANDA,2026-01-12,2026-01-12,,temporary_discontinuation,Discontinuitate temporara din August 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,DASATINIB SUN 50 mg,DASATINIBUM,50mg,L01EA02,COMPR. FILM.,SUN PHARMACEUTICAL INDUSTRIES EUROPE B.V.,OLANDA,2026-01-12,2026-01-12,,temporary_discontinuation,Discontinuitate temporara din Martie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,DASATINIB SUN 20 mg,DASATINIBUM,20mg,L01EA02,COMPR. FILM.,SUN PHARMACEUTICAL INDUSTRIES EUROPE B.V.,OLANDA,2026-01-12,2026-01-12,,temporary_discontinuation,Discontinuitate temporara din August 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,DASATINIB SUN 100 mg,DASATINIBUM,100mg,L01EA02,COMPR. FILM.,SUN PHARMACEUTICAL INDUSTRIES EUROPE B.V.,OLANDA,2026-01-12,2026-01-12,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ZAVEDOS 5 mg,IDARUBICINUM,5mg,L01DB06,PULB. PT. SOL. INJ.,PFIZER EUROPE MA EEIG,BELGIA,2026-01-14,2026-01-14,,temporary_discontinuation,Discontinuitate temporara  din Februarie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,EFLUELDA,VACCIN GRIPAL INACTIVAT,,,SUSP. INJ. IN SERINGA PREUMPLUTA,SANOFI WINTHROP INDUSTRIE,FRANTA,2026-01-14,2026-01-14,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,DYMISTA 137 micrograme/50 micrograme/doza,COMBINATII (AZELASTINUM+FLUTICASONUM),"137micrograme/50micrograme/doza",R03BA05,"SPRAY NAZ.,SUSP.",VIATRIS HEALTHCARE LIMITED,IRLANDA,2026-01-14,2026-01-14,,permanent_discontinuation,Discontinuitate permanenta din Ianuarie 2027,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ALOXI,PALONOSETRONUM,500 micrograme,A04AA55,CAPS. MOI,HELSINN BIREX PHARMACEUTICALS LTD.,IRLANDA,2026-01-19,2026-01-19,,permanent_discontinuation,Discontinuitate permanenta din Martie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"AKYNZEO 300 mg/0,5 mg",COMBINATII (NETUPITANTUM+PALONOSETRONUM),"300mg/0,5mg",A04AA55,CAPS.,HELSINN BIREX PHARMACEUTICALS LTD.,IRLANDA,2026-01-19,2026-01-19,,permanent_discontinuation,Discontinuitate permanenta din Aprilie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,MEDAZEPAM LAROPHARM 10 mg,MEDAZEPAMUM,10mg,,COMPR.,LAROPHARM S.R.L.,ROMANIA,2026-01-21,2026-01-21,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,HOLOXAN 1 g,IFOSFAMIDUM,1g,,PULB. PT. SOL. PERF.,BAXTER ONCOLOGY GMBH,GERMANIA,2026-01-21,2026-01-21,,temporary_discontinuation,Discontinuitate temporara din Martie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,PROPECIA 1 mg,FINASTERIDUM,1mg,,COMPR. FILM.,ORGANON BIOSCIENCES S.R.L.,ROMANIA,2026-01-22,2026-01-22,,temporary_discontinuation,Discontinuitate temporara din Martie 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,BOPAHO 125 mg,BOSENTANUM,125mg,C02KX01,COMPR. FILM.,ZENTIVA K.S.,REPUBLICA CEHA,2026-01-22,2026-01-22,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ROPIVACAINA KABI 10 mg/ml,ROPIVACAINUM,10mg/ml,,SOL. INJ.,FRESENIUS KABI ROMANIA S.R.L.,ROMANIA,2026-01-26,2026-01-26,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,TRITTICO EP 150 mg,TRAZODONUM,150mg,N06AX05,COMPR. CU ELIB. PREL.,ACR ANGELINI FRANCESCO S.P.A.,ITALIA,2026-01-27,2026-01-27,,temporary_discontinuation,Discontinuitate temporara din Februarie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,LACOSAMIDA TEVA 100 mg,LACOSAMIDUM,100mg,,COMPR. FILM.,TEVA PHARMACEUTICALS S.R.L.,ROMANIA,2026-01-27,2026-01-27,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,AUBAGIO 14 mg,TERIFLUNOMIDUM,14mg,,COMPR. FILM.,SANOFI WINTHROP INDUSTRIE,FRANTA,2026-01-27,2026-01-27,,permanent_discontinuation,Discontinuitate permanenta din Ianuarie 2028,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,DICLOREUM 150 mg,DICLOFENACUM,150mg,M01AB05,CAPS. CU ELIB. PREL.,ALFASIGMA S.P.A.,ITALIA,2026-01-28,2026-01-28,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,LEVETIRACETAM SUN 100 mg/ml,LEVETIRACETAMUM,100mg/ml,N03AX14,CONC. PT. SOL. PERF.,SUN PHARMACEUTICAL INDUSTRIES EUROPE B.V.,OLANDA,2026-01-28,2026-01-28,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,FEIBA 50 U/ml,COMPLEX DE ANTIINHIBITORI AI COAGULARII,50U/ml,,PULB.+SOLV. PT. SOL. PERF.,BAXALTA INNOVATIONS GMBH,AUSTRIA,2026-01-28,2026-01-28,,permanent_discontinuation,Discontinuitate permanenta din August 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"APREDONAV 7,5 mg",IVABRADINUM,"7,5mg",,COMPR. FILM.,MEDOCHEMIE LTD.,CIPRU,2026-01-29,2026-01-29,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,MEDAXONE 2 g,CEFTRIAXONUM,2g,J01DD04,PULB. PT. SOL. INJ./PERF.,MEDOCHEMIE LTD.,CIPRU,2026-01-29,2026-01-29,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ZYPADHERA 300mg,OLANZAPINUM,300mg,,PULB.+SOLV. PT. SUSP. INJ. CU ELIB. P,ELI LILLY  NEDERLAND BV,OLANDA,2026-02-02,2026-02-02,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,OFLOXIN 200 mg,OFLOXACINUM,200mg,S01AE01,COMPR. FILM.,ZENTIVA K.S.,REPUBLICA CEHA,2026-02-02,2026-02-02,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,JAMESI 50 mg/1000 mg,COMBINATII (SITAGLIPTINUM+METFORMINUM),50mg/1000mg,,COMPR. FILM.,"ZENTIVA, K.S.",REPUBLICA CEHA,2026-02-02,2026-02-02,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,CARAMLO 8 mg/5 mg,COMBINATII (CANDESARTANUM CILEXETIL+AMLODIPINUM),8mg/5mg,C09CA06,COMPR.,ZENTIVA K.S.,REPUBLICA CEHA,2026-02-02,2026-02-02,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ATOMOXETINA ZENTIVA 10 mg,ATOMOXETINUM,10mg,,CAPS.,ZENTIVA K.S.,REPUBLICA CEHA,2026-02-02,2026-02-02,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ATOMOXETINA ZENTIVA 18 mg,ATOMOXETINUM,18mg,,CAPS.,ZENTIVA K.S.,REPUBLICA CEHA,2026-02-02,2026-02-02,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ROZETIN 10 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),10mg/10mg,,COMPR. FILM.,ZENTIVA K.S.,REPUBLICA CEHA,2026-02-02,2026-02-02,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ROZETIN 40 mg/10 mg,COMBINATII (ROSUVASTATINUM+EZETIMIBUM),40mg/10mg,,COMPR. FILM.,ZENTIVA K.S.,REPUBLICA CEHA,2026-02-02,2026-02-02,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ZADENVI 60 mg,DENOSUMABUM,60 mg/ml,M05BX04,SOL INJ. IN SERINGA PREUMPLUTA,ZENTIVA K.S.,REPUBLICA CEHA,2026-02-02,2026-02-02,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,TOCIETA 25 mg,ELTROMBOPAG,25mg,B02BX05,COMPR. FILM.,"ZENTIVA,  K.S.",REPUBLICA CEHA,2026-02-02,2026-02-02,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,TOCIETA 50 mg,ELTROMBOPAG,50mg,B02BX05,COMPR. FILM.,"ZENTIVA,  K.S.",REPUBLICA CEHA,2026-02-02,2026-02-02,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,SEVIKAR 40 mg/10 mg,COMBINATII (OLMESARTANUM MEDOXOMILUM+AMLODIPINUM),40mg/10mg,C09CA08,COMPR. FILM.,LABORMED PHARMA S.A.,ROMANIA,2026-02-02,2026-02-02,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ACID ALENDRONIC/COLECALCIFEROL ZENTIVA 70 mg/2800 UI,ACIDUM ALENDRONICUM+COLECALCIFEROLUM,70mg/2800UI,A11CC05,COMPR.,"ZENTIVA, K.S.",REPUBLICA CEHA,2026-02-02,2026-02-02,,permanent_discontinuation,Discontinuitate permanenta,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ACID ALENDRONIC/COLECALCIFEROL ZENTIVA 70 mg/5600 UI,ACIDUM ALENDRONICUM+COLECALCIFEROLUM,70mg/5600UI,A11CC05,COMPR.,"ZENTIVA, K.S.",REPUBLICA CEHA,2026-02-02,2026-02-02,,permanent_discontinuation,Discontinuitate permanenta,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"HIDROCORTIZON ZENTIVA 19,6 mg/5 ml",HYDROCORTISONUM,"19,6mg/5ml",,SOL. INJ.,ZENTIVA S.A.,ROMANIA,2026-02-02,2026-02-02,,permanent_discontinuation,Discontinuitate permanenta din August 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,HALOPERIDOL RICHTER 5 mg/ml,HALOPERIDOLUM,5mg/ml,N05AD01,SOL. INJ.,GEDEON RICHTER ROMANIA S.A.,ROMANIA,2026-02-02,2026-02-02,,permanent_discontinuation,Discontinuitate permanenta din Mai 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,"SULFAT DE ATROPINA ACCORD 0,1 mg/ml",ATROPINUM,"0,1mg/ml",,SOL. INJ. IN SERINGA PREUMPLUTA,ACCORD HEALTHCARE POLSKA SP. Z.O.O.,POLONIA,2026-02-02,2026-02-02,,permanent_discontinuation,Discontinuitate permanenta din Ianuarie 2027,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ACICLOVIR ACCORD 25 mg/ml,ACICLOVIRUM,25mg/ml,J05AB01,CONC. PT. SOL. PERF.,ACCORD HEALTHCARE POLSKA SP. Z.O.O.,POLONIA,2026-02-02,2026-02-02,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,NORMIX 200 mg,RIFAXIMINUM,200mg,A07AA11,COMPR. FILM.,ALFASIGMA S.P.A.,ITALIA,2026-02-04,2026-02-04,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ENDOXAN 200 mg,CYCLOPHOSPHAMIDUM,200mg,,PULB. PT. SOL. PERF./INJ.,BAXTER ONCOLOGY GMBH,GERMANIA,2026-02-06,2026-02-06,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ENDOXAN 500 mg,CYCLOPHOSPHAMIDUM,500mg,,PULB. PT. SOL. PERF./INJ.,BAXTER ONCOLOGY GMBH,GERMANIA,2026-02-06,2026-02-06,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ENDOXAN 1 g,CYCLOPHOSPHAMIDUM,1g,,PULB. PT. SOL. PERF./INJ.,BAXTER ONCOLOGY GMBH,GERMANIA,2026-02-06,2026-02-06,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ZYPADHERA 210mg,OLANZAPINUM,210mg,,PULB.+SOLV. PT. SUSP. INJ. CU ELIB. PREL.,ELI LILLY  NEDERLAND BV,OLANDA,2026-02-09,2026-02-09,,temporary_discontinuation,Discontinuitate temporara din Martie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,TENOFOVIR DISOPROXIL VIATRIS 245 mg,TENOFOVIRUM DISOPROXIL,245mg,,COMPR. FILM.,MYLAN PHARMACEUTICALS LIMITED,IRLANDA,2026-02-09,2026-02-09,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,COSENTYX 300 mg,SECUKINUMABUM,300mg/2ml,L04AC10,SOL. INJ. IN STILOU INJECTOR PREUMPLUT,NOVARTIS EUROPHARM LIMITED,IRLANDA,2026-02-11,2026-02-11,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,REQUIP-MODUTAB 8 mg,ROPINIROLUM,8mg,N04BC04,COMPR. CU ELIB. PREL.,GLAXOSMITHKLINE (IRELAND) LIMITED,IRLANDA,2026-02-11,2026-02-11,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,OLICARD RETARD 40 mg,ISOSORBIDI MONONITRAS,40mg,,CAPS. CU ELIB. PREL.,VIATRIS HEALTHCARE LIMITED,IRLANDA,2026-02-12,2026-02-12,,permanent_discontinuation,Discontinuitate permanenta din Martie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,GYNIPRAL 10 μg/2 ml,HEXOPRENALINUM,10μg/2ml,,SOL. INJ.,TAKEDA AUSTRIA GMBH,AUSTRIA,2026-02-12,2026-02-12,,permanent_discontinuation,Discontinuitate permanenta din August 2026,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,PARASINUS RACEALA SI GRIPA 200 mg/30 mg,COMBINATII (IBUPROFENUM+PSEUDOEPHEDRINUM),200mg/30mg,M01AE01,CAPS. MOI,HALEON ROMANIA S.R.L.,ROMANIA,2026-02-12,2026-02-12,,temporary_discontinuation,Discontinuitate temporara,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,OLMETEC 20 mg,OLMESARTANUM MEDOXOMILUM,20mg,C09CA08,COMPR. FILM.,LABORMED PHARMA S.A.,ROMANIA,2026-02-18,2026-02-18,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ARTROMED 200 mg,OXACEPROLUM,200mg,,COMPR. FILM.,MIP PHARMA GMBH,GERMANIA,2026-02-24,2026-02-24,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ZALASTA 5mg,OLANZAPINUM,5mg,,COMPR.,"KRKA, D.D., NOVO MESTO",SLOVENIA,2026-02-24,2026-02-24,,permanent_discontinuation,Discontinuitate permanenta din Februarie 2027,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,ZALASTA 10mg,OLANZAPINUM,10mg,,COMPR.,"KRKA, D.D., NOVO MESTO",SLOVENIA,2026-02-24,2026-02-24,,permanent_discontinuation,Discontinuitate permanenta din Februarie 2027,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,NEPHROTECT,COMBINATII,,,SOL. PERF.,FRESENIUS KABI DEUTSCHLAND GMBH,GERMANIA,2026-02-24,2026-02-24,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,BETALOC 5 mg/5 ml,METOPROLOLUM,5mg/5ml,C07AB02,SOL. INJ. I.V/PERF.,RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA S.P.A,ITALIA,2026-02-25,2026-02-25,,temporary_discontinuation,Discontinuitate temporara din Martie 2026,Motive de fabricatie,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,PIROXSAL 20 mg,PIROXICAMUM,20mg,,COMPR.,SLAVIA PHARM SRL,ROMANIA,2026-02-27,2026-02-27,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,GLUCOTROL XL 10 mg,GLIPIZIDUM,10mg,,COMPR. CU ELIB. MODIF.,PFIZER EUROPE MA EEIG,BELGIA,2026-03-03,2026-03-03,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,AMINOFILINA BIOEEL 100 mg,AMINOPHYLLINUM,100mg,,COMPR.,BIOEEL MANUFACTURING S.R.L.,ROMANIA,2026-03-04,2026-03-04,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,AMINOVEN 5%,COMBINATII,5%,,SOL. PERF.,FRESENIUS KABI AB,SUEDIA,2026-03-04,2026-03-04,,temporary_discontinuation,Discontinuitate temporara,Motive comerciale,2026-03-12T16:46:50.035373
RO,Romania,ANMDMR,IBUTOP GEL 50 mg/g,IBUPROFENUM,50mg/g,M01AE01,GEL,DOLORGIET GMBH & CO. KG,GERMANIA,2026-03-05,2026-03-05,,permanent_discontinuation,Discontinuitate permanenta,Motive comerciale,2026-03-12T16:46:50.035373
