country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,package_description,atc_code,marketing_auth_holder,reporter,status,reason,parallel_export_ban,legal_basis,healthcare_notice,basg_note,shortage_start,estimated_end,scraped_at,prk
AT,Austria,BASG,Bisoprolol Sandoz 5 mg - Filmtabletten,BISOPROLOL HEMIFUMARAT,5 mg,Filmtablette,30 Stück,30 Stück Blister (OPA-Al-PVC/Al),C07AB07,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302253,25534
AT,Austria,BASG,Bisoprolol Sandoz 5 mg - Filmtabletten,BISOPROLOL HEMIFUMARAT,5 mg,Filmtablette,60 Stück,60 Stück Blister (OPA-Al-PVC/Al),C07AB07,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302257,25534
AT,Austria,BASG,Bisoprolol Sandoz 5 mg - Filmtabletten,BISOPROLOL HEMIFUMARAT,5 mg,Filmtablette,20 Stück,20 Stück Blister (OPA-Al-PVC/Al),C07AB07,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302259,25534
AT,Austria,BASG,Olanzapin neuraxpharm 10 mg Schmelztabletten,OLANZAPIN,10 mg,Schmelztablette,28 tablets Stück,"Peel-off aluminium/aluminium blister, n/a",N05AH03,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302262,60968
AT,Austria,BASG,Olanzapin neuraxpharm 10 mg Schmelztabletten,OLANZAPIN,10 mg,Schmelztablette,14 tablets Stück,"Peel-off aluminium/aluminium blister, n/a",N05AH03,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302266,60968
AT,Austria,BASG,Enantone Monats-Depot - Zweikammerspritze,LEUPRORELIN ACETAT,,Pulver und Lösungsmittel zur Herstellung einer Injektionssuspension,1 Stück,"Die Zweikammerspritze (Glas EP Typ I) mit aufgesetzter Nadel, Luer-Lock-Verschluss (Polypropylen) und Stopfensystem (Chlorbutyl-Gummi) ist versiegelt in einer Blisterpackung",L02AE02,"Takeda Pharma Ges.m.b.H., Gebäude F Technologiestraße 5, 1120 Wien, Österreich","Takeda Pharma Ges.m.b.H., Gebäude F Technologiestraße 5, 1120 Wien, Österreich",eingeschränkt verfügbar,Unzureichendes Kontingent für Österreich,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302269,76597
AT,Austria,BASG,"Endoxan ""Baxter"" 500 mg - Trockenstechampulle",CYCLOPHOSPHAMID,500 mg,,1 Stück,1 x 1 Stück Trockenstechampulle gemäß DIN aus farblosem Glas Typ III oder Typ I,L01AA01,"Baxter Healthcare GmbH, Stella-Klein-Löw-Weg 15, 1020 Wien, Österreich","Baxter Healthcare GmbH, Stella-Klein-Löw-Weg 15, 1020 Wien, Österreich",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Ja,,,,2026-09-21T13:13:14.302271,5045
AT,Austria,BASG,Duloxetin 1A Pharma 60 mg - magensaftresistente Hartkapseln,DULOXETIN HYDROCHLORID,60 mg,magensaftresistente Hartkapsel,30 Stück,30 Hartkapseln in PVC/PE/PCTFE/AL oder PA/AL/PVC/AL-Blister,N06AX21,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302274,79065
AT,Austria,BASG,Duloxetin 1A Pharma 60 mg - magensaftresistente Hartkapseln,DULOXETIN HYDROCHLORID,60 mg,magensaftresistente Hartkapsel,14 Stück,14 Hartkapseln in PVC/PE/PCTFE/AL oder PA/AL/PVC/AL-Blister,N06AX21,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302276,79065
AT,Austria,BASG,"BRIMOGEN 2 mg/ml Augentropfen, Lösung",BRIMONIDIN TARTRAT,2 mg/ml,"Augentropfen, Lösung",1 Stück,1 x 5 ml in Tropfflasche aus Hochdruckpolyethylen(LDPE) mit einer Tropfspritze aus Hochdruckpolyethylen(LDPE) und einer weißen Schraubkappe aus Niederdruckpolyethylen(HDPE),S01EA05,"Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich","Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich",Nicht verfügbar,Produktionstransfer zu einem alternativen Hersteller,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-09-21T13:13:14.302279,
AT,Austria,BASG,Eisencarboxymaltose Sandoz 50 mg/ml - Dispersion zur Injektion/Infusion,EISENCARBOXYMALTOSE,50 mg/ml,Dispersion zur Injektion/Infusion,1 Stück,1x20ml in Durchstechflasche (Typ-I-Glas) mit einem Stopfen (grauer Chlorobutylgummi) und einer Aluminiumkappe,,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302284,
AT,Austria,BASG,Eisencarboxymaltose Sandoz 50 mg/ml - Dispersion zur Injektion/Infusion,EISENCARBOXYMALTOSE,50 mg/ml,Dispersion zur Injektion/Infusion,1 Stück,1x10ml in Durchstechflasche (Typ-I-Glas) mit einem Stopfen (grauer Chlorobutylgummi) und einer Aluminiumkappe,,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302286,
AT,Austria,BASG,Eisencarboxymaltose Sandoz 50 mg/ml - Dispersion zur Injektion/Infusion,EISENCARBOXYMALTOSE,50 mg/ml,Dispersion zur Injektion/Infusion,5 Stück,5x2ml in Durchstechflasche (Typ-I-Glas) mit einem Stopfen (grauer Chlorobutylgummi) und einer Aluminiumkappe,,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302289,
AT,Austria,BASG,Eisencarboxymaltose Sandoz 50 mg/ml - Dispersion zur Injektion/Infusion,EISENCARBOXYMALTOSE,50 mg/ml,Dispersion zur Injektion/Infusion,5 Stück,5x10ml in Durchstechflasche (Typ-I-Glas) mit einem Stopfen (grauer Chlorobutylgummi) und einer Aluminiumkappe,,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302291,
AT,Austria,BASG,"Venlafaxin Sandoz GmbH 75 mg – Hartkapseln, retardiert",VENLAFAXIN HYDROCHLORID,75 mg,"Hartkapsel, retardiert",30 Stück,30 Kapseln in Aluminium-PVC/ACLAR-Blister,N06AX16,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302294,47511
AT,Austria,BASG,"Venlafaxin Sandoz GmbH 75 mg – Hartkapseln, retardiert",VENLAFAXIN HYDROCHLORID,75 mg,"Hartkapsel, retardiert",10 Stück,10 Kapseln in Aluminium-PVC/PVDC-Blister,N06AX16,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302296,47511
AT,Austria,BASG,Quetiapin neuraxpharm 50 mg Retardtabletten,QUETIAPIN FUMARAT,50 mg,Retardtablette,30 Stück,30 Tabletten in weiß-opake PVC/PCTFE//Aluminium-Blisterpackung,N05AH04,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302299,84182
AT,Austria,BASG,Quetiapin neuraxpharm 50 mg Retardtabletten,QUETIAPIN FUMARAT,50 mg,Retardtablette,10 Stück,10 Tabletten in weiß-opake PVC/PCTFE//Aluminium-Blisterpackung,N05AH04,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302302,84182
AT,Austria,BASG,Lanair 4 mg - Kautabletten,MONTELUKAST NATRIUM,40 mg,Kautablette,30 Stück,30 Stück in Blister,R03DC03,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Regulatorische Änderungen,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302305,67857
AT,Austria,BASG,Tyenne 162 mg Injektionslösung in einem Fertigpen,TOCILIZUMAB,162 mg,Injektionslösung im Fertigpen,4 Stück,"0,9 ml Lösung in einer Fertigspritze (Glasart I) mit fester Nadel aus rostfreiem Stahl. Die Spritze ist mit einem latexfreien Nadelschutz und einem Kolbenstopper (Brombutylgummi) versehen und enthäl",L04AC07,"Fresenius Kabi Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany","Fresenius Kabi Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-09-21T13:13:14.302308,128201
AT,Austria,BASG,Diclofenac Sandoz 50 mg - Filmtabletten,DICLOFENAC NATRIUM,50 mg,Filmtablette,30 Stück,30 Stück,M01AB05,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302311,
AT,Austria,BASG,Diclofenac Sandoz 50 mg - Filmtabletten,DICLOFENAC NATRIUM,50 mg,Filmtablette,50 Stück,50 Stück,M01AB05,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302314,
AT,Austria,BASG,"Rivahib 2,5 mg-Filmtabletten",RIVAROXABAN,"2,5 mg",Filmtablette,60 Stück,"Clear, transparent PVC/PVDC 90 g/m2 pharmaceutical foil 250 μm and aluminium foil 0.020 mm, n/a",B01AF01,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302316,117250
AT,Austria,BASG,"Rivahib 2,5 mg-Filmtabletten",RIVAROXABAN,"2,5 mg",Filmtablette,98 Stück,"Clear, transparent PVC/PVDC 90 g/m2 pharmaceutical foil 250 μm and aluminium foil 0.020 mm, n/a",B01AF01,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302319,117250
AT,Austria,BASG,"Rivahib 2,5 mg-Filmtabletten",RIVAROXABAN,"2,5 mg",Filmtablette,30 Stück,"Clear, transparent PVC/PVDC 90 g/m2 pharmaceutical foil 250 μm and aluminium foil 0.020 mm, n/a",B01AF01,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302321,117250
AT,Austria,BASG,EpiPen 300 Mikrogramm Injektionslösung in einem FertigPen,EPINEPHRIN,300 µg,Injektionslösung,1 Stück,1 Autoinjektor,C01CA24,"Viatris Healthcare Limited, Damastown Road Damastown Industrial Park -, D15 XD71 Dublin 15, Irland","Viatris Healthcare Limited, Damastown Road Damastown Industrial Park -, D15 XD71 Dublin 15, Irland",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302324,145262
AT,Austria,BASG,Kreon 10.000 Einheiten - Kapseln,PANKREAS(EXTRAKT),10000 E,Hartkapsel,20 Stück,20 Kapseln in Aluminium-Aluminium-Folie-Blister (je 10 Kapseln pro Blisterstreifen),A09AA02,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302326,138932
AT,Austria,BASG,Kreon 10.000 Einheiten - Kapseln,PANKREAS(EXTRAKT),10000 E,Hartkapsel,500 Stück,10 x 50 Kapseln in HDPE-Kunststoffdosen mit PP-Schraubverschluss (Bündelpackung),A09AA02,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302329,138932
AT,Austria,BASG,Kreon 10.000 Einheiten - Kapseln,PANKREAS(EXTRAKT),10000 E,Hartkapsel,50 Stück,50 Kapseln in HDPE-Kunststoffdosen mit PP-Schraubverschluss,A09AA02,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302331,138932
AT,Austria,BASG,Topiramat-ratiopharm 25 mg Filmtabletten,TOPIRAMAT,25 mg,Filmtablette,60 Stück,60 Stück (PVC/PE/PVDC-Aluminium Blister),N03AX11,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302334,45756
AT,Austria,BASG,"Alpha-Vision sine 2 mg/ml Augentropfen, Lösung im Einzeldosisbehältnis",BRIMONIDIN TARTRAT,2 mg/ml,"Augentropfen, Lösung im Einzeldosisbehältnis",60 Stück,"60 x 0,35 ml in Polyethylen niederer Dichte (LDPE) abgefüllt. Zwei Streifen mit je 5 Einzeldosisbehältnissen sind in einen Beutel aus laminierter Aluminiumfolie verpackt",S01EA05,"OmniVision GmbH, Lindberghstraße 9, 82178 Puchheim, Federal Republic of Germany","OmniVision GmbH, Lindberghstraße 9, 82178 Puchheim, Federal Republic of Germany",Nicht verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302336,39977
AT,Austria,BASG,Pantoprazol Alternova 20 mg magensaftresistente Tabletten,PANTOPRAZOL NATRIUM,20 mg,magensaftresistente Tablette,250 Stück,250 Stück (HDPE-Flasche),A02BC02,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302339,52272
AT,Austria,BASG,Pantoprazol Alternova 20 mg magensaftresistente Tabletten,PANTOPRAZOL NATRIUM,20 mg,magensaftresistente Tablette,14 Stück,14 Stück (Blister),A02BC02,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302341,52272
AT,Austria,BASG,Pantoprazol Alternova 20 mg magensaftresistente Tabletten,PANTOPRAZOL NATRIUM,20 mg,magensaftresistente Tablette,7 Stück,7 Stück (Blister),A02BC02,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302344,52272
AT,Austria,BASG,Pantoprazol Alternova 20 mg magensaftresistente Tabletten,PANTOPRAZOL NATRIUM,20 mg,magensaftresistente Tablette,30 Stück,30 Stück (Blister),A02BC02,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302346,52272
AT,Austria,BASG,Prepidil - Gel zur intrazervikalen Anwendung,DINOPROSTON,,Gel zur endozervikalen Anwendung,1 Stück,"1 Kunststoffinjektor (Polyethylen), bestehend aus Spritze, Stopfen und Katheter, 1 x 3 g",G02AD02,"Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich","Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich",Nicht verfügbar,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302349,71943
AT,Austria,BASG,Mirtazapin !@ctavis 15 mg Filmtabletten,MIRTAZAPIN,15 mg,Filmtablette,30 Stück,30 Filmtabletten in durchsichtigen PVC/Al-Blisterpackungen,N06AX11,"Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland","Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302351,75221
AT,Austria,BASG,Quetialan XR 300 mg-Retardtabletten,QUETIAPIN FUMARAT,300 mg,Retardtablette,60 Stück,"60 Retardtabletten in weißen, opaken PVC/PCTFE-Aluminium-Blisterpackungen",N05AH04,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302354,84204
AT,Austria,BASG,Quetialan XR 300 mg-Retardtabletten,QUETIAPIN FUMARAT,300 mg,Retardtablette,10 Stück,"10 Retardtabletten in weißen, opaken PVC/PCTFE-Aluminium-Blisterpackungen",N05AH04,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302356,84204
AT,Austria,BASG,Celecoxib ratiopharm GmbH 200 mg Hartkapseln,CELECOXIB,200 mg,Hartkapsel,30 Stück,"PVC/Al, n/a",M01AH01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302359,59005
AT,Austria,BASG,Celecoxib ratiopharm GmbH 200 mg Hartkapseln,CELECOXIB,200 mg,Hartkapsel,10 Stück,"PVC/Al, n/a",M01AH01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302361,59005
AT,Austria,BASG,"Bosentan Reddy 62,5 mg Filmtabletten",BOSENTAN MONOHYDRAT,62.5 mg,Filmtablette,56 Stück,Blisterpackung aus Alu/Alu (OPA/Alu/PVC-Alu) oder Triplex (PVC/PE/PVdC-Alu).,C02KX01,"Reddy Holding GmbH, Kobelweg 95, 86156 Augsburg, Federal Republic of Germany","Reddy Holding GmbH, Kobelweg 95, 86156 Augsburg, Federal Republic of Germany",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-09-21T13:13:14.302365,67369
AT,Austria,BASG,Cefotaxim-MIP 2 g - Pulver zur Herstellung einer Injektions- oder Infusionslösung,CEFOTAXIM NATRIUM,2 g,,10 Stück,10 Durchstechflaschen aus Glas,J01DD01,"MIP Pharma Austria GmbH, Maria-Theresien-Straße 7/II, 6020 Innsbruck, Österreich","MIP Pharma Austria GmbH, Maria-Theresien-Straße 7/II, 6020 Innsbruck, Österreich",Nicht verfügbar,Verzögerung in der Freigabe des Fertigproduktes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Ja,,,,2026-09-21T13:13:14.302368,79065
AT,Austria,BASG,"Ganirelix Gedeon Richter 0,25 mg/0,5 ml Injektionslösung in einer Fertigspritze",GANIRELIX,"0,25 mg/0,5 ml",Injektionslösung in einer Fertigspritze,5 Stück,"5 Stück: Das Arzneimittel ist in eine Glasspritze mit einer eingeklebten Edelstahlnadel abgefüllt, die mit einem  Kolbenstopfen verschlossen und mit einer Kolbenstange versehen ist. Die Injektionsna",H01CC01,"Richter Gedeon Plc., Gyomroi Ut 19-21, 1103 Budapest X, Ungarn","Richter Gedeon Plc., Gyomroi Ut 19-21, 1103 Budapest X, Ungarn",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-09-21T13:13:14.302370,59048
AT,Austria,BASG,"Ganirelix Gedeon Richter 0,25 mg/0,5 ml Injektionslösung in einer Fertigspritze",GANIRELIX,"0,25 mg/0,5 ml",Injektionslösung in einer Fertigspritze,1 Stück,"1 Stück: Das Arzneimittel ist in eine Glasspritze mit einer eingeklebten Edelstahlnadel abgefüllt, die mit einem  Kolbenstopfen verschlossen und mit einer Kolbenstange versehen ist. Die Injektionsna",H01CC01,"Richter Gedeon Plc., Gyomroi Ut 19-21, 1103 Budapest X, Ungarn","Richter Gedeon Plc., Gyomroi Ut 19-21, 1103 Budapest X, Ungarn",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-09-21T13:13:14.302374,59048
AT,Austria,BASG,Quetiapin neuraxpharm 400 mg Retardtabletten,QUETIAPIN FUMARAT,400 mg,Retardtablette,60 Stück,60 Tabletten in weiß-opake PVC/PCTFE//Aluminium-Blisterpackung,N05AH04,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.302377,84212
