country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,package_description,atc_code,marketing_auth_holder,reporter,status,reason,parallel_export_ban,legal_basis,healthcare_notice,basg_note,shortage_start,estimated_end,scraped_at,prk
AT,Austria,BASG,Privigen 100 mg/ml Infusionslösung,IMMUNGLOBULIN,100 mg/ml,Infusionslösung,1 Stück,"Glas 25ml(2,5g)",J06BA02,"CSL Behring GmbH, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany","BASG, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",,,2026-09-21T13:13:14.300752,80047
AT,Austria,BASG,Privigen 100 mg/ml Infusionslösung,IMMUNGLOBULIN,100 mg/ml,Infusionslösung,1 Stück,Glas 400ml(40g),J06BA02,"CSL Behring GmbH, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany","BASG, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",,,2026-09-21T13:13:14.300768,80047
AT,Austria,BASG,Privigen 100 mg/ml Infusionslösung,IMMUNGLOBULIN,100 mg/ml,Infusionslösung,1 Stück,Glas 200ml(20g),J06BA02,"CSL Behring GmbH, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany","BASG, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",,,2026-09-21T13:13:14.300773,80047
AT,Austria,BASG,Privigen 100 mg/ml Infusionslösung,IMMUNGLOBULIN,100 mg/ml,Infusionslösung,1 Stück,Glas 100ml(10g),J06BA02,"CSL Behring GmbH, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany","BASG, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",,,2026-09-21T13:13:14.300777,80047
AT,Austria,BASG,Privigen 100 mg/ml Infusionslösung,IMMUNGLOBULIN,100 mg/ml,Infusionslösung,1 Stück,Glas 50ml(5g),J06BA02,"CSL Behring GmbH, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany","BASG, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",,,2026-09-21T13:13:14.300780,80047
AT,Austria,BASG,Doxybene 100 mg - lösbare Tabletten,DOXYCYCLIN,100 mg,Tablette zur Herstellung einer Lösung zum Einnehmen,10 Stück,10 Stück in Alu/PVC-Folie-Blister,J01AA02,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",eingeschränkt verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300784,68438
AT,Austria,BASG,Doxybene 100 mg - lösbare Tabletten,DOXYCYCLIN,100 mg,Tablette zur Herstellung einer Lösung zum Einnehmen,5 Stück,5 Stück in Alu/PVC-Folie-Blister,J01AA02,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300789,68438
AT,Austria,BASG,"Lutrelef 3,2 mg - Pulver und Lösungsmittel zur Herstellung einer Injektionslösung",GONADORELIN ACETAT,,Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,1 Stück,"1 Durchstechflasche (Braunglas Typ I Ph. Eur. mit Chlorobutyl-Gummistopfen und Aluminium-Kappe) mit 13,2 g Pulver + 1 Durchstechflasche (Braunglas Typ I Ph. Eur. mit Chlorobutyl-Gummistopfen und Alumi",H01CA01,"Ferring Arzneimittel Ges.m.b.H., The Icon Wiedner Gürtel 13, Turm 24, 10.OG -, 1100 Wien, Österreich","Ferring Arzneimittel Ges.m.b.H., The Icon Wiedner Gürtel 13, Turm 24, 10.OG -, 1100 Wien, Österreich",Nicht verfügbar,Sonstiger,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Ja,,,,2026-09-21T13:13:14.300793,105155
AT,Austria,BASG,Bupropion 1A Pharma 300 mg - Tabletten mit veränderter Wirkstofffreisetzung,BUPROPION HYDROCHLORID,300 mg,Tablette mit veränderter Wirkstofffreisetzung,10 Stück,"OPA/Alu/PVC-Alu-Blister,  Packungen zu 10 Tabletten mit veränderter Wirkstofffreisetzung",N06AX12,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300797,82899
AT,Austria,BASG,Bupropion 1A Pharma 300 mg - Tabletten mit veränderter Wirkstofffreisetzung,BUPROPION HYDROCHLORID,300 mg,Tablette mit veränderter Wirkstofffreisetzung,30 Stück,"OPA/Alu/PVC-Alu-Blister,  Packungen zu 30 Tabletten mit veränderter Wirkstofffreisetzung",N06AX12,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300800,82899
AT,Austria,BASG,Vicard 1 mg - Tabletten,TERAZOSIN HYDROCHLORID,,Tablette,28 Stück,28 Stück,G04CA03,"Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland","Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300803,
AT,Austria,BASG,Vicard 1 mg - Tabletten,TERAZOSIN HYDROCHLORID,,Tablette,10 Stück,10 Stück,G04CA03,"Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland","Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300806,
AT,Austria,BASG,"Shingrix Pulver und Suspension zur Herstellung einer Injektionssuspension, Herpes-Zoster-Impfstoff (rekombinant, adjuvantiert)","VARICELLA ZOSTERVIRUS (AUSZUG, PRODUKTE)",,Pulver und Suspension zur Herstellung einer Injektionssuspension,1 Stück,"1 Stück - Pulver für 1 Dosis in einer Durchstechflasche (Glas Typ I) mit Stopfen (Butylgummi), Suspension für 1 Dosis in einer Durchstechflasche (Glas Typ I) mit Stopfen (Butylgummi)",J07BK03,"N.V. GlaxoSmithKline Biologicals S.A., Rue De L'Institut 89, 1330 Rixensart, Kingdom of Belgium","N.V. GlaxoSmithKline Biologicals S.A., Rue De L'Institut 89, 1330 Rixensart, Kingdom of Belgium",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300815,202843
AT,Austria,BASG,Daktarin 2% - orales Gel,"POLYSORBAT 20, MICONAZOL",2 %,Gel zur Anwendung in der Mundhöhle,40 g,Aluminium-Tube mit Messlöffel,A01AB09,"Kenvue Austria GmbH, Leopold-Ungar-Platz 2, 1190 Wien, Österreich","Kenvue Austria GmbH, Leopold-Ungar-Platz 2, 1190 Wien, Österreich",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300818,4650
AT,Austria,BASG,Teicoplanin Viatris 400 mg Pulver zur Herstellung einer Injektions-/Infusionslösung oder einer Lösung zum Einnehmen,TEICOPLANIN,400 mg,Pulver zur Herstellung einer Injektions-/Infusionslösung,5 Stück,5 x 10ml-Durchstechflasche aus Typ II-Glas mit Chlorobutyl- Gummistopfen und einer Aluminium-Flip-off-Kappe,J01XA02,"Viatris Limited, Damastown Industrial Park Mulhuddart -, D15 XD71 Dublin 15, Irland","Viatris Limited, Damastown Industrial Park Mulhuddart -, D15 XD71 Dublin 15, Irland",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300821,33588
AT,Austria,BASG,Diamicron MR 30 mg Tabletten mit veränderter Wirkstofffreisetzung,GLICLAZID,30 mg,Tablette mit veränderter Wirkstofffreisetzung,30 Stück,30 Stück in Aluminium/PVC-Blister,A10BB09,"Servier Austria GmbH, Mariahilfer Straße 20/7, 1070 Wien, Österreich","Servier Austria GmbH, Mariahilfer Straße 20/7, 1070 Wien, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300824,61530
AT,Austria,BASG,Diamicron MR 30 mg Tabletten mit veränderter Wirkstofffreisetzung,GLICLAZID,30 mg,Tablette mit veränderter Wirkstofffreisetzung,120 Stück,120 Stück in Aluminium/PVC-Blister,A10BB09,"Servier Austria GmbH, Mariahilfer Straße 20/7, 1070 Wien, Österreich","Servier Austria GmbH, Mariahilfer Straße 20/7, 1070 Wien, Österreich",verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300827,61530
AT,Austria,BASG,Linezolid ratiopharm 600 mg Filmtabletten,LINEZOLID,600 mg,Filmtablette,20 Stück,20 Tabletten in Aluminium-Aluminium (Peel-Durchdrück) Blisterpackungen oder Transparente PVC/PVdC-Aluminium-Blisterpackungen oder Aluminium-Aluminium Blisterpackungen,J01XX08,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300830,60186
AT,Austria,BASG,Linezolid ratiopharm 600 mg Filmtabletten,LINEZOLID,600 mg,Filmtablette,10 Stück,10  Tabletten in Aluminium-Aluminium (Peel-Durchdrück) Blisterpackungen oder Transparente PVC/PVdC-Aluminium-Blisterpackungen oder Aluminium-Aluminium Blisterpackungen,J01XX08,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300833,60186
AT,Austria,BASG,Clarithromycin ratiopharm GmbH 500 mg Filmtabletten,CLARITHROMYCIN,,Filmtablette,7 Stück,7 Filmtabletten (PVC/PVdC/Al-Blister transparent),J01FA09,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300836,39977
AT,Austria,BASG,Clarithromycin ratiopharm GmbH 500 mg Filmtabletten,CLARITHROMYCIN,,Filmtablette,14 Stück,14 Filmtabletten (PVC/PVdC/Al-Blister transparent),J01FA09,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300838,39977
AT,Austria,BASG,Donepezil Krka 5 mg Filmtabletten,DONEPEZIL HYDROCHLORID,5 mg,Filmtablette,10 Stück,10 Tabletten (OPA/Al/PVC/Al Blisterpackung),N06DA02,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300841,106550
AT,Austria,BASG,Donepezil Krka 5 mg Filmtabletten,DONEPEZIL HYDROCHLORID,5 mg,Filmtablette,90 Stück,90 Tabletten (OPA/Al/PVC/Al Blisterpackung),N06DA02,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300844,106550
AT,Austria,BASG,Donepezil Krka 5 mg Filmtabletten,DONEPEZIL HYDROCHLORID,5 mg,Filmtablette,30 Stück,30 Tabletten (OPA/Al/PVC/Al Blisterpackung),N06DA02,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300847,106550
AT,Austria,BASG,Escitalopram Krka 10 mg Filmtabletten,ESCITALOPRAM OXALAT,10 mg,Filmtablette,30 Stück,30 Stück (OPA/Al/PVC- Blister),N06AB10,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300850,74969
AT,Austria,BASG,Escitalopram Krka 10 mg Filmtabletten,ESCITALOPRAM OXALAT,10 mg,Filmtablette,14 Stück,14 Stück (OPA/Al/PVC- Blister),N06AB10,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300852,74969
AT,Austria,BASG,Escitalopram Krka 10 mg Filmtabletten,ESCITALOPRAM OXALAT,10 mg,Filmtablette,100 Stück,100 Stück (OPA/Al/PVC- Blister),N06AB10,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300855,74969
AT,Austria,BASG,ZYPADHERA 405 mg Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension,OLANZAPIN,405 mg,Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension,1 Stück,Pulver in Durchstechflasche(Glas 405mg); Lösungsmittel in Durchstechflasche(Glas 3ml) + 1 Spritze mit bereits aufgesetzter Sicherheitskanüle + 2 Sicherheitskanülen,N05AH03,"Cheplapharm Registration GmbH, Weiler Straße 5e, 79540 Lörrach, Federal Republic of Germany","Cheplapharm Registration GmbH, Weiler Straße 5e, 79540 Lörrach, Federal Republic of Germany",Nicht verfügbar,Verzögerung in der Freigabe des Fertigproduktes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300858,84204
AT,Austria,BASG,Olanzapin Sandoz 15 mg - Filmtabletten,OLANZAPIN,15 mg,Filmtablette,28 Stück,28 Stück (Blister),N05AH03,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300861,61131
AT,Austria,BASG,Olanzapin Sandoz 15 mg - Filmtabletten,OLANZAPIN,15 mg,Filmtablette,7 Stück,7 Stück (Blister),N05AH03,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300863,61131
AT,Austria,BASG,"Amlodipin/Valsartan/Hydrochlorothiazid ratiopharm 5 mg/160 mg/12,5 mg Filmtabletten","AMLODIPIN BESILAT, HYDROCHLOROTHIAZID, VALSARTAN","5/160/12,5 mg",Filmtablette,30 Stück,PVC/PVDC/Al-Blisterpackung,C09DX01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300866,123420
AT,Austria,BASG,Fostimon 150 I.E. Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,UROFOLLITROPIN,150 IE,Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,1 Stück,"1 x Pulver in einer Durchstechflasche (Glas Typ I) mit Gummistopfen (Bromobutyl), mit einer Versiegelung (Aluminium) und einer Flip-Off-Kappe (Plastik) + 1 ml Lösungsmittel in einer Ampulle (Glas Typ",G03GA04,"IBSA Farmaceutici Italia S.r.l., Via Martiri Di Cefalonia 2, 26900 Lodi, Italien","IBSA Farmaceutici Italia S.r.l., Via Martiri Di Cefalonia 2, 26900 Lodi, Italien",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300869,104531
AT,Austria,BASG,Fostimon 150 I.E. Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,UROFOLLITROPIN,150 IE,Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,5 Stück,"5 x Pulver in einer Durchstechflasche (Glas Typ I) mit Gummistopfen (Bromobutyl), mit einer Versiegelung (Aluminium) und einer Flip-Off-Kappe (Plastik) + 1 ml Lösungsmittel in einer Ampulle (Glas Typ",G03GA04,"IBSA Farmaceutici Italia S.r.l., Via Martiri Di Cefalonia 2, 26900 Lodi, Italien","IBSA Farmaceutici Italia S.r.l., Via Martiri Di Cefalonia 2, 26900 Lodi, Italien",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300872,104531
AT,Austria,BASG,Fostimon 150 I.E. Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,UROFOLLITROPIN,150 IE,Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,10 Stück,"10 x Pulver in einer Durchstechflasche (Glas Typ I) mit Gummistopfen (Bromobutyl), mit einer Versiegelung (Aluminium) und einer Flip-Off-Kappe (Plastik) + 1 ml Lösungsmittel in einer Ampulle (Glas Ty",G03GA04,"IBSA Farmaceutici Italia S.r.l., Via Martiri Di Cefalonia 2, 26900 Lodi, Italien","IBSA Farmaceutici Italia S.r.l., Via Martiri Di Cefalonia 2, 26900 Lodi, Italien",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300876,104531
AT,Austria,BASG,"Uragelan 30 mg-Hartkapseln, retardiert",URAPIDIL,30 mg,"Hartkapsel, retardiert",60 Stück,HDPE-Behältnisse mit PP-Deckel und Trocknungsmittel,C02CA06,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300879,60186
AT,Austria,BASG,"Uragelan 30 mg-Hartkapseln, retardiert",URAPIDIL,30 mg,"Hartkapsel, retardiert",30 Stück,HDPE-Behältnisse mit PP-Deckel und Trocknungsmittel,C02CA06,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300882,60186
AT,Austria,BASG,Memantin HCS 10 mg Filmtabletten,MEMANTIN HYDROCHLORID,10 mg,Filmtablette,14 Stück,14 Stück (PVC/PVDC-Al- Blister),N06DX01,"HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium","HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300885,66818
AT,Austria,BASG,Memantin HCS 10 mg Filmtabletten,MEMANTIN HYDROCHLORID,10 mg,Filmtablette,98 Stück,98 Stück (PVC/PVDC-Al- Blister),N06DX01,"HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium","HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300887,66818
AT,Austria,BASG,Memantin HCS 10 mg Filmtabletten,MEMANTIN HYDROCHLORID,10 mg,Filmtablette,28 Stück,28 Stück (PVC/PVDC-Al- Blister),N06DX01,"HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium","HCS B.V., Hendrik Kennisstraat 53, 2650 Edegem, Kingdom of Belgium",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300890,66818
AT,Austria,BASG,"VAQTA K pro infantibus 25 E/0,5 ml Injektionssuspension in einer Fertigspritze",HEPATITIS-A-VIRUS,"25 E/0,5 ml",Injektionssuspension in einer Fertigspritze,1 Stück,1 Fertigspritze mit 2 separaten Kanülen,J07BC02,"Merck Sharp & Dohme Ges.m.b.H., THE ICON VIENNA Turm A, 20. Stock, Wiedner Gürtel 9-13, 1100 Wien, Österreich","Merck Sharp & Dohme Ges.m.b.H., THE ICON VIENNA Turm A, 20. Stock, Wiedner Gürtel 9-13, 1100 Wien, Österreich",Nicht verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300893,62049
AT,Austria,BASG,Simvastatin Hexal 80 mg - Filmtabletten,SIMVASTATIN,80 mg,Filmtablette,30 Stück,30 Stück (Blister),C10AA01,"Hexal Pharma GmbH, Jakov-Lind-Straße 5,Top 3.05, 1020 Wien, Österreich","Hexal Pharma GmbH, Jakov-Lind-Straße 5,Top 3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300896,76368
AT,Austria,BASG,"Rivaroxaban ratiopharm 2,5 mg Filmtabletten",RIVAROXABAN,"2,5 mg",Filmtablette,60 Stück,60x1 Tabletten in PVC/PVdC-Aluminium-Blisterpackungen mit perforierten Blisterpackungen,B01AF01,"ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich","ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300899,117250
AT,Austria,BASG,"Rivaroxaban ratiopharm 2,5 mg Filmtabletten",RIVAROXABAN,"2,5 mg",Filmtablette,28 Stück,28x1 Tabletten in  PVC/PVdC-Aluminium-Blisterpackungen mit perforierten Blisterpackungen,B01AF01,"ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich","ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-09-21T13:13:14.300901,117250
