country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,marketing_auth_holder,shortage_start,estimated_end,status,reason,alternative,scraped_at
HU,Hungary,OGYEI,COSIM 100 mg filmtabletta,lacosamide,,56 X   - buborékcsomagolásban,OGYI-T-23306/05,N03AX18,Richter Gedeon Nyrt.,2026-02-10,2026-03-30,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.094325
HU,Hungary,OGYEI,COSIM 150 mg filmtabletta,lacosamide,,56 X   - buborékcsomagolásban,OGYI-T-23306/08,N03AX18,Richter Gedeon Nyrt.,2026-02-25,2026-03-30,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.095322
HU,Hungary,OGYEI,COSIM 200 mg filmtabletta,lacosamide,,56 X   - buborékcsomagolásban,OGYI-T-23306/11,N03AX18,Richter Gedeon Nyrt.,2026-02-10,2026-03-30,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.095322
HU,Hungary,OGYEI,COSOPT UNO 20 mg/ml+5 mg/ml oldatos szemcsepp egyadagos tartályban,timolol;dorzolamide,,60 X 0.2 ml egyadagos tartályban,OGYI-T-07662/03,S01ED51,Santen OY,2018-12-30,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.095322
HU,Hungary,OGYEI,COSYREL  5 mg/10 mg filmtabletta,bisoprolol;perindopril arginine,,10 X   - PP tartályban,OGYI-T-22952/06,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.095322
HU,Hungary,OGYEI,COSYREL  5 mg/10 mg filmtabletta,bisoprolol;perindopril arginine,,100 X   - HDPE tartályban,OGYI-T-22952/09,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.095322
HU,Hungary,OGYEI,COSYREL  5 mg/10 mg filmtabletta,bisoprolol;perindopril arginine,,120 X   - PP tartályban,OGYI-T-22952/10,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.095322
HU,Hungary,OGYEI,COSYREL  5 mg/10 mg filmtabletta,bisoprolol;perindopril arginine,,28 X   - PP tartályban,OGYI-T-22952/23,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.095322
HU,Hungary,OGYEI,COSYREL  5 mg/10 mg filmtabletta,bisoprolol;perindopril arginine,,30 X   - PP tartályban,OGYI-T-22952/07,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.095322
HU,Hungary,OGYEI,COSYREL  5 mg/10 mg filmtabletta,bisoprolol;perindopril arginine,,84 X   - PP tartályban,OGYI-T-22952/24,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.096323
HU,Hungary,OGYEI,COSYREL  5 mg/10 mg filmtabletta,bisoprolol;perindopril arginine,,90 X   - PP tartályban,OGYI-T-22952/08,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.096323
HU,Hungary,OGYEI,COSYREL  5 mg/5 mg filmtabletta,bisoprolol;perindopril arginine,,10 X   - PP tartályban,OGYI-T-22952/01,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.096323
HU,Hungary,OGYEI,COSYREL  5 mg/5 mg filmtabletta,bisoprolol;perindopril arginine,,100 X   - HDPE tartályban,OGYI-T-22952/04,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.096323
HU,Hungary,OGYEI,COSYREL  5 mg/5 mg filmtabletta,bisoprolol;perindopril arginine,,120 X   - PP tartályban,OGYI-T-22952/05,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.096323
HU,Hungary,OGYEI,COSYREL  5 mg/5 mg filmtabletta,bisoprolol;perindopril arginine,,28 X   - PP tartályban,OGYI-T-22952/21,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.096323
HU,Hungary,OGYEI,COSYREL  5 mg/5 mg filmtabletta,bisoprolol;perindopril arginine,,30 X   - PP tartályban,OGYI-T-22952/02,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.096323
HU,Hungary,OGYEI,COSYREL  5 mg/5 mg filmtabletta,bisoprolol;perindopril arginine,,84 X   - PP tartályban,OGYI-T-22952/22,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.096323
HU,Hungary,OGYEI,COSYREL  5 mg/5 mg filmtabletta,bisoprolol;perindopril arginine,,90 X   - PP tartályban,OGYI-T-22952/03,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.096323
HU,Hungary,OGYEI,COSYREL 10 mg/10 mg filmtabletta,bisoprolol;perindopril arginine,,10 X   - PP tartályban,OGYI-T-22952/16,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.097331
HU,Hungary,OGYEI,COSYREL 10 mg/10 mg filmtabletta,bisoprolol;perindopril arginine,,30 X   - PP tartályban,OGYI-T-22952/17,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.097331
HU,Hungary,OGYEI,COSYREL 10 mg/5 mg filmtabletta,bisoprolol;perindopril arginine,,10 X   - PP tartályban,OGYI-T-22952/11,C09BX02,Les Laboratoires Servier,2018-11-21,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.097331
HU,Hungary,OGYEI,COTANYDON  80 mg/5 mg tabletta,telmisartan;amlodipine,,30 X   - buborékcsomagolásban,OGYI-T-23907/02,C09DB04,Richter Gedeon Nyrt.,2026-02-17,2026-03-30,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.097331
HU,Hungary,OGYEI,COTRIPHARM 400 mg/80 mg tabletta,sulfamethoxazole;trimethoprim,,20 X   - mûanyag tartályban,OGYI-T-06685/01,J01EE01,Wagner-Pharma Kft.,2022-06-01,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.097331
HU,Hungary,OGYEI,COVEREX 4 mg tabletta,perindopril,,30 X   - buborékcsomagolásban,OGYI-T-03861/01,C09AA04,Egis Gyógyszergyár Zrt.,2015-01-01,2027-12-31,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.097331
HU,Hungary,OGYEI,COVEREX FORTE tabletta,perindopril,,30 X   - buborékcsomagolásban,OGYI-T-03861/02,C09AA04,Egis Gyógyszergyár Zrt.,2015-01-01,2027-12-31,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.097331
HU,Hungary,OGYEI,COVEREX KOMB tabletta,indapamide;perindopril,,30 X   - átlátszó buborékcsomagolásban,OGYI-T-08404/01,C09BA04,Egis Gyógyszergyár Zrt.,2015-01-01,2027-12-31,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.097331
HU,Hungary,OGYEI,COVEREX KOMB tabletta,indapamide;perindopril,,90 X   - átlátszó buborékcsomagolásban,OGYI-T-08404/02,C09BA04,Egis Gyógyszergyár Zrt.,2015-01-01,2027-12-31,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.098322
HU,Hungary,OGYEI,"COZAAR  12,5 mg filmtabletta",losartan,,28 X   - buborékcsomagolásban,OGYI-T-06454/06,C09CA01,Organon Hungary Kft.,2017-08-05,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.098322
HU,Hungary,OGYEI,COZAAR  50 mg filmtabletta,losartan potassium,,7 X   - buborékcsomagolásban,OGYI-T-06454/12,C09CA01,Organon Hungary Kft.,2017-11-30,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.098322
HU,Hungary,OGYEI,CURAM DUO 400 mg/57 mg/5 ml por belsõleges szuszpenzióhoz,amoxicillin;clavulanic acid,,1 X 35 ml üvegben,OGYI-T-07886/02,J01CR02,Sandoz GmbH,2025-02-27,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.098322
HU,Hungary,OGYEI,CURAM FORTE por belsõleges szuszpenzióhoz,amoxicillin;clavulanic acid,,1 X 100 ml üvegben,OGYI-T-07886/05,J01CR02,Sandoz GmbH,2025-03-13,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.098322
HU,Hungary,OGYEI,Calquence 100 mg kemény kapszula,acalabrutinib,,60 X   - buborékcsomagolásban,EU/1/20/1479/002,L01EL02,AstraZeneca AB,2024-02-20,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.098322
HU,Hungary,OGYEI,Capecitabine Accord 150 mg filmtabletta,capecitabine,,60 X   - buborékcsomagolásban,EU/1/12/762/005,L01BC06,Accord Healthcare S.L.U.,2025-02-18,,shortage,Adminisztratív okok,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.098322
HU,Hungary,OGYEI,Capecitabine medac 500 mg filmtabletta,capecitabine,,120 X   - buborékcsomagolásban,EU/1/12/802/035,L01BC06,Medac GmbH,2024-06-10,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.098322
HU,Hungary,OGYEI,Cervarix szuszpenziós injekció elõretöltött fecskendõben,vakcina (virális),,1 X   - elõretöltött fecskendõben,EU/1/07/419/005,J07BM02,GlaxoSmithKline Biologicals S.A.,2020-03-01,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.098322
HU,Hungary,OGYEI,"Cetrotide 0,25 mg por és oldószer oldatos injekcióhoz (elõretöltött fecskendõben)",cetrorelix,,1 X   - injekciós üvegben,EU/1/99/100/001,H01CC02,Merck Europe B.V.,2026-02-25,2026-03-25,shortage,Megnövekedett igény,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.099321
HU,Hungary,OGYEI,"Champix 0,5 mg filmtabletta",varenicline,,56 X   - HDPE tartályban,EU/1/06/360/001,N07BA03,Pfizer Europe MA EEIG,2021-06-17,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.099321
HU,Hungary,OGYEI,"Champix 0,5 mg és 1 mg filmtabletta",varenicline,,11x0.5mg + 14 X 1 mg buborékcsomagolásban,EU/1/06/360/003,N07BA03,Pfizer Europe MA EEIG,2021-06-17,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.099321
HU,Hungary,OGYEI,Champix 1 mg filmtabletta,varenicline,,28 X   - buborékcsomagolásban,EU/1/06/360/004,N07BA03,Pfizer Europe MA EEIG,2021-06-17,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.099321
HU,Hungary,OGYEI,Champix 1 mg filmtabletta,varenicline,,56 X   - buborékcsomagolásban,EU/1/06/360/005,N07BA03,Pfizer Europe MA EEIG,2021-04-30,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.099321
HU,Hungary,OGYEI,Cinqaero 10 mg/ml koncentrátum oldatos infúzióhoz,reslizumab,,1 X 2.5 ml injekciós üvegben,EU/1/16/1125/002,R03DX08,Teva B.V.,2025-10-14,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.099321
HU,Hungary,OGYEI,Clopidogrel Teva 75 mg filmtabletta,clopidogrel,,30 X 1 - buborékcsomagolásban,EU/1/09/540/012,B01AC04,Teva B.V.,2024-01-09,,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.099321
HU,Hungary,OGYEI,"CoAprovel 300 mg/12,5 mg tabletta",irbesartan;hydrochlorothiazide,,28 X   - buborékcsomagolásban,EU/1/98/086/004,C09DA04,Sanofi Winthrop Industrie,2025-10-31,,shortage,Adminisztratív okok,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.099321
HU,Hungary,OGYEI,Combivir 150 mg/300 mg filmtabletta,lamivudine;zidovudine,,60 X   - buborékcsomagolásban,EU/1/98/058/001,J05AR01,ViiV Healthcare B.V.,2022-09-26,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.099321
HU,Hungary,OGYEI,Competact 15 mg/850 mg filmtabletta,pioglitazone;metformin,,56 X   -,EU/1/06/354/005,A10BD05,Cheplapharm Arzneimittel GmbH,2018-10-18,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.100323
HU,Hungary,OGYEI,"Corbilta  50 mg/12,5 mg/200 mg filmtabletta",levodopa;carbidopa;entacapone,,30 X   - HDPE tartályban,EU/1/13/859/002,N04BA03,Orion Corporation,2025-08-14,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.100323
HU,Hungary,OGYEI,Cymbalta 30 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,28 X   -,EU/1/04/296/001,N06AX21,Eli Lilly Nederland B.V.,2025-04-30,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.100323
HU,Hungary,OGYEI,Cymbalta 60 mg gyomornedv-ellenálló kemény kapszula,duloxetine,,28 X   -,EU/1/04/296/002,N06AX21,Eli Lilly Nederland B.V.,2025-04-30,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.100323
HU,Hungary,OGYEI,"DAEDALON KID 12,5 mg/5 ml belsõleges oldat",dimenhydrinate,,10 X   - tasakban,OGYI-T-03120/02,R06AA02,Richter Gedeon Nyrt.,2024-08-28,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.100323
HU,Hungary,OGYEI,DALACIN 10 mg/ml külsõleges emulzió,clindamycin,,1 X 30 ml tartályban,OGYI-T-00958/09,D10AF01,Pfizer Kft.,2026-02-22,2026-05-18,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.100323
HU,Hungary,OGYEI,DASATINIB ZENTIVA  50 mg filmtabletta,dasatinib,,60 X   - buborékcsomagolásban,OGYI-T-23833/02,L01EA02,"Zentiva, k.s.",2023-07-12,,shortage,Megnövekedett igény,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.100323
HU,Hungary,OGYEI,DASATINIB ZENTIVA  70 mg filmtabletta,dasatinib,,60 X   - buborékcsomagolásban,OGYI-T-23833/05,L01EA02,"Zentiva, k.s.",2025-04-02,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.100323
HU,Hungary,OGYEI,DASATINIB ZENTIVA 100 mg filmtabletta,dasatinib,,30 X   - buborékcsomagolásban,OGYI-T-23833/08,L01EA02,"Zentiva, k.s.",2023-07-12,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.101325
HU,Hungary,OGYEI,DASATINIB ZENTIVA 140 mg filmtabletta,dasatinib,,30 X   - buborékcsomagolásban,OGYI-T-23833/11,L01EA02,"Zentiva, k.s.",2025-04-02,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.101325
HU,Hungary,OGYEI,DECAPEPTYL DEPOT por és oldószer szuszpenziós injekcióhoz,triptorelin,,1 X   - porampulla,OGYI-T-05310/01,L02AE04,Ferring Magyarország Kft.,2025-08-01,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.101325
HU,Hungary,OGYEI,DECARIS  50 mg tabletta,levamisole,,2 X   - buborékcsomagolásban,OGYI-T-03428/01,P02CE01,Richter Gedeon Nyrt.,2026-02-25,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.101325
HU,Hungary,OGYEI,DECARIS 150 mg tabletta,levamisole,,1 X   - buborékcsomagolásban,OGYI-T-03428/02,P02CE01,Richter Gedeon Nyrt.,2026-03-03,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.101325
HU,Hungary,OGYEI,"DECIORA 3 mg/0,03 mg filmtabletta",drospirenone;ethinylestradiol,,3 X 21 - buborékcsomagolásban,OGYI-T-22271/08,G03AA12,Sandoz Hungária Kft.,2025-06-17,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.101325
HU,Hungary,OGYEI,DEKENOR 25 mg filmtabletta,dexketoprofen,,20 X 1 - buborékcsomagolásban,OGYI-T-23757/02,M01AE17,"Krka d.d.,",2026-02-28,2026-12-31,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.101325
HU,Hungary,OGYEI,DERMYC  50 mg kemény kapszula,fluconazole,,7 X   - átlátszó buborékcsomagolásban,OGYI-T-09322/01,J02AC01,Teva Gyógyszergyár Zrt.,2026-02-12,2026-05-01,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.101325
HU,Hungary,OGYEI,DETERGENS SULFURATUM FoNo VIII. HGA BIOMED,Precipitated sulfur,,1 X 100 g laminált Al tubusban,OGYI-T-09917/01,D11AC08,HGA Biomed Kft.,2021-09-01,,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.102323
HU,Hungary,OGYEI,DEXAMETHASONE KALCEKS 4 mg/ml oldatos injekció vagy infúzió,dexamethasone sodium phosphate,,10 X 1 ml ampulla,OGYI-T-23963/02,H02AB02,AS KALCEKS,2025-05-22,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.102323
HU,Hungary,OGYEI,DEXMEDETOMIDINE KALCEKS 100 mikrogramm/ml koncentrátum oldatos infúzióhoz,dexmedetomidine,,4 X 4 ml injekciós üvegben,OGYI-T-23604/04,N05CM18,AS KALCEKS,2024-03-25,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.102323
HU,Hungary,OGYEI,DHC CONTINUS  60 mg retard tabletta,dihydrocodeine,,20 X   - PP tartályban,OGYI-T-01635/01,N02AA08,Ennogen Healthcare (Europe) Ltd.,2026-02-05,2026-07-30,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.102323
HU,Hungary,OGYEI,DIAZEPEKS 5 mg/ml oldatos injekció,diazepam,,10 X 2 ml ampulla,OGYI-T-23060/01,N05BA01,Grindeks AS,2025-02-06,,shortage,Szállítási vagy raktározási gondok,Egyedi import,2026-03-13T23:10:54.102323
HU,Hungary,OGYEI,DICLOFENAC SANDOZ 50 mg/g gél,diclofenac,,1 X 50 g tubusban,OGYI-T-23245/01,M02AA15,Sandoz Hungária Kft.,2025-02-28,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.102323
HU,Hungary,OGYEI,DICLOFENAC-PP 1 mg/ml oldatos szemcsepp,diclofenac sodium,,1 X 5 ml tartályban,OGYI-T-06850/01,S01BC03,PannonPharma Kft.,2022-06-27,,shortage,Piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.102323
HU,Hungary,OGYEI,DICLOFENAC-RATIOPHARM 50 mg filmtabletta,diclofenac,,30 X   - buborékcsomagolásban,OGYI-T-05411/05,M01AB05,Teva Gyógyszergyár Zrt.,2025-10-14,2026-03-10,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.102323
HU,Hungary,OGYEI,DIFFERIN 1 mg/g gél,adapalene,,1 X 30 g tubusban,OGYI-T-08216/01,D10AD03,Galderma International,2019-10-04,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.103323
HU,Hungary,OGYEI,DIFFERIN 1 mg/g krém,adapalene,,1 X 30 g laminált Al tubusban,OGYI-T-08217/01,D10AD03,Galderma International,2018-08-30,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.103323
HU,Hungary,OGYEI,DIFLUCAN 100 mg kemény kapszula,fluconazole,,28 X   - buborékcsomagolásban,OGYI-T-01550/02,J02AC01,Pfizer Kft.,2017-01-01,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.103323
HU,Hungary,OGYEI,DIFLUCAN 150 mg kemény kapszula,fluconazole,,1 X   - buborékcsomagolásban,OGYI-T-01550/03,J02AC01,Pfizer Kft.,2016-08-25,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.103323
HU,Hungary,OGYEI,DIFLUCAN 200 mg kemény kapszula,fluconazole,,7 X   - buborékcsomagolásban,OGYI-T-01550/06,J02AC01,Pfizer Kft.,2016-07-19,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.103323
HU,Hungary,OGYEI,DIGIFUNGIN 10 mg/g kenõcs,tolnaftate,,1 X 20 g Al tubusban,OGYI-T-09406/01,D01AE18,Wagner-Pharma Kft.,2022-10-27,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.103323
HU,Hungary,OGYEI,"DIKORAL 0,74 mg/ml szájnyálkahártyán alkalmazott oldat",diclofenac,,1 X 200 ml üvegben,OGYI-T-20733/01,M01AB05,Farmaka s.r.l.,2022-11-24,,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Egyedi import,2026-03-13T23:10:54.103323
HU,Hungary,OGYEI,DIKORAL FORTE szájnyálkahártyán alkalmazott spray,diclofenac,,1 X 15 ml üvegben,OGYI-T-20733/02,M01AB05,Farmaka s.r.l.,2022-10-31,,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Egyedi import,2026-03-13T23:10:54.103323
HU,Hungary,OGYEI,DOBUTAMIN ADMEDA 250 mg oldatos infúzió,dobutamine,,1 X   - injekciós üvegben,OGYI-T-09221/02,C01CA07,ADMEDA Arzneimittel GmbH,2025-10-13,2026-06-30,shortage,Piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.103323
HU,Hungary,OGYEI,DOLGIT MAX 800 mg filmtabletta,ibuprofen,,50 X   - buborékcsomagolásban,OGYI-T-05283/02,M01AE01,Dolorgiet GmbH & Co. KG,2021-01-01,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.104323
HU,Hungary,OGYEI,DOLOFLEX 4% külsõleges oldatos spray,diclofenac sodium,,1 X 12.5 g üvegpalackban,OGYI-T-20327/01,M02AA15,HealthPort Registration Kft.,2012-08-27,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.104323
HU,Hungary,OGYEI,DOLOFLEX 4% külsõleges oldatos spray,diclofenac sodium,,1 X 25 g üvegpalackban,OGYI-T-20327/02,M02AA15,HealthPort Registration Kft.,2012-08-27,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.104323
HU,Hungary,OGYEI,DONA 750 mg filmtabletta,Glucosamine sulfate sodium chloride,,30 X   - HDPE tartályban,OGYI-T-04701/07,M01AX05,Cooper Consumer Health B.V.,2014-05-01,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.104323
HU,Hungary,OGYEI,DONA ARTHRO 400 mg oldatos injekció,glucosamine,,5 X   - ampulla,OGYI-T-04701/06,M01AX05,Cooper Consumer Health B.V.,2025-09-03,2026-12-31,shortage,Szállítási vagy raktározási gondok,Kontingens,2026-03-13T23:10:54.104323
HU,Hungary,OGYEI,DONALGIN 250 mg kemény kapszula,niflumic acid,,30 X   - PP tartályban,OGYI-T-03557/01,M01AX02,Richter Gedeon Nyrt.,2024-01-08,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.104323
