country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,marketing_auth_holder,shortage_start,estimated_end,status,reason,alternative,scraped_at
HU,Hungary,OGYEI,RINGER LAKTÁT-HARTMANN TEVA oldatos infúzió,electrolits,,1 X 500 ml mûanyag tartályban,OGYI-T-06189/04,B05BB01,Teva Gyógyszergyár Zrt.,2022-01-28,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.193288
HU,Hungary,OGYEI,RINGER-LAKTÁT EUROLIFE oldatos infúzió,calcium chloride dihydrate;sodium chloride;sodium lactate solution;potassium chloride,,10 X 1000 ml infúziós zsákban,OGYI-T-24261/02,B05BB01,Eurolife Healthcare Hungary Kft.,2024-08-07,,shortage,Hivatalbóli megállapítás,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.193288
HU,Hungary,OGYEI,RINGER-LAKTÁT EUROLIFE oldatos infúzió,calcium chloride dihydrate;sodium chloride;sodium lactate solution;potassium chloride,,20 X 500 ml infúziós zsákban,OGYI-T-24261/01,B05BB01,Eurolife Healthcare Hungary Kft.,2024-09-13,,shortage,Hivatalbóli megállapítás,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.193288
HU,Hungary,OGYEI,RINGER-LAKTÁT Fresenius oldatos infúzió,sodium chloride;potassium chloride,,20 X 500 ml KabiPac,OGYI-T-09223/14,B05BB01,Fresenius Kabi Deutschland GmbH,2026-02-24,2026-03-31,shortage,Megnövekedett igény,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.193288
HU,Hungary,OGYEI,RINGER-TEVA oldatos infúzió,electrolits,,1 X 500 ml mûanyag tartályban,OGYI-T-05890/08,B05BB01,Teva Gyógyszergyár Zrt.,2022-06-24,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.193288
HU,Hungary,OGYEI,RISEBONE DUO MAX filmtabletta,risedronic acid;cholecalciferol,,4x35 mg + 1 X 30000 NE buborékcsomagolásban,OGYI-T-22651/02,M05BB07,Pharma Patent Kft.,2020-03-16,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.193288
HU,Hungary,OGYEI,RISPERIDONE TEVA 25 mg por és oldószer retard szuszpenziós injekcióhoz,risperidone,,1 X   - ampulla,OGYI-T-23782/01,N05AX08,Teva Gyógyszergyár Zrt.,2025-05-29,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.193288
HU,Hungary,OGYEI,"RISPERIDONE TEVA 37,5 mg por és oldószer retard szuszpenziós injekcióhoz",risperidone,,1 X   - ampulla,OGYI-T-23782/02,N05AX08,Teva Gyógyszergyár Zrt.,2025-02-18,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.193288
HU,Hungary,OGYEI,RISPERIDONE TEVA 50 mg por és oldószer retard szuszpenziós injekcióhoz,risperidone,,1 X   - ampulla,OGYI-T-23782/03,N05AX08,Teva Gyógyszergyár Zrt.,2025-05-29,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.194288
HU,Hungary,OGYEI,"ROCALTROL 0,25 mikrogramm lágy kapszula",calcitriol,,30 X   - buborékcsomagolásban,OGYI-T-01214/03,A11CC04,Atnahs Pharma Netherlands B.V.,2026-03-06,2026-03-23,shortage,Korlátozottan elérhetõ,Egyedi import,2026-03-13T23:10:54.194288
HU,Hungary,OGYEI,"ROCALTROL 0,5 mikrogramm lágy kapszula",calcitriol,,100 X   - buborékcsomagolásban,OGYI-T-01214/04,A11CC04,Atnahs Pharma Netherlands B.V.,2026-03-06,2026-03-23,shortage,Korlátozottan elérhetõ,Egyedi import,2026-03-13T23:10:54.194288
HU,Hungary,OGYEI,ROCURONIUM KALCEKS 10 mg/ml oldatos injekció vagy infúzió,rocuronium bromide,,10 X   - injekciós üvegben,OGYI-T-23479/01,M03AC09,AS KALCEKS,2024-06-01,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.194288
HU,Hungary,OGYEI,ROCURONIUM ROMPHARM 10 mg/ml oldatos injekció vagy infúzió,rocuronium bromide,,5 X 5 ml injekciós üvegben,OGYI-T-24429/01,M03AC09,S.C. Rompharm Company S.R.L.,2025-01-29,2026-06-30,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.194288
HU,Hungary,OGYEI,ROPINIROLE ORION 2 mg retard tabletta,ropinirole,,28 X   - buborékcsomagolásban,OGYI-T-22482/01,N04BC04,Orion Corporation,2026-01-26,2026-06-30,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.194288
HU,Hungary,OGYEI,ROPINIROLE ORION 4 mg retard tabletta,ropinirole,,28 X   - buborékcsomagolásban,OGYI-T-22482/02,N04BC04,Orion Corporation,2025-04-19,2026-06-30,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.194288
HU,Hungary,OGYEI,ROPINIROLE ORION 8 mg retard tabletta,ropinirole,,28 X   - buborékcsomagolásban,OGYI-T-22482/03,N04BC04,Orion Corporation,2026-01-26,2026-06-30,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.195286
HU,Hungary,OGYEI,ROSUVASTATIN SANDOZ  5 mg filmtabletta,rosuvastatin,,30 X   - buborékcsomagolásban,OGYI-T-21423/02,C10AA07,Sandoz Hungária Kft.,2024-04-03,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.195286
HU,Hungary,OGYEI,ROSUVASTATIN SANDOZ  5 mg filmtabletta,rosuvastatin,,90 X   - buborékcsomagolásban,OGYI-T-21423/17,C10AA07,Sandoz Hungária Kft.,2024-01-18,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.195286
HU,Hungary,OGYEI,ROSUVASTATIN SANDOZ 10 mg filmtabletta,rosuvastatin,,60 X   - buborékcsomagolásban,OGYI-T-21423/08,C10AA07,Sandoz Hungária Kft.,2025-01-23,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.195286
HU,Hungary,OGYEI,ROSUVASTATIN SANDOZ 10 mg filmtabletta,rosuvastatin,,90 X   - buborékcsomagolásban,OGYI-T-21423/18,C10AA07,Sandoz Hungária Kft.,2023-12-21,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.195286
HU,Hungary,OGYEI,ROSUVASTATIN SANDOZ 20 mg filmtabletta,rosuvastatin,,60 X   - buborékcsomagolásban,OGYI-T-21423/12,C10AA07,Sandoz Hungária Kft.,2025-02-27,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.195286
HU,Hungary,OGYEI,ROSUVASTATIN SANDOZ 20 mg filmtabletta,rosuvastatin,,90 X   - buborékcsomagolásban,OGYI-T-21423/19,C10AA07,Sandoz Hungária Kft.,2024-01-16,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.195286
HU,Hungary,OGYEI,"ROZEX 7,5 mg/g gél",metronidazole,,1 X 30 g Al tubusban,OGYI-T-08902/02,D06BX01,Galderma International,2020-04-16,,shortage,Piaci megfontolások,Azonos hatóanyag más gyógyszerformában elérhetõ,2026-03-13T23:10:54.195286
HU,Hungary,OGYEI,"ROZEX 7,5 mg/g krém",metronidazole,,1 X 30 g Al tubusban,OGYI-T-08902/10,D06BX01,Galderma International,2020-10-01,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.195286
HU,Hungary,OGYEI,"ROZEX 7,5 mg/g külsõleges emulzió",metronidazole,,1 X 30 g tubusban,OGYI-T-08902/05,D06BX01,Galderma International,2019-10-04,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.196287
HU,Hungary,OGYEI,RUBOPHEN 500 mg tabletta,paracetamol,,10 X   - buborékcsomagolásban,OGYI-T-03734/01,N02BE01,"Zentiva, k.s.",2014-10-15,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.196287
HU,Hungary,OGYEI,RUBOPHEN THERMO 650 mg/10 mg granulátum belsõleges oldathoz,paracetamol;phenylephrine,,6 X   - tasakban,OGYI-T-21491/02,N02BE51,"Zentiva, k.s.",2019-07-09,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.196287
HU,Hungary,OGYEI,Rasilez 150 mg filmtabletta,aliskiren,,28 X   - buborékcsomagolásban,EU/1/07/405/022,C09XA02,Lxo Ireland Designated Activity Company,2017-03-17,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.196287
HU,Hungary,OGYEI,Rasilez 300 mg filmtabletta,aliskiren,,28 X   - buborékcsomagolásban,EU/1/07/405/032,C09XA02,Lxo Ireland Designated Activity Company,2017-03-06,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.196287
HU,Hungary,OGYEI,Razagilin ratiopharm 1 mg tabletta,rasagiline,,30 X   - buborékcsomagolásban,EU/1/14/977/004,N04BD02,Teva B.V.,2026-03-09,2026-04-02,shortage,Megnövekedett igény,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.196287
HU,Hungary,OGYEI,Remicade 100 mg por oldatos infúzióhoz való koncentrátumhoz,infliximab,,1 X   - -,EU/1/99/116/001,L04AB02,Janssen-Cilag International NV,2024-10-01,,shortage,Piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.196287
HU,Hungary,OGYEI,"Retacrit 30000 NE/0,75 ml oldatos injekció elõretöltött fecskendõben",epoetin zeta,,4 X 0.75 ml elõretöltött fecskendõben,EU/1/07/431/022,B03XA01,Pfizer Europe MA EEIG,2016-11-07,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.196287
HU,Hungary,OGYEI,"Retacrit 40000 NE/1,0 ml oldatos injekció elõretöltött fecskendõben",epoetin zeta,,1 X   - elõretöltött fecskendõben,EU/1/07/431/019,B03XA01,Pfizer Europe MA EEIG,2015-04-13,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.196287
HU,Hungary,OGYEI,Reyataz 300 mg kemény kapszula,atazanavir,,30 X   - HDPE palackban,EU/1/03/267/008,J05AE08,Bristol-Myers Squibb Pharma EEIG,2020-02-05,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.197287
HU,Hungary,OGYEI,Rotarix belsõleges szuszpenzió elõretöltött szájfeltétben,vakcina (virális),,1 X   - szájfeltét,EU/1/05/330/005,J07BH01,GlaxoSmithKline Biologicals S.A.,2022-09-23,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.197287
HU,Hungary,OGYEI,Ruconest 2100 egység por oldatos injekcióhoz,conestat alfa,,1 X   - injekciós üvegben,EU/1/10/641/001,B06AC04,Pharming Group N.V.,2019-11-22,,shortage,Adminisztratív okok,Egyedi import,2026-03-13T23:10:54.197287
HU,Hungary,OGYEI,Ruconest 2100 egység por és oldószer oldatos injekcióhoz,conestat alfa,,1 X   - porüveg+oldószerüveg,EU/1/10/641/002,B06AC04,Pharming Group N.V.,2026-01-01,,shortage,Piaci megfontolások,Egyedi import,2026-03-13T23:10:54.197287
HU,Hungary,OGYEI,Rybelsus  3 mg tabletta,semaglutide,,30 X   - buborékcsomagolásban,EU/1/20/1430/002,A10BJ06,Novo Nordisk A/S,2025-11-15,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.197287
HU,Hungary,OGYEI,Rybelsus  7 mg tabletta,semaglutide,,30 X   - buborékcsomagolásban,EU/1/20/1430/005,A10BJ06,Novo Nordisk A/S,2025-12-15,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.197287
HU,Hungary,OGYEI,Rybelsus 14 mg tabletta,semaglutide,,30 X   - buborékcsomagolásban,EU/1/20/1430/008,A10BJ06,Novo Nordisk A/S,2025-12-15,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.197287
HU,Hungary,OGYEI,SALOFALK 1 g gyomornedv-ellenálló tabletta,mesalazine,,100 X   - buborékcsomagolásban,OGYI-T-01612/20,A07EC02,Dr. Falk Pharma GmbH,2021-01-05,,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.197287
HU,Hungary,OGYEI,SALOFALK 1 g gyomornedv-ellenálló tabletta,mesalazine,,60 X   - buborékcsomagolásban,OGYI-T-01612/19,A07EC02,Dr. Falk Pharma GmbH,2021-01-05,,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.198286
HU,Hungary,OGYEI,SALOFALK 1000 mg retard granulátum,mesalazine,,100 X   - tasakban,OGYI-T-01612/11,A07EC02,Dr. Falk Pharma GmbH,2015-07-03,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.198286
HU,Hungary,OGYEI,SALOFALK 1000 mg retard granulátum,mesalazine,,60 X   - tasakban,OGYI-T-01612/10,A07EC02,Dr. Falk Pharma GmbH,2015-07-03,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.198286
HU,Hungary,OGYEI,SALOFALK 2 g/30 ml végbélszuszpenzió,mesalazine,,7 X 30 ml tartályban,OGYI-T-01612/06,A07EC02,Dr. Falk Pharma GmbH,2015-08-10,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.198286
HU,Hungary,OGYEI,SALOFALK 500 mg retard granulátum,mesalazine,,100 X   - tasakban,OGYI-T-01612/09,A07EC02,Dr. Falk Pharma GmbH,2015-07-03,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.198286
HU,Hungary,OGYEI,SALOFALK 500 mg retard granulátum,mesalazine,,50 X   - tasakban,OGYI-T-01612/08,A07EC02,Dr. Falk Pharma GmbH,2015-07-03,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.198286
HU,Hungary,OGYEI,SALOFALK 500 mg végbélkúp,mesalazine,,30 X   - buborékcsomagolásban,OGYI-T-01612/04,A07EC02,Dr. Falk Pharma GmbH,2026-01-19,2026-05-31,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.198286
HU,Hungary,OGYEI,SALSOL oldatos infúzió,sodium chloride,,1 X 250 ml mûanyag zsákban,OGYI-T-03514/18,B05BB01,Teva Gyógyszergyár Zrt.,2022-06-24,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.198286
HU,Hungary,OGYEI,SALSOL oldatos infúzió,sodium chloride,,1 X 500 ml mûanyag zsákban,OGYI-T-03514/19,B05BB01,Teva Gyógyszergyár Zrt.,2022-06-24,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.199285
HU,Hungary,OGYEI,SANVAL 10 mg filmtabletta,zolpidem tartrate,,10 X   - buborékcsomagolásban,OGYI-T-08571/02,N05CF02,Sandoz Hungária Kft.,2024-01-09,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.199285
HU,Hungary,OGYEI,"SASTRAVI  50 mg/12,5 mg/200 mg filmtabletta",levodopa;carbidopa;entacapone,,100 X   - HDPE tartályban,OGYI-T-22719/02,N04BA03,Actavis Group PTC ehf.,2025-10-14,,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.199285
HU,Hungary,OGYEI,"SASTRAVI  50 mg/12,5 mg/200 mg filmtabletta",levodopa;carbidopa;entacapone,,30 X   - HDPE tartályban,OGYI-T-22719/01,N04BA03,Actavis Group PTC ehf.,2025-07-29,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.199285
HU,Hungary,OGYEI,SASTRAVI 100 mg/25 mg/200 mg filmtabletta,levodopa;carbidopa;entacapone,,100 X   - HDPE tartályban,OGYI-T-22719/06,N04BA03,Actavis Group PTC ehf.,2024-12-17,,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.199285
HU,Hungary,OGYEI,"SASTRAVI 125 mg/31,25 mg/200 mg filmtabletta",levodopa;carbidopa;entacapone,,100 X   - HDPE tartályban,OGYI-T-22719/08,N04BA03,Actavis Group PTC ehf.,2024-12-17,,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.199285
HU,Hungary,OGYEI,"SASTRAVI 150 mg/37,5 mg/200 mg filmtabletta",levodopa;carbidopa;entacapone,,100 X   - HDPE tartályban,OGYI-T-22719/10,N04BA03,Actavis Group PTC ehf.,2024-11-19,,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.199285
HU,Hungary,OGYEI,SASTRAVI 200 mg/50 mg/200 mg filmtabletta,levodopa;carbidopa;entacapone,,100 X   - HDPE tartályban,OGYI-T-22719/14,N04BA03,Actavis Group PTC ehf.,2025-12-18,,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.199285
HU,Hungary,OGYEI,SEDUXEN 5 mg tabletta,diazepam,,100 X   - HDPE tartályban,OGYI-T-03321/03,N05BA01,Richter Gedeon Nyrt.,2025-05-22,,shortage,Adminisztratív okok,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.199285
HU,Hungary,OGYEI,SEGOSANA 75 mg kemény kapszula,oseltamivir phosphate,,10 X   - buborékcsomagolásban,OGYI-T-23663/03,J05AH02,"Zentiva, k.s.",2023-06-19,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.200285
HU,Hungary,OGYEI,SEMICILLIN 250 mg kemény kapszula,ampicillin,,40 X   - buborékcsomagolásban,OGYI-T-05466/02,J01CA01,"Zentiva, k.s.",2023-12-12,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.200285
HU,Hungary,OGYEI,SEMICILLIN 500 mg kemény kapszula,ampicillin,,40 X   - buborékcsomagolásban,OGYI-T-05466/01,J01CA01,"Zentiva, k.s.",2023-12-12,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.200285
HU,Hungary,OGYEI,SERACTIL 400 mg filmtabletta,dexibuprofen,,20 X   - buborékcsomagolásban,OGYI-T-07307/10,M01AE14,Gebro Pharma GmbH,2025-04-02,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.200285
HU,Hungary,OGYEI,SERACTIL DOLO 300 mg filmtabletta,dexibuprofen,,20 X   - buborékcsomagolásban,OGYI-T-07307/06,M01AE14,Gebro Pharma GmbH,2025-04-02,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.200285
HU,Hungary,OGYEI,SERTAGEN 50 mg filmtabletta,sertraline,,30 X   - buborékcsomagolásban,OGYI-T-10034/01,N06AB06,Viatris Ltd.,2025-04-09,2026-01-15,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.200285
HU,Hungary,OGYEI,SERTRALIN SANDOZ  50 mg filmtabletta,sertraline,,30 X   - buborékcsomagolásban,OGYI-T-09374/01,N06AB06,Sandoz Hungária Kft.,2026-01-30,2026-04-17,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.200285
HU,Hungary,OGYEI,SERTRALIN-TEVA 50 mg filmtabletta,sertraline,,30 X   - buborékcsomagolásban,OGYI-T-10321/01,N06AB06,Teva Gyógyszergyár Zrt.,2026-03-09,2026-04-20,shortage,Megnövekedett igény,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.200285
HU,Hungary,OGYEI,SEVOFLURANE PIRAMAL folyadék inhalációs gõz képzéséhez,sevoflurane,,1 X 250 ml üvegben,OGYI-T-22077/01,N01AB08,Piramal Critical Care B.V.,2025-02-26,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.201441
HU,Hungary,OGYEI,SEVOFLURANE PIRAMAL folyadék inhalációs gõz képzéséhez,sevoflurane,,1 X 250 ml üvegben,OGYI-T-22077/02,N01AB08,Piramal Critical Care B.V.,2025-04-24,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.201441
HU,Hungary,OGYEI,SILDENAFIL SANDOZ 100 mg tabletta,sildenafil,,4 X   - buborékcsomagolásban,OGYI-T-21105/23,G04BE03,Sandoz Hungária Kft.,2025-07-15,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.201441
HU,Hungary,OGYEI,SILDENAFIL UPJOHN 25 mg filmtabletta,sildenafil,,4 X   - buborékcsomagolásban,OGYI-T-21636/02,G04BE03,Viatris Healthcare Ltd.,2017-02-01,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.201441
HU,Hungary,OGYEI,SILDENAFIL UPJOHN 50 mg filmtabletta,sildenafil,,2 X   - buborékcsomagolásban,OGYI-T-21636/05,G04BE03,Viatris Healthcare Ltd.,2018-04-14,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.201441
HU,Hungary,OGYEI,SINECOD 50 mg retard filmtabletta,butamirate,,10 X   - buborékcsomagolásban,OGYI-T-05302/01,R05DB13,Haleon Hungary Kft.,2024-08-19,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.201441
HU,Hungary,OGYEI,SINECOD 50 mg retard filmtabletta,butamirate,,20 X   - buborékcsomagolásban,OGYI-T-05302/04,R05DB13,Haleon Hungary Kft.,2016-04-12,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.202441
HU,Hungary,OGYEI,SIRDALUD MR 6 mg retard kapszula,Tizanidine,,10 X   - buborékcsomagolásban,OGYI-T-05903/05,M03BX02,Sandoz Hungária Kft.,2023-05-05,,shortage,Gyártási gond,Azonos hatóanyag más gyógyszerformában elérhetõ,2026-03-13T23:10:54.202441
HU,Hungary,OGYEI,SIRDALUD MR 6 mg retard kapszula,Tizanidine,,30 X   - buborékcsomagolásban,OGYI-T-05903/06,M03BX02,Sandoz Hungária Kft.,2023-02-14,,shortage,Adminisztratív okok,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.202441
HU,Hungary,OGYEI,SITAGLIPTIN GRINDEKS  50 mg filmtabletta,sitagliptin,,28 X   - buborékcsomagolásban,OGYI-T-24036/04,A10BH01,Grindeks AS,2025-02-04,,shortage,Szállítási vagy raktározási gondok,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.202441
HU,Hungary,OGYEI,SITAGLIPTIN GRINDEKS 100 mg filmtabletta,sitagliptin,,28 X   - buborékcsomagolásban,OGYI-T-24036/07,A10BH01,Grindeks AS,2026-02-02,,shortage,Szállítási vagy raktározási gondok,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.202441
HU,Hungary,OGYEI,SITAGLIPTIN SANDOZ  25 mg filmtabletta,sitagliptin,,28 X   - buborékcsomagolásban,OGYI-T-23837/02,A10BH01,Sandoz Hungária Kft.,2025-09-01,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.202441
HU,Hungary,OGYEI,SITAGLIPTIN SANDOZ 100 mg filmtabletta,sitagliptin,,56 X   - buborékcsomagolásban,OGYI-T-23837/14,A10BH01,Sandoz Hungária Kft.,2025-07-31,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.202441
HU,Hungary,OGYEI,SITAGLIPTIN TEVA 100 mg filmtabletta,sitagliptin,,30 X   - átlátszatlan buborékcsomagolásban,OGYI-T-23074/19,A10BH01,Teva Gyógyszergyár Zrt.,2026-01-13,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.202441
HU,Hungary,OGYEI,SITAGLIPTIN/METFORMIN GRINDEKS 50 mg/850 mg filmtabletta,sitagliptin;metformin,,56 X   - buborékcsomagolásban,OGYI-T-24037/02,A10BD07,AS GRINDEKS,2025-02-04,,shortage,Szállítási vagy raktározási gondok,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.203441
HU,Hungary,OGYEI,"SKOPRYL PLUS 20 mg/12,5 mg tabletta",lisinopril;hydrochlorothiazide,,30 X   - buborékcsomagolásban,OGYI-T-22253/01,C09BA03,Alkaloid-int d.o.o.,2021-01-04,,shortage,Piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.203441
