country_code,country_name,source,medicine_name,full_name,active_substance,strength,package_size,dosage_form,atc_code,marketing_auth_holder,market_status,market_status_code,status,scraped_at
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 2 napolnjenima injekcijskima brizgama z 0,2 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.452842
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 10 napolnjenimi injekcijskimi brizgami z 0,2 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.452842
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla s 30 napolnjenimi injekcijskimi brizgami z 0,2 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.452842
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 2 napolnjenima injekcijskima brizgama z 0,3 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.452842
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 10 napolnjenimi injekcijskimi brizgami z 0,3 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.452842
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla s 30 napolnjenimi injekcijskimi brizgami z 0,3 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.452842
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 2 napolnjenima injekcijskima brizgama z 0,4 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 10 napolnjenimi injekcijskimi brizgami z 0,4 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla s 30 napolnjenimi injekcijskimi brizgami z 0,4 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,Atoris,Atoris 40 mg filmsko obložene tablete,atorvastatinum,,škatla s 30 tabletami (3 x 10 tablet v pretisnem omotu),filmsko obložena tableta,C10AA05,"KRKA, d.d., Novo mesto",Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,Voda za injekcije Braun,Voda za injekcije Braun vehikel za parenteralno uporabo,"Solutiones et diluentia, additis solutionibus ad irigandum",,škatla z 20 polietilenskimi ampulami z 20 ml vode za injekcije,vehikel za parenteralno uporabo,V07AB,B. Braun Melsungen AG,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,SINGULAIR,SINGULAIR 4 mg žveèljive tablete,montelukastum,,škatla z 28 tabletami (4 x 7 tablet ali 2 x 14 tablet v pretisnem omotu),žveèljiva tableta,R03DC03,"N. V. Organon, Oss",Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,Garamycin,Garamycin 80 mg/ml raztopina za injiciranje/infundiranje,gentamicinum,,"škatla z 10 ampulami z 1,5 ml raztopine",raztopina za injiciranje/infundiranje,J01GB03,"KRKA, d.d., Novo mesto",Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,Coryol,"Coryol 3,125 mg tablete",carvedilolum,,škatla z 28 tabletami (4 x 7 tablet v pretisnem omotu),tableta,C07AG02,"KRKA, d.d., Novo mesto",Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,Torendo,Torendo 3 mg filmsko obložene tablete,risperidonum,,škatla z 20 tabletami (2 x 10 tablet v pretisnem omotu),filmsko obložena tableta,N05AX08,"KRKA, d.d., Novo mesto",Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,Stalevo,Stalevo 200 mg/50 mg/200 mg filmsko obložene tablete,"levodopum, decarboxylasis inhibitor et COMT inhibitor",,plastenka po 30 tablet,filmsko obložena tableta,N04BA03,Orion Corporation,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,Budesonid Orion,Budesonid Orion Easyhaler 100 mikrogramov/odmerek prašek za inhaliranje,budezonidum,,škatla z inhalatorjem z 200 odmerki in zašèitnim pokrovèkom,prašek za inhaliranje,R03BA02,Orion Corporation,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,Fozinopril Arrow,Fozinopril Arrow 10 mg tablete,fosinoprilum,,škatla z 28 tabletami (2 x 14 tablet v pretisnem omotu),tableta,C09AA09,Arrow Generics Limited,Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,Fozinopril Arrow,Fozinopril Arrow 20 mg tablete,fosinoprilum,,škatla z 28 tabletami (2 x 14 tablet v pretisnem omotu),tableta,C09AA09,Arrow Generics Limited,Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,Doksorubicin Sandoz,Doksorubicin Sandoz 2 mg/ml koncentrat za raztopino za infundiranje,doxorubicinum,,škatla z 1 vialo brez ovoja s 50 ml koncentrata,koncentrat za raztopino za infundiranje,L01DB01,Sandoz d.d.,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.453833
SI,Slovenia,CBZ,Doksorubicin Sandoz,Doksorubicin Sandoz 2 mg/ml koncentrat za raztopino za infundiranje,doxorubicinum,,škatla z 1 vialo brez ovoja s 100 ml koncentrata,koncentrat za raztopino za infundiranje,L01DB01,Sandoz d.d.,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,EPIRUBICIN EBEWE,EPIRUBICIN EBEWE 2 mg/ml koncentrat za raztopino za infundiranje,epirubicinum,,škatla z 1 vialo z ovojem (Onco-Safe ali krèljivi ovoj) ali brez s 50 ml koncentrata,koncentrat za raztopino za infundiranje,L01DB03,EBEWE Pharma,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,OxyContin,OxyContin 40 mg tablete s podaljšanim sprošèanjem,oxycodonum,,škatla s 60 tabletami (6 x 10 tablet v pretisnem omotu),tableta s podaljšanim sprošèanjem,N02AA05,Mundipharma Gesellschaft m. b. H.,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,Piramil H,"Piramil H 2,5 mg/12,5 mg tablete",ramiprilum et diuretica,,škatla z 28 tabletami (4 x 7 tablet v pretisnem omotu),tableta,C09BA05,Lek d.d.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,5-Fluorouracil Ebewe,5-Fluorouracil Ebewe 50 mg/ml koncentrat za raztopino za injiciranje ali infundiranje,fluorouracilum,,škatla z 1 vialo s 100 ml koncentrata,Koncentrat za raztopino za injiciranje/infundiranje,L01BC02,EBEWE Pharma,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,Ciprinol,Ciprinol 250 mg filmsko obložene tablete,ciprofloxacinum,,škatla z 10 tabletami (1 x 10 tablet v pretisnem omotu),filmsko obložena tableta,J01MA02,"KRKA, d.d., Novo mesto",Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,Carboplatin Ebewe,Carboplatin Ebewe 10 mg/ml koncentrat za raztopino za infundiranje,carboplatinum,,škatla z 1 vialo s 15 ml koncentrata,koncentrat za raztopino za infundiranje,L01XA02,EBEWE Pharma,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,Carboplatin Ebewe,Carboplatin Ebewe 10 mg/ml koncentrat za raztopino za infundiranje,carboplatinum,,škatla z 1 vialo s 45 ml koncentrata,koncentrat za raztopino za infundiranje,L01XA02,EBEWE Pharma,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,Carboplatin Ebewe,Carboplatin Ebewe 10 mg/ml koncentrat za raztopino za infundiranje,carboplatinum,,škatla z 1 vialo s 5 ml koncentrata,koncentrat za raztopino za infundiranje,L01XA02,EBEWE Pharma,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,Glypressin,Glypressin 1 mg prašek in vehikel za raztopino za injiciranje,terlipressinum,,škatla s 5 vialami s praškom in 5 ampulami s 5 ml vehikla,Prašek in vehikel za raztopino za injiciranje,H01BA04,Ferring Arzneimittel Ges.m.b.H,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,"Lotemax 0,5 % kapljice za oko, suspenzija","Lotemax 0,5 % kapljice za oko, suspenzija, škatla s plastenko s 5 ml suspenzije",loteprednolum,,škatla s plastenko s 5 ml suspenzije,"kapljice za oko, suspenzija",S01BA14,Dr. G. Mann,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,Flavamed,Flavamed 30 mg tablete,ambroxolum,,škatla z 20 tabletami (2 x 10 tablet v pretisnem omotu),tableta,R05CB06,BERLIN-CHEMIE AG,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,Tarka,Tarka 240 mg/2 mg tablete s podaljšanim sprošèanjem,trandolaprilum et verapamilum,,škatla z 28 tabletami (2 x 14 tablet v pretisnem omotu),tableta s podaljšanim sprošèanjem,C09BB10,Viatris Healthcare Limited,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,Minirin,"MINIRIN 0,2 mg tablete",desmopressinum,,škatla s polietilenskim vsebnikom s 30 tabletami,tableta,H01BA02,Ferring GmbH,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.454835
SI,Slovenia,CBZ,Nifecard,Nifecard 30 mg tablete s podaljšanim sprošèanjem,nifedipinum,,škatla s 30 tabletami (3 x 10 tablet v pretisnem omotu),tableta s podaljšanim sprošèanjem,C08CA05,Lek d.d.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,EBEPOSID,EBEPOSID 20 mg/ml koncentrat za raztopino za infundiranje,etoposidum,,škatla z 1 vialo brez ovoja s 5 ml koncentrata,koncentrat za raztopino za infundiranje,L01CB01,EBEWE Pharma,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,EBEPOSID,EBEPOSID 20 mg/ml koncentrat za raztopino za infundiranje,etoposidum,,škatla z 1 vialo brez ovoja z 10 ml koncentrata,koncentrat za raztopino za infundiranje,L01CB01,EBEWE Pharma,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,EBEPOSID,EBEPOSID 20 mg/ml koncentrat za raztopino za infundiranje,etoposidum,,škatla z 1 vialo brez ovoja z 20 ml koncentrata,koncentrat za raztopino za infundiranje,L01CB01,EBEWE Pharma,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,EBEPOSID,EBEPOSID 20 mg/ml koncentrat za raztopino za infundiranje,etoposidum,,škatla z 1 vialo brez ovoja s 50 ml koncentrata,koncentrat za raztopino za infundiranje,L01CB01,EBEWE Pharma,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,ZIBOR,"ZIBOR 2500 i.e. anti Xa/0,2 ml raztopina za injiciranje v napolnjenih injekcijskih brizgah",bemiparinum,,škatla z 2 napolnjenima injekcijskima brizgama in 2 iglama,raztopina za injiciranje,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,ZIBOR,"ZIBOR 2500 i.e. anti Xa/0,2 ml raztopina za injiciranje v napolnjenih injekcijskih brizgah",bemiparinum,,škatla z 10 napolnjenimi injekcijskimi brizgami in 10 iglami,raztopina za injiciranje,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,ZIBOR,"ZIBOR 2500 i.e. anti Xa/0,2 ml raztopina za injiciranje v napolnjenih injekcijskih brizgah",bemiparinum,,škatla s 30 napolnjenimi injekcijskimi brizgami in 30 iglami,raztopina za injiciranje,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,ZIBOR,"ZIBOR 3500 i.e. anti Xa/0,2 ml raztopina za injiciranje v napolnjenih injekcijskih brizgah",bemiparinum,,škatla z 2 napolnjenima injekcijskima brizgama in 2 iglama,raztopina za injiciranje,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,ZIBOR,"ZIBOR 3500 i.e. anti Xa/0,2 ml raztopina za injiciranje v napolnjenih injekcijskih brizgah",bemiparinum,,škatla z 10 napolnjenimi injekcijskimi brizgami in 10 iglami,raztopina za injiciranje,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,ZIBOR,"ZIBOR 3500 i.e. anti Xa/0,2 ml raztopina za injiciranje v napolnjenih injekcijskih brizgah",bemiparinum,,škatla s 30 napolnjenimi injekcijskimi brizgami in 30 iglami,raztopina za injiciranje,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,Priorix,Priorix-Tetra prašek in vehikel za raztopino za injiciranje v napolnjeni injekcijski brizgi,"morbillorum, parotitidis, rubeolae et varicellae vaccinum combinatum viris attenuatis",,"škatla z 1 napolnjeno injekcijsko brizgo z 0,5 ml vehikla, z 1 vialo s praškom in 2 injekcijskima iglama",Prašek in vehikel za raztopino za injiciranje,J07BD54,GlaxoSmithKline Biologicals S.A.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,RELISTOR,"RELISTOR 12 mg/0,6 ml raztopina za injiciranje",methylnaltrexonii bromidum,,"škatla s 7 vialami,7 injekcijskimi brizgami z vskoèno injekcijsko iglo in 14 alkoholnimi zloženci",raztopina za injiciranje,A06AH01,Bausch Health Ireland Limited,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,Parogen,PAROGEN 20 mg filmsko obložene tablete,paroxetinum,,škatla z 28 tabletami v plastiènem vsebniku,filmsko obložena tableta,N06AB05,Viatris Limited,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.455840
SI,Slovenia,CBZ,XANAX,"XANAX 0,5 mg tablete",alprazolamum,,škatla s 30 tabletami (3 x 10 tablet v pretisnem omotu),tableta,N05BA12,Upjohn EESV,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Epirubicin Rivopharm,Epirubicin Rivopharm 2 mg/ml raztopina za injiciranje,epirubicinum,,škatla z 1 vialo s 5 ml raztopine,raztopina za injiciranje,L01DB03,Rivopharm Limited,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Epirubicin Rivopharm,Epirubicin Rivopharm 2 mg/ml raztopina za injiciranje,epirubicinum,,škatla z 1 vialo s 25 ml raztopine,raztopina za injiciranje,L01DB03,Rivopharm Limited,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Granisetron Lek,Granisetron Lek 1 mg/ml koncentrat za raztopino za injiciranje/infundiranje,granisetronum,,škatla s 5 vialami s 3 ml koncentrata,Koncentrat za raztopino za injiciranje/infundiranje,A04AA02,Lek d.d.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Lorista,Lorista 50 mg filmsko obložene tablete,losartanum,,škatla s 84 tabletami (6 x 14 tablet v pretisnem omotu),filmsko obložena tableta,C09CA01,"KRKA, d.d., Novo mesto",Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Prontoflex,"Prontoflex 100 mg/g dermalno pršilo, raztopina",ketoprofenum,,škatla s steklenièko s 25 g raztopine,"dermalno pršilo, raztopina",M02AA10,Cyathus Exquirere Pharmaforschungs GmbH,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Menadex,Menadex 25 mg filmsko obložene tablete,dexketoprofenum,,škatla z 10 tabletami (1 x 10 tablet v pretisnem omotu iz PVC-aluminija),filmsko obložena tableta,M01AE17,Menarini International O.L.S.A.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Hyalgan,Hyalgan 20 mg/2 ml raztopina za injiciranje v napolnjeni injekcijski brizgi,acidum hyaluronicum,,škatla z 1 napolnjeno injekcijsko brizgo z 2 ml raztopine,raztopina za injiciranje v napolnjeni injekcijski brizgi,M09AX01,Fidia Farmaceutici S.p.A.,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,OMNIPAQUE,OMNIPAQUE 350 mg I/ml raztopina za injiciranje,iohexolum,,škatla z 10 polipropilenskimi vsebniki s 50 ml raztopine,raztopina za injiciranje,V08AB02,GE Healthcare AS,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Vinorelbin Teva,Vinorelbin Teva 10 mg/ml koncentrat za raztopino za infundiranje,vinorelbinum,,škatla z 1 vialo z 1 ml koncentrata,koncentrat za raztopino za infundiranje,L01CA04,Teva B.V.,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Zaditen,"Zaditen 0,25 mg/ml kapljice za oko, raztopina",ketotifenum,,škatla s kapalnim vsebnikom s 5 ml raztopine,"Kapljice za oko, raztopina",S01GX08,Laboratoires Thea,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Fludarabinfosfat Sandoz,Fludarabinfosfat Sandoz 25 mg/ml koncentrat za raztopino za injiciranje ali infundiranje,fludarabinum,,škatla z 1 vialo brez zašèitnega ovoja z 2 ml koncentrata,Koncentrat za raztopino za injiciranje/infundiranje,L01BB05,Sandoz d.d.,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Irinotekan Viatris,Irinotekan Viatris 20 mg/ml koncentrat za raztopino za infundiranje,,,škatla z 1 vialo s 5 ml koncentrata,koncentrat za raztopino za infundiranje,L01CE02,Viatris Limited,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Zarzio,"Zarzio 30 M e./0,5 ml raztopina za injiciranje ali infundiranje v napolnjeni injekcijski brizgi",filgrastimum,,1 napolnjena injekcijska brizga z varnostno zašèito za iglo,raztopina za injiciranje/infundiranje,L03AA02,Sandoz GmbH,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.456831
SI,Slovenia,CBZ,Stalevo,"Stalevo 75 mg/18,75 mg/200 mg filmsko obložene tablete","levodopum, decarboxylasis inhibitor et COMT inhibitor",,plastenka po 30 tablet,filmsko obložena tableta,N04BA03,Orion Corporation,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Efient,Efient 5 mg filmsko obložene tablete,prasugrelum,,škatla z 28 tabletami v pretisnem omotu,filmsko obložena tableta,B01AC22,Substipharm,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Zofran,Zofran 4 mg filmsko obložene tablete,ondansetronum,,škatla z 10 tabletami (2 x 5 tablet v perforiranem deljivem pretisnem omotu s posameznimi odmerki),filmsko obložena tableta,A04AA01,Sandoz d.d.,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Stalevo,"Stalevo 50 mg/12,5 mg/200 mg filmsko obložene tablete","levodopum, decarboxylasis inhibitor et COMT inhibitor",,plastenka po 30 tablet,filmsko obložena tableta,N04BA03,Orion Corporation,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Stalevo,Stalevo 100 mg/25 mg/200 mg filmsko obložene tablete,"levodopum, decarboxylasis inhibitor et COMT inhibitor",,plastenka po 30 tablet,filmsko obložena tableta,N04BA03,Orion Corporation,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Stalevo,"Stalevo 150 mg/37,5 mg/200 mg filmsko obložene tablete","levodopum, decarboxylasis inhibitor et COMT inhibitor",,plastenka po 30 tablet,filmsko obložena tableta,N04BA03,Orion Corporation,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Amoksiklav,Amoksiklav 500 mg/100 mg prašek za raztopino za injiciranje/infundiranje,amoxicillinum et betalactamasis inhibitores,,škatla s 5 vialami s praškom,prašek za raztopino za injiciranje/infundiranje,J01CR02,Lek d.d.,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Carvedigamma,"Carvedigamma 12,5 mg filmsko obložene tablete",carvedilolum,,škatla s 30 tabletami (3 x 10 tablet v pretisnem omotu),filmsko obložena tableta,C07AG02,WÖRWAG Pharma,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Carvedigamma,Carvedigamma 25 mg filmsko obložene tablete,carvedilolum,,škatla s 30 tabletami (3 x 10 tablet v pretisnem omotu),filmsko obložena tableta,C07AG02,WÖRWAG Pharma,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Prazine,PRAZINE 100 mg obložene tablete,promazinum,,škatla s 50 tabletami (5 x 10 tablet v pretisnem omotu),obložena tableta,N05AA03,PLIVA LJUBLJANA d.o.o.,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,ZEVALIN,"ZEVALIN 1,6 mg/ml komplet za pripravo radiofarmakov za infundiranje",ibritumomabum tiuxetanum [90Y],,"1 komplet : 1 viala z ibritumomab tiuksetanom, 1 viala z raztopino natrijevega acetata, 1 viala s pufrom za pripravo formulacije in 1 prazna viala za pripravo zmesi",komplet za pripravo radiofarmaka,V10XX02,Ceft Biopharma s.r.o,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Olicard,OLICARD 40 mg trde kapsule s podaljšanim sprošèanjem,isosorbidi mononitras,,škatla s 50 kapsulami (5 x 10 kapsul v pretisnem omotu),"kapsula s podaljšanim sprošèanjem, trda",C01DA14,Viatris Healthcare Limited,Potekajoèa motnja v preskrbi,5,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Codilek,Codilek 5 mg tablete s podaljšanim sprošèanjem,oxycodonum,,škatla s 60 tabletami (6 x 10 tablet v pretisnem omotu),tableta s podaljšanim sprošèanjem,N02AA05,Lek d.d.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.457832
SI,Slovenia,CBZ,Vagisan,Vagisan 167 mg/100 mg vaginalne globule,acidum lacticum,,škatla s 7 vaginalnimi globulami (1 x 7 globul v pretisnem omotu iz PVC/PVDC/PE folje),vaginalna globula,G01AD01,Dr. A. Wolff,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.458832
SI,Slovenia,CBZ,Atoris,Atoris 20 mg filmsko obložene tablete,atorvastatinum,,škatla s 30 tabletami (3 x 10 tablet v pretisnem omotu),filmsko obložena tableta,C10AA05,"KRKA, d.d., Novo mesto",Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.458832
SI,Slovenia,CBZ,Fluarix,Fluarix suspenzija za injiciranje v napolnjeni injekcijski brizgi,vaccinum influenzae inactivatum ex virorum fragmentis seu ex corticis antigeniis praeparatum,,"škatla z 1 napolnjeno injekcijsko brizgo z 0,5 ml suspenzije z ali brez injekcijskih igel",suspenzija za injiciranje v napolnjeni injekcijski brizgi,J07BB02,"GSK d.o.o., Ljubljana",Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-03-14T16:09:12.458832
