file,substance,atc_code
LT_VVKT_shortage_2026-03-14.csv,Atropinum sulfuricum D5/Hepar sulfuris D3/Kalium bichromicum D4/Silicea D2/Mercurius bijodatus D8,
LT_VVKT_shortage_2026-03-14.csv,"Ešolcijų (Eschscholzia californica) žolės sausasis ekstraktas (2,5:1)/Gudobelių (Crataegus monogyna/laevigata/oxyacantha) lapų ir žiedų sausasis ekstraktas (2,8-3,8:1)/Magnis",
LT_VVKT_shortage_2026-03-14.csv,Kabazitakselis,
LT_VVKT_shortage_2026-03-14.csv,Trimetoprimas/Sulfametoksazolas,
LV_ZVA_shortage_2026-03-12.csv,Acidum azelaicum,
LV_ZVA_shortage_2026-03-12.csv,Acidum ibandronicum,
LV_ZVA_shortage_2026-03-12.csv,Lenalidomidum,
LV_ZVA_shortage_2026-03-12.csv,Isosorbidi dinitras,
LV_ZVA_shortage_2026-03-12.csv,"Hydrocortisoni acetas, Lidocaini hydrochloridum",
LV_ZVA_shortage_2026-03-12.csv,"Tobramycinum, Dexamethasonum",
LV_ZVA_shortage_2026-03-12.csv,"Virus rubellae, vivum, attenuatum, Virus morbilli (stirps Schwarzi), vivum, attenuatum, Virus parotitidis epidemici, vivum, attenuatum",
LV_ZVA_shortage_2026-03-12.csv,Ferri hydroxidum cum polymaltosi complexus,
LV_ZVA_shortage_2026-03-12.csv,Dorzolamidum,
LV_ZVA_shortage_2026-03-12.csv,Lornoxicamum,
LV_ZVA_shortage_2026-03-12.csv,Prostatilenum,
LV_ZVA_shortage_2026-03-12.csv,Glatirameri acetas,
LV_ZVA_shortage_2026-03-12.csv,Cilostazolum,
LV_ZVA_shortage_2026-03-12.csv,Capecitabinum,
LV_ZVA_shortage_2026-03-12.csv,Morphini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,"Salmeterolum, Fluticasoni propionas",
LV_ZVA_shortage_2026-03-12.csv,"Fluocinoloni acetonidum, Neomycini sulfas",
LV_ZVA_shortage_2026-03-12.csv,Glofitamabum,
LV_ZVA_shortage_2026-03-12.csv,Ipidacrini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Emtricitabinum,
LV_ZVA_shortage_2026-03-12.csv,Medroxyprogesteroni acetas,
LV_ZVA_shortage_2026-03-12.csv,Memantini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Hydrocortisonum,
LV_ZVA_shortage_2026-03-12.csv,Levothyroxinum natricum,
LV_ZVA_shortage_2026-03-12.csv,Fluoxetinum,
LV_ZVA_shortage_2026-03-12.csv,Vaccinum varicellae vivum,
LV_ZVA_shortage_2026-03-12.csv,Ioflupanum,
LV_ZVA_shortage_2026-03-12.csv,Insulinum lisprum,
LV_ZVA_shortage_2026-03-12.csv,Tizanidinum,
LV_ZVA_shortage_2026-03-12.csv,Semaglutidum,
LV_ZVA_shortage_2026-03-12.csv,Mirvetuximabum soravtansinum,
LV_ZVA_shortage_2026-03-12.csv,Cytarabinum,
LV_ZVA_shortage_2026-03-12.csv,Ciclesonidum,
LV_ZVA_shortage_2026-03-12.csv,Vaccinum hepatitidis B (ADNr),
LV_ZVA_shortage_2026-03-12.csv,"Dexamethasonum, Chloramphenicolum",
LV_ZVA_shortage_2026-03-12.csv,Hippopheae oleum,
LV_ZVA_shortage_2026-03-12.csv,Quifenadini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Bromhexini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,"Vaccinum papillomaviri humani [stirpis 16,18], (recombinandorum, cum adjuvante, adsorbatum)",
LV_ZVA_shortage_2026-03-12.csv,Gemcitabinum,
LV_ZVA_shortage_2026-03-12.csv,Ivabradinum,
LV_ZVA_shortage_2026-03-12.csv,Temsirolimusum,
LV_ZVA_shortage_2026-03-12.csv,Terbinafinum,
LV_ZVA_shortage_2026-03-12.csv,Budesonidum,
LV_ZVA_shortage_2026-03-12.csv,"Follitropinum alfa, Lutropinum alfa",
LV_ZVA_shortage_2026-03-12.csv,Natrii valproas,
LV_ZVA_shortage_2026-03-12.csv,Ginkgonis extractum siccum raffinatum et quantificatum,
LV_ZVA_shortage_2026-03-12.csv,Aethacizinum,
LV_ZVA_shortage_2026-03-12.csv,Vaccinum influenzae inactivatum ex virorum fragmentis praeparatum,
LV_ZVA_shortage_2026-03-12.csv,Acidum thiocticum,
LV_ZVA_shortage_2026-03-12.csv,"Latanoprostum, Timololum",
LV_ZVA_shortage_2026-03-12.csv,"Emtricitabinum, Rilpivirinum, Tenofovirum disoproxilum",
LV_ZVA_shortage_2026-03-12.csv,Nicergolinum,
LV_ZVA_shortage_2026-03-12.csv,Cetirizini dihydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Benfotiaminum,
LV_ZVA_shortage_2026-03-12.csv,Betahistini dihydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Simoctocogum alfa,
LV_ZVA_shortage_2026-03-12.csv,Gliclazidum,
LV_ZVA_shortage_2026-03-12.csv,Pethidini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Methyluracilum,
LV_ZVA_shortage_2026-03-12.csv,"Cimicifuga, Sepia officinalis, Ignatia amara, Sanguinaria",
LV_ZVA_shortage_2026-03-12.csv,Papaverini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Phospholipida ex pulmonibus suum,
LV_ZVA_shortage_2026-03-12.csv,"Glycinis maxis oleum, Perseae gratissimae oleum",
LV_ZVA_shortage_2026-03-12.csv,Ifosfamidum,
LV_ZVA_shortage_2026-03-12.csv,Acidum valproicum,
LV_ZVA_shortage_2026-03-12.csv,Magnesium,
LV_ZVA_shortage_2026-03-12.csv,Atropini sulfas,
LV_ZVA_shortage_2026-03-12.csv,Vaccinum cholerae,
LV_ZVA_shortage_2026-03-12.csv,Thymi herbae extractum fluidum,
LV_ZVA_shortage_2026-03-12.csv,"Chlorhexidini digluconas, Lidocaini hydrochloridum",
LV_ZVA_shortage_2026-03-12.csv,Ranolazinum,
LV_ZVA_shortage_2026-03-12.csv,Rimantadini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Quetiapinum,
LV_ZVA_shortage_2026-03-12.csv,"Pioglitazonum, Metformini hydrochloridum",
LV_ZVA_shortage_2026-03-12.csv,Acidum ascorbicum,
LV_ZVA_shortage_2026-03-12.csv,Ferri carboxymaltosum,
LV_ZVA_shortage_2026-03-12.csv,"Lopinavirum, Ritonavirum",
LV_ZVA_shortage_2026-03-12.csv,Factor VIII coagulationis humanus,
LV_ZVA_shortage_2026-03-12.csv,Carbamazepinum,
LV_ZVA_shortage_2026-03-12.csv,"Saxagliptinum, Metformini hydrochloridum",
LV_ZVA_shortage_2026-03-12.csv,Cerebrolysinum,
LV_ZVA_shortage_2026-03-12.csv,Immunoglobulinum antithymocytorum ex equini ad usum humanum,
LV_ZVA_shortage_2026-03-12.csv,Lixisenatidum,
LV_ZVA_shortage_2026-03-12.csv,Nitrogenii oxidum,
LV_ZVA_shortage_2026-03-12.csv,Etomidatum,
LV_ZVA_shortage_2026-03-12.csv,"Vaccinum diphtheriae, tetani, pertussis sine cellulis ex elementis praeparatum, hepatitidis B (ADNr), poliomyelitidis inactivatum et haemophili stirpis b coniugatum adsorbatum",
LV_ZVA_shortage_2026-03-12.csv,Immunoglobulinum humanum anti-D,
LV_ZVA_shortage_2026-03-12.csv,Clozapinum,
LV_ZVA_shortage_2026-03-12.csv,Ebastinum,
LV_ZVA_shortage_2026-03-12.csv,Pipecuronii bromidum,
LV_ZVA_shortage_2026-03-12.csv,Mesalazinum,
LV_ZVA_shortage_2026-03-12.csv,Acidum gadotericum,
LV_ZVA_shortage_2026-03-12.csv,Vaccinum influenzae inactivatum ex corticis antigeniis praeparatum,
LV_ZVA_shortage_2026-03-12.csv,Natrii iodidum,
LV_ZVA_shortage_2026-03-12.csv,Pollines ad producta allergenica,
LV_ZVA_shortage_2026-03-12.csv,Drotaverini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Levocetirizini dihydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Viri hepatitidis A inactivatum,
LV_ZVA_shortage_2026-03-12.csv,"Natrii amidotrizoas, Meglumini amidotrizoas",
LV_ZVA_shortage_2026-03-12.csv,Acidum tranexamicum,
LV_ZVA_shortage_2026-03-12.csv,Amlodipinum,
LV_ZVA_shortage_2026-03-12.csv,"Alcohol 2,4-Dichlorobenzylicus, Amylmetacresolum, Levomentholum",
LV_ZVA_shortage_2026-03-12.csv,Buprenorphini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Tenecteplasum,
LV_ZVA_shortage_2026-03-12.csv,Lacidipinum,
LV_ZVA_shortage_2026-03-12.csv,Ranitidinum,
LV_ZVA_shortage_2026-03-12.csv,Teriflunomidum,
LV_ZVA_shortage_2026-03-12.csv,"Norelgestraminum, Ethinylestradiolum",
LV_ZVA_shortage_2026-03-12.csv,Enfuvirtidum,
LV_ZVA_shortage_2026-03-12.csv,"Acidum acetylsalicylicum, Magnesii oxidum",
LV_ZVA_shortage_2026-03-12.csv,Adapalenum,
LV_ZVA_shortage_2026-03-12.csv,Nitrendipinum,
LV_ZVA_shortage_2026-03-12.csv,"Ethinylestradiolum, Drospirenonum",
LV_ZVA_shortage_2026-03-12.csv,Troxerutinum,
LV_ZVA_shortage_2026-03-12.csv,Bicalutamidum,
LV_ZVA_shortage_2026-03-12.csv,Toxinum A Clostridii botulini haemagglutininum multiplex,
LV_ZVA_shortage_2026-03-12.csv,Dicycloverini hydrohloridum,
LV_ZVA_shortage_2026-03-12.csv,Vareniclini tartras,
LV_ZVA_shortage_2026-03-12.csv,"Vildagliptinum, Metformini hydrochloridum",
LV_ZVA_shortage_2026-03-12.csv,"Rutosidum, Lipasum, Amylasum, Papainum, Bromelainum, Chymotrypsinum, Trypsinum, Pancreatinum",
LV_ZVA_shortage_2026-03-12.csv,Azathioprinum,
LV_ZVA_shortage_2026-03-12.csv,Meldonium dihydricum,
LV_ZVA_shortage_2026-03-12.csv,Butoconazoli nitras,
LV_ZVA_shortage_2026-03-12.csv,"Bromelainum, Trypsinum, Rutosidum trihydricum",
LV_ZVA_shortage_2026-03-12.csv,"Rosuvastatinum, Ezetimibum",
LV_ZVA_shortage_2026-03-12.csv,"Mercurius bijodatus, Luffa, Euphorbium, Sinapis nigra, Pulsatilla nigricans",
LV_ZVA_shortage_2026-03-12.csv,Lercanidipini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Furaginum solubile,
LV_ZVA_shortage_2026-03-12.csv,Temozolomidum,
LV_ZVA_shortage_2026-03-12.csv,Ziprasidonum,
LV_ZVA_shortage_2026-03-12.csv,Cyclophosphamidum,
LV_ZVA_shortage_2026-03-12.csv,Nimodipinum,
LV_ZVA_shortage_2026-03-12.csv,Chlormethinum,
LV_ZVA_shortage_2026-03-12.csv,Dinitrogenii oxidum,
LV_ZVA_shortage_2026-03-12.csv,Bemiparinum natricum,
LV_ZVA_shortage_2026-03-12.csv,Peginterferonum alfa-2a,
LV_ZVA_shortage_2026-03-12.csv,Fenazepamum,
LV_ZVA_shortage_2026-03-12.csv,Pasireotidum,
LV_ZVA_shortage_2026-03-12.csv,Fampridinum,
LV_ZVA_shortage_2026-03-12.csv,Hexetidinum,
LV_ZVA_shortage_2026-03-12.csv,Pegfilgrastimum,
LV_ZVA_shortage_2026-03-12.csv,Oxacillinum,
LV_ZVA_shortage_2026-03-12.csv,"Sitagliptinum, Metformini hydrochloridum",
LV_ZVA_shortage_2026-03-12.csv,Calcii folinas,
LV_ZVA_shortage_2026-03-12.csv,Follitropinum alfa,
LV_ZVA_shortage_2026-03-12.csv,Levofloxacinum,
LV_ZVA_shortage_2026-03-12.csv,"Eupatorium perfoliatum, Bryonia dioica, Phosphorus, Ipecacuanha, Gelsemium, Aconitum",
LV_ZVA_shortage_2026-03-12.csv,Doxycyclinum,
LV_ZVA_shortage_2026-03-12.csv,"Vaccinum influenzae (vivum, attenuatum, intranasale)",
LV_ZVA_shortage_2026-03-12.csv,"Diosminum, Hesperidinum",
LV_ZVA_shortage_2026-03-12.csv,"Aluminii hydroxidum, Magnesii hydroxidum",
LV_ZVA_shortage_2026-03-12.csv,"Keratinum, Faex medicinalis, Calcii pantothenas, Thiamini nitras, Cystinum, Acidum 4-aminobenzoicum",
LV_ZVA_shortage_2026-03-12.csv,"Benzoxonium chloridum, Lidocaini hydrochloridum",
LV_ZVA_shortage_2026-03-12.csv,Allergenum extractum,
LV_ZVA_shortage_2026-03-12.csv,Ampicillinum,
LV_ZVA_shortage_2026-03-12.csv,Dexketoprofenum,
LV_ZVA_shortage_2026-03-12.csv,Rilmenidinum,
LV_ZVA_shortage_2026-03-12.csv,"Insulinum degludecum, Liraglutidum",
LV_ZVA_shortage_2026-03-12.csv,Acidum zoledronicum,
LV_ZVA_shortage_2026-03-12.csv,Loperamidi hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Exemestanum,
LV_ZVA_shortage_2026-03-12.csv,Olanzapinum,
LV_ZVA_shortage_2026-03-12.csv,Insulinum humanum,
LV_ZVA_shortage_2026-03-12.csv,Azacitidinum,
LV_ZVA_shortage_2026-03-12.csv,Norepinephrinum,
LV_ZVA_shortage_2026-03-12.csv,Clonidini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Follitropinum beta,
LV_ZVA_shortage_2026-03-12.csv,Nifedipinum,
LV_ZVA_shortage_2026-03-12.csv,Epinephrinum,
LV_ZVA_shortage_2026-03-12.csv,Tolterodini hydrogenotartras,
LV_ZVA_shortage_2026-03-12.csv,"Oxycodonum, Naloxonum",
LV_ZVA_shortage_2026-03-12.csv,Acidum ribonucleinicum duplicatum,
LV_ZVA_shortage_2026-03-12.csv,"Relugolixum, Estradiolum hemihydricum, Norethisteroni acetas",
LV_ZVA_shortage_2026-03-12.csv,Corifollitropinum alfa,
LV_ZVA_shortage_2026-03-12.csv,Acidum fusidicum,
LV_ZVA_shortage_2026-03-12.csv,Indapamidum,
LV_ZVA_shortage_2026-03-12.csv,"Ezetimibum, Atorvastatinum",
LV_ZVA_shortage_2026-03-12.csv,"Tyrothricinum, Lidocaini hydrochloridum, Chlorhexidini digluconas",
LV_ZVA_shortage_2026-03-12.csv,Natrii hyaluronas,
LV_ZVA_shortage_2026-03-12.csv,Mepartricinum,
LV_ZVA_shortage_2026-03-12.csv,Acidum ursodeoxycholicum,
LV_ZVA_shortage_2026-03-12.csv,Pancreatis pulvis,
LV_ZVA_shortage_2026-03-12.csv,"Vaccinum diphtheriae, tetani, pertussis, poliomyelitidis inactivatum et haemophili stirpis b coniugatum adsorbatum",
LV_ZVA_shortage_2026-03-12.csv,Lincomycinum,
LV_ZVA_shortage_2026-03-12.csv,Ciprofloxacinum,
LV_ZVA_shortage_2026-03-12.csv,Natrii glycerophosphas,
LV_ZVA_shortage_2026-03-12.csv,Desloratadinum,
LV_ZVA_shortage_2026-03-12.csv,Menotropinum,
LV_ZVA_shortage_2026-03-12.csv,Chloropyramini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,"Ertugliflozinum, Metformini hydrochloridum",
LV_ZVA_shortage_2026-03-12.csv,Methoxy-polyethylen-glycol-epoetinum beta,
LV_ZVA_shortage_2026-03-12.csv,Tenofovirum disoproxilum,
LV_ZVA_shortage_2026-03-12.csv,Duloxetinum,
LV_ZVA_shortage_2026-03-12.csv,Lactulosum,
LV_ZVA_shortage_2026-03-12.csv,Brimonidini tartras,
LV_ZVA_shortage_2026-03-12.csv,Esketaminum,
LV_ZVA_shortage_2026-03-12.csv,"Benzydamini hydrochloridum, Cetylpyridinii chloridum",
LV_ZVA_shortage_2026-03-12.csv,Amisulpridum,
LV_ZVA_shortage_2026-03-12.csv,COVID-19 mRNA vaccine (nucleoside modified),
LV_ZVA_shortage_2026-03-12.csv,Methotrexatum,
LV_ZVA_shortage_2026-03-12.csv,Glucosum,
LV_ZVA_shortage_2026-03-12.csv,"Emtricitabinum, Tenofovirum disoproxilum",
LV_ZVA_shortage_2026-03-12.csv,Cefadroxilum,
LV_ZVA_shortage_2026-03-12.csv,Lacosamidum,
LV_ZVA_shortage_2026-03-12.csv,Xylometazolini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Dimethylis fumaras,
LV_ZVA_shortage_2026-03-12.csv,Mirtazapinum,
LV_ZVA_shortage_2026-03-12.csv,Methylprednisolonum,
LV_ZVA_shortage_2026-03-12.csv,"Mentholum, Anisi aetheroleum, Capsici tinctura",
LV_ZVA_shortage_2026-03-12.csv,Isosorbidi mononitras,
LV_ZVA_shortage_2026-03-12.csv,"Triprolidini hydrochloridum, Pseudoephedrini hydrochloridum",
LV_ZVA_shortage_2026-03-12.csv,Immunoglobulinum humanum normale,
LV_ZVA_shortage_2026-03-12.csv,Thiamini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Vaccinum febris flavae vivum,
LV_ZVA_shortage_2026-03-12.csv,Cefprozilum,
LV_ZVA_shortage_2026-03-12.csv,Etoposidum,
LV_ZVA_shortage_2026-03-12.csv,Exenatidum,
LV_ZVA_shortage_2026-03-12.csv,Teriparatidum,
LV_ZVA_shortage_2026-03-12.csv,Acidum acetylsalicylicum,
LV_ZVA_shortage_2026-03-12.csv,"Carbo activatus, Urticae folium, Chole medicatum, Allii sativi bulbi pulvis siccus",
LV_ZVA_shortage_2026-03-12.csv,Methylphenidati hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,"Rosuvastatinum, Valsartanum",
LV_ZVA_shortage_2026-03-12.csv,Agomelatinum,
LV_ZVA_shortage_2026-03-12.csv,"Fibrinogenum humanum, Thrombinum humanum",
LV_ZVA_shortage_2026-03-12.csv,Enzalutamidum,
LV_ZVA_shortage_2026-03-12.csv,"Acidum salicylicum, Acidum lacticum",
LV_ZVA_shortage_2026-03-12.csv,Chlordiazepoxidum,
LV_ZVA_shortage_2026-03-12.csv,Vinpocetinum,
LV_ZVA_shortage_2026-03-12.csv,Famotidinum,
LV_ZVA_shortage_2026-03-12.csv,"Aluminii hydroxidum, Magnesii hydroxidum, Benzocainum",
LV_ZVA_shortage_2026-03-12.csv,Decitabinum,
LV_ZVA_shortage_2026-03-12.csv,"Thiamini hydrochloridum, Riboflavinum, Pyridoxini hydrochloridum, Nicotinamidum",
LV_ZVA_shortage_2026-03-12.csv,Sertralini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Vaccinum diphtheriae et tetani adsorbatum,
LV_ZVA_shortage_2026-03-12.csv,"Chlorhexidini dihydrochloridum, Benzocainum",
LV_ZVA_shortage_2026-03-12.csv,Trimeperidini hydrochloridum,
LV_ZVA_shortage_2026-03-12.csv,Epoetinum theta,
LV_ZVA_shortage_2026-03-12.csv,Sertralinum,
LV_ZVA_shortage_2026-03-12.csv,Esomeprazolum,
LV_ZVA_shortage_2026-03-12.csv,Anakinrum,
MY_NPRA_shortage_2026-03-13.csv,13/03/2026 23:06:20,
NL_IGJ_shortage_2026-03-12.csv,Holoxan,
NL_IGJ_shortage_2026-03-12.csv,Desuric,
NL_IGJ_shortage_2026-03-12.csv,Gonasi,
NL_IGJ_shortage_2026-03-12.csv,"Ventolin 2,5 Nebules",
NL_IGJ_shortage_2026-03-12.csv,Tambocor,
NL_IGJ_shortage_2026-03-12.csv,Salamol Steri-Neb,
NL_IGJ_shortage_2026-03-12.csv,Dalacin C,
NL_IGJ_shortage_2026-03-12.csv,Depakine Chronosphere,
NL_IGJ_shortage_2026-03-12.csv,Burinex,
NL_IGJ_shortage_2026-03-12.csv,Kenacort-A 40,
NL_IGJ_shortage_2026-03-12.csv,Zypadhera,
NL_IGJ_shortage_2026-03-12.csv,Xylocaine,
NL_IGJ_shortage_2026-03-12.csv,Sirdalud,
NL_IGJ_shortage_2026-03-12.csv,"Ventolin  5,0 Nebules",
NL_IGJ_shortage_2026-03-12.csv,Kenacort-A 10,
NO_DMP_shortage_2026-03-12.csv,levometadonhydroklorid,
NO_DMP_shortage_2026-03-12.csv,klobetasolpropionat,
NO_DMP_shortage_2026-03-12.csv,lokivetmab,
NO_DMP_shortage_2026-03-12.csv,toltrazuril,
NO_DMP_shortage_2026-03-12.csv,"varicella zoster-virus, glykoprotein e antigen, rekombinant",
NO_DMP_shortage_2026-03-12.csv,østriol,
NO_DMP_shortage_2026-03-12.csv,takrolimusmonohydrat,
NO_DMP_shortage_2026-03-12.csv,aciklovirnatrium,
NO_DMP_shortage_2026-03-12.csv,tigesyklin,
NO_DMP_shortage_2026-03-12.csv,deksametason,
NO_DMP_shortage_2026-03-12.csv,trikainmesilat,
NO_DMP_shortage_2026-03-12.csv,ciprofloksacinhydroklorid,
NO_DMP_shortage_2026-03-12.csv,vorikonazol,
NO_DMP_shortage_2026-03-12.csv,mivakuriumklorid,
NO_DMP_shortage_2026-03-12.csv,buprenorfin,
NO_DMP_shortage_2026-03-12.csv,"kaliumklorid, makrogol 3350, natriumhydrogenkarbonat, natriumklorid",
NO_DMP_shortage_2026-03-12.csv,ropivakainhydrokloridmonohydrat,
NO_DMP_shortage_2026-03-12.csv,"aluminiumhydroksid, magnesiumhydroksid, magnesiumsubkarbonat",
NO_DMP_shortage_2026-03-12.csv,belisesomab,
NO_DMP_shortage_2026-03-12.csv,fluniksinmeglumin,
NO_DMP_shortage_2026-03-12.csv,"noretisteronacetat, østradiolhemihydrat",
NO_DMP_shortage_2026-03-12.csv,karbamazepin,
NO_DMP_shortage_2026-03-12.csv,oksytocin,
NO_DMP_shortage_2026-03-12.csv,desoksykortonpivalat,
NO_DMP_shortage_2026-03-12.csv,imepitoin,
NO_DMP_shortage_2026-03-12.csv,fluoksetinhydroklorid,
NO_DMP_shortage_2026-03-12.csv,parekoksibnatrium,
NO_DMP_shortage_2026-03-12.csv,"varicella zoster-virus, levende, svekket",
NO_DMP_shortage_2026-03-12.csv,deferasiroks,
NO_DMP_shortage_2026-03-12.csv,"kondrogeninduserte mesenkymale stamceller fra hest, allogene, perifert blodderiverte",
NO_DMP_shortage_2026-03-12.csv,"morfinhemisulfat 2,5-hydrat",
NO_DMP_shortage_2026-03-12.csv,entekavirmonohydrat,
NO_DMP_shortage_2026-03-12.csv,"hepatitt a-virus, inaktivert, hepatitt b-virus overflateantigen, rekombinant",
NO_DMP_shortage_2026-03-12.csv,kaliumbromid,
NO_DMP_shortage_2026-03-12.csv,metenaminhippurat,
NO_DMP_shortage_2026-03-12.csv,"etinyløstradiol, norelgestromin",
NO_DMP_shortage_2026-03-12.csv,tolterodintartrat,
NO_DMP_shortage_2026-03-12.csv,raloksifenhydroklorid,
NO_DMP_shortage_2026-03-12.csv,"dietanolaminfusidat, framycetinsulfat, nystatin, prednisolon",
NO_DMP_shortage_2026-03-12.csv,buprenorfinhydroklorid,
NO_DMP_shortage_2026-03-12.csv,pimobendan,
NO_DMP_shortage_2026-03-12.csv,karprofen,
NO_DMP_shortage_2026-03-12.csv,cyanokobalamin,
NO_DMP_shortage_2026-03-12.csv,ceftriaksonnatrium,
NO_DMP_shortage_2026-03-12.csv,kolekalsiferol,
NO_DMP_shortage_2026-03-12.csv,atomoksetinhydroklorid,
NO_DMP_shortage_2026-03-12.csv,aglepriston,
NO_DMP_shortage_2026-03-12.csv,rokuroniumbromid,
NO_DMP_shortage_2026-03-12.csv,kabergolin,
NO_DMP_shortage_2026-03-12.csv,oksazepam,
NO_DMP_shortage_2026-03-12.csv,rivaroksaban,
NO_DMP_shortage_2026-03-12.csv,mepivakainhydroklorid,
NO_DMP_shortage_2026-03-12.csv,"ezetimib, simvastatin",
NO_DMP_shortage_2026-03-12.csv,"famotidin, kalsiumkarbonat, magnesiumhydroksid",
NO_DMP_shortage_2026-03-12.csv,pyrantelembonat,
NO_DMP_shortage_2026-03-12.csv,tetrasyklinhydroklorid,
NO_DMP_shortage_2026-03-12.csv,"immunglobulin anti-t-lymfocytt, animalsk, til human bruk",
NO_DMP_shortage_2026-03-12.csv,"parafin, flytende, vaselin, gul",
NO_DMP_shortage_2026-03-12.csv,alimemazinhemitartrat,
NO_DMP_shortage_2026-03-12.csv,hydroksyzinhydroklorid,
NO_DMP_shortage_2026-03-12.csv,klenbuterolhydroklorid,
NO_DMP_shortage_2026-03-12.csv,"betametasondipropionat, salisylsyre",
NO_DMP_shortage_2026-03-12.csv,ursodeoksykolsyre,
NO_DMP_shortage_2026-03-12.csv,parikalsitol,
NO_DMP_shortage_2026-03-12.csv,lotilaner,
NO_DMP_shortage_2026-03-12.csv,natriumklorid,
NO_DMP_shortage_2026-03-12.csv,vinorelbintartrat,
NO_DMP_shortage_2026-03-12.csv,levotyroksinnatrium,
NO_DMP_shortage_2026-03-12.csv,tenofovirdisoproksilmaleat,
NO_DMP_shortage_2026-03-12.csv,memantinhydroklorid,
NO_DMP_shortage_2026-03-12.csv,sertralinhydroklorid,
NO_DMP_shortage_2026-03-12.csv,menotropin,
NO_DMP_shortage_2026-03-12.csv,"pneumokokk-polysakkarid serotype 1, pneumokokk-polysakkarid serotype 10a, pneumokokk-polysakkarid serotype 11a, pneumokokk-polysakkarid serotype 12f, pneumokokk-polysakkarid serotype 14, pneumokokk-polysakkarid serotype 15b, pneumokokk-polysakkarid serotype 17f, pneumokokk-polysakkarid serotype 18c, pneumokokk-polysakkarid serotype 19a, pneumokokk-polysakkarid serotype 19f, pneumokokk-polysakkarid serotype 2, pneumokokk-polysakkarid serotype 20, pneumokokk-polysakkarid serotype 22f, pneumokokk-polysakkarid serotype 23f, pneumokokk-polysakkarid serotype 3, pneumokokk-polysakkarid serotype 33f, pneumokokk-polysakkarid serotype 4, pneumokokk-polysakkarid serotype 5, pneumokokk-polysakkarid serotype 6b, pneumokokk-polysakkarid serotype 7f, pneumokokk-polysakkarid serotype 8, pneumokokk-polysakkarid serotype 9n, pneumokokk-polysakkarid serotype 9v",
NO_DMP_shortage_2026-03-12.csv,"mesenkymale stamceller fra hest, allogene, perifert blodderivert, tenogent primet",
NO_DMP_shortage_2026-03-12.csv,"rabiesvirus, inaktivert",
NO_DMP_shortage_2026-03-12.csv,"betametasondipropionat, kalsipotriolmonohydrat",
NO_DMP_shortage_2026-03-12.csv,"febantel, pyrantelembonat",
NO_DMP_shortage_2026-03-12.csv,desonid,
NO_DMP_shortage_2026-03-12.csv,damoktokog alfa pegol,
NO_DMP_shortage_2026-03-12.csv,posakonazol,
NO_DMP_shortage_2026-03-12.csv,maropitantsitratmonohydrat,
NO_DMP_shortage_2026-03-12.csv,valaciklovirhydroklorid,
NO_DMP_shortage_2026-03-12.csv,magnesiumsulfatheptahydrat,
NO_DMP_shortage_2026-03-12.csv,kolistimetatnatrium,
NO_DMP_shortage_2026-03-12.csv,minoksidil,
NO_DMP_shortage_2026-03-12.csv,valerianarot,
NO_DMP_shortage_2026-03-12.csv,diklofenaknatrium,
NO_DMP_shortage_2026-03-12.csv,hydrokortison,
NO_DMP_shortage_2026-03-12.csv,merkaptaminhydroklorid,
NO_DMP_shortage_2026-03-12.csv,flukonazol,
NO_DMP_shortage_2026-03-12.csv,duloksetinhydroklorid,
NO_DMP_shortage_2026-03-12.csv,"hydrokortison, mikonazolnitrat",
NO_DMP_shortage_2026-03-12.csv,ciklosporin,
NO_DMP_shortage_2026-03-12.csv,vann til injeksjonsvæsker,
NO_DMP_shortage_2026-03-12.csv,syklizinhydroklorid,
NO_DMP_shortage_2026-03-12.csv,proksymetakainhydroklorid,
NO_DMP_shortage_2026-03-12.csv,kalsiumpolystyrensulfonat,
NO_DMP_shortage_2026-03-12.csv,kabazitaksel,
NO_DMP_shortage_2026-03-12.csv,"kalsiumkarbonat, kalsiumlaktatglukonat",
NO_DMP_shortage_2026-03-12.csv,deksamfetaminsulfat,
NO_DMP_shortage_2026-03-12.csv,kalsiumfolinat,
