file,substance,atc_code
ES_AEMPS_shortage_2026-03-12.csv,"FORADIL AEROLIZER 12 microgramos POLVO PARA INHALACIÓN (CÁPSULA DURA), 60 cápsulas de inhalación",
ES_AEMPS_shortage_2026-03-12.csv,"MISYO 10 MG/ML CONCENTRADO PARA SOLUCION ORAL , Frasco de 1000 ml",
ES_AEMPS_shortage_2026-03-12.csv,"ZOFRAN 4 mg SOLUCION INYECTABLE,10 ampollas de 2 ml",
ES_AEMPS_shortage_2026-03-12.csv,"FIASP 100 UNIDADES/ML PUMPCART SOLUCION INYECTABLE EN CARTUCHO, 5 cartuchos de 1,6 ml",
ES_AEMPS_shortage_2026-03-12.csv,"VIZIMPRO 45 MG COMPRIMIDOS RECUBIERTOS CON PELICULA, 30 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"EZETIMIBA/SIMVASTATINA STADA 10 MG/40 MG COMPRIMIDOS EFG, 28 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"ROSUVASTATINA/EZETIMIBA TEVA 5 MG/10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA, 30 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"CLORURO DE SODIO PHYSAN 0,9%  SOLUCION PARA PERFUSION, 10 frascos de 1.000 ml (PP + Tapón twin head)",
ES_AEMPS_shortage_2026-03-12.csv,"JORVEZA 0,5 MG COMPRIMIDOS BUCODISPERSABLES, 60 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"CICLOFOSFAMIDA DR. REDDYS 500 MG/ML CONCENTRADO PARA SOLUCION INYECTABLE Y PARA PERFUSION, 1 vial de 2 ml",
ES_AEMPS_shortage_2026-03-12.csv,"TOFRANIL 10 mg  COMPRIMIDOS RECIBIERTOS , 60 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"BENEXOL B1-B6-B12 COMPRIMIDOS RECUBIERTOS CON PELICULA, 30 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"ALCOMON REFORZADO 70º SOLUCION CUTANEA, 1 frasco de 500 ml",
ES_AEMPS_shortage_2026-03-12.csv,"EPANUTIN 100 mg CAPSULAS DURAS , 100 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"EFFENTORA 800 microgramos COMPRIMIDOS BUCALES, 28 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"TERIFLUNOMIDA TEVA 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"LACOSAMIDA KRKA 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 56 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"LYRICA 225 MG CAPSULAS DURAS, 56 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"SUERO FISIOLOGICO BRAUN 0,9% disolvente para uso parenteral, 20 ampollas de 10 ml (MP Classic)",
ES_AEMPS_shortage_2026-03-12.csv,"VIZILATAN DUO 50 MICROGRAMOS/ML + 5 MG/ML COLIRIO EN SOLUCION, 1 frasco de 2,5 ml",
ES_AEMPS_shortage_2026-03-12.csv,"ANGIODROX 180 mg CAPSULAS DURAS DE LIBERACION PROLONGADA , 60 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"FELIBEN 52,5 microgramos/HORA PARCHES TRANSDERMICOS. , 5 parches",
ES_AEMPS_shortage_2026-03-12.csv,"QUETIAPINA QUALIGEN FARMA 150 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG, 60 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"GALANTAMINA CINFA 8 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG , 28 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"ETOPOSIDO HIKMA 20 MG/ML CONCENTRADO PARA SOLUCION PARA PERFUSION EFG, 1 vial de 10 ml",
ES_AEMPS_shortage_2026-03-12.csv,"KETAZOLAM ADAMED 45 mg CAPSULAS DURAS , 20 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"EFLUELDA SUSPENSION INYECTABLE EN JERINGA PRECARGADA, 1 jeringa precargada de 0,5 ml (con aguja de seguridad)",
ES_AEMPS_shortage_2026-03-12.csv,"IPRATROPIO BROMURO CIPLA 20 MICROGRAMOS SOLUCION PARA INHALACION EN ENVASE A PRESION , 200 dosis",
ES_AEMPS_shortage_2026-03-12.csv,"BICNU 100 MG POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG , 1 vial de polvo + 1 vial de disolvente",
ES_AEMPS_shortage_2026-03-12.csv,"REGENDER 120 mg CAPSULAS DURAS. , 24 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"DULOXETINA COMBIX 30 MG CAPSULAS DURAS GASTRORRESISTENTES EFG , 7 cápsulas (Blister PVC/PVDC-ALUMINIO)",
ES_AEMPS_shortage_2026-03-12.csv,"DOPAMINA GRIFOLS  200 mg SOLUCIÓN INYECTABLE, 6 ampollas de 5 ml",
ES_AEMPS_shortage_2026-03-12.csv,"ZINNAT 500 mg GRANULADO PARA SUSPENSION ORAL , 10 sobres",
ES_AEMPS_shortage_2026-03-12.csv,"FENTANILO BASI 50 MICROGRAMOS/ML SOLUCION INYECTABLE EFG, 10 ampollas de 3 ml",
ES_AEMPS_shortage_2026-03-12.csv,DELCRIN 10.000 UI/ML GOTAS ORALES EN SOLUCION 1 frasco de 10 ml,
ES_AEMPS_shortage_2026-03-12.csv,"AZITROMICINA ALTER 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 3 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"NEXOBRID 2 g polvo y gel para gel, 1 vial de 2g de polvo + 1 frasco de 20 g de gel diluyente",
ES_AEMPS_shortage_2026-03-12.csv,"BENDAMUSTINA ACCORD 2,5 MG/ML POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION EFG , 5 viales de 100 mg",
ES_AEMPS_shortage_2026-03-12.csv,"TYENNE 20 MG/ML CONCENTRADO PARA SOLUCION PARA PERFUSION, 1 vial de 20 ml",
ES_AEMPS_shortage_2026-03-12.csv,"NOVOSEVEN 2 mg (100 KUI) POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE, 1 vial + 1 jeringa precargada de disolvente",
ES_AEMPS_shortage_2026-03-12.csv,"TOPIRAMATO PENSA PHARMA 200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 60 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"TEMELOR 4 MG/ML SOLUCIÓN INYECTABLE EFG, 10 ampollas",
ES_AEMPS_shortage_2026-03-12.csv,"LENALIDOMIDA AUROVITAS 5 MG CAPSULAS DURAS EFG, 21 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"DINISOR RETARD 180 mg COMPRIMIDOS DE LIBERACION MODIFICADA, 30 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"ATOMOXETINA CINFA 10 MG CAPSULAS DURAS EFG, 7 cápsulas (Blister PVC/PE/PCTFE-Al)",
ES_AEMPS_shortage_2026-03-12.csv,"QUETIAPINA VIATRIS 300 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG, 60 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"ACIDO IBANDRONICO VIATRIS 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 1 comprimido",
ES_AEMPS_shortage_2026-03-12.csv,"GONAPEPTYL DEPOT 3,75 mg POLVO Y DISOLVENTE PARA SUSPENSION INYECTABLE, 1 jeringa precargada + 1 jeringa precargada de disolvente",
ES_AEMPS_shortage_2026-03-12.csv,"KREON 25.000 U cápsulas duras gastrorresistentes, 50 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"QUETIAPINA VIATRIS 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 60 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"AGUA PARA PREPARACIONES  INYECTABLES GRIFOLS DISOLVENTE PARA USO PARENTERAL , 10 frascos de 500 ml",
ES_AEMPS_shortage_2026-03-12.csv,"MYRELEZ 120 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA EFG, 1 jeringa precargada de 0,5 ml",
ES_AEMPS_shortage_2026-03-12.csv,"GALANTAMINA STADA 24 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG , 28 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"BEXAROTENO CIPLA 75 MG CAPSULAS BLANDAS EFG, 100 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"SOLINITRINA 0,8 mg comprimidos recubiertos sublinguales , 30 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"LACOSAMIDA KRKA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 14 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"GALANTAMINA VIATRIS 24 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG, 28 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"FEXOFENADINA CIPLA 180 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 20 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"KABIPAC GLUCOSA 5% SOLUCION PARA PERFUSION , 10 frascos de 1.000 ml",
ES_AEMPS_shortage_2026-03-12.csv,NEXOBRID 5 g polvo y gel para gel 50 g,
ES_AEMPS_shortage_2026-03-12.csv,ZONISAMIDA CINFAMED 50 MG CAPSULAS DURAS EFG 28 cápsulas,
ES_AEMPS_shortage_2026-03-12.csv,"AMOXICILINA/ACIDO CLAVULANICO CINFA 875 mg/125 mg POLVO PARA SUSPENSION ORAL EN SOBRES EFG, 20 sobres",
ES_AEMPS_shortage_2026-03-12.csv,"MITOMICINA MEDAC 40 MG POLVO PARA SOLUCION INTRAVESICAL Y PARA SOLUCION INYECTABLE EFG, 1 vial",
ES_AEMPS_shortage_2026-03-12.csv,"BATMEN 2,5 MG/G UNGÜENTO    , 1 tubo de 30 g",
ES_AEMPS_shortage_2026-03-12.csv,"FUNGISDIN 8,7 MG/ML SOLUCIÓN PARA PULVERIZACIÓN CUTÁNEA , 1 frasco de 125 ml",
ES_AEMPS_shortage_2026-03-12.csv,"NOVORAPID PUMPCART 100 U/ML SOLUCION INYECTABLE EN CARTUCHO, 5 cartuchos de 1,6 ml",
ES_AEMPS_shortage_2026-03-12.csv,"LUDIOMIL 25 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA, 30 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"GALANTAMINA CINFA 24 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG , 28 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"GEMCITABINA ACCORD 1500 mg CONCENTRADO PARA SOLUCION PARA PERFUSION ,  1 vial de 15 ml",
ES_AEMPS_shortage_2026-03-12.csv,"METOCLOPRAMIDA PENSA 1 mg/ml SOLUCION ORAL EFG, 1 frasco de 250 ml",
ES_AEMPS_shortage_2026-03-12.csv,"TRIGON DEPOT 40 mg/ml SUSPENSIÓN INYECTABLE, 3 viales de 1 ml",
ES_AEMPS_shortage_2026-03-12.csv,ACIDO IBANDRONICO SANDOZ 150 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG 1 comprimido,
ES_AEMPS_shortage_2026-03-12.csv,"ALDACTACINE 25 mg/15 mg COMPRIMIDOS, 40 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"TOBRAMICINA SUN 300 MG/5 ML SOLUCION PARA INHALACION POR NEBULIZADOR , 56 ampollas de 5 ml",
ES_AEMPS_shortage_2026-03-12.csv,"QUETIAPINA PENSA 50 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG, 60 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"FUCITHALMIC 10 mg/g  GEL OFTALMICO , 1 tubo de 5 g",
ES_AEMPS_shortage_2026-03-12.csv,"IOMERON 350 MG IODO/ML SOLUCIÓN INYECTABLE  , 1 frasco de 100 ml",
ES_AEMPS_shortage_2026-03-12.csv,"KREON 25.000 U cápsulas duras gastrorresistentes, 100 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"METOCLOPRAMIDA KERN PHARMA 1 mg/ml SOLUCION ORAL EFG, 1 frasco de 250 ml",
ES_AEMPS_shortage_2026-03-12.csv,"DEXTROSA FRESENIUS KABI 50% SOLUCION PARA PERFUSION, 12 frascos de 500 ml",
ES_AEMPS_shortage_2026-03-12.csv,"TOPIRAMATO VIATRIS 50 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG, 60 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"CLORURO DE SODIO PHYSAN 0,9%  SOLUCION PARA PERFUSION, 20 frascos de 250 ml (PP + Tapón twin head)",
ES_AEMPS_shortage_2026-03-12.csv,"FELDENE FLAS 20 mg LIOFILIZADO ORAL, 20 liofilizados",
ES_AEMPS_shortage_2026-03-12.csv,"DALACIN 10 MG EMULSION CUTANEA , 1 frasco de 30 ml",
ES_AEMPS_shortage_2026-03-12.csv,"XOROX 30 MG/G POMADA OFTALMICA, 1 tubo de 4.5 g",
ES_AEMPS_shortage_2026-03-12.csv,ALMAGATO STADAPHARM 500 MG COMPRIMIDOS MASTICABLES 24 comprimidos,
ES_AEMPS_shortage_2026-03-12.csv,"POTASIO KABI 0,04 MEQ/ML EN CLORURO DE SODIO 0,9% SOLUCION PARA PERFUSION  EFG, 10 frascos de 500 ml",
ES_AEMPS_shortage_2026-03-12.csv,"NIAPELF 75 MG SUSPENSION INYECTABLE DE LIBERACION PROLONGADA EFG, 1 jeringa precargada de 0,75 ml",
ES_AEMPS_shortage_2026-03-12.csv,"AMOROLFINA TEVA 50mg/ml BARNIZ DE UÑAS MEDICAMENTOSO , 1 frasco de 5 ml",
ES_AEMPS_shortage_2026-03-12.csv,"ATOMOXETINA CINFA 18 MG CAPSULAS DURAS EFG, 7 cápsulas (Blister PVC/PE/PCTFE-Al)",
ES_AEMPS_shortage_2026-03-12.csv,"GALANTAMINA RATIO 16 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG , 28 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"VOLTAREN 1 mg/ml COLIRIO EN SOLUCION EN ENVASES UNIDOSIS, 10 envases unidosis de 0,3 ml",
ES_AEMPS_shortage_2026-03-12.csv,"AGUA PARA PREPARACIONES INYECTABLES FRESENIUS KABI DISOLVENTE PARA USO PARENTERAL, 1 frasco de 1.000 ml",
ES_AEMPS_shortage_2026-03-12.csv,GAMAVAN 360 MICROGRAMOS/ML SOLUCION ORAL 1 frasco de 15 ml,
ES_AEMPS_shortage_2026-03-12.csv,"ADOLONTA 100 mg/2 ml  SOLUCION INYECTABLE Y PARA PERFUSION , 5 ampollas de 2 ml",
ES_AEMPS_shortage_2026-03-12.csv,"BRONCHITOL 40 MG POLVO PARA INHALACION, CAPSULAS DURAS, 28 x 10 cápsulas + 2 inhaladores",
ES_AEMPS_shortage_2026-03-12.csv,"STRATTERA 4 MG/ML SOLUCION ORAL , 3 frascos de 100 ml",
ES_AEMPS_shortage_2026-03-12.csv,"AUXINA A+E CAPSULAS BLANDAS , 30 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"REGENDER 120 mg CAPSULAS DURAS. , 96 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"PENILEVEL 5.000.000 U.I. POLVO Y DISOLVENTE PARA SOLUCIÓN INYECTABLE, 1 vial + 1 ampolla de disolvente",
ES_AEMPS_shortage_2026-03-12.csv,"FARMORUBICINA 2 mg/ml SOLUCION INYECTABLE Y PARA PERFUSION , 1 vial de 25 ml",
ES_AEMPS_shortage_2026-03-12.csv,"ONCOTICE 2-8 X 10(8) UFC POLVO PARA SUSPENSION INTRAVESICAL, 3 viales",
ES_AEMPS_shortage_2026-03-12.csv,"LENALIDOMIDA KRKA  10 mg CAPSULAS DURAS EFG, 21 capsulas",
ES_AEMPS_shortage_2026-03-12.csv,"DULOXETINA STADA 60 MG CAPSULAS DURAS GASTRORRESISTENTES EFG , 28 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,COSDUO  20 MG/ML + 5 MG/ML COLIRIO EN SOLUCION 1 frasco de 5 ml,
ES_AEMPS_shortage_2026-03-12.csv,"SYNALAR 0,25 MG/G ESPUMA CUTANEA , 1 envase a presión de 60 g",
ES_AEMPS_shortage_2026-03-12.csv,CLANDERON 37.5 MG/325 MG COMPRIMIDOS EFERVESCENTES EFG 20 comprimidos (Tubo),
ES_AEMPS_shortage_2026-03-12.csv,"ABEVMY 25 MG/ML CONCENTRADO PARA SOLUCION PARA PERFUSION, 1 vial de 4 ml",
ES_AEMPS_shortage_2026-03-12.csv,"AGRASTAT 0,05 mg/ml SOLUCION PARA PERFUSION , 1 bolsa de 250 ml",
ES_AEMPS_shortage_2026-03-12.csv,"BINOCRIT 20.000 UI/0,5 ml SOLUCION INYECTABLE EN UNA JERINGA PRECARGADA, 1 jeringa precargada de 0,5 ml",
ES_AEMPS_shortage_2026-03-12.csv,"ACIDO IBANDRONICO VIATRIS 150 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 3 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"LAMIVUDINA AUROVITAS 300 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 30 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"TOPIRAMATO PENSA PHARMA 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 60 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"RYTMONORM 3,5 mg/ml SOLUCION INYECTABLE, 5 ampollas de 20 ml",
ES_AEMPS_shortage_2026-03-12.csv,"ZUBSOLV 8,6 MG/2,1 MG COMPRIMIDOS SUBLINGUALES, 28 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"PALMEUX 50 MG SUSPENSION INYECTABLE DE LIBERACION PROLONGADA EN JERINGA PRECARGADA EFG, 1 jeringa precargada + 2 agujas",
ES_AEMPS_shortage_2026-03-12.csv,"THEO-DUR 100 mg COMPRIMIDOS DE LIBERACION PROLONGADA , 40 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"GLUCOSAMINA KORHISPANA 1500 mg POLVO PARA SOLUCION ORAL EFG, 30 sobres",
ES_AEMPS_shortage_2026-03-12.csv,"BETAHISTINA CINFA 8 mg COMPRIMIDOS EFG, 60 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"TIMABAK 2,5 mg/ml COLIRIO EN SOLUCION , 1 frasco de 5 ml",
ES_AEMPS_shortage_2026-03-12.csv,"CICLOFOSFAMIDA DR. REDDYS 500 MG/ML CONCENTRADO PARA SOLUCION INYECTABLE Y PARA PERFUSION, 1 vial de 1 ml",
ES_AEMPS_shortage_2026-03-12.csv,"MYFENAX 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 50x1 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"VANDRAL RETARD 75 mg CAPSULAS DURAS DE LIBERACION PROLONGADA, 30 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"CARMUSTINA ACCORD 100 MG POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG, 1 vial de 100 mg + vial de 3 ml de disolvente",
ES_AEMPS_shortage_2026-03-12.csv,ATAMAX 10 MG CAPSULAS DURAS EFG 7 cápsulas,
ES_AEMPS_shortage_2026-03-12.csv,"IPSODOL 0,075 % CREMA , 1 tubo de 50 g",
ES_AEMPS_shortage_2026-03-12.csv,"METOTREXATO ACCORD 25 MG/ML SOLUCION INYECTABLE EFG, 1 vial de 20 ml",
ES_AEMPS_shortage_2026-03-12.csv,"BENDAMUSTINA DR. REDDYS 2,5 MG/ML POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION EFG, 5 viales de 100 mg",
ES_AEMPS_shortage_2026-03-12.csv,"KALPRESS PLUS  80 mg / 12,5 mg, COMPRIMIDOS RECUBIERTOS CON PELICULA, 28 comprimidos (AL/PVC/PVDC)",
ES_AEMPS_shortage_2026-03-12.csv,"DESMOPRESINA SANDOZ 120 MICROGRAMOS COMPRIMIDOS SUBLINGUALES EFG, 30 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"VELETRI 1,5 MG POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION, 1 vial + 1 frasco de disolvente",
ES_AEMPS_shortage_2026-03-12.csv,"GLIMEPIRIDA NORMON 4 mg COMPRIMIDOS EFG, 30 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"ESTRADOT 37,5 microgramos/24 HORAS, PARCHE TRANSDERMICO , 8 parches",
ES_AEMPS_shortage_2026-03-12.csv,"CITICOLINA PENSA PHARMA 1000 MG SOLUCION ORAL EFG , 10 sobres de 10 ml",
ES_AEMPS_shortage_2026-03-12.csv,"FENITOINA ALTAN 50 MG/ ML SOLUCION INYECTABLE , 50 ampollas de 5 ml",
ES_AEMPS_shortage_2026-03-12.csv,"IOMERON 350 MG IODO/ML SOLUCIÓN INYECTABLE  , 1 frasco de 200 ml",
ES_AEMPS_shortage_2026-03-12.csv,"ZADITEN 0,25 mg/ml COLIRIO EN SOLUCION , 1 frasco de 5 ml",
ES_AEMPS_shortage_2026-03-12.csv,"FLUTOX 10 mg, COMPRIMIDOS RECUBIERTOS , 20 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"ATOMOXETINA CINFA 25 MG CAPSULAS DURAS EFG, 7 cápsulas (Blister PVC/PE/PCTFE-Al)",
ES_AEMPS_shortage_2026-03-12.csv,"CARMELOSA STADA 5 MG/ML COLIRIO EN SOLUCION EN ENVASE UNIDOSIS , 30 envases unidosis de 0,4 ml",
ES_AEMPS_shortage_2026-03-12.csv,"OFTACILOX 3 mg/g POMADA OFTALMICA , 1 tubo de 3,5 g",
ES_AEMPS_shortage_2026-03-12.csv,"FILIOP 40 MICROGRAMOS/ML + 5 MG/ML COLIRIO EN SOLUCION 1 frasco de 2,5 ml",
ES_AEMPS_shortage_2026-03-12.csv,"TAMIFLU 30 mg CAPSULAS DURAS, 10 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"MICLAST 80 mg/g BARNIZ DE UÑAS MEDICAMENTOSO , 1 frasco de 3 ml",
ES_AEMPS_shortage_2026-03-12.csv,QUDIX PROLONG 300 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG 60 comprimidos,
ES_AEMPS_shortage_2026-03-12.csv,"CARRELDON RETARD 240 mg COMPRIMIDOS DE LIBERACION PROLONGADA, 30 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"AZELASTINA ABAMED 0,5 MG/ML COLIRIO EN SOLUCION, 1 frasco de 6 ml",
ES_AEMPS_shortage_2026-03-12.csv,"FEMMYN 0,03 MG ÓVULOS 10 óvulos",
ES_AEMPS_shortage_2026-03-12.csv,"METOTREXATO ACCORD 25 MG/ML SOLUCION INYECTABLE EFG, 1 vial de 2 ml",
ES_AEMPS_shortage_2026-03-12.csv,"BILDYOS 60 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA, 1 jeringa precargada de 1 ml",
ES_AEMPS_shortage_2026-03-12.csv,"GEMCITABINA ACCORD 2000 mg CONCENTRADO PARA SOLUCION PARA PERFUSION,  1 vial de 20 ml",
ES_AEMPS_shortage_2026-03-12.csv,"NOVOSEVEN 5 mg (250 KUI) POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE, 1 vial + 1 jeringa precargada de disolvente",
ES_AEMPS_shortage_2026-03-12.csv,"RIVASTIGMINA KERN PHARMA 6 mg CAPSULAS DURAS EFG, 56 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"ANTICUDE, 2 ampollas de 2 ml",
ES_AEMPS_shortage_2026-03-12.csv,"CEZIBOE 0,25 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA, 1 jeringa precargada",
ES_AEMPS_shortage_2026-03-12.csv,"BATMEN 2,5 MG/G POMADA , 1 tubo de 30 g",
ES_AEMPS_shortage_2026-03-12.csv,"AZACITIDINA ACCORD 25 MG/ML POLVO PARA SUSPENSION INYECTABLE EFG, 1 vial",
ES_AEMPS_shortage_2026-03-12.csv,"TETRABENAZINA ARISTO 25 MG COMPRIMIDOS EFG, 112 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"ATOMOXETINA TARBIS 40 MG CÁPSULAS DURAS EFG, 28 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"CLOZAPINA STADA 200 MG COMPRIMIDOS , 40 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"ABELCET COMPLEJO LIPIDICO 5 mg/ml CONCENTRADO PARA DISPERSION PARA PERFUSION , 10 viales de 20 ml",
ES_AEMPS_shortage_2026-03-12.csv,"BICARBONATO SODICO 1M GRIFOLS SOLUCION INYECTABLE , 100 ampollas de 10 ml",
ES_AEMPS_shortage_2026-03-12.csv,SEMONIC 200 MG COMPRIMIDOS RECUBIERTOS CON PELICULA 30 comprimidos,
ES_AEMPS_shortage_2026-03-12.csv,"KETAZOLAM ADAMED 30 mg CAPSULAS DURAS , 20 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"LACOSAMIDA ACCORD 10 MG/ML SOLUCION PARA PERFUSION EFG, 1 vial de 20 ml",
ES_AEMPS_shortage_2026-03-12.csv,"MEMANTINA NORMON 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 112 comprimidos (Blister PVDC/PVC/Aluminio)",
ES_AEMPS_shortage_2026-03-12.csv,"TRONOXAL 1.000 MG POLVO PARA SOLUCIÓN PARA PERFUSIÓN, 1 vial",
ES_AEMPS_shortage_2026-03-12.csv,"TIGECICLINA ACCORD 50 MG POLVO PARA SOLUCION PARA PERFUSION EFG, 10 viales",
ES_AEMPS_shortage_2026-03-12.csv,"RALOXIFENO KERN PHARMA 60 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"ZUBSOLV 11,4 MG/2,9 MG COMPRIMIDOS SUBLINGUALES, 28 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"IMOVAX POLIO SUSPENSION INYECTABLE EN JERINA PRECARGADA, 1 jeringa precargada de 0,5 ml con aguja",
ES_AEMPS_shortage_2026-03-12.csv,"TAMIFLU 45 mg CAPSULAS DURAS, 10 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"ATOMOXETINA CINFA 60 MG CAPSULAS DURAS EFG, 28 cápsulas (Blister PVC/PE/PCTFE-Al)",
ES_AEMPS_shortage_2026-03-12.csv,"HIDRATHEA 9 mg/ml COLIRIO EN SOLUCION , 1 frasco de 10 ml",
ES_AEMPS_shortage_2026-03-12.csv,"QUETIAPINA PENSA 300 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG, 60 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,"GABITRIL 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA , 100 comprimidos",
ES_AEMPS_shortage_2026-03-12.csv,ABFENTIQ 800 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 15 comprimidos,
ES_AEMPS_shortage_2026-03-12.csv,"TOLTERODINA NEO CINFA 4 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG , 28 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"DETRUSITOL NEO 4 mg, CAPSULAS DURAS DE LIBERACION PROLONGADA, 28 cápsulas",
ES_AEMPS_shortage_2026-03-12.csv,"BARILUX  830 mg/ml  SUSPENSION  ORAL Y RECTAL, 4 frascos multidosis de 2000 ml",
ES_AEMPS_shortage_2026-03-12.csv,"ORKAMBI 75 MG/94 MG GRANULADO EN SOBRE, 56 sobres",
