country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,authorisation_number,marketing_auth_holder,shortage_start,estimated_end,actual_end,status,reason,impact,scraped_at,prk
BE,Belgium,FAMHP,Trafloxal 0.3 % oogdruppels opl. druppelfl. 5 ml,Ofloxacin,,,0379578,S01AE01,BE153054,Bausch + Lomb Ireland ,2026-09-15,2026-10-01,,unavailable,Vertraging in de productie,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.995797,220582
BE,Belgium,FAMHP,Loortan 50 mg filmomh. tabl. 98,Losartan Potassium,,,1415959,C09CA01,BE184511,Organon Belgium BV-SRL,2026-09-14,2026-11-27,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.995809,41890
BE,Belgium,FAMHP,Xenetix 300 300 mg I/ml inj. opl. i.v. flac. 100 ml,Iobitridol,,,1294602,V08AB11,BE176041,Guerbet ,2026-09-14,2026-10-16,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.995821,42609
BE,Belgium,FAMHP,Solifenacine/Tamsulosine Teva 6 mg - 0.4 mg tabl. geregul. afgifte 90 (90 x 1) UD,"Tamsulosin , Solifenacin ",,,4663761,G04CA53,BE661184,Teva B.V.,2026-09-14,2026-11-23,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.995834,105724
BE,Belgium,FAMHP,Ezetimibe/Simvastatine Teva 10 mg - 40 mg tabl. 100,"Simvastatin, Ezetimibe",,,4279931,C10BA02,BE525946,Teva GmbH,2026-09-14,2026-10-19,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.995847,77046
BE,Belgium,FAMHP,Dropizole 10 mg/ml druppels opl. druppelfl. 10 ml,Morphine,,,4668315,A07DA02,BE539662,Pharmanovia a.s.,2026-09-14,2026-11-30,,unavailable,Andere reden,Aanpassing van de behandeling mogelijk (niet-levensnoodzakelijk geneesmiddel),2026-09-21T13:13:20.995860,202037
BE,Belgium,FAMHP,Escitalopram Viatris 20 mg filmomh. tabl. 100,Escitalopram,,,3705787,N06AB10,BE489937,Viatris GX BV-SRL,2026-09-14,2027-02-22,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.995873,74977
BE,Belgium,FAMHP,Cinacalcet Viatris 60 mg filmomh. tabl. 28 (28 x 1) UD,Cinacalcet ,,,4923900,H05BX01,EU/1/15/1054/006,Viatris Ltd.,2026-09-14,2028-04-05,,unavailable,Andere reden,Onder evaluatie,2026-09-21T13:13:20.995886,77119
BE,Belgium,FAMHP,Cinacalcet Viatris 30 mg filmomh. tabl. 28 (28 x 1) UD,Cinacalcet ,,,4923892,H05BX01,EU/1/15/1054/003,Viatris Ltd.,2026-09-14,2028-04-05,,unavailable,Andere reden,Onder evaluatie,2026-09-21T13:13:20.995899,77100
BE,Belgium,FAMHP,Cinacalcet Viatris 90 mg filmomh. tabl. 28 (28 x 1) UD,Cinacalcet ,,,4923918,H05BX01,EU/1/15/1054/009,Viatris Ltd.,2026-09-14,2028-04-05,,unavailable,Andere reden,Onder evaluatie,2026-09-21T13:13:20.995911,77127
BE,Belgium,FAMHP,Olanzapine EG 7.5 mg filmomh. tabl. 98,Olanzapine,,,2805281,N05AH03,BE362616,EG SA-NV,2026-09-14,2026-10-16,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.995923,
BE,Belgium,FAMHP,Olanzapine EG 10 mg filmomh. tabl. 98,Olanzapine,,,2805224,N05AH03,BE362625,EG SA-NV,2026-09-14,2026-10-16,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.995936,45578
BE,Belgium,FAMHP,Imatinib Teva 400 mg filmomh. tabl. 30 (30 x 1) UD,Imatinib ,,,3461290,L01EA01,EU/1/12/808/018,Teva B.V.,2026-09-14,2026-10-12,,unavailable,Vertraging in de productie,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.995949,71307
BE,Belgium,FAMHP,Sumatriptan EG 50 mg tabl. 6,Sumatriptan,,,2340347,N02CC01,BE291575,EG SA-NV,2026-09-14,2026-10-30,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.995962,41378
BE,Belgium,FAMHP,Sumatriptan EG 100 mg tabl. 24,Sumatriptan,,,3075785,N02CC01,BE291584,EG SA-NV,2026-09-14,2026-10-30,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.995974,32476
BE,Belgium,FAMHP,Venlafaxine Retard AB 37.5 mg harde caps. verl. afgifte 28,Venlafaxine,,,2615672,N06AX16,BE319383,Aurobindo SA-NV,2026-09-11,2026-12-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.995988,79197
BE,Belgium,FAMHP,Ovitrelle 250 µg inj. opl. s.c. voorgev. spuit 0.5 ml,Chorionic Gonadotrophin (HCG),,,2155091,G03GA08,EU/1/00/165/007,Merck Europe B.V.,2026-09-11,2026-10-30,,unavailable,Toegenomen vraag,Eén of twee alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996002,71501
BE,Belgium,FAMHP,SMOFlipid 200 mg/ml inf. emuls. i.v. 10 x 500 ml,"Fish Oil Rich in Omega-3-Acids, Glycine max - Glycine soja (Ph.Eur. mixture), Bean, Oil, Triglycerides Medium Chain, Olea europaea L., Fruit, Oil - Purified",,,2437101,B05BA02,BE270776,Fresenius Kabi SA-NV,2026-09-11,2026-11-01,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996016,88137
BE,Belgium,FAMHP,Drosana 20 0.02 mg - 3 mg filmomh. tabl. 13 x 21,"Drospirenone, Ethinylestradiol",,,3562295,G03AA12,BE398745,Gedeon Richter Plc,2026-09-11,2026-09-25,,unavailable,"Logistieke problemen (transport, douane, ...)",In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996028,105694
BE,Belgium,FAMHP,Amlodipine/Valsartan Krka 10 mg - 160 mg filmomh. tabl. 98,"Valsartan, Amlodipine",,,3983566,C09DB01,BE490053,KRKA d.d. Novo mesto d.d.,2026-09-11,2026-09-30,,unavailable,Andere reden,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996041,123501
BE,Belgium,FAMHP,Solifenacine Viatris 10 mg filmomh. tabl. 90,Solifenacin,,,3872132,G04BD08,BE486053,Viatris GX BV-SRL,2026-09-11,2027-01-07,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996053,75345
BE,Belgium,FAMHP,Ataxxa 1 250 mg - 250 mg spot-on opl. 3 x 2.5 ml,"Permethrin, Imidacloprid",,,4441143,P53AC54,BE-V491004,KRKA d.d. Novo mesto d.d.,2026-09-11,2026-10-20,,unavailable,Andere reden,-,2026-09-21T13:13:20.996065,
BE,Belgium,FAMHP,Busulfan Fresenius Kabi 6 mg/ml inf. opl. (conc.) i.v. flac. 8 x 10 ml,Busulfan,,,4823423,L01AB01,EU/1/14/951/001,Fresenius Kabi Deutschland GmbH,2026-09-11,2026-11-29,,unavailable,Vertraging in de productie,Invoer door de apotheker mogelijk,2026-09-21T13:13:20.996077,129232
BE,Belgium,FAMHP,Pantoprazol AB 40 mg maagsapresist. tabl. 56,Pantoprazole,,,4381141,A02BC02,BE534337,Aurobindo SA-NV,2026-09-11,2026-10-15,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996090,43044
BE,Belgium,FAMHP,Silodosin AB 8 mg harde caps. 90,Silodosin,,,4110938,G04CA04,BE544906,Aurobindo SA-NV,2026-09-11,2026-10-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996103,97284
BE,Belgium,FAMHP,Paracetamol AB 1 000 mg tabl. 60,Paracetamol ,,,4282349,N02BE01,BE525653,Aurobindo SA-NV,2026-09-11,2026-10-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996117,
BE,Belgium,FAMHP,Zoledronate EG 5 mg/100 ml inf. opl. i.v. flac. 100 ml,Zoledronic Acid,,,4616173,M05BA08,BE507795,EG SA-NV,2026-09-11,2026-09-30,,unavailable,Toegenomen vraag,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996129,79790
BE,Belgium,FAMHP,Etoricoxib AB 120 mg filmomh. tabl. 28,Etoricoxib,,,4117875,M01AH05,BE506800,Aurobindo SA-NV,2026-09-11,2026-10-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996143,66761
BE,Belgium,FAMHP,Minitran 10 mg transderm. pleister 30,Glyceryl Trinitrate ,,,1033570,C01DA02,BE160562,Viatris Healthcare SA-NV,2026-09-11,2026-10-07,,unavailable,Andere reden,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996155,
BE,Belgium,FAMHP,Minitran 5 mg transderm. pleister 30,Glyceryl Trinitrate ,,,1033554,C01DA02,BE160571,Viatris Healthcare SA-NV,2026-09-11,2026-10-07,,unavailable,Andere reden,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996167,
BE,Belgium,FAMHP,Kredex 25 mg tabl. 56,Carvedilol,,,0482554,C07AG02,BE150875,Cheplapharm Arzneimittel GmbH,2026-09-10,2026-10-10,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996178,41009
BE,Belgium,FAMHP,Kredex 6.25 mg tabl. 56,Carvedilol,,,1251917,C07AG02,BE182996,Cheplapharm Arzneimittel GmbH,2026-09-10,2026-10-10,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996190,47864
BE,Belgium,FAMHP,Artiss weefsellijm opl. voorgev. spuit 1 ml + 1 ml,"Human Fibrinogen , Aprotinin, Human Thrombin, Calcium Chloride",,,2951754,B02BC30,BE340961,Baxter SA-NV,2026-09-10,2026-09-30,,unavailable,Toegenomen vraag,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996202,103845
BE,Belgium,FAMHP,Flubenol 5% 50 mg/g 2 kg,Flubendazole,,,1455146,P52AC12,BE-V326837,Elanco GmbH,2026-09-10,2026-11-09,,unavailable,Vertraging in de productie,-,2026-09-21T13:13:20.996213,
BE,Belgium,FAMHP,Atorvastatin HCS 80 mg filmomh. tabl. 100,Atorvastatin,,,3444569,C10AA05,BE398054,HCS BV-SRL,2026-09-09,2026-10-28,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996225,98639
BE,Belgium,FAMHP,Steovit Forte Citroen 1 000 mg - 800 IE kauwtabl. 50 (50 x 1) UD,"Calcium, Cholecalciferol",,,2659845,,BE324931,Orifarm Generics a.s.,2026-09-09,2026-09-30,,unavailable,Vertraging in de vrijgave van het eindproduct,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996238,
BE,Belgium,FAMHP,Ultibro Breezhaler 85 µg - 43 µg inhalatiepdr. (harde caps.) 30,"Glycopyrronium, Indacaterol",,,3085644,R03AL04,EU/1/13/862/003,Novartis Europharm Ltd.,2026-09-09,2026-10-05,,unavailable,Vertraging in de productie,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996257,208809
BE,Belgium,FAMHP,Minims Fluoresceïnenatrium 20 mg/ml oogdruppels opl. verp. eenmalig gebr. 20 x 0.5 ml,Fluorescein Sodium,,,0636134,S01JA01,BE097045,Bausch + Lomb Ireland ,2026-09-09,2026-10-20,,unavailable,Vertraging in de productie,Invoer door de apotheker mogelijk,2026-09-21T13:13:20.996269,221120
BE,Belgium,FAMHP,Quetiapine Krka 200 mg tabl. verl. afgifte 100,Quetiapine,,,3567880,N05AH04,BE467866,KRKA d.d. Novo mesto d.d.,2026-09-08,2026-10-20,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996280,84190
BE,Belgium,FAMHP,Ezetrol 10 mg tabl. 98,Ezetimibe,,,2042042,C10AX09,BE249085,Organon N.V.,2026-09-08,2026-10-16,,unavailable,Vertraging in de vrijgave van het eindproduct,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996291,70645
BE,Belgium,FAMHP,Cozaar 100 mg filmomh. tabl. 98,Losartan Potassium,,,2093474,C09CA01,BE235627,Organon Belgium BV-SRL,2026-09-08,2026-10-02,,unavailable,Vertraging in de vrijgave van het eindproduct,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996303,60569
BE,Belgium,FAMHP,Docetaxel Eugia  20 mg/ml inf. opl. (conc.) i.v. flac. 4 ml,Docetaxel,,,2756807,L01CD02,BE378725,Eugia Pharma (Malta) Ltd.,2026-09-08,2026-09-30,,unavailable,Andere reden,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996313,92894
BE,Belgium,FAMHP,Metformine Viatris 850 mg filmomh. tabl. 100,Metformin,,,1539246,A10BA02,BE360805,Viatris GX BV-SRL,2026-09-07,2026-10-07,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996324,5509
BE,Belgium,FAMHP,Fluorouracil Accord Healthcare 50 mg/ml inj./inf. opl. i.v./i.arter. flac. 20 ml,Fluorouracil,,,2903854,L01BC02,BE345615,Accord Healthcare B.V.,2026-09-07,2026-12-31,,unavailable,Vertraging in de productie,Onder evaluatie,2026-09-21T13:13:20.996335,38741
BE,Belgium,FAMHP,Zofran-Zydis 8 mg or. lyof. 10,Ondansetron,,,2442374,A04AA01,BE199193,Sandoz SA-NV,2026-09-07,2026-10-14,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996345,49913
BE,Belgium,FAMHP,Kalmivet 12.5 mg tabl. 20,Acepromazine,,,1579630,N05AA04,BE-V188684,Vétoquinol SA-NV,2026-09-07,2028-01-01,,unavailable,Andere reden,-,2026-09-21T13:13:20.996356,
BE,Belgium,FAMHP,Kalmivet 12.5 mg tabl. 40,Acepromazine,,,1383645,N05AA04,BE-V188684,Vétoquinol SA-NV,2026-09-07,2028-01-01,,unavailable,Andere reden,-,2026-09-21T13:13:20.996367,
BE,Belgium,FAMHP,Mirelle 60 µg - 15 µg filmomh. tabl. 3 x 28 (24 + 4),"Gestodene, Ethinylestradiol, Placebo ",,,1510619,G03AA10,BE212222,Bayer SA-NV,2026-09-07,2026-10-30,,unavailable,Werkzaam bestanddeel niet beschikbaar,Aanpassing van de behandeling mogelijk (niet-levensnoodzakelijk geneesmiddel),2026-09-21T13:13:20.996378,
BE,Belgium,FAMHP,Itraconazol Sandoz 100 mg harde caps. 28,Itraconazole,,,2601581,J02AC02,BE299914,Sandoz SA-NV,2026-09-07,2026-10-30,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996389,32336
BE,Belgium,FAMHP,Canestene Gyn 2 % vagin. crème 20 g,Clotrimazol,,,0805440,D01AC01,BE124031,Bayer SA-NV,2026-09-07,2026-10-09,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-09-21T13:13:20.996401,
BE,Belgium,FAMHP,Primperan 10 mg/2 ml inj. opl. i.m./i.v. amp. 6 x 2 ml,Metoclopramide Hydrochloride,,,0126342,A03FA01,BE036906,Sanofi Belgium SA-NV,2026-09-07,2026-10-03,,unavailable,Andere reden,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996415,108
BE,Belgium,FAMHP,Primperan 10 mg tabl. 40,Metoclopramide Hydrochloride,,,4405627,A03FA01,BE036845,Sanofi Belgium SA-NV,2026-09-07,2026-10-03,,unavailable,Andere reden,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996426,6947
BE,Belgium,FAMHP,Primperan 5 mg/5 ml or. opl. 200 ml,Metoclopramide Hydrochloride,,,0676395,A03FA01,BE036872,Sanofi Belgium SA-NV,2026-09-07,2026-10-03,,unavailable,Andere reden,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996437,6912
BE,Belgium,FAMHP,Yuvanci 10 mg - 20 mg filmomh. tabl. 30 (30 x 1) UD,"Macitentan , Tadalafil ",,,4860326,C02KX54,EU/1/24/1859/001,Janssen-Cilag International SA-NV,2026-09-07,2026-11-03,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996455,232017
BE,Belgium,FAMHP,Myatorlip 10 mg - 20 mg filmomh. tabl. 90,"Ezetimibe , Atorvastatin ",,,4826715,C10BA05,BE662257,Viatris GX BV-SRL,2026-09-04,2026-09-30,,unavailable,Andere reden,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996466,122807
BE,Belgium,FAMHP,Melatonin Orifarm 2 mg filmomh. tabl. 30,Melatonin ,,,5826912,N05CH01,BE663943,Orifarm Generics a.s.,2026-09-04,2026-09-18,,unavailable,Vertraging in de vrijgave van het eindproduct,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996477,
BE,Belgium,FAMHP,Melatonin Orifarm 3 mg filmomh. tabl. 30,Melatonin ,,,5826904,N05CH01,BE663944,Orifarm Generics a.s.,2026-09-04,2026-09-18,,unavailable,Vertraging in de vrijgave van het eindproduct,In principe voldoende voorraad in omloop (korte duur),2026-09-21T13:13:20.996489,106607
BE,Belgium,FAMHP,Revlimid 5 mg (Abacus Medicine) harde caps. 21,Lenalidomide,,,3666278,L04AX04,EU/1/07/391/001,Abacus Medicine a.s.,2026-09-04,2027-08-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996501,83909
BE,Belgium,FAMHP,Triplixam 10 mg - 2.5 mg - 5 mg filmomh. tabl. 90 (3 x 30),"Indapamide, Amlodipine, Perindopril",,,3158284,C09BX01,BE448675,Servier Benelux SA-NV,2026-09-04,2026-10-19,,unavailable,Vertraging in de vrijgave van het eindproduct,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996513,123773
BE,Belgium,FAMHP,Seroquel XR 50 mg (PI Pharma) tabl. verl. afgifte 30,Quetiapine ,,,3662772,N05AH04,1637PI0516F003,PI Pharma SA-NV,2026-09-04,2026-10-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-09-21T13:13:20.996524,84182
