country_code,country_name,source,medicine_name,active_substance,active_substance_lt,strength,dosage_form,atc_code,product_no,marketing_auth_holder,status,scraped_at,prk
LT,Lithuania,VVKT,Apremilast Krka,Apremilast,Apremilastas+Apremilastas+Apremilastas,10 mg + 20 mg + 30 mg,plėvele dengtos tabletės,L04AA32,LT/1/24/5510/001,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343572,125709
LT,Lithuania,VVKT,Edoxaban Zentiva,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5727/005,Zentiva k.s.,shortage,2026-07-23T11:41:58.343573,128198
LT,Lithuania,VVKT,Ezetimibe/Atorvastatin STADA,Atorvastatin and ezetimibe,Ezetimibas/Atorvastatinas,10 mg/80 mg,plėvele dengtos tabletės,C10BA05,LT/1/24/5352/014,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343574,
LT,Lithuania,VVKT,Pitipix,Pitavastatin,Pitavastatinas,1 mg,plėvele dengtos tabletės,C10AA08,LT/1/24/5543/010,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343576,
LT,Lithuania,VVKT,KOGAVANT,Ticagrelor,Tikagreloras,60 mg,plėvele dengtos tabletės,B01AC24,LT/1/23/5131/007,Gedeon Richter Plc,shortage,2026-07-23T11:41:58.343577,130680
LT,Lithuania,VVKT,Gamanea,Gabapentin,Gabapentinas,400 mg,kietosios kapsulės,N02BF01,LT/1/25/5824/007,G.L. Pharma GmbH,shortage,2026-07-23T11:41:58.343578,52833
LT,Lithuania,VVKT,Esmapren,Naproxen and esomeprazole,Naproksenas/Ezomeprazolas,500 mg/20 mg,modifikuoto atpalaidavimo tabletės,M01AE52,LT/1/24/5652/001,Sandoz d.d.,shortage,2026-07-23T11:41:58.343579,95710
LT,Lithuania,VVKT,Atropine Auxilia,Atropine,Atropino sulfatas,1 mg/ml,injekcinis tirpalas,A03BA01,LT/L/26/3323/004,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.343581,112283
LT,Lithuania,VVKT,Ondansetron STADA Arzneimittel AG,Ondansetron,Ondansetronas,8 mg,burnoje disperguojamos tabletės,A04AA01,LT/1/25/5785/001,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343582,49913
LT,Lithuania,VVKT,Rivaroxaban Siromed,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/25/5817/006,UAB NVT,shortage,2026-07-23T11:41:58.343588,100145
LT,Lithuania,VVKT,Rivaroxaban STADA,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/22/5067/006,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343590,100145
LT,Lithuania,VVKT,Lorazepam SanoSwiss,Lorazepam,Lorazepamas,"2,5 mg",tabletės,N05BA06,LT/1/22/5098/011,UAB SanoSwiss,shortage,2026-07-23T11:41:58.343592,7587
LT,Lithuania,VVKT,Delianda,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/24/5572/001,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343593,128198
LT,Lithuania,VVKT,Empagliflozin Polpharma,empagliflozin,Empagliflozinas,10 mg,plėvele dengtos tabletės,A10BK03,LT/1/23/5268/001,Pharmaceutical Works POLPHARMA S.A.,shortage,2026-07-23T11:41:58.343594,119407
LT,Lithuania,VVKT,Dalixen,Lorazepam,Lorazepamas,"0,5 mg",tabletės,N05BA06,LT/1/25/5739/004,Tarchomińskie Zakłady Farmaceutyczne „Polfa” Spółka Akcyjna,shortage,2026-07-23T11:41:58.343595,108154
LT,Lithuania,VVKT,Adimuplan,Sitagliptin,Sitagliptinas,50 mg,plėvele dengtos tabletės,A10BH01,LT/1/21/4724/007,Sandoz d.d.,shortage,2026-07-23T11:41:58.343596,218111
LT,Lithuania,VVKT,Remberix,Etoricoxib,Etorikoksibas,120 mg,plėvele dengtos tabletės,M01AH05,LT/1/24/5485/003,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-07-23T11:41:58.343598,66761
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,40 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5603/030,Teva B.V.,shortage,2026-07-23T11:41:58.343599,98620
LT,Lithuania,VVKT,Melbek,Meloxicam,Meloksikamas,"7,5 mg",tabletė,M01AC06,LT/L/26/3142/001,UAB Niromed,shortage,2026-07-23T11:41:58.343600,44105
LT,Lithuania,VVKT,Codeine phosphate hemihydrate/Paracetamol Accord,Codeine and paracetamol,Kodeino fosfatas hemihidratas/Paracetamolis,30 mg/500 mg,tabletės,N02AJ06,LT/1/23/5179/005,Accord Healthcare B.V.,shortage,2026-07-23T11:41:58.343602,
LT,Lithuania,VVKT,Ampicilina,Ampicillin,Ampicilinas,1 g,milteliai injekciniam ar infuziniam tirpalui,J01CA01,LT/L/17/0563/002,UAB Adeofarma,shortage,2026-07-23T11:41:58.343603,
LT,Lithuania,VVKT,Bottiar,Linagliptin,Linagliptinas,5 mg,plėvele dengtos tabletės,A10BH05,LT/1/24/5656/014,Genepharm S.A,shortage,2026-07-23T11:41:58.343605,
LT,Lithuania,VVKT,Amitriptyline-Grindeks,Amitriptyline,Amitriptilinas,10 mg,plėvele dengtos tabletės,N06AA09,LT/L/25/2758/001,UAB Niromed,shortage,2026-07-23T11:41:58.343606,7846
LT,Lithuania,VVKT,Ruxolitinib Sandoz,ruxolitinib,Ruksolitinibas,5 mg,tabletės,L01EJ01,LT/1/26/6049/017,Sandoz d.d.,shortage,2026-07-23T11:41:58.343607,108464
LT,Lithuania,VVKT,Fraxiparine,Nadroparin,Nadroparino kalcio druska,"2850 anti-Xa TV/0,3 ml",injekcinis tirpalas,B01AB06,LT/L/26/3324/001,UAB Nemuno vaistinė,shortage,2026-07-23T11:41:58.343608,27375
LT,Lithuania,VVKT,Edoxaban Accord [Edoxaban Tiefenbacher],Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5805/004,Accord Healthcare B.V.,shortage,2026-07-23T11:41:58.343609,128198
LT,Lithuania,VVKT,Ipidacrine hydrochloride Grindeks,Anticholinesterases,Ipidakrino hidrochloridas,5 mg/ml,injekcinis tirpalas,,LT/1/22/4992/001,AS Grindeks,shortage,2026-07-23T11:41:58.343611,
LT,Lithuania,VVKT,Diclofenac sodium ELETIS,Diclofenac,Diklofenako natrio druska,75 mg/3 ml,injekcinis ar infuzinis tirpalas,M01AB05,LT/1/25/5863/002,UAB Eletis Pharma,shortage,2026-07-23T11:41:58.343612,99945
LT,Lithuania,VVKT,Linagliptin/Metformin STADA,Metformin and linagliptin,Linagliptinas/Metformino hidrochloridas,"2,5 mg/1000 mg",plėvele dengtos tabletės,A10BD11,LT/1/24/5539/023,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343613,102776
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,10 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5286/018,Sandoz d.d.,shortage,2026-07-23T11:41:58.343615,88862
LT,Lithuania,VVKT,Bosutinib MSN,bosutinib,Bozutinibas,100 mg,plėvele dengtos tabletės,L01EA04,LT/1/25/5758/003,MSN Labs Europe Limited,shortage,2026-07-23T11:41:58.343616,106070
LT,Lithuania,VVKT,Dexamethason Krka,Dexamethasone,Deksametazono natrio fosfatas,4 mg/ml,injekcinis ar infuzinis tirpalas,A01AC02,LT/L/19/1026/001,UAB Limedika,shortage,2026-07-23T11:41:58.343617,21385
LT,Lithuania,VVKT,Rivaroxaban Olpha,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/25/5802/003,Olpha AS,shortage,2026-07-23T11:41:58.343618,100145
LT,Lithuania,VVKT,Dagrafors,Dapagliflozin,Dapagliflozinas,5 mg,plėvele dengtos tabletės,A10BK01,LT/1/23/5266/006,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343619,104760
LT,Lithuania,VVKT,Escadra,Esomeprazole,Ezomeprazolas,40 mg,skrandyje neirios kietosios kapsulės,A02BC05,LT/L/21/1489/002,UAB Lex ano,shortage,2026-07-23T11:41:58.343621,94870
LT,Lithuania,VVKT,Rivaroxaban STADA [Rivaroxaban ALIUD],Rivaroxaban,Rivaroksabanas,20 mg,kietosios kapsulės,B01AF01,LT/1/22/5100/008,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343622,
LT,Lithuania,VVKT,Tranexamic acid Kabi,Tranexamic acid,Traneksamo rūgštis,10 mg/ml,infuzinis tirpalas,B02AA02,LT/1/24/5330/008,Fresenius Kabi Polska Sp.z.o.o.,shortage,2026-07-23T11:41:58.343623,231908
LT,Lithuania,VVKT,Remberix,Etoricoxib,Etorikoksibas,60 mg,plėvele dengtos tabletės,M01AH05,LT/1/24/5483/023,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-07-23T11:41:58.343624,66745
LT,Lithuania,VVKT,Ursogep,Ursodeoxycholic acid,Ursodeoksicholio rūgštis,250 mg,kietosios kapsulės,A05AA02,LT/L/25/3065/002,UAB Niromed,shortage,2026-07-23T11:41:58.343626,15830
LT,Lithuania,VVKT,Lymerexo,Metformin and linagliptin,Linagliptinas/Metforminas,"2,5 mg/850 mg",plėvele dengtos tabletės,A10BD11,LT/1/26/6032/013,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343627,102768
LT,Lithuania,VVKT,CELEBREX,Celecoxib,Celekoksibas,200 mg,kietosios kapsulės,M01AH01,LT/L/26/3414/004,UAB Niromed,shortage,2026-07-23T11:41:58.343628,59005
LT,Lithuania,VVKT,Activelle,Norethisterone and estrogen,Estradiolis/Noretisterono acetatas,"1 mg/0,5 mg",plėvele dengtos tabletės,G03FA01,LT/L/22/1756/002,UAB Lex ano,shortage,2026-07-23T11:41:58.343629,50954
LT,Lithuania,VVKT,Jivolar,Metformin and sitagliptin,Metformino hidrochloridas/Sitagliptinas,50 mg/1000 mg,plėvele dengtos tabletės,A10BD07,LT/1/23/5156/008,Medochemie Ltd.,shortage,2026-07-23T11:41:58.343631,218154
LT,Lithuania,VVKT,Lorazepam SanoSwiss,Lorazepam,Lorazepamas,"2,5 mg",tabletės,N05BA06,LT/1/22/5098/010,UAB SanoSwiss,shortage,2026-07-23T11:41:58.343632,7587
LT,Lithuania,VVKT,Linagliptin/Metformin STADA,Metformin and linagliptin,Linagliptinas/Metformino hidrochloridas,"2,5 mg/1000 mg",plėvele dengtos tabletės,A10BD11,LT/1/24/5539/003,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343633,102776
LT,Lithuania,VVKT,Ruxolitinib Sandoz,ruxolitinib,Ruksolitinibas,15 mg,tabletės,L01EJ01,LT/1/26/6051/021,Sandoz d.d.,shortage,2026-07-23T11:41:58.343634,108472
LT,Lithuania,VVKT,Edoxaban Olpha,Edoxaban,Edoksabanas,60 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5725/005,Olpha AS,shortage,2026-07-23T11:41:58.343635,128201
LT,Lithuania,VVKT,Dysport,Botulinum toxin,Botulino toksinas A tipo (Clostridium botulinum A tipo toksino ir hemagliutinino kompleksas),300 V,milteliai injekciniam tirpalui,M03AX01,LT/L/21/1621/001,UAB Adeofarma,shortage,2026-07-23T11:41:58.343637,105341
LT,Lithuania,VVKT,Sugammadex Accord,Sugammadex,Sugamadeksas,100 mg/ml,injekcinis tirpalas,V03AB35,LT/1/25/5669/002,Accord Healthcare B.V.,shortage,2026-07-23T11:41:58.343638,197718
LT,Lithuania,VVKT,DIRONORM,Lisinopril and amlodipine,Lizinoprilis/Amlodipinas,20 mg/10 mg,tabletės,C09BB03,LT/L/16/0400/001,"Lex ano, UAB",shortage,2026-07-23T11:41:58.343643,
LT,Lithuania,VVKT,PITAVASTATINA FARMOZ,Pitavastatin,Pitavastatinas,4 mg,plėvele dengtos tabletės,C10AA08,LT/L/26/3356/001,UAB Edupharma,shortage,2026-07-23T11:41:58.343644,
LT,Lithuania,VVKT,Ranolazine Accord,Ranolazine,Ranolazinas,500 mg,pailginto atpalaidavimo tabletės,C01EB18,LT/1/24/5502/001,Accord Healthcare B.V.,shortage,2026-07-23T11:41:58.343646,
LT,Lithuania,VVKT,Vabinxo,Valsartan and diuretics,Valsartanas/Indapamidas,"80 mg/1,5 mg",modifikuoto atpalaidavimo tabletės,C09DA03,LT/1/25/5680/003,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343647,
LT,Lithuania,VVKT,Fivotta,Dapagliflozin,Dapagliflozinas,10 mg,plėvele dengtos tabletės,A10BK01,LT/1/26/6031/001,Gedeon Richter Plc,shortage,2026-07-23T11:41:58.343648,104779
LT,Lithuania,VVKT,Sutent,sunitinib,Sunitinibas,50 mg,kietosios kapsulės,L01EX01,EU/1/06/347/003,UAB EAST EUROPE PHARMACY GROUP,shortage,2026-07-23T11:41:58.343650,214213
LT,Lithuania,VVKT,Topiramato Aurovitas,Topiramate,Topiramatas,200 mg,plėvele dengtos tabletės,N03AX11,LT/L/26/3502/001,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.343651,43990
LT,Lithuania,VVKT,HALOPERIDOL SOPHARMA,Haloperidol,Haloperidolis,5 mg/ml,injekcinis tirpalas,N05AD01,LT/L/22/1730/001,UAB TBS Pharma,shortage,2026-07-23T11:41:58.343653,1104
LT,Lithuania,VVKT,Axigalu,sitagliptin and dapagliflozin,Sitagliptinas/Dapagliflozinas,100 mg/10 mg,plėvele dengtos tabletės,A10BD29,LT/1/25/5781/005,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343654,
LT,Lithuania,VVKT,Ruxolitinib Sandoz,ruxolitinib,Ruksolitinibas,10 mg,tabletės,L01EJ01,LT/1/26/6050/003,Sandoz d.d.,shortage,2026-07-23T11:41:58.343655,150843
LT,Lithuania,VVKT,Nalgesin forte,Naproxen,Naprokseno natrio druska,550 mg,plėvele dengtos tabletės,M01AE02,LT/L/25/2765/001,UAB Nemuno vaistinė,shortage,2026-07-23T11:41:58.343657,33820
LT,Lithuania,VVKT,Meliglix,Sitagliptin,Sitagliptinas,50 mg,plėvele dengtos tabletės,A10BH01,LT/1/26/5982/004,Pharmazac S.A.,shortage,2026-07-23T11:41:58.343658,
LT,Lithuania,VVKT,Mestinon LP,Pyridostigmine,Piridostigmino bromidas,180 mg,pailginto atpalaidavimo tabletės,N07AA02,LT/L/23/1802/001,UAB Niromed,shortage,2026-07-23T11:41:58.343659,
LT,Lithuania,VVKT,Metfab,Methylphenidate,Metilfenidato hidrochloridas,54 mg,pailginto atpalaidavimo tabletės,N06BA04,LT/1/25/5914/002,G.L. Pharma GmbH,shortage,2026-07-23T11:41:58.343660,69272
LT,Lithuania,VVKT,Edoflusio,Edoxaban,Edoksabanas,60 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5679/007,Sandoz d.d.,shortage,2026-07-23T11:41:58.343662,128201
LT,Lithuania,VVKT,Voziberin,Apixaban,Apiksabanas,5 mg,plėvele dengtos tabletės,B01AF02,LT/1/25/5791/001,MSN Labs Europe Limited,shortage,2026-07-23T11:41:58.343663,
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,80 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5605/024,Teva B.V.,shortage,2026-07-23T11:41:58.343664,
LT,Lithuania,VVKT,Blobet,Metoprolol,Metoprololio sukcinatas,95 mg,pailginto atpalaidavimo tabletės,C07AB02,LT/1/24/5495/001,Zentiva k.s.,shortage,2026-07-23T11:41:58.343665,
LT,Lithuania,VVKT,Cordarone,Amiodarone,Amjodarono hidrochloridas,200 mg,tabletės,C01BD01,LT/L/21/1537/001,UAB Tojaris projektai,shortage,2026-07-23T11:41:58.343666,1554
LT,Lithuania,VVKT,Ezetimibe/Atorvastatin Olpha [Ezetimibe/Atorvastatin Olainfarm],Atorvastatin and ezetimibe,Ezetimibas/Atorvastatinas,10 mg/80 mg,plėvele dengtos tabletės,C10BA05,LT/1/24/5336/001,Olpha AS,shortage,2026-07-23T11:41:58.343668,
LT,Lithuania,VVKT,Remberix,Etoricoxib,Etorikoksibas,60 mg,plėvele dengtos tabletės,M01AH05,LT/1/24/5483/004,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-07-23T11:41:58.343669,66745
LT,Lithuania,VVKT,Plategra,Ticagrelor,Tikagreloras,90 mg,plėvele dengtos tabletės,B01AC24,LT/1/22/4920/001,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.343670,97446
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5287/021,Sandoz d.d.,shortage,2026-07-23T11:41:58.343671,100145
LT,Lithuania,VVKT,Sitagliptin Olpha,Sitagliptin,Sitagliptinas,25 mg,plėvele dengtos tabletės,A10BH01,LT/1/25/5703/003,Olpha AS,shortage,2026-07-23T11:41:58.343672,218103
LT,Lithuania,VVKT,Mempoglyn,Metformin and empagliflozin,Empagliflozinas/Metformino hidrochloridas,5 mg/850 mg,plėvele dengtos tabletės,A10BD20,LT/1/26/6014/003,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343674,128317
LT,Lithuania,VVKT,Escitalopram Ipca,Escitalopram,Escitalopramas,10 mg,plėvele dengtos tabletės,N06AB10,LT/1/25/5820/004,Ipca Produtos Farmaceuticos Unipessoal Lda,shortage,2026-07-23T11:41:58.343676,74969
LT,Lithuania,VVKT,Sitagliptin Zentiva,Sitagliptin,Sitagliptinas,100 mg,plėvele dengtos tabletės,A10BH01,LT/1/24/5513//007,Zentiva k.s.,shortage,2026-07-23T11:41:58.343677,218138
LT,Lithuania,VVKT,Nexmezol,Esomeprazole,Ezomeprazolas,20 mg,skrandyje neirios tabletės,A02BC05,LT/L/22/1677/001,UAB Lex ano,shortage,2026-07-23T11:41:58.343679,57851
LT,Lithuania,VVKT,Ticagrelor Accord,Ticagrelor,Tikagreloras,60 mg,plėvele dengtos tabletės,B01AC24,LT/1/25/5676/001,Accord Healthcare B.V.,shortage,2026-07-23T11:41:58.343680,130680
LT,Lithuania,VVKT,Empagliflozin Polpharma,empagliflozin,Empagliflozinas,25 mg,plėvele dengtos tabletės,A10BK03,LT/1/23/5269/008,Pharmaceutical Works POLPHARMA S.A.,shortage,2026-07-23T11:41:58.343682,119415
LT,Lithuania,VVKT,Modylan [Aporiak],Apixaban,Apiksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF02,LT/1/24/5549/006,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.343683,99066
LT,Lithuania,VVKT,Modylan [Aporiak],Apixaban,Apiksabanas,5 mg,plėvele dengtos tabletės,B01AF02,LT/1/24/5550/014,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.343685,
LT,Lithuania,VVKT,Fulvestrant ALIUD,Fulvestrant,Fulvestrantas,250 mg,injekcinis tirpalas užpildytame švirkšte,L02BA03,LT/1/24/5608/004,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343686,74934
LT,Lithuania,VVKT,CAVINTON,Vinpocetine,Vinpocetinas,10 mg/2 ml,koncentratas infuziniam tirpalui,N06BX18,LT/L/25/2736/001,UAB Niromed,shortage,2026-07-23T11:41:58.343687,
LT,Lithuania,VVKT,Ibuprofen STADA Arzneimittel,Ibuprofen,Ibuprofenas,600 mg,plėvele dengtos tabletės,M01AE01,LT/1/25/5937/012,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343688,17469
LT,Lithuania,VVKT,Sitagliptin/Metformin hydrochloride GeneriNobel,Metformin and sitagliptin,Sitagliptinas/Metformino hidrochloridas,50 mg/850 mg,plėvele dengtos tabletės,A10BD07,LT/1/25/5699//005,GeneriNobel GmbH,shortage,2026-07-23T11:41:58.343690,218162
LT,Lithuania,VVKT,Edoxaban TAD,Edoxaban,Edoksabanas,60 mg,plėvele dengtos tabletės,B01AF03,LT/1/24/5578/005,TAD Pharma GmbH,shortage,2026-07-23T11:41:58.343691,128201
LT,Lithuania,VVKT,Xaboplax,Rivaroxaban,Rivaroksabanas,20 mg,plėvele dengtos tabletės,B01AF01,LT/1/23/5288/011,Sandoz d.d.,shortage,2026-07-23T11:41:58.343692,100153
LT,Lithuania,VVKT,Nexium,Esomeprazole,Ezomeprazolas,20 mg,skrandyje neirios tabletės,A02BC05,LT/L/22/1789/001,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.343693,57851
LT,Lithuania,VVKT,ERNYOM,Perindopril,tert-butilamino perindoprilis,8 mg,tabletės,C09AA04,LT/L/25/2466/001,UAB Niromed,shortage,2026-07-23T11:41:58.343694,69523
LT,Lithuania,VVKT,Omeprazol GP [Gasec],Omeprazole,Omeprazolas,20 mg,skrandyje neirios kietosios kapsulės,A02BC01,LT/L/19/0990/003,UAB Lex ano,shortage,2026-07-23T11:41:58.343698,60062
LT,Lithuania,VVKT,BETACAL,"Calcipotriol, combinations",Kalcipotriolis/Betametazonas,"50 µg/0,5 mg/g",gelis,D05AX52,LT/L/25/2315/002,UAB Niromed,shortage,2026-07-23T11:41:58.343700,89761
LT,Lithuania,VVKT,Valkubit,Valsartan and sacubitril,Sakubitrilas/Valsartanas,24 mg/26 mg,plėvele dengtos tabletės,C09DX04,LT/1/26/5955/012,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343701,132071
LT,Lithuania,VVKT,Ruxolitinib Sandoz,ruxolitinib,Ruksolitinibas,15 mg,tabletės,L01EJ01,LT/1/26/6051/016,Sandoz d.d.,shortage,2026-07-23T11:41:58.343703,108472
LT,Lithuania,VVKT,Rivaroxaban STADA,Rivaroxaban,Rivaroksabanas,10 mg,plėvele dengtos tabletės,B01AF01,LT/1/22/5066/007,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343704,88862
LT,Lithuania,VVKT,Mempoglyn,Metformin and empagliflozin,Empagliflozinas/Metformino hidrochloridas,"12,5 mg/1000 mg",plėvele dengtos tabletės,A10BD20,LT/1/26/6017/002,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343705,
LT,Lithuania,VVKT,Tradexera,Tramadol and dexketoprofen,Deksketoprofenas/Tramadolio hidrochloridas,75 mg/25 mg,plėvele dengtos tabletės,N02AJ14,LT/1/25/5732/001,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343706,
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,20 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5601/006,Teva B.V.,shortage,2026-07-23T11:41:58.343707,98612
LT,Lithuania,VVKT,Vortioxetine Orion,Vortioxetine,Vortioksetinas,5 mg,plėvele dengtos tabletės,N06AX26,LT/1/26/6000/003,Orion Corporation,shortage,2026-07-23T11:41:58.343714,120731
LT,Lithuania,VVKT,Edoxaban Polpharma,Edoxaban,Edoksabanas,15 mg,plėvele dengtos tabletės,B01AF03,LT/1/26/5950/012,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-07-23T11:41:58.343715,128171
LT,Lithuania,VVKT,Axigalu,sitagliptin and dapagliflozin,Sitagliptinas/Dapagliflozinas,100 mg/10 mg,plėvele dengtos tabletės,A10BD29,LT/1/25/5781/008,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343718,
LT,Lithuania,VVKT,Carvedilol Helcor,Carvedilol,Karvedilolis,25 mg,tabletės,C07AG02,LT/L/24/2189/002,UAB Niromed,shortage,2026-07-23T11:41:58.343719,41009
LT,Lithuania,VVKT,Ondansetron STADA Arzneimittel AG,Ondansetron,Ondansetronas,8 mg,burnoje disperguojamos tabletės,A04AA01,LT/1/25/5785/009,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343720,49913
LT,Lithuania,VVKT,Pirfenidone Teva,Pirfenidone,Pirfenidonas,801 mg,plėvele dengtos tabletės,L04AX05,LT/1/22/4932/004,Teva GmbH,shortage,2026-07-23T11:41:58.343721,146773
LT,Lithuania,VVKT,PRESTILOL,Perindopril and bisoprolol,Bizoprololio fumaratas/Perindoprilio argininas,5 mg/5 mg,plėvele dengtos tabletės,C09BX02,LT/L/25/2915/001,UAB Nemuno vaistinė,shortage,2026-07-23T11:41:58.343723,
LT,Lithuania,VVKT,Lymerexo,Metformin and linagliptin,Linagliptinas/Metforminas,"2,5 mg/1000 mg",plėvele dengtos tabletės,A10BD11,LT/1/26/6033/008,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343724,102776
LT,Lithuania,VVKT,CITRAMONS FORTE,"Acetylsalicylic acid, comb. excl. psycholeptics",Acetilsalicilo rūgštis/Paracetamolis/Kofeinas,320 mg/240 mg/40 mg,tabletės,N02BA51,LT/L/25/2668/004,UAB Niromed,shortage,2026-07-23T11:41:58.343726,
LT,Lithuania,VVKT,Adixemin,Lisdexamfetamine,Lisdeksamfetamino dimezilatas,40 mg,kietosios kapsulės,N06BA12,LT/1/23/5137/001,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343727,213535
LT,Lithuania,VVKT,Sitagliptin/Metformin hydrochloride GeneriNobel,Metformin and sitagliptin,Sitagliptinas/Metformino hidrochloridas,50 mg/850 mg,plėvele dengtos tabletės,A10BD07,LT/1/25/5699/006,GeneriNobel GmbH,shortage,2026-07-23T11:41:58.343729,218162
LT,Lithuania,VVKT,Culbista,Valsartan and sacubitril,Sakubitrilas/Valsartanas,24 mg/26 mg,plėvele dengtos tabletės,C09DX04,LT/1/25/5840/006,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343730,132071
LT,Lithuania,VVKT,Camimbo,Ramipril and diuretics,Ramiprilis/Indapamidas,"5 mg/1,5 mg",modifikuoto atpalaidavimo kietosios kapsulės,C09BA05,LT/1/26/5958/004,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.343731,
LT,Lithuania,VVKT,Trisequens,Norethisterone and estrogen,Estradiolis+Estradiolis/Noretisterono acetatas+Estradiolis,2 mg + 2 mg/1 mg + 1 mg,plėvele dengtos tabletės,G03FB05,LT/L/25/2403/001,UAB Niromed,shortage,2026-07-23T11:41:58.343732,
LT,Lithuania,VVKT,Axitinib STADA,axitinib,Aksitinibas,7 mg,plėvele dengtos tabletės,L01EK01,LT/1/23/5149/002,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.343734,114650
LT,Lithuania,VVKT,Edoflusio,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5678/002,Sandoz d.d.,shortage,2026-07-23T11:41:58.343735,128198
LT,Lithuania,VVKT,Meriofert,Human menopausal gonadotrophin,Menotropinas,75 TV,milteliai ir tirpiklis injekciniam tirpalui,G03GA02,LT/1/24/5436/001,IBSA Farmaceutici Italia Srl,shortage,2026-07-23T11:41:58.343736,
LT,Lithuania,VVKT,Vabinxo,Valsartan and diuretics,Valsartanas/Indapamidas,"80 mg/1,5 mg",modifikuoto atpalaidavimo tabletės,C09DA03,LT/1/25/5680/009,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.343738,
LT,Lithuania,VVKT,Ondansetron Basi,Ondansetron,Ondansetronas,2 mg/ml,injekcinis ar infuzinis tirpalas,A04AA01,LT/1/25/5810/005,"Laboratórios Basi-Indústria Farmacêutica, S.A.",shortage,2026-07-23T11:41:58.343739,226971
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,10 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5600/030,Teva B.V.,shortage,2026-07-23T11:41:58.343740,98604
