country_code,country_name,source,medicine_name,active_substance,active_substance_lt,strength,dosage_form,atc_code,product_no,marketing_auth_holder,status,scraped_at,prk
LT,Lithuania,VVKT,Mirabegron Zentiva,Mirabegron,Mirabegronas,50 mg,pailginto atpalaidavimo tabletės,G04BD12,LT/1/24/5611/006,Zentiva k.s.,shortage,2026-07-23T11:41:58.351311,
LT,Lithuania,VVKT,AZALIA,Desogestrel,Dezogestrelis,75 µg,plėvele dengtos tabletės,G03AC09,LT/L/19/1102/002,UAB Lex ano,shortage,2026-07-23T11:41:58.351313,56111
LT,Lithuania,VVKT,Daxanlo,Dabigatran etexilate,Dabigatranas eteksilatas,75 mg,kietosios kapsulės,B01AE07,LT/1/23/5277/008,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351315,86983
LT,Lithuania,VVKT,Dimethyl fumarate STADA,Dimethyl fumarate,Dimetilfumaratas,120 mg,skrandyje neirios kietosios kapsulės,L04AX07,LT/1/23/5133/004,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351316,117870
LT,Lithuania,VVKT,Testavan,Testosterone,Testosteronas,20 mg/g,transderminis gelis,G03BA03,LT/L/26/3464/001,UAB Niromed,shortage,2026-07-23T11:41:58.351317,150924
LT,Lithuania,VVKT,COCILLO [COCIL],Lactobacillus,Lactobacillus plantarum,10(×8) KSV,makšties minkštosios kapsulės,G01AX14,LT/1/23/5261/002,PROGE FARM S.r.l.,shortage,2026-07-23T11:41:58.351318,
LT,Lithuania,VVKT,Edoxaban TAD,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/24/5577/001,TAD Pharma GmbH,shortage,2026-07-23T11:41:58.351319,128198
LT,Lithuania,VVKT,Voxsill citrinų skonio,Dichlorobenzyl alcohol,"Amilmetakrezolis/2,4-dichlorobenzilo alkoholis","0,6 mg/1,2 mg",kietosios pastilės,R02AA03,LT/1/26/6008/002,Mapaex Consumer Healthcare (Ireland) Private Limited,shortage,2026-07-23T11:41:58.351320,72893
LT,Lithuania,VVKT,Delianda,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/24/5572/025,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351322,128198
LT,Lithuania,VVKT,Bisoprolol/Perindopril arginine Krka [Balutar],Perindopril and bisoprolol,Bizoprololio fumaratas/Perindoprilio argininas,5 mg/10 mg,plėvele dengtos tabletės,C09BX02,LT/1/25/5837/010,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351323,
LT,Lithuania,VVKT,Nexium,Esomeprazole,Ezomeprazolas,40 mg,skrandyje neirios tabletės,A02BC05,LT/L/24/2233/001,UAB Niromed,shortage,2026-07-23T11:41:58.351324,57878
LT,Lithuania,VVKT,Gabapentin Ipca,Gabapentin,Gabapentinas,800 mg,plėvele dengtos tabletės,N02BF01,LT/1/25/5898/004,IPCA Produtos Farmaceuticos Unipessoal Lda,shortage,2026-07-23T11:41:58.351325,57568
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,60 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5604/029,Teva B.V.,shortage,2026-07-23T11:41:58.351326,
LT,Lithuania,VVKT,Gribero,Dabigatran etexilate,Dabigatranas eteksilatas,150 mg,kietosios kapsulės,B01AE07,LT/1/23/5251/002,Sandoz d.d.,shortage,2026-07-23T11:41:58.351327,98361
LT,Lithuania,VVKT,Daxanlo,Dabigatran etexilate,Dabigatranas eteksilatas,150 mg,kietosios kapsulės,B01AE07,LT/1/23/5279/006,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351329,98361
LT,Lithuania,VVKT,Ruxolitinib Sandoz,ruxolitinib,Ruksolitinibas,5 mg,tabletės,L01EJ01,LT/1/26/6049/015,Sandoz d.d.,shortage,2026-07-23T11:41:58.351330,108464
LT,Lithuania,VVKT,Edoxaban STADA,Edoxaban,Edoksabanas,15 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5715/005,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351331,128171
LT,Lithuania,VVKT,Eltrombopag MSN,Eltrombopag,Eltrombopagas,75 mg,plėvele dengtos tabletės,B02BX05,LT/1/25/5765/001,MSN Labs Europe Limited,shortage,2026-07-23T11:41:58.351332,108219
LT,Lithuania,VVKT,DURACEF,Cefadroxil,Cefadroksilis,250 mg/5 ml,milteliai geriamajai suspensijai,J01DB05,LT/L/23/1887/001,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.351333,
LT,Lithuania,VVKT,Pitipix,Pitavastatin,Pitavastatinas,4 mg,plėvele dengtos tabletės,C10AA08,LT/1/24/5545/011,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351334,
LT,Lithuania,VVKT,Rizegmef,Dapagliflozin,Dapagliflozinas,5 mg,plėvele dengtos tabletės,A10BK01,LT/1/26/6022/005,Sandoz d.d.,shortage,2026-07-23T11:41:58.351335,104760
LT,Lithuania,VVKT,Edoxaban TAD,Edoxaban,Edoksabanas,60 mg,plėvele dengtos tabletės,B01AF03,LT/1/24/5578/011,TAD Pharma GmbH,shortage,2026-07-23T11:41:58.351336,128201
LT,Lithuania,VVKT,Jivolar,Metformin and sitagliptin,Metformino hidrochloridas/Sitagliptinas,50 mg/1000 mg,plėvele dengtos tabletės,A10BD07,LT/1/23/5156/006,Medochemie Ltd.,shortage,2026-07-23T11:41:58.351337,218154
LT,Lithuania,VVKT,Dapagliflozin STADA,Dapagliflozin,Dapagliflozinas,10 mg,plėvele dengtos tabletės,A10BK01,LT/1/26/5944/004,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351338,104779
LT,Lithuania,VVKT,Edoxaban Teva,Edoxaban,Edoksabanas,30 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5707/005,Teva GmbH,shortage,2026-07-23T11:41:58.351339,128198
LT,Lithuania,VVKT,Edoxaban STADA,Edoxaban,Edoksabanas,15 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5715/003,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351340,128171
LT,Lithuania,VVKT,Ospamox,Amoxicillin,Amoksicilinas,1000 mg,plėvele dengtos tabletės,J01CA04,LT/L/26/3328/001,UAB Tamro,shortage,2026-07-23T11:41:58.351341,68470
LT,Lithuania,VVKT,REMERON,Mirtazapine,Mirtazapinas,15 mg,burnoje disperguojamos tabletės,N06AX11,LT/L/26/3114/002,UAB Niromed,shortage,2026-07-23T11:41:58.351343,67784
LT,Lithuania,VVKT,Monkasta,Montelukast,Montelukastas,4 mg,kramtomosios tabletės,R03DC03,LT/L/20/1213/001,UAB Limedika,shortage,2026-07-23T11:41:58.351344,67857
LT,Lithuania,VVKT,Ruxolitinib Sandoz,ruxolitinib,Ruksolitinibas,15 mg,tabletės,L01EJ01,LT/1/26/6051/009,Sandoz d.d.,shortage,2026-07-23T11:41:58.351345,108472
LT,Lithuania,VVKT,Dagrafors,Dapagliflozin,Dapagliflozinas,5 mg,plėvele dengtos tabletės,A10BK01,LT/1/23/5266/014,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351346,104760
LT,Lithuania,VVKT,Apixaban Viatris Pharma,Apixaban,Apiksabanas,5 mg,plėvele dengtos tabletės,B01AF02,LT/1/25/5812/016,Viatris Limited,shortage,2026-07-23T11:41:58.351347,105678
LT,Lithuania,VVKT,Clopidogrel/Acetylsalicylic acid MSN,Combinations,Klopidogrelis/Acetilsalicilo rūgštis,75 mg/100 mg,plėvele dengtos tabletės,A01AA30,LT/1/26/5960/003,MSN Labs Europe Limited,shortage,2026-07-23T11:41:58.351348,124575
LT,Lithuania,VVKT,Pantoprazol BIJON,Pantoprazole,Pantoprazolas,20 mg,skrandyje neirios tabletės,A02BC02,LT/L/21/1483/002,UAB BIJON medica,shortage,2026-07-23T11:41:58.351349,52272
LT,Lithuania,VVKT,Ibravix [Kivenul],"Paracetamol, combinations excl. psycholeptics",Ibuprofenas/Paracetamolis,200 mg/500 mg,plėvele dengtos tabletės,N02BE51,LT/1/24/5570/004,Sandoz d.d.,shortage,2026-07-23T11:41:58.351350,218421
LT,Lithuania,VVKT,Teriflunomide Glenmark,Teriflunomide,Teriflunomidas,14 mg,plėvele dengtos tabletės,L04AK02,LT/1/25/5780/008,Glenmark Pharmaceuticals s.r.o.,shortage,2026-07-23T11:41:58.351351,117838
LT,Lithuania,VVKT,NALOXONE AGUETTANT,Naloxone,Naloksono hidrochloridas,400 µg/ml,injekcinis ar infuzinis tirpalas,V03AB15,LT/L/24/2295/001,UAB Niromed,shortage,2026-07-23T11:41:58.351352,2429
LT,Lithuania,VVKT,Albaliva,Valsartan and sacubitril,Sakubitrilas/Valsartanas,49 mg/51 mg,plėvele dengtos tabletės,C09DX04,LT/1/26/5971/004,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.351353,132098
LT,Lithuania,VVKT,Sitagliptin/Metformin Zentiva,Metformin and sitagliptin,Sitagliptinas/Metformino hidrochloridas,50 mg/1000 mg,plėvele dengtos tabletės,A10BD07,LT/1/24/5559/001,Zentiva k.s.,shortage,2026-07-23T11:41:58.351354,218154
LT,Lithuania,VVKT,Pazopanib Viatris,pazopanib,Pazopanibas,400 mg,plėvele dengtos tabletės,L01EX03,LT/1/24/5425/008,Viatris Limited,shortage,2026-07-23T11:41:58.351355,95273
LT,Lithuania,VVKT,Asigefort,Metformin and sitagliptin,Sitagliptinas/Metformino hidrochloridas,50 mg/1000 mg,plėvele dengtos tabletės,A10BD07,LT/1/23/5165/001,TAD Pharma GmbH,shortage,2026-07-23T11:41:58.351357,218154
LT,Lithuania,VVKT,Everolimus Ethypharm,everolimus,Everolimuzas,10 mg,tabletės,L01EG02,LT/L/26/3456/001,UAB Niromed,shortage,2026-07-23T11:41:58.351358,92576
LT,Lithuania,VVKT,Beta-histina Generis,Betahistine,Betahistino dihidrochloridas,24 mg,tabletės,N07CA01,LT/L/25/2677/001,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.351360,93378
LT,Lithuania,VVKT,Klertis,sunitinib,Sunitinibas,50 mg,kietosios kapsulės,L01EX01,LT/1/21/4739/001,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.351361,214213
LT,Lithuania,VVKT,Rivaroxaban Auxilia,Rivaroxaban,Rivaroksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF01,LT/1/21/4668/006,Auxilia Pharma OÜ,shortage,2026-07-23T11:41:58.351362,117250
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,80 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5605/027,Teva B.V.,shortage,2026-07-23T11:41:58.351363,
LT,Lithuania,VVKT,Clopidogrel/Acetylsalicylic acid MSN,Combinations,Klopidogrelis/Acetilsalicilo rūgštis,75 mg/100 mg,plėvele dengtos tabletės,A01AA30,LT/1/26/5960/006,MSN Labs Europe Limited,shortage,2026-07-23T11:41:58.351364,124575
LT,Lithuania,VVKT,MisoOne,Misoprostol,Mizoprostolis,400 µg,tabletės,G02AD06,LT/1/22/5077/003,Exelgyn,shortage,2026-07-23T11:41:58.351365,
LT,Lithuania,VVKT,Rivaroxaban Siromed,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/25/5817/001,UAB NVT,shortage,2026-07-23T11:41:58.351366,100145
LT,Lithuania,VVKT,Razarxo,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/24/5343/006,TAD Pharma GmbH,shortage,2026-07-23T11:41:58.351367,100145
LT,Lithuania,VVKT,Naproxen/Esomeprazole STADA,Naproxen and esomeprazole,Naproksenas/Ezomeprazolas,500 mg/20 mg,modifikuoto atpalaidavimo tabletės,M01AE52,LT/1/26/6046/002,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351368,95710
LT,Lithuania,VVKT,Rivaroxaban STADA [Rivaroxaban ALIUD],Rivaroxaban,Rivaroksabanas,15 mg,kietosios kapsulės,B01AF01,LT/1/22/5099/004,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351369,100145
LT,Lithuania,VVKT,Tadalafil Zentiva,Tadalafil,Tadalafilis,20 mg,plėvele dengtos tabletės,G04BE08,LT/1/23/5291/004,Zentiva k.s.,shortage,2026-07-23T11:41:58.351370,68241
LT,Lithuania,VVKT,Efluelda,"influenza, inactivated, split virus or surface antigen","A/Victoria/4897/2022 (H1N1)pdm09 panaši padermė (A/Victoria/4897/2022 IVR‐238)/A/Croatia/10136RV/2023 (H3N2) – panaši padermė (A/Croatia/10136RV/2023, X-425A)/B/Austria/1359417/2021 panaši padermė (B/Michigan/01/2021, laukinio tipo)",60 µg HA/60 µg HA/60 µg HA/dozėje,injekcinė suspensija užpildytame švirkšte,J07BB02,LT/1/25/5660/003,Sanofi Winthrop Industrie,shortage,2026-07-23T11:41:58.351371,
LT,Lithuania,VVKT,Colecalciferol Patent Pharma,Colecalciferol,Kolekalciferolis,30000 TV,plėvele dengtos tabletės,A11CC05,LT/1/23/5299/004,Patent Pharma Kft.,shortage,2026-07-23T11:41:58.351372,126780
LT,Lithuania,VVKT,Canocombi,Candesartan and diuretics,Kandesartano cileksetilas/Hidrochlorotiazidas,"8 mg/12,5 mg",tabletės,C09DA06,LT/L/22/1642/001,UAB Lex ano,shortage,2026-07-23T11:41:58.351373,101885
LT,Lithuania,VVKT,Nilotinib STADA,nilotinib,Nilotinibas,150 mg,kietosios kapsulės,L01EA03,LT/1/24/5527/010,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351374,230715
LT,Lithuania,VVKT,Doloproct,Fluocortolone,Fluokortolono pivalatas/Lidokaino hidrochloridas,1 mg/40 mg,žvakutės,C05AA08,LT/L/25/2436/001,UAB Niromed,shortage,2026-07-23T11:41:58.351375,
LT,Lithuania,VVKT,Pitipix,Pitavastatin,Pitavastatinas,2 mg,plėvele dengtos tabletės,C10AA08,LT/1/24/5544/019,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351376,
LT,Lithuania,VVKT,Dermovate,Clobetasol,Klobetazolio propionatas,"0,5 mg/ml",odos tirpalas,D07AD01,LT/L/17/0522/001,UAB Tojaris projektai,shortage,2026-07-23T11:41:58.351377,4863
LT,Lithuania,VVKT,Dimtruzic,Dimethyl fumarate,Dimetilfumaratas,240 mg,skrandyje neirios kietosios kapsulės,L04AX07,LT/1/22/5059/003,Sandoz d.d.,shortage,2026-07-23T11:41:58.351378,117889
LT,Lithuania,VVKT,Diclac,Diclofenac,Diklofenako natrio druska,50 mg/g,gelis,M02AA15,LT/L/22/1687/001,UAB Lex ano,shortage,2026-07-23T11:41:58.351379,
LT,Lithuania,VVKT,Ruxolitinib Sandoz,ruxolitinib,Ruksolitinibas,20 mg,tabletės,L01EJ01,LT/1/26/6052/007,Sandoz d.d.,shortage,2026-07-23T11:41:58.351380,108480
LT,Lithuania,VVKT,GARDURIN,Solifenacin,Solifenacino sukcinatas,5 mg,plėvele dengtos tabletės,G04BD08,LT/1/24/5328/008,Zakłady Farmaceutyczne POLPHARMA S.A.,shortage,2026-07-23T11:41:58.351381,75337
LT,Lithuania,VVKT,Risperidone Grindeks,Risperidone,Risperidonas,"0,5 mg",plėvele dengtos tabletės,N05AX08,LT/1/23/5214/003,AS Grindeks,shortage,2026-07-23T11:41:58.351382,
LT,Lithuania,VVKT,Nitrofurantoin Sanus,Nitrofurantoin,Nitrofurantoinas,50 mg,kietosios kapsulės,J01XE01,LT/1/26/5985/001,MB Sanus24,shortage,2026-07-23T11:41:58.351383,5460
LT,Lithuania,VVKT,Edoxaban STADA,Edoxaban,Edoksabanas,15 mg,plėvele dengtos tabletės,B01AF03,LT/1/25/5715/009,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351384,128171
LT,Lithuania,VVKT,Rivaroxaban STADA,Rivaroxaban,Rivaroksabanas,10 mg,plėvele dengtos tabletės,B01AF01,LT/1/22/5066/019,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351385,88862
LT,Lithuania,VVKT,Atenza,Methylphenidate,Metilfenidato hidrochloridas,36 mg,pailginto atpalaidavimo tabletės,N06BA04,LT/L/24/2198/001,UAB Niromed,shortage,2026-07-23T11:41:58.351386,68012
LT,Lithuania,VVKT,Perindopril arginine/indapamide/amlodipine Krka,"Perindopril, amlodipine and indapamide",Perindoprilio argininas/Indapamidas/Amlodipinas,"10 mg/2,5 mg/5 mg",tabletės,C09BX01,LT/1/24/5457/004,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351387,123773
LT,Lithuania,VVKT,Atirabo,Ticagrelor,Tikagreloras,90 mg,plėvele dengtos tabletės,B01AC24,LT/1/24/5398/004,TAD Pharma GmbH,shortage,2026-07-23T11:41:58.351388,97446
LT,Lithuania,VVKT,Sitagliptin Zentiva,Sitagliptin,Sitagliptinas,50 mg,plėvele dengtos tabletės,A10BH01,LT/1/24/5512/001,Zentiva k.s.,shortage,2026-07-23T11:41:58.351389,218111
LT,Lithuania,VVKT,Brexin,Piroxicam,Piroksikamas,20 mg,tabletės,M01AC01,LT/L/26/3409/003,UAB Ideal Trade Links,shortage,2026-07-23T11:41:58.351390,
LT,Lithuania,VVKT,Dapagliflozin STADA,Dapagliflozin,Dapagliflozinas,5 mg,plėvele dengtos tabletės,A10BK01,LT/1/26/5943/012,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351391,104760
LT,Lithuania,VVKT,Apixaban Zentiva,Apixaban,Apiksabanas,5 mg,plėvele dengtos tabletės,B01AF02,LT/1/24/5521/005,Zentiva k.s.,shortage,2026-07-23T11:41:58.351392,105678
LT,Lithuania,VVKT,Axitinib STADA,axitinib,Aksitinibas,3 mg,plėvele dengtos tabletės,L01EK01,LT/1/23/5147/007,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351393,
LT,Lithuania,VVKT,DEPAKINE Chronosphere,Valproic acid,Natrio valproatas,750 mg,modifikuoto atpalaidavimo granulės,N03AG01,LT/L/26/3224/001,UAB Niromed,shortage,2026-07-23T11:41:58.351394,79650
LT,Lithuania,VVKT,Dabigatran etexilate Viatris,Dabigatran etexilate,Dabigatranas eteksilatas,75 mg,kietosios kapsulės,B01AE07,LT/1/24/5358/007,Viatris Limited,shortage,2026-07-23T11:41:58.351396,86983
LT,Lithuania,VVKT,Sitagliptin GeneriNobel,Sitagliptin,Sitagliptinas,25 mg,plėvele dengtos tabletės,A10BH01,LT/1/25/5696/003,GeneriNobel GmbH,shortage,2026-07-23T11:41:58.351397,218103
LT,Lithuania,VVKT,Norepinephrine Kabi,Norepinephrine,Noradrenalinas,1 mg/ml,koncentratas infuziniam tirpalui,C01CA03,LT/1/21/4743/008,Fresenius Kabi Polska Sp.z.o.o.,shortage,2026-07-23T11:41:58.351398,46132
LT,Lithuania,VVKT,Ibuprofen Catalent,Ibuprofen,Ibuprofenas,400 mg,minkštosios kapsulės,M01AE01,LT/1/22/4997/005,Catalent Germany Eberbach GmbH,shortage,2026-07-23T11:41:58.351400,69248
LT,Lithuania,VVKT,Adoxtar,Doxycycline,Doksiciklinas,20 mg/ml,injekcinis ar infuzinis tirpalas,J01AA02,LT/1/26/5987/001,Tarchomińskie Zakłady Farmaceutyczne „Polfa” Spółka Akcyjna,shortage,2026-07-23T11:41:58.351401,612
LT,Lithuania,VVKT,Adimuplan,Sitagliptin,Sitagliptinas,25 mg,plėvele dengtos tabletės,A10BH01,LT/1/22/4723/004,Sandoz d.d.,shortage,2026-07-23T11:41:58.351402,
LT,Lithuania,VVKT,Tezulix,Ranolazine,Ranolazinas,500 mg,pailginto atpalaidavimo tabletės,C01EB18,LT/1/23/5124/003,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351403,
LT,Lithuania,VVKT,Pomalidomide Sandoz,Pomalidomide,Pomalidomidas,3 mg,kietosios kapsulės,L04AX06,LT/1/24/5534/006,Sandoz d.d.,shortage,2026-07-23T11:41:58.351404,107530
LT,Lithuania,VVKT,Ibuliq [Ibuprofen NVT],Ibuprofen,Ibuprofenas,200 mg,minkštosios kapsulės,M01AE01,LT/1/22/5000/001,UAB NVT,shortage,2026-07-23T11:41:58.351405,59072
LT,Lithuania,VVKT,Rivaroxaban STADA,Rivaroxaban,Rivaroksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF01,LT/1/22/5065/018,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351406,117250
LT,Lithuania,VVKT,Atorvastatin TevaPharm,Atorvastatin,Atorvastatinas,10 mg,plėvele dengtos tabletės,C10AA05,LT/1/24/5600/009,Teva B.V.,shortage,2026-07-23T11:41:58.351407,98604
LT,Lithuania,VVKT,Xorimax,Cefuroxime,Cefuroksimas,500 mg,dengtos tabletės,J01DC02,LT/L/16/0443/002,UAB Lex ano,shortage,2026-07-23T11:41:58.351409,
LT,Lithuania,VVKT,Uvamin retard,Nitrofurantoin,Nitrofurantoinas,100 mg,pailginto atpalaidavimo kietosios kapsulės,J01XE01,LT/L/26/3339/002,UAB Niromed,shortage,2026-07-23T11:41:58.351410,39705
LT,Lithuania,VVKT,Amoxicilina/Acido clavulanico Sala,Amoxicillin and beta-lactamase inhibitor,Amoksicilinas/Klavulano rūgštis,1000 mg/200 mg,milteliai injekciniam ar infuziniam tirpalui,J01CR02,LT/L/22/1672/001,UAB Adeofarma,shortage,2026-07-23T11:41:58.351411,22535
LT,Lithuania,VVKT,Lanoxin,Digoxin,Digoksinas,250 µg,tabletės,C01AA05,LT/L/22/1709/002,UAB Niromed,shortage,2026-07-23T11:41:58.351412,5932
LT,Lithuania,VVKT,Remeron SolTab,Mirtazapine,Mirtazapinas,30 mg,burnoje disperguojamos tabletės,N06AX11,LT/L/26/3208/002,UAB Niromed,shortage,2026-07-23T11:41:58.351413,61484
LT,Lithuania,VVKT,Linagliptin/Metformin STADA,Metformin and linagliptin,Linagliptinas/Metformino hidrochloridas,"2,5 mg/850 mg",plėvele dengtos tabletės,A10BD11,LT/1/24/5538/024,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351414,102768
LT,Lithuania,VVKT,Cetirizine Siromed [Cetirizine dihydrochloride Sanus],Cetirizine,Cetirizino dihidrochloridas,10 mg,plėvele dengtos tabletės,R06AE07,LT/1/24/5391/003,MB Sanus24,shortage,2026-07-23T11:41:58.351415,26298
LT,Lithuania,VVKT,Rivaroxaban STADA [Rivaroxaban ALIUD],Rivaroxaban,Rivaroksabanas,15 mg,kietosios kapsulės,B01AF01,LT/1/22/5099/006,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351416,100145
LT,Lithuania,VVKT,Ultravist,Iopromide,Jopromidas,623 mg/ml,injekcinis ar infuzinis tirpalas,V08AB05,LT/L/15/0264/001,UAB Adeofarma,shortage,2026-07-23T11:41:58.351417,
LT,Lithuania,VVKT,Klertis,sunitinib,Sunitinibas,"12,5 mg",kietosios kapsulės,L01EX01,LT/1/21/4737/002,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.351418,214191
LT,Lithuania,VVKT,Betaloc ZOK,Metoprolol,Metoprololio sukcinatas,"47,5 mg",pailginto atpalaidavimo tabletės,C07AB02,LT/L/08/0001/002,UAB Lex ano,shortage,2026-07-23T11:41:58.351419,26182
LT,Lithuania,VVKT,Desmopressin Sumar,Desmopressin,Desmopresinas,120 µg,poliežuvinės tabletės,H01BA02,LT/1/23/5210/011,Sumar Pharma ehf,shortage,2026-07-23T11:41:58.351420,225436
LT,Lithuania,VVKT,Pitipix,Pitavastatin,Pitavastatinas,4 mg,plėvele dengtos tabletės,C10AA08,LT/1/24/5545/014,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351421,
LT,Lithuania,VVKT,Mitaclau,Desmopressin,Desmopresinas,60 µg,poliežuvinės tabletės,H01BA02,LT/1/23/5226/001,UAB Norameda,shortage,2026-07-23T11:41:58.351422,
LT,Lithuania,VVKT,Estrofem,Estradiol,Estradiolis,2 mg,plėvele dengtos tabletės,G03CA03,LT/L/19/0986/001,UAB Lex ano,shortage,2026-07-23T11:41:58.351424,30325
LT,Lithuania,VVKT,Gamanea,Gabapentin,Gabapentinas,100 mg,kietosios kapsulės,N02BF01,LT/1/25/5822/005,G.L. Pharma GmbH,shortage,2026-07-23T11:41:58.351425,52817
LT,Lithuania,VVKT,Enkia,Rivaroxaban,Rivaroksabanas,"2,5 mg",plėvele dengtos tabletės,B01AF01,LT/1/25/5663/010,Medochemie Ltd.,shortage,2026-07-23T11:41:58.351426,117250
LT,Lithuania,VVKT,Nitrofurantoin Sanus,Nitrofurantoin,Nitrofurantoinas,100 mg,kietosios kapsulės,J01XE01,LT/1/26/5986/003,MB Sanus24,shortage,2026-07-23T11:41:58.351428,5479
LT,Lithuania,VVKT,Dapagliflozin STADA,Dapagliflozin,Dapagliflozinas,5 mg,plėvele dengtos tabletės,A10BK01,LT/1/26/5943/018,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351429,104760
LT,Lithuania,VVKT,Sitagliptin Grindeks,Sitagliptin,Sitagliptinas,100 mg,plėvele dengtos tabletės,A10BH01,LT/1/22/4898/002,AS Grindeks,shortage,2026-07-23T11:41:58.351430,218138
LT,Lithuania,VVKT,Alsemora,Memantine,Memantino hidrochloridas,10 mg,plėvele dengtos tabletės,N06DX01,LT/1/26/5993/005,AS Grindeks,shortage,2026-07-23T11:41:58.351431,66818
LT,Lithuania,VVKT,Beclometasone/Formoterol Genetic,Formoterol and beclometasone,Beklometazono dipropionatas/Formoterolio fumaratas dihidratas,100 µg/6 µg/spūsnyje,suslėgtasis įkvepiamasis tirpalas,R03AK08,LT/1/24/5653/004,Genetic S.p.A.,shortage,2026-07-23T11:41:58.351433,84778
LT,Lithuania,VVKT,Bisoprolol/Perindopril arginine Krka [Balutar],Perindopril and bisoprolol,Bizoprololio fumaratas/Perindoprilio argininas,5 mg/5 mg,plėvele dengtos tabletės,C09BX02,LT/1/25/5836/009,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351434,
LT,Lithuania,VVKT,BOXARID,Teriflunomide,Teriflunomidas,14 mg,plėvele dengtos tabletės,L04AK02,LT/1/23/5113/001,Gedeon Richter Plc,shortage,2026-07-23T11:41:58.351435,117838
LT,Lithuania,VVKT,Rivaroxaban Auxilia,Rivaroxaban,Rivaroksabanas,15 mg,plėvele dengtos tabletės,B01AF01,LT/1/21/4670/005,Auxilia Pharma OÜ,shortage,2026-07-23T11:41:58.351436,100145
LT,Lithuania,VVKT,Selexipag STADA,Selexipag,Seleksipagas,1400 µg,plėvele dengtos tabletės,B01AC27,LT/1/25/5906/002,STADA Arzneimittel AG,shortage,2026-07-23T11:41:58.351437,134317
LT,Lithuania,VVKT,Gardyxon,Dimetindene,Dimetindeno maleatas,1 mg/g,gelis,D04AA13,LT/1/25/5710/002,Egis Pharmaceuticals PLC,shortage,2026-07-23T11:41:58.351438,
LT,Lithuania,VVKT,Lasokun,Ranolazine,Ranolazinas,500 mg,pailginto atpalaidavimo tabletės,C01EB18,LT/1/25/5694/002,Zentiva k.s.,shortage,2026-07-23T11:41:58.351439,
LT,Lithuania,VVKT,Bisoprolol/Perindopril arginine Krka [Balutar],Perindopril and bisoprolol,Bizoprololio fumaratas/Perindoprilio argininas,10 mg/10 mg,plėvele dengtos tabletės,C09BX02,LT/1/25/5839/006,"KRKA, d.d., Novo mesto",shortage,2026-07-23T11:41:58.351440,
LT,Lithuania,VVKT,Razarxo,Rivaroxaban,Rivaroksabanas,10 mg,plėvele dengtos tabletės,B01AF01,LT/1/24/5342/014,TAD Pharma GmbH,shortage,2026-07-23T11:41:58.351441,88862
