country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,authorisation_number,marketing_auth_holder,shortage_start,estimated_end,actual_end,status,reason,impact,scraped_at
BE,Belgium,FAMHP,Seroquel XR 50 mg tabl. verl. afgifte 30,Quetiapine,,,3019189,N05AH04 Quetiapine,BE314221,Cheplapharm Arzneimittel GmbH,2026-02-17,2026-04-17,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Rivaroxaban Viatris 10 mg filmomh. tabl. 10,Rivaroxaban,,,4791398,B01AF01 Rivaroxaban,EU/1/21/1588/015,Viatris Ltd.,2026-02-17,2026-05-27,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Xarelto 1 mg/ml or. susp. (gran.) 5.25 g,Rivaroxaban,,,4298204,B01AF01 Rivaroxaban,EU/1/08/472/051,Bayer AG,2026-02-16,2026-03-20,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Procaine HCl Sterop 2% 40 mg/2 ml inj. opl. i.m./s.c. amp. 10 x 2 ml,Procaine Hydrochloride ,,,0137240,N01BA02 Procaine,BE469431,Laboratoires Sterop SA-NV,2026-02-16,2026-03-31,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Omjjara 200 mg filmomh. tabl. 30,Momelotinib ,,,4791745,L01EJ04 Momelotinib,EU/1/23/1782/003,GlaxoSmithKline Trading Services Ltd.,2026-02-15,2026-03-20,,unavailable,Toegenomen vraag,Invoer door de firma mogelijk,2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Efexor-Exel 75 mg harde caps. verl. afgifte 56,Venlafaxine,,,2525442,N06AX16 Venlafaxine,BE196524,Viatris Healthcare SA-NV,2026-02-13,2026-04-14,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Ezetimibe Viatris  10 mg tabl. 100,Ezetimibe,,,3645140,C10AX09 Ezetimibe,BE467777,Viatris GX BV-SRL,2026-02-13,2026-08-24,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Inspra 25 mg filmomh. tabl. 28,Eplerenone,,,4130191,C03DA04 Eplerenone,BE270137,Viatris Healthcare SA-NV,2026-02-13,2026-03-18,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Carboplatine Fresenius Kabi 10 mg/ml inf. opl. (conc.) i.v. flac. 5 ml,Carboplatin,,,3060373,L01XA02 Carboplatin,BE419492,Fresenius Kabi SA-NV,2026-02-12,2026-03-15,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Daylette 0.02 mg - 3 mg filmomh. tabl. 3 x 28 (24 + 4),"Drospirenone, Ethinylestradiol, Placebo ",,,3026135,G03AA12 Drospirenone and Ethinylestradiol,BE414766,Gedeon Richter Plc,2026-02-12,2026-03-13,,unavailable,"Logistieke problemen (transport, douane, ...)",In principe voldoende voorraad in omloop (korte duur),2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Duloxetine EG 60 mg harde maagsapresist. caps. 28,Duloxetine,,,3337342,N06AX21 Duloxetine,BE475191,EG SA-NV,2026-02-12,2026-06-01,,unavailable,Andere reden,Onder evaluatie,2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Sugammadex Mylan 100 mg/ml inj. opl. i.v. flac. 10 x 5 ml,Sugammadex ,,,4616207,V03AB35 Sugammadex,EU/1/21/1583/004,Mylan Pharmaceuticals Ltd.,2026-02-12,2026-03-25,,unavailable,Vertraging in de vrijgave van het eindproduct,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.505579
BE,Belgium,FAMHP,Poulvac MG inj. emuls. i.m./s.c. flac. 1000 doses,Mycoplasma gallisepticum (inactivated),,,1002336,QI01AD03 Avian Herpes Virus (marek's disease),BE-V172724,Zoetis Belgium SA-NV,2026-02-12,2026-10-31,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.506580
BE,Belgium,FAMHP,Lonquex 6 mg/0.6 ml inj. opl. s.c. flac. 6 x 0.6 ml,Lipegfilgrastim,,,4623336,L03AA14 Lipegfilgrastim,EU/1/13/856/004,Teva B.V.,2026-02-12,2026-04-03,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.506580
BE,Belgium,FAMHP,Naropin 7.5 mg/ml inj. opl. epidur. 5 x 20 ml,Ropivacaine Hydrochloride ,,,1278365,N01BB09 Ropivacaine,BE177344,Sandoz SA-NV,2026-02-11,2026-07-15,,unavailable,Vertraging in de productie,Onder evaluatie,2026-03-12T15:52:43.506580
BE,Belgium,FAMHP,Acidcare 10 mg harde maagsapresist. caps. 28,Omeprazole,,,2976850,A02BC01 Omeprazole,BE415983,Sandoz SA-NV,2026-02-11,2026-04-17,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.506580
BE,Belgium,FAMHP,Clarithromycine Sandoz 500 mg filmomh. tabl. 14,Clarithromycine,,,2915346,J01FA09 Clarithromycin,BE402446,Sandoz SA-NV,2026-02-10,2026-04-17,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.506580
BE,Belgium,FAMHP,Vancomycine Viatris 1 g inf. opl. (pdr.) i.v. flac. 1000 mg UD,Vancomycin,,,2664613,J01XA01 Vancomycin,BE395437,Viatris GX BV-SRL,2026-02-10,2026-04-22,,unavailable,Vertraging in de productie,Onder evaluatie,2026-03-12T15:52:43.506580
BE,Belgium,FAMHP,Avipro Salmonella Vac E 10 x 2000 doses,"Salmonella enteritidis (live, attenuated)",,,1700632,QI01AE01 Salmonella,BE-V232985,Elanco GmbH,2026-02-10,2026-03-16,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.506580
BE,Belgium,FAMHP,Co-Lisinopril Sandoz 20 mg - 12.5 mg tabl. 98,"Lisinopril, Hydrochlorothiazide",,,2380533,C09BA03 Lisinopril and Diuretics,BE258474,Sandoz SA-NV,2026-02-10,2026-04-17,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.506580
BE,Belgium,FAMHP,Lamisil Once 1 % cut. opl. 4 g,Terbinafine,,,2385029,D01AE15 Terbinafine,BE291322,Karo Healthcare AB,2026-02-10,2026-03-27,,unavailable,Andere reden,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.506580
BE,Belgium,FAMHP,Venlafaxine Retard AB 75 mg harde caps. verl. afgifte 56,Venlafaxine,,,2546208,N06AX16 Venlafaxine,BE319392,Aurobindo SA-NV,2026-02-10,2026-03-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.506580
