country_code,country_name,source,report_no,progress_stage,company_serial,company_name,company_name_en,company_license_no,company_address,dept_receipt_no,product_serial,product_name,product_name_en,standard_code,expected_shortage_date,shortage_reason,last_supply_date,supply_type,inventory_date,inventory_quantity,patient_impact,normalization_plan,expected_normalization_date,report_date,process_date,public_disclosure,business_no,medicine_name,active_substance,strength,package_size,atc_code,status,shortage_start,estimated_end,scraped_at
KR,South Korea,MFDS,2013000009,처리완료,19920330,대한적십자사,-,2705,서울중구남산동3가32,201300119352,199806540,메갈로텍주(항싸이토메갈로바이러스인면역글로불린),-,8806553000212,20130731,제조소인독일의Biotest와현재국내공급업체간의계약종결됨에따라현재새로운국내공급업체와의계약협상진행중으로수입지연발생,20111004,수입,20130529,0,대체약물없음,-해외제조소와계약관련협상중으로협상완료후신속히국내공급예정-수입지연에따른품절을막기위해계약전임시물량발주및수입예정,20130801,20130531,-,동의함,2038200639,메갈로텍주(항싸이토메갈로바이러스인면역글로불린),,,,,처리완료,2013-07-31,2013-08-01,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000018,처리완료,19550010,삼일제약(주),-,1314,경기도안산시단원구산단로216|반월공업단지비11-6(원시동),201300164304,197000050,자이로릭정(알로푸리놀),-,8806439013916,20130816,행정처분,20130816,생산,20130816,0,동일제제제네릭의약품인유유알로푸리놀정100mg및한국유나이티드알로푸리놀정100mg이있어공급부족가능성은없을것으로판단됨,2013년9월16일이후정상공급계획,20130916,20130821,-,동의함,1348500765,자이로릭정(알로푸리놀),,,,,처리완료,2013-08-16,2013-09-16,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000019,처리완료,19920237,(주)한국얀센,-,4945,서울특별시용산구한강대로92|LS용산타워25층(한강로2가),201300166698,199504180,리보스틴점안액(레보카바스틴염산염),-,199504180,20130930,당사는리보스틴점안액(레보카바스틴염산염)을벨기에(JanssenPharmaceuticaN.V.|Belgium)로부터수입하여판매하고있으나|본사의정책에따라벨기에에서본제품에대한생산을중단하고|그리스(FamarS.A.|Greece)에서전공정위탁제조하도록제조처변경중에있습니다.당사의제조처변경을위한식품의약품안전처의심사가완료되기까지예상보다많은시간이소요되고있어|허가변경일정이지연되어시장공급부족이발생하게되었습니다.진행중인제조처변경민원에대한자료를증빙서류로첨부드립니다.첨부1.제조처변경민원접수증첨부2.식약처보완요청공문,20130807,수입,20130821,2459,리보스틴점안액의효능효과는‘봄철결막염및알레르기결막염증상의완화’입니다.국내에동일한주성분의점안제는없으며|‘알레르기성결막염’에대한치료제로써릴레스타트점안액0.05%(에피나스틴염산염|삼일엘러간)|알러쿨점안액(아시타자노라스트|한미)|파타데이0.2%점안액(염산올로파타딘|한국알콘)|자디텐점안액(푸마르산케토티펜|한국알콘)|크릭스점안액(트라닐라스트|JW중외제약)등이이용가능합니다.공급부족으로인한영향을최소화하기위해공급부족알림및협조요청공문을7월말각도매상및병원약제부로전달하였습니다.,당사는조속한제조처변경허가완료를위해제조처및식약처에적극협조할것입니다.해당민원처리예정기간은2013년9월21일이며|변경완료이후제조처생산|포장재준비및localQCtest등으로약5~6개월뒤정상공급이가능할것으로예상됩니다.,20140217,20130823,-,동의함,1208111440,리보스틴점안액(레보카바스틴염산염),,,,,처리완료,2013-09-30,2014-02-17,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2012000008,처리완료,19560004,(주)유한양행,-,1329,충청북도청원군오창읍연구단지로219,201300023536,197500136,유한카나마이신황산염주(군납명:주사용카나마이신황산염1g|수출명:칸시드주1g),-,197500136,20130115,원료수급문제에의한공급부족발생,20130114,생산,20130115,0,사유서첨부,공급부족보고서첨부,20130311,20130125,-,동의함,1188100601,유한카나마이신황산염주(군납명:주사용카나마이신황산염1g|수출명:칸시드주1g),,,,,처리완료,2013-01-15,2013-03-11,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000008,처리완료,19920330,대한적십자사,-,2705,서울중구남산동3가32,201300118291,199806540,메갈로텍주(항싸이토메갈로바이러스인면역글로불린),-,8806553000113,20130531,제조소인독일의Biotest와현재국내공급업체간의계약종결됨에따라현재새로운국내공급업체와의계약협상진행중으로수입지연발생,20100604,수입,20130529,0,대체약물없음,-해외제조소와계약관련협상중으로협상완료후신속히국내공급예정-수입지연에따른품절을막기위해계약전임시물량발주및수입예정정,20130801,20130531,-,동의함,2038200639,메갈로텍주(항싸이토메갈로바이러스인면역글로불린),,,,,처리완료,2013-05-31,2013-08-01,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000015,처리완료,19550010,삼일제약(주),-,1314,경기도안산시단원구산단로216|반월공업단지비11-6(원시동),201300163664,200400587,글립타이드정200밀리그람(설글리코타이드),-,8806439000206,20130816,행정처분,20130816,생산,20130820,0,동일제제제네릭의약품의부재로|도매상에서보유하고있는제품이모두소진되는경우공급부족가능성있음,2013년9월16일이후정상공급계획,20130916,20130821,-,동의함,1348500765,글립타이드정200밀리그람(설글리코타이드),,,,,처리완료,2013-08-16,2013-09-16,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2012000001,처리완료,19700022,하나제약(주),-,117,경기도화성시향남읍제약단지로13-39,201200366017,199704617,하나염산페치딘주사,-,657802740,20121129,생산준비차질로인하여생산및공급일정에차질발생(하나염산페치딘주사0.5mL),20121129,생산,20121129,143갑,현재동일성분의1mL함량제제가(총6품목)판매중으로대체가가능하며|또한동일함량품목으로서제일제약‘제일페티딘염산염주사액0.5mL’가판매중으로환자치료에미치는영향은미미할것으로판단됩니다.,2013.2.1.공급예정임,20130201,20121207,-,동의함,1248137632,하나염산페치딘주사,,,,,처리완료,2012-11-29,2013-02-01,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2012000002,신청중,19860002,제일약품(주),-,1668,경기도용인시처인구백암면청강가창로7,201200382447,200709690,카베닌제이주500밀리그램,-,8806454019603,20130201,카베닌제이주는폐사에서수입하는제품으로보건복지부고시“생산수입공급중단보고대상의약품”제2조3항에따라보고대상에해당되는제품입니다.이와관련하여폐사에서는제품수입단가상승에따른수익성악화로2012.09.26자로카베닌주0.5그램의수입허가를취하하고|동일제품인제조허가인파니프론주500밀리그램을카베닌제이주로제품명변경을진행하였습니다.참고로카베닌주0.5그램은일본다이이찌산쿄를통해수입하는제품이었으며|카베닌제이주(구파니프론주500밀리그램)은국내제조허가로보유하던제품이나카베닌주0.5그램을수입하면서국내에판매되지않았었습니다.또한제품명을변경하는동시에도매상및병원에는카베닌주의판매중단을알렸으며|Imipenem|Meropenem|Ertapenem|Doripenem등으로대체조제를요청하였습니다.그리고폐사에서는카베닌제이주는2013.01.02발매예정으로제품생산을진행하여수입제품을자사제조품목으로변경하려하였습니다.허나|폐사의사정에의해현재제품의생산이지연되고있습니다.현재카베닌주의도매상출고수량으로공급부족발생예상일자를추정하면2013.02.01로예상하며|제품발매예상시기는2013.04.01입니다.이에폐사에서는카베닌제이주가아닌카베닌주의거래도매상재고량을첨부하였습니다.현재2013.04.01까지정상적인출고를위해폐사에서노력하고있으니선처하여주시기바랍니다.,20120926,수입,20121227,0,각병원에Imipenem|Meropenem|Ertapenem|Doripenem등카바페넴계열로대체조제를요청하였습니다.따라서공급부족에따른문제는발생되지않을것으로보입니다.,공급부족사유서참조요망,20130401,20130201,-,동의함,2428500620,카베닌제이주500밀리그램,,,,,신청중,2013-02-01,2013-04-01,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2012000004,삭제,19930293,협진무약(주),-,2992,서울특별시관악구관악로122|(평창빌딩)502호(봉천동),201300014308,199806592,협진폴리엘가정(돼지비장가수분해분말),-,8806595003400,20130128,본사(독일|HorFerVitPharma)의의약품생산일정지연으로국내수입이지연되어1월하반기부터공급부족이예상됩니다.(2월말~3월초수입및공급예정),20130128,수입,20130117,100개,많지는않지만본약제를선호하는환자와처방하는의사가있어일시적으로공급부족이발생하겠습니다.그러나이약의유사적응증이있는의약품이있어대체가능하겠습니다.,독일본사에서공급이이루어지는즉시수입하고국내자가품질검사를신속처리하여하루빨리국내공급이원활히되도록추진하겠습니다.,20130304,20130117,-,동의함,1128138787,협진폴리엘가정(돼지비장가수분해분말),,,,,삭제,2013-01-28,2013-03-04,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2012000010,신청완료,19920209,한국화이자제약(주),-,2582,서울특별시중구퇴계로110,201300032119,199906840,에스트라시트캅셀140밀리그람(에스트라머스틴인산나트륨),-,8806489012518,20121107,에스트라시트캅셀은현재허가상등록되어있는원료제조원(PfizerCorkLtd.Ireland)의공급부족으로인하여장기품절이예상되고있습니다.,20120730,수입,20130122,8,에스트라시트(estramustine)는치료일선에서주로MetastaticCastrationRecurrentProstaticCancer에서만제한적으로Doxetaxel과병용되어사용되고있습니다.첨부하는NCCN2013ProstateCancerguideline에는다양한대체치료법이예시되어있으니참조하시기바랍니다.에스트라시트의경우|동일성분대체제가모두생산/유통중단되어동일성분으로서대체약제는없는상황입니다.하지만전립선암의항암화학요법에사용될수있는1군항암제는아래와같이다양한regimen이기준요법으로사용되고있습니다.전문의의판단에따라환자상태에따른regimen으로대체치료가가능하실수있겠습니다.Reference)암환자에게처방？투여하는약제에대한요양급여의적용기준및방법에관한세부사항|건강보험심사평가원|2012-11-29|P65|전립선암부분[1군항암제단독또는병용요법]1.estramustine2.mitoxantrone+prednisolone3.goserelin+flutamide4.mitoxantrone+vinorelbine5.estramustine+vinblastine6.cyclophosphamide+diethylstilbestrol+prednisolone7.prednisolone+cyclophosphamide+estramustine8.epirubicin+cyclophosphamide9.estramustine+etoposide(PO)10.mitoxantrone,공급정상화추친계획:기존원료제조원에서수입하는모든나라가공급에어려움을겪고있는상황이며대안으로찾은새로운원료제조원(ExcellaGmbH|Germany)의허가또한진행중인상황이라제품의공급까지는상당한시일이걸릴것으로예상하고있습니다.새로운원료제조원추가는2013년1월21일변경신청되어검토중이며|7월경검토완료를목표로하고있습니다.신속한검토완료를위해최선의노력을다하겠습니다.본약제의공급부족으로인한환자들의불편함을최소화하고자|내부직원및도매상에대하여공급부족상황을즉시공고하였으며|문의가있는병원및약국에대해서는성실히답변하고있습니다.또한치료의정상화를위해서㈜한국화이자제약은최대한빠른시간안에공급을정상화하고자노력을하고있습니다.향후계획:2013년2~3월경소량의제품(약한달분)을일시적으로나마공급할수있을것으로예상하고있으나|새로운원료생산처에서해당약제의공급이수입되어완전히제품이원활이공급될수있는시점은2013년9월경으로예상하고있습니다.,20130930,20130131,-,동의함,2078100406,에스트라시트캅셀140밀리그람(에스트라머스틴인산나트륨),,,,,신청완료,2012-11-07,2013-09-30,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2012000014,처리완료,19940252,한국엠에스디(유),-,3281,서울마포구마포대로163(공덕동),201300046695,199504275,티모프틱0.5%점안액(티몰롤말레산염),-,199504275,20130215,시장수요급증에따른공급부족,20121205,수입,20130213,18,국내에대체의약품및TimopticXE0.5제형이시판되고있으므로환자들의치료에중대한영향이미치지않을것으로사료됨,2013년5월15일경부터정상공급예정,20130515,20130213,-,동의함,1338124859,티모프틱0.5%점안액(티몰롤말레산염),,,,,처리완료,2013-02-15,2013-05-15,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000002,처리완료,19910005,(주)녹십자,-,1735,충청북도청원군오창읍과학산업2로586(일반제제),201300080847,200403354,녹십자-파이브리노겐주(건조사람피브리노겐),-,8806436008212,20130320,년간2회생산(약2|000병)하는품목으로재고를거의가져가고있지않는품목이나|환자치료에사용되는양이생산대비수요가2013년1~2월중에2배급증되어재고가소진|공급부족이발생하였음.,20121204,생산,20130320,0,본제품은외과처치|선천성저·무피브리노겐혈증등의저피브리노겐혈증에사용되며|대체의약품이전혀없습니다.다만허가받은적응증에만사용될경우공급에문제가발생하지않으므로환자치료에영향을미치는경우는없었고|간혹공급이한두달정도부족하였을경우라도환자치료에문제는없었음.,2013년3월27일긴급히생산을하여자사시험을거친후4월17일국가검정을신청하여6월초에공급이될수있도록국가검정센터혈액제제검정팀과협의하여최대한빠른시일내공급을할예정임.,20130603,20130401,-,동의함,3038117108,녹십자-파이브리노겐주(건조사람피브리노겐),,,,,처리완료,2013-03-20,2013-06-03,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000007,처리완료,19940252,한국엠에스디(유),-,3281,서울마포구마포대로163(공덕동),201300097176,199504275,티모프틱0.5%점안액(티몰롤말레산염),-,199504274,20130215,2013년2월15일(기보고건임|공급정상일이연기되어재보고함.)-공급처의생산지연및예상되지못한시장의과다수요.-2월13일완제의약품공급부족보고시에|5월15일경정상공급예정하였음.하지만|공급처의생산지연으로인해|기존공급정상예정일보다약1달반늦게공급가능할것으로예상.(참고로|아래마지막수입일인2월25일에도착한물량은극히소량인관계로|2월보고시에공급정상화가5월15일경에이뤄질것으로보고되었음),20130225,수입,20130423,0,국내에대체가능의약품TimopticXE0.25및XE0.5%제형이시판(2013년4월23일기준)되고있으므로환자들의치료에중대한영향이미치지않을것으로사료됨.,2013년7월1일경부터정상공급예정,20130701,20130529,-,동의함,1338124859,티모프틱0.5%점안액(티몰롤말레산염),,,,,처리완료,2013-02-15,2013-07-01,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2012000006,삭제,19920209,한국화이자제약(주),-,2582,서울특별시중구퇴계로110,201300019338,200806020,에락시스주100밀리그램(아니둘라펀진과당혼합물),-,벼류8806489012518,20121107,공급부족사유:에스트라시트캅셀은현재허가상등록되어있는원료제조원(PfizerCorkLtd|Ireland)의공급부족으로인하여장기품절이예상되고있습니다.,20120730,수입,20130122,8,에스트라시트(estramustine)는치료일선에서주로MetastaticCastrationRecurrentProstaticCancer에서만제한적으로Doxetaxel과병용되어사용되고있습니다.첨부하는NCCN2013ProstateCancerguideline에는다양한대체치료법이예시되어있으니참조하시기바랍니다.에스트라시트의경우|동일성분대체제가모두생산/유통중단되어동일성분으로서대체약제는없는상황입니다.하지만전립선암의항암화학요법에사용될수있는1군항암제는아래와같이다양한regimen이기준요법으로사용되고있습니다.전문의의판단에따라환자상태에따른regimen으로대체치료가가능하실수있겠습니다.Reference)암환자에게처방？투여하는약제에대한요양급여의적용기준및방법에관한세부사항|건강보험심사평가원|2012-11-29|P65|전립선암부분[1군항암제단독또는병용요법]1.estramustine2.mitoxantrone+prednisolone3.goserelin+flutamide4.mitoxantrone+vinorelbine5.estramustine+vinblastine6.cyclophosphamide+diethylstilbestrol+prednisolone7.prednisolone+cyclophosphamide+estramustine8.epirubicin+cyclophosphamide9.estramustine+etoposide(PO)10.mitoxantrone,공급정상화추친계획:기존원료제조원에서수입하는모든나라가공급에어려움을겪고있는상황이며대안으로찾은새로운원료제조원(ExcellaGmbH|Germany)의허가또한진행중인상황이라제품의공급까지는상당한시일이걸릴것으로예상하고있습니다.새로운원료제조원추가는2013년1월21일변경신청되어검토중이며|7월경검토완료를목표로하고있습니다.신속한검토완료를위해최선의노력을다하겠습니다.본약제의공급부족으로인한환자들의불편함을최소화하고자|내부직원및도매상에대하여공급부족상황을즉시공고하였으며|문의가있는병원및약국에대해서는성실히답변하고있습니다.또한치료의정상화를위해서㈜한국화이자제약은최대한빠른시간안에공급을정상화하고자노력을하고있습니다.향후계획:2013년2~3월경소량의제품(약한달분)을일시적으로나마공급할수있을것으로예상하고있으나|새로운원료생산처에서해당약제의공급이수입되어완전히제품이원활이공급될수있는시점은2013년9월경으로예상하고있습니다.,20130930,20130130,-,동의함,2078100406,에락시스주100밀리그램(아니둘라펀진과당혼합물),,,,,삭제,2012-11-07,2013-09-30,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000010,처리완료,19920330,대한적십자사,-,2705,서울중구남산동3가32,201300119354,200108932,펜타글로빈주10mL(IgM고함유사람면역글로불린),-,8806553001912,20130731,제조소인독일의Biotest와현재국내공급업체간의계약종결됨에따라현재새로운국내공급업체와의계약협상진행중으로수입지연발생,20111004,수입,20130529,0,대체약물없음,-해외제조소와계약관련협상중으로협상완료후신속히국내공급예정-수입지연에따른품절을막기위해계약전임시물량발주및수입예정,20130801,20130531,-,동의함,2038200639,펜타글로빈주10mL(IgM고함유사람면역글로불린),,,,,처리완료,2013-07-31,2013-08-01,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000012,처리완료,20060168,한국메나리니(주),-,4726,서울특별시강남구테헤란로411성담빌딩12층(삼성동),201300137973,200807565,사이프린캡슐(트리엔틴염산염),-,674900210,20130801,완제품수입일정이6월이었으나제조원의생산지연으로213년9월에공급이가능함.-제조사의메일참조,20130731,수입,20130703,279개(100캡슐/병),사이프린캡슐은윌슨병이라는희귀질환에사용되는약제로본약제를지속적으로복용하여야하는환자군의경우대체약제가적절치않아문제가될수있으나현재도매상이나병원의재고가9월까지는가능할것으로예상됨,현재수입가능일정이9월이며수입후즉시출하될수있도록할예정임.지속적으로제조원에요청하여일정을앞당길수있도록노력중입니다.공급일정과관련하여도매업체에공지하였으며윌슨병환우회에도공지가된상태입니다.,20131001,20130703,-,동의함,1208689680,사이프린캡슐(트리엔틴염산염),,,,,처리완료,2013-08-01,2013-10-01,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000013,처리완료,19920112,(주)글락소스미스클라인,-,2480,서울특별시용산구한강대로92,201300157637,199806411,님벡스주(시스아트라쿠륨베실산염),-,8806500001026,20130807,당사의님벡스주2.5ML는생산공장의일시적인생산량감소로9월1일까지수급에어려움이발생하였습니다.,20130712,수입,20130807,741,현재님벡스주는2.5ML/10ML2가지제형으로판매되고있으며10ML제형으로대체가능합니다.또한8월741PACKS이수입되었으며|이는9월1일이전에공급가능할것으로판단됩니다.,수입이후공급까지단계에소요되는시간을최소화하여공급중단기간의최소화,20130901,20130807,-,동의함,1068156683,님벡스주(시스아트라쿠륨베실산염),,,,,처리완료,2013-08-07,2013-09-01,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2014000002,신청완료,19720014,고려제약(주),-,1554,경기도이천시신둔면원적로69-10,201400008517,198501072,리다민캅셀(염산리다미딘),-,8806428004604,20140113,원료수급차질에따른공급부족발생,20140113,생산,20140113,0,일반의약품으로서동일효능의제품이시중에유통되고있으므로대체가가능하기때문에환자치료에미치는영향은크지않음.,원료수급차질에따른공급부족발생.2014년2월말원료확보및3월말까지공급부족해소예정,20140313,20140114,-,동의함,1268104796,리다민캅셀(염산리다미딘),,,,,신청완료,2014-01-13,2014-03-13,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2014000005,신청완료,19920204,(주)한국로슈,-,2573,서울특별시서초구서초대로411지티타워(이스트)17층,201400025432,200801562,타미플루캡슐45밀리그램(인산오셀타미비르),-,8806450007413,20140205,계절독감이유행함에따라타미플루캡슐의수요가증가함,20140204,수입,20140204,0,도매상수준에서공급부족현상으로인해|직접적인환자치료에일시적인어려움이있을수있으나추가공급분확보로해소될것으로사료됨,2014년2월4째주경21|550명분의제품입고예정임2014년3월말80|000명분의제품입고예정임,20140317,20140205,-,동의함,2208101640,타미플루캡슐45밀리그램(인산오셀타미비르),,,,,신청완료,2014-02-05,2014-03-17,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2014000006,신청완료,19920204,(주)한국로슈,-,2573,서울특별시서초구서초대로411지티타워(이스트)17층,201400025440,200801559,타미플루캡슐30밀리그램(인산오셀타미비르),-,8806450007314,20140205,계절독감이유행함에따라타미플루캡슐의수요가증가함,20140203,수입,20140204,0,도매상수준에서공급부족현상으로인해|직접적인환자치료에일시적인어려움이있을수있으나추가공급분확보로해소될것으로사료됨,2014년2월4째주경6|578명분의제품입고예정임2014년3월말일경80|000명분의제품입고예정임,20140317,20140205,-,동의함,2208101640,타미플루캡슐30밀리그램(인산오셀타미비르),,,,,신청완료,2014-02-05,2014-03-17,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2012000012,처리완료,19940252,한국엠에스디(유),-,3281,서울마포구마포대로163(공덕동),201300034973,200109136,티모프틱엑스이0.25%점안액(말레인산티몰롤),-,200109136,20130125,시장수요급증에따른공급부족,20121226,수입,20130131,0,국내에대체의약품및TimopticXE0.5제형이시판되고있으므로환자들의치료에중대한영향이미치지않을것으로사료됨,2013년5월20일경부터정상공급예정,20130520,20130201,-,동의함,1338124859,티모프틱엑스이0.25%점안액(말레인산티몰롤),,,,,처리완료,2013-01-25,2013-05-20,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000001,신청완료,19940252,한국엠에스디(유),-,3281,서울마포구마포대로163(공덕동),201300070282,200009114,오베스틴질좌제(에스트리올),-,200009114,20130307,선적지연,20121217,수입,20130307,174,오베스틴의대체의약품(지노프로질정|현대약품|에스트리올0.3mg함유)이있는상태입니다.따라서환자치료에미치는영향은거의없다라고할수있습니다,2013년6월7일경부터정상공급예정,20130607,20130314,-,동의함,1338124859,오베스틴질좌제(에스트리올),,,,,신청완료,2013-03-07,2013-06-07,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000003,삭제,19570013,일양약품(주),-,1336,경기도용인시기흥구하갈로110,201300082153,197000076,보나링에이정(디멘히드리네이트),-,8806417005605,20130415,보나링에이정의기존주성분제조처로부터원활한원료수급이되지않음으로인하여공급이부족하게되었으며|새로원제조원을추가하는동안일시적으로공급이부족하게되었습니다.,20130318,생산,20130402,0,보나링에이정은건강보험약제급여목록및급여상한금액표에퇴장방지의약품으로등재되어있으며|현재단독등재의약품입니다.동일제제가없음으로인하여환자분들의치료에차질이예상됩니다.,4월1일에마지막공급을하였으며|신규주성분제조원수배하여2013년3월22일제조원추가허가변경접수를완료하였습니다.해당변경완료후즉시추가생산을하여공급을정상화할예정입니다.보나링에이정생산에10일정도소요되는바2013년4월18일까지허가변경완료시금월이내재공급이가능할것으로사료됩니다.,20130418,20130402,-,동의함,2098100872,보나링에이정(디멘히드리네이트),,,,,삭제,2013-04-15,2013-04-18,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000004,처리완료,19570013,일양약품(주),-,1336,경기도용인시기흥구하갈로110,201300084472,197000076,보나링에이정(디멘히드리네이트),-,8806417005605,20130402,보나링에이정의기존주성분제조처로부터원활한원료수급이되지않음으로인하여|새로운원료공급원수배및추가로인하여일시적으로공급이부족하게되었습니다.,20130318,생산,20130402,0,보나링에이정은수술후구역구토|방사선숙취에의한구역·구토·어지러움|멀미|메니에르증후군에사용하는약제로서유사한효능효과의대체의약품이[별첨1]과같이있으므로환자의치료에미치는영향은없습니다.,보나링에이정의주성분제조원추가를위한변경을2013년3월22일[별첨2]와같이허가변경을진행중에있으며|변경후즉시생산을하여공급을재개할예정입니다.,20130430,20130404,-,동의함,2098100872,보나링에이정(디멘히드리네이트),,,,,처리완료,2013-04-02,2013-04-30,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000005,처리완료,19940252,한국엠에스디(유),-,3281,서울마포구마포대로163(공덕동),201300089352,201100482,에론바주사150마이크로그램(코리폴리트로핀알파|유전자재조합),-,201100482,20130405,선적지연,20120707,수입,20130411,16,본제품은불임여성에서과배란유도초기에다수의난포를발달시키기위한치료제로dailyFSH제제의일주일투여로에론바의투여를대체할수있으므로환자에게끼치는영향을최소화할수있을것으로생각됨,2013년6월1일경부터정상공급예정,20130601,20130411,-,동의함,1338124859,에론바주사150마이크로그램(코리폴리트로핀알파|유전자재조합),,,,,처리완료,2013-04-05,2013-06-01,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000006,삭제,19940252,한국엠에스디(유),-,3281,서울마포구마포대로163(공덕동),201300090002,200109135,티모프틱엑스이0.5%점안액(말레인산티몰롤),-,199504275,20130408,시장수요급증에따른공급부족과공급처의생산지연,20130402,수입,20130409,0,국내에대체의약품및TimopticXE0.5제형이시판되고있으므로환자들의치료에중대한영향이미치지않을것으로사료됨,기존5월중순에공급정상화가예상되었으나|공급처의생산지연으로인해2013년8월15일경부터정상공급예정.,20130503,-,-,동의함,1338124859,티모프틱엑스이0.5%점안액(말레인산티몰롤),,,,,삭제,2013-04-08,2013-05-03,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2015000008,신청완료,19920112,(주)글락소스미스클라인,-,2480,서울특별시용산구한강대로92,201500235108,200209640,인판릭스주(흡착디프테리아|파상풍톡소이드및정제백일해혼합백신),-,8806500010011,20150720,해외제조처에서의공급지연으로추가물량이6월에입고되었고약4개월의국가검정이후10월중순시장에공급재개가가능할것으로예상됩니다.,20150622,수입,20150630,3021,당사백신의공급부족기간동안타사(SK케미칼|LG생명과학|한국백신)DTP백신수급에는이슈가없는것으로알고있어|백신접종에는문제가없을것으로예상됩니다.,2015년6월신규입고된수량이4만도즈이고국가검정완료후10월중순에는공급이재개될수있을것입니다.,20151012,20150630,-,동의함,1068156683,인판릭스주(흡착디프테리아|파상풍톡소이드및정제백일해혼합백신),,,,,신청완료,2015-07-20,2015-10-12,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2015000011,처리완료,20060174,한국유씨비제약(주),-,4734,서울특별시강남구테헤란로127,201500335881,197800398,유시락스정10밀리그램(히드록시진염산염),-,197800398,20151007,수입은이루어졌으나제조소의원료공급처변경으로인한품질우려로공급을보류하고있습니다.,20151006,수입,20151028,60개,유시락스정10밀리그램은히드록시진염산염으로서|정신신경계영역에서불안|긴장|초조완화|피부과영역에서두드러기|피부염등의가려움완화를위해사용됩니다.대체가능한약물로서유시락스시럽과히드록시진염산염제네릭제품인아디팜정(태극제약)이시판중에있어환자치료에는큰영향이없을것으로예상됩니다.,적절한품질확보를위해제조소에대한조사와조정을완료후2016년3월중정상적인공급을재개하고자합니다.,20160331,20151028,-,동의함,1348116221,유시락스정10밀리그램(히드록시진염산염),,,,,처리완료,2015-10-07,2016-03-31,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2016000008,신청완료,19920027,삼일제약(주),-,2393,서울특별시서초구효령로155,201600124515,199906880,알케란주(멜팔란),-,8806439030500,20160531,제조사사정으로인한일시적으로수입이지연됨,20160309,수입,20160511,279,동일제제주사제는없으나|동일성분제제정제가공급되고있어|환자치료에는큰영향이없을것으로판단됨.,현재제조사와정상공급을위해지속적으로협의중에있으며2016년3분기이후정상공급될것으로보임,20161003,20160511,-,동의함,1348500765,알케란주(멜팔란),,,,,신청완료,2016-05-31,2016-10-03,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2016000015,신청완료,19550006,대한약품공업(주),-,1303,경기도안산시단원구산단로77,201600275809,200000503,대한덱스트란40덱스주,-,200000503,20161108,원료공급업체사정으로원료공급지연,20160922,생산,20161025,1|425개,대한덱스트란40덱스주공급중단으로대체품목을찾을것으로예상,원료공급업체로부터신속히원료공급받아공급재개예정,20170306,20161028,-,동의함,1348500111,대한덱스트란40덱스주,,,,,신청완료,2016-11-08,2017-03-06,2026-03-13T15:42:49.322155
KR,South Korea,MFDS,2013000014,처리완료,19920184,한국노바티스(주),-,2554,서울특별시중구통일로10|연세재단세브란스빌딩18층(남대문로5가),201300163560,200511036,다이나써크서방캡슐(이스라디핀),-,8806536001618,20130902,제품의생산공장의원재료공급문제로생산일정이지연되어일시적으로공급중단,20130830,수입,20130731,7860,고혈압환자의신장기능을정상적으로유지하면서지속적인혈압조절은물론단백뇨감소효과를통한신장보호효과를나타냄,1)9월말까지1차15000팩수입예정2)생산공장의원재료공급정상화작업이완료되면10월말까지2차수입후재고정상화예정,20131001,20130820,-,동의함,1168105478,다이나써크서방캡슐(이스라디핀),,,,,처리완료,2013-09-02,2013-10-01,2026-03-13T15:42:49.322155
