country_code,country_name,source,medicine_name,active_substance,strength,package_size,dosage_form,company_name,gtin,pharmacode,atc_code,gengrp,status,status_code,delivery_date,estimated_end,days_since_first_report,last_updated,detail_url,scraped_at
CH,Switzerland,drugshortage,ACETALGIN Supp 125 mg 10 Stk,,,,,Streuli Pharma AG,7680494930101,1379591,N02BE01,N02BE01SRSN000000125SUPP,1 aktuell keine Lieferungen,1,unbestimmt,,260,2025-12-11,https://drugshortage.ch/detail_lieferengpass.aspx?ID=25975,2026-03-13T15:42:44.476388
CH,Switzerland,drugshortage,ACIDE ACETYLSALICYL PANPHARMA 0.5 G C SOLV 6 STK,,,,,Leman SKL SA,7680472560030,1111245,N02BA01,N02BA01SPPN000000500TRSU,1 aktuell keine Lieferungen,1,12.04.2026,2026-04-12,7,2026-03-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=28029,2026-03-13T15:42:44.476388
CH,Switzerland,drugshortage,ACIDUM FOLICUM STREULI TABL 5 MG 100 STK,,,,,Streuli Pharma AG,7680367520170,1849298,B03BB01,B03BB01SETN000005000TABL,3 Lieferungen kontingentiert/eingeschränkt,3,kontigentiert,,16,2026-03-05,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27939,2026-03-13T15:42:44.477769
CH,Switzerland,drugshortage,ACIMETHIN FILMTABL 500 MG 50 STK,,,,,Mepha Pharma AG,7680487990198,1339628,V03AB26,V03AB26SETN000000500FILT,1 aktuell keine Lieferungen,1,in Abklärung/en clarif.,,60,2026-01-12,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27620,2026-03-13T15:42:44.477769
CH,Switzerland,drugshortage,ACTIQ Buccaltabl 600 mcg mit Applikator 3 Stk,,,,,Curatis AG,7680570020177,2986318,N02AB03,N02AB03SLBN200000600LUTT,1 aktuell keine Lieferungen,1,offen,,139,2025-10-25,https://drugshortage.ch/detail_lieferengpass.aspx?ID=26985,2026-03-13T15:42:44.477769
CH,Switzerland,drugshortage,ACTIQ Buccaltabl 800 mcg mit Applikator 3 Stk,,,,,Curatis AG,7680570020252,2986330,N02AB03,N02AB03SLBN200000800LUTT,1 aktuell keine Lieferungen,1,offen,,127,2025-11-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27055,2026-03-13T15:42:44.477769
CH,Switzerland,drugshortage,ACTIQ BUCCALTABL 800 MCG MIT APPLIKATOR 30 STK,,,,,Curatis AG,7680570020313,2986347,N02AB03,N02AB03SLBN200000800LUTT,1 aktuell keine Lieferungen,1,15.03.2026,2026-03-15,15,2026-02-26,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27943,2026-03-13T15:42:44.478771
CH,Switzerland,drugshortage,ACTOS Tabl 15 mg 28 Stk,,,,,CPS Cito Pharma Services GmbH,7680553780012,2293928,A10BG03,A10BG03SETN000000015TABL,1 aktuell keine Lieferungen,1,09.02.2025,2025-02-09,407,2025-01-30,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24769,2026-03-13T15:42:44.478771
CH,Switzerland,drugshortage,ACTOS Tabl 30 mg 28 Stk,,,,,CPS Cito Pharma Services GmbH,7680553780074,2293940,A10BG03,A10BG03SETN000000030TABL,1 aktuell keine Lieferungen,1,09.02.2025,2025-02-09,407,2025-01-30,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24770,2026-03-13T15:42:44.478771
CH,Switzerland,drugshortage,ACTOS Tabl 45 mg 28 Stk,,,,,CPS Cito Pharma Services GmbH,7680553780135,2293963,A10BG03,A10BG03SETN000000045TABL,1 aktuell keine Lieferungen,1,09.02.2025,2025-02-09,407,2025-01-30,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24771,2026-03-13T15:42:44.478771
CH,Switzerland,drugshortage,ACYCLOVIR Mepha Tabl 800 mg 35 Stk,,,,,Mepha Pharma AG,7680536680544,1903916,J05AB01,J05AB01SETN000000800TABL,1 aktuell keine Lieferungen,1,13.04 - 17.04.2026,,172,2026-01-16,https://drugshortage.ch/detail_lieferengpass.aspx?ID=26680,2026-03-13T15:42:44.478771
CH,Switzerland,drugshortage,ALCAINE GTT OPHT FL 15 ML,,,,,Alcon Switzerland SA,7680375160580,1736513,S01HA04,S01HA04LAFN000000005GTTO,1 aktuell keine Lieferungen,1,15.03.2026,2026-03-15,7,2026-03-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=28030,2026-03-13T15:42:44.478771
CH,Switzerland,drugshortage,ALFUZOSIN Sandoz Ret Tabl 10 mg 10 Stk,,,,,Sandoz Pharmaceuticals AG,7680574420072,3162915,G04CA01,G04CA01SERR000000010RETT,1 aktuell keine Lieferungen,1,Dec 26,,347,2025-10-10,https://drugshortage.ch/detail_lieferengpass.aspx?ID=25281,2026-03-13T15:42:44.478771
CH,Switzerland,drugshortage,ALFUZOSIN Sandoz Ret Tabl 10 mg 30 Stk,,,,,Sandoz Pharmaceuticals AG,7680574420096,3162921,G04CA01,G04CA01SERR000000010RETT,1 aktuell keine Lieferungen,1,Dec 26,,291,2025-10-10,https://drugshortage.ch/detail_lieferengpass.aspx?ID=25761,2026-03-13T15:42:44.478771
CH,Switzerland,drugshortage,ALFUZOSIN Sandoz Ret Tabl 10 mg 90 Stk,,,,,Sandoz Pharmaceuticals AG,7680574420119,3162938,G04CA01,G04CA01SERR000000010RETT,1 aktuell keine Lieferungen,1,Dec 26,,398,2025-10-10,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24837,2026-03-13T15:42:44.479771
CH,Switzerland,drugshortage,ALFUZOSINE Uno Zentiva Ret Tabl 10 mg 10 Stk,,,,,Helvepharm AG,7680578460043,5129299,G04CA01,G04CA01SERR000000010RETT,1 aktuell keine Lieferungen,1,,,171,2025-09-23,https://drugshortage.ch/detail_lieferengpass.aspx?ID=26716,2026-03-13T15:42:44.479771
CH,Switzerland,drugshortage,AMINOPHYLLIN Amino 240 mg/10ml 10 Amp 10 ml,,,,,Amino AG,7680565070019,1471167,R03DA05,R03DA05SPPN000000240SOIJ,8 abregistriert  - ausser Handel,8,offen,,757,2024-04-18,https://drugshortage.ch/detail_lieferengpass.aspx?ID=22000,2026-03-13T15:42:44.479771
CH,Switzerland,drugshortage,AMIODARON MEPHA TABL 100 MG 60 STK,,,,,Mepha Pharma AG,7680553490089,2516073,C01BD01,C01BD01SETN000000100TABL,1 aktuell keine Lieferungen,1,06.04 - 10.04.2026,,95,2026-01-16,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27333,2026-03-13T15:42:44.479771
CH,Switzerland,drugshortage,AMIODARON MEPHA TABL 200 MG 20 STK,,,,,Mepha Pharma AG,7680553490102,2516096,C01BD01,C01BD01SETN000000200TABL,1 aktuell keine Lieferungen,1,20.04 - 24.04.2026,,31,2026-02-10,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27851,2026-03-13T15:42:44.479771
CH,Switzerland,drugshortage,AMISULPRIDE Zentiva Filmtabl 400 mg 30 Stk,,,,,Helvepharm AG,7680623980014,4954624,N05AL05,N05AL05SETN000000400FILT,1 aktuell keine Lieferungen,1,,,494,2024-11-04,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24096,2026-03-13T15:42:44.479771
CH,Switzerland,drugshortage,AMISULPRIDE Zentiva Filmtabl 400 mg 90 Stk,,,,,Helvepharm AG,7680623980021,4954630,N05AL05,N05AL05SETN000000400FILT,1 aktuell keine Lieferungen,1,,,550,2024-09-09,https://drugshortage.ch/detail_lieferengpass.aspx?ID=23703,2026-03-13T15:42:44.479771
CH,Switzerland,drugshortage,AMISULPRIDE Zentiva Tabl 100 mg 30 Stk,,,,,Helvepharm AG,7680594230071,4954587,N05AL05,N05AL05SETN000000100TABL,1 aktuell keine Lieferungen,1,,,452,2024-12-16,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24403,2026-03-13T15:42:44.479771
CH,Switzerland,drugshortage,AMISULPRIDE Zentiva Tabl 100 mg 90 Stk,,,,,Helvepharm AG,7680594230088,4954593,N05AL05,N05AL05SETN000000100TABL,1 aktuell keine Lieferungen,1,,,585,2024-08-05,https://drugshortage.ch/detail_lieferengpass.aspx?ID=23361,2026-03-13T15:42:44.479771
CH,Switzerland,drugshortage,AMISULPRIDE Zentiva Tabl 200 mg 30 Stk,,,,,Helvepharm AG,7680594230095,4954601,N05AL05,N05AL05SETN000000200TABL,1 aktuell keine Lieferungen,1,,,235,2025-07-21,https://drugshortage.ch/detail_lieferengpass.aspx?ID=26212,2026-03-13T15:42:44.480772
CH,Switzerland,drugshortage,AMISULPRIDE Zentiva Tabl 200 mg 90 Stk,,,,,Helvepharm AG,7680594230101,4954618,N05AL05,N05AL05SETN000000200TABL,1 aktuell keine Lieferungen,1,,,354,2025-03-24,https://drugshortage.ch/detail_lieferengpass.aspx?ID=25245,2026-03-13T15:42:44.480772
CH,Switzerland,drugshortage,AMLODIPIN VALSARTAN HCT SANDOZ 5/160/12.5 28 STK,,,,,Sandoz Pharmaceuticals AG,7680660160097,7785699,C09DX01,C09DX01SETN000000177FILT,1 aktuell keine Lieferungen,1,Apr 26,,42,2026-03-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27763,2026-03-13T15:42:44.480772
CH,Switzerland,drugshortage,AMLODIPIN VALSARTAN MEPHA TEVA 5/160MG 98 STK,,,,,Mepha Pharma AG,7680658010106,7776350,C09DB01,C09DB01SETN100000160FILT,1 aktuell keine Lieferungen,1,30.03 - 03.04.2026,,21,2026-02-20,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27934,2026-03-13T15:42:44.480772
CH,Switzerland,drugshortage,AMLODIPIN VALSARTAN VIATRIS FILMTABL 10/160 28 STK,,,,,Viatris Pharma GmbH,7680681310112,1045789,C09DB01,C09DB01SETN000000160FILT,1 aktuell keine Lieferungen,1,KW 12,,25,2026-03-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27890,2026-03-13T15:42:44.480772
CH,Switzerland,drugshortage,AMLODIPIN VALSARTAN VIATRIS FILMTABL 5/80 98 STK,,,,,Viatris Pharma GmbH,7680681310082,1045785,C09DB01,C09DB01SETN000000080FILT,1 aktuell keine Lieferungen,1,KW 15,,91,2026-03-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27339,2026-03-13T15:42:44.480772
CH,Switzerland,drugshortage,AMLODIPIN VALSARTAN Zentiva Filmtabl 10/160 28 Stk,,,,,Helvepharm AG,7680667340058,7804563,C09DB01,C09DB01SETN000000160FILT,1 aktuell keine Lieferungen,1,,,101,2025-12-02,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27287,2026-03-13T15:42:44.480772
CH,Switzerland,drugshortage,AMLODIPIN VALSARTAN ZENTIVA FILMTABL 10/160 98 STK,,,,,Helvepharm AG,7680667340065,7804564,C09DB01,C09DB01SETN000000160FILT,1 aktuell keine Lieferungen,1,,,59,2026-01-13,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27639,2026-03-13T15:42:44.480772
CH,Switzerland,drugshortage,ANAFRANIL SR Ret Tabl 75 mg 100 Stk,,,,,Farmaceutica Teofarma Suisse SA,7680448150524,1330076,N06AA04,N06AA04SERR000000075RETT,1 aktuell keine Lieferungen,1,offen,,106,2025-11-27,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27239,2026-03-13T15:42:44.481770
CH,Switzerland,drugshortage,ANEXATE INJ LÖS 0.5 MG/5ML 5 AMP 5 ML,,,,,Cheplapharm Schweiz GmbH,7680482800133,1278418,V03AB25,V03AB25SPPN000000500SOIJ,1 aktuell keine Lieferungen,1,offen,,7,2026-03-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=28031,2026-03-13T15:42:44.481770
CH,Switzerland,drugshortage,ANTRAMUPS TABL 20 MG DS 100 STK,,,,,Cheplapharm Schweiz GmbH,7680543802403,2054158,A02BC01,A02BC01SETN000000020TABL,1 aktuell keine Lieferungen,1,offen,,50,2026-01-22,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27683,2026-03-13T15:42:44.481770
CH,Switzerland,drugshortage,ARTEOPTIC LA UD Gtt Opht 2 % 30 Unidos 0.2 ml,,,,,Bausch & Lomb Swiss AG,7680562150042,2729219,S01ED05,S01ED05LAOR200000004GTTO,1 aktuell keine Lieferungen,1,offen,,127,2025-11-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27057,2026-03-13T15:42:44.481770
CH,Switzerland,drugshortage,ARTHROTEC Tabl 50 mg 50 Stk,,,,,Pfizer AG,7680515440749,1826498,M01AB55,M01AB55SETN000000050TABL,1 aktuell keine Lieferungen,1,N/A,,155,2025-10-09,https://drugshortage.ch/detail_lieferengpass.aspx?ID=26872,2026-03-13T15:42:44.481770
CH,Switzerland,drugshortage,ARTHROTEC TABL 75 MG 100 STK,,,,,Pfizer AG,7680515440725,1906435,M01AB55,M01AB55SETN100000075TABL,1 aktuell keine Lieferungen,1,N/A,,11,2026-03-05,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27971,2026-03-13T15:42:44.481770
CH,Switzerland,drugshortage,ARTHROTEC TABL 75 MG 50 STK,,,,,Pfizer AG,7680515440640,1906429,M01AB55,M01AB55SETN100000075TABL,1 aktuell keine Lieferungen,1,N/A,,11,2026-03-05,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27972,2026-03-13T15:42:44.481770
CH,Switzerland,drugshortage,ATACAND PLUS TABL 16/12.5 MG 28 STK,,,,,Cheplapharm Schweiz GmbH,7680548750532,2204899,C09DA06,C09DA06SETN100000016TABL,1 aktuell keine Lieferungen,1,offen,,36,2026-02-05,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27793,2026-03-13T15:42:44.481770
CH,Switzerland,drugshortage,ATACAND plus Tabl 16/12.5 mg 98 Stk,,,,,Cheplapharm Schweiz GmbH,7680548750617,2204907,C09DA06,C09DA06SETN100000016TABL,1 aktuell keine Lieferungen,1,offen,,127,2025-11-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27058,2026-03-13T15:42:44.481770
CH,Switzerland,drugshortage,ATACAND Tabl 32 mg 28 Stk,,,,,CPS Cito Pharma Services GmbH,7680542301174,2999657,C09CA06,C09CA06SETN000000032TABL,1 aktuell keine Lieferungen,1,offen,,399,2025-02-07,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24817,2026-03-13T15:42:44.482769
CH,Switzerland,drugshortage,ATAZANAVIR Mepha Kaps 200 mg 60 Stk,,,,,Mepha Pharma AG,7680663390026,7737276,J05AE08,J05AE08SETN000000200KAPS,1 aktuell keine Lieferungen,1,20.07 - 24.07.2026,,172,2025-12-15,https://drugshortage.ch/detail_lieferengpass.aspx?ID=26682,2026-03-13T15:42:44.482769
CH,Switzerland,drugshortage,ATOMOXETIN Mepha Kaps 40 mg 28 Stk,,,,,Mepha Pharma AG,7680675880072,7789186,N06BA09,N06BA09SETN000000040KAPS,1 aktuell keine Lieferungen,1,02.03 - 06.03.2026,,529,2025-12-15,https://drugshortage.ch/detail_lieferengpass.aspx?ID=23856,2026-03-13T15:42:44.482769
CH,Switzerland,drugshortage,ATOMOXETIN Mepha Kaps 40 mg 7 Stk,,,,,Mepha Pharma AG,7680675880065,7789184,N06BA09,N06BA09SETN000000040KAPS,1 aktuell keine Lieferungen,1,02.03 - 06.03.2026,,501,2026-01-16,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24051,2026-03-13T15:42:44.482769
CH,Switzerland,drugshortage,ATORVASTATIN EZETIMIB ZENTIVA TABL 40/10MG 90 STK,,,,,Helvepharm AG,7680681910060,7813827,C10BA05,C10BA05SETN200000400TABL,1 aktuell keine Lieferungen,1,CW 11-12,,18,2026-02-23,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27935,2026-03-13T15:42:44.482769
CH,Switzerland,drugshortage,ATORVASTATIN VIATRIS FILMTABL 10 MG 30 STK,,,,,Viatris Pharma GmbH,7680616570093,1008092,C10AA05,C10AA05SETN000000010FILT,1 aktuell keine Lieferungen,1,KW 14,,91,2026-02-20,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27340,2026-03-13T15:42:44.482769
CH,Switzerland,drugshortage,ATORVASTATIN ZENTIVA FILMTABL 10 MG 30 STK,,,,,Helvepharm AG,7680653410017,6446599,C10AA05,C10AA05SETN000000010FILT,1 aktuell keine Lieferungen,1,,,67,2026-01-05,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27527,2026-03-13T15:42:44.482769
CH,Switzerland,drugshortage,ATORVASTATIN ZENTIVA FILMTABL 40 MG 30 STK,,,,,Helvepharm AG,7680653410055,6446642,C10AA05,C10AA05SETN000000040FILT,1 aktuell keine Lieferungen,1,CW 12-13,,32,2026-02-09,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27821,2026-03-13T15:42:44.482769
CH,Switzerland,drugshortage,ATOVAQUON PROGUANIL MEPHA FILMTABL 250/100 24 STK,,,,,Mepha Pharma AG,7680678720023,7818221,P01BB51,P01BB51SETN000000100FILT,1 aktuell keine Lieferungen,1,30.03 - 03.04.2026,,31,2026-02-10,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27850,2026-03-13T15:42:44.483772
CH,Switzerland,drugshortage,ATOZET FILMTABL 10/10 MG 30 STK,,,,,Organon GmbH,7680652230012,6346975,C10BA05,C10BA05SETN000000010FILT,1 aktuell keine Lieferungen,1,19.04.2026,2026-04-19,15,2026-02-26,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27946,2026-03-13T15:42:44.483772
CH,Switzerland,drugshortage,ATOZET Filmtabl 10/10 mg 90 St,,,,,Organon GmbH,7680652230029,6346981,C10BA05,C10BA05SETN000000010FILT,1 aktuell keine Lieferungen,1,04.01.2026,2026-01-04,90,2025-12-13,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27359,2026-03-13T15:42:44.483772
CH,Switzerland,drugshortage,ATROPINE SDU Faure 0.5 % 20 Monodos 0.4 ml,,,,,Théa PHARMA S.A.,7680469940357,2094264,S01FA01,S01FA01LAFN100005000GTTO,1 aktuell keine Lieferungen,1,14.12.2025,2025-12-14,148,2025-10-16,https://drugshortage.ch/detail_lieferengpass.aspx?ID=26925,2026-03-13T15:42:44.483772
CH,Switzerland,drugshortage,BECOZYM FORTE DRAG 100 STK,,,,,Bayer (Schweiz) AG,7680204070011,1020445,A11EA,,1 aktuell keine Lieferungen,1,29.03.2026,2026-03-29,22,2026-02-19,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27898,2026-03-13T15:42:44.483772
CH,Switzerland,drugshortage,BECOZYM FORTE DRAG 20 STK,,,,,Bayer (Schweiz) AG,7680204070189,207907,A11EA,,1 aktuell keine Lieferungen,1,31.05.2026,2026-05-31,22,2026-02-19,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27897,2026-03-13T15:42:44.483772
CH,Switzerland,drugshortage,BECOZYM FORTE DRAG 50 STK,,,,,Bayer (Schweiz) AG,7680204070349,2157295,A11EA,,1 aktuell keine Lieferungen,1,29.03.2026,2026-03-29,15,2026-02-26,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27947,2026-03-13T15:42:44.483772
CH,Switzerland,drugshortage,BENDAMUSTIN ACCORD TROCKENSUB 100 MG DURCHSTF,,,,,Accord Healthcare AG,7680674610038,7748784,L01AA09,L01AA09SPPN000000100TRSU,1 aktuell keine Lieferungen,1,Mitte März 2026,,21,2026-02-20,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27928,2026-03-13T15:42:44.483772
CH,Switzerland,drugshortage,BENEXOL B12 FILMTABL 50 STK,,,,,Bayer (Schweiz) AG,7680336040258,1328300,A11DB,,1 aktuell keine Lieferungen,1,22.03.2026,2026-03-22,22,2026-02-19,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27899,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BENOCTEN TROPFEN FL 20 ML,,,,,Medinova AG,7680419250352,2013768,R06AA02,R06AA02SEFN000000061GTTE,1 aktuell keine Lieferungen,1,29.08.2026,2026-08-29,22,2026-02-19,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27900,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BILAXTEN GTT OPHT 6 MG/ML FL 5 ML,,,,,A. Menarini GmbH,7680686570016,1047811,S01GX13,S01GX13LAON000000006GTTO,1 aktuell keine Lieferungen,1,,,8,2026-03-05,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27982,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BILOL COMP FILMTABL 5/12.5 MG 100 STK,,,,,Sandoz Pharmaceuticals AG,7680573820033,3112113,C07BB07,C07BB07SETN000005000FILT,1 aktuell keine Lieferungen,1,Mar 26,,56,2026-03-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27649,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BISOPROLOL SPIRIG HC TABL 2.5 MG 100 STK,,,,,Spirig HealthCare AG,7680676750022,7759215,C07AB07,C07AB07SETN000002500TABL,1 aktuell keine Lieferungen,1,offen,,15,2026-02-26,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27948,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BISOPROLOL SPIRIG HC TABL 2.5 MG 30 STK,,,,,Spirig HealthCare AG,7680676750015,7759214,C07AB07,C07AB07SETN000002500TABL,1 aktuell keine Lieferungen,1,05.07.2026,2026-07-05,7,2026-03-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=28032,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BLOPRESS plus Tabl 16/12.5 mg 28 Stk,,,,,CPS Cito Pharma Services GmbH,7680552470044,2198756,C09DA06,C09DA06SETN100000016TABL,1 aktuell keine Lieferungen,1,09.02.2025,2025-02-09,407,2025-01-30,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24774,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BLOPRESS plus Tabl 32/12.5 mg 28 Stk,,,,,CPS Cito Pharma Services GmbH,7680552470266,4348674,C09DA06,C09DA06SETN200000032TABL,1 aktuell keine Lieferungen,1,offen,,399,2025-02-07,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24818,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BLOPRESS plus Tabl 8/12.5 mg 28 Stk,,,,,CPS Cito Pharma Services GmbH,7680552470129,2368342,C09DA06,C09DA06SETN000000008TABL,1 aktuell keine Lieferungen,1,offen,,495,2024-11-03,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24086,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BLOPRESS Tabl 16 mg 28 Stk,,,,,CPS Cito Pharma Services GmbH,7680542600598,1948617,C09CA06,C09CA06SETN000000016TABL,1 aktuell keine Lieferungen,1,09.02.2025,2025-02-09,407,2025-01-30,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24776,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BLOPRESS Tabl 32 mg 28 Stk,,,,,CPS Cito Pharma Services GmbH,7680542601564,3670209,C09CA06,C09CA06SETN000000032TABL,1 aktuell keine Lieferungen,1,offen,,407,2025-01-30,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24777,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BLOPRESS Tabl 32 mg 98 Stk,,,,,CPS Cito Pharma Services GmbH,7680542601649,3670215,C09CA06,C09CA06SETN000000032TABL,1 aktuell keine Lieferungen,1,offen,,820,2023-12-14,https://drugshortage.ch/detail_lieferengpass.aspx?ID=21378,2026-03-13T15:42:44.484772
CH,Switzerland,drugshortage,BLOPRESS Tabl 4 mg 7 Stk,,,,,CPS Cito Pharma Services GmbH,7680542600161,1948563,C09CA06,C09CA06SETN000000004TABL,1 aktuell keine Lieferungen,1,offen,,399,2025-02-07,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24819,2026-03-13T15:42:44.486319
CH,Switzerland,drugshortage,BLOPRESS Tabl 8 mg 28 Stk,,,,,CPS Cito Pharma Services GmbH,7680542601052,1948586,C09CA06,C09CA06SETN000000008TABL,1 aktuell keine Lieferungen,1,09.02.2025,2025-02-09,407,2025-01-30,https://drugshortage.ch/detail_lieferengpass.aspx?ID=24775,2026-03-13T15:42:44.486319
CH,Switzerland,drugshortage,BORTEZOMIB LIQUID Spirig HC Inj Lös 7 mg/2.8ml,,,,,Spirig HealthCare AG,7680674210023,1028556,L01XG01,L01XG01SPPN000007000SOIJ,1 aktuell keine Lieferungen,1,offen,,148,2025-10-16,https://drugshortage.ch/detail_lieferengpass.aspx?ID=26928,2026-03-13T15:42:44.486319
CH,Switzerland,drugshortage,BRONCHIPRET TP Filmtabl 20 Stk,,,,,Biomed AG,7680575430049,7765403,R05CA10,R05CA10SETN000000000FILT,1 aktuell keine Lieferungen,1,22.03.2026,2026-03-22,127,2025-11-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27059,2026-03-13T15:42:44.486319
CH,Switzerland,drugshortage,BRONCHIPRET TP Filmtabl 50 Stk,,,,,Biomed AG,7680575430056,7765405,R05CA10,R05CA10SETN000000000FILT,1 aktuell keine Lieferungen,1,07.12.2025,2025-12-07,215,2025-08-10,https://drugshortage.ch/detail_lieferengpass.aspx?ID=26351,2026-03-13T15:42:44.486319
CH,Switzerland,drugshortage,BUPRENORPHIN MEPHA SUBLING TABL 0.4 MG 7 STK,,,,,Mepha Pharma AG,7680651880010,6253995,N07BC01,N07BC01SLBN000000400CPRS,1 aktuell keine Lieferungen,1,29.06 - 03.07.2026,,31,2026-02-10,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27849,2026-03-13T15:42:44.486319
CH,Switzerland,drugshortage,BUPRENORPHIN MEPHA SUBLING TABL 2 MG 28 STK,,,,,Mepha Pharma AG,7680651880041,6254032,N07BC01,N07BC01SLBN000002000CPRS,1 aktuell keine Lieferungen,1,29.06 - 03.07.2026,,31,2026-02-10,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27847,2026-03-13T15:42:44.486319
CH,Switzerland,drugshortage,BUPRENORPHIN MEPHA SUBLING TABL 2 MG 7 STK,,,,,Mepha Pharma AG,7680651880034,6254026,N07BC01,N07BC01SLBN000002000CPRS,1 aktuell keine Lieferungen,1,29.06 - 03.07.2026,,31,2026-02-10,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27848,2026-03-13T15:42:44.486319
CH,Switzerland,drugshortage,BUPRENORPHIN MEPHA SUBLING TABL 8 MG 28 STK,,,,,Mepha Pharma AG,7680651880065,6254061,N07BC01,N07BC01SLBN000008000CPRS,1 aktuell keine Lieferungen,1,30.03 - 03.04.2026,,84,2026-02-11,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27462,2026-03-13T15:42:44.486319
CH,Switzerland,drugshortage,BUPRENORPHIN MEPHA SUBLING TABL 8 MG 7 STK,,,,,Mepha Pharma AG,7680651880058,6254055,N07BC01,N07BC01SLBN000008000CPRS,0,0,29.06 - 03.07.2026,,31,2026-02-10,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27846,2026-03-13T15:42:44.487328
CH,Switzerland,drugshortage,BUPROPION XR SANDOZ RET TABL 150 MG DS 30 STK,,,,,Sandoz Pharmaceuticals AG,7680686280021,1028044,N06AX12,N06AX12SERR000000150RETT,1 aktuell keine Lieferungen,1,Mar 26,,91,2025-12-12,https://drugshortage.ch/detail_lieferengpass.aspx?ID=27345,2026-03-13T15:42:44.487328
CH,Switzerland,drugshortage,BUPROPION XR Sandoz Ret Tabl 300 mg 30 Stk,,,,,Sandoz Pharmaceuticals AG,7680686280038,1028046,N06AX12,N06AX12SERR000000300RETT,1 aktuell keine Lieferungen,1,Mar 26,,182,2026-03-06,https://drugshortage.ch/detail_lieferengpass.aspx?ID=26616,2026-03-13T15:42:44.487328
