country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,shortage_start,estimated_end,status,scraped_at,atc_code,prk
LV,Latvia,ZVA,Encepur Children 0.25 ml suspension for injection in pre-filled syringe,"Virus encephalitidis acarinarum (ixodicum)/stirps K23, inactivatum, purificatum","0,25 ml",1 pc,01-0316-04,2026-04-01,2026-10-05,shortage,2026-09-23T21:00:04.360708,,
LV,Latvia,ZVA,Engerix B 10 micrograms/0.5 ml suspension for injection,Vaccinum hepatitidis B (ADNr),"10 µg/0,5 ml",10 pcs,02-0216-02,2017-02-08,,shortage - end date unknown,2026-09-23T21:00:04.360736,J07BK01,82201
LV,Latvia,ZVA,Engerix B 10 micrograms/0.5 ml suspension for injection in pre-filled syringe,Vaccinum hepatitidis B (ADNr),"0,5 ml",1 pc,97-0007-01,2025-10-13,2028-01-29,shortage,2026-09-23T21:00:04.360772,J07BK01,82201
LV,Latvia,ZVA,Eporatio,Epoetinum theta,"4000 IU/0,5 ml",6 pcs,EU/1/09/573/007,2017-07-04,,shortage - end date unknown,2026-09-23T21:00:04.360801,B03XA01,
LV,Latvia,ZVA,Eporatio,Epoetinum theta,10000 IU/1 ml,6 pcs,EU/1/09/573/016,2017-07-04,,shortage - end date unknown,2026-09-23T21:00:04.360827,B03XA01,43036
LV,Latvia,ZVA,Eporatio,Epoetinum theta,30000 IU/1 ml,1 pc,EU/1/09/573/024,2017-07-04,,shortage - end date unknown,2026-09-23T21:00:04.360852,B03XA01,
LV,Latvia,ZVA,Erivedge,Vismodegibum,150 mg,28 pcs,EU/1/13/848/001,2019-04-01,,shortage - end date unknown,2026-09-23T21:00:04.360877,L01XJ01,106585
LV,Latvia,ZVA,Esbriet,Pirfenidonum,801 mg,84 pcs,EU/1/11/667/018,2024-07-01,,shortage - end date unknown,2026-09-23T21:00:04.360904,L04AX05,146773
LV,Latvia,ZVA,Esbriet,Pirfenidonum,267 mg,252 pcs,EU/1/11/667/017,2024-07-01,,shortage - end date unknown,2026-09-23T21:00:04.360928,L04AX05,146765
LV,Latvia,ZVA,"Escadra 20 mg gastro-resistant capsules, hard",Esomeprazolum,20 mg,14 pcs,10-0133-02,2019-07-01,,shortage - end date unknown,2026-09-23T21:00:04.360968,A02BC05,94862
LV,Latvia,ZVA,"Escadra 40 mg gastro-resistant capsules, hard",Esomeprazolum,40 mg,14 pcs,10-0134-02,2019-07-01,,shortage - end date unknown,2026-09-23T21:00:04.360994,A02BC05,94870
LV,Latvia,ZVA,Etacizīns 50 mg coated tablets,Aethacizinum,50 mg,20 pcs,98-0371-03,2018-11-20,,shortage - end date unknown,2026-09-23T21:00:04.361028,C01BC09,
LV,Latvia,ZVA,Etoposide Kabi 20 mg/ml concentrate for solution for infusion,Etoposidum,100 mg/5 ml,1 pc,14-0165-01,2024-04-30,,shortage - end date unknown,2026-09-23T21:00:04.361054,L01CB01,32700
LV,Latvia,ZVA,Eucreas,"Vildagliptinum, Metformini hydrochloridum",50 mg/1000 mg,60 pcs,EU/1/07/425/027,2021-03-08,,shortage - end date unknown,2026-09-23T21:00:04.361082,,
LV,Latvia,ZVA,Eucreas,"Vildagliptinum, Metformini hydrochloridum",50 mg/1000 mg,180 pcs,EU/1/07/425/035,2019-06-03,,shortage - end date unknown,2026-09-23T21:00:04.361109,,
LV,Latvia,ZVA,Eucreas,"Vildagliptinum, Metformini hydrochloridum",50 mg/1000 mg,60 pcs,EU/1/07/425/048,2024-11-01,,shortage - end date unknown,2026-09-23T21:00:04.361134,,
LV,Latvia,ZVA,Eucreas,"Vildagliptinum, Metformini hydrochloridum",50 mg/850 mg,60 pcs,EU/1/07/425/021,2021-04-05,,shortage - end date unknown,2026-09-23T21:00:04.361161,,
LV,Latvia,ZVA,Eucreas,"Vildagliptinum, Metformini hydrochloridum",50 mg/850 mg,60 pcs,EU/1/07/425/039,2024-11-01,,shortage - end date unknown,2026-09-23T21:00:04.361187,,
LV,Latvia,ZVA,"Everio Airmaster 50/100 micrograms dose inhalation powder, pre-dispensed","Salmeterolum, Fluticasoni propionas",50 µg/100 µg,1 pc,21-0001-01,2024-10-28,,leaving the market,2026-09-23T21:00:04.361223,,
LV,Latvia,ZVA,"Everio Airmaster 50/250 micrograms dose inhalation powder, pre-dispensed","Salmeterolum, Fluticasoni propionas",50 µg/250 µg,1 pc,21-0002-01,2024-11-15,,leaving the market,2026-09-23T21:00:04.361252,,
LV,Latvia,ZVA,"Everio Airmaster 50/500 micrograms dose inhalation powder, pre-dispensed","Salmeterolum, Fluticasoni propionas",50 µg/500 µg,1 pc,21-0003-01,2023-11-17,,shortage - end date unknown,2026-09-23T21:00:04.361278,,
LV,Latvia,ZVA,Everolimus Teva 10 mg tablets,Everolimusum,10 mg,30 pcs,17-0137-02,2026-08-26,2026-09-23,shortage,2026-09-23T21:00:04.361313,L01EG02,92576
LV,Latvia,ZVA,Eviplera,"Emtricitabinum, Rilpivirinum, Tenofovirum disoproxilum",25 mg,30 pcs,EU/1/11/737/001,2025-01-01,,shortage - end date unknown,2026-09-23T21:00:04.361339,,
LV,Latvia,ZVA,Evra,"Norelgestraminum, Ethinylestradiolum",6 mg/600 µg,3 pcs,EU/1/02/223/001-P01,2018-01-01,,shortage - end date unknown,2026-09-23T21:00:04.361364,,
LV,Latvia,ZVA,Exemestane Zentiva 25 mg film-coated tablets,Exemestanum,25 mg,30 pcs,10-0319-01,2024-04-04,,shortage - end date unknown,2026-09-23T21:00:04.361389,L02BG06,
LV,Latvia,ZVA,Exolorfin 50 mg/ml medicated nail lacquer,Amorolfinum,"125 mg/2,5 ml",1 pc,19-0038-01,2026-07-16,2026-09-30,shortage,2026-09-23T21:00:04.361423,D01AE16,
LV,Latvia,ZVA,Ezetimibe/Atorvastatin Olpha 10 mg/20 mg film-coated tablets,"Ezetimibum, Atorvastatinum",10 mg/20 mg,30 pcs,24-0004-02,2026-09-16,2026-11-09,shortage,2026-09-23T21:00:04.361457,,
LV,Latvia,ZVA,Ezetimibe/Atorvastatin Olpha 10 mg/40 mg film-coated tablets,"Ezetimibum, Atorvastatinum",10 mg/40 mg,30 pcs,24-0005-02,2026-09-16,2026-11-09,shortage,2026-09-23T21:00:04.361493,,
LV,Latvia,ZVA,Ezetimibe/Atorvastatin Olpha 10 mg/80 mg film-coated tablets,"Ezetimibum, Atorvastatinum",10 mg/80 mg,30 pcs,24-0006-02,2026-09-16,2026-11-09,shortage,2026-09-23T21:00:04.361526,,
LV,Latvia,ZVA,Fampyra,Fampridinum,10 mg,28 pcs,EU/1/11/699/003,2025-04-28,2028-04-28,shortage,2026-09-23T21:00:04.361561,N07XX07,101826
LV,Latvia,ZVA,Faslodex,Fulvestrantum,250 mg/5 ml,1 pc,EU/1/03/269/001,2017-05-17,,shortage - end date unknown,2026-09-23T21:00:04.604763,L02BA03,74934
LV,Latvia,ZVA,Faslodex,Fulvestrantum,250 mg/5 ml,2 pcs,EU/1/03/269/002,2017-05-17,,shortage - end date unknown,2026-09-23T21:00:04.604819,L02BA03,74934
LV,Latvia,ZVA,Febuxostat Krka,Febuxostatum,120 mg,28 pcs,EU/1/18/1347/006,2022-06-28,,shortage - end date unknown,2026-09-23T21:00:04.604860,M04AA03,101796
LV,Latvia,ZVA,Febuxostat Zentiva 120 mg film-coated tablets,Febuxostatum,120 mg,28 pcs,19-0054-02,2026-01-07,,shortage - end date unknown,2026-09-23T21:00:04.604903,M04AA03,101796
LV,Latvia,ZVA,Febuxostat Zentiva 80 mg film-coated tablets,Febuxostatum,80 mg,28 pcs,19-0053-02,2026-03-31,,shortage - end date unknown,2026-09-23T21:00:04.604936,M04AA03,101788
LV,Latvia,ZVA,Fenkarol 50 mg tabletes,Quifenadini hydrochloridum,50 mg,30 pcs,03-0293-05,2017-10-02,,shortage - end date unknown,2026-09-23T21:00:04.604969,R06AX31,
LV,Latvia,ZVA,Ferinject 50 mg iron/ml dispersion for injection/infusion,Ferri carboxymaltosum,500 mg/10 ml,1 pc,08-0017-04,2016-10-31,,shortage - end date unknown,2026-09-23T21:00:04.604999,,
LV,Latvia,ZVA,Ferrum Lek 100 mg chewable tablets,Ferri hydroxidum cum polymaltosi complexus,100 mg,30 pcs,I001088-01,2023-03-02,,shortage - end date unknown,2026-09-23T21:00:04.605033,,
LV,Latvia,ZVA,Finacea 150 mg/g gel,Acidum azelaicum,"4,5 g/30 g",1 pc,09-0055-04,2022-12-23,,shortage - end date unknown,2026-09-23T21:00:04.605065,D10AX03,
LV,Latvia,ZVA,Finasteride Teva 5 mg film-coated tablets,Finasteridum,5 mg,30 pcs,08-0287-05,2026-08-26,2026-09-23,shortage,2026-09-23T21:00:04.605108,G04CB01,34975
LV,Latvia,ZVA,Fingolimod Mylan,Fingolimodum,"0,5 mg",28 pcs,EU/1/21/1573/018,2022-11-16,2026-11-16,shortage,2026-09-23T21:00:04.605150,L04AE01,100129
LV,Latvia,ZVA,Fingolimod Zentiva 0.5 mg hard capsules,Fingolimodum,"0,5 mg",28 pcs,20-0145-02,2026-08-14,,shortage - end date unknown,2026-09-23T21:00:04.605186,L04AE01,100129
LV,Latvia,ZVA,Finlepsin 400 mg prolonged release tablets,Carbamazepinum,400 mg,50 pcs,98-0384-01,2025-12-29,,leaving the market,2026-09-23T21:00:04.605236,N03AF01,25984
LV,Latvia,ZVA,Fluarix Tetra suspension for injection in pre-filled syringe,Vaccinum influenzae inactivatum ex virorum fragmentis praeparatum,"0,5 ml",1 pc,18-0098-03,2020-10-19,,shortage - end date unknown,2026-09-23T21:00:04.605268,J07BB02,
LV,Latvia,ZVA,Flucinar N 0.25 mg/5 mg/g ziede,"Fluocinoloni acetonidum, Neomycini sulfas",15 g,1 pc,97-0104-01,2026-02-01,2027-03-01,shortage,2026-09-23T21:00:04.605310,,
LV,Latvia,ZVA,"Fluconazole Unifarma 150 mg capsules, hard",Fluconazolum,150 mg,1 pc,01-0414-01,2018-07-05,,shortage - end date unknown,2026-09-23T21:00:04.605343,J02AC01,30384
LV,Latvia,ZVA,Fluconazole Unifarma 2 mg/ml solution for injection/infusion,Fluconazolum,200 mg/100 ml,1 pc,04-0089-01,2016-09-01,,shortage - end date unknown,2026-09-23T21:00:04.605378,J02AC01,
LV,Latvia,ZVA,Fluenz,"Vaccinum influenzae (vivum, attenuatum, intranasale)","0,2 ml",1 pc,EU/1/24/1816/001,2026-01-19,,shortage - end date unknown,2026-09-23T21:00:04.605410,,
LV,Latvia,ZVA,Fluorouracil Accord 50 mg/ml solution for injection or infusion,Fluorouracilum,250 mg/5 ml,1 pc,09-0458-01,2016-09-19,,shortage - end date unknown,2026-09-23T21:00:04.605445,L01BC02,33111
LV,Latvia,ZVA,Fluoxetine Vitabalans 20 mg film-coated tablets,Fluoxetinum,20 mg,100 pcs,11-0245-05,2026-07-01,2026-10-31,shortage,2026-09-23T21:00:04.605486,N06AB03,
LV,Latvia,ZVA,"Fomeda Easyhaler 12 micrograms/dose, inhalation powder",Formoteroli fumaras dihydricus,12 µg/1 dose,120 pcs,05-0308-03,2026-01-09,,shortage - end date unknown,2026-09-23T21:00:04.605516,R03AC13,82546
LV,Latvia,ZVA,Forsteo,Teriparatidum,"600 µg/2,4 ml",1 pc,EU/1/03/247/001,2022-01-01,,shortage - end date unknown,2026-09-23T21:00:04.605546,H05AA02,131601
LV,Latvia,ZVA,Forvel 0.4 mg/ml solution for injection/infusion,Naloxoni hydrochloridum,"0,4 mg/ml",5 pcs,17-0156-01,2019-01-08,,shortage - end date unknown,2026-09-23T21:00:04.605579,N02AA55,
LV,Latvia,ZVA,Fosinopril Actavis 10 mg tablets,Fosinoprilum natricum,10 mg,28 pcs,05-0616-01,2026-08-18,2026-10-05,shortage,2026-09-23T21:00:04.605624,C09AA05,39551
LV,Latvia,ZVA,Fosinopril Actavis 20 mg tablets,Fosinoprilum natricum,20 mg,28 pcs,05-0617-01,2026-08-18,2026-10-05,shortage,2026-09-23T21:00:04.605665,C09AA05,
LV,Latvia,ZVA,"Furamags 25 mg capsules, hard",Furaginum solubile,25 mg,30 pcs,08-0396-01,2023-12-31,,shortage - end date unknown,2026-09-23T21:00:04.605696,J01XE01,
LV,Latvia,ZVA,"Furamags 50 mg capsules, hard",Furaginum solubile,50 mg,30 pcs,98-0577-01,2025-02-17,2026-10-01,shortage,2026-09-23T21:00:04.605736,J01XE01,5460
LV,Latvia,ZVA,Furasol 100 mg powder for external solution,Furaginum solubile,100 mg,15 pcs,01-0001-01,2022-09-12,,shortage - end date unknown,2026-09-23T21:00:04.605768,J01XE01,
LV,Latvia,ZVA,Fuzeon,Enfuvirtidum,90 mg/ml,60 pcs,EU/1/03/252/001,2017-06-08,,shortage - end date unknown,2026-09-23T21:00:04.605800,J05AX07,219606
LV,Latvia,ZVA,"Gabagamma 400 mg capsules, hard",Gabapentinum,400 mg,50 pcs,03-0386-03,2025-11-10,,leaving the market,2026-09-23T21:00:04.605836,N02BF01,52833
LV,Latvia,ZVA,Gadovist 1.0 mmol/ml solution for injections,Gadobutrolum,"39306,8 mg/65 ml",1 pc,02-0070-08,2019-12-18,,shortage - end date unknown,2026-09-23T21:00:04.605869,V08CA09,127167
LV,Latvia,ZVA,Gadovist 1.0 mmol/ml solution for injections,Gadobutrolum,"9070,8 mg/15 ml",5 pcs,02-0070-13,2019-12-18,,shortage - end date unknown,2026-09-23T21:00:04.605901,V08CA09,95680
LV,Latvia,ZVA,Gadovist 1.0 mmol/ml solution for injections,Gadobutrolum,"18141,6 mg/30 ml",5 pcs,02-0070-25,2019-12-18,,shortage - end date unknown,2026-09-23T21:00:04.605932,V08CA09,58297
LV,Latvia,ZVA,Gadovist 1.0 mmol/ml solution for injections,Gadobutrolum,"4535,4 mg/7,5 ml",5 pcs,02-0070-04,2019-12-18,,shortage - end date unknown,2026-09-23T21:00:04.605962,V08CA09,85839
LV,Latvia,ZVA,Gaduar 20 mg/5 mg/12.5 mg film-coated tablets,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",1 UD,28 pcs,20-0053-01,2025-10-09,,shortage - end date unknown,2026-09-23T21:00:04.605992,,
LV,Latvia,ZVA,Gaduar 40 mg/10 mg/12.5 mg film-coated tablets,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",1 UD,28 pcs,20-0055-01,2026-07-06,,shortage - end date unknown,2026-09-23T21:00:04.606022,,
LV,Latvia,ZVA,Gaduar 40 mg/5 mg/12.5 mg film-coated tablets,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",1 UD,28 pcs,20-0054-01,2025-10-24,,leaving the market,2026-09-23T21:00:04.606055,,
LV,Latvia,ZVA,Galvus,Vildagliptinum,50 mg,180 pcs,EU/1/07/414/009,2025-08-01,,shortage - end date unknown,2026-09-23T21:00:04.606084,A10BH02,85936
LV,Latvia,ZVA,Gammanorm 165 mg/ml solution for injection,Immunoglobulinum humanum normale,"1,65 g/10 ml",1 pc,10-0657-01,2022-10-17,,shortage - end date unknown,2026-09-23T21:00:04.606113,J06BA02,
LV,Latvia,ZVA,Gammanorm 165 mg/ml solution for injection,Immunoglobulinum humanum normale,"3,3 g/20 ml",1 pc,10-0657-04,2022-10-17,,shortage - end date unknown,2026-09-23T21:00:04.606142,J06BA02,
LV,Latvia,ZVA,Ganirelix Gedeon Richter,Ganirelixum,"0,25 mg/0,5 ml",1 pc,EU/1/22/1658/001,2026-01-01,2026-12-31,shortage,2026-09-23T21:00:04.606183,H01CC01,59048
LV,Latvia,ZVA,"Gasec Gastrocaps 40 mg gastro-resistant capsules, hard",Omeprazolum,40 mg,14 pcs,04-0342-01,2019-07-05,,shortage - end date unknown,2026-09-23T21:00:04.606213,A02BC01,60070
LV,Latvia,ZVA,Gemcitabine Kabi 38 mg/ml concentrate for solution for infusion,Gemcitabinum,"200 mg/5,26 ml",1 pc,15-0028-01,2024-04-30,,shortage - end date unknown,2026-09-23T21:00:04.606242,L01BC05,
LV,Latvia,ZVA,Gemcitabine Kabi 38 mg/ml concentrate for solution for infusion,Gemcitabinum,"1000 mg/26,3 ml",1 pc,15-0028-02,2024-04-30,,shortage - end date unknown,2026-09-23T21:00:04.606272,L01BC05,
LV,Latvia,ZVA,Gemsol 40 mg/ml concentrate for solution for infusion,Gemcitabinum,2000 mg/50 ml,1 pc,10-0549-05,2024-08-16,,leaving the market,2026-09-23T21:00:04.606306,L01BC05,
LV,Latvia,ZVA,Gepretix 100 mg soft capsules,Progesteronum,100 mg,30 pcs,14-0211-01,2026-09-07,2026-10-01,shortage,2026-09-23T21:00:04.606346,G03DA04,29181
LV,Latvia,ZVA,Gepretix 200 mg soft capsules,Progesteronum,200 mg,15 pcs,14-0212-01,2026-09-14,2026-10-01,shortage,2026-09-23T21:00:04.606386,G03DA04,
LV,Latvia,ZVA,Giona Easyhaler 100 micrograms/dose inhalation powder,Budesonidum,100 µg/1 dose,200 pcs,05-0272-01,2020-02-28,,shortage - end date unknown,2026-09-23T21:00:04.606415,R01AD05,
LV,Latvia,ZVA,Giona Easyhaler 200 micrograms/dose inhalation powder,Budesonidum,200 µg/1 dose,200 pcs,05-0273-03,2026-01-09,,shortage - end date unknown,2026-09-23T21:00:04.606445,R01AD05,
LV,Latvia,ZVA,Giona Easyhaler 400 micrograms/dose inhalation powder,Budesonidum,400 µg/1 dose,100 pcs,05-0274-03,2026-01-09,,shortage - end date unknown,2026-09-23T21:00:04.606474,R01AD05,
LV,Latvia,ZVA,Gliclada 30 mg modified-release tablets,Gliclazidum,30 mg,60 pcs,08-0047-07,2019-07-01,,shortage - end date unknown,2026-09-23T21:00:04.855470,A10BB09,61530
LV,Latvia,ZVA,Gliclazide Actavis 60 mg modified-release tablets,Gliclazidum,60 mg,60 pcs,15-0088-15,2026-08-18,,leaving the market,2026-09-23T21:00:04.855539,A10BB09,141925
LV,Latvia,ZVA,Gliclazide Actavis 60 mg modified-release tablets,Gliclazidum,60 mg,120 pcs,15-0088-17,2026-08-18,2026-11-05,shortage,2026-09-23T21:00:04.855596,A10BB09,141925
LV,Latvia,ZVA,Gliclazide MR Servier 60 mg modified-release tablets,Gliclazidum,60 mg,30 pcs,09-0537-07,2026-09-14,,leaving the market,2026-09-23T21:00:04.855639,A10BB09,141925
LV,Latvia,ZVA,Gliclazide Zentiva 30 mg modified-release tablets,Gliclazidum,30 mg,60 pcs,14-0166-01,2020-02-24,,shortage - end date unknown,2026-09-23T21:00:04.855673,A10BB09,61530
LV,Latvia,ZVA,Gliclazide Zentiva 60 mg modified-release tablets,Gliclazidum,60 mg,30 pcs,14-0167-01,2020-02-24,,shortage - end date unknown,2026-09-23T21:00:04.855706,A10BB09,141925
LV,Latvia,ZVA,Glivec,Imatinibum,100 mg,120 pcs,EU/1/01/198/011,2018-01-02,,shortage - end date unknown,2026-09-23T21:00:04.855739,L01EA01,71293
LV,Latvia,ZVA,Glucophage 1000 mg film-coated tablets,Metformini hydrochloridum,1000 mg,60 pcs,08-0335-04,2026-04-01,,leaving the market,2026-09-23T21:00:04.855777,A10BA02,60674
LV,Latvia,ZVA,Glucophage 500 mg film-coated tablets,Metformini hydrochloridum,500 mg,90 pcs,09-0344-11,2026-07-01,,leaving the market,2026-09-23T21:00:04.855813,A10BA02,1090
LV,Latvia,ZVA,Glucose Fresenius 10% solution for infusion,Glucosum,50 g/500 ml,20 pcs,99-0372-06,2026-03-31,,leaving the market,2026-09-23T21:00:04.855856,V06DC01,57223
LV,Latvia,ZVA,Glucose Fresenius 10% solution for infusion,Glucosum,25 g/250 ml,20 pcs,99-0372-05,2025-10-28,,leaving the market,2026-09-23T21:00:04.855892,V06DC01,57223
LV,Latvia,ZVA,Glucose Fresenius 5% solution for infusion,Glucosum,1000 ml,10 pcs,99-0371-11,2025-10-28,,leaving the market,2026-09-23T21:00:04.855929,V06DC01,57223
LV,Latvia,ZVA,Glurenorm 30 mg tablets,Gliquidonum,30 mg,60 pcs,96-0072-01,2026-04-02,,shortage - end date unknown,2026-09-23T21:00:04.855960,A10BB08,
LV,Latvia,ZVA,Glycophos 216 mg/ml concentrate for solution for infusion,Natrii glycerophosphas,"4,32 g/20 ml",10 pcs,04-0075-03,2022-09-01,,shortage - end date unknown,2026-09-23T21:00:04.855996,,
LV,Latvia,ZVA,Glypvilo 50 mg tablets,Vildagliptinum,50 mg,60 pcs,18-0025-04,2025-08-21,,leaving the market,2026-09-23T21:00:04.856030,A10BH02,85936
LV,Latvia,ZVA,GONAL-f,Follitropinum alfa,"11 µg/0,25 ml",1 pc,EU/1/95/001/036,2024-07-01,,shortage - end date unknown,2026-09-23T21:00:04.856063,G03GA05,
LV,Latvia,ZVA,GONAL-f,Follitropinum alfa,5 µg/1 ml,1 pc,EU/1/95/001/025,2023-11-20,,shortage - end date unknown,2026-09-23T21:00:04.856094,G03GA05,
LV,Latvia,ZVA,Halixol 30 mg tablets,Ambroxoli hydrochloridum,30 mg,20 pcs,01-0046-01,2019-01-02,,shortage - end date unknown,2026-09-23T21:00:04.856123,R05CB06,125903
LV,Latvia,ZVA,Hartil HCT 5 mg/25 mg tablets,"Ramiprilum, Hydrochlorothiazidum",5 mg/25 mg,28 pcs,07-0083-05,2020-01-29,,shortage - end date unknown,2026-09-23T21:00:04.856158,,
LV,Latvia,ZVA,Heparīna nātrijs Panpharma 25000 SV/5 ml šķīdums injekcijām flakonos,Heparinum natricum,25000 IU/5 ml,1 pc,99-0448-02,2016-08-09,,shortage - end date unknown,2026-09-23T21:00:04.856195,B01AB01,5614
LV,Latvia,ZVA,Herbion Efeja 35 mg lozenges,Hederae helicis folii extractum siccum,35 mg,16 pcs,19-0101-02,2021-12-22,,shortage - end date unknown,2026-09-23T21:00:04.856230,R05CB06,
LV,Latvia,ZVA,Hexacima,"Vaccinum diphtheriae, tetani, pertussis sine cellulis ex elementis praeparatum, hepatitidis B (ADNr), poliomyelitidis inactivatum et haemophili stirpis b coniugatum adsorbatum","0,5 ml",1 pc,EU/1/13/828/006,2020-01-06,,shortage - end date unknown,2026-09-23T21:00:04.856263,,
LV,Latvia,ZVA,Hexoral Spray 2 mg/ml nebuliser solution,Hexetidinum,80 mg/40 ml,1 pc,94-0313-01,2022-08-03,,shortage - end date unknown,2026-09-23T21:00:04.856295,A01AB12,
LV,Latvia,ZVA,Hexoraletten N 5 mg/1.5 mg lozenges,"Chlorhexidini dihydrochloridum, Benzocainum","5 mg/1,5 mg",20 pcs,98-0597-01,2024-01-22,2027-01-31,shortage,2026-09-23T21:00:04.856337,,
LV,Latvia,ZVA,Hjertemagnyl 150 mg/21 mg film-coated tablets,"Acidum acetylsalicylicum, Magnesii oxidum",150 mg/21 mg,30 pcs,93-0449-02,2018-10-01,,shortage - end date unknown,2026-09-23T21:00:04.856374,,
LV,Latvia,ZVA,Hjertemagnyl 75 mg/10.5 mg film-coated tablets,"Acidum acetylsalicylicum, Magnesii oxidum","75 mg/10,5 mg",30 pcs,05-0414-01,2018-10-01,,shortage - end date unknown,2026-09-23T21:00:04.856406,,
LV,Latvia,ZVA,Holoxan 1 g powder for solution for infusion,Ifosfamidum,1 g,1 pc,01-0469-01,2026-02-24,2027-01-01,shortage,2026-09-23T21:00:04.856447,L01AA06,
LV,Latvia,ZVA,Holoxan 500 mg powder for solution for infusion,Ifosfamidum,500 mg,1 pc,01-0468-01,2026-02-24,2027-01-01,shortage,2026-09-23T21:00:04.856488,L01AA06,
LV,Latvia,ZVA,Hukyndra,Adalimumabum,"40 mg/0,4 ml",1 pc,EU/1/21/1589/001,2024-02-01,,leaving the market,2026-09-23T21:00:04.856522,L04AB04,
LV,Latvia,ZVA,Hukyndra,Adalimumabum,"40 mg/0,4 ml",1 pc,EU/1/21/1589/004,2024-01-13,,leaving the market,2026-09-23T21:00:04.856555,L04AB04,
LV,Latvia,ZVA,Hukyndra,Adalimumabum,"80 mg/0,8 ml",1 pc,EU/1/21/1589/007,2025-06-01,,leaving the market,2026-09-23T21:00:04.856592,L04AB04,146153
LV,Latvia,ZVA,Humalog,Insulinum lisprum,300 U/3 ml,5 pcs,EU/1/96/007/004,2023-04-01,,shortage - end date unknown,2026-09-23T21:00:04.856624,A10AB04,121363
LV,Latvia,ZVA,Humira,Adalimumabum,"40 mg/0,8 ml",2 pcs,EU/1/03/256/001,2018-06-06,,shortage - end date unknown,2026-09-23T21:00:04.856659,L04AB04,
LV,Latvia,ZVA,Humira,Adalimumabum,"40 mg/0,8 ml",2 pcs,EU/1/03/256/003,2017-01-01,,shortage - end date unknown,2026-09-23T21:00:04.856693,L04AB04,
LV,Latvia,ZVA,Humira,Adalimumabum,"40 mg/0,4 ml",2 pcs,EU/1/03/256/013,2023-02-28,,shortage - end date unknown,2026-09-23T21:00:04.856728,L04AB04,129771
LV,Latvia,ZVA,Humulin R 100 IU/ml solution for injection in cartridge,Insulinum humanum,300 IU/3 ml,5 pcs,18-0012-01,2026-01-01,,leaving the market,2026-09-23T21:00:04.856766,A10AB01,
LV,Latvia,ZVA,Hustagil Thyme Cough Syrup oral solution,Thymi herbae extractum fluidum,150 ml,1 pc,96-0037-01,2017-02-28,,shortage - end date unknown,2026-09-23T21:00:04.856797,,
LV,Latvia,ZVA,Ibandronic Acid Teva,Acidum ibandronicum,150 mg,1 pc,EU/1/10/642/003,2023-10-23,2026-12-31,shortage,2026-09-23T21:00:04.856839,M05BA06,
LV,Latvia,ZVA,Ibandronic Acid Teva,Acidum ibandronicum,150 mg,3 pcs,EU/1/10/642/004,2023-10-18,2026-12-31,shortage,2026-09-23T21:00:04.856881,M05BA06,
LV,Latvia,ZVA,Ibrance,Palbociclibum,100 mg,21 pcs,EU/1/16/1147/003,2023-08-14,,shortage - end date unknown,2026-09-23T21:00:04.856913,L01EF01,139467
LV,Latvia,ZVA,Ibrance,Palbociclibum,125 mg,21 pcs,EU/1/16/1147/005,2023-04-03,,shortage - end date unknown,2026-09-23T21:00:04.856944,L01EF01,139475
LV,Latvia,ZVA,Ibugard 125 mg suppositories,Ibuprofenum,125 mg,10 pcs,20-0013-02,2026-04-21,2026-12-15,shortage,2026-09-23T21:00:04.856986,M01AE01,79049
LV,Latvia,ZVA,Ibugard 60 mg suppositories,Ibuprofenum,60 mg,10 pcs,20-0012-02,2026-09-07,2026-12-15,shortage,2026-09-23T21:00:04.857028,M01AE01,232009
LV,Latvia,ZVA,Ibugesic 600 mg film-coated tablets,Ibuprofenum,600 mg,50 pcs,01-0413-01,2019-01-09,,shortage - end date unknown,2026-09-23T21:00:04.857063,M01AE01,17469
LV,Latvia,ZVA,Ibuprofen-Grindeks 200 mg apvalkotās tabletes,Ibuprofenum,200 mg,20 pcs,04-0141-01,2026-03-25,,leaving the market,2026-09-23T21:00:04.857098,M01AE01,27251
LV,Latvia,ZVA,Ibuprofen-Grindeks 400 mg film-coated tablets,Ibuprofenum,400 mg,10 pcs,05-0527-01,2026-03-25,,leaving the market,2026-09-23T21:00:04.857135,M01AE01,27278
LV,Latvia,ZVA,Imatinib Teva,Imatinibum,400 mg,30 pcs,EU/1/12/808/013,2018-10-26,,shortage - end date unknown,2026-09-23T21:00:04.857167,L01EA01,71307
LV,Latvia,ZVA,Imatinib Teva,Imatinibum,100 mg,120 pcs,EU/1/12/808/004,2019-07-05,,shortage - end date unknown,2026-09-23T21:00:04.857198,L01EA01,71293
LV,Latvia,ZVA,Imbruvica,Ibrutinibum,140 mg,90 pcs,EU/1/14/945/001,2021-08-01,,shortage - end date unknown,2026-09-23T21:00:04.857227,L01EL01,120960
LV,Latvia,ZVA,Imovane 7.5 mg film-coated tablets,Zopiclonum,"7,5 mg",20 pcs,98-0590-02,2022-07-01,,shortage - end date unknown,2026-09-23T21:00:04.857261,N05CF01,24732
