country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,shortage_start,estimated_end,status,scraped_at,atc_code,prk
LV,Latvia,ZVA,Kventiax 300 mg prolonged-release tablets,Quetiapinum,300 mg,60 pcs,14-0280-04,2019-12-30,,shortage - end date unknown,2026-09-23T21:00:05.361728,N05AH04,84204
LV,Latvia,ZVA,Kventiax 400 mg prolonged-release tablets,Quetiapinum,400 mg,60 pcs,18-0117-04,2019-12-30,,shortage - end date unknown,2026-09-23T21:00:05.361753,N05AH04,84212
LV,Latvia,ZVA,Kventiax 50 mg prolonged-release tablets,Quetiapinum,50 mg,60 pcs,15-0318-04,2019-12-30,,shortage - end date unknown,2026-09-23T21:00:05.361778,N05AH04,84182
LV,Latvia,ZVA,L-Thyroxin Berlin-Chemie 150 micrograms tablets,Levothyroxinum natricum,150 µg,25 pcs,06-0016-01,2019-11-27,,shortage - end date unknown,2026-09-23T21:00:05.361803,H03AA01,23469
LV,Latvia,ZVA,Lacosamide Teva 100 mg film-coated tablets,Lacosamidum,100 mg,60 pcs,24-0129-21,2026-08-10,2026-09-23,shortage,2026-09-23T21:00:05.361837,N03AX18,217875
LV,Latvia,ZVA,Lactulose Fresenius 670 mg/ml oral solution,Lactulosum,201 g/300 ml,1 pc,10-0551-04,2021-08-19,,shortage - end date unknown,2026-09-23T21:00:05.361865,A06AD11,892
LV,Latvia,ZVA,Lamisil Uno 1% cutaneous solution,Terbinafinum,40 mg/4 g,1 pc,06-0178-01,2022-12-01,,shortage - end date unknown,2026-09-23T21:00:05.361892,D01AE15,
LV,Latvia,ZVA,"Lanzostad 30 mg gastro-resistant capsules, hard",Lansoprazolum,30 mg,14 pcs,05-0377-01,2024-06-04,,leaving the market,2026-09-23T21:00:05.361921,A02BC03,79391
LV,Latvia,ZVA,"Lanzul 15 mg gastro-resistant capsules, hard",Lansoprazolum,15 mg,28 pcs,07-0040-08,2020-11-27,,shortage - end date unknown,2026-09-23T21:00:05.361951,A02BC03,79383
LV,Latvia,ZVA,Larifans 2.5 mg/2 ml solution for injection,Acidum ribonucleinicum duplicatum,"2,5 mg/2 ml",1 pc,04-0230-01,2022-03-01,,shortage - end date unknown,2026-09-23T21:00:05.361976,,
LV,Latvia,ZVA,"Latizolil 50 micrograms/ml eye drops, solution",Latanoprostum,"0,125 mg/2,5 ml",1 pc,11-0109-01,2026-08-24,2026-12-31,shortage,2026-09-23T21:00:05.362011,S01EE01,212091
LV,Latvia,ZVA,Ledaga,Chlormethinum,60 g,1 pc,EU/1/16/1171/001,2025-12-09,,shortage - end date unknown,2026-09-23T21:00:05.362038,L01AA05,148490
LV,Latvia,ZVA,Leflunomide Sandoz 20 mg film-coated tablets,Leflunomidum,20 mg,30 pcs,11-0002-04,2026-07-16,2026-09-30,shortage,2026-09-23T21:00:05.362072,L04AK01,53619
LV,Latvia,ZVA,Lenalidomide Grindeks 10 mg hard capsules,Lenalidomidum,10 mg,21 pcs,19-0138-02,2026-03-10,,shortage - end date unknown,2026-09-23T21:00:05.362098,L04AX04,83917
LV,Latvia,ZVA,Lenalidomide Grindeks 15 mg hard capsules,Lenalidomidum,15 mg,21 pcs,19-0139-02,2026-03-10,,shortage - end date unknown,2026-09-23T21:00:05.362123,L04AX04,83925
LV,Latvia,ZVA,Lenalidomide Grindeks 25 mg hard capsules,Lenalidomidum,25 mg,21 pcs,19-0141-02,2026-03-10,,shortage - end date unknown,2026-09-23T21:00:05.362148,L04AX04,83933
LV,Latvia,ZVA,Lenalidomide Grindeks 5 mg hard capsules,Lenalidomidum,5 mg,21 pcs,19-0136-02,2026-03-10,,shortage - end date unknown,2026-09-23T21:00:05.362173,L04AX04,83909
LV,Latvia,ZVA,Lenalidomide Zentiva 10 mg hard capsules,Lenalidomidum,10 mg,21 pcs,18-0080-01,2023-11-23,,shortage - end date unknown,2026-09-23T21:00:05.362199,L04AX04,83917
LV,Latvia,ZVA,Leptoprol 5 mg implant in pre-filled syringe,Leuprorelinum,5 mg,1 pc,14-0265-01,2022-03-24,,shortage - end date unknown,2026-09-23T21:00:05.362225,L02AE02,93769
LV,Latvia,ZVA,Leqvio,Inclisiranum,"284 mg/1,5 ml",1 pc,EU/1/20/1494/001,2023-09-01,,shortage - end date unknown,2026-09-23T21:00:05.362250,C10AX16,213055
LV,Latvia,ZVA,Leucovorin-Teva 10 mg/ml solution for injection,Calcii folinas,50 mg/5 ml,1 pc,99-0863-01,2019-09-09,,shortage - end date unknown,2026-09-23T21:00:05.362277,B03BA01,
LV,Latvia,ZVA,Levalox 500 mg film-coated tablets,Levofloxacinum,500 mg,7 pcs,15-0090-03,2019-12-30,,shortage - end date unknown,2026-09-23T21:00:05.362303,J01MA12,48763
LV,Latvia,ZVA,Levalox 500 mg film-coated tablets,Levofloxacinum,500 mg,10 pcs,15-0090-04,2018-12-28,,shortage - end date unknown,2026-09-23T21:00:05.362330,J01MA12,48763
LV,Latvia,ZVA,Levetiracetam ratiopharm,Levetiracetamum,30000 mg/300 ml,1 pc,EU/1/11/702/001,2024-04-02,,shortage - end date unknown,2026-09-23T21:00:05.362357,N03AX14,80918
LV,Latvia,ZVA,Levetiracetam Teva,Levetiracetamum,250 mg,30 pcs,EU/1/11/701/001,2019-02-07,,leaving the market,2026-09-23T21:00:05.621985,N03AX14,58386
LV,Latvia,ZVA,Levetiracetam Teva,Levetiracetamum,500 mg,30 pcs,EU/1/11/701/008,2020-01-30,,leaving the market,2026-09-23T21:00:05.622049,N03AX14,58394
LV,Latvia,ZVA,Levetiracetam Teva,Levetiracetamum,1000 mg,30 pcs,EU/1/11/701/022,2020-04-21,,leaving the market,2026-09-23T21:00:05.622094,N03AX14,58408
LV,Latvia,ZVA,Levitra,Vardenafilum,5 mg,2 pcs,EU/1/03/248/001,2019-08-02,,shortage - end date unknown,2026-09-23T21:00:05.622134,G04BE09,69191
LV,Latvia,ZVA,Levitra,Vardenafilum,5 mg,4 pcs,EU/1/03/248/002,2019-08-02,,shortage - end date unknown,2026-09-23T21:00:05.622172,G04BE09,69191
LV,Latvia,ZVA,Levitra,Vardenafilum,10 mg,2 pcs,EU/1/03/248/005,2019-01-17,,shortage - end date unknown,2026-09-23T21:00:05.622204,G04BE09,69205
LV,Latvia,ZVA,Levitra,Vardenafilum,10 mg,4 pcs,EU/1/03/248/006,2019-08-02,,shortage - end date unknown,2026-09-23T21:00:05.622235,G04BE09,69205
LV,Latvia,ZVA,Levitra,Vardenafilum,20 mg,4 pcs,EU/1/03/248/010,2019-08-02,,shortage - end date unknown,2026-09-23T21:00:05.622266,G04BE09,69213
LV,Latvia,ZVA,Levodopa/Carbidopa/Entacapone Teva 150 mg/37.5 mg/200 mg film-coated tablets,"Levodopum, Carbidopum, Entacaponum",1 UD,100 pcs,14-0205-08,2026-09-15,2026-10-05,shortage,2026-09-23T21:00:05.622310,,
LV,Latvia,ZVA,Levosert 20 micrograms/24 hours intrauterine delivery system,Levonorgestrelum,52 mg,1 pc,13-0032-01,2023-02-20,,shortage - end date unknown,2026-09-23T21:00:05.622344,G03AC03,223999
LV,Latvia,ZVA,Levosimendan Kalceks 2.5 mg/ml concentrate for solution for infusion,Levosimendanum,"12,5 mg/5 ml",1 pc,22-0034-01,2024-11-04,,shortage - end date unknown,2026-09-23T21:00:05.622374,C01CX08,210307
LV,Latvia,ZVA,Levosimendan Pharmidea 2.5 mg/ml concentrate for solution for infusion,Levosimendanum,"12,5 mg/5 ml",1 pc,23-0169-01,2026-07-01,2026-09-30,shortage,2026-09-23T21:00:05.622420,C01CX08,210307
LV,Latvia,ZVA,Levothyroxine sodium Unifarma 100 micrograms tablets,Levothyroxinum natricum,100 µg,100 pcs,23-0173-01,2026-08-10,2026-11-01,shortage,2026-09-23T21:00:05.622463,H03AA01,15792
LV,Latvia,ZVA,Levothyroxine sodium Unifarma 50 micrograms tablets,Levothyroxinum natricum,50 µg,100 pcs,23-0171-01,2026-08-05,2026-11-01,shortage,2026-09-23T21:00:05.622505,H03AA01,15784
LV,Latvia,ZVA,Levothyroxine sodium Unifarma 75 micrograms tablets,Levothyroxinum natricum,75 µg,100 pcs,23-0172-01,2026-08-05,2026-11-01,shortage,2026-09-23T21:00:05.622547,H03AA01,48941
LV,Latvia,ZVA,Lexotanil 3 mg tablets,Bromazepamum,3 mg,30 pcs,I001481-01,2023-07-06,,shortage - end date unknown,2026-09-23T21:00:05.622581,N05BA08,3298
LV,Latvia,ZVA,Lincocin 500 mg hard capsules,Lincomycinum,500 mg,24 pcs,I000734-01,2020-09-30,,shortage - end date unknown,2026-09-23T21:00:05.622612,J01FF02,
LV,Latvia,ZVA,Linezolid Accord 2 mg/ml solution for infusion,Linezolidum,600 mg/300 ml,10 pcs,18-0005-01,2026-07-28,,leaving the market,2026-09-23T21:00:05.622646,J01XX08,60151
LV,Latvia,ZVA,Lixiana,Edoxabanum,30 mg,30 pcs,EU/1/15/993/006,2026-07-15,2026-11-02,shortage,2026-09-23T21:00:05.622685,B01AF03,128198
LV,Latvia,ZVA,Lomac 20 mg capsules,Omeprazolum,20 mg,14 pcs,99-0459-02,2016-08-09,,shortage - end date unknown,2026-09-23T21:00:05.622732,A02BC01,60062
LV,Latvia,ZVA,Lonsurf,"Trifluridinum, Tipiracilum","20 mg/8,19 mg",20 pcs,EU/1/16/1096/004,2026-04-28,,leaving the market,2026-09-23T21:00:05.622766,,
LV,Latvia,ZVA,Lonsurf,"Trifluridinum, Tipiracilum","15 mg/6,14 mg",20 pcs,EU/1/16/1096/001,2026-06-30,,shortage - end date unknown,2026-09-23T21:00:05.622798,,
LV,Latvia,ZVA,"Loperamide Stirol 2 mg capsules, hard",Loperamidi hydrochloridum,2 mg,12 pcs,01-0086-01,2016-11-04,,shortage - end date unknown,2026-09-23T21:00:05.622830,A07DA03,3212
LV,Latvia,ZVA,Lorafen 4 mg/ml solution for injection,Lorazepamum,4 mg/1 ml,10 pcs,23-0153-01,2026-04-24,,shortage - end date unknown,2026-09-23T21:00:05.622861,N05BA06,26557
LV,Latvia,ZVA,Lorazepam Macure 4 mg/ml solution for injection,Lorazepamum,4 mg/1 ml,5 pcs,19-0095-01,2024-08-30,,leaving the market,2026-09-23T21:00:05.622895,N05BA06,26557
LV,Latvia,ZVA,Lozap 50 mg film-coated tablets,Losartanum kalicum,50 mg,30 pcs,06-0092-04,2025-04-30,,shortage - end date unknown,2026-09-23T21:00:05.622926,C09CA01,41890
LV,Latvia,ZVA,Lozap H 50 mg/12.5 mg film-coated tablets,"Losartanum kalicum, Hydrochlorothiazidum","50 mg/12,5 mg",30 pcs,09-0089-02,2025-07-02,,shortage - end date unknown,2026-09-23T21:00:05.622956,,
LV,Latvia,ZVA,Lunaldin 100 micrograms sublingual tablets,Fentanylum,100 µg,10 pcs,09-0096-01,2018-06-01,,shortage - end date unknown,2026-09-23T21:00:05.622987,N02AB03,98175
LV,Latvia,ZVA,Lunaldin 200 micrograms sublingual tablets,Fentanylum,200 µg,10 pcs,09-0097-01,2018-10-31,,shortage - end date unknown,2026-09-23T21:00:05.623019,N02AB03,98183
LV,Latvia,ZVA,Lunsumio,Mosunetuzumabum,1 mg/1 ml,1 pc,EU/1/22/1649/001,2026-01-05,2027-01-05,shortage,2026-09-23T21:00:05.623059,L01FX25,216836
LV,Latvia,ZVA,Lunsumio,Mosunetuzumabum,30 mg/30 ml,1 pc,EU/1/22/1649/002,2026-09-01,2027-09-01,shortage,2026-09-23T21:00:05.623102,L01FX25,216879
LV,Latvia,ZVA,Lusopress 20 mg tablets,Nitrendipinum,20 mg,28 pcs,I000607-01,2020-02-19,,shortage - end date unknown,2026-09-23T21:00:05.623133,C08CA08,
LV,Latvia,ZVA,Mabron 50 mg/ml solution for injection/infusion,Tramadoli hydrochloridum,100 mg/2 ml,5 pcs,02-0248-02,2024-07-15,,leaving the market,2026-09-23T21:00:05.623172,N02AJ13,35203
LV,Latvia,ZVA,Mabron SR 200 mg prolonged release tablets,Tramadoli hydrochloridum,200 mg,10 pcs,05-0502-02,2024-05-31,,leaving the market,2026-09-23T21:00:05.623208,N02AJ13,50466
LV,Latvia,ZVA,MabThera,Rituximabum,100 mg/10 ml,2 pcs,EU/1/98/067/001,2024-09-30,,shortage - end date unknown,2026-09-23T21:00:05.623243,L01FA01,51004
LV,Latvia,ZVA,MabThera,Rituximabum,500 mg/50 ml,1 pc,EU/1/98/067/002,2024-04-09,,shortage - end date unknown,2026-09-23T21:00:05.623274,L01FA01,51012
LV,Latvia,ZVA,Magnesium Diasporal 295.7 mg granules for oral solution,Magnesium,"295,7 mg/5 g",20 pcs,10-0625-01,2024-08-27,,shortage - end date unknown,2026-09-23T21:00:05.623317,A06AD04,134562
LV,Latvia,ZVA,Marixino,Memantini hydrochloridum,10 mg,56 pcs,EU/1/13/820/006,2021-06-30,,shortage - end date unknown,2026-09-23T21:00:05.623348,N06DX01,66818
LV,Latvia,ZVA,Matrifen 100 micrograms/hour transdermal patch,Fentanylum,11 mg,5 pcs,06-0208-01,2024-12-31,,shortage - end date unknown,2026-09-23T21:00:05.623379,N02AB03,
LV,Latvia,ZVA,Matrifen 12 micrograms/hour transdermal patch,Fentanylum,"1,38 mg",5 pcs,06-0204-01,2025-02-28,,shortage - end date unknown,2026-09-23T21:00:05.623408,N02AB03,
LV,Latvia,ZVA,Matrifen 25 micrograms/hour transdermal patch,Fentanylum,"2,75 mg",5 pcs,06-0205-01,2025-02-28,,shortage - end date unknown,2026-09-23T21:00:05.623437,N02AB03,
LV,Latvia,ZVA,Matrifen 50 micrograms/hour transdermal patch,Fentanylum,"5,5 mg",5 pcs,06-0206-01,2025-02-28,,shortage - end date unknown,2026-09-23T21:00:05.623465,N02AB03,
LV,Latvia,ZVA,Matrifen 75 micrograms/hour transdermal patch,Fentanylum,"8,25 mg",5 pcs,06-0207-01,2024-12-15,,shortage - end date unknown,2026-09-23T21:00:05.623494,N02AB03,
LV,Latvia,ZVA,Maymetsi 50 mg/1000 mg film-coated tablets,"Sitagliptinum, Metformini hydrochloridum",50 mg/1000 mg,196 pcs,20-0156-07,2024-05-09,,leaving the market,2026-09-23T21:00:05.623528,,
LV,Latvia,ZVA,Maymetsi 50 mg/850 mg film-coated tablets,"Sitagliptinum, Metformini hydrochloridum",50 mg/850 mg,196 pcs,20-0155-07,2024-10-30,,shortage - end date unknown,2026-09-23T21:00:05.623557,,
LV,Latvia,ZVA,Mayzent,Siponimodum,"0,25 mg",120 pcs,EU/1/19/1414/002,2023-06-14,,shortage - end date unknown,2026-09-23T21:00:05.623587,L04AE03,202010
LV,Latvia,ZVA,"Medikinet XL 5 mg prolonged release capsules, hard",Methylphenidati hydrochloridum,5 mg,30 pcs,10-0448-02,2019-01-23,,shortage - end date unknown,2026-09-23T21:00:05.623616,N06BA04,88374
LV,Latvia,ZVA,Medoclav 400 mg/57 mg/5 ml powder for oral suspension,"Amoxicillinum, Acidum clavulanicum",70 ml,1 pc,17-0050-01,2022-12-29,,shortage - end date unknown,2026-09-23T21:00:05.623644,,
LV,Latvia,ZVA,Medorisper 2 mg film-coated tablets,Risperidonum,2 mg,60 pcs,07-0207-05,2025-10-23,,leaving the market,2026-09-23T21:00:05.623678,N05AX08,37729
LV,Latvia,ZVA,Medorisper 2 mg film-coated tablets,Risperidonum,2 mg,30 pcs,07-0207-03,2019-08-27,,shortage - end date unknown,2026-09-23T21:00:05.623711,N05AX08,37729
LV,Latvia,ZVA,Medorisper 4 mg film-coated tablets,Risperidonum,4 mg,30 pcs,07-0209-03,2019-08-27,,shortage - end date unknown,2026-09-23T21:00:05.899219,N05AX08,37745
LV,Latvia,ZVA,Meldonium Olpha 250 mg hard capsules,Meldonium dihydricum,250 mg,20 pcs,11-0172-01,2026-03-25,,shortage - end date unknown,2026-09-23T21:00:05.899274,,
LV,Latvia,ZVA,Meldonium Olpha 250 mg hard capsules,Meldonium dihydricum,250 mg,60 pcs,10-0216-06,2026-03-25,,shortage - end date unknown,2026-09-23T21:00:05.899311,,
LV,Latvia,ZVA,Meldonium Olpha 250 mg hard capsules,Meldonium dihydricum,250 mg,40 pcs,10-0216-05,2017-10-02,,shortage - end date unknown,2026-09-23T21:00:05.899345,,
LV,Latvia,ZVA,Meriofert Set 75 IU powder and solvent for solution for injection,Menotropinum,75 IU,1 pc,20-0152-01,2026-06-01,2026-12-31,shortage,2026-09-23T21:00:05.899391,,
LV,Latvia,ZVA,Mesar Plus 20 mg/25 mg film-coated tablets,"Olmesartanum medoxomilum, Hydrochlorothiazidum",20 mg/25 mg,28 pcs,05-0632-02,2024-11-15,,shortage - end date unknown,2026-09-23T21:00:05.899424,,
LV,Latvia,ZVA,Metalyse,Tenecteplasum,40 mg/8 ml,1 pc,EU/1/00/169/005,2022-09-01,,shortage - end date unknown,2026-09-23T21:00:05.899454,B01AD11,
LV,Latvia,ZVA,Metazero 23.75 mg prolonged-release tablets,Metoprololi succinas,"23,75 mg",30 pcs,15-0342-04,2026-05-11,2026-10-01,shortage,2026-09-23T21:00:05.899496,C07AB02,81043
LV,Latvia,ZVA,Metfogamma 1000 mg film-coated tablets,Metformini hydrochloridum,1000 mg,120 pcs,07-0390-02,2025-02-15,,leaving the market,2026-09-23T21:00:05.899536,A10BA02,60674
LV,Latvia,ZVA,Metfogamma 500 mg film-coated tablets,Metformini hydrochloridum,500 mg,120 pcs,02-0345-02,2025-09-11,,shortage - end date unknown,2026-09-23T21:00:05.899568,A10BA02,1090
LV,Latvia,ZVA,Metforal 1000 mg film-coated tablets,Metformini hydrochloridum,1000 mg,120 pcs,05-0096-05,2020-11-12,,shortage - end date unknown,2026-09-23T21:00:05.899598,A10BA02,60674
LV,Latvia,ZVA,Metforal 500 mg film-coated tablets,Metformini hydrochloridum,500 mg,120 pcs,00-1080-03,2025-09-12,,shortage - end date unknown,2026-09-23T21:00:05.899627,A10BA02,1090
LV,Latvia,ZVA,Metforal 500 mg film-coated tablets,Metformini hydrochloridum,500 mg,30 pcs,00-1080-01,2025-09-12,,shortage - end date unknown,2026-09-23T21:00:05.899656,A10BA02,1090
LV,Latvia,ZVA,Metforal 850 mg film-coated tablets,Metformini hydrochloridum,850 mg,30 pcs,00-1081-01,2025-09-12,,shortage - end date unknown,2026-09-23T21:00:05.899684,A10BA02,5509
LV,Latvia,ZVA,Metforal 850 mg film-coated tablets,Metformini hydrochloridum,850 mg,120 pcs,00-1081-03,2025-09-12,,shortage - end date unknown,2026-09-23T21:00:05.899713,A10BA02,5509
LV,Latvia,ZVA,Metformin-ratiopharm 500 mg film-coated tablets,Metformini hydrochloridum,500 mg,120 pcs,00-0570-06,2026-06-29,,leaving the market,2026-09-23T21:00:05.899747,A10BA02,1090
LV,Latvia,ZVA,Metoprolol-ratiopharm 100 mg tablets,Metoprololi tartras,100 mg,30 pcs,99-0224-01,2026-09-07,2026-10-22,shortage,2026-09-23T21:00:05.899787,C07AB02,7226
LV,Latvia,ZVA,Mexolan 15 mg tablets,Meloxicamum,15 mg,30 pcs,04-0403-02,2023-12-21,,shortage - end date unknown,2026-09-23T21:00:05.899816,M01AC06,47481
LV,Latvia,ZVA,Midazolam B.Braun 5 mg/ml solution for injection/infusion,Midazolamum,"4,99844 mg/1 ml",10 pcs,07-0005-01,2026-01-12,2026-12-31,shortage,2026-09-23T21:00:05.899856,N05CD08,148431
LV,Latvia,ZVA,Migard 2.5 mg film-coated tablets,Frovatriptanum,"2,5 mg",2 pcs,05-0053-09,2024-05-07,,shortage - end date unknown,2026-09-23T21:00:05.899886,N02CC07,70688
LV,Latvia,ZVA,Mildronāts 250 mg cietās kapsulas,Meldonium dihydricum,250 mg,60 pcs,00-0406-03,2026-03-25,,leaving the market,2026-09-23T21:00:05.899924,,
LV,Latvia,ZVA,Mildronāts-Grindeks 250 mg hard capsules,Meldonium dihydricum,250 mg,20 pcs,99-0180-01,2020-07-23,,shortage - end date unknown,2026-09-23T21:00:05.899954,,
LV,Latvia,ZVA,Milgamma 50 mg/250 micrograms coated tablets,"Benfotiaminum, Cyanocobalaminum",50 mg/250 µg,20 pcs,00-0005-02,2026-04-10,,leaving the market,2026-09-23T21:00:05.899986,,
LV,Latvia,ZVA,Mirapexin,Pramipexolum,"0,18 mg",30 pcs,EU/1/97/051/003,2025-01-01,,shortage - end date unknown,2026-09-23T21:00:05.900016,N04BC05,49441
LV,Latvia,ZVA,Mircera,Methoxy-polyethylen-glycol-epoetinum beta,"30 µg/0,3 ml",1 pc,EU/1/07/400/017,2017-08-02,,shortage - end date unknown,2026-09-23T21:00:05.900046,B03XA03,88420
LV,Latvia,ZVA,Mirzaten 45 mg film-coated tablets,Mirtazapinum,45 mg,30 pcs,04-0010-01,2017-03-27,,shortage - end date unknown,2026-09-23T21:00:05.900076,N06AX11,43370
LV,Latvia,ZVA,Mirzaten 45 mg orodispersible tablets,Mirtazapinum,45 mg,30 pcs,07-0014-01,2017-03-27,,shortage - end date unknown,2026-09-23T21:00:05.900106,N06AX11,61492
LV,Latvia,ZVA,Monosan 20 mg tablets,Isosorbidi mononitras,20 mg,30 pcs,98-0451-01,2026-05-05,2026-09-30,shortage,2026-09-23T21:00:05.900146,C01DA08,4332
LV,Latvia,ZVA,Monosan 40 mg tablets,Isosorbidi mononitras,40 mg,30 pcs,98-0452-01,2026-04-14,2026-09-30,shortage,2026-09-23T21:00:05.900187,C01DA08,
LV,Latvia,ZVA,Moxilen 1 g powder for solution for injection/infusion,Amoxicillinum,1 g,10 pcs,04-0333-05,2022-12-29,,shortage - end date unknown,2026-09-23T21:00:05.900216,J01CA04,4510
LV,Latvia,ZVA,Mycomax 150 mg hard capsules,Fluconazolum,150 mg,1 pc,01-0093-03,2025-10-09,,shortage - end date unknown,2026-09-23T21:00:05.900246,J02AC01,30384
LV,Latvia,ZVA,Mycomax 150 mg hard capsules,Fluconazolum,150 mg,3 pcs,01-0093-04,2025-10-09,,shortage - end date unknown,2026-09-23T21:00:05.900277,J02AC01,30384
LV,Latvia,ZVA,Mycomax 150 mg hard capsules,Fluconazolum,150 mg,3 pcs,01-0093-02,2025-10-09,,shortage - end date unknown,2026-09-23T21:00:05.900305,J02AC01,30384
LV,Latvia,ZVA,Mycomax 150 mg hard capsules,Fluconazolum,150 mg,1 pc,01-0093-01,2025-10-09,,shortage - end date unknown,2026-09-23T21:00:05.900338,J02AC01,30384
LV,Latvia,ZVA,Mycosyst 150 mg hard capsules,Fluconazolum,150 mg,1 pc,01-0315-01,2017-06-28,,shortage - end date unknown,2026-09-23T21:00:05.900371,J02AC01,30384
LV,Latvia,ZVA,Mycosyst 150 mg hard capsules,Fluconazolum,150 mg,2 pcs,01-0315-02,2019-08-21,,shortage - end date unknown,2026-09-23T21:00:05.900401,J02AC01,30384
LV,Latvia,ZVA,Mydocalm 150 mg film-coated tablets,Tolperisoni hydrochloridum,150 mg,30 pcs,I000275-01,2025-09-24,,shortage - end date unknown,2026-09-23T21:00:05.900431,M03BX01,132594
LV,Latvia,ZVA,Mydocalm 50 mg film-coated tablets,Tolperisoni hydrochloridum,50 mg,30 pcs,I000690-01,2025-10-10,,shortage - end date unknown,2026-09-23T21:00:05.900462,M03BX01,135135
LV,Latvia,ZVA,Nalgesin 275 mg film-coated tablets,Naproxenum natricum,275 mg,10 pcs,12-0242-01,2019-12-30,,shortage - end date unknown,2026-09-23T21:00:05.900492,M01AE02,17957
LV,Latvia,ZVA,"Nasonex 50 micrograms/dose nasal spray, suspension",Mometasoni furoas,50 µg/dose,140 pcs,I000735-01,2020-02-19,,shortage - end date unknown,2026-09-23T21:00:05.900523,R01AD09,
LV,Latvia,ZVA,Nealgin tablets,"Propyphenazonum, Coffeinum, Paracetamolum",1 UD,12 pcs,99-0650-01,2016-10-31,,shortage - end date unknown,2026-09-23T21:00:05.900553,,
LV,Latvia,ZVA,Nebilet tablets,Nebivololum,5 mg,28 pcs,I000622-01,2016-07-08,,shortage - end date unknown,2026-09-23T21:00:05.900583,C07AB12,46353
LV,Latvia,ZVA,Nebivolol Orion 5 mg tablets,Nebivololum,5 mg,30 pcs,07-0383-01,2023-09-04,,shortage - end date unknown,2026-09-23T21:00:05.900614,C07AB12,46353
LV,Latvia,ZVA,Neiratax 100 mg/100 mg/1 mg/20 mg/2 ml solution for injection,"Pyridoxini hydrochloridum, Thiamini hydrochloridum, Cyanocobalaminum, Lidocaini hydrochloridum",2 ml,5 pcs,17-0180-01,2022-09-15,,shortage - end date unknown,2026-09-23T21:00:05.900641,,
LV,Latvia,ZVA,Neiromidin 20 mg tabletes,Ipidacrini hydrochloridum,20 mg,100 pcs,97-0550-12,2026-09-16,2026-11-30,shortage,2026-09-23T21:00:05.900700,N06DA05,
LV,Latvia,ZVA,Neo-angin cherry lozenges,"Alcohol 2,4-Dichlorobenzylicus, Amylmetacresolum, Levomentholum",1 UD,24 pcs,11-0012-03,2019-11-19,,shortage - end date unknown,2026-09-23T21:00:05.900729,,
LV,Latvia,ZVA,Neo-angin salvia lozenges,"Alcohol 2,4-Dichlorobenzylicus, Amylmetacresolum, Levomentholum",1 UD,24 pcs,11-0013-03,2019-11-19,,shortage - end date unknown,2026-09-23T21:00:05.900758,,
LV,Latvia,ZVA,Neulasta,Pegfilgrastimum,"6 mg/0,6 ml",1 pc,EU/1/02/227/004,2021-07-01,,shortage - end date unknown,2026-09-23T21:00:05.900787,L03AA13,68756
LV,Latvia,ZVA,Nevanac,Nepafenacum,5 mg/5 ml,1 pc,EU/1/07/433/001,2026-08-21,2026-09-30,shortage,2026-09-23T21:00:05.900826,S01BC07,
LV,Latvia,ZVA,Nevanac,Nepafenacum,9 mg/3 ml,1 pc,EU/1/07/433/002,2019-03-01,,shortage - end date unknown,2026-09-23T21:00:05.900855,S01BC07,220620
LV,Latvia,ZVA,Nimotop 0.2 mg/ml solution for infusion,Nimodipinum,10 mg/50 ml,1 pc,98-0164-05,2026-02-13,,shortage - end date unknown,2026-09-23T21:00:06.166433,C08CA06,
LV,Latvia,ZVA,"Niontix 100% medicinal gas, liquefied",Dinitrogenii oxidum,27 l,12 pcs,07-0339-08,2019-03-18,,shortage - end date unknown,2026-09-23T21:00:06.166483,,
LV,Latvia,ZVA,Nitrocine 1 mg/ml solution for infusion,Glyceroli trinitras,10 mg/10 ml,10 pcs,00-0226-01,2024-11-30,,leaving the market,2026-09-23T21:00:06.166529,C01DA02,217883
LV,Latvia,ZVA,Nitrocor 0.5 mg sublingual tablets,Glyceroli trinitras,"0,5 mg",40 pcs,96-0531-03,2018-11-29,,shortage - end date unknown,2026-09-23T21:00:06.166561,C01DA02,
LV,Latvia,ZVA,"Nitrospray 0.4 mg/dose sublingual spray, solution",Glyceroli trinitras,"0,4 mg/1 dose",200 pcs,11-0434-01,2018-03-20,,shortage - end date unknown,2026-09-23T21:00:06.166594,C01DA02,72214
LV,Latvia,ZVA,Nivestim,Filgrastimum,"300 µg/0,5 ml",5 pcs,EU/1/10/631/005,2025-12-01,,shortage - end date unknown,2026-09-23T21:00:06.166624,L03AA02,41831
LV,Latvia,ZVA,Nivestim,Filgrastimum,"480 µg/0,5 ml",5 pcs,EU/1/10/631/008,2025-12-01,,shortage - end date unknown,2026-09-23T21:00:06.166651,L03AA02,41858
LV,Latvia,ZVA,Nolicin 400 mg film-coated tablets,Norfloxacinum,400 mg,20 pcs,I000514-01,2020-02-03,,shortage - end date unknown,2026-09-23T21:00:06.166680,J01MA06,22101
LV,Latvia,ZVA,Noliprel Forte Arginine 5 mg/1.25 mg film-coated tablets,"Perindoprili argininum, Indapamidum","5 mg/1,25 mg",30 pcs,07-0016-04,2025-04-10,,leaving the market,2026-09-23T21:00:06.166719,,
