country_code,country_name,source,source_detail,medicine_name,active_substance,strength,dosage_form,package_size,product_no,atc_code,marketing_auth_holder,shortage_start,estimated_end,estimated_end_text,actual_end,status,severity,reason,last_updated,url,scraped_at
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Fentanyl (Durogesic® DTrans®) patches,,,,,MSN/2025/023,,,2025-04-15,,December 2025,,shortage,Tier 2 - medium impact,,2025-04-15,https://cpe.org.uk/our-news/medicine-supply-notification-fentanyl-durogesic-dtrans-patches/,2026-09-22T14:33:41.981037
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Galantamine 8mg, 16mg and 24mg modified-release capsules",,,capsules,,MSN/2025/022,,,2025-04-11,,late July 2025,,shortage,Tier 2 - medium impact,,2025-04-11,https://cpe.org.uk/our-news/medicine-supply-notification-galantamine-8mg-16mg-and-24mg-modified-release-capsules/,2026-09-22T14:33:41.982084
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Triamcinolone acetonide 10mg/ml (Adcortyl® multi-dose vial) and 40mg/ml (Kenalog® vials) suspension for injection,,,injection,,MSN/2025/021,,,2025-04-07,,,,shortage,Tier 2 - medium impact,,2025-04-07,https://cpe.org.uk/our-news/medicine-supply-notification-triamcinolone-acetonide-10mg-ml-adcortyl-ampoules-and-40mg-ml-kenalog-vials-suspension-for-injection/,2026-09-22T14:33:41.983135
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Diltiazem (Angitil® SR) 90mg modified-release capsules,,,capsules,,MSN/2025/020,,,2025-04-07,,,,shortage,Tier 2 - medium impact,,2025-04-07,https://cpe.org.uk/our-news/medicine-supply-notification-diltiazem-angitil-sr-90mg-modified-release-capsules/,2026-09-22T14:33:41.983788
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Estradiol (Estradot®) transdermal patches,,,transdermal patches,,,,,2024-12-19,,late April 2025,,shortage,Tier 2 - medium impact,,2025-04-03,https://cpe.org.uk/our-news/medicine-supply-notification-estradiol-estradot-50micrograms-24-hours-75micrograms-24-hours-and-100micrograms-24-hours-transdermal-patches/,2026-09-22T14:33:41.985117
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Apraclonidine (Iopidine® ) 5mg/ml (0.5%) eye drops,,,eye drops,,MSN/2025/018,,,2025-03-27,,early September 2025,,shortage,Tier 2 - medium impact,,2025-03-27,https://cpe.org.uk/our-news/medicine-supply-notification-apraclonidine-iopidine-5mg-ml-0-5-eye-drops/,2026-09-22T14:33:41.985862
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Levofloxacin 250mg and 500mg tablets,,,tablets,,MSN/2025/017,,,2025-03-27,,late April 2025,,shortage,Tier 2 - medium impact,,2025-03-27,https://cpe.org.uk/our-news/medicine-supply-notification-levofloxacin-250mg-and-500mg-tablets/,2026-09-22T14:33:41.986704
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Megestrol (Megace®) 160mg tablets,,,tablets,,MSN/2025/016,,,2025-03-25,,,,shortage,Tier 2 - medium impact,,2025-03-25,https://cpe.org.uk/our-news/medicine-supply-notification-megestrol-megace-160mg-tablets/,2026-09-22T14:33:41.987548
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Salbutamol (Salamol Easi-Breathe®) 100micrograms/dose breath actuated inhaler CFC free,,,inhaler,,MSN/2025/014,,,2025-03-06,,late March 2025,,shortage,Tier 2 - medium impact,,2025-03-06,https://cpe.org.uk/our-news/medicine-supply-notification-salbutamol-salamol-easi-breathe-100micrograms-dose-breath-actuated-inhaler-cfc-free/,2026-09-22T14:33:41.988191
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Desmopressin 10microgram/dose nasal spray,,,nasal spray,,MSN/2025/010,,,2025-03-03,,,,shortage,Tier 2 - medium impact,,2025-03-03,https://cpe.org.uk/our-news/medicine-supply-notification-desmopressin-10microgram-dose-nasal-spray/,2026-09-22T14:33:42.098995
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Triptorelin acetate (Gonapeptyl® Depot) 3.75mg powder and solvent for suspension for injection pre-filled syringes,,,pre-filled syringe,,MSN/2025/007,,,2025-02-20,,early January 2026,,shortage,Tier 2 - medium impact,,2025-02-20,https://cpe.org.uk/our-news/medicine-supply-notification-triptorelin-acetate-gonapeptyl-depot-3-75mg-powder-and-solvent-for-suspension-for-injection-pre-filled-syringes/,2026-09-22T14:33:42.099996
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Camellia sinensis extract (Catephen® ) 10% ointment Fluorouracil (Efudix® ) 5% cream Imiquimod (Aldara® 5% and Zyclara® 3.75%) cream 250mg sachets,,,sachets,,MSN/2024/109,,,2024-11-26,,late April 2025,,shortage,Tier 2 - medium impact,,2025-02-03,https://cpe.org.uk/our-news/medicine-supply-notification-imiquimod-aldara-5-and-bascellex-50mg-g-cream-250mg-sachets/,2026-09-22T14:33:42.101589
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Memantine (Valios® ) 5mg orodispersible tablets sugar free,,,orodispersible tablets,,MSN/2025/005,,,2025-01-28,,late April 2025,,shortage,Tier 2 - medium impact,,2025-01-28,https://cpe.org.uk/our-news/medicine-supply-notification-memantine-valios-5mg-orodispersible-tablets-sugar-free/,2026-09-22T14:33:42.102325
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules,,,solution for injection,,MSN/2025/004,,,2025-01-20,,,,shortage,Tier 2 - medium impact,,2025-01-20,https://cpe.org.uk/our-news/medicine-supply-notification-hydrocortisone-sodium-phosphate-100mg-1ml-solution-for-injection-ampoules/,2026-09-22T14:33:42.102916
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Xylocaine® (lidocaine) 10mg spray,,,,,MSN/2025/003,,,2025-01-14,,,,shortage,Tier 2 - medium impact,,2025-01-14,https://cpe.org.uk/our-news/medicine-supply-notification-xylocaine-lidocaine-10mg-spray/,2026-09-22T14:33:42.103724
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Apomorphine hydrochloride (APO-go® PFS) 50mg/10ml solution for infusion pre-filled syringes,,,pre-filled syringe,,MSN/2025/002,,,2025-01-09,,,,shortage,Tier 2 - medium impact,,2025-01-09,https://cpe.org.uk/our-news/medicine-supply-notification-apomorphine-hydrochloride-apo-go-pfs-50mg-10ml-solution-for-infusion-pre-filled-syringes/,2026-09-22T14:33:42.104647
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),NovoRapid® (insulin aspart) FlexTouch® 100units/ml solution for injection 3ml pre-filled pens,,,solution for injection,,MSN/2024/103,,,2024-10-16,,late February 2025,,shortage,Tier 2 - medium impact,,2025-01-07,https://cpe.org.uk/our-news/medicine-supply-notification-novorapid-insulin-aspart-flextouch-100units-ml-solution-for-injection-3ml-pre-filled-pens/,2026-09-22T14:33:42.105331
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Prednisolone 20mg/100ml rectal solution,,,,,MSN/2024/116,,,2024-12-19,,February 2025,,shortage,Tier 2 - medium impact,,2024-12-19,https://cpe.org.uk/our-news/medicine-supply-notification-prednisolone-20mg-100ml-rectal-solution/,2026-09-22T14:33:42.105915
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Isosorbide mononitrate 10mg, 20mg and 40mg tablets (immediate-release)",,,tablets,,MSN/2024/114,,,2024-12-19,,late February 2025,,shortage,Tier 2 - medium impact,,2024-12-19,https://cpe.org.uk/our-news/medicine-supply-notification-isosorbide-mononitrate-10mg-20mg-and-40mg-tablets-immediate-release/,2026-09-22T14:33:42.106486
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Cefalexin 125mg/5ml and 250mg/5ml oral suspensions, sugar free",,,oral suspension,,MSN/2024/113,,,2024-12-13,,,,shortage,Tier 2 - medium impact,,2024-12-13,https://cpe.org.uk/our-news/medicine-supply-notification-cefalexin-125mg-5ml-and-250mg-5ml-oral-suspensions-sugar-free/,2026-09-22T14:33:42.210807
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Insulatard® (isophane insulin, human) Penfill® 100units/ml suspension for injection 3ml cartridges",,,injection,,MSN/2024/112,,,2024-12-12,,,,shortage,Tier 2 - medium impact,,2024-12-12,https://cpe.org.uk/our-news/medicine-supply-notification-insulatard-isophane-insulin-human-penfill-100units-ml-suspension-for-injection-3ml-cartridges/,2026-09-22T14:33:42.211748
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Coal tar extract (Neutrogena® T/Gel® Therapeutic) 2% shampoo,,,,,MSN/2024/111,,,2024-12-03,,,,shortage,Tier 2 - medium impact,,2024-12-03,https://cpe.org.uk/our-news/medicine-supply-notification-coal-tar-extract-neutrogena-t-gel-therapeutic-2-shampoo/,2026-09-22T14:33:42.212746
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Diclofenac (Voltarol® Ophtha Multidose) 0.1% eye drops,,,eye drops,,MSN/2024/110,,,2024-11-27,,,,shortage,Tier 2 - medium impact,,2024-11-27,https://cpe.org.uk/our-news/medicine-supply-notification-diclofenac-voltarol-ophtha-multidose-0-1-eye-drops/,2026-09-22T14:33:42.213341
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Levobunolol (Betagan®) 0.5% eye drops 0.4ml unit dose preservative free,,,eye drops,,MSN/2024/108,,,2024-11-20,,,,shortage,Tier 2 - medium impact,,2024-11-20,https://cpe.org.uk/our-news/medicine-supply-notification-levobunolol-betagan-0-5-eye-drops-0-4ml-unit-dose-preservative-free/,2026-09-22T14:33:42.213939
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Sodium fusidate (Fucidin® ) 250mg tablets and fusidic acid (Fucidin® ) 250mg/5ml oral suspension,,,oral suspension,,MSN/2024/107,,,2024-10-07,,,,shortage,Tier 2 - medium impact,,2024-11-12,https://cpe.org.uk/our-news/medicine-supply-notification-sodium-fusidate-fucidin-250mg-tablets-and-fusidic-acid-fucidin-250mg-5ml-oral-suspension/,2026-09-22T14:33:42.214752
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Trandate® (labetalol) 50mg tablets,,,tablets,,MSN/2024/101,,,2024-10-07,,,,shortage,Tier 2 - medium impact,,2024-10-07,https://cpe.org.uk/our-news/medicine-supply-notification-trandate-labetalol-50mg-tablets/,2026-09-22T14:33:42.215611
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Torasemide 10mg tablets,,,tablets,,MSN/2024/098,,,2024-10-02,,March 2025,,shortage,Tier 2 - medium impact,,2024-10-02,https://cpe.org.uk/our-news/medicine-supply-notification-torasemide-10mg-tablets/,2026-09-22T14:33:42.294765
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Lansoprazole 30mg orodispersible tablets,,,orodispersible tablets,,SSP089,,,2026-09-09,2027-01-15,2027-01-15,,shortage,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.052405
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Lansoprazole 15mg orodispersible tablets,,,orodispersible tablets,,SSP088,,,2026-09-09,2027-01-15,2027-01-15,,shortage,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.052598
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Ramipril 1.25 mg capsules,,,capsules,,SSP087,,,2026-04-22,2026-10-30,2026-10-30,,shortage,,,2026-07-23,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.052629
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradot® 25 microgram patches,,,,,SSP082,,,2025-04-03,2026-10-02,2026-10-02,,shortage,,,2026-07-10,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.052665
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradot® 100 microgram patches,,,,,SSP081,,,2024-12-19,2026-10-02,2026-10-02,,shortage,,,2026-07-10,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.052699
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradot® 75 microgram patches,,,,,SSP080,,,2024-12-19,2026-10-02,2026-10-02,,shortage,,,2026-07-10,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.052730
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradot® 50 microgram patches,,,,,SSP079,,,2024-12-19,2026-10-02,2026-10-02,,shortage,,,2026-07-10,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.052761
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Creon® 25000 capsules,,,capsules,,SSP061,,,2024-05-24,2026-10-02,2026-10-02,,shortage,,,2026-07-10,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.052792
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Creon® 10000 capsules,,,capsules,,SSP060,,,2024-05-24,2026-10-02,2026-10-02,,shortage,,,2026-08-06,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.052821
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Adipine® XL 60mg MR tablets,,,tablets,,SSP085,,,2025-12-19,2026-02-06,2026-02-06,2026-01-23,resolved,,SSP withdrawn early,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.052979
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Adipine® XL 30mg MR tablets,,,tablets,,SSP084,,,2025-12-19,2026-02-06,2026-02-06,2026-01-23,resolved,,SSP withdrawn early,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053014
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Venlafaxine 37.5mg modified release tablet,,,,,SSP083,,,2025-06-23,2025-08-01,2025-08-01,2025-07-22,resolved,,SSP withdrawn early,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053040
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Cefalexin 250mg/5ml oral suspension sugar free,,,oral suspension,,SSP078,,,2025-05-08,2025-11-28,2025-11-28,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053077
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Cefalexin 125mg/5ml oral suspension sugar free,,,oral suspension,,SSP077,,,2024-12-10,2025-11-28,2025-11-28,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053095
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Nyzamac® SR 60mg capsules,,,capsules,,SSP076,,,2024-09-06,2024-11-08,2024-11-08,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053113
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Monomil® XL 60mg tablets,,,tablets,,SSP075,,,2024-09-06,2025-01-17,2025-01-17,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053133
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Monomax® XL 60mg tablets,,,tablets,,SSP074,,,2024-09-06,2024-11-15,2024-11-15,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053151
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Chemydur® 60XL tablets,,,tablets,,SSP073,,,2024-09-06,2024-10-11,2024-10-11,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053173
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Cefalexin 500mg tablets,,,tablets,,SSP072,,,2024-08-06,2024-09-27,2024-09-27,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053193
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Ramipril 2.5mg tablets,,,tablets,,SSP071,,,2024-08-06,2024-11-29,2024-11-29,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053212
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Quetiapine 300mg tablets substitution and restriction,,,tablets,,SSP070,,,2024-07-16,2024-09-13,2024-09-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053229
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Quetiapine 300mg tablets restriction,,,tablets,,SSP069,,,2024-07-16,2024-09-13,2024-09-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053249
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Quetiapine 300mg tablets substitution,,,tablets,,SSP068,,,2024-07-16,2024-09-13,2024-09-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053279
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Quetiapine 200mg tablets substitution and restriction,,,tablets,,SSP067,,,2024-07-16,2024-09-13,2024-09-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053321
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Quetiapine 200mg tablets restriction,,,tablets,,SSP066,,,2024-07-16,2024-09-13,2024-09-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053351
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Quetiapine 200mg tablets substitution,,,tablets,,SSP065,,,2024-07-16,2024-09-13,2024-09-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053368
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Quetiapine 150mg tablets substitution and restriction,,,tablets,,SSP064,,,2024-07-16,2024-09-13,2024-09-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053385
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Quetiapine 150mg tablets restriction,,,tablets,,SSP063,,,2024-07-16,2024-09-13,2024-09-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053402
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Quetiapine 150mg tablets substitution,,,tablets,,SSP062,,,2024-07-16,2024-09-13,2024-09-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053419
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Monomil® XL 60mg tablets,,,tablets,,SSP059,,,2024-03-26,2024-06-07,2024-06-07,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053437
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Jext® 300micrograms/0.3ml (1 in 1000) solution for injection auto-injector pen,,,solution for injection,,SSP058,,,2023-08-21,2023-10-27,2023-10-27,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053464
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradot® 100mcg patches,,,,,SSP057,,,2023-08-21,2023-12-08,2023-12-08,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053497
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Utrogestan® 100mg capsules,,,capsules,,SSP056,,,2023-05-19,2023-09-29,2023-09-29,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053518
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradot® 75mcg patches,,,,,SSP055,,,2023-04-13,2023-05-05,2023-05-05,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053538
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Clarithromycin 250mg/5ml oral suspension,,,oral suspension,,SSP054,,,2024-05-22,2024-07-19,2024-07-19,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053562
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Clarithromycin 125mg/5ml oral suspension,,,oral suspension,,SSP053,,,2024-05-22,2024-07-19,2024-07-19,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053579
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Progynova® TS 100mcg patches,,,,,SSP052,,,2023-03-28,2023-09-08,2023-09-08,2023-08-25,resolved,,SSP withdrawn early,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053597
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Paracetamol 240mg suppositories,,,suppositories,,SSP051,,,2023-03-17,2023-05-12,2023-05-12,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053630
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Paracetamol 120mg suppositories,,,suppositories,,SSP050,,,2023-02-16,2023-05-12,2023-05-12,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053649
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradot® 100mcg patches,,,,,SSP049,,,2023-01-25,2023-03-17,2023-03-17,,resolved,,,2023-02-16,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053670
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradot® 50mcg patches,,,,,SSP048,,,2023-01-25,2023-02-24,2023-02-24,,resolved,,,2023-02-16,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053710
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Phenoxymethylpenicillin 250mg tablets,,,tablets,,SSP047,,,2022-12-16,2023-05-12,2023-05-12,,resolved,,,2023-01-31,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053741
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,,,oral solution,,SSP046,,,2022-12-16,2023-05-12,2023-05-12,,resolved,,,2023-01-31,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053772
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Phenoxymethylpenicillin 250mg/5ml oral solution,,,oral solution,,SSP045,,,2022-12-16,2023-05-12,2023-05-12,,resolved,,,2023-01-31,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053803
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,,,oral solution,,SSP044,,,2022-12-16,2023-05-12,2023-05-12,,resolved,,,2023-01-31,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053833
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Phenoxymethylpenicillin 125mg/5ml oral solution,,,oral solution,,SSP043,,,2022-12-16,2023-05-12,2023-05-12,,resolved,,,2023-01-31,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053862
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Phenoxymethylpenicillin 250mg/5ml oral solution,,,oral solution,,SSP042,,,2022-12-15,2023-05-12,2023-05-12,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053891
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,,,oral solution,,SSP041,,,2022-12-15,2023-05-12,2023-05-12,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053908
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,,,oral solution,,SSP040,,,2022-12-15,2023-05-12,2023-05-12,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053926
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),atorvastatin (Lipitor® )20mg chewable tablets,,,tablets,,SSP039,,,2022-11-23,2023-02-03,2023-02-03,2023-01-27,resolved,,SSP withdrawn early,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053946
