country_code,country_name,source,source_detail,medicine_name,active_substance,strength,dosage_form,package_size,product_no,atc_code,marketing_auth_holder,shortage_start,estimated_end,estimated_end_text,actual_end,status,severity,reason,last_updated,url,scraped_at
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estraderm MX® 75mcg patches substitution,,,,,SSP038,,,2022-11-15,2023-01-27,2023-01-27,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.053978
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estraderm MX® 50mcg patches substitution,,,,,SSP037,,,2022-11-15,2023-01-13,2023-01-13,2022-11-23,resolved,,SSP withdrawn early,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054000
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estraderm MX® 100mcg patches,,,,,SSP036,,,2022-09-08,2023-01-27,2023-01-27,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054035
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estraderm MX® 25mcg patches,,,,,SSP035,,,2022-09-08,2022-10-14,2022-10-14,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054056
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Combisal® 125mcg/25mcg inhalers,,,inhaler,,SSP034,,,2022-07-22,2022-10-07,2022-10-07,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054091
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Paracetamol 120mg suppositories,,,suppositories,,SSP033,,,2022-05-31,2022-08-26,2022-08-26,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054128
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Atorvastatin (Lipitor® ) 10mg chewable tablets,,,tablets,,SSP032,,,2022-05-31,2023-05-12,2023-05-12,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054166
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradiol (Sandrena® ) 0.5mg and 1mg gel sachets substitution and restriction,,,sachets,,SSP031,,,2022-05-19,2023-05-12,2023-05-12,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054203
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradiol (Sandrena® ) 0.5mg and 1mg gel sachets substitution,,,sachets,,SSP030,,,2022-05-19,2023-05-12,2023-05-12,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054238
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradiol (Sandrena® ) 0.5mg and 1mg gel sachets restriction,,,sachets,,SSP029,,,2022-05-19,2023-05-12,2023-05-12,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054259
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradiol (Lenzetto® )1.53mg/dose transdermal spray substitution and restriction,,,,,SSP028,,,2022-05-19,2023-01-13,2023-01-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054279
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradiol (Lenzetto® )1.53mg/dose transdermal spray substitution,,,,,SSP027,,,2022-05-19,2023-01-13,2023-01-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054300
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradiol (Lenzetto® )1.53mg/dose transdermal spray restriction,,,,,SSP026,,,2022-05-19,2023-01-13,2023-01-13,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054321
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estriol (Ovestin® 1mg cream) 0.1% cream substitution and restriction,,,cream,,SSP025,,,2022-05-19,2022-11-30,2022-11-30,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054342
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estriol (Ovestin® 1mg cream) 0.1% cream substitution,,,cream,,SSP024,,,2022-05-19,2022-11-30,2022-11-30,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054363
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradiol (Oestrogel® Pump-Pack 0.06% gel) 0.06% gel (750microgram per actuation) substitution and restriction,,,,,SSP023,,,2022-05-19,2022-11-30,2022-11-30,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054385
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradiol (Oestrogel® Pump-Pack 0.06% gel) 0.06% gel (750microgram per actuation) substitution,,,,,SSP022,,,2022-05-19,2022-11-30,2022-11-30,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054408
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Premique® low dose 0.3mg/1.5mg modified-release tablets,,,modified-release tablets,,SSP021,,,2022-04-29,2022-07-29,2022-07-29,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054430
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Ovestin® 1mg cream restriction,,,cream,,SSP020,,,2022-04-29,2022-11-30,2022-11-30,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054450
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Oestrogel® Pump-Pack 0.06% gel restriction,,,,,SSP019,,,2022-04-29,2022-11-30,2022-11-30,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054471
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Salazopyrin® 500mg tablets,,,tablets,,SSP018,,,2022-03-16,2022-03-25,2022-03-25,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054491
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Atorvastatin (Lipitor® ) 20mg chewable tablets,,,tablets,,SSP017,,,2022-02-15,2022-04-05,2022-04-05,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054510
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Atorvastatin (Lipitor® ) 10mg chewable tablets,,,tablets,,SSP016,,,2022-02-15,2022-03-18,2022-03-18,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054529
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Paracetamol 120mg and 240mg suppositories,,,suppositories,,SSP015,,,2022-01-25,2022-03-04,2022-03-04,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054549
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Salazopyrin® 500mg EN tablets,,,tablets,,SSP014,,,2022-02-28,2022-04-01,2022-04-01,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054570
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Salazopyrin® 500mg EN tablets,,,tablets,,SSP014,,,2021-11-26,2022-01-21,2022-01-21,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054591
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Atorvastatin (Lipitor® ) 20mg chewable tablets,,,tablets,,SSP013,,,2021-11-18,2022-01-12,2022-01-12,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054610
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Estradot® 75microgram patches,,,,,SSP012,,,2021-04-29,2021-06-11,2021-06-11,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054630
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Competact 15mg/850mg tablets,,,tablets,,SSP011,,,2021-03-24,2021-05-14,2021-05-14,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054650
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Levothyroxine 12.5microgram tablets,,,tablets,,SSP010,,,2021-02-03,2021-04-01,2021-04-01,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054667
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Fluoxetine 40mg capsules,,,capsules,,SSP009,,,2021-01-29,2021-05-17,2021-05-17,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054687
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Salazopyrin 500mg EN tablets,,,tablets,,SSP008,,,2020-10-20,2021-03-08,2021-03-08,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054704
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Fluoxetine 30mg capsules,,,capsules,,SSP007,,,2020-10-20,2021-07-28,2021-07-28,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054723
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Fluoxetine 40mg capsules,,,capsules,,SSP06,,,2020-05-20,2020-10-02,2020-10-02,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054741
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Fluoxetine 10mg tablets,,,tablets,,SSP005,,,2020-03-12,2023-03-31,2023-03-31,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054757
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Haloperidol (Serenace) 500 microgram (mcg) capsules,,,capsules,,SSP04,,,2019-12-23,2020-03-23,2020-03-23,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054776
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Fluoxetine 40mg capsules,,,capsules,,SSP03,,,2019-10-03,2019-11-20,2019-11-20,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054796
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Fluoxetine 30mg capsules,,,capsules,,SSP02,,,2019-10-03,2019-12-18,2019-12-18,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054815
GB,United Kingdom,MHRA,NHSBSA (Serious Shortage Protocol),Fluoxetine 10mg capsules,,,capsules,,SSP01,,,2019-10-03,2019-10-25,2019-10-25,,resolved,,,,https://www.nhsbsa.nhs.uk/pharmacies-gp-practices-and-appliance-contractors/serious-shortage-protocols-ssps,2026-09-22T14:33:43.054840
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),"dinoprostone 3mg vaginal tablets and 1mg/2.5ml, 2mg/2.5ml vaginal gel",,,vaginal gel,,NatPSA/2026/003/DHSC,,,2026-04-08,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103276,2026-09-22T14:33:43.692046
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),"Steriflex No. 109 (1L) and No. 171 (2L): Potassium Chloride 0.15%, Sodium Chloride 0.45%, Glucose 2.5% Bags",,,,,NatPSA/2026/001/DHSC,,,2026-01-14,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103273,2026-09-22T14:33:43.692558
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Licensed and Unlicensed Epidural Infusion Bags,,,infusion,,NatPSA/2025/007/DHSC,,,2025-12-02,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103271,2026-09-22T14:33:43.786499
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Antimicrobial Agents Used in Tuberculosis (TB) Treatment,,,,,NatPSA/2025/004/MVA,,,2025-07-29,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103267,2026-09-22T14:33:43.786608
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),bumetanide 1mg tablets,,,tablets,,NatPSA/2025/003/DHSC,,,2025-07-03,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103264,2026-09-22T14:33:43.786690
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Promixin (colistimethate) 1-million unit powder for nebuliser solution unit dose vials,,,,,NatPSA/2025/001/DHSC,,,2025-03-17,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103261,2026-09-22T14:33:43.786765
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Pancreatic enzyme replacement therapy (PERT) - Additional actions,,,,,NatPSA/2024/013/DHSC,,,2024-12-18,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103260,2026-09-22T14:33:43.879259
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Molybdenum-99/Technetium99m generators,,,,,NatPSA/2024/012/DHSC,,,2024-10-25,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103258,2026-09-22T14:33:43.879323
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),UPDATE: Discontinuation of Kay-Cee-L (potassium chloride 375mg/ml) (potassium chloride 5mmol/5ml) syrup,,,,,NatPSA/2024/011/DHSC,,,2024-10-21,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103257,2026-09-22T14:33:43.879370
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Human Albumin 4.5% and 5% dose vials,,,,,NatPSA/2024/009/DHSC,,,2024-07-30,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103255,2026-09-22T14:33:43.879417
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Kay-Cee-L (potassium chloride 375mg/5ml) (potassium chloride 5mmol/5ml) syrup,,,,,NatPSA/2024/008/DHSC,,,2024-07-26,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103254,2026-09-22T14:33:44.185040
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Pancreatic enzyme replacement therapy (PERT),,,,,NatPSA/2024/007/DHSC,,,2024-05-24,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103253,2026-09-22T14:33:44.185230
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Orencia ClickJect (abatacept) 125mg/1ml solution for injection pre-filled pens,,,solution for injection,,NatPSA/2024/006/DHSC,,,2024-05-23,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103252,2026-09-22T14:33:44.185303
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Erelzi (etanercept) 50mg solution for injection in pre-filled pen,,,solution for injection,,NatPSA/2024/005/MVA,,,2024-05-03,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103251,2026-09-22T14:33:44.185364
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),salbutamol 2.5mg/2.5ml and 5mg/2.5ml nebuliser liquid unit dose vials,,,,,NatPSA/2024/003/DHSC_MVA,,,2024-02-26,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103248,2026-09-22T14:33:44.185433
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),GLP-1 receptor agonists (GLP-1 RA) update,,,,,NatPSA/2024/001/DHSC,,,2024-01-03,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103245,2026-09-22T14:33:44.185488
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Potential for inappropriate dosing of insulin when switching insulin degludec (Tresiba) products,,,,,NatPSA/2023/016/DHSC,,,2023-12-08,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103242,2026-09-22T14:33:44.185545
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),verteporfin 15mg powder for solution for injection,,,powder for solution for injection,,NatPSA/2023/012/DHSC,,,2023-09-28,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103239,2026-09-22T14:33:44.185601
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),"methylphenidate prolonged-release capsules and tablets, lisdexamfetamine capsules, and guanfacine prolonged-release tablets",,,prolonged-release tablets,,NatPSA/2023/011/DHSC,,,2023-09-27,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103238,2026-09-22T14:33:44.185657
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),GLP-1 receptor agonists,,,,,NatPSA/2023/008/DHSC,,,2023-07-18,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103235,2026-09-22T14:33:44.310594
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),pyridostigmine 60mg tablets,,,tablets,,NatPSA/2023/006/DHSC,,,2023-05-24,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103233,2026-09-22T14:33:44.574890
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),Licensed and Unlicensed Epidural Infusion Bags,,,infusion,,NatPSA/2023/002/CMU,,,2023-01-23,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103224,2026-09-22T14:33:44.575093
GB,United Kingdom,MHRA,MHRA CAS (National Patient Safety Alert - DHSC),alteplase and tenecteplase injections,,,injection,,NatPSA/2022/006/DHSC,,,2022-08-03,,,,shortage,,,,https://www.cas.mhra.gov.uk/ViewandAcknowledgment/ViewAlert.aspx?AlertID=103211,2026-09-22T14:33:44.575186
