country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,marketing_auth_holder,shortage_start,estimated_end,status,dosage_form,reason,last_updated,affected_establishments,affected_regions,source_url,scraped_at
PE,Peru,DIGEMID,CLOFAZIMINA 100 mg TABLETA,CLOFAZIMINA,100 mg,,17618,,,,,shortage,TABLETA,,2026-08-31,86,21,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,GLICLAZIDA (TABLETA DE LIBERACION MODIFICADA) 60 mg TABLETA,GLICLAZIDA,60 mg,,41174,,,,,shortage,TABLETA,,2026-08-31,85,22,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ALCOHOL YODADO 1 g/100 mL 1 L SOLUCION,ALCOHOL YODADO,1 g/100 mL 1 L,,21735,,,,,shortage,SOLUCION,,2026-08-31,85,10,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,LIDOCAINA CLORHIDRATO 2 g/100 g 10 g GEL,LIDOCAINA CLORHIDRATO,2 g/100 g 10 g,,04415,,,,,shortage,GEL,,2026-08-31,84,18,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,CLOTRIMAZOL 500 mg OVULO,CLOTRIMAZOL,500 mg,,02354,,,,,shortage,OVULO,,2026-08-31,83,17,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ISONIAZIDA + RIFAMPICINA 50 mg + 75 mg TABLETA,ISONIAZIDA + RIFAMPICINA,50 mg + 75 mg,,53450,,,,,shortage,TABLETA,,2026-08-31,83,22,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ACICLOVIR 400 mg TABLETA,ACICLOVIR,400 mg,,00145,,,,,shortage,TABLETA,,2026-08-31,82,19,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,DEXTROMETORFANO BROMHIDRATO 15 mg/5 mL 120 mL JARABE,DEXTROMETORFANO BROMHIDRATO,15 mg/5 mL 120 mL,,02724,,,,,shortage,JARABE,,2026-08-31,81,18,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,AMLODIPINO (COMO BESILATO) 10 mg TABLETA,AMLODIPINO (COMO BESILATO),10 mg,,00671,,,,,shortage,TABLETA,,2026-08-31,81,18,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,GEMFIBROZILO 600 mg TABLETA,GEMFIBROZILO,600 mg,,03735,,,,,shortage,TABLETA,,2026-08-31,80,21,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,SODIO CLORURO 900 mg/100 mL (0.9 %) 250 mL INYECTABLE,SODIO CLORURO,900 mg/100 mL (0.9 %) 250 mL,,05880,,,,,shortage,INYECTABLE,,2026-08-31,80,14,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,NITROFURANTOINA 25 mg/5 mL 120 mL SUSPENSION,NITROFURANTOINA,25 mg/5 mL 120 mL,,05096,,,,,shortage,SUSPENSION,,2026-08-31,78,19,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,PRIMAQUINA FOSFATO 15 mg TABLETA,PRIMAQUINA FOSFATO,15 mg,,05599,,,,,shortage,TABLETA,,2026-08-31,76,13,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,HIDROCORTISONA (COMO SUCCINATO SODICO) 100 mg 2 mL INYECTABLE,HIDROCORTISONA (COMO SUCCINATO SODICO),100 mg 2 mL,,03952,,,,,shortage,INYECTABLE,,2026-08-31,76,16,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,PARACETAMOL 100 mg/mL 10 mL SOLUCION,PARACETAMOL,100 mg/mL 10 mL,,05281,,,,,shortage,SOLUCION,,2026-08-31,74,19,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,CEFAZOLINA (COMO SAL SODICA) 1 g INYECTABLE,CEFAZOLINA (COMO SAL SODICA),1 g,,01639,,,,,shortage,INYECTABLE,,2026-08-31,74,15,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,DEXTROSA 10 g/100 mL (10 %) 1 L INYECTABLE,DEXTROSA,10 g/100 mL (10 %) 1 L,,03783,,,,,shortage,INYECTABLE,,2026-08-31,72,16,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,PEROXIDO DE HIDROGENO 10 V 1 L SOLUCION,PEROXIDO DE HIDROGENO,10 V 1 L,,11567,,,,,shortage,SOLUCION,,2026-08-31,72,13,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,CARBAMAZEPINA 200 mg TABLETA,CARBAMAZEPINA,200 mg,,01532,,,,,shortage,TABLETA,,2026-08-31,71,17,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,CLORANFENICOL 500 mg TABLETA,CLORANFENICOL,500 mg,,02055,,,,,shortage,TABLETA,,2026-08-31,71,11,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,GLICEROL 1 g/100 g 5 g GEL,GLICEROL,1 g/100 g 5 g,,03760,,,,,shortage,GEL,,2026-08-31,70,17,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,BECLOMETASONA DIPROPIONATO 250 µg/DOSIS 200 DOSIS AEROSOL,BECLOMETASONA DIPROPIONATO,250 µg/DOSIS 200 DOSIS,,01009,,,,,shortage,AEROSOL,,2026-08-31,69,17,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,HIDROCORTISONA (COMO ACETATO) 1 g/100 g (1 %) 20 g CREMA,HIDROCORTISONA (COMO ACETATO),1 g/100 g (1 %) 20 g,,03944,,,,,shortage,CREMA,,2026-08-31,69,20,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,OXACILINA 1 g INYECTABLE,OXACILINA,1 g,,05211,,,,,shortage,INYECTABLE,,2026-08-31,67,13,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,DOLUTEGRAVIR + LAMIVUDINA + TENOFOVIR 50 mg + 300 mg + 300 mg TABLETA,DOLUTEGRAVIR + LAMIVUDINA + TENOFOVIR,50 mg + 300 mg + 300 mg,,41842,,,,,shortage,TABLETA,,2026-08-31,67,21,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ALCOHOL ETILICO (ETANOL) 70 % 120 mL GEL,ALCOHOL ETILICO (ETANOL),70 % 120 mL,,44348,,,,,shortage,GEL,,2026-08-31,66,1,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,LOPINAVIR + RITONAVIR 200 mg + 50 mg TABLETA,LOPINAVIR + RITONAVIR,200 mg + 50 mg,,18625,,,,,shortage,TABLETA,,2026-08-31,64,26,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,HIDROCLOROTIAZIDA 12.5 mg TABLETA,HIDROCLOROTIAZIDA,12.5 mg,,03920,,,,,shortage,TABLETA,,2026-08-31,63,20,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,CIPROFLOXACINO (COMO CLORHIDRATO) 500 mg TABLETA,CIPROFLOXACINO (COMO CLORHIDRATO),500 mg,,01846,,,,,shortage,TABLETA,,2026-08-31,63,17,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,SUERO ANTIBOTROPICO TETRAVALENTE 2.5 mg/mL 10 mL INYECTABLE,SUERO ANTIBOTROPICO TETRAVALENTE,2.5 mg/mL 10 mL,,52819,,,,,shortage,INYECTABLE,,2026-08-31,61,15,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,VALPROATO SODICO (TABLETA DE LIBERACION MODIFICADA) 500 mg TABLETA,VALPROATO SODICO,500 mg,,40803,,,,,shortage,TABLETA,,2026-08-31,61,18,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,VALPROATO SODICO 500 mg TABLETA,VALPROATO SODICO,500 mg,,06466,,,,,shortage,TABLETA,,2026-08-31,61,16,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental) 400 µg + 60 mg Fe TABLETA,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental),400 µg + 60 mg Fe,,03513,,,,,shortage,TABLETA,,2026-08-31,60,16,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ALCOHOL ETILICO (ETANOL) 70% 1 L GEL,ALCOHOL ETILICO (ETANOL),70% 1 L,,44101,,,,,shortage,GEL,,2026-08-31,59,10,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,DICLOXACILINA (COMO SAL SODICA) 500 mg TABLETA,DICLOXACILINA (COMO SAL SODICA),500 mg,,02836,,,,,shortage,TABLETA,,2026-08-31,58,16,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,METRONIDAZOL 500 mg 100 mL INYECTABLE,METRONIDAZOL,500 mg 100 mL,,04776,,,,,shortage,INYECTABLE,,2026-08-31,58,18,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ACIDO FUSIDICO 2 g/100 g (2 %) 15 g CREMA,ACIDO FUSIDICO,2 g/100 g (2 %) 15 g,,00202,,,,,shortage,CREMA,,2026-08-31,58,16,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,CEFAZOLINA (COMO SAL SODICA) CON DILUYENTE 1 g INYECTABLE,CEFAZOLINA (COMO SAL SODICA) CON DILUYENTE,1 g,,18156,,,,,shortage,INYECTABLE,,2026-08-31,57,18,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,LEVONORGESTREL 750 µg BLISTER X 2 TABLETA,LEVONORGESTREL,750 µg BLISTER X 2,,38680,,,,,shortage,TABLETA,,2026-08-31,57,15,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ACIDO TRANEXAMICO 1 g 10 mL INYECTABLE,ACIDO TRANEXAMICO,1 g 10 mL,,00223,,,,,shortage,INYECTABLE,,2026-08-31,54,14,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,TAMSULOSINA CLORHIDRATO (TABLETA DE LIBERACION MODIFICADA) 400 µg (0.4 mg) TABLETA,TAMSULOSINA CLORHIDRATO,400 µg (0.4 mg),,41445,,,,,shortage,TABLETA,,2026-08-31,54,12,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ALCOHOL ETILICO (ETANOL) 70º 1 L SOLUCION,ALCOHOL ETILICO (ETANOL),70º 1 L,,35125,,,,,shortage,SOLUCION,,2026-08-31,53,10,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,IRBESARTAN 150 mg TABLETA,IRBESARTAN,150 mg,,04146,,,,,shortage,TABLETA,,2026-08-31,52,15,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,SODIO BICARBONATO 8.4 g/100 mL (8.4 %) 20 mL INYECTABLE,SODIO BICARBONATO,8.4 g/100 mL (8.4 %) 20 mL,,05856,,,,,shortage,INYECTABLE,,2026-08-31,51,14,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,BROMURO DE IPRATROPIO 20 µg/Dosis 200 DOSIS AEROSOL,BROMURO DE IPRATROPIO,20 µg/Dosis 200 DOSIS,,20622,,,,,shortage,AEROSOL,,2026-08-31,50,20,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,AMOXICILINA 500 mg TABLETA,AMOXICILINA,500 mg,,00808,,,,,shortage,TABLETA,,2026-08-31,50,15,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,AZITROMICINA 200 mg/5 mL 15 mL SUSPENSION,AZITROMICINA,200 mg/5 mL 15 mL,,00930,,,,,shortage,SUSPENSION,,2026-08-31,50,7,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,CLORPROMAZINA CLORHIDRATO 100 mg TABLETA,CLORPROMAZINA CLORHIDRATO,100 mg,,02208,,,,,shortage,TABLETA,,2026-08-31,50,13,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,VACUNA ANTIRRABICA CANINA 10 DOSIS INYECTABLE,VACUNA ANTIRRABICA CANINA,10 DOSIS,,06404,,,,,shortage,INYECTABLE,,2026-08-31,49,2,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,SUERO ANTIOFIDICO POLIVALENTE 10 mL INYECTABLE,SUERO ANTIOFIDICO POLIVALENTE,10 mL,,51670,,,,,shortage,INYECTABLE,,2026-08-31,48,12,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO 300 - 400 mg/5 mL 120 mL SUSPENSION,ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO,300 - 400 mg/5 mL 120 mL,,00496,,,,,shortage,SUSPENSION,,2026-08-31,47,3,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,TIMOLOL MALEATO(SOLUCION OFTALMICA) 5 mg/mL (0.5 %) 5 mL SOLUCION,TIMOLOL MALEATO,5 mg/mL (0.5 %) 5 mL,,06144,,,,,shortage,SOLUCION,,2026-08-31,46,16,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,BIPERIDENO LACTATO 5 mg/mL 1 mL INYECTABLE,BIPERIDENO LACTATO,5 mg/mL 1 mL,,01242,,,,,shortage,INYECTABLE,,2026-08-31,46,15,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,PEROXIDO DE HIDROGENO USP (AGUA OXIGENADA 10 V) 3 % 120 mL SOLUCION,PEROXIDO DE HIDROGENO USP (AGUA OXIGENADA 10 V),3 % 120 mL,,11569,,,,,shortage,SOLUCION,,2026-08-31,46,1,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,AMIKACINA (COMO SULFATO) 250 mg/2 mL (125 mg/mL) 2 mL INYECTABLE,AMIKACINA (COMO SULFATO),250 mg/2 mL (125 mg/mL) 2 mL,,00626,,,,,shortage,INYECTABLE,,2026-08-31,45,6,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,DEXAMETASONA 2 mg/5 mL 100 mL SOLUCION,DEXAMETASONA,2 mg/5 mL 100 mL,,52547,,,,,shortage,SOLUCION,,2026-08-31,44,10,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,DEXAMETASONA FOSFATO (COMO SAL SODICA) 4 mg/mL 1 mL INYECTABLE,DEXAMETASONA FOSFATO (COMO SAL SODICA),4 mg/mL 1 mL,,02641,,,,,shortage,INYECTABLE,,2026-08-31,43,12,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,AMIKACINA (COMO SULFATO) 50 mg/mL 2 mL INYECTABLE,AMIKACINA (COMO SULFATO),50 mg/mL 2 mL,,00625,,,,,shortage,INYECTABLE,,2026-08-31,43,21,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,HALOPERIDOL 5 mg/mL 1 mL INYECTABLE,HALOPERIDOL,5 mg/mL 1 mL,,03873,,,,,shortage,INYECTABLE,,2026-08-31,42,21,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,VALPROATO SODICO 250 mg/5 mL 120 mL JARABE,VALPROATO SODICO,250 mg/5 mL 120 mL,,17771,,,,,shortage,JARABE,,2026-08-31,42,19,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ATENOLOL 100 mg TABLETA,ATENOLOL,100 mg,,00900,,,,,shortage,TABLETA,,2026-08-31,42,12,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,LEVOTIROXINA SODICA 100 µg (0.1 mg) TABLETA,LEVOTIROXINA SODICA,100 µg (0.1 mg),,04381,,,,,shortage,TABLETA,,2026-08-31,41,20,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,LIDOCAINA CLORHIDRATO 2 g/100 g 30 g GEL,LIDOCAINA CLORHIDRATO,2 g/100 g 30 g,,04420,,,,,shortage,GEL,,2026-08-31,40,11,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,GLIMEPIRIDA 4 mg TABLETA,GLIMEPIRIDA,4 mg,,03774,,,,,shortage,TABLETA,,2026-08-31,40,13,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,MANITOL 20 g/100 mL (20 %) 1 L INYECTABLE,MANITOL,20 g/100 mL (20 %) 1 L,,04565,,,,,shortage,INYECTABLE,,2026-08-31,40,16,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,DICLOFENACO 75 mg 2 mL INYECTABLE,DICLOFENACO,75 mg 2 mL,,02787,,,,,shortage,INYECTABLE,,2026-08-31,40,4,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,VACUNA CONTRA ROTAVIRUS (SUSPENSION ORAL) 1 DOSIS (1.5 mL) SUSPENSION,VACUNA CONTRA ROTAVIRUS,1 DOSIS (1.5 mL),,37608,,,,,shortage,SUSPENSION,,2026-08-31,39,9,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ACIDO TRANEXAMICO 250 mg TABLETA,ACIDO TRANEXAMICO,250 mg,,00225,,,,,shortage,TABLETA,,2026-08-31,39,13,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,ESTRIOL (CREMA VAGINAL) 100 mg/100 g (0.1 %) 15 g CREMA,ESTRIOL,100 mg/100 g (0.1 %) 15 g,,03266,,,,,shortage,CREMA,,2026-08-31,39,12,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
PE,Peru,DIGEMID,NITROFURAL 200 mg/100 g 500 g CREMA,NITROFURAL,200 mg/100 g 500 g,,05085,,,,,shortage,CREMA,,2026-08-31,38,7,https://www.digemid.minsa.gob.pe/webDigemid/disponibilidad-de-productos-farmaceuticos/2026/disponibilidad-de-productos-farmaceuticos-agosto-2026/,2026-09-22T14:26:34.751997
