country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,dosage_form,status,shortage_start,estimated_end,shortage_reason,manufacturer,company,registration_no,scraped_at
SA,Saudi Arabia,SFDA,DEXTRAN-40 IN 5% DEXTROSE INJ,"DEXTRAN 40,DEXTROSE",,311,,,Currently in Shortage,2025-01-01,2025-01-30,Commercial /Manufacturing Issue,Pharmaceutical Solution Industries (PSI),Pharmaceutical Solution Industries (PSI),194-149-99,2026-03-19T14:48:00.175437
SA,Saudi Arabia,SFDA,DEXTRAN-40 IN 5% DEXTROSE INJ,"DEXTRAN 40,DEXTROSE",,311,,,Currently in Shortage,2025-01-01,2025-01-30,Commercial /Manufacturing Issue,Pharmaceutical Solution Industries (PSI),Pharmaceutical Solution Industries (PSI),7-149-91,2026-03-19T14:48:00.178436
SA,Saudi Arabia,SFDA,DEXTROSE 20% INJ,DEXTROSE,,311,,,Currently in Shortage,2025-01-01,2025-01-29,Commercial /Manufacturing Issue,Pharmaceutical Solution Industries (PSI),Pharmaceutical Solution Industries (PSI),256-149-02,2026-03-19T14:48:00.180436
SA,Saudi Arabia,SFDA,VIAGRA 25MG F.C TAB,SILDENAFIL,,11,G04BE03,,Currently in Shortage,2025-07-01,2025-01-29,Commercial /Manufacturing Issue,Virbac France Carros,Viatris Arabia Limited,4-5728-22,2026-03-19T14:48:00.186449
SA,Saudi Arabia,SFDA,VIAGRA 50 mg Orodispersible Tablet,SILDENAFIL,,11,G04BE03,,Currently in Shortage,2025-07-01,2025-01-29,Commercial /Manufacturing Issue,Fareva Amboise,Viatris Arabia Limited,2803245126,2026-03-19T14:48:00.188464
SA,Saudi Arabia,SFDA,AMBAFEN 4 mg/ml solution for infusion,IBUPROFEN,,71,M01AE01,,Currently in Shortage,2025-01-01,2025-01-29,Commercial /Manufacturing Issue,Pharmaceutical Solution Industries (PSI),Pharmaceutical Solution Industries (PSI),466-149-18,2026-03-19T14:48:00.190445
SA,Saudi Arabia,SFDA,0.22% POTASSIUM CHLORIDE in 0.9% SODIUM CHLORIDE Injection USP,"SODIUM CHLORIDE,POTASSIUM CHLORIDE",,311,,,Currently in Shortage,2025-01-01,2025-01-28,Commercial /Manufacturing Issue,Pharmaceutical Solution Industries (PSI),Pharmaceutical Solution Industries (PSI),446-149-16,2026-03-19T14:48:00.193445
SA,Saudi Arabia,SFDA,0.22% POTASSIUM CHLORIDE in 0.9% SODIUM CHLORIDE Injection USP,"SODIUM CHLORIDE,POTASSIUM CHLORIDE",,311,,,Currently in Shortage,2025-01-01,2025-01-28,Commercial /Manufacturing Issue,Pharmaceutical Solution Industries (PSI),Pharmaceutical Solution Industries (PSI),445-149-16,2026-03-19T14:48:00.195482
SA,Saudi Arabia,SFDA,ABELCET 5MG/ML IV VIAL,AMPHOTERICIN B,,11,J02AA01,,Currently in Shortage,2025-01-22,2025-01-27,Commercial /Manufacturing Issue,"Exelead, Inc",SAUDI INTERNATIONAL TRADING COMPANY LTD (SITCO),1-5621-21,2026-03-19T14:48:00.197449
SA,Saudi Arabia,SFDA,Sulbus 60 mg per 10 ml,BUSULFAN,,11,L01AB01,,Currently in Shortage,2025-01-21,2025-01-27,Commercial /Manufacturing Issue,INTAS PHARMACEUTICALS LIMITED,ZIMMO TRADING ESTABLISHMENT,2609234275,2026-03-19T14:48:00.201401
SA,Saudi Arabia,SFDA,LIDOCAINE HCL 1% AMPOULE,LIDOCAINE HYDROCHLORIDE,,311,N01BB02,,Currently in Shortage,2025-01-01,2025-01-27,Commercial /Manufacturing Issue,Pharmaceutical Solution Industries (PSI),Pharmaceutical Solution Industries (PSI),2911211391,2026-03-19T14:48:00.203524
SA,Saudi Arabia,SFDA,DEXTROSE 5%,DEXTROSE,,311,,,Currently in Shortage,2025-01-01,2025-01-27,Commercial /Manufacturing Issue,Pharmaceutical Solution Industries (PSI),Pharmaceutical Solution Industries (PSI),0109222569,2026-03-19T14:48:00.205500
SA,Saudi Arabia,SFDA,CARDURA 2 mg tablet,DOXAZOSIN,,11,C02CA04,,Currently in Shortage,2025-07-01,2025-01-26,Commercial /Manufacturing Issue,Pfizer Manufacturing Deutschland GmbH,Viatris Arabia Limited,0905233613,2026-03-19T14:48:00.208263
SA,Saudi Arabia,SFDA,VIAGRA 50 mg Orodispersible Tablet,SILDENAFIL,,11,G04BE03,,Currently in Shortage,2025-07-01,2025-01-26,Commercial /Manufacturing Issue,Fareva Amboise,Viatris Arabia Limited,0409234117,2026-03-19T14:48:00.211297
SA,Saudi Arabia,SFDA,ALLERGODIL NASAL SPRAY WITH SPRAYER,AZELASTINE,,11,R01AC03,,Currently in Shortage,2025-01-20,2025-01-23,Commercial /Manufacturing Issue,Madaus GmbH,ZIMMO TRADING ESTABLISHMENT,1811258608,2026-03-19T14:48:00.214008
SA,Saudi Arabia,SFDA,Oleovit D3 Oral drops,COLECALCIFEROL (VITAMIN D3),,5,A11CC05,,Currently in Shortage,2025-01-21,2025-01-23,Commercial /Manufacturing Issue,Fresenius Kabi Austria GmbH,ALHAYA MEDICAL CO,2310222778,2026-03-19T14:48:00.217726
SA,Saudi Arabia,SFDA,LYRICA 25,PREGABALIN,,11,N02BF02,,Currently in Shortage,2025-07-01,2025-01-22,Commercial /Manufacturing Issue,Zoetis Inc.,Viatris Arabia Limited,25-211-06,2026-03-19T14:48:00.219839
SA,Saudi Arabia,SFDA,Pelgraz 6 mg in 0.6 ml,PEGFILGRASTIM,,6,L03AA13,,Currently in Shortage,2025-01-01,2025-01-22,Commercial /Manufacturing Issue,INTAS PHARMACEUTICALS LIMITED,ZIMMO TRADING ESTABLISHMENT,2609234273,2026-03-19T14:48:00.221434
SA,Saudi Arabia,SFDA,CANESTEN-1 VAG. CREAM 10%,CLOTRIMAZOLE,,3,G01AF02,,Currently in Shortage,2025-01-01,2025-01-22,Commercial /Manufacturing Issue,Kern Pharma S.L.,Cigalah Group,1203233353,2026-03-19T14:48:00.224069
SA,Saudi Arabia,SFDA,ALKA-UR EFFERVES. 4GM GRANULES SUGARFREE,"SODIUM BICARBONATE,TARTARIC ACID,CITRIC ACID ANHYDROUS,TRI SODIUM CITRATE",,5,A09AB04,,Currently in Shortage,2025-01-01,2025-01-15,Commercial /Manufacturing Issue,NATIONAL PHARMACEUTICAL INDUSTRIES CO,ZIMMO TRADING ESTABLISHMENT,1112246403,2026-03-19T14:48:00.226198
SA,Saudi Arabia,SFDA,ALKA-UR EFFERVES. 4GM GRANULES SUGARFREE,"SODIUM BICARBONATE,TARTARIC ACID,CITRIC ACID ANHYDROUS,TRI SODIUM CITRATE",,5,A09AB04,,Currently in Shortage,2025-01-01,2025-01-15,Commercial /Manufacturing Issue,NATIONAL PHARMACEUTICAL INDUSTRIES CO,ZIMMO TRADING ESTABLISHMENT,2710246112,2026-03-19T14:48:00.228746
SA,Saudi Arabia,SFDA,MEDACIN -T 1% GEL,CLINDAMYCIN PHOSPHATE,,11,J01FF01,,Currently in Shortage,2025-01-01,2025-01-15,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,37-490-08,2026-03-19T14:48:00.231530
SA,Saudi Arabia,SFDA,GLUCOBAY 50MG TAB,ACARBOSE,,28,A10BF01,,Currently in Shortage,2023-08-30,2025-01-15,Commercial /Manufacturing Issue,BAYER PHARMA AG,SAUDI INTERNATIONAL TRADING COMPANY LTD (SITCO),27-4-95,2026-03-19T14:48:00.233581
SA,Saudi Arabia,SFDA,VFONAZ 50 mg film-coated tablet,VORICONAZOLE,,35,J02AC03,,Currently in Shortage,2023-01-17,2025-01-15,Commercial /Manufacturing Issue,Pfizer Manufacturing Deutschland GmbH,Tabuk Pharmaceutical Manufacturing Company,0404221914,2026-03-19T14:48:00.235580
SA,Saudi Arabia,SFDA,ZYTERO PLUS 12.5 mg/ 500 mg Film Coated Tablet,"METFORMIN HYDROCHLORIDE,ALOGLIPTIN",,6,A10BA02,,Currently in Shortage,2024-12-29,2025-01-15,Commercial /Manufacturing Issue,"Takeda Pharmaceutical Company Limited, Osaka Plant",BATTERJEE PHARMACEUTICAL FACTORY,2708258123,2026-03-19T14:48:00.237582
SA,Saudi Arabia,SFDA,EZEACT 40 mg Tablet,AZILSARTAN MEDOXOMIL,,12,,,Currently in Shortage,2024-01-06,2025-01-15,Commercial /Manufacturing Issue,TAKEDA PHARMACEUTICAL COMPANY LIMITED,BATTERJEE PHARMACEUTICAL FACTORY,0111234414,2026-03-19T14:48:00.238577
SA,Saudi Arabia,SFDA,SOD. CHLORIDE 0.9% FOR IRRIGATION,SODIUM CHLORIDE,,231,B05CB01,,Currently in Shortage,2021-09-30,2025-01-15,Commercial /Manufacturing Issue,Pharmaceutical Solution Industries (PSI),Pharmaceutical Solution Industries (PSI),408-149-12,2026-03-19T14:48:00.239577
SA,Saudi Arabia,SFDA,TILCOTIL TAB 20MG,TENOXICAM,,11,,,Currently in Shortage,2025-07-01,2025-01-14,Commercial /Manufacturing Issue,ROCHE,ZIMMO TRADING ESTABLISHMENT,4-864-16,2026-03-19T14:48:00.241577
SA,Saudi Arabia,SFDA,TILCOTIL TAB 20MG,TENOXICAM,,11,,,Currently in Shortage,2025-07-01,2025-01-14,Commercial /Manufacturing Issue,ROCHE,ZIMMO TRADING ESTABLISHMENT,1-864-13,2026-03-19T14:48:00.243578
SA,Saudi Arabia,SFDA,CEFRAX 400MG CAPSULES,CEFIXIME,,5,J01DD08,,Currently in Shortage,2025-01-01,2025-01-14,Commercial /Manufacturing Issue,NATIONAL PHARMACEUTICAL INDUSTRIES CO,ZIMMO TRADING ESTABLISHMENT,35-390-11,2026-03-19T14:48:00.244578
SA,Saudi Arabia,SFDA,BETAMED-N CREAM,"NEOMYCIN SULFATE,BETAMETHASONE",,6,D07AC01,,Currently in Shortage,2025-01-01,2025-01-14,Regulations Related Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,24-490-06,2026-03-19T14:48:00.246594
SA,Saudi Arabia,SFDA,GENOTROPIN 16IU CARTRIDGE,SOMATROPIN,,23,H01AC01,,Currently in Shortage,2024-03-01,2025-01-13,Commercial /Manufacturing Issue,Pfizer Manufacturing Belgium N.V.,Abdulrehman Algosaibi G.T.C.,0504233484,2026-03-19T14:48:00.250568
SA,Saudi Arabia,SFDA,CLARAZOLE 2% CREAM,KETOCONAZOLE,,11,D01AC08,,Currently in Shortage,2025-01-01,2025-12-01,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,41-490-08,2026-03-19T14:48:00.253576
SA,Saudi Arabia,SFDA,CIFOGRU 2MG/ML VIAL,CIPROFLOXACIN,,43,J01MA02,,Currently in Shortage,2022-09-05,2025-12-01,Commercial /Manufacturing Issue,MS Pharma,Cigalah Group,3006245458,2026-03-19T14:48:00.255578
SA,Saudi Arabia,SFDA,LEVOFLOX 500MG F.C. TABLET,LEVOFLOXACIN,,5,J01MA12,,Currently in Shortage,2025-01-01,2025-09-01,Commercial /Manufacturing Issue,Univet Limited,ZIMMO TRADING ESTABLISHMENT,1810222753,2026-03-19T14:48:00.258577
SA,Saudi Arabia,SFDA,Brofenex 5GM- 100GM CREAM,IBUPROFEN,,6,M01AE01,,Currently in Shortage,2024-01-12,2025-09-01,Commercial /Manufacturing Issue,DEEF PHARMACEUTICAL INDUSTRIES,DEEF MARKITING COMPANY,1009245893,2026-03-19T14:48:00.261121
SA,Saudi Arabia,SFDA,ENOXIRT 1 g I.V. VIAL,CEFTRIAXONE,,28,J01DD04,,Currently in Shortage,2023-08-31,2025-09-01,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,1007257738,2026-03-19T14:48:00.263165
SA,Saudi Arabia,SFDA,Tadoxel,DOCETAXEL,,48,L01CD02,,Currently in Shortage,2021-01-12,2025-08-01,Commercial /Manufacturing Issue,Jiangsu Hengrui Pharmaceuticals Co Ltd,Cigalah Group,0206210761,2026-03-19T14:48:00.265548
SA,Saudi Arabia,SFDA,Hydroxychloroquine SAJA,HYDROXYCHLOROQUINE SULFATE,,6,P01BA02,,Currently in Shortage,2025-01-01,2025-08-01,Commercial /Manufacturing Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,2805245371,2026-03-19T14:48:00.268154
SA,Saudi Arabia,SFDA,REGAINE TOPICAL SOLN 2%,MINOXIDIL,,6,D11AX01,,Currently in Shortage,2025-01-01,2025-08-01,Commercial /Manufacturing Issue,ASM Aerosol-Service AG,"Farouk, Maamoun Tamer & CO",3-671-22,2026-03-19T14:48:00.268154
SA,Saudi Arabia,SFDA,MEDACIN -T 1% TOPICAL SOLUTION,CLINDAMYCIN PHOSPHATE,,6,J01FF01,,Currently in Shortage,2025-01-01,2025-07-01,Regulations Related Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,0804257207,2026-03-19T14:48:00.271073
SA,Saudi Arabia,SFDA,IROKID 50MG-5ML SYRUP,IRON POLYMALTOSE,,11,,,Currently in Shortage,2025-01-01,2025-07-01,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,40-490-08,2026-03-19T14:48:00.272075
SA,Saudi Arabia,SFDA,NEUROPLEX 300MG CAPSULES,GABAPENTIN,,12,N02BF01,,Currently in Shortage,2024-12-30,2025-07-01,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,1501256648,2026-03-19T14:48:00.274074
SA,Saudi Arabia,SFDA,MEIACT 200 MG FILM COATED TABLETS,CEFDITOREN PIVOXIL,,17,,,Currently in Shortage,2024-07-25,2025-06-01,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,0802244876,2026-03-19T14:48:00.275071
SA,Saudi Arabia,SFDA,Roneza,"ROSUVASTATIN,EZETIMIBE",,12,,,Currently in Shortage,2024-06-10,2025-06-01,Commercial /Manufacturing Issue,ELPEN PHARMACEUTICALS,Tabuk Pharmaceutical Manufacturing Company,1309222600,2026-03-19T14:48:00.276608
SA,Saudi Arabia,SFDA,VAROXA 10 mg film-coated tablet,RIVAROXABAN,,12,B01AF01,,Currently in Shortage,2024-12-30,2025-06-01,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,0512211418,2026-03-19T14:48:00.278071
SA,Saudi Arabia,SFDA,GAVILDA 50MG TABLET      56S,VILDAGLIPTIN,,17,A10BH02,,Currently in Shortage,2024-07-25,2025-06-01,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,0810258376,2026-03-19T14:48:00.279071
SA,Saudi Arabia,SFDA,STERILE WATER FOR INJECTION,WATER,,12,Z,,Currently in Shortage,2024-12-30,2025-06-01,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,1302256897,2026-03-19T14:48:00.281036
SA,Saudi Arabia,SFDA,MOMETAMED 0.1% W-W CREAM,MOMETASONE FUROATE,,6,D07AC13,,Currently in Shortage,2025-01-01,2025-06-01,Regulations Related Issue,THE ARAB PESTICIDES & VETERINARY DRUGS MANUFACTURING (MOBEDCO),ZIMMO TRADING ESTABLISHMENT,0610258332,2026-03-19T14:48:00.282194
SA,Saudi Arabia,SFDA,DIVIDO 75MG DUAL RELEASE CAP,DICLOFENAC SODIUM,,12,M01AB05,,Currently in Shortage,2024-12-30,2025-06-01,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,0810258366,2026-03-19T14:48:00.288476
SA,Saudi Arabia,SFDA,CLARAZOLE 2% SHAMPOO,KETOCONAZOLE,,11,D01AC08,,Currently in Shortage,2025-01-01,2025-06-01,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,6-490-05,2026-03-19T14:48:00.290486
SA,Saudi Arabia,SFDA,DICLON 1% EMULGEL,DICLOFENAC SODIUM,,6,M01AB05,,Currently in Shortage,2025-01-01,2025-06-01,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,26-490-06,2026-03-19T14:48:00.294487
SA,Saudi Arabia,SFDA,Delstrigo,"DORAVIRINE,LAMIVUDINE,TENOFOVIR DISOPROXIL",,2,,,Currently in Shortage,2024-01-12,2025-06-01,Commercial /Manufacturing Issue,MSD INTERNATIONAL GMBH,ALNAGHI COMPANY,1612223019,2026-03-19T14:48:00.296490
SA,Saudi Arabia,SFDA,LIDOVA 10 mg capsule,LENALIDOMIDE,,6,L04AX04,,Currently in Shortage,2025-01-01,2025-06-01,Commercial /Manufacturing Issue,"LOTUS PHARMACEUTICAL CO., LTD",Saudi Arabian Japanese Pharmaceutical Co. Ltd.,112-370-20,2026-03-19T14:48:00.298871
SA,Saudi Arabia,SFDA,LIDOVA 5 mg capsule,LENALIDOMIDE,,6,L04AX04,,Currently in Shortage,2025-01-01,2025-06-01,Commercial /Manufacturing Issue,"LOTUS PHARMACEUTICAL CO., LTD",Saudi Arabian Japanese Pharmaceutical Co. Ltd.,111-370-20,2026-03-19T14:48:00.301858
SA,Saudi Arabia,SFDA,LIDOVA 25 mg capsule,LENALIDOMIDE,,6,L04AX04,,Currently in Shortage,2025-01-01,2025-06-01,Commercial /Manufacturing Issue,"LOTUS PHARMACEUTICAL CO., LTD",Saudi Arabian Japanese Pharmaceutical Co. Ltd.,113-370-20,2026-03-19T14:48:00.304614
SA,Saudi Arabia,SFDA,MAVEC 100MG F.C. TABLET,IMATINIB MESILATE,,6,L01EA01,,Currently in Shortage,2025-01-01,2025-06-01,Commercial /Manufacturing Issue,Natco Pharma Limited,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,1311246219,2026-03-19T14:48:00.306784
SA,Saudi Arabia,SFDA,EZEACT PLUS 40MG/25MG TABLET,"AZILSARTAN MEDOXOMIL,CHLORTHALIDONE",,6,,,Currently in Shortage,2024-12-29,2025-05-01,Commercial /Manufacturing Issue,"Takeda Pharmaceutical Company Limited, Osaka Plant",BATTERJEE PHARMACEUTICAL FACTORY,2406257608,2026-03-19T14:48:00.309289
SA,Saudi Arabia,SFDA,EZEACT PLUS 40MG/12.5MG TABLET,"AZILSARTAN MEDOXOMIL,CHLORTHALIDONE",,6,,,Currently in Shortage,2024-12-29,2025-05-01,Commercial /Manufacturing Issue,"Takeda Pharmaceutical Company Limited, Osaka Plant",BATTERJEE PHARMACEUTICAL FACTORY,2406257604,2026-03-19T14:48:00.312296
SA,Saudi Arabia,SFDA,EZEACT 80 mg Tablet,AZILSARTAN MEDOXOMIL,,12,,,Currently in Shortage,2024-01-06,2025-05-01,Commercial /Manufacturing Issue,TAKEDA PHARMACEUTICAL COMPANY LIMITED,BATTERJEE PHARMACEUTICAL FACTORY,1511234486,2026-03-19T14:48:00.314296
SA,Saudi Arabia,SFDA,TABUFLU 75MG CAPSULES,OSELTAMIVIR,,11,J05AH02,,Currently in Shortage,2025-05-01,2025-05-01,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,242-277-12,2026-03-19T14:48:00.317298
SA,Saudi Arabia,SFDA,TAZOLINE 0.5GM VIAL IV+10MLWATER FOR INJ,CEFAZOLIN,,20,J01DB04,,Currently in Shortage,2024-04-24,2025-05-01,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,53-277-99,2026-03-19T14:48:00.319057
SA,Saudi Arabia,SFDA,ZYTERO 25 mg Film Coated Tablet,ALOGLIPTIN,,6,,,Currently in Shortage,2024-12-29,2025-05-01,Commercial /Manufacturing Issue,TAKEDA IRELAND LIMITED,BATTERJEE PHARMACEUTICAL FACTORY,0402256810,2026-03-19T14:48:00.321065
SA,Saudi Arabia,SFDA,HEMAMAX F CHEWABLE TABLETS,"FERRIC HYDROXIDE,FOLIC ACID",,36,B03BB01,,Currently in Shortage,2022-01-06,2025-05-01,Commercial /Manufacturing Issue,DEEF PHARMACEUTICAL INDUSTRIES,DEEF MARKITING COMPANY,31-539-10,2026-03-19T14:48:00.323251
SA,Saudi Arabia,SFDA,HEMAMAX 100 MG CHEWABLE OR SWALLOWABLE TABLETS,IRON POLYMALTOSE,,36,,,Currently in Shortage,2022-01-06,2025-05-01,Commercial /Manufacturing Issue,DEEF PHARMACEUTICAL INDUSTRIES,DEEF MARKITING COMPANY,25-539-10,2026-03-19T14:48:00.326247
SA,Saudi Arabia,SFDA,ATROPINE SULF.E.S 100MCG-ML,ATROPINE SULFATE,,12,S01FA01,,Currently in Shortage,2024-07-18,2025-05-01,Commercial /Manufacturing Issue,HOSPIRA,Pfizer Saudi Trading,38-549-90,2026-03-19T14:48:00.328247
SA,Saudi Arabia,SFDA,NAPROX D.S 500MG TAB,NAPROXEN,,37,M01AE02,,Currently in Shortage,2023-01-01,2025-05-01,Commercial /Manufacturing Issue,Labiana life Science,Abdulrehman Algosaibi G.T.C.,107-172-97,2026-03-19T14:48:00.331247
SA,Saudi Arabia,SFDA,ZYTERO 12.5 mg Film Coated Tablet,ALOGLIPTIN,,6,,,Currently in Shortage,2024-12-29,2025-02-01,Commercial /Manufacturing Issue,TAKEDA IRELAND LIMITED,BATTERJEE PHARMACEUTICAL FACTORY,0402256811,2026-03-19T14:48:00.334248
SA,Saudi Arabia,SFDA,GLUCOBAY 100MG TAB,ACARBOSE,,27,A10BF01,,Currently in Shortage,2023-03-09,2025-01-01,Global Shortage,BAYER PHARMA AG,SAUDI INTERNATIONAL TRADING COMPANY LTD (SITCO),28-4-95,2026-03-19T14:48:00.337248
SA,Saudi Arabia,SFDA,ENOXIRT 500 mg I.V. Vial,CEFTRIAXONE,,27,J01DD04,,Currently in Shortage,2023-01-09,2025-01-01,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0307257682,2026-03-19T14:48:00.339287
SA,Saudi Arabia,SFDA,AMYDRAMINE II SUGAR FREE SYRUP,DIPHENHYDRAMINE HYDROCHLORIDE,,37,,,Currently in Shortage,2022-11-30,2025-01-01,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,104-186-99,2026-03-19T14:48:00.342285
SA,Saudi Arabia,SFDA,NEGAZOLE 250MG TAB.,METRONIDAZOLE,,38,D06BX01,,Currently in Shortage,2022-01-10,2025-01-01,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0501268860,2026-03-19T14:48:00.344286
SA,Saudi Arabia,SFDA,ADOL,PARACETAMOL,,39,N02BE01,,Currently in Shortage,2022-01-09,2025-01-01,Commercial /Manufacturing Issue,Gulf-Pharmaceutical-Industries-(Julphar),Cigalah Group,308-186-21,2026-03-19T14:48:00.346287
SA,Saudi Arabia,SFDA,Fulphila,PEGFILGRASTIM,,33,L03AA13,,Currently in Shortage,2023-01-03,2024-12-31,Commercial /Manufacturing Issue,Biocon Limited,Viatris Arabia Limited,0912211454,2026-03-19T14:48:00.349287
SA,Saudi Arabia,SFDA,CLOFEN CREAMAGEL 1%,DICLOFENAC SODIUM,,47,M01AB05,,Currently in Shortage,2022-01-01,2024-12-31,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,2605257461,2026-03-19T14:48:00.351968
SA,Saudi Arabia,SFDA,HISTALOC 5MG-5ML SYRUP,PROMETHAZINE,,48,R06AD02,,Currently in Shortage,2021-01-12,2024-12-31,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0501268862,2026-03-19T14:48:00.353977
SA,Saudi Arabia,SFDA,Trisuva,TREPROSTINIL,,5,B01AC21,,Currently in Shortage,2024-09-25,2024-12-30,Commercial /Manufacturing Issue,Lyocontract GmbH,Thimar Aljazirah Company,2207245629,2026-03-19T14:48:00.356154
SA,Saudi Arabia,SFDA,Trisuva,TREPROSTINIL,,5,B01AC21,,Currently in Shortage,2024-09-25,2024-12-30,Commercial /Manufacturing Issue,Lyocontract GmbH,Thimar Aljazirah Company,2207245628,2026-03-19T14:48:00.358153
SA,Saudi Arabia,SFDA,Tonall,Nalbuphine,,1,N02AF02,,Currently in Shortage,2025-01-01,2024-12-30,Commercial /Manufacturing Issue,Amoun Pharmaceutical Company,Thimar Aljazirah Company,1710246072,2026-03-19T14:48:00.360153
SA,Saudi Arabia,SFDA,LOVRAK 800 mg tablet,ACYCLOVIR,,43,,,Currently in Shortage,2022-08-05,2024-12-30,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,1807222306,2026-03-19T14:48:00.362153
SA,Saudi Arabia,SFDA,MOXAL PLUS Tablet,"ALUMINUM HYDROXIDE,MAGNESIUM HYDROXIDE",,50,A02AA04,,Currently in Shortage,2021-01-10,2024-12-29,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,1009245895,2026-03-19T14:48:00.364153
SA,Saudi Arabia,SFDA,SCOPINAL 5MG-5ML SYRUP,HYOSCINE BUTYLBROMIDE,,50,,,Currently in Shortage,2021-01-10,2024-12-29,Commercial /Manufacturing Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,0307257694,2026-03-19T14:48:00.367153
SA,Saudi Arabia,SFDA,INTRATECT 50MG-ML SOLUTION FOR INFUSION,HUMAN IMMUNOGLOBULIN G,,47,,,Currently in Shortage,2022-01-31,2024-12-29,Global Shortage,BIOTEST,Cigalah Group,20-160-09,2026-03-19T14:48:00.368507
SA,Saudi Arabia,SFDA,LANFAST 30MG CAPSULE,LANSOPRAZOLE,,50,A02BC03,,Currently in Shortage,2021-01-10,2024-12-26,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,215-186-04,2026-03-19T14:48:00.371543
SA,Saudi Arabia,SFDA,JUSPRIN 81MG ENTERIC COATED TABLETS,ACETYLSALICYLIC ACID,,50,B01AC06,,Currently in Shortage,2021-01-10,2024-12-26,Regulations Related Issue,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,2102221746,2026-03-19T14:48:00.373553
SA,Saudi Arabia,SFDA,Rosalus 5 mg Film Coated Tablets,ROSUVASTATIN,,25,C10AA07,,Currently in Shortage,2023-02-11,2024-12-26,Commercial /Manufacturing Issue,GULF PHARMACEUTICAL INDUSTIRES- JULPHAR,Cigalah Group,0310211092,2026-03-19T14:48:00.375553
SA,Saudi Arabia,SFDA,Empagliflozin SPC,EMPAGLIFLOZIN,,9,A10BK03,,Currently in Shortage,2024-01-09,2024-12-25,Regulations Related Issue,Sudair Pharma Company,SUDAIR PHARMA COMPANY,1308245764,2026-03-19T14:48:00.377554
SA,Saudi Arabia,SFDA,Empagliflozin SPC,EMPAGLIFLOZIN,,9,A10BK03,,Currently in Shortage,2024-01-09,2024-12-25,Regulations Related Issue,Sudair Pharma Company,SUDAIR PHARMA COMPANY,1308245763,2026-03-19T14:48:00.379555
