country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,dosage_form,status,shortage_start,estimated_end,shortage_reason,manufacturer,company,registration_no,scraped_at
SA,Saudi Arabia,SFDA,PREGA 75 MG CAPSULE,PREGABALIN,,77,N02BF02,,Currently in Shortage,2020-01-01,2026-05-01,Commercial /Manufacturing Issue,DEEF PHARMACEUTICAL INDUSTRIES,DEEF MARKITING COMPANY,2907245677,2026-03-19T14:47:58.225186
SA,Saudi Arabia,SFDA,PREGA 75 MG CAPSULE,PREGABALIN,,77,N02BF02,,Currently in Shortage,2020-01-01,2026-05-01,Commercial /Manufacturing Issue,DEEF PHARMACEUTICAL INDUSTRIES,DEEF MARKITING COMPANY,2907245674,2026-03-19T14:47:58.226182
SA,Saudi Arabia,SFDA,VIDONORM 5MG/8MG TABLET,"AMLODIPINE BESILATE,PERINDOPRIL ARGININE",,5,C09BX01,,Currently in Shortage,2026-01-01,2026-05-01,Commercial /Manufacturing Issue,GEDEON-RICHTER-POLSKA-Sp.-z-o.o,AJA PHARMACEUTICAL INDUSTRIES,43-972-19,2026-03-19T14:47:58.228151
SA,Saudi Arabia,SFDA,VIDONORM 5MG/4MG TABLET,"AMLODIPINE BESILATE,PERINDOPRIL ARGININE",,5,C09BX01,,Currently in Shortage,2026-01-01,2026-05-01,Commercial /Manufacturing Issue,GEDEON-RICHTER-POLSKA-Sp.-z-o.o,AJA PHARMACEUTICAL INDUSTRIES,42-972-19,2026-03-19T14:47:58.229183
SA,Saudi Arabia,SFDA,ACID CONC. HAEMODIALYSIS KSP-03 (1+44),"SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,DEXTROSE,ACETIC ACID",,12,,,Currently in Shortage,2025-12-31,2026-05-01,Commercial /Manufacturing Issue,KUWAIT SAUDI PHARMACEUTICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,64-352-05,2026-03-19T14:47:58.230187
SA,Saudi Arabia,SFDA,ACID CONC. HAEMODIALYSIS KSP-04 (1+44),"SODIUM CHLORIDE,DEXTROSE,CALCIUM CHLORIDE,POTASSIUM CHLORIDE,ACETIC ACID,MAGNESIUM CHLORIDE",,12,,,Currently in Shortage,2025-12-31,2026-05-01,Commercial /Manufacturing Issue,KUWAIT SAUDI PHARMACEUTICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,63-352-05,2026-03-19T14:47:58.231183
SA,Saudi Arabia,SFDA,ALLERCET 5MG F.C.TABLET,LEVOCETIRIZINE DIHYDROCHLORIDE,,12,R06AE09,,Currently in Shortage,2025-12-30,2026-05-01,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,20-584-19,2026-03-19T14:47:58.232186
SA,Saudi Arabia,SFDA,ALLERCET 5MG F.C.TABLET,LEVOCETIRIZINE DIHYDROCHLORIDE,,12,R06AE09,,Currently in Shortage,2025-12-30,2026-05-01,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,21-584-19,2026-03-19T14:47:58.235126
SA,Saudi Arabia,SFDA,MINIRIN MELT 240MCG ORAL LYOPHILISATE TABLET,DESMOPRESSIN ACETATE,,41,H01BA02,,Currently in Shortage,2023-08-20,2026-05-01,Commercial /Manufacturing Issue,Vemedim Corporation (Vemedim Animal Health),Abdulrehman Algosaibi G.T.C.,24-367-13,2026-03-19T14:47:58.238127
SA,Saudi Arabia,SFDA,RHOPHYLAC 300MCG-2ML SOL. FOR INJ.IN PFS,ANTI-D (RH0) IMMUNOGLOBULIN,,12,,,Currently in Shortage,2025-12-31,2026-05-01,Commercial /Manufacturing Issue,CSL BEHRING,ZIMMO TRADING ESTABLISHMENT,0606222136,2026-03-19T14:47:58.240161
SA,Saudi Arabia,SFDA,RESCLAR 500MG TABLETS,CLARITHROMYCIN,,12,J01FA09,,Currently in Shortage,2025-12-30,2026-05-01,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,12-584-10,2026-03-19T14:47:58.242159
SA,Saudi Arabia,SFDA,LUKRA 4MG CHEWABLE TABLET,MONTELUKAST SODIUM,,12,R03DC03,,Currently in Shortage,2025-12-30,2026-05-01,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,15-584-18,2026-03-19T14:47:58.244127
SA,Saudi Arabia,SFDA,LUKRA 5MG CHEWABLE TABLET,MONTELUKAST SODIUM,,12,R03DC03,,Currently in Shortage,2025-12-30,2026-05-01,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,16-584-18,2026-03-19T14:47:58.246125
SA,Saudi Arabia,SFDA,LUKRA 10 MG FILM COATED TABLET,MONTELUKAST SODIUM,,12,R03DC03,,Currently in Shortage,2025-12-30,2026-05-01,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,17-584-18,2026-03-19T14:47:58.247125
SA,Saudi Arabia,SFDA,IRSOTAN 150 mg Film Coated Tablet,IRBESARTAN,,5,C09CA04,,Currently in Shortage,2026-01-01,2026-05-01,Commercial /Manufacturing Issue,MEDOCHEMIE LTD.,AJA PHARMACEUTICAL INDUSTRIES,9-972-17,2026-03-19T14:47:58.249125
SA,Saudi Arabia,SFDA,BETAMED 0.1% TOPICAL OINTMENT,BETAMETHASONE VALERATE,,12,D07AC01,,Currently in Shortage,2025-12-31,2026-05-01,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,29-490-06,2026-03-19T14:47:58.254132
SA,Saudi Arabia,SFDA,FUNGYZOLE 2% TOPICAL CREAM,MICONAZOLE NITRATE,,12,D01AC02,,Currently in Shortage,2025-12-31,2026-05-01,Regulations Related Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,0810258356,2026-03-19T14:47:58.256129
SA,Saudi Arabia,SFDA,BETAMED 0.1% CREAM,BETAMETHASONE VALERATE,,12,D07AC01,,Currently in Shortage,2025-12-31,2026-05-01,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,23-490-06,2026-03-19T14:47:58.258130
SA,Saudi Arabia,SFDA,Olcontro HCT,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",,6,C09CA08,,Currently in Shortage,2025-12-31,2026-05-01,Commercial /Manufacturing Issue,Macleods Pharmaceuticals Limited,ZIMMO TRADING ESTABLISHMENT,0806210770,2026-03-19T14:47:58.259131
SA,Saudi Arabia,SFDA,MANNITOL 20 % I.V INFUSION 500 ML,MANNITOL,,12,B05BC01,,Currently in Shortage,2025-12-31,2026-05-01,Commercial /Manufacturing Issue,Parnell Laboratories Pty Ltd,ZIMMO TRADING ESTABLISHMENT,1802244934,2026-03-19T14:47:58.261129
SA,Saudi Arabia,SFDA,SODIUM CHLORIDE IRRIGATION 0.9%,SODIUM CHLORIDE,,12,B05CB01,,Currently in Shortage,2025-12-31,2026-05-01,Commercial /Manufacturing Issue,KUWAIT SAUDI PHARMACEUTICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,1203245039,2026-03-19T14:47:58.262130
SA,Saudi Arabia,SFDA,NEOMOX 125MG-5ML SUSPENSION,AMOXICILLIN,,12,J01CA04,,Currently in Shortage,2025-12-30,2026-04-01,Regulations Related Issue,SAUDI PHARMACEUTICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,3-584-08,2026-03-19T14:47:58.263129
SA,Saudi Arabia,SFDA,NEOMOX 250MG-5ML SUSPENSION,AMOXICILLIN,,12,J01CA04,,Currently in Shortage,2025-12-30,2026-04-01,Regulations Related Issue,Vetoquinol S.A.,ZIMMO TRADING ESTABLISHMENT,2-584-08,2026-03-19T14:47:58.265129
SA,Saudi Arabia,SFDA,NEOXICAM 15MG TABLETS,MELOXICAM,,12,M01AC06,,Currently in Shortage,2025-12-30,2026-04-01,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,7-584-08,2026-03-19T14:47:58.266435
SA,Saudi Arabia,SFDA,NEOXICAM 7.5MG TABLETS,MELOXICAM,,12,M01AC06,,Currently in Shortage,2025-12-30,2026-04-01,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,6-584-08,2026-03-19T14:47:58.268437
SA,Saudi Arabia,SFDA,KORANDIL,ENALAPRIL MALEATE,,18,C09AA02,,Currently in Shortage,2025-06-29,2026-04-01,MAH/Agent changed,REMEDICA,International Teriaqi for medicines ESt,1202256892,2026-03-19T14:47:58.270815
SA,Saudi Arabia,SFDA,Voriconazole MCP,VORICONAZOLE,,12,J02AC03,,Currently in Shortage,2025-12-31,2026-04-01,Commercial /Manufacturing Issue,Med city,ZIMMO TRADING ESTABLISHMENT,0102244820,2026-03-19T14:47:58.272856
SA,Saudi Arabia,SFDA,DERMAMED 0.05% OINTMENT,CLOBETASOL PROPIONATE,,12,D07AD01,,Currently in Shortage,2025-12-31,2026-04-01,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,35-490-08,2026-03-19T14:47:58.273856
SA,Saudi Arabia,SFDA,BRONCLYN 1.5MG-5ML SYRUP,TERBUTALINE,,12,R03AC03,,Currently in Shortage,2025-12-31,2026-04-01,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,1804221946,2026-03-19T14:47:58.274860
SA,Saudi Arabia,SFDA,OXALIPLATIN MEDAC 150MG POWDER,OXALIPLATIN,,8,L01XA03,,Currently in Shortage,2025-12-31,2026-04-01,Commercial /Manufacturing Issue,MEDAC,ZIMMO TRADING ESTABLISHMENT,3-463-10,2026-03-19T14:47:58.276853
SA,Saudi Arabia,SFDA,CROTAPHIL 10% CREAM,CROTAMITON,,6,,,Currently in Shortage,2025-12-29,2026-04-01,Commercial /Manufacturing Issue,PHILADELPHIA PHARMACEUTICAL,ZIMMO TRADING ESTABLISHMENT,1208258014,2026-03-19T14:47:58.277856
SA,Saudi Arabia,SFDA,HAIRGAIN 2% W-V SOLUTION FOR WOMEN,MINOXIDIL,,12,D11AX01,,Currently in Shortage,2025-12-31,2026-04-01,MAH/Agent changed,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,0809258187,2026-03-19T14:47:58.278858
SA,Saudi Arabia,SFDA,HAIRGAIN 5% W-V SOLUTION FOR MEN,MINOXIDIL,,12,D11AX01,,Currently in Shortage,2025-12-31,2026-04-01,MAH/Agent changed,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,2110258452,2026-03-19T14:47:58.280856
SA,Saudi Arabia,SFDA,MENOGON 75 I.U FSH & 75 I.U LH AMPOULES,"FOLLICLE STIMULATING HORMONE (FSH),LUTEINIZING HORMONE (LH)",,41,,,Currently in Shortage,2023-08-24,2026-01-01,Commercial /Manufacturing Issue,FERRING,Abdulrehman Algosaibi G.T.C.,2-367-01,2026-03-19T14:47:58.281856
SA,Saudi Arabia,SFDA,ULTRADERM,"NYSTATIN,NEOMYCIN SULFATE,TRIAMCINOLONE ACETONIDE,GRAMICIDIN",,41,D01AA01,,Currently in Shortage,2023-08-24,2026-01-01,Commercial /Manufacturing Issue,The Arab Pharmaceutical Manufacturing PSC Sult,Abdulrehman Algosaibi G.T.C.,91-119-98,2026-03-19T14:47:58.282897
SA,Saudi Arabia,SFDA,MENOPUR 75 IU powder for solution for injection,MENOTROPHIN,,51,,,Currently in Shortage,2022-09-20,2026-01-01,Commercial /Manufacturing Issue,FERRING,Abdulrehman Algosaibi G.T.C.,27-367-16,2026-03-19T14:47:58.286043
SA,Saudi Arabia,SFDA,Cryptario,PALBOCICLIB,,29,L01EF01,,Currently in Shortage,2024-09-07,2026-01-01,Commercial /Manufacturing Issue,Synthon Hispania SL,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,2305245339,2026-03-19T14:47:58.287594
SA,Saudi Arabia,SFDA,Cryptario,PALBOCICLIB,,29,L01EF01,,Currently in Shortage,2024-09-07,2026-01-01,Commercial /Manufacturing Issue,Synthon Hispania SL,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,2305245340,2026-03-19T14:47:58.288603
SA,Saudi Arabia,SFDA,Cryptario,PALBOCICLIB,,29,L01EF01,,Currently in Shortage,2024-09-07,2026-01-01,Commercial /Manufacturing Issue,Synthon Hispania SL,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,2305245341,2026-03-19T14:47:58.290601
SA,Saudi Arabia,SFDA,ANTIPLATE 75MG TAB,DIPYRIDAMOLE,,55,B01AC07,,Currently in Shortage,2022-01-06,2026-01-01,Commercial /Manufacturing Issue,APM,Abdulrehman Algosaibi G.T.C.,1303257063,2026-03-19T14:47:58.292602
SA,Saudi Arabia,SFDA,BALKATRIN SUSP,"SULFAMETHOXAZOLE,TRIMETHOPRIM",,48,J01EA01,,Currently in Shortage,2023-01-01,2026-01-01,Commercial /Manufacturing Issue,APM,Abdulrehman Algosaibi G.T.C.,41-119-82,2026-03-19T14:47:58.293602
SA,Saudi Arabia,SFDA,DOCETAXEL ACCORD 20 mg/ml Vial,DOCETAXEL,,12,L01CD02,,Currently in Shortage,2025-12-30,2026-01-01,Regulations Related Issue,INTAS PHARMACEUTICALS LIMITED,ZIMMO TRADING ESTABLISHMENT,0302256793,2026-03-19T14:47:58.294599
SA,Saudi Arabia,SFDA,Tacidine,AZACITIDINE,,12,L01BC07,,Currently in Shortage,2025-12-29,2026-01-01,Regulations Related Issue,INTAS PHARMACEUTICALS LIMITED,ZIMMO TRADING ESTABLISHMENT,1304210681,2026-03-19T14:47:58.295602
SA,Saudi Arabia,SFDA,MEDACIN -T 1% TOPICAL SOLUTION,CLINDAMYCIN PHOSPHATE,,12,J01FF01,,Currently in Shortage,2025-12-31,2026-01-01,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,0804257207,2026-03-19T14:47:58.297107
SA,Saudi Arabia,SFDA,MEDAFEN 100MG-5ML SUSPENSION,IBUPROFEN,,12,M01AE01,,Currently in Shortage,2025-12-31,2026-01-01,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,27-490-06,2026-03-19T14:47:58.298111
SA,Saudi Arabia,SFDA,CLARAZOLE 2% SHAMPOO,KETOCONAZOLE,,12,D01AC08,,Currently in Shortage,2025-12-31,2026-01-01,Commercial /Manufacturing Issue,MEDPHARMA PHARMACEUTICAL & CHEMICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,6-490-05,2026-03-19T14:47:58.300117
SA,Saudi Arabia,SFDA,FENAMIC 250 MG CAP,MEFENAMIC ACID,,12,,,Currently in Shortage,2025-12-31,2026-01-01,Commercial /Manufacturing Issue,KUWAIT SAUDI PHARMACEUTICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,1505245310,2026-03-19T14:47:58.303114
SA,Saudi Arabia,SFDA,ASACOL 500MG SUPPOSITORIES,MESALAZINE,,29,A07EC02,,Currently in Shortage,2024-04-23,2026-01-01,Commercial /Manufacturing Issue,WULFING PHARMA,ALHAYA MEDICAL CO,0109258136,2026-03-19T14:47:58.304116
SA,Saudi Arabia,SFDA,Wetzo,APREMILAST,,6,L04AA32,,Currently in Shortage,2025-12-31,2026-01-01,Commercial /Manufacturing Issue,Macleods Pharmaceuticals Limited,ZIMMO TRADING ESTABLISHMENT,3008222562,2026-03-19T14:47:58.306116
SA,Saudi Arabia,SFDA,FLUDREX SYRUP,"PARACETAMOL,PSEUDOEPHEDRINE HYDROCHLORIDE,CHLORPHENIRAMINE MALEATE",,12,N02BE01,,Currently in Shortage,2025-12-31,2025-12-31,Commercial /Manufacturing Issue,KUWAIT SAUDI PHARMACEUTICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,1505245306,2026-03-19T14:47:58.307117
SA,Saudi Arabia,SFDA,OXALIPLATIN MEDAC 100MG POWDER,OXALIPLATIN,,8,L01XA03,,Currently in Shortage,2025-12-31,2025-12-31,Commercial /Manufacturing Issue,MEDAC,ZIMMO TRADING ESTABLISHMENT,2-463-10,2026-03-19T14:47:58.308116
SA,Saudi Arabia,SFDA,OXALIPLATIN MEDAC 50MG POWDER,OXALIPLATIN,,8,L01XA03,,Currently in Shortage,2025-12-31,2025-12-31,Commercial /Manufacturing Issue,MEDAC,ZIMMO TRADING ESTABLISHMENT,1-463-10,2026-03-19T14:47:58.309116
SA,Saudi Arabia,SFDA,Elbag,ELTROMBOPAG OLAMINE,,27,B02BX05,,Currently in Shortage,2024-04-09,2025-12-31,Commercial /Manufacturing Issue,Synthon Hispania SL,Saudi Import Company - BANAJA,1407245569,2026-03-19T14:47:58.310116
SA,Saudi Arabia,SFDA,Elbag,ELTROMBOPAG OLAMINE,,27,B02BX05,,Currently in Shortage,2024-04-09,2025-12-31,Commercial /Manufacturing Issue,Synthon Hispania SL,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,1407245571,2026-03-19T14:47:58.311116
SA,Saudi Arabia,SFDA,LEVANIX 500 mg film-coated tablet,LEVOFLOXACIN,,12,J01MA12,,Currently in Shortage,2025-12-30,2025-12-31,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,13-584-17,2026-03-19T14:47:58.313116
SA,Saudi Arabia,SFDA,NEODAY 5MG-5ML SYRUP,LORATADINE,,12,R06AX13,,Currently in Shortage,2025-12-30,2025-12-31,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,5-584-08,2026-03-19T14:47:58.314116
SA,Saudi Arabia,SFDA,NEODAY 10MG TABLETS,LORATADINE,,12,R06AX13,,Currently in Shortage,2025-12-30,2025-12-31,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,8-584-09,2026-03-19T14:47:58.315116
SA,Saudi Arabia,SFDA,NEOVENTIL 2MG-5ML SYRUP,SALBUTAMOL,,12,R03AC02,,Currently in Shortage,2025-12-30,2025-12-31,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,1-584-08,2026-03-19T14:47:58.317125
SA,Saudi Arabia,SFDA,NEOMOL 120MG-5ML SUSPENSION,PARACETAMOL,,12,N02BE01,,Currently in Shortage,2025-12-30,2025-12-31,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,4-584-08,2026-03-19T14:47:58.319117
SA,Saudi Arabia,SFDA,NEOCIPRO 500MG F.C. TABLETS,CIPROFLOXACIN,,12,J01MA02,,Currently in Shortage,2025-12-30,2025-12-31,Regulations Related Issue,SAUDI PHARMACEUTICAL INDUSTRIES,ZIMMO TRADING ESTABLISHMENT,9-584-09,2026-03-19T14:47:58.321115
SA,Saudi Arabia,SFDA,ODECON 150 mg Capsule,FLUCONAZOLE,,12,J02AC01,,Currently in Shortage,2025-12-30,2025-12-31,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,23-584-19,2026-03-19T14:47:58.322115
SA,Saudi Arabia,SFDA,NAUSIDOM 10 mg Tablet,DOMPERIDONE,,12,A03FA03,,Currently in Shortage,2025-12-30,2025-12-31,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,22-584-19,2026-03-19T14:47:58.324114
SA,Saudi Arabia,SFDA,SARFEX 180MG F.C.TAB.(30S),FEXOFENADINE HYDROCHLORIDE,,12,R06AX26,,Currently in Shortage,2025-12-30,2025-12-31,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,19-586-19,2026-03-19T14:47:58.326114
SA,Saudi Arabia,SFDA,SARFEX 180MG F.C.TAB.(10S),FEXOFENADINE HYDROCHLORIDE,,12,R06AX26,,Currently in Shortage,2025-12-30,2025-12-31,Regulations Related Issue,NEOPHARMA,ZIMMO TRADING ESTABLISHMENT,18-586-19,2026-03-19T14:47:58.327114
SA,Saudi Arabia,SFDA,MEXAT 25 MG/ML SOLUTION FOR INJECTION,METHOTREXATE,,12,L04AX03,,Currently in Shortage,2025-12-30,2025-12-31,Commercial /Manufacturing Issue,INTAS PHARMACEUTICALS LIMITED,ZIMMO TRADING ESTABLISHMENT,2-5223-18,2026-03-19T14:47:58.329116
SA,Saudi Arabia,SFDA,MEXAT 25 MG/ML SOLUTION FOR INJECTION,METHOTREXATE,,12,L04AX03,,Currently in Shortage,2025-12-30,2025-12-31,Commercial /Manufacturing Issue,INTAS PHARMACEUTICALS LIMITED,ZIMMO TRADING ESTABLISHMENT,3-5223-18,2026-03-19T14:47:58.330115
SA,Saudi Arabia,SFDA,AMOXIL 500MG CAP.,AMOXICILLIN,,12,J01CA04,,Currently in Shortage,2025-12-30,2025-12-30,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,6-212-90,2026-03-19T14:47:58.333114
SA,Saudi Arabia,SFDA,UCIDERM 2% W-W GEL,FUSIDIC ACID,,6,D06AX01,,Currently in Shortage,2025-12-29,2025-12-30,Commercial /Manufacturing Issue,PHILADELPHIA PHARMACEUTICAL,ZIMMO TRADING ESTABLISHMENT,1411246222,2026-03-19T14:47:58.336184
SA,Saudi Arabia,SFDA,TABIDEX 1 MG F. C. TABLET,ANASTROZOLE,,12,L02BG03,,Currently in Shortage,2025-12-29,2025-12-30,Regulations Related Issue,INTAS PHARMACEUTICALS LIMITED,ZIMMO TRADING ESTABLISHMENT,9-5223-18,2026-03-19T14:47:58.337880
SA,Saudi Arabia,SFDA,"CARBOPLATIN ""EBEWE"" 50MG-5ML",CARBOPLATIN,,7,L01XA02,,Currently in Shortage,2025-12-29,2025-12-30,Commercial /Manufacturing Issue,Fareva Unterach GmbH,Sandoz Limited Trading,3-355-01,2026-03-19T14:47:58.340889
SA,Saudi Arabia,SFDA,SALAZOPYRIN-EN TAB 500MG,SULFASALAZINE,,0,A07EC01,,Currently in Shortage,2025-12-25,2025-12-29,MAH/Agent changed,Recipharm Uppsala AB,"Farouk, Maamoun Tamer & CO",1703257080,2026-03-19T14:47:58.341918
SA,Saudi Arabia,SFDA,Xyvora XL,ALFUZOSIN,,7,G04CA01,,Currently in Shortage,2025-12-24,2025-12-29,Commercial /Manufacturing Issue,Jamjoom Pharmaceuticals Factory Company,JAMJOOM PHARMACEUTICALS CO. LTD.,2411258636,2026-03-19T14:47:58.343889
SA,Saudi Arabia,SFDA,GLACERA 30MG TABLET,PIOGLITAZONE,,29,A10BG03,,Currently in Shortage,2024-01-07,2025-12-29,Commercial /Manufacturing Issue,RIYADH PHARMA,RIYADH PHARMA,1211246192,2026-03-19T14:47:58.344921
SA,Saudi Arabia,SFDA,FUCITHALMIC VISCOUS EYE DROPS,FUSIDIC ACID,,34,D06AX01,,Currently in Shortage,2024-01-02,2025-12-29,Commercial /Manufacturing Issue,Leo Laboratories Ltd.,SAUDI INTERNATIONAL TRADING COMPANY LTD (SITCO),2409245938,2026-03-19T14:47:58.345921
SA,Saudi Arabia,SFDA,NORPROLAC 25MCG-50MCG TABLETS,QUINAGOLIDE,,40,G02CB04,,Currently in Shortage,2023-08-24,2025-12-29,Commercial /Manufacturing Issue,Montajat Veterinary Pharmaceuticals Co. Ltd,Abdulrehman Algosaibi G.T.C.,6-367-06,2026-03-19T14:47:58.347921
SA,Saudi Arabia,SFDA,NORPROLAC 75MCG TABLETS,QUINAGOLIDE,,21,G02CB04,,Currently in Shortage,2024-01-09,2025-12-29,Commercial /Manufacturing Issue,SAUDI PHARMACEUTICAL INDUSTRIES,Abdulrehman Algosaibi G.T.C.,5-367-06,2026-03-19T14:47:58.348922
SA,Saudi Arabia,SFDA,CISPLATIN 1MG-1ML VIAL,CISPLATIN,,12,L01XA01,,Currently in Shortage,2025-01-12,2025-12-29,Commercial /Manufacturing Issue,HOSPIRA AUSTRALIA,Pfizer Saudi Trading,1010246028,2026-03-19T14:47:58.350892
SA,Saudi Arabia,SFDA,Celavas,SEVELAMER CARBONATE,,5,V03AE02,,Currently in Shortage,2025-12-22,2025-12-29,Commercial /Manufacturing Issue,Alrai Pharmaceutical industry Co. (L.L.C),ZIMMO TRADING ESTABLISHMENT,2107257784,2026-03-19T14:47:58.353889
SA,Saudi Arabia,SFDA,TYKODAS,DASATINIB,,5,L01EA02,,Currently in Shortage,2025-01-12,2025-12-29,Commercial /Manufacturing Issue,MSN LABORATORIES PRIVATE LIMITED,Boston Oncology Arabia,2102221755,2026-03-19T14:47:58.354889
SA,Saudi Arabia,SFDA,Renflexis,INFLIXIMAB,,5,L04AB02,,Currently in Shortage,2025-10-29,2025-12-28,Regulations Related Issue,Samsung Biologics,"Farouk, Maamoun Tamer & CO",2612234632,2026-03-19T14:47:58.355890
SA,Saudi Arabia,SFDA,Ezokamine,MICAFUNGIN,,35,J02AX05,,Currently in Shortage,2024-01-01,2025-12-28,Commercial /Manufacturing Issue,"Sagent Pharmaceuticals, Inc",Saudi Arabian Japanese Pharmaceutical Co. Ltd.,1901221617,2026-03-19T14:47:58.356920
SA,Saudi Arabia,SFDA,SIMLANDI 40MG/0.4ML SOLUTION FOR INJECTION PFS,ADALIMUMAB,,47,L04AB04,,Currently in Shortage,2023-01-24,2025-12-28,Commercial /Manufacturing Issue,Alvotech hf,Tabuk Pharmaceutical Manufacturing Company,1910222761,2026-03-19T14:47:58.357919
SA,Saudi Arabia,SFDA,SIMLANDI 40MG/0.4ML SOLUTION FOR INJECTION PFS,ADALIMUMAB,,47,L04AB04,,Currently in Shortage,2023-01-24,2025-12-28,Commercial /Manufacturing Issue,Alvotech hf,Tabuk Pharmaceutical Manufacturing Company,1910222762,2026-03-19T14:47:58.359923
SA,Saudi Arabia,SFDA,SIMLANDI 80MG/0.4ML SOLUTION FOR INJECTION PFS,ADALIMUMAB,,47,L04AB04,,Currently in Shortage,2023-01-24,2025-12-28,Commercial /Manufacturing Issue,Alvotech hf,Tabuk Pharmaceutical Manufacturing Company,1910222763,2026-03-19T14:47:58.360920
SA,Saudi Arabia,SFDA,Lenzal,LINEZOLID,,4,J01XX08,,Currently in Shortage,2025-12-22,2025-12-28,Commercial /Manufacturing Issue,Alrai Pharmaceutical industry Co. (L.L.C),ZIMMO TRADING ESTABLISHMENT,2306257595,2026-03-19T14:47:58.361920
SA,Saudi Arabia,SFDA,MENOGON 75 I.U FSH & 75 I.U LH AMPOULES,"FOLLICLE STIMULATING HORMONE (FSH),LUTEINIZING HORMONE (LH)",,40,,,Currently in Shortage,2023-08-24,2025-12-28,Commercial /Manufacturing Issue,Interchemie Werken “De Adelaar” B.V.,Abdulrehman Algosaibi G.T.C.,1-367-01,2026-03-19T14:47:58.362922
SA,Saudi Arabia,SFDA,Incell,IBRUTINIB,,47,L01EL01,,Currently in Shortage,2023-01-29,2025-12-28,Commercial /Manufacturing Issue,Saudi Arabian Japanese pharmaceutical company SAJA,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,2212223034,2026-03-19T14:47:58.363920
SA,Saudi Arabia,SFDA,MAVEC 100MG F.C. TABLET,IMATINIB MESILATE,,67,L01EA01,,Currently in Shortage,2021-01-05,2025-12-28,Commercial /Manufacturing Issue,Natco Pharma Limited,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,1311246219,2026-03-19T14:47:58.364917
