country_code,country_name,source,medicine_name,atc_code,active_substance,dosage_form,strength,marketing_auth_holder,status,detail_url,scraped_at,prk
EE,Estonia,RAVIMIAMET,NEURONTIN,N02BF01,gabapentiin,kõvakapsel,300mg,Lex Ano UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9dfc7c9c-e303-46b8-8f00-0bb94835b55c,2026-09-21T16:19:40.863681,52825
EE,Estonia,RAVIMIAMET,NEVANAC,S01BC10,nepafenak,"silmatilgad, suspensioon",1mg 1ml,Novartis Europharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=85324166-e738-4ecf-aa51-4fd598ebbbbc,2026-09-21T16:19:40.863697,220612
EE,Estonia,RAVIMIAMET,Nobilis IB+G+ND,I01AA08,lindude nakkava bronhiidi viirusvaktsiin +Newcastle'i tõve viirus-/paramüksoviirusvaktsiin +lindude nakkava bursiidi (Gumboro) viirusvaktsiin,süsteemulsioon,1annus,Intervet International B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=0c9ca1ba-978a-4c00-b980-f990f15bcaf2,2026-09-21T16:19:40.863713,
EE,Estonia,RAVIMIAMET,Noroclox DC,J51CF02,kloksatsilliin,intramammaarsuspensioon,500mg 1annus,Norbrook Laboratories (Ireland) Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=b6ed2810-abb1-4db7-8b20-0be2be1b504d,2026-09-21T16:19:40.863729,
EE,Estonia,RAVIMIAMET,Norodine 24,J01EW10,sulfadiasiin +trimetoprim,süstelahus,200mg +40mg 1ml,Norbrook Laboratories (Ireland) Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=f19171a2-4413-491f-9c8f-8fb113e2e255,2026-09-21T16:19:40.863745,
EE,Estonia,RAVIMIAMET,OMEP 20MG,A02BC01,omeprasool,gastroresistentne kõvakapsel,20mg,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=50d18fe5-a18f-4d4d-82aa-c4aa88b8ea2e,2026-09-21T16:19:40.863761,
EE,Estonia,RAVIMIAMET,ONYTEC,D01AE14,tsiklopiroks,ravimküünelakk,80mg 1g,Polichem S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=faa5d642-cbc9-43fc-bc99-3dddf76d8a84,2026-09-21T16:19:40.863778,39233
EE,Estonia,RAVIMIAMET,Ophtaclin vet,S01AA02,kloortetratsükliin,silmasalv,"9,3mg 1g",Le Vet. Beheer B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=7e4a062b-8231-46fa-aa91-f2b256fe5535,2026-09-21T16:19:40.863794,
EE,Estonia,RAVIMIAMET,ORFIRIL,N03AG01,valproehape,süstelahus,100mg 1ml,Desitin Arzneimittel GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=772cc141-8620-4723-9be0-3163b0a59803,2026-09-21T16:19:42.810466,58831
EE,Estonia,RAVIMIAMET,PARACETAMOL LIVSANE,N02BE01,paratsetamool,õhukese polümeerikattega tablett,500mg,PXG Pharma GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c2aaef59-fd78-4cfa-85a1-edcb93bd142d,2026-09-21T16:19:42.810500,67903
EE,Estonia,RAVIMIAMET,PERINDOPRIL/INDAPAMIDE TEVA,C09BA83,perindopriil +indapamiid,õhukese polümeerikattega tablett,"10mg +2,5mg",Teva Pharma B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=db3a85de-750a-4a96-aff5-6152f4a9ae1b,2026-09-21T16:19:42.810522,
EE,Estonia,RAVIMIAMET,PHENHYDAN INJEKTIONSLÖSUNG,N03AB02,fenütoiin,süstelahus,50mg 1ml,Desitin Arzneimittel GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8ef9092d-ca02-418d-b3e4-4f6f2dd8fa81,2026-09-21T16:19:42.810542,
EE,Estonia,RAVIMIAMET,PLAQUENIL,P01BA02,hüdroksüklorokviin,õhukese polümeerikattega tablett,200mg,First Pharma OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=bdc94301-39a5-4517-bf45-1e975639a83e,2026-09-21T16:19:42.810561,51
EE,Estonia,RAVIMIAMET,PREPARATION H,C05AX83,pärmseente ekstrakt +haimaksaõli,rektaalsuposiit,23mg +69mg,First Pharma OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=22f1787d-ffa3-4070-978f-7070b011a904,2026-09-21T16:19:42.810580,
EE,Estonia,RAVIMIAMET,PRO-AMBROSAN,R05CB06,ambroksool,tablett,30mg,Pro.Med.Cs Praha a.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=540553eb-6e66-4c67-8027-a6c7c5ef45ea,2026-09-21T16:19:42.810599,
EE,Estonia,RAVIMIAMET,PROKANAZOL,J02AC02,itrakonasool,kõvakapsel,100mg,Pro.Med.Cs Praha a.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=62772f3b-43ea-4f94-9209-b9581eabfa76,2026-09-21T16:19:42.810618,
EE,Estonia,RAVIMIAMET,PROPRANOLOL ACCORD 40MG,C07AA05,propranolool,õhukese polümeerikattega tablett,40mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ef3c81a1-964a-40cf-bb75-6320a9e4f7ad,2026-09-21T16:19:42.810636,5711
EE,Estonia,RAVIMIAMET,PROSPAN,R05CA12,luuderohuleht,"suukaudsed tilgad, lahus",20mg 1ml,Engelhard Arzneimittel GmbH & Co. KG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e419784b-c0df-4be0-874f-97cae460f3d8,2026-09-21T16:19:42.810657,
EE,Estonia,RAVIMIAMET,QUETIAPINE ACCORD,N05AH04,kvetiapiin,toimeainet prolongeeritult vabastav tablett,400mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=66e5126b-9a0c-4a36-8f44-ee61eda6eb4c,2026-09-21T16:19:42.810675,84212
EE,Estonia,RAVIMIAMET,QUETIAPINE TEVA,N05AH04,kvetiapiin,õhukese polümeerikattega tablett,25mg,Teva Pharma B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=37a3d396-6718-42c0-a693-e8f6001341b8,2026-09-21T16:19:42.810696,50741
EE,Estonia,RAVIMIAMET,RAMDACORDIA,C09BB07,ramipriil +amlodipiin,kõvakapsel,10mg +5mg,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ff60830e-c492-4622-8efa-daad0d77fa18,2026-09-21T16:19:42.810714,
EE,Estonia,RAVIMIAMET,RAMDACORDIA,C09BB07,ramipriil +amlodipiin,kõvakapsel,5mg +5mg,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=a55f0710-3db6-47b8-8efe-dfba656e6fee,2026-09-21T16:19:42.810733,
EE,Estonia,RAVIMIAMET,RAMDACORDIA,C09BB07,ramipriil +amlodipiin,kõvakapsel,10mg +10mg,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=38074eb7-e846-4b0b-ae8c-e7aec88102ee,2026-09-21T16:19:42.810751,
EE,Estonia,RAVIMIAMET,RANISAN 150 MG,A02BA02,ranitidiin,õhukese polümeerikattega tablett,150mg,Pro.Med.Cs Praha a.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e1b72f37-985f-4b95-ab9f-a691eba151bb,2026-09-21T16:19:42.810769,107840
EE,Estonia,RAVIMIAMET,RANISAN 75MG,A02BA02,ranitidiin,õhukese polümeerikattega tablett,75mg,Pro.Med.Cs Praha a.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b9533d0d-dfb2-43d6-8cb3-bb64e7e962a8,2026-09-21T16:19:42.810788,107840
EE,Estonia,RAVIMIAMET,RANITIDINE ACCORD,A02BA02,ranitidiin,õhukese polümeerikattega tablett,150mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=512aa48e-b3ef-40eb-a440-2a5a25e5990f,2026-09-21T16:19:42.810806,107840
EE,Estonia,RAVIMIAMET,RANITIDINE ACCORD,A02BA02,ranitidiin,õhukese polümeerikattega tablett,300mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=eb0c0ec9-4647-46fc-bf34-071af7b0f238,2026-09-21T16:19:42.810824,107840
EE,Estonia,RAVIMIAMET,SCINTIMUN,V09HA80,besilesomab,radiofarmatseutiline komplekt,1mg,Telix Innovations,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2e758cff-25cb-4561-80de-bede46c9ddab,2026-09-21T16:19:42.810842,
EE,Estonia,RAVIMIAMET,SINUPRET FORTE,R05XA80,emajuurejuur +nurmenukuõis +hapu oblikas +leedriõis +raudürdiürt,kaetud tablett,12mg +36mg +36mg +36mg +36mg,First Pharma OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=40c930e8-ea02-4039-9802-be66a8a2c2f9,2026-09-21T16:19:42.810861,
EE,Estonia,RAVIMIAMET,SIRDALUD,M03BX02,tisanidiin,tablett,2mg,Ideal Trade Links UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=23627204-a3ed-4be2-948e-16fa4bdd3d4d,2026-09-21T16:19:42.810879,22993
EE,Estonia,RAVIMIAMET,SIRDALUD,M03BX02,tisanidiin,tablett,4mg,Ideal Trade Links UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f1b0f4ae-f2f4-41c7-9d09-64bcb6f21f74,2026-09-21T16:19:42.810897,23000
EE,Estonia,RAVIMIAMET,SIRDALUD,M03BX02,tisanidiin,tablett,2mg,Lex Ano UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2354d8d0-4c61-48ee-a739-ddbfd3e58f28,2026-09-21T16:19:42.810916,22993
EE,Estonia,RAVIMIAMET,Synulox RTU,J01CR80,amoksitsilliin +klavulaanhape,süstesuspensioon,140mg +35mg 1ml,Zoetis Belgium,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=a75aae73-b0b7-4c2a-9eef-86aab31d637a,2026-09-21T16:19:42.810934,
EE,Estonia,RAVIMIAMET,ZINNAT,J01DC02,tsefuroksiim,suukaudse suspensiooni graanulid,25mg 1ml,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=76394fba-167e-4264-b259-6b20ffe163b0,2026-09-21T16:19:42.810952,
EE,Estonia,RAVIMIAMET,ZUBSOLV,N07BC51,buprenorfiin +naloksoon,keelealune tablett,"5,7mg +1,4mg",Accord Healthcare S.L.U.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=68785453-dbdd-4968-a4ff-46f9302ee6c9,2026-09-21T16:19:42.810971,215082
EE,Estonia,RAVIMIAMET,ZYLUMIT,J01FA10,asitromütsiin,õhukese polümeerikattega tablett,500mg,Rivopharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8183d3d2-57b8-4c6e-996f-e4d10b992b88,2026-09-21T16:19:42.810989,
EE,Estonia,RAVIMIAMET,TADALAFIL ZENTIVA,G04BE08,tadalafiil,õhukese polümeerikattega tablett,5mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=a5f2f66d-d2cc-4ecb-8a92-b327e079ba87,2026-09-21T16:19:42.811006,86274
EE,Estonia,RAVIMIAMET,TAMBOCOR,C01BC04,flekainiid,süstelahus,10mg 1ml,Cenexi,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=419f639e-5584-480a-8e3e-7788041a191b,2026-09-21T16:19:42.811024,20419
EE,Estonia,RAVIMIAMET,"TAMOXIFEN ""EBEWE""",L02BA01,tamoksifeen,tablett,20mg,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ac063d83-211d-49f2-a2d5-5cb2fc4018bf,2026-09-21T16:19:42.811043,17884
EE,Estonia,RAVIMIAMET,TARKA,C09BB10,trandolapriil +verapamiil,toimeainet modifitseeritult vabastav tablett,4mg +240mg,Viatris SIA,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7e0a27de-9054-44a8-8966-cfbb81cd245f,2026-09-21T16:19:42.811062,42706
EE,Estonia,RAVIMIAMET,TARKA,C09BB10,trandolapriil +verapamiil,toimeainet modifitseeritult vabastav tablett,2mg +180mg,Viatris SIA,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d53e6535-2584-45e0-99ab-bfa65f592e1e,2026-09-21T16:19:42.811079,42706
EE,Estonia,RAVIMIAMET,TELMISARTAN SANDOZ 80 MG,C09CA07,telmisartaan,tablett,80mg,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=997b266e-939c-4913-ae7b-fe8d7f124592,2026-09-21T16:19:42.811097,50652
EE,Estonia,RAVIMIAMET,TELMISARTAN-RATIOPHARM 40MG,C09CA07,telmisartaan,tablett,40mg,Ratiopharm GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1266812e-d48b-4865-920f-5bd44d996083,2026-09-21T16:19:42.811115,50644
EE,Estonia,RAVIMIAMET,TERBINAFINE SANDOZ 250 MG,D01BA02,terbinafiin,tablett,250mg,Lex Ano UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f5f6c8ba-3d89-461f-bcae-b89244bd54e8,2026-09-21T16:19:42.811133,34010
EE,Estonia,RAVIMIAMET,TIOTIL,H03BA02,propüültiouratsiil,tablett,50mg,Leyh Pharma GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7fa51d0d-0c3f-48e9-9f71-268def87e3fd,2026-09-21T16:19:42.811151,42870
EE,Estonia,RAVIMIAMET,TOPIRAMATE ELVIM,N03AX11,topiramaat,õhukese polümeerikattega tablett,100mg,SIA Elvim,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b2b48e5f-6ec2-485d-846a-e60966a61eb7,2026-09-21T16:19:42.811169,45764
EE,Estonia,RAVIMIAMET,TOPIRAMATE ELVIM,N03AX11,topiramaat,õhukese polümeerikattega tablett,25mg,SIA Elvim,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c0480503-4801-4a09-8f78-5eeb7de54afe,2026-09-21T16:19:42.811189,45756
EE,Estonia,RAVIMIAMET,TORZELIP,C10BA05,atorvastatiin +esetimiib,tablett,40mg +10mg,Ideal Trade Links UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5c23edb4-a4e7-40fd-b70e-7c2bc6177fcf,2026-09-21T16:19:42.811205,122815
EE,Estonia,RAVIMIAMET,TRAVOPROST ELVIM,S01EE04,travoprost,"silmatilgad, lahus",40mcg 1ml,SIA Elvim,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c8fc19e4-6e53-45b4-8c5c-b3399f7aae45,2026-09-21T16:19:42.811220,
EE,Estonia,RAVIMIAMET,TRIMETAZIDINE RIVOPHARM,C01EB15,trimetasidiin,toimeainet modifitseeritult vabastav tablett,35mg,Rivopharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1333e722-6629-4b52-afd6-0ef75a5a5afb,2026-09-21T16:19:42.811235,
EE,Estonia,RAVIMIAMET,ULTOP,A02BC01,omeprasool,gastroresistentne kõvakapsel,20mg,KRKA tovarna zdravil d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=33b0f2c5-7a37-4d8b-8ff7-7b6e8aa9e04e,2026-09-21T16:19:42.811250,
EE,Estonia,RAVIMIAMET,VARILRIX,J07BK01,"tuulerõugete viirus, elus, nõrgestatud",süstelahuse pulber ja lahusti süstlis,1annus 0.5ml,Glaxosmithkline Biologicals,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7d989d12-ea4d-45ef-9582-c5b808250727,2026-09-21T16:19:42.811265,82201
EE,Estonia,RAVIMIAMET,VENDAL RETARD 10 MG,N02AA01,morfiin,toimeainet prolongeeritult vabastav tablett,10mg,G.L. Pharma GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e8f5f407-f08e-4e5c-8724-6663a15681d5,2026-09-21T16:19:42.811279,
EE,Estonia,RAVIMIAMET,VENLAFAXINE ELVIM,N06AX16,venlafaksiin,toimeainet prolongeeritult vabastav kõvakapsel,75mg,SIA Elvim,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6915472e-19ed-4c28-8738-efa58ed74c8c,2026-09-21T16:19:42.811293,47511
EE,Estonia,RAVIMIAMET,VESICARE,G04BD08,solifenatsiin,õhukese polümeerikattega tablett,10mg,Astellas Pharma d.o.o.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ca36697d-bf25-4da0-910f-c03ed7fb977f,2026-09-21T16:19:42.811307,75345
EE,Estonia,RAVIMIAMET,VESICARE,G04BD08,solifenatsiin,õhukese polümeerikattega tablett,5mg,Astellas Pharma d.o.o.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8c94d1ba-672f-465b-95f6-c26e932c50f8,2026-09-21T16:19:42.811321,75337
EE,Estonia,RAVIMIAMET,Vetofol,N01AX10,propofool,süsteemulsioon,10mg 1ml,Norbrook Laboratories (Ireland) Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=4d0b3707-3ceb-4762-8d4c-48bc7dbd2d49,2026-09-21T16:19:42.811335,
EE,Estonia,RAVIMIAMET,Vey Tosal,A12CX92,butafosfaan +tsüanokobalamiin,süstelahus,"100mg +0,05mg 1ml",Veyx Pharma GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=1f9a6188-a920-4244-abdb-f7b6ce90eaf2,2026-09-21T16:19:42.811349,
EE,Estonia,RAVIMIAMET,VILSPOX,A10BD08,metformiin +vildagliptiin,õhukese polümeerikattega tablett,1000mg +50mg,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ba0f14ad-073f-4e6e-915b-b669be8531c8,2026-09-21T16:19:44.683905,85952
EE,Estonia,RAVIMIAMET,XANAX,N05BA12,alprasolaam,tablett,1mg,First Pharma OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=bf4b6c20-be30-4fef-b57c-698f8dbca4a8,2026-09-21T16:19:44.683955,49603
EE,Estonia,RAVIMIAMET,XELJANZ,L04AF01,tofatsitiniib,suukaudne lahus,1mg 1ml,Pfizer Europe MA EEIG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4d4ce119-4225-41fa-ae44-c02561ea418c,2026-09-21T16:19:44.683982,212946
