country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,package_description,atc_code,marketing_auth_holder,reporter,status,reason,parallel_export_ban,legal_basis,healthcare_notice,basg_note,shortage_start,estimated_end,scraped_at
AT,Austria,BASG,Neurobion - Ampullen,"PYRIDOXIN HYDROCHLORID, THIAMIN HYDROCHLORID, CYANOCOBALAMIN",,Injektionslösung,15 ml,5 x 3 x 3 ml (Bündelpackung),A11DB,"P&G Health Germany GmbH, Sulzbacher Straße 40, 65824 Schwalbach Am Taunus, Federal Republic of Germany","P&G Health Germany GmbH, Sulzbacher Straße 40, 65824 Schwalbach Am Taunus, Federal Republic of Germany",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Marcoumar - Tabletten,PHENPROCOUMON,,Tablette,100 Stück,100 Tabletten in weißem HDPE-Fläschchen mit Schraubverschluss aus Polypropylen,B01AA04,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Marcoumar - Tabletten,PHENPROCOUMON,,Tablette,100 Stück,100 Tabletten in Braunglasfläschchen (Typ III) aus Polyethylen,B01AA04,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Marcoumar - Tabletten,PHENPROCOUMON,,Tablette,25 Stück,25 Tabletten in weißem HDPE-Fläschchen mit Schraubverschluss aus Polypropylen,B01AA04,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Quetialan XR 200 mg-Retardtabletten,QUETIAPIN FUMARAT,200 mg,Retardtablette,30 Stück,"30 Retardtabletten in weißen, opaken PVC/PCTFE-Aluminium-Blisterpackungen",N05AH04,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Quetialan XR 200 mg-Retardtabletten,QUETIAPIN FUMARAT,200 mg,Retardtablette,10 Stück,"10 Retardtabletten in weißen, opaken PVC/PCTFE-Aluminium-Blisterpackungen",N05AH04,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Lanair 10 mg - Filmtabletten,MONTELUKAST NATRIUM,10 mg,Filmtablette,30 Stück,30 Filmtabletten in Blister,R03DC03,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Regulatorische Änderungen,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Linezolid 1A Pharma 600 mg – Filmtabletten,LINEZOLID,600 mg,Filmtablette,20 Stück,OPA/Alu/PVC/Alu-Blisterpackung,J01XX08,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Linezolid 1A Pharma 600 mg – Filmtabletten,LINEZOLID,600 mg,Filmtablette,10 Stück,OPA/Alu/PVC/Alu-Blisterpackung,J01XX08,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Linezolid 1A Pharma 600 mg – Filmtabletten,LINEZOLID,600 mg,Filmtablette,30 Stück,OPA/Alu/PVC/Alu-Blisterpackung,J01XX08,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Quetiapin +pharma 300 mg Filmtabletten,QUETIAPIN FUMARAT,,Filmtablette,60 Stück,60 Stück,N05AH04,"+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich","+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Quetiapin +pharma 300 mg Filmtabletten,QUETIAPIN FUMARAT,,Filmtablette,30 Stück,30 Stück,N05AH04,"+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich","+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Wellbutrin XR 300 mg - Retardtabletten,BUPROPION HYDROCHLORID,300 mg,Tablette mit veränderter Wirkstofffreisetzung,30 Stück,"30 Stück in weißen, undurchsichtigen Flaschen aus hochdichtem Polyethylen (HDPE), die einen Trocknungsmittelbehälter für die Aktivkohle/Kieselsäuregel-Kombination enthalten und mit einem kindersi",N06AX12,"Glaxosmithkline Pharma GmbH, Wienerbergstraße 7, 1100 Wien, Österreich","Glaxosmithkline Pharma GmbH, Wienerbergstraße 7, 1100 Wien, Österreich",Nicht verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Haemocomplettan P 1g/2g Pulver zur Herstellung einer Injektions-/Infusionslösung,FIBRINOGEN,1g/2g,,1 Stück,1 Durchstechflasche mit 1 g Fibrinogen vom Menschen,B02BB01,"CSL Behring GmbH, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany","CSL Behring GmbH, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Ja,,,,2026-03-13T22:11:16.200749
AT,Austria,BASG,Haemocomplettan P 1g/2g Pulver zur Herstellung einer Injektions-/Infusionslösung,FIBRINOGEN,1g/2g,,1 Stück,1 Durchstechflasche mit 2 g Fibrinogen vom Menschen,B02BB01,"CSL Behring GmbH, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany","CSL Behring GmbH, Emil-Von-Behring-Straße 76, 35041 Marburg, Federal Republic of Germany",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Ja,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Ropinirol Actavis ret. 2 mg Retardtabletten,ROPINIROL HYDROCHLORID,2 mg,Retardtablette,30 Stück,30 Stück in AL/AL-Blister,N04BC04,"Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland","Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Ropinirol Actavis ret. 2 mg Retardtabletten,ROPINIROL HYDROCHLORID,2 mg,Retardtablette,21 Stück,21 Stück in AL/AL-Blister,N04BC04,"Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland","Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Prednifluid 10 mg/ml Augentropfensuspension,PREDNISOLON ACETAT,10 mg/ml,Augentropfensuspension,5 ml,1 x 5 ml in LDPE-Flasche mit LDPE-Verschluss mit Tropfer und manipulationssicherem HDPE-Schraubdeckel,S01BA04,"Dermapharm GmbH, Kleeblattgasse 4/13, 1010 Wien, Österreich","Dermapharm GmbH, Kleeblattgasse 4/13, 1010 Wien, Österreich",Nicht verfügbar,Rückruf von Chargen am Markt,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Informationen zum Rückruf unter: https://www.basg.gv.at/marktbeobachtung/amtliche-nachrichten/detail/prednifluid-10-mg-ml-augentropfensuspension
Information regarding the recall please see: https://www.basg.gv.at/en/market-surveillance/official-announcements/detail/prednifluid-10-mg-ml-augentropfensuspension",,,2026-03-13T22:11:16.201753
AT,Austria,BASG,"Moxonibene 0,4 mg - Filmtabletten",MOXONIDIN,"0,4 mg",Filmtablette,30 Stück,30 Stück,C02AC05,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Sertralin Hexal 50 mg - Filmtabletten,SERTRALIN HYDROCHLORID,50 mg,Filmtablette,30 Stück,30 Stück in Alu/PVC-Blister,N06AB06,"Hexal Pharma GmbH, Jakov-Lind-Straße 5,Top 3.05, 1020 Wien, Österreich","Hexal Pharma GmbH, Jakov-Lind-Straße 5,Top 3.05, 1020 Wien, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Sertralin Hexal 50 mg - Filmtabletten,SERTRALIN HYDROCHLORID,50 mg,Filmtablette,10 Stück,10 Stück in Alu/PVC-Blister,N06AB06,"Hexal Pharma GmbH, Jakov-Lind-Straße 5,Top 3.05, 1020 Wien, Österreich","Hexal Pharma GmbH, Jakov-Lind-Straße 5,Top 3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Cyklokapron 500 mg - Filmtabletten,TRANEXAMSÄURE,,Filmtablette,20 Stück,Kunststoffbehälter (HDPE) mit Schraubverschluß (PE),B02AA02,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Cyklokapron 500 mg - Filmtabletten,TRANEXAMSÄURE,,Filmtablette,100 Stück,Kunststoffbehälter (HDPE) mit Schraubverschluß (PE),B02AA02,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Ofloxa-Vision 3 mg/g Augensalbe,OFLOXACIN,3 mg/g,Augensalbe,3 g,3g in HDPE/Coploymer/LDPE - Tube,S01AE01,"OmniVision GmbH, Lindberghstraße 9, 82178 Puchheim, Federal Republic of Germany","OmniVision GmbH, Lindberghstraße 9, 82178 Puchheim, Federal Republic of Germany",Nicht verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Palibon 25 mg Depot-Injektionssuspension in einer Fertigspritze,PALIPERIDON PALMITAT,25 mg,Depot-Injektionssuspension in einer Fertigspritze,1 Stück,"1 Fertigspritze und 2 Kanülen, Fertigspritze (Cyclo-Olefin-Copolymer) mit Kolbenstopfen (Chlorbutylkautschuk), Rücklaufsperre und Spitzenkappe (Chlorbutylkautschuk) mit einer 22-G 1½-Zoll-Sicherhei",N05AX13,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Prostin E2 3 mg - Vaginaltabletten,DINOPROSTON,3 mg,Vaginaltablette,4 Stück,4 Stueck,G02AD02,"Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich","Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Visudyne 15 mg Pulver zur Herstellung einer Infusionslösung,VERTEPORFIN,,Pulver zur Herstellung einer Infusionslösung,1 Stück,"15 mg Pulverzur Herstellung einer Infusionslösung in einer Einmal-Durchstechflasche (TypI), mit Brombutyl-Gummistopfen und Aluminium-Abziehkappe.",S01LA01,"Cheplapharm Arzneimittel GmbH, Ziegelhof 24, 17489 Greifswald, Federal Republic of Germany","Cheplapharm Arzneimittel GmbH, Ziegelhof 24, 17489 Greifswald, Federal Republic of Germany",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Mytolac 90 mg Injektionslösung in einer Fertigspritze,LANREOTID ACETAT,90 mg,Injektionslösung in einer Fertigspritze,1 Stück,1 Fertigspritze aus Polypropylen mit Kolbenstopfen aus einem thermoplastischem Elastomer versiegelt mit einer Kappe aus Polypropylen,H01CB03,"Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland","Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Jardiance 10 mg Filmtabletten,EMPAGLIFLOZIN,10 mg,Filmtablette,30 Stück,(PVC/Alu),A10BK03,"Boehringer Ingelheim International GmbH, Binger Straße 173, 55216 Ingelheim Am Rhein, Federal Republic of Germany","Boehringer Ingelheim International GmbH, Binger Straße 173, 55216 Ingelheim Am Rhein, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Jardiance 10 mg Filmtabletten,EMPAGLIFLOZIN,10 mg,Filmtablette,14 Stück,(PVC/Alu),A10BK03,"Boehringer Ingelheim International GmbH, Binger Straße 173, 55216 Ingelheim Am Rhein, Federal Republic of Germany","Boehringer Ingelheim International GmbH, Binger Straße 173, 55216 Ingelheim Am Rhein, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Durogesic 12 Mikrogramm/Stunde - Transdermales Pflaster,FENTANYL,12 µg/h,transdermales Pflaster,5 Stück,5 Pflaster einzeln in einem versiegelten Beutel aus Verbundfolie verpackt,N02AB03,"Janssen-Cilag Pharma GmbH, Vorgartenstraße 206b, 1020 Wien, Österreich","Janssen-Cilag Pharma GmbH, Vorgartenstraße 206b, 1020 Wien, Österreich",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,"Etoposid ""Ebewe"" 20 mg/ml - Konzentrat zur Herstellung einer Infusionslösung",ETOPOSID,20 mg/ml,Konzentrat zur Herstellung einer Infusionslösung,5 Stück,"1 x 10 ml in Durchstechflasche (Glas, hydrolytische Klasse I) mit Halobutyl-Gummistopfen",L01CB01,"Ebewe Pharma Ges.m.b.H. Nfg.KG, Mondseestraße 11, 4866 Unterach Am Attersee, Österreich","Ebewe Pharma Ges.m.b.H. Nfg.KG, Mondseestraße 11, 4866 Unterach Am Attersee, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,"Etoposid ""Ebewe"" 20 mg/ml - Konzentrat zur Herstellung einer Infusionslösung",ETOPOSID,20 mg/ml,Konzentrat zur Herstellung einer Infusionslösung,1 Stück,"1 x 20 ml in Durchstechflasche (Glas, hydrolytische Klasse I) mit Halobutyl-Gummistopfen",L01CB01,"Ebewe Pharma Ges.m.b.H. Nfg.KG, Mondseestraße 11, 4866 Unterach Am Attersee, Österreich","Ebewe Pharma Ges.m.b.H. Nfg.KG, Mondseestraße 11, 4866 Unterach Am Attersee, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,"Etoposid ""Ebewe"" 20 mg/ml - Konzentrat zur Herstellung einer Infusionslösung",ETOPOSID,20 mg/ml,Konzentrat zur Herstellung einer Infusionslösung,5 Stück,"1 x 5 ml in Durchstechflasche (Glas, hydrolytische Klasse I) mit Halobutyl-Gummistopfen",L01CB01,"Ebewe Pharma Ges.m.b.H. Nfg.KG, Mondseestraße 11, 4866 Unterach Am Attersee, Österreich","Ebewe Pharma Ges.m.b.H. Nfg.KG, Mondseestraße 11, 4866 Unterach Am Attersee, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,"Etoposid ""Ebewe"" 20 mg/ml - Konzentrat zur Herstellung einer Infusionslösung",ETOPOSID,20 mg/ml,Konzentrat zur Herstellung einer Infusionslösung,1 Stück,"1 x 50 ml Durchstechflasche (Glas, hydrolytische Klasse I) mit Halobutyl-Gummistopfen",L01CB01,"Ebewe Pharma Ges.m.b.H. Nfg.KG, Mondseestraße 11, 4866 Unterach Am Attersee, Österreich","Ebewe Pharma Ges.m.b.H. Nfg.KG, Mondseestraße 11, 4866 Unterach Am Attersee, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Depakine Chronosphere 500 mg Retardgranulat in Beuteln,"NATRIUM VALPROAT, VALPROINSÄURE",500 mg,Retardgranulat,30 Stück,30 Beutel (Papier/Alu/Ionomer-Harz-Komplex),N03AG01,"Sanofi-Aventis GmbH, Turm A, 29. OG, Wienerbergstraße 11, 1100 Wien, Österreich","Sanofi-Aventis GmbH, Turm A, 29. OG, Wienerbergstraße 11, 1100 Wien, Österreich",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Ursogrix 250 mg Hartkapseln,URSODEOXYCHOLSÄURE,250 mg,Hartkapsel,50 Stück,PVC/Aluminium-Blisterpackung,A05AA02,"Grindeks AS, Krustpils Iela 53, 1057 Riga, Republic of Latvia","Grindeks AS, Krustpils Iela 53, 1057 Riga, Republic of Latvia",eingeschränkt verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Ja,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Topiramat-ratiopharm 100 mg Filmtabletten,TOPIRAMAT,100 mg,Filmtablette,60 Stück,60 Stück (PVC/PE/PVDC-Aluminium Blister),N03AX11,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Zeldox 60 mg - Hartkapseln,ZIPRASIDONHYDROCHLORID,60 mg,Hartkapsel,60 Stück,60 Stück (Blister),N05AE04,"Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande","Upjohn EESV, Rivium Westlaan 142, 2909 LD Capelle Aan Den Ijssel, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,"Risperidon ratiopharm 37,5 mg Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension",RISPERIDON,"37,5 mg",Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension,1 Stück,"1 Durchstechflasche aus Klarglas, verschlossen mit einem grauen Stopfen aus Chlorbutylgummi und versiegelt mit einer grünen Aluminium-Flip-off-Kappe, mit Pulver zur Herstellung einer Injektionssuspen",N05AX08,"ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich","ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,"Uragelan 90 mg-Hartkapseln, retardiert",URAPIDIL,90 mg,"Hartkapsel, retardiert",60 Stück,HDPE-Behältnisse mit PP-Deckel und Trocknungsmittel,C02CA06,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,"Uragelan 90 mg-Hartkapseln, retardiert",URAPIDIL,90 mg,"Hartkapsel, retardiert",30 Stück,HDPE-Behältnisse mit PP-Deckel und Trocknungsmittel,C02CA06,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Eremfat 450 mg - Filmtabletten,RIFAMPICIN,,Filmtablette,30 Stück,30 Stück,J04AB02,"Esteve Pharmaceuticals GmbH, Hohenzollerndamm 150-151, 14199 Berlin, Federal Republic of Germany","Esteve Pharmaceuticals GmbH, Hohenzollerndamm 150-151, 14199 Berlin, Federal Republic of Germany",eingeschränkt verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Venlafaxin Krka 150 mg Retardkapseln,VENLAFAXIN HYDROCHLORID,,"Hartkapsel, retardiert",30 Stück,30 Stück (Al/PVC/PVDC-Blister),N06AX16,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Venlafaxin Krka 150 mg Retardkapseln,VENLAFAXIN HYDROCHLORID,,"Hartkapsel, retardiert",10 Stück,10 Stück (Al/PVC/PVDC-Blister),N06AX16,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Ezetimib Glenmark 10 mg Tabletten,EZETIMIB,10 mg,Tablette,30 Stück,"PVC/Aclar Aluminium Foil, n/a",C10AX09,"Glenmark Arzneimittel GmbH, Industriestraße 31, 82194 Gröbenzell, Federal Republic of Germany","Glenmark Arzneimittel GmbH, Industriestraße 31, 82194 Gröbenzell, Federal Republic of Germany",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
AT,Austria,BASG,Betnovate - Salbe,BETAMETHASONVALERAT,,Salbe,1 Stück,30 g Aluminiumt Tube mit einem Polypropylen-Verschluss,D07AC01,"Glaxosmithkline Pharma GmbH, Wienerbergstraße 7, 1100 Wien, Österreich","Glaxosmithkline Pharma GmbH, Wienerbergstraße 7, 1100 Wien, Österreich",Nicht verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.201753
