country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,package_description,atc_code,marketing_auth_holder,reporter,status,reason,parallel_export_ban,legal_basis,healthcare_notice,basg_note,shortage_start,estimated_end,scraped_at
AT,Austria,BASG,"BRIMOGEN 2 mg/ml Augentropfen, Lösung",BRIMONIDIN TARTRAT,2 mg/ml,"Augentropfen, Lösung",1 Stück,1 x 5 ml in Tropfflasche aus Hochdruckpolyethylen(LDPE) mit einer Tropfspritze aus Hochdruckpolyethylen(LDPE) und einer weißen Schraubkappe aus Niederdruckpolyethylen(HDPE),S01EA05,"Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich","Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich",Nicht verfügbar,Produktionstransfer zu einem alternativen Hersteller,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Hukyndra 40 mg Injektionslösung im Fertigpen,ADALIMUMAB,40 mg,Injektionslösung im Fertigpen,2 Stück,"0,4 ml konservierungsmittelfreie, sterile Injektionslösung in einem vorgefüllten, nadelbasierten Injektionssystem (Autoinjektor), das eine Glas-Fertigspritze Typ-I mit einer festen 29-Gauge-Nadel  u",L04AB04,"STADA Arzneimittel AG, Stadastraße 2-18, 61118 Bad Vilbel, Federal Republic of Germany","STADA Arzneimittel AG, Stadastraße 2-18, 61118 Bad Vilbel, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,RAGWIZAX 12 SQ-Amb Lyophilisat zur sublingualen Anwendung,AMBROSIA ARTEMISIIFOLIA (ALLERG.),12 SQ-Amb,Lyophilisat zur sublingualen Anwendung,90 Stück,90 Stück in Aluminium/Aluminiumblisterstreifen,V01AA10,"Alk-Abello A/S, Boege Alle 6/8, 2970 Hoersholm, Kingdom of Denmark","Alk-Abello A/S, Boege Alle 6/8, 2970 Hoersholm, Kingdom of Denmark",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,RAGWIZAX 12 SQ-Amb Lyophilisat zur sublingualen Anwendung,AMBROSIA ARTEMISIIFOLIA (ALLERG.),12 SQ-Amb,Lyophilisat zur sublingualen Anwendung,30 Stück,30 Stück in Aluminium/Aluminiumblisterstreifen,V01AA10,"Alk-Abello A/S, Boege Alle 6/8, 2970 Hoersholm, Kingdom of Denmark","Alk-Abello A/S, Boege Alle 6/8, 2970 Hoersholm, Kingdom of Denmark",verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Zolpidem ratiopharm 10 mg - Filmtabletten,ZOLPIDEMTARTRAT,10 mg,Filmtablette,30 Stück,30 Tabletten in PVC/PVDC/Al-Blisterpackungen in einer Faltschachtel,N05CF02,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Zolpidem ratiopharm 10 mg - Filmtabletten,ZOLPIDEMTARTRAT,10 mg,Filmtablette,10 Stück,10 Tabletten in PVC/PVDC/Al-Blisterpackungen in einer Faltschachtel,N05CF02,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Prostavasin 20 µg Trockensubstanz zur Infusionsbereitung,ALPROSTADIL X ALFADEX,20 µg,Pulver zur Herstellung einer Infusionslösung,10 Stück,10 farblose OPC-Glasampullen (Typ 1),C01EA01,"Amdipharm Limited, Unit 17 Northwood House Northwood Crescent Northwood -, D09 V504 Dublin 9, Irland","Amdipharm Limited, Unit 17 Northwood House Northwood Crescent Northwood -, D09 V504 Dublin 9, Irland",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Buronil 50 mg - Filmtabletten,MELPERON HYDROCHLORID,50 mg,Filmtablette,50 Stück,HDPE,N05AD03,"Medilink A/S, Klintehoej Vaenge 6, 3460 Birkeroed, Kingdom of Denmark","Medilink A/S, Klintehoej Vaenge 6, 3460 Birkeroed, Kingdom of Denmark",Nicht verfügbar,Rückruf von Chargen am Markt,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Informationen zum Rückruf unter https://www.basg.gv.at/marktbeobachtung/amtliche-nachrichten/detail/buronil-25-mg-filmtabletten-buronil-50-mg-filmtabletten
Information regarding the recall please see https://www.basg.gv.at/en/market-surveillance/official-announcements/detail/buronil-25-mg-filmtabletten-buronil-50-mg-filmtabletten",,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Buronil 50 mg - Filmtabletten,MELPERON HYDROCHLORID,50 mg,Filmtablette,100 Stück,HDPE,N05AD03,"Medilink A/S, Klintehoej Vaenge 6, 3460 Birkeroed, Kingdom of Denmark","Medilink A/S, Klintehoej Vaenge 6, 3460 Birkeroed, Kingdom of Denmark",Nicht verfügbar,Rückruf von Chargen am Markt,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Informationen zum Rückruf unter https://www.basg.gv.at/marktbeobachtung/amtliche-nachrichten/detail/buronil-25-mg-filmtabletten-buronil-50-mg-filmtabletten
Information regarding the recall please see https://www.basg.gv.at/en/market-surveillance/official-announcements/detail/buronil-25-mg-filmtabletten-buronil-50-mg-filmtabletten",,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung,DOXORUBICIN HYDROCHLORID,2 mg/ml,Konzentrat zur Herstellung einer Infusionslösung,1 Stück,"Durchstechflaschen aus Glas vom Typ I mit einem grauen silikonisierten Brombutylstopfen und  einem Aluminiumverschluss, mit einem entnehmbaren Volumen von 25 ml (50 mg)",L01DB01,"Baxter Holding B.V., Kobaltweg 49, 3542 CE Utrecht, Niederlande","Baxter Holding B.V., Kobaltweg 49, 3542 CE Utrecht, Niederlande",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,Verbringung von Ware aus Vertragsparteien des Europäischen Wirtschaftsraumes (EWR) unter Einhaltung der Bestimmungen des Arzneiwareneinfuhrgesetzes 2010 möglich.,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Caelyx 2 mg/ml Konzentrat zur Herstellung einer Infusionslösung,DOXORUBICIN HYDROCHLORID,2 mg/ml,Konzentrat zur Herstellung einer Infusionslösung,1 Stück,"Durchstechflaschen aus Glas vom Typ I mit einem grauen silikonisierten Brombutylstopfen und  einem Aluminiumverschluss, mit einem entnehmbaren Volumen von 10 ml (20 mg)",L01DB01,"Baxter Holding B.V., Kobaltweg 49, 3542 CE Utrecht, Niederlande","Baxter Holding B.V., Kobaltweg 49, 3542 CE Utrecht, Niederlande",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,Verbringung von Ware aus Vertragsparteien des Europäischen Wirtschaftsraumes (EWR) unter Einhaltung der Bestimmungen des Arzneiwareneinfuhrgesetzes 2010 möglich.,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Sufenta - Ampullen,SUFENTANILCITRAT,,Injektionslösung,5 Stück,5 x 1 ml in Typ I Glasampullen,N01AH03,"Piramal Critical Care B.V., Rouboslaan 32, 2252 TR Voorschoten, Niederlande","Piramal Critical Care B.V., Rouboslaan 32, 2252 TR Voorschoten, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Sufenta - Ampullen,SUFENTANILCITRAT,,Injektionslösung,5 Stück,5 x 5 ml in Typ I Glasampullen,N01AH03,"Piramal Critical Care B.V., Rouboslaan 32, 2252 TR Voorschoten, Niederlande","Piramal Critical Care B.V., Rouboslaan 32, 2252 TR Voorschoten, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Sufenta - Ampullen,SUFENTANILCITRAT,,Injektionslösung,5 Stück,5 x 20 ml in Typ I Glasampullen,N01AH03,"Piramal Critical Care B.V., Rouboslaan 32, 2252 TR Voorschoten, Niederlande","Piramal Critical Care B.V., Rouboslaan 32, 2252 TR Voorschoten, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Panchol 20 mg - Tabletten,PRAVASTATIN NATRIUM,20 mg,Tablette,30 Stück,30 Stück in Alu/Alu-Blister,C10AA03,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Regulatorische Änderungen,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Risperidon Actavis 25 mg Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension,RISPERIDON,25 mg,Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension,1 Stück,"1 x Durchstechflasche aus Klarglas, verschlossen mit einem grauen Stopfen aus Chlorbutylgummi und versiegelt mit einer blauen Aluminium-Flip-off-Kappe, mit Pulver, eine Fertigspritze aus Klarglas mit",N05AX08,"Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland","Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Aripiprazol Krka 10 mg Tabletten,ARIPIPRAZOL,10 mg,Tablette,14 Stück,14 Tabletten in Blisterpackungen (OPA/Alu/PVC-Alu Folie),N05AX12,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Aripiprazol Krka 10 mg Tabletten,ARIPIPRAZOL,10 mg,Tablette,30 Stück,30 Tabletten in Blisterpackungen (OPA/Alu/PVC-Alu Folie),N05AX12,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Cetirizin Sandoz 10 mg - Filmtabletten,CETIRIZIN DIHYDROCHLORID,10 mg,Filmtablette,30 Stück,30 Stück  in PVC/Aluminium-Blister,R06AE07,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Erhöhter Mehrbedarf,Nein,freiwillige Meldung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Cetirizin Sandoz 10 mg - Filmtabletten,CETIRIZIN DIHYDROCHLORID,10 mg,Filmtablette,10 Stück,10 Stück  in PVC/Aluminium-Blister,R06AE07,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Erhöhter Mehrbedarf,Nein,freiwillige Meldung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Amlodipin/Valsartan 1A Pharma 5 mg/80 mg - Filmtabletten,"AMLODIPIN BESILAT, VALSARTAN",5 mg/80 mg mg/mg,Filmtablette,28 Stück,28 Tabletten in PVC/PVDC-Blisterpackung,C09DB01,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,"Uratens 60 mg Hartkapsel, retadiert",URAPIDIL,60 mg,"Hartkapsel, retardiert",60 Stück,Flasche aus Polypropylen mit Polyethylen-Verschluss mit Trockenmittel.,C02CA06,"Stragen Nordic A/S, Industrivej 24f, 3550 Slangerup, Kingdom of Denmark","Stragen Nordic A/S, Industrivej 24f, 3550 Slangerup, Kingdom of Denmark",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,"Uratens 60 mg Hartkapsel, retadiert",URAPIDIL,60 mg,"Hartkapsel, retardiert",30 Stück,Flasche aus Polypropylen mit Polyethylen-Verschluss mit Trockenmittel.,C02CA06,"Stragen Nordic A/S, Industrivej 24f, 3550 Slangerup, Kingdom of Denmark","Stragen Nordic A/S, Industrivej 24f, 3550 Slangerup, Kingdom of Denmark",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Ambrisentan Sandoz 5 mg - Filmtabletten,AMBRISENTAN,5 mg,Filmtablette,30 Stück,30 Stück PVC/PVDC/Aluminium- oder PVC/PE/PVDC/Aluminium-Blister,C02KX02,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Mundidol Uno retard 30 mg Kapseln,MORPHINSULFAT,30 mg,Hartkapsel mit veränderter Wirkstofffreisetzung,30 Stück,30 Stück (PVC/PVDC-Blisterpackung mit Aluminiumfolie),N02AA01,"Mundipharma Ges.m.b.H., Wiedner Gürtel 13 Turm 24, OG 15 -, 1100 Wien, Österreich","Mundipharma Ges.m.b.H., Wiedner Gürtel 13 Turm 24, OG 15 -, 1100 Wien, Österreich",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Mundidol Uno retard 30 mg Kapseln,MORPHINSULFAT,30 mg,Hartkapsel mit veränderter Wirkstofffreisetzung,10 Stück,10 Stück (PVC/PVDC-Blisterpackung mit Aluminiumfolie),N02AA01,"Mundipharma Ges.m.b.H., Wiedner Gürtel 13 Turm 24, OG 15 -, 1100 Wien, Österreich","Mundipharma Ges.m.b.H., Wiedner Gürtel 13 Turm 24, OG 15 -, 1100 Wien, Österreich",verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Tadalafil PAH-ratiopharm 20 mg Filmtabletten,TADALAFIL,20 mg,Filmtablette,56 Stück,OPA/Aluminium/PVC/Aluminium Blister,G04BE08,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Quetialan XR 400 mg-Retardtabletten,QUETIAPIN FUMARAT,400 mg,Retardtablette,60 Stück,"60 Retardtabletten in weißen, opaken PVC/PCTFE-Aluminium-Blisterpackungen",N05AH04,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Quetialan XR 400 mg-Retardtabletten,QUETIAPIN FUMARAT,400 mg,Retardtablette,10 Stück,"10 Retardtabletten in weißen, opaken PVC/PCTFE-Aluminium-Blisterpackungen",N05AH04,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,"Condylox 0,5% - Lösung zur Anwendung auf der Haut",PODOPHYLLOTOXIN,"0,5 %",Lösung zur Anwendung auf der Haut,"3,5 ml","3,5 ml in Braunglasflasche mit kindersicherem Schraubverschluss aus Polypropylen",D06BB04,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,freiwillige Meldung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Diltiazem ratiopharm 60 mg - Tabletten,DILTIAZEM HYDROCHLORID,60 mg,Tablette,50 Stück,50 Stück in PVDC/Alu-Folie-Blister,C08DB01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Diltiazem ratiopharm 60 mg - Tabletten,DILTIAZEM HYDROCHLORID,60 mg,Tablette,20 Stück,20 Stück in PVDC/Alu-Folie-Blister,C08DB01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Eisen-Carboxymaltose ratiopharm 50 mg Eisen/ml Dispersion zur Injektion/Infusion,EISENCARBOXYMALTOSE,50 mg/ml,Dispersion zur Injektion/Infusion,1 x 10 ml,Durchstechflasche aus Glas (Typ I) mit Stopfen (Brombutylkautschuk) und einer Aluminiumschutzkappe mit violetter Kunststoffabdeckung,B03AC,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Eisen-Carboxymaltose ratiopharm 50 mg Eisen/ml Dispersion zur Injektion/Infusion,EISENCARBOXYMALTOSE,50 mg/ml,Dispersion zur Injektion/Infusion,1 x 20 ml,Durchstechflasche aus Glas (Typ I) mit Stopfen (Brombutylkautschuk) und einer Aluminiumschutzkappe mit blauer Kunststoffabdeckung,B03AC,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Eisen-Carboxymaltose ratiopharm 50 mg Eisen/ml Dispersion zur Injektion/Infusion,EISENCARBOXYMALTOSE,50 mg/ml,Dispersion zur Injektion/Infusion,5 x 2 ml,Durchstechflasche aus Glas (Typ I) mit Stopfen (Brombutylkautschuk) und einer Aluminiumschutzkappe mit grüner Kunststoffabdeckung,B03AC,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Eisen-Carboxymaltose ratiopharm 50 mg Eisen/ml Dispersion zur Injektion/Infusion,EISENCARBOXYMALTOSE,50 mg/ml,Dispersion zur Injektion/Infusion,5 x 10 ml,Durchstechflasche aus Glas (Typ I) mit Stopfen (Brombutylkautschuk) und einer Aluminiumschutzkappe mit violetter Kunststoffabdeckung,B03AC,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Ciprofloxacin +pharma 500mg Filmtabletten,CIPROFLOXACINHYDROCHLORID,500 mg,Filmtablette,10 Stück,10 Stück in PVC/Alu-Blister,J01MA02,"+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich","+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Ciprofloxacin +pharma 500mg Filmtabletten,CIPROFLOXACINHYDROCHLORID,500 mg,Filmtablette,20 Stück,20 Stück in PVC/Alu-Blister,J01MA02,"+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich","+pharma Arzneimittel gmbh, Hafnerstraße 211, 8054 Graz, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,"Venlafaxin 1A Pharma GmbH 75 mg – Hartkapseln, retardiert",VENLAFAXIN HYDROCHLORID,75 mg,"Hartkapsel, retardiert",30 Stück,30 Tabletten in Aluminium-PVC/PVDC-Blister oder Aluminium-PVC/ACLAR-Blister,N06AX16,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,"Venlafaxin 1A Pharma GmbH 75 mg – Hartkapseln, retardiert",VENLAFAXIN HYDROCHLORID,75 mg,"Hartkapsel, retardiert",10 Stück,10 Tabletten in Aluminium-PVC/PVDC-Blister oder Aluminium-PVC/ACLAR-Blister,N06AX16,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Valsartan 1A Pharma 160 mg - Filmtabletten,VALSARTAN,160 mg,Filmtablette,28 Stück,28 Stück (PVC/PE/PVDC Blister),C09CA03,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Desloratadin Sandoz 5 mg - Filmtabletten,DESLORATADIN,5 mg,Filmtablette,30 Stück,30 Filmtabletten (PVC/Aclar/Alu-Blister),R06AX27,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Erhöhter Mehrbedarf,Nein,freiwillige Meldung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Desloratadin Sandoz 5 mg - Filmtabletten,DESLORATADIN,5 mg,Filmtablette,50 Stück,50 Filmtabletten (PVC/Aclar/Alu-Blister),R06AX27,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Erhöhter Mehrbedarf,Nein,freiwillige Meldung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Desloratadin Sandoz 5 mg - Filmtabletten,DESLORATADIN,5 mg,Filmtablette,10 Stück,10 Filmtabletten (PVC/Aclar/Alu-Blister),R06AX27,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",verfügbar,Erhöhter Mehrbedarf,Nein,freiwillige Meldung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Prepidil - Gel zur intrazervikalen Anwendung,DINOPROSTON,,Gel zur endozervikalen Anwendung,1 Stück,"1 Kunststoffinjektor (Polyethylen), bestehend aus Spritze, Stopfen und Katheter, 1 x 3 g",G02AD02,"Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich","Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich",Nicht verfügbar,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
AT,Austria,BASG,Daunoblastin 20 mg Pulver zur Herstellung einer Infusions- oder Injektionslösung,DAUNORUBICIN HYDROCHLORID,20 mg,,1 Stück,1 x Typ-1-Glas mit einem Chlorbutyl-Gummistopfen,L01DB02,"Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich","Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,,,2026-03-13T22:11:16.199746
