country_code,country_name,source,medicine_name,active_substance,strength,package_size,dosage_form,atc_code,marketing_auth_holder,product_no,company_name,registration_number,manufacturer,status,source_status,disruption_type,reason,shortage_start,estimated_end,last_updated,mitigation_prh,mitigation_npra,alternatives,scraped_at,prk
MY,Malaysia,NPRA,SUBOXONE FILM 2MG/0.5 MG,1) Naloxone Hydrochloride 2) Buprenorphine Hydrochloride,1) 2 mg (as hydrochloride) 2) 0.5 mg (as hydrochloride dihydrate),,Sublingual Buccal / Oromucosal,N07BC51,Zuellig Pharma Sdn. Bhd.,MAL13075057ACRZ,Zuellig Pharma Sdn. Bhd.,MAL13075057ACRZ,"Aquestive Therapeutics Inc., 6560 Melton Road, Portage, Indiana, United States.",to be discontinued,Anticipated,Discontinuation,Business Decision / voluntary market withdrawal,2026-11-01,,2026-09-22,"Switch patients from Suboxone Film to a locally available product, start at the same dose and monitor closely for withdrawal or underdosing, adjusting as necessary.",Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-09-22T14:27:48.443291,82155
MY,Malaysia,NPRA,SUBOXONE FILM 8MG/2MG,1) Naloxone Hydrochloride 2) Buprenorphine Hydrochloride,1) 8 mg (as hydrochloride) 2) 2 mg (as hydrochloride dihydrate),,Sublingual Buccal / Oromucosal,N07BC51,Zuellig Pharma Sdn. Bhd.,MAL13075058ACRZ,Zuellig Pharma Sdn. Bhd.,MAL13075058ACRZ,"Aquestive Therapeutics Inc., 6560 Melton Road, Portage, Indiana, United States.",to be discontinued,Anticipated,Discontinuation,Business Decision / voluntary market withdrawal,2026-11-01,,2026-09-22,"Switch patients from Suboxone Film to a locally available product, start at the same dose and monitor closely for withdrawal or underdosing, adjusting as necessary.",Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-09-22T14:27:48.443291,82163
MY,Malaysia,NPRA,SUBOXONE 2MG SUBLINGUAL TABLETS,1) Naloxone Hydrochloride 2) Buprenorphine Hydrochloride,1) 2 mg (as hydrochloride) 2) 0.5 mg (as hydrochloride dihydrate),,Sublingual Buccal / Oromucosal,N07BC51,Zuellig Pharma Sdn. Bhd.,MAL20061581ACRZ,Zuellig Pharma Sdn. Bhd.,MAL20061581ACRZ,"Reckitt Benckiser Healthcare (UK) Limited, Dansom Lane, United Kingdom.",to be discontinued,Anticipated,Discontinuation,Business Decision / voluntary market withdrawal,2028-04-01,,2026-09-22,Switch to locally available equivalent product,Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-09-22T14:27:48.443291,82155
MY,Malaysia,NPRA,SUBOXONE 8MG SUBLINGUAL TABLETS,1) Naloxone Hydrochloride 2) Buprenorphine Hydrochloride,1) 8 mg (as hydrochloride) 2) 2 mg (as hydrochloride dihydrate),,Sublingual Buccal / Oromucosal,N07BC51,Zuellig Pharma Sdn. Bhd.,MAL20061582ACRZ,Zuellig Pharma Sdn. Bhd.,MAL20061582ACRZ,"Reckitt Benckiser Healthcare (UK) Limited, Dansom Lane, United Kingdom.",to be discontinued,Anticipated,Discontinuation,Business Decision / voluntary market withdrawal,2028-04-01,,2026-09-22,Switch to locally available equivalent product,Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-09-22T14:27:48.443291,82163
MY,Malaysia,NPRA,Suboxone Film 2mg/0.5mg,1) Naloxone Hydrochloride 2) Buprenorphine Hydrochloride,1) 2 mg (as hydrochloride) 2) 0.5 mg (as hydrochloride dihydrate),,Sublingual Buccal / Oromucosal,N07BC51,Zuellig Pharma Sdn. Bhd.,MAL23026005ACRSZ,Zuellig Pharma Sdn. Bhd.,MAL23026005ACRSZ,"Aquestive Therapeutics Inc., 6465 Ameriplex Drive, United States.",to be discontinued,Anticipated,Discontinuation,Business Decision / voluntary market withdrawal,2026-11-01,,2026-09-22,"Switch patients from Suboxone Film to a locally available product, start at the same dose and monitor closely for withdrawal or underdosing, adjusting as necessary.",Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-09-22T14:27:48.443291,82155
MY,Malaysia,NPRA,Suboxone Film 8mg/2mg,1) Naloxone Hydrochloride 2) Buprenorphine Hydrochloride,1) 8 mg (as hydrochloride) 2) 2 mg (as hydrochloride dihydrate),,Sublingual Buccal / Oromucosal,N07BC51,Zuellig Pharma Sdn. Bhd.,MAL23026006ACRSZ,Zuellig Pharma Sdn. Bhd.,MAL23026006ACRSZ,"Aquestive Therapeutics Inc., 6465 Ameriplex Drive, United States.",to be discontinued,Anticipated,Discontinuation,Business Decision / voluntary market withdrawal,2026-11-01,,2026-09-22,"Switch patients from Suboxone Film to a locally available product, start at the same dose and monitor closely for withdrawal or underdosing, adjusting as necessary.",Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-09-22T14:27:48.443291,82163
MY,Malaysia,NPRA,Norvir Tablet 100mg,Ritonavir,100mg,,Tablet,J05AE03,AbbVie Sdn Bhd,MAL13015040ARZ,AbbVie Sdn Bhd,MAL13015040ARZ,Abbvie Deutschland GmbH & Co.KG,to be discontinued,Anticipated,Discontinuation,Business decision,2026-12-31,,2026-09-22,Alternative medicine proposed by PRH: RITOVIR (Ritonavir Tablets 100 mg) (MAL17085058AZ),Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-09-22T14:27:48.443291,94064
MY,Malaysia,NPRA,Kaletra 100mg/25mg Film-Coated Tablet,Lopinavir/Ritonavir,100mg/25mg,,Tablet,J05AR10,AbbVie Sdn Bhd,MAL10063000AZ,AbbVie Sdn Bhd,MAL10063000AZ,Abbvie Deutschland GmbH & Co.KG,to be discontinued,Anticipated,Discontinuation,Business decision,2026-12-31,,2026-09-22,Alternative medicine proposed by PRH: HIVUS - LR 100/25 [Lopinavir 100mg and Ritonavir 25mg Film Coated Tablets USP] (MAL23076008AZ),Registered alternative products are available,Lopinavir + Ritonavir shortage 2nd ver. 260309.pdf,2026-09-22T14:27:48.443291,86142
MY,Malaysia,NPRA,ZYMAXID (gatifloxacin ophthalmic solution) 0.5%,Gatifloxacin,0.5%w/v,,Eye drops,S01AE06,AbbVie Sdn Bhd,MAL15045158ARZ,AbbVie Sdn Bhd,MAL15045158ARZ,"Allergan Sales, LLC WACO, TEXAS 76712, U.S.A, Waco, UNITED STATES",to be discontinued,Anticipated,Discontinuation,Business decision,2026-12-31,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,Acular Ophthalmic Solution 0.5%,Ketorolac tromethamine,5.0MG/ML,,Eye drops,S01BC05,AbbVie Sdn Bhd,MAL20013345ARZ,AbbVie Sdn Bhd,MAL20013345ARZ,"ALLERGAN PHARMACEUTICALS IRELAND CASTLEBAR ROAD WESTPORT, COUNTY MAYO, IRELAND",to be discontinued,Anticipated,Discontinuation,Business decision,2026-12-31,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement,,2026-09-22T14:27:48.443291,221333
MY,Malaysia,NPRA,MOTILIUM ORAL SUSPENSION 1MG/ML,Domperidone,1mg/1mL,,Oral Suspension,A03FA03,Johnson & Johnson Sdn Bhd,MAL19872253AZ,Johnson & Johnson Sdn Bhd,MAL19872253AZ,JANSSEN PHARMACEUTICA N.V.,to be discontinued,Anticipated,Discontinuation,Commercial’s decision,2026-11-01,,2026-09-22,,Registered alternative products are available,Domperidone Alternatives,2026-09-22T14:27:48.443291,6289
MY,Malaysia,NPRA,Nifehexal® 20 Retard,NIFEDIPINE,20mg,,TABLET Sustained release tablet,C08CA05,IMEKS PHARMA SDN. BHD,MAL06100569ACZ,IMEKS PHARMA SDN. BHD,MAL06100569ACZ,ROTTENDORF PHARMA GMBH,to be discontinued,Anticipated,Discontinuation,Reduced demand,2026-10-21,,2026-09-22,,Registered alternative products are available,Nifedipine Alternatives,2026-09-22T14:27:48.443291,43087
MY,Malaysia,NPRA,SIRTURO 100MG TABLETS,Bedaquiline Fumarate,100mg base,,Tablet,J04AK05,Johnson & Johnson Sdn Bhd,MAL20076070ACZ,Johnson & Johnson Sdn Bhd,MAL20076070ACZ,Recipharm Pharmaservices Private Limited,to be discontinued,Anticipated,Discontinuation,Commercial’s decision,2027-01-31,,2026-09-22,PRH has not proposed any mitigation plan.,No registered alternative product is available for this product’s single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. NPRA notes: Notification will published one (1) year from the supply impact start date (30 Jan 2028).,,2026-09-22T14:27:48.443291,115371
MY,Malaysia,NPRA,NIZORAL CREAM,Ketoconazole,2%w/w,,Topical Cream,D01AC08,Johnson & Johnson Sdn Bhd,MAL19921254AZ,Johnson & Johnson Sdn Bhd,MAL19921254AZ,JANSSEN PHARMACEUTICA N.V.,to be discontinued,Anticipated,Discontinuation,Commercial’s decision,2027-06-30,,2026-09-22,,Registered alternative products are available,Ketoconazole Alternatives,2026-09-22T14:27:48.443291,23264
MY,Malaysia,NPRA,Imbruvica 140mg Capsules,Ibrutinib,140mg,,Capsule,L01EL01,Johnson & Johnson Sdn Bhd,MAL16025029ACRZ,Johnson & Johnson Sdn Bhd,MAL16025029ACRZ,"Catalent CTS, LLC",to be discontinued,Anticipated,Discontinuation,Commercial's decision,2027-04-30,,2026-09-22,,Registered alternative products are available,Ibrutinib Alternatives,2026-09-22T14:27:48.443291,120960
MY,Malaysia,NPRA,Imbruvica 140mg Capsules,Ibrutinib,140mg,,Capsule,L01EL01,Johnson & Johnson Sdn Bhd,MAL19056121ASZ,Johnson & Johnson Sdn Bhd,MAL19056121ASZ,Cilag AG,to be discontinued,Anticipated,Discontinuation,Commercial's decision,2027-04-30,,2026-09-22,,Registered alternative products are available,Ibrutinib Alternatives,2026-09-22T14:27:48.443291,120960
MY,Malaysia,NPRA,EPREX PREFILLED SYRINGE 2000IU/0.5ML,Epoetin Alfa,2000IU/0.5ML,,Parenteral Solution for intravenous or subcutaneous injection in prefilled syringe,B03XA01,Johnson & Johnson Sdn Bhd,MAL19962530AZ,Johnson & Johnson Sdn Bhd,MAL19962530AZ,CILAG AG,to be discontinued,Anticipated,Discontinuation,Commercial’s decision,2027-02-28,,2026-09-22,,Registered alternative products are available,Epoetin Alfa Alternatives,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,EPREX PREFILLED SYRINGE 4000IU/0.4ML,Epoetin Alfa,4000IU/0.4ML,,Parenteral Solution for intravenous or subcutaneous injection in prefilled syringe,B03XA01,Johnson & Johnson Sdn Bhd,MAL19962532AZ,Johnson & Johnson Sdn Bhd,MAL19962532AZ,CILAG AG,to be discontinued,Anticipated,Discontinuation,Commercial’s decision,2027-02-28,,2026-09-22,,Registered alternative products are available,Epoetin Alfa Alternatives,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,EPREX PREFILLED SYRINGE 10000IU/ML,Epoetin Alfa,10000IU/ML,,Parenteral Solution for intravenous or subcutaneous injection in prefilled syringe,B03XA01,Johnson & Johnson Sdn Bhd,MAL19962533AZ,Johnson & Johnson Sdn Bhd,MAL19962533AZ,CILAG AG,to be discontinued,Anticipated,Discontinuation,Commercial’s decision,2027-02-28,,2026-09-22,,Registered alternative products are available,Epoetin Alfa Alternatives,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,EPREX PREFILLED SYRINGE 40000IU/ML,Epoetin Alfa,40000IU/1ML,,Parenteral Solution for intravenous or subcutaneous injection in prefilled syringe,B03XA01,Johnson & Johnson Sdn Bhd,MAL20034248AZ,Johnson & Johnson Sdn Bhd,MAL20034248AZ,CILAG AG,to be discontinued,Anticipated,Discontinuation,Commercial’s decision,2027-02-28,,2026-09-22,,Registered alternative products are available,Epoetin Alfa Alternatives,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,REMINYL Prolonged Release Capsules 8mg,GALANTAMINE HYDROBROMIDE,8mg,,Prolonged Release capsules,N06DA04,Johnson & Johnson Sdn Bhd,MAL20091915AZ,Johnson & Johnson Sdn Bhd,MAL20091915AZ,JANSSEN CILAG SPA,to be discontinued,Anticipated,Discontinuation,Commercial’s decision,2027-03-31,,2026-09-22,,No registered alternative product is available for this product’s single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. NPRA notes: Notification will published one (1) year from the supply impact start date (30 Mac 2028).,,2026-09-22T14:27:48.443291,76767
MY,Malaysia,NPRA,REMINYL Prolonged Release capsules 16mg,GALANTAMINE HYDROBROMIDE,16mg,,Prolonged Release capsules,N06DA04,Johnson & Johnson Sdn Bhd,MAL20091916AZ,Johnson & Johnson Sdn Bhd,MAL20091916AZ,JANSSEN CILAG SPA,to be discontinued,Anticipated,Discontinuation,Commercial’s decision,2027-03-31,,2026-09-22,,No registered alternative product is available for this product’s single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. NPRA notes: Notification will published one (1) year from the supply impact start date (30 Mac 2028).,,2026-09-22T14:27:48.443291,76775
MY,Malaysia,NPRA,REMINYL Prolonged Release Capsules 24mg,GALANTAMINE HYDROBROMIDE,24mg,,Prolonged Release capsules,N06DA04,Johnson & Johnson Sdn Bhd,MAL20091917AZ,Johnson & Johnson Sdn Bhd,MAL20091917AZ,JANSSEN CILAG SPA,to be discontinued,Anticipated,Discontinuation,Commercial’s decision,2027-03-31,,2026-09-22,,No registered alternative product is available for this product’s single active ingredient. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. NPRA notes: Notification will published one (1) year from the supply impact start date (30 Mac 2028).,,2026-09-22T14:27:48.443291,76783
MY,Malaysia,NPRA,TOPAMAX TABLET 50MG,TOPIRAMATE,50MG,,Tablet,N03AX11,JOHNSON & JOHNSON SDN. BHD.,MAL20013560ARZ,JOHNSON & JOHNSON SDN. BHD.,MAL20013560ARZ,"CILAG AG HOCHSTRASSE 201/209 SCHAFFHAUSEN,SWITZERLAND",to be discontinued,Anticipated,Discontinuation,Temporary manufacturing pause due to facility engineering and environmental control upgrades; not related to product quality or safety.,2026-11-15,2027-11-01,2026-09-22,Close monitoring on current manufacturing site readiness.,Registered alternative products are available,Topiramate Alternatives,2026-09-22T14:27:48.443291,43982
MY,Malaysia,NPRA,TOPAMAX TABLET 100MG,TOPIRAMATE,100MG,,Tablet,N03AX11,JOHNSON & JOHNSON SDN. BHD.,MAL20013561ARZ,JOHNSON & JOHNSON SDN. BHD.,MAL20013561ARZ,"CILAG AG HOCHSTRASSE 201/209 SCHAFFHAUSEN,SWITZERLAND",to be discontinued,Anticipated,Discontinuation,Temporary manufacturing pause due to facility engineering and environmental control upgrades; not related to product quality or safety.,2027-03-05,2027-11-01,2026-09-22,Close monitoring on current manufacturing site readiness.,Registered alternative products are available,Topiramate Alternatives,2026-09-22T14:27:48.443291,45764
MY,Malaysia,NPRA,AUBAGIO 14mg Film-coated Tablets,Teriflunomide,14mg,,Tablet,L04AK02,SANOFI-AVENTIS (MALAYSIA) SDN. BHD.,MAL15045075AZ,SANOFI-AVENTIS (MALAYSIA) SDN. BHD.,MAL15045075AZ,Opella Healthcare International SAS,to be discontinued,Anticipated,Discontinuation,Planned discontinuation due to reduced market demand,,2027-04-30,2026-09-22,1. Alternative product has been suggested by PRH 2. Registration withdrawal planned at the end of the product’s shelf life.,Registered alternative products are available,Teriflunomide discontinuation_1st 260908.pdf,2026-09-22T14:27:48.443291,117838
MY,Malaysia,NPRA,METOHEXAL 50 TABLET,METOPROLOL TARTRATE,50mg,,Tablet,C07AB02,IMEKS PHARMA SDN. BHD,MAL19950521AZ,IMEKS PHARMA SDN. BHD,MAL19950521AZ,Salutas pharma GmbH (Germany),anticipated,Anticipated,Shortage,Reduced demand,2027-01-30,,2026-09-22,PRH has not proposed any mitigation plan. NPRA notes: Product is Commercial Supply Discontinuation,Registered alternative products are available,Metoprolol shortage_1st 17 Jul 2026.pdf,2026-09-22T14:27:48.443291,3158
MY,Malaysia,NPRA,Hidrasec Infants 10mg Granules for Oral Suspension,RACECADOTRIL,10mg,,Granule,A07XA04,Abbott Laboratories (M) Sdn Bhd,MAL13045046AZ,Abbott Laboratories (M) Sdn Bhd,MAL13045046AZ,SOPHARTEX (FRANCE),resolved,Resolved,Shortage,1. Capacity issue 2. in-sufficient packaging material,2026-03-01,2026-06-30,2026-09-22,"Close monitoring with manufacturing plant, expedite supply by air-freight mode.","Registered alternative products are available 20 July 2026 update: The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 19 October 2026.",,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,CONCERTA 18 mg Extended-release Tablet,Methylphenidate Hydrochloride,18mg,,Tablet,N06BA04,Johnson & Johnson Sdn. Bhd.,MAL05072100ARZ,Johnson & Johnson Sdn. Bhd.,MAL05072100ARZ,"Janssen Cilag Manufacturing L.L.C HC 02 Box 19250, State Road 933 KM0.1, Mamey Ward Gurabopuerto Rico 00778-9629, United States",resolved,Resolved,Shortage,i) Global manufacturing capacity constraint ii) High demand in the market,2026-04-20,2026-07-17,2026-09-22,Monitoring and expediting product availability,"Registered alternative products are available 20 July 2026 update: The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 19 October 2026.",,2026-09-22T14:27:48.443291,68004
MY,Malaysia,NPRA,CONCERTA 36 mg Extended-release Tablet,Methylphenidate Hydrochloride,36mg,,Tablet,N06BA04,Johnson & Johnson Sdn. Bhd.,MAL05072101ARZ,Johnson & Johnson Sdn. Bhd.,MAL05072101ARZ,"Janssen Cilag Manufacturing L.L.C HC 02 Box 19250, State Road 933 KM0.1, Mamey Ward Gurabopuerto Rico 00778-9629, United States",resolved,Resolved,Shortage,i) Global manufacturing capacity constraint ii) High demand in the market,2026-04-24,2026-06-19,2026-09-22,Monitoring and expediting product availability,"Registered alternative products are available 20 July 2026 update: The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 19 October 2026.",,2026-09-22T14:27:48.443291,68012
MY,Malaysia,NPRA,Velsone 800mg Film Coated Tablets,Sevelamer carbonate,800mg,,Tablet,V03AE02,Novugen Pharma Sdn Bhd,MAL23046030AZ,Novugen Pharma Sdn Bhd,MAL23046030AZ,Novugen Pharma Sdn Bhd,resolved,Resolved,Shortage,Increased Demand,2026-01-12,2026-04-01,2026-09-22,1. Expedite production to clear backorders 2. To build buffer stock at the warehouses,"Registered alternative products are available 21 July 2026 update: The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 20 October 2026.",,2026-09-22T14:27:48.443291,90131
MY,Malaysia,NPRA,FLUVIR 30 (Oseltamivir Phosphate Capsules 30mg),OSELTAMIVIR PHOSPHATE,30 mg,,Capsules,J05AH02,CAMBER LABORATORIES SDN. BHD.,MAL23046009AZ,CAMBER LABORATORIES SDN. BHD.,MAL23046009AZ,"Hetero Labs Limited, India",resolved,Resolved,Shortage,Demand increases drastically,2025-10-22,,2026-09-22,09 March 2026 update: Next incoming stock: Mac & April 2026,"Registered alternative products are available 21 July 2026 update: The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 20 October 2026.",,2026-09-22T14:27:48.443291,87165
MY,Malaysia,NPRA,EZIVAS (Ezetimibe Tablets 10mg),EZETIMIBE,10.00mg,,Uncoated Tablet,C10AX09,CAMBER LABORATORIES SDN. BHD.,MAL23066013AZ,CAMBER LABORATORIES SDN. BHD.,MAL23066013AZ,"Hetero Labs Limited, India",resolved,Resolved,Shortage,Additional requisition in current tender fulfilment,2026-01-26,2026-03-26,2026-09-22,PRH has not proposed any mitigation plan.,"Registered alternative products are available 21 July 2026 update: The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 20 October 2026.",,2026-09-22T14:27:48.443291,70645
MY,Malaysia,NPRA,Voltaren Emulgel 1%,DICLOFENAC DIETHYLAMINE,1.16% (w/w),,Topical,M02AA15,Haleon Malaysia Sdn Bhd,MAL05032552ARSZ,Haleon Malaysia Sdn Bhd,MAL05032552ARSZ,Haleon CH SARL,resolved,Resolved,Shortage,"The product was discontinued in year 2022 due to low demand. And nitrosamine issue came in year 2023, thus variation was done to reduce shelf-life as mitigation to nitrosamine issue and approved on 10-Dec-2024, though the product is not marketed.",2025-12-31,,2026-09-22,"1. PRH still supplying Voltaren 12 Hours Emulgel 2% Gel. 2. The product registration status is maintained, and local marketing may be resumed if there is future demand.","Registered alternative products are available NPRA notes: Product registration status is maintained, and local marketing may be resumed if there is future demand. This notification will remain published for an additional period of three (3) months, until 30 October 2026.",,2026-09-22T14:27:48.443291,84344
MY,Malaysia,NPRA,CONCERTA 27 mg Extended-release Tablet,Methylphenidate Hydrochloride,27mg,,Tablet,N06BA04,Johnson & Johnson Sdn. Bhd.,MAL08061554ARZ,Johnson & Johnson Sdn. Bhd.,MAL08061554ARZ,"Janssen Cilag Manufacturing L.L.C HC 02 Box 19250, State Road 933 KM0.1, Mamey Ward Gurabopuerto Rico 00778-9629, United States",resolved,Resolved,Shortage,i) Global manufacturing capacity constraint ii) High demand in the market,2026-04-20,2026-08-12,2026-09-22,"Monitoring and expediting product availability 12 August 2026 update: 1. Stock has been replenished. 2. Currently applying for an additional quota under stock rationing measures, with an ETA of November 2026.","Registered alternative products are available. 12 August 2026 update: The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 11 November 2026.",,2026-09-22T14:27:48.443291,87076
MY,Malaysia,NPRA,Genessa 250mg Film Coated Tablets,Gefitinib,250mg,,Tablet,L01EB01,Novugen Oncology Sdn Bhd,MAL23086018AZ,Novugen Oncology Sdn Bhd,MAL23086018AZ,Novugen Oncology Sdn Bhd,resolved,Resolved,Shortage,Batch intended for delivery was rejected due to quality,2025-12-01,2026-03-15,2026-09-22,"PRH mentions immediate corrective actions have been taken. Production of a new batch is commenced & will be started in Mar-2026 to make supply from Mar-2026 on-wards, with all necessary precautions taken to maintain stable and uninterrupted supplies in the future. 26 August 2026 update: 1. Stock has been replenished.","Registered alternative products are available 26 August 2026 update: The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 25 November 2026.",,2026-09-22T14:27:48.443291,90778
MY,Malaysia,NPRA,NEXVIAZYME 100mg Powder for Concentrate for Solution for Infusion,Avalglucosidase Alfa,100MG,,VIAL,A16AB22,Sanofi-Aventis (Malaysia) Sdn. Bhd.,MAL23086006AZ,Sanofi-Aventis (Malaysia) Sdn. Bhd.,MAL23086006AZ,Genzyme Ireland Limited,resolved,Resolved,Shortage,Delayed shipment due to unexpected release from site,2026-08-20,2026-09-08,2026-09-22,Sanofi is applying for special consignment to bring in a batch from Thailand. 26/8/2026 update: Stock received,"No registered alternative product is available for this product’s active ingredients. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. 8 September 2026 update: The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 7 December 2026.",,2026-09-22T14:27:48.443291,230979
MY,Malaysia,NPRA,URSOFALK CAPSULE 250MG,URSODEOXYCHOLIC ACID,250mg,,Capsule,A05AA02,DCH AURIGA (M) SDN BHD,MAL19990011ACRZ,DCH AURIGA (M) SDN BHD,MAL19990011ACRZ,LOSAN PHARMA GMBH,resolved,Resolved,Shortage,Increased Demand,2025-12-22,2026-02-28,2026-09-22,To facilitate a more accurate forecast,"Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement. 21 September 2026 update: The justification has been reviewed and deemed satisfactory. This notification will remain published for an additional period of three (3) months, until 20 December 2026.",,2026-09-22T14:27:48.443291,15830
MY,Malaysia,NPRA,B. Braun Sterile Potassium Chloride 100mg/ml Concentrate Solution for InfusionCon,Potassium Chloride,100 mg/ml,,Solution for Infusion,B05XA01,B. Braun Medical Industries Sdn. Bhd.,MAL17065001AZ,B. Braun Medical Industries Sdn. Bhd.,MAL17065001AZ,B. Braun Medical Industries Sdn. Bhd.,resolved,Resolved,Discontinuation,Voluntary withdrawal,2025-10-27,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative products are available 21 August 2026 Note: Notification will published one (1) year from the supply impact start date (27 October 2026).,Potassium Chloride Alternative responses and publish 251114.pdf,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,ZELDOX CAPSULE 60MG,Ziprasidone Hydrochloride Monohydrate,60mg,,Capsule,N05AE04,Viatris Sdn. Bhd.,MAL20032624ACRZ,Viatris Sdn. Bhd.,MAL20032624ACRZ,"Pfizer Ireland Pharmaceuticals, Little Connell, Newbridge, Co. Kildare, Ireland",resolved,Resolved,Discontinuation,Volutnary withdrawal,2025-10-27,,2026-09-22,PRH has not proposed any mitigation plan. NPRA notes: The registration of this product has been terminated.,Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement 30 October 2025 Notes: Notification will published one (1) year from the supply impact start date (30 October 2026).,,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,NUTRINEAL PD-4 Peritoneal Dialysis Solution with 1.1% Amino Acids,"1) L-Valine USP 2) L-Arginine USP 3) L-Leucine USP 4) L-Alanine USP 5) L-Isoleucine USP 6) L-Methionine USP 7) L-Lysine HCI USP 8) L-Histidine USP 9) L-Threonine USP 10) L-Proline USP 11) L-Phenylalanine USP 12) Glycine, USP 13) L-Serine USP 14) L-Tyrosine USP 15) L-Tryptophan USP 16) Sodium Chloride, USP 17) Sodium Lactate 18) Calcium Chloride Dihydrate USP 19) Magnesium Chloride Hexahydrate USP",1) 1.393g/1000ml 2) 1.071g/1000ml 3) 1.020g/1000ml 4) 0.951g/1000ml 5) 0.850g/1000ml 6) 0.850g/1000ml 7) 0.955g/1000ml 8) 0.714g/1000ml 9) 0.646g/1000ml 10) 0.595g/1000ml 11) 0.570g/1000ml 12) 0.510g/1000ml 13) 0.510g/1000ml 14) 0.300g/1000ml 15) 0.270g/1000ml 16) 5.38g/1000ml 17) 4.48g/1000ml 18) 0.184g/1000ml 19) 0.051g/1000ml,,Peritoneal Dialysis Solution,,Baxter Healthcare (Malaysia) Sdn Bhd,MAL06121040AZ,Baxter Healthcare (Malaysia) Sdn Bhd,MAL06121040AZ,"Baxter Healthcare SA, Singapore Branch",resolved,Resolved,Discontinuation,Voluntary withdrawal,2025-10-27,,2026-09-22,PRH has not proposed any mitigation plan. NPRA notes: The registration of this product has been terminated.,Registered alternative product is not available. Doctors are advised to ensure patients receive suitable alternative treatment based on their clinical judgement 30 October 2025 Notes: Notification will published one (1) year from the supply impact start date (30 October 2026).,,2026-09-22T14:27:48.443291,
MY,Malaysia,NPRA,BINOZYT 500MG FILM COATED TABLETS,AZITHROMYCIN,500MG,,TABLET,J01FA10,SANDOZ PRODUCTS MALAYSIA SDN. BHD.,MAL10100127AZ,SANDOZ PRODUCTS MALAYSIA SDN. BHD.,MAL10100127AZ,SANDOZ S.R.L.,resolved,Resolved,Discontinuation,Business decision,2025-11-04,,2026-09-22,PRH has not proposed any mitigation plan.,Registered alternative products are available 21 August 2026 Note: Notification will published one (1) year from the supply impact start date (4 November 2026).,Azithromycin Alternative responses and publish 251121xlsx.pdf,2026-09-22T14:27:48.443291,115002
