country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,product_no,shortage_start,estimated_end,status,scraped_at
FR,France,ANSM,"Gardenal 200 mg/4 ml, poudre et solvant pour solution injectable",phénobarbital sodique,,,N03AA02,,2025-06-11,2025-06-11,resolved,2026-03-12T15:53:53.730061
FR,France,ANSM,"Lytos 520 mg, comprimé pelliculé",clodronate de sodium anhydre,,,,,2025-06-10,2025-06-04,resolved,2026-03-12T15:53:53.730061
FR,France,ANSM,"Maginjectable 0,8 pour cent, solution injectable",magnésium (pidolate de),,,,,2025-06-06,,supply tension,2026-03-12T15:53:53.730061
FR,France,ANSM,"Repatha 140 mg, solution injectable en stylo prérempli",evolocumab (mammifère/hamster/cellules cho),,,C10AX13,,2025-06-06,,supply tension,2026-03-12T15:53:53.730061
FR,France,ANSM,Genotonorm Miniquick poudre et solvant pour solution injectable,somatropine,,,H01AC01,,2025-06-04,2025-06-04,resolved,2026-03-12T15:53:53.730061
FR,France,ANSM,"Nplate 250 microgrammes, poudre et solvant pour solution injectable",romiplostim,,,B02BX04,,2025-06-04,2025-06-04,resolved,2026-03-12T15:53:53.731059
FR,France,ANSM,"Hexatrione 2 pour cent, suspension injectable (intra-articulaire)",hexacetonide de triamcinolone,,,,,2025-05-28,,supply tension,2026-03-12T15:53:53.731059
FR,France,ANSM,"Acide Acetylsalicylique Panpharma 500 mg, poudre pour solution injectable (anciennement Kardegic 500 mg/5 ml, poudre pour solution injectable)",acide acétylsalicylique,,,,,2025-05-27,2025-05-27,resolved,2026-03-12T15:53:53.731059
FR,France,ANSM,"Quetiapine LP (Xeroquel LP) 50 mg, 300 mg et 400 mg comprimé à libération prolongée",quétiapine (fumarate de),,,N05AH04,,2025-05-27,,supply tension,2026-03-12T15:53:53.731059
FR,France,ANSM,"Bi Tildiem L.P. 90 mg, comprimé enrobé à libération prolongée",diltiazem (chlorhydrate de),,,C08DB01,,2025-05-27,2025-05-27,resolved,2026-03-12T15:53:53.731059
FR,France,ANSM,"Cordarone 150 mg/3 ml, solution injectable en ampoule (IV)",amiodarone,,,C01BD01,,2025-05-26,2025-05-26,resolved,2026-03-12T15:53:53.731059
FR,France,ANSM,"TCaps 37,5 microgrammes, capsule molle",lévothyroxine,,,H03AA01,,2025-05-26,2025-05-26,resolved,2026-03-12T15:53:53.731059
FR,France,ANSM,"Atracurium Pfizer 10 mg/mL, solution injectable/pour perfusion",Atracurium,,,M03AC04,,2025-05-23,2025-05-23,resolved,2026-03-12T15:53:53.731059
FR,France,ANSM,"Palipéridone Teva, suspension injectable à libération prolongée",palipéridone,,,N05AX13,,2025-05-23,,supply tension,2026-03-12T15:53:53.731059
FR,France,ANSM,"Egaten 250 mg, comprimé sécable",triclabendazole,,,,,2025-05-23,2025-05-23,resolved,2026-03-12T15:53:53.731059
FR,France,ANSM,"Clarithromycine Viatris 25 mg/ml, granulés pour suspension buvable et Zeclar 25 mg/ml, granulés pour suspension buvable",clarithromycine,,,J01FA09,,2025-05-22,2025-04-15,resolved,2026-03-12T15:53:53.731059
FR,France,ANSM,"Méthylphénidate Arrow LP, gélule à libération prolongée",méthylphénidate (chlorhydrate de),,,N06BA04,,2025-05-15,2025-05-15,resolved,2026-03-12T15:53:53.731059
FR,France,ANSM,"Sinemet 250 mg/25 mg, comprimé sécable",lévodopa - carbidopa,,,N04BA02,,2025-05-15,2025-05-15,resolved,2026-03-12T15:53:53.732055
FR,France,ANSM,"Nozinan 100 mg, comprimé pelliculé sécable",lévomépromazine,,,N05AA02,,2025-05-15,2025-05-15,resolved,2026-03-12T15:53:53.732055
FR,France,ANSM,"Baqsimi 3 mg, poudre nasale en récipient unidose",glucagon,,,H04AA01,,2025-05-09,,supply tension,2026-03-12T15:53:53.732055
FR,France,ANSM,"Ozempic 0,25 mg, 0,5 mg, 1 mg, solution injectable en stylo prérempli",sémaglutide (levure/saccharomyces cerevisiae),,,A10BJ06,,2025-05-09,2025-05-09,resolved,2026-03-12T15:53:53.732055
FR,France,ANSM,"Levodopa Carbidopa Teva 100 mg/10 mg, comprimé sécable",lévodopa - carbidopa,,,N04BA02,,2025-05-07,2025-05-07,resolved,2026-03-12T15:53:53.732055
FR,France,ANSM,"Scopoderm TTS 1 mg/72 heures, dispositif transdermique",scopolamine,,,A04AD01,,2025-05-05,2025-04-30,resolved,2026-03-12T15:53:53.732055
FR,France,ANSM,"Levodopa Carbidopa Teva LP 100 mg/25 mg, comprimé à libération prolongé",lévodopa - carbidopa,,,N04BA02,,2025-04-28,2025-04-28,resolved,2026-03-12T15:53:53.732055
FR,France,ANSM,"Zeclar 0,5 g, poudre pour solution à diluer pour perfusion",clarithromycine,,,J01FA09,,2025-04-25,2025-04-23,resolved,2026-03-12T15:53:53.732055
FR,France,ANSM,"Sectral LP 500 mg, comprimé pelliculé à libération prolongée",acébutolol (chlorhydrate d'),,,C07AB04,,2025-04-23,,shortage,2026-03-12T15:53:53.732055
FR,France,ANSM,"Daptomycine Noridem 500 mg, poudre pour solution injectable/pour perfusion en flacon de 10 ml",daptomycine,,,J01XX09,,2025-04-22,2025-04-18,resolved,2026-03-12T15:53:53.732055
FR,France,ANSM,"Zithromax 40 mg/ml enfants, poudre pour suspension buvable",azithromycine dihydratée,,,J01FA10,,2025-04-08,2025-04-08,resolved,2026-03-12T15:53:53.733060
FR,France,ANSM,"Pazenir 5 mg/mL, poudre pour dispersion pour perfusion",nab paclitaxel,,,L01CD01,,2025-04-07,2025-04-07,resolved,2026-03-12T15:53:53.733060
FR,France,ANSM,"Amoxicilline-Clamoxyl toutes formes orales, tous dosages",amoxicilline,,,J01CA04,,2025-04-02,2025-04-02,resolved,2026-03-12T15:53:53.733060
FR,France,ANSM,"Amoxicilline / Acide Clavulanique - Augmentin toutes formes orales, tous dosages",amoxicilline - acide clavulanique,,,J01CA04,,2025-04-02,2025-04-02,resolved,2026-03-12T15:53:53.733060
FR,France,ANSM,"Clopidogrel 75 mg, comprimé pelliculé",clopidogrel (hydrogénosulfate de),,,B01AC04,,2025-03-27,,supply tension,2026-03-12T15:53:53.733060
FR,France,ANSM,"Eurobiol 25 000 U, gélule gastro-résistante",poudre de pancréas,,,,,2025-03-27,2025-04-01,resolved,2026-03-12T15:53:53.733060
FR,France,ANSM,"Eurobiol 12 500 U, gélule gastrorésistante",poudre de pancréas,,,,,2025-03-27,2025-04-01,resolved,2026-03-12T15:53:53.733060
FR,France,ANSM,"Ebilfumin 75 mg, gélule",oseltamivir,,,J05AH02,,2025-03-27,2025-03-27,resolved,2026-03-12T15:53:53.733060
FR,France,ANSM,"Medikinet 30 mg, gélule à libération modifiée",méthylphénidate (chlorhydrate de),,,N06BA04,,2025-03-26,2025-03-25,resolved,2026-03-12T15:53:53.733060
FR,France,ANSM,"Tamiflu 75 mg, gélule",oseltamivir,,,J05AH02,,2025-03-25,2025-03-25,resolved,2026-03-12T15:53:53.733060
FR,France,ANSM,"Iopidine 0,5 %, collyre en solution",apraclonidine (chlorhydrate d'),,,S01EA03,,2025-03-24,2025-03-24,resolved,2026-03-12T15:53:53.733060
FR,France,ANSM,"Vancomycine Viatris 125 mg, poudre pour solution à diluer pour perfusion-vancomycine",chlorhydrate de,,,,,2025-03-18,,supply tension,2026-03-12T15:53:53.733060
FR,France,ANSM,"Virophta, préparation pour collyre (lyophilisat et solvant)",trifluridine,,,L01BC59,,2025-03-17,,supply tension,2026-03-12T15:53:53.734059
FR,France,ANSM,"Celsior, solution pour conservation d’organes - [acide glutamique, calcium (chlorure de) dihydraté, glutathion, histidine, lactobionique (acide), magnésium (chlorure de) hexahydraté, mannitol, potassium (chlorure de), sodium (hydroxyde de)]",,,,,,2025-03-13,,shortage,2026-03-12T15:53:53.734059
FR,France,ANSM,"Hydrocortisone Upjohn 100 mg, préparation injectable",hydrocortisone (hydrogénosuccinate sodique d'),,,H02AB09,,2025-03-06,,supply tension,2026-03-12T15:53:53.734059
FR,France,ANSM,"Xeplion, suspension injectable à libération prolongée",palipéridone,,,N05AX13,,2025-03-05,,supply tension,2026-03-12T15:53:53.734059
FR,France,ANSM,"Elvorine 25 mg/2,5 ml, 50 mg/5 ml, 100 mg/10 ml et 175 mg/17,5 ml, solution injectable",lévofolinate de calcium,,,,,2025-02-20,,discontinued,2026-03-12T15:53:53.734059
FR,France,ANSM,"Héparine calcique 25 000 UI/mL, solution injectable en seringue pré-remplie (S.C.) de 0,2 mL et 0,3 ml, Calciparine 5 000 UI/0,2 ml et 7 500 UI/0,3 ml, solution injectable en seringue pré-remplie (S.C.)",héparine calcique,,,B01AB01,,2025-02-12,,supply tension,2026-03-12T15:53:53.734059
FR,France,ANSM,"Tsoludose, solution buvable en récipient unidose",lévothyroxine,,,H03AA01,,2025-02-11,,discontinued,2026-03-12T15:53:53.734059
FR,France,ANSM,"Iobenguane (¹³¹I) pour thérapie CIS bio international 370 MBq/mL, solution pour perfusion",Iobenguane (¹³¹I),,,V10XA02,,2025-01-28,,discontinued,2026-03-12T15:53:53.734059
FR,France,ANSM,"Pediaven AP-HP G25, solution pour perfusion",,,,,,2025-01-22,,discontinued,2026-03-12T15:53:53.734059
FR,France,ANSM,"Amikacine Viatris 250 mg, 500 mg et 1g, poudre pour solution injectable en flacon",amikacine (sulfate d'),,,J01GB06,,2025-01-15,,supply tension,2026-03-12T15:53:53.734059
FR,France,ANSM,"Pomalidomide Viatris 1, 2, 3 et 4 mg, gélule",pomalidomide,,,L04AX06,,2025-01-14,,shortage,2026-03-12T15:53:53.734059
FR,France,ANSM,"Lutrelef 3,2 mg, poudre et solvant pour solution injectable",gonadoréline (acétate de),,,H01CA01,,2024-12-18,,supply tension,2026-03-12T15:53:53.734059
FR,France,ANSM,"Cinacalcet 30 mg, 60 mg et 90 mg comprimé pelliculé",cinacalcet (chlorhydrate de),,,H05BX01,,2024-12-06,,supply tension,2026-03-12T15:53:53.734059
FR,France,ANSM,"Spécialités à base d'aprépitant 125 mg, 80 mg et 125 mg/80 mg gélules",aprépitant,,,A04AD12,,2024-12-04,,supply tension,2026-03-12T15:53:53.734059
FR,France,ANSM,"Praluent 75 mg, 150 mg et 300 mg, solution injectable en stylo pré-rempli",alirocumab (mammifere/hamster/cellules cho),,,C10AX14,,2024-12-03,,supply tension,2026-03-12T15:53:53.734059
FR,France,ANSM,"Méthotrexate Accord 100 mg/mL, solution à diluer pour perfusion (flacon de 10 ml)",méthotrexate,,,L04AX03,,2024-11-28,,shortage,2026-03-12T15:53:53.735056
FR,France,ANSM,Zoryon gélules et sirop,chlorhydrate de méthadone,,,N07BC02,,2024-11-28,,discontinued,2026-03-12T15:53:53.735056
FR,France,ANSM,"Ydralbum 200 g/L, solution pour perfusion en flacon de 50 mL et 100 mL",albumine humaine ((mammifère/humain/plasma)),,,B05AA01,,2024-11-12,,discontinued,2026-03-12T15:53:53.735056
FR,France,ANSM,"Marsilid 50 mg, comprimé sécable",iproniazide,,,,,2024-11-07,,shortage,2026-03-12T15:53:53.735056
FR,France,ANSM,"Furosémide Zentiva 500 mg, comprimé sécable",furosémide,,,C03CA01,,2024-11-04,,supply tension,2026-03-12T15:53:53.735056
FR,France,ANSM,"Ribarivine Biogaran 200 mg/400 mg, comprimé pelliculé",Ribavirine,,,J05AP01,,2024-10-31,,discontinued,2026-03-12T15:53:53.735056
FR,France,ANSM,"Héparine Choay 25 000 UI/5 ml, solution injectable, 1 flacon(s) en verre de 5 ml",héparine sodique,,,B01AB01,,2024-10-25,,discontinued,2026-03-12T15:53:53.735056
FR,France,ANSM,"Atropine 1%, collyre",atropine (sulfate),,,S01FA01,,2024-10-16,,supply tension,2026-03-12T15:53:53.735056
FR,France,ANSM,"Ropinirole LP 2 mg, 4 mg et 8 mg comprimé pelliculé",ropinirole (chlorhydrate de),,,N04BC04,,2024-10-01,,supply tension,2026-03-12T15:53:53.735056
FR,France,ANSM,"Ropinirole 0,25 mg, 0,5 mg 1 mg, 2 mg et 5mg comprimé pelliculé",ropinirole,,,N04BC04,,2024-09-25,,supply tension,2026-03-12T15:53:53.735056
FR,France,ANSM,"Ancotil 1 pour cent, solution pour perfusion",Flucytosine,,,J02AX01,,2024-09-18,,discontinued,2026-03-12T15:53:53.735056
FR,France,ANSM,"Claventin 3g/200 mg et 5g/200 mg, poudre pour solution injectable (I.V.)","ticarcilline (sodique), acide clavulanique",,,,,2024-08-06,,shortage,2026-03-12T15:53:53.735056
FR,France,ANSM,"Tofranil 10 mg, comprimé enrobé",imipramine,,,N06AA02,,2024-07-29,,supply tension,2026-03-12T15:53:53.735056
FR,France,ANSM,"Atropine 0,5%, collyre",atropine (sulfate),,,S01FA01,,2024-07-18,,supply tension,2026-03-12T15:53:53.735056
FR,France,ANSM,"Eldisine 5 mg, poudre pour solution injectable",sulfate de vindésine,,,L01CA03,,2024-06-19,,shortage,2026-03-12T15:53:53.735056
FR,France,ANSM,Malocide 50 mg comprimé pelliculé,pyriméthamine,,,P01BD01,,2024-06-04,,shortage,2026-03-12T15:53:53.736054
FR,France,ANSM,"Cidermex, pommade ophtalmique","néomycine (sulfate de), triamcinolone (acétonide de)",,,S02CA07,,2024-05-24,,supply tension,2026-03-12T15:53:53.736054
FR,France,ANSM,"Creon 35 000 U, gélule gastrorésistante",pancréatine,,,,,2024-03-20,,supply tension,2026-03-12T15:53:53.736054
FR,France,ANSM,"Creon 5 000 U, granulés gastro-résistants",pancréatine,,,,,2024-03-12,,supply tension,2026-03-12T15:53:53.736054
FR,France,ANSM,"Creon 10 000 U, gélule gastrorésistante",pancréatine,,,,,2024-01-11,,supply tension,2026-03-12T15:53:53.736054
FR,France,ANSM,"Creon 25 000 U, gélule gastrorésistante",pancréatine,,,,,2024-01-11,,supply tension,2026-03-12T15:53:53.736054
FR,France,ANSM,"Skiacol 0,5 pour cent, collyre",cyclopentolate (chlorhydrate de),,,S01FA04,,2023-11-07,,supply tension,2026-03-12T15:53:53.736054
FR,France,ANSM,"Acadione 250 mg, comprimé dragéifié",tiopronine,,,G04BX16,,2023-10-25,,discontinued,2026-03-12T15:53:53.736054
FR,France,ANSM,"Digidot 80mg, poudre pour solution pour perfusion (Digifab importation)",Fragment Fab d’immunoglobuline antidigitalique ovin,,,,,2023-08-04,,discontinued,2026-03-12T15:53:53.736054
FR,France,ANSM,"Pylera 140 mg/125 mg/125 mg, gélule",bismuth potassique (sous-citrate de) /métronidazole /tétracycline (chlorhydrate de),,,,,2023-07-27,,supply tension,2026-03-12T15:53:53.736054
FR,France,ANSM,"Spécialités à base de roxithromycine 150 mg, comprimé pelliculé",roxithromycine,,,,,2023-07-17,,supply tension,2026-03-12T15:53:53.736054
FR,France,ANSM,"Kayexalate, poudre pour suspension orale et rectale",sodium (polystyrène sulfonate de),,,V03AE01,,2023-05-17,,supply tension,2026-03-12T15:53:53.736054
FR,France,ANSM,Montélukast comprimé 5 mg et 10 mg,montélukast sodique,,,R03DC03,,2023-02-01,,supply tension,2026-03-12T15:53:53.736054
FR,France,ANSM,"Minirin 0,1 mg/mL, solution pour administration endonasale",Desmopressine,,,H01BA02,,2023-01-24,,discontinued,2026-03-12T15:53:53.737023
FR,France,ANSM,"Alprostadil Intsel Chimos 0,5 mg/ml, solution injectable",Alprostadil,,,G04BE01,,2022-11-23,,shortage,2026-03-12T15:53:53.737023
FR,France,ANSM,"Alyostal venin de guêpe polistes 110 microgrammes et 550 microgrammes, poudre et solvant pour solution injectable- [Guêpe Polistes (venin de)]",,,,,,2022-11-04,,shortage,2026-03-12T15:53:53.737023
FR,France,ANSM,"Actosolv 100 000 UI et 600 000 UI, poudre pour solution injectable / pour perfusion- [Urokinase]",,,,B01AD04,,2022-08-09,,shortage,2026-03-12T15:53:53.737023
FR,France,ANSM,"SEMAP 20 mg, comprimé",,,,,,2021-05-19,,shortage,2026-03-12T15:53:53.737023
