country_code,country_name,source,medicine_name,full_name,active_substance,strength,package_size,dosage_form,atc_code,marketing_auth_holder,market_status,market_status_code,status,scraped_at,prk
SI,Slovenia,CBZ,Doksorubicin Sandoz,Doksorubicin Sandoz 2 mg/ml koncentrat za raztopino za infundiranje,doxorubicinum,,škatla z 1 vialo brez ovoja s 5 ml koncentrata,koncentrat za raztopino za infundiranje,L01DB01,Sandoz d.d.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288536,30694
SI,Slovenia,CBZ,Doksorubicin Sandoz,Doksorubicin Sandoz 2 mg/ml koncentrat za raztopino za infundiranje,doxorubicinum,,škatla z 1 vialo brez ovoja s 25 ml koncentrata,koncentrat za raztopino za infundiranje,L01DB01,Sandoz d.d.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288547,30694
SI,Slovenia,CBZ,EPIRUBICIN EBEWE,EPIRUBICIN EBEWE 2 mg/ml koncentrat za raztopino za infundiranje,epirubicinum,,škatla z 1 vialo z ovojem (Onco-Safe ali krèljivi ovoj) ali brez s 5 ml koncentrata,koncentrat za raztopino za infundiranje,L01DB03,EBEWE Pharma,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288557,82260
SI,Slovenia,CBZ,EPIRUBICIN EBEWE,EPIRUBICIN EBEWE 2 mg/ml koncentrat za raztopino za infundiranje,epirubicinum,,škatla z 1 vialo z ovojem (Onco-Safe ali krèljivi ovoj) ali brez s 25 ml koncentrata,koncentrat za raztopino za infundiranje,L01DB03,EBEWE Pharma,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288568,82260
SI,Slovenia,CBZ,Tasmar,Tasmar 100 mg filmsko obložene tablete,tolcaponum,,100 filmsko obloženih tablet,filmsko obložena tableta,N04BX01,Viatris Healthcare Limited,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288578,80179
SI,Slovenia,CBZ,Test Helicobacter INFAI,"Test Helicobacter INFAI za otroke v starosti 3   11 let, 45 mg prašek za peroralno raztopino",Alia diagnostica,,škatla z lonèkom s 45g praška za peroralno raztopino s 4 epruvetami za vzorce izdihanega zraka in upogljivo slamico za pihanje,prašek za peroralno raztopino,,INFAI GmbH,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288589,
SI,Slovenia,CBZ,Manitol z elektroliti HZTM,Manitol z elektroliti HZTM 100 mg/ml raztopina za infundiranje,mannitolum,,steklenica s 500 ml raztopine,raztopina za infundiranje,B05BC01,HRVATSKI ZAVOD ZA TRANSFUZIJSKU MEDICINU,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288599,
SI,Slovenia,CBZ,CERVARIX,CERVARIX suspenzija za injiciranje v napolnjeni injekcijski brizgi,"vaccina papilomaviris humanis stirpis 16, 18",,"1 napolnjena injekcijska brizga (0,5 ml) + 1 injekcijska igla",suspenzija za injiciranje,J07BM02,GlaxoSmithKline Biologicals S.A.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288610,215899
SI,Slovenia,CBZ,OMNIPAQUE,OMNIPAQUE 300 mg I/ml raztopina za injiciranje,iohexolum,,škatla z 10 vialami s 50 ml raztopine,raztopina za injiciranje,V08AB02,GE Healthcare AS,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288620,34940
SI,Slovenia,CBZ,BONVIVA,BONVIVA 3 mg/3 ml raztopina za injiciranje v napolnjeni injekcijski brizgi,acidum ibandronicum,,1 napolnjena injekcijska brizga,raztopina za injiciranje,M05BA06,Atnahs Pharma Netherlands B.V.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288631,80675
SI,Slovenia,CBZ,Betaserc,Betaserc 24 mg tablete,betahistinum,,škatla z 20 tabletami (1 x 20 tablet v pretisnem omotu),tableta,N07CA01,Viatris Healthcare Limited,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288642,27413
SI,Slovenia,CBZ,Sutent,Sutent 25 mg trde kapsule,,,"škatla, plastenka s 30 trdimi kapsulami","kapsula, trda",L01EX01,Pfizer Europe MA EEIG,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288653,
SI,Slovenia,CBZ,Zolrix,Zolrix 10 mg orodisperzibilne tablete,olanzapinum,,škatla z 28 tabletami (4 x 7 tablet v pretisnem omotu),orodisperzibilna tableta,N05AH03,"KRKA, d.d., Novo mesto",Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288663,
SI,Slovenia,CBZ,Zolrix,Zolrix 20 mg orodisperzibilne tablete,olanzapinum,,škatla z 28 tabletami (4 x 7 tablet v pretisnem omotu),orodisperzibilna tableta,N05AH03,"KRKA, d.d., Novo mesto",Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288674,
SI,Slovenia,CBZ,Zolrix,Zolrix 5 mg orodisperzibilne tablete,olanzapinum,,škatla z 28 tabletami (4 x 7 tablet v pretisnem omotu),orodisperzibilna tableta,N05AH03,"KRKA, d.d., Novo mesto",Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288684,
SI,Slovenia,CBZ,OMNIPAQUE,OMNIPAQUE 350 mg I/ml raztopina za injiciranje,iohexolum,,škatla s 6 vialami z 200 ml raztopine,raztopina za injiciranje,V08AB02,GE Healthcare AS,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288695,34940
SI,Slovenia,CBZ,Priorix,PRIORIX prašek in vehikel za raztopino za injiciranje v napolnjeni injekcijski brizgi,"morbillorum, parotitidis et rubeolae vaccinum",,"škatla z 10 napolnjenimi injekcijskimi brizgami z 0,5 ml vehikla, 20 injekcijskimi iglami in 10 vialami s praškom",prašek in vehikel za raztopino za injiciranje,J07BD52,GlaxoSmithKline Biologicals S.A.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288705,88889
SI,Slovenia,CBZ,ARCOXIA,ARCOXIA 120 mg filmsko obložene tablete,etoricoxibum,,škatla s 14 tabletami (2 x 7 tablet v pretisnem omotu),filmsko obložena tableta,M01AH05,"N. V. Organon, Oss",Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.288716,
SI,Slovenia,CBZ,ARCOXIA,ARCOXIA 120 mg filmsko obložene tablete,etoricoxibum,,škatla z 28 tabletami (4 x 7 tablet v pretisnem omotu),filmsko obložena tableta,M01AH05,"N. V. Organon, Oss",Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.288727,
SI,Slovenia,CBZ,ARCOXIA,ARCOXIA 60 mg filmsko obložene tablete,etoricoxibum,,škatla s 14 tabletami (2 x 7 tablet v pretisnem omotu),filmsko obložena tableta,M01AH05,"N. V. Organon, Oss",Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.288737,
SI,Slovenia,CBZ,ARCOXIA,ARCOXIA 60 mg filmsko obložene tablete,etoricoxibum,,škatla s 7 tabletami (1 x 7 tablet v pretisnem omotu),filmsko obložena tableta,M01AH05,"N. V. Organon, Oss",Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.288748,
SI,Slovenia,CBZ,ARCOXIA,ARCOXIA 90 mg filmsko obložene tablete,etoricoxibum,,škatla s 14 tabletami (2 x 7 tablet v pretisnem omotu),filmsko obložena tableta,M01AH05,"N. V. Organon, Oss",Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.288758,
SI,Slovenia,CBZ,ARCOXIA,ARCOXIA 90 mg filmsko obložene tablete,etoricoxibum,,škatla s 7 tabletami (1 x 7 tablet v pretisnem omotu),filmsko obložena tableta,M01AH05,"N. V. Organon, Oss",Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.288768,
SI,Slovenia,CBZ,Ultiva,Ultiva 1 mg prašek za raztopino za injiciranje/infundiranje,remifentanilum,,škatla s 5 vialami s praškom,prašek za raztopino za injiciranje/infundiranje,N01AH06,Aspen Pharma Trading Limited,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288779,
SI,Slovenia,CBZ,Ultiva,Ultiva 5 mg prašek za raztopino za injiciranje/infundiranje,remifentanilum,,škatla s 5 vialami s praškom,prašek za raztopino za injiciranje/infundiranje,N01AH06,Aspen Pharma Trading Limited,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288790,
SI,Slovenia,CBZ,OMNIPAQUE,OMNIPAQUE 350 mg I/ml raztopina za injiciranje,iohexolum,,škatla z 10 vialami s 100 ml raztopine,raztopina za injiciranje,V08AB02,GE Healthcare AS,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288800,34940
SI,Slovenia,CBZ,Dermazin,Dermazin 10 mg/g krema,argenti sulfadiazinum,,škatla s tubo s polietilenskim zamaškom s 50 g kreme,krema,D06BA01,Lek d.d.,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288811,2828
SI,Slovenia,CBZ,Visipaque,Visipaque 270 mg l/ml raztopina za injiciranje,iodixanolum,,škatla z 10 steklenièkami s 100 ml raztopine,raztopina za injiciranje,V08AB09,GE Healthcare AS,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288821,
SI,Slovenia,CBZ,Visipaque,Visipaque 270 mg l/ml raztopina za injiciranje,iodixanolum,,škatla z 10 steklenièkami s 50 ml raztopine,raztopina za injiciranje,V08AB09,GE Healthcare AS,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288832,
SI,Slovenia,CBZ,Visipaque,Visipaque 320 mg l/ml raztopina za injiciranje,iodixanolum,,škatla z 10 steklenièkami s 50 ml raztopine,raztopina za injiciranje,V08AB09,GE Healthcare AS,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288842,
SI,Slovenia,CBZ,Visipaque,Visipaque 320 mg l/ml raztopina za injiciranje,iodixanolum,,škatla z 10 steklenièkami s 100 ml raztopine,raztopina za injiciranje,V08AB09,GE Healthcare AS,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288852,
SI,Slovenia,CBZ,Visipaque,Visipaque 320 mg l/ml raztopina za injiciranje,iodixanolum,,škatla s 6 steklenièkami z 200 ml raztopine,raztopina za injiciranje,V08AB09,GE Healthcare AS,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288863,
SI,Slovenia,CBZ,ENGERIX,"ENGERIX-B za otroke 10 mikrogramov/0,5 ml suspenzija za injiciranje",antigenum hepatitidis B purificatum,,"škatla z 10 napolnjenimi injekcijskimi brizgami z 0,5 ml suspenzije in 10 injekcijskimi iglami",suspenzija za injiciranje,J07BC01,GlaxoSmithKline Biologicals S.A.,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288874,212717
SI,Slovenia,CBZ,TRAVATAN,"TRAVATAN 40 mikrogramov/ml kapljice za oko, raztopina",travoprostum,,"škatla z 1 kapalnim vsebnikom (polipropilen) z 2,5 ml raztopine","kapljice za oko, raztopina",S01EE04,Novartis Europharm Limited,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288884,206431
SI,Slovenia,CBZ,Kamiren,Kamiren XL 4 mg tablete s podaljšanim sprošèanjem,doxazosinum,,škatla s 30 tabletami (3 x 10 tablet v pretisnem omotu),tableta s podaljšanim sprošèanjem,C02CA04,"KRKA, d.d., Novo mesto",Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288895,
SI,Slovenia,CBZ,Kamiren,Kamiren XL 4 mg tablete s podaljšanim sprošèanjem,doxazosinum,,škatla z 90 tabletami (9 x 10 tablet v pretisnem omotu),tableta s podaljšanim sprošèanjem,C02CA04,"KRKA, d.d., Novo mesto",Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288905,
SI,Slovenia,CBZ,REMODULIN,REMODULIN 1 mg/ml raztopina za infundiranje,treprostinilum,,škatla z 1 vialo z 20 ml raztopine,raztopina za injiciranje,B01AC21,Ferrer Internacional S.A.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288916,
SI,Slovenia,CBZ,REMODULIN,"REMODULIN 2,5 mg/ml raztopina za infundiranje",treprostinilum,,škatla z 1 vialo z 20 ml raztopine,raztopina za injiciranje,B01AC21,Ferrer Internacional S.A.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288926,
SI,Slovenia,CBZ,REMODULIN,REMODULIN 5 mg/ml raztopina za infundiranje,treprostinilum,,škatla z 1 vialo z 20 ml raztopine,raztopina za injiciranje,B01AC21,Ferrer Internacional S.A.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288937,
SI,Slovenia,CBZ,INFANRIX HEXA,INFANRIX HEXA prašek in suspenzija za suspenzijo za injiciranje,"diphtheriae, haemophili influenzae B, pertussis, poliomyelitidis, tetani et hepatitidis B vaccinum combinatum",,1 viala s praškom + 1 napolnjena injekcijska brizga + 2 inj.igla,prašek in suspenzija za suspenzijo za injiciranje,J07CA09,GlaxoSmithKline Biologicals S.A.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288947,196541
SI,Slovenia,CBZ,INFANRIX HEXA,INFANRIX HEXA prašek in suspenzija za suspenzijo za injiciranje,"diphtheriae, haemophili influenzae B, pertussis, poliomyelitidis, tetani et hepatitidis B vaccinum combinatum",,10x( viala s praškom + napolnjena injekcijska brizga + 2 inj.igla),prašek in suspenzija za suspenzijo za injiciranje,J07CA09,GlaxoSmithKline Biologicals S.A.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288958,196541
SI,Slovenia,CBZ,Norprolac,Norprolac 75 mikrogramov tablete,quinagolidum,,škatla s 30 tabletami (3 x 10 tablet v pretisnem omotu),tableta,G02CB04,Ferring GmbH,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288969,37559
SI,Slovenia,CBZ,Ciprofloksacin Lek,Ciprofloksacin Lek 400 mg/ 200 ml raztopina za infundiranje,ciprofloxacinum,,škatla s 5 vialami z 200 ml raztopine,raztopina za infundiranje,J01MA02,Lek d.d.,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288979,138215
SI,Slovenia,CBZ,Kreon,Kreon 10 000 Ph.Eur.e. trde gastrorezistentne kapsule,"praeparata multienzymica (lipazae, proteazae)",,škatla z vsebnikom s 100 kapsulami,"gastrorezistentna kapsula, trda",A09AA02,Viatris Healthcare Limited,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288990,
SI,Slovenia,CBZ,Kreon,Kreon 25 000 Ph.Eur.e. trde gastrorezistentne kapsule,"praeparata multienzymica (lipazae, proteazae)",,škatla z vsebnikom s 100 kapsulami,"gastrorezistentna kapsula, trda",A09AA02,Viatris Healthcare Limited,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.289001,
SI,Slovenia,CBZ,Cefzil,CEFZIL 250 mg filmsko obložene tablete,cefprozilum,,škatla z 10 tabletami (1 x 10 tablet v pretisnem omotu),filmsko obložena tableta,J01DC10,Bausch Health Ireland Limited,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289011,
SI,Slovenia,CBZ,Cefzil,CEFZIL 250 mg/5 ml zrnca za peroralno suspenzijo,cefprozilum,,škatla s plastenko z zrnci za pripravo 60 ml suspenzije in merilno žlièko,zrnca za peroralno suspenzijo,J01DC10,Bausch Health Ireland Limited,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289022,
SI,Slovenia,CBZ,Boostrix,Boostrix suspenzija za injiciranje v napolnjeni injekcijski brizgi,"vaccinum pertussis antigenis purificatis, in combinationibus cum anatoxinis",,"škatla z 1 napolnjeno injekcijsko brizgo z 0,5 ml suspenzije in 1 injekcijsko iglo",suspenzija za injiciranje v napolnjeni injekcijski brizgi,J07AJ52,GlaxoSmithKline Biologicals S.A.,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.289033,167827
SI,Slovenia,CBZ,Anastrozol Teva,Anastrozol Teva 1 mg filmsko obložene tablete,anastrozolum,,škatla z 28 tabletami (4 x 7 tablet v pretisnem omotu),filmsko obložena tableta,L02BG03,Teva Pharma B.V.,Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.289044,45020
SI,Slovenia,CBZ,Arlevert,Arlevert 20 mg/40 mg tablete,cinnarizini combinationes,,škatla z 20 tabletami (1 x 20 tablet v pretisnem omotu),tableta,N07CA52,Hennig Arzneimittel,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289054,86
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 2 napolnjenima injekcijskima brizgama z 0,2 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289066,
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 10 napolnjenimi injekcijskimi brizgami z 0,2 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289076,
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla s 30 napolnjenimi injekcijskimi brizgami z 0,2 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289087,
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 2 napolnjenima injekcijskima brizgama z 0,3 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289102,
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 10 napolnjenimi injekcijskimi brizgami z 0,3 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289116,
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla s 30 napolnjenimi injekcijskimi brizgami z 0,3 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289126,
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 2 napolnjenima injekcijskima brizgama z 0,4 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289140,
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla z 10 napolnjenimi injekcijskimi brizgami z 0,4 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289154,
SI,Slovenia,CBZ,ZIBOR,ZIBOR 25.000 i.e. anti-Xa/ml raztopina za injiciranje v napolnjenih injekcijskih brizgah,bemiparinum,,"škatla s 30 napolnjenimi injekcijskimi brizgami z 0,4 ml raztopine in injekcijsko iglo",raztopina za injiciranje v napolnjeni injekcijski brizgi,B01AB12,Gineladius S.L.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289167,
SI,Slovenia,CBZ,Atoris,Atoris 40 mg filmsko obložene tablete,atorvastatinum,,škatla s 30 tabletami (3 x 10 tablet v pretisnem omotu),filmsko obložena tableta,C10AA05,"KRKA, d.d., Novo mesto",Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289178,
SI,Slovenia,CBZ,Voda za injekcije Braun,Voda za injekcije Braun vehikel za parenteralno uporabo,"Solutiones et diluentia, additis solutionibus ad irigandum",,škatla z 20 polietilenskimi ampulami z 20 ml vode za injekcije,vehikel za parenteralno uporabo,,B. Braun Melsungen AG,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289188,
SI,Slovenia,CBZ,Coryol,"Coryol 3,125 mg tablete",carvedilolum,,škatla z 28 tabletami (4 x 7 tablet v pretisnem omotu),tableta,C07AG02,"KRKA, d.d., Novo mesto",Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289199,
SI,Slovenia,CBZ,Fodiss,FODISS 20 mg disperzibilne tablete,fluoxetinum,,škatla z 28 tabletami (2 x 14 tablet v pretisnem omotu),disperzibilna tableta,N06AB03,Viatris Limited,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.289209,68039
SI,Slovenia,CBZ,Stalevo,Stalevo 200 mg/50 mg/200 mg filmsko obložene tablete,"levodopum, decarboxylasis inhibitor et COMT inhibitor",,plastenka po 30 tablet,filmsko obložena tableta,N04BA03,Orion Corporation,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289219,
SI,Slovenia,CBZ,Budesonid Orion,Budesonid Orion Easyhaler 100 mikrogramov/odmerek prašek za inhaliranje,budezonidum,,škatla z inhalatorjem z 200 odmerki in zašèitnim pokrovèkom,prašek za inhaliranje,R03BA02,Orion Corporation,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289230,76384
SI,Slovenia,CBZ,Fozinopril Arrow,Fozinopril Arrow 10 mg tablete,fosinoprilum,,škatla z 28 tabletami (2 x 14 tablet v pretisnem omotu),tableta,C09AA09,Arrow Generics Limited,Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.289240,
SI,Slovenia,CBZ,Fozinopril Arrow,Fozinopril Arrow 20 mg tablete,fosinoprilum,,škatla z 28 tabletami (2 x 14 tablet v pretisnem omotu),tableta,C09AA09,Arrow Generics Limited,Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.289251,
SI,Slovenia,CBZ,Doksorubicin Sandoz,Doksorubicin Sandoz 2 mg/ml koncentrat za raztopino za infundiranje,doxorubicinum,,škatla z 1 vialo brez ovoja s 50 ml koncentrata,koncentrat za raztopino za infundiranje,L01DB01,Sandoz d.d.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289261,30694
SI,Slovenia,CBZ,Doksorubicin Sandoz,Doksorubicin Sandoz 2 mg/ml koncentrat za raztopino za infundiranje,doxorubicinum,,škatla z 1 vialo brez ovoja s 100 ml koncentrata,koncentrat za raztopino za infundiranje,L01DB01,Sandoz d.d.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289272,30694
SI,Slovenia,CBZ,EPIRUBICIN EBEWE,EPIRUBICIN EBEWE 2 mg/ml koncentrat za raztopino za infundiranje,epirubicinum,,škatla z 1 vialo z ovojem (Onco-Safe ali krèljivi ovoj) ali brez s 50 ml koncentrata,koncentrat za raztopino za infundiranje,L01DB03,EBEWE Pharma,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289283,82260
SI,Slovenia,CBZ,EPIRUBICIN EBEWE,EPIRUBICIN EBEWE 2 mg/ml koncentrat za raztopino za infundiranje,epirubicinum,,škatla z 1 vialo z ovojem (Onco-Safe ali krèljivi ovoj) ali brez s 100 ml koncentrata,koncentrat za raztopino za infundiranje,L01DB03,EBEWE Pharma,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.289293,82260
SI,Slovenia,CBZ,Piramil H,"Piramil H 2,5 mg/12,5 mg tablete",ramiprilum et diuretica,,škatla z 28 tabletami (4 x 7 tablet v pretisnem omotu),tableta,C09BA05,Lek d.d.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289303,40363
SI,Slovenia,CBZ,Ciprinol,Ciprinol 250 mg filmsko obložene tablete,ciprofloxacinum,,škatla z 10 tabletami (1 x 10 tablet v pretisnem omotu),filmsko obložena tableta,J01MA02,"KRKA, d.d., Novo mesto",Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.289314,
SI,Slovenia,CBZ,Carboplatin Ebewe,Carboplatin Ebewe 10 mg/ml koncentrat za raztopino za infundiranje,carboplatinum,,škatla z 1 vialo s 15 ml koncentrata,koncentrat za raztopino za infundiranje,L01XA02,EBEWE Pharma,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289324,39993
SI,Slovenia,CBZ,Carboplatin Ebewe,Carboplatin Ebewe 10 mg/ml koncentrat za raztopino za infundiranje,carboplatinum,,škatla z 1 vialo s 45 ml koncentrata,koncentrat za raztopino za infundiranje,L01XA02,EBEWE Pharma,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289335,39993
SI,Slovenia,CBZ,Carboplatin Ebewe,Carboplatin Ebewe 10 mg/ml koncentrat za raztopino za infundiranje,carboplatinum,,škatla z 1 vialo s 5 ml koncentrata,koncentrat za raztopino za infundiranje,L01XA02,EBEWE Pharma,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289345,39993
SI,Slovenia,CBZ,Glypressin,Glypressin 1 mg prašek in vehikel za raztopino za injiciranje,terlipressinum,,škatla s 5 vialami s praškom in 5 ampulami s 5 ml vehikla,prašek in vehikel za raztopino za injiciranje,H01BA04,Ferring Arzneimittel Ges.m.b.H,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289356,
SI,Slovenia,CBZ,Flavamed,Flavamed 30 mg tablete,ambroxolum,,škatla z 20 tabletami (2 x 10 tablet v pretisnem omotu),tableta,R05CB06,BERLIN-CHEMIE AG,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.289366,
