country_code,country_name,source,medicine_name,full_name,active_substance,strength,package_size,dosage_form,atc_code,marketing_auth_holder,market_status,market_status_code,status,scraped_at,prk
SI,Slovenia,CBZ,KIOVIG,KIOVIG 100 mg/ml raztopina za infundiranje,immunoglobulina humana ad aplicationem intravascularem,,1 viala s 100 ml,raztopina za infundiranje,J06BA02,Takeda Manufacturing Austria AG,Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.288354,80039
SI,Slovenia,CBZ,KIOVIG,KIOVIG 100 mg/ml raztopina za infundiranje,immunoglobulina humana ad aplicationem intravascularem,,1 viala z 200 ml,raztopina za infundiranje,J06BA02,Takeda Manufacturing Austria AG,Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.288365,80039
SI,Slovenia,CBZ,XENETIX,XENETIX 300 mg/ml raztopina za injiciranje,iobitridolum,,škatla z 1 vialo s 50 ml raztopine,raztopina za injiciranje,V08AB11,Guerbet,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288376,42595
SI,Slovenia,CBZ,XENETIX,XENETIX 350 mg/ml raztopina za injiciranje,iobitridolum,,škatla z 1 vialo s 50 ml raztopine,raztopina za injiciranje,V08AB11,Guerbet,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288386,42595
SI,Slovenia,CBZ,ZINNAT,ZINNAT 250 mg/5 ml zrnca za peroralno suspenzijo,cefuroximum,,škatla s steklenico z zrnci za pripravo 100 ml suspenzije in merilno žlièko,zrnca za peroralno suspenzijo,J01DC02,Sandoz d.d.,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288397,
SI,Slovenia,CBZ,Vinorelbin Sandoz,Vinorelbin Sandoz 10 mg/ml koncentrat za raztopino za infundiranje,vinorelbinum,,škatla z 1 vialo z 1 ml koncentrata,koncentrat za raztopino za infundiranje,L01CA04,Sandoz d.d.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288408,58815
SI,Slovenia,CBZ,Vinorelbin Sandoz,Vinorelbin Sandoz 10 mg/ml koncentrat za raztopino za infundiranje,vinorelbinum,,škatla z 1 vialo z 5 ml koncentrata,koncentrat za raztopino za infundiranje,L01CA04,Sandoz d.d.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288418,58815
SI,Slovenia,CBZ,Rhesonativ,Rhesonativ 625 i.e./ml raztopina za injiciranje,immunoglobulinum humanum anti-D (Rh),,škatla z 1 ampulo z 1 ml raztopine,raztopina za injiciranje,J06BB01,Octapharma (IP) SPRL,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288429,209724
SI,Slovenia,CBZ,Rhesonativ,Rhesonativ 625 i.e./ml raztopina za injiciranje,immunoglobulinum humanum anti-D (Rh),,škatla z 1 ampulo z 2 ml raztopine,raztopina za injiciranje,J06BB01,Octapharma (IP) SPRL,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288440,209724
SI,Slovenia,CBZ,AmBisome liposomal,AmBisome liposomal 50 mg prašek za koncentrat za disperzijo za infundiranje,amphotericinum B,,škatla z 10 vialami (15 ml) s praškom in 10 filtri,prašek za koncentrat za disperzijo za infundiranje,J02AA01,Gilead Sciences Ireland UC,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288450,38849
SI,Slovenia,CBZ,EFECTIN,EFECTIN ER 75 mg trde kapsule s podaljšanim sprošèanjem,venlafaxinum,,škatla z 28 kapsulami (2 x 14 kapsul v pretisnem omotu),"kapsula s podaljšanim sprošèanjem, trda",N06AX16,Viatris Healthcare Limited,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288461,
SI,Slovenia,CBZ,Hyalgan,Hyalgan 20 mg/2 ml raztopina za injiciranje,acidum hyaluronicum,,škatla z 1 vialo z 2 ml raztopine za injiciranje,raztopina za injiciranje,M09AX01,Fidia Farmaceutici S.p.A.,Napovedano zaèasno prenehanje opravljanja prometa,4,upcoming,2026-09-21T13:23:43.288472,50733
SI,Slovenia,CBZ,BELOSALIC,"BELOSALIC 0,5 mg / 20 mg v 1 g dermalna raztopina",betamethasonum,,škatla s plastenko s 50 ml raztopine,dermalna raztopina,D07XC01,"BELUPO, d.o.o., Ljubljana",Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288483,
SI,Slovenia,CBZ,Synflorix,Synflorix suspenzija za injiciranje v napolnjeni injekcijski brizgi,vaccinum pneumococcale antigenis polysaccharidicus purificat ificatis cum vaccinam influenzae coniugatum,,1 napolnjena injekcijska brizga in 1 igla,suspenzija za injiciranje v napolnjeni injekcijski brizgi,J07AL52,GlaxoSmithKline Biologicals S.A.,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288494,
SI,Slovenia,CBZ,CARDURA,CARDURA XL 8 mg tablete s podaljšanim sprošèanjem,doxazosinum,,škatla z 28 tabletami (4 x 7 tablet v pretisnem omotu),tableta s podaljšanim sprošèanjem,C02CA04,Viatris Healthcare Limited,Potekajoèe zaèasno prenehanje opravljanja prometa,6,shortage,2026-09-21T13:23:43.288504,
SI,Slovenia,CBZ,Visudyne,Visudyne 15 mg prašek za raztopino za infundiranje,verteporfinum,,škatla z eno vialo s praškom,prašek za raztopino za infundiranje,S01LA01,CHEPLAPHARM Arzneimittel GmbH,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288515,58963
SI,Slovenia,CBZ,Targocid,Targocid 400 mg prašek in vehikel za raztopino za injiciranje ali infundiranje ali za peroralno raztopino,teicoplaninum,,"škatla z eno vialo s praškom in eno ampulo s 3,2 ml vehikla",prašek in vehikel za raztopino za injiciranje/infundiranje,J01XA02,Sanofi Winthrop Industrie,Potekajoèa motnja v preskrbi,5,shortage,2026-09-21T13:23:43.288526,
