country_code,country_name,source,source_detail,medicine_name,active_substance,strength,dosage_form,package_size,product_no,atc_code,marketing_auth_holder,shortage_start,estimated_end,estimated_end_text,actual_end,status,severity,reason,last_updated,url,scraped_at,prk
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Ramipril 1.25mg capsules,Ramipril,,capsules,,MSN/2026/022,C09AA05,,2026-04-23,,the end of May 2026,,shortage,Tier 2 - medium impact,,2026-04-23,https://cpe.org.uk/our-news/medicine-supply-notification-ramipril-1-25mg-capsules/,2026-09-23T10:38:17.994975,30848
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Levemir® (insulin detemir) FlexPen® 100units/ml solution for injection 3ml pre-filled pens and Levemir® Penfill 100units/ml solution for injection 3ml cartridges,insulin detemir,,solution for injection,,MSN/2025/036,A10AE05,,2025-06-16,,,,shortage,Tier 2 - medium impact,,2025-08-14,https://cpe.org.uk/our-news/medicine-supply-notification-levemir-insulin-detemir-flexpen-100units-ml-solution-for-injection-3ml-pre-filled-pens-and-levemir-penfill-100units-ml-solution-for-injection-3ml-cart/,2026-09-23T10:38:17.996089,106976
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Chlordiazepoxide 5mg and 10mg capsules,Chlordiazepoxide,,capsules,,MSN/2026/021,N05BA02,,2026-03-30,,,,shortage,Tier 2 - medium impact,,2026-03-30,https://cpe.org.uk/our-news/medicine-supply-notification-chlordiazepoxide-5mg-and-10mg-capsules/,2026-09-23T10:38:17.996645,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Cefixime (Suprax® ) 200mg tablets,Cefixime,,tablets,,MSN/2026/020,J01DD08,,2026-03-30,,,,shortage,Tier 2 - medium impact,,2026-03-30,https://cpe.org.uk/our-news/medicine-supply-notification-cefixime-suprax-200mg-tablets/,2026-09-23T10:38:17.997355,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Propranolol 80mg and 160mg modified release capsules,Propranolol,,capsules,,MSN/2025/059,C07AA05,,2025-11-10,,July 2026,,shortage,Tier 2 - medium impact,,2026-03-05,https://cpe.org.uk/our-news/medicine-supply-notification-propranolol-80mg-and-160mg-modified-release-capsules/,2026-09-23T10:38:18.029002,20699
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free and Co-trimoxazole 80mg/400mg/5ml oral suspension,,,oral suspension,,MSN/2026/016,,,2026-02-25,,June 2026,,shortage,Tier 2 - medium impact,,2026-02-25,https://cpe.org.uk/our-news/medicine-supply-notification-co-trimoxazole-40mg-200mg-5ml-oral-suspension-sugar-free-and-co-trimoxazole-80mg-400mg-5ml-oral-suspension/,2026-09-23T10:38:18.030164,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Sodium valproate (Epilim Chronosphere® ) 100mg modified-release granules sachets sugar free,,,sachets,,MSN/2026/012,,,2026-02-17,,,,shortage,Tier 2 - medium impact,,2026-02-17,https://cpe.org.uk/our-news/medicine-supply-notification-sodium-valproate-epilim-chronosphere-100mg-modified-release-granules-sachets-sugar-free/,2026-09-23T10:38:18.030892,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Propafenone (Arythmol® ) 150mg tablets,Propafenone,,tablets,,MSN/2026/011,C01BC03,,2026-02-17,,early April 2026,,shortage,Tier 2 - medium impact,,2026-02-17,https://cpe.org.uk/our-news/medicine-supply-notification-propafenone-arythmol-150mg-tablets/,2026-09-23T10:38:18.031454,26026
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Phenobarbital 30mg and 60mg tablets,Phenobarbital,,tablets,,MSN/2026/010,N03AA02,,2026-02-16,,mid/late March 2026,,shortage,Tier 2 - medium impact,,2026-02-16,https://cpe.org.uk/our-news/medicine-supply-notification-phenobarbital-30mg-and-60mg-tablets/,2026-09-23T10:38:18.031727,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Sulfadiazine silver (Flamazine®) 1% cream,,,cream,,MSN/2026/007,,,2026-02-10,,,,shortage,Tier 2 - medium impact,the global discontinuation (see supporting information),2026-02-10,https://cpe.org.uk/our-news/medicine-supply-notification-sulfadiazine-silver-flamazine-1-cream-2/,2026-09-23T10:38:18.032166,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Oxybutynin (Kentera® ) 3.9mg/24hours transdermal patches,Oxybutynin,,transdermal patches,,MSN/2026/004,G04BD04,,2026-01-28,,,,shortage,Tier 2 - medium impact,,2026-01-28,https://cpe.org.uk/our-news/medicine-supply-notification-oxybutynin-kentera-3-9mg-24hours-transdermal-patches/,2026-09-23T10:38:18.032468,78581
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Buprenorphine/naloxone (Suboxone® ) 2mg/500microgram and 8mg/2mg sublingual tablets,Buprenorphine / naloxone,,tablets,,MSN/2026/002,,,2026-01-15,,,,shortage,Tier 2 - medium impact,,2026-01-15,https://cpe.org.uk/our-news/medicine-supply-notification-buprenorphine-naloxone-suboxone-2mg-500microgram-and-8mg-2mg-sublingual-tablets/,2026-09-23T10:38:18.032799,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Co-codamol 30mg/500mg tablets,,,tablets,,MSN/2026/001,,,2026-01-12,,early June 2026,,shortage,Tier 3 - high impact,,2026-01-12,https://cpe.org.uk/our-news/medicine-supply-notification-co-codamol-30mg-500mg-tablets/,2026-09-23T10:38:18.066508,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Hypurin® Porcine 30/70 Mix (insulin isophane biphasic porcine) 100units/ml suspension for injection 3ml cartridges,,,injection,,MSN/2025/073,,,2025-12-29,,February 2026,,shortage,Tier 2 - medium impact,,2025-12-29,https://cpe.org.uk/our-news/medicine-supply-notification-hypurin-porcine-30-70-mix-insulin-isophane-biphasic-porcine-100units-ml-suspension-for-injection-3ml-cartridges/,2026-09-23T10:38:18.067082,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Genotropin® (somatropin) 5.3 mg and 12 mg powder and solvent for solution for injection,somatropin,,solution for injection,,MSN/2025/072,H01AC01,,2025-12-23,,,,shortage,Tier 2 - medium impact,,2025-12-23,https://cpe.org.uk/our-news/medicine-supply-notification-genotropin-somatropin-5-3-mg-and-12-mg-powder-and-solvent-for-solution-for-injection/,2026-09-23T10:38:18.067497,35122
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Diamorphine 5mg, 10mg and 100mg powder for solution for injection ampoules",Diamorphine,,powder for solution for injection,,MSN/2025/071,N07BC06,,2025-12-23,,,,shortage,Tier 3 - high impact,,2025-12-23,https://cpe.org.uk/our-news/medicine-supply-notification-diamorphine-5mg-10mg-and-100mg-powder-for-solution-for-injection-ampoules/,2026-09-23T10:38:18.067935,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Clonidine (Catapres®) 100microgram tablets,Clonidine,,tablets,,MSN/2025/070,C02AC01,,2025-12-23,,,,shortage,Tier 2 - medium impact,,2025-12-23,https://cpe.org.uk/our-news/medicine-supply-notification-clonidine-catapres-100microgram-tablets/,2026-09-23T10:38:18.068542,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Latanoprost 50micrograms/ml / Timolol 5mg/ml (Fixapost® ) eye drops 0.2ml unit dose preservative free,Latanoprost / Timolol,,eye drops,,MSN/2025/069,,,2025-12-19,,early February 2026,,shortage,Tier 2 - medium impact,,2025-12-19,https://cpe.org.uk/our-news/medicine-supply-notification-latanoprost-50micrograms-ml-timolol-5mg-ml-fixapost-eye-drops-0-2ml-unit-dose-preservative-free/,2026-09-23T10:38:18.069046,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Nifedipine (Adipine® XL) 30mg and 60mg modified-release tablets,Nifedipine,,modified-release tablets,,MSN/2025/068,C08CA05,,2025-12-19,,the end of January 2026,,shortage,Tier 2 - medium impact,,2025-12-19,https://cpe.org.uk/our-news/medicine-supply-notification-nifedipine-adipine-xl-30mg-and-60mg-modified-release-tablets/,2026-09-23T10:38:18.071015,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Tresiba® (insulin degludec) FlexTouch® 100units/ml solution for injection 3ml prefilled pens,insulin degludec,,solution for injection,,MSN/2023/053,A10AE06,,2025-12-10,,,,shortage,Tier 2 - medium impact,,2025-12-15,https://cpe.org.uk/our-news/medicine-supply-notification-tresiba-insulin-degludec-flextouch-100units-ml-solution-for-injection-3ml-prefilled-pens-updated/,2026-09-23T10:38:18.071999,115207
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Fiasp® FlexTouch® (insulin aspart) 100units/ml solution for injection 3ml pre-filled pens,insulin aspart,,solution for injection,,MSN/2024/027,A10AB05,,2024-03-04,,January 2025,,shortage,Tier 2 - medium impact,,2025-12-15,https://cpe.org.uk/our-news/medicine-supply-notification-fiasp-flextouch-insulin-aspart-100units-ml-solution-for-injection-3ml-pre-filled-pens/,2026-09-23T10:38:18.104398,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Nifedipine (Fortipine® LA) 40mg modified-release tablets,Nifedipine,,modified-release tablets,,MSN/2025/064,C08CA05,,2025-12-08,,,,shortage,Tier 2 - medium impact,,2025-12-09,https://cpe.org.uk/our-news/medicine-supply-notification-nifedipine-fortipine-la-40mg-modified-release-tablets/,2026-09-23T10:38:18.105405,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Ibandronic acid 150mg tablets,Ibandronic acid,,tablets,,,M05BA06,,2025-11-17,,March 2026,,shortage,Tier 2 - medium impact,,2025-11-17,https://cpe.org.uk/our-news/medicine-supply-notification-ibandronic-acid-150mg-tablets/,2026-09-23T10:38:18.106248,79685
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Antimicrobial Agents Used in Tuberculosis (TB) Treatment,,,,,MSN/2025/058,,,2025-10-23,,,,shortage,Tier 3 - high impact,,2025-10-23,https://cpe.org.uk/our-news/medicine-supply-notification-antimicrobial-agents-used-in-tuberculosis-tb-treatment/,2026-09-23T10:38:18.107867,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Amiodarone 100mg and 200mg tablets,Amiodarone,,tablets,,MSN/2025/056,C01BD01,,2025-10-20,,,,shortage,Tier 2 - medium impact,,2025-10-20,https://cpe.org.uk/our-news/medicine-supply-notification-amiodarone-100mg-and-200mg-tablets/,2026-09-23T10:38:18.108859,1554
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Mometasone (Asmanex Twisthaler®) 200micrograms/dose dry powder and 400micrograms/dose dry powder inhalers,Mometasone,,inhaler,,MSN/2025/057,D07AC13,,2025-10-20,,,,shortage,Tier 2 - medium impact,,2025-10-20,https://cpe.org.uk/our-news/medicine-supply-notification-mometasone-asmanex-twisthaler-200micrograms-dose-dry-powder-and-400micrograms-dose-dry-powder-inhalers/,2026-09-23T10:38:18.109314,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Dalivit® Oral Drops,,,,,MSN/2025/055,,,2025-10-15,,,,shortage,Tier 2 - medium impact,,2025-10-15,https://cpe.org.uk/our-news/medicine-supply-notification-dalivit-oral-drops/,2026-09-23T10:38:18.109744,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Exenatide (Bydureon® BCise® ) 2mg/0.85ml prolonged-release suspension for injection pre-filled pen,Exenatide,,injection,,MSN/2025/054,A10BJ01,,2025-10-15,,,,shortage,Tier 2 - medium impact,,2025-10-15,https://cpe.org.uk/our-news/medicine-supply-notification-exenatide-bydureon-bcise-2mg-0-85ml-prolonged-release-suspension-for-injection-pre-filled-pen/,2026-09-23T10:38:18.110168,221511
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Admelog® (insulin lispro),insulin lispro,,,,MSN/2025/052,A10AB04,,2025-09-18,,,,shortage,Tier 2 - medium impact,,2025-09-18,https://cpe.org.uk/our-news/medicine-supply-notification-admelog-insulin-lispro/,2026-09-23T10:38:18.110714,121363
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Repaglinide 500microgram,1mg and 2mg tablets",Repaglinide,,tablets,,MSN/2025/050,A10BX02,,2025-08-26,,early December 2025,,shortage,Tier 2 - medium impact,,2025-08-26,https://cpe.org.uk/our-news/medicine-supply-notification-repaglinide-500microgram1mg-and-2mg-tablets/,2026-09-23T10:38:18.140676,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Estradiol (Progynova® TS) 50micrograms/24hours and 100micrograms/24hours transdermal patches,Estradiol,,transdermal patches,,MSN/2025/048,G03CA03,,2025-08-06,,,,shortage,Tier 2 - medium impact,,2025-08-06,https://cpe.org.uk/our-news/medicine-supply-notification-estradiol-progynova-ts-50micrograms-24hours-and-100micrograms-24hours-transdermal-patches/,2026-09-23T10:38:18.141183,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Isosorbide mononitrate 10mg tablets (immediate-release),Isosorbide mononitrate,,tablets,,MSN/2025/047,C01DA14,,2025-07-24,,early September 2025,,shortage,Tier 2 - medium impact,,2025-07-24,https://cpe.org.uk/our-news/medicine-supply-notification-isosorbide-mononitrate-10mg-tablets-immediate-release/,2026-09-23T10:38:18.141589,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Vial presentations of Hypurin® Porcine Isophane, Hypurin® Porcine Neutral and Hypurin® Porcine 30/70 Mix are being discontinued",,,,,MSN/2025/046,,,2025-07-23,,,,shortage,Tier 2 - medium impact,,2025-07-24,https://cpe.org.uk/our-news/medicine-supply-notification-vial-presentations-of-hypurin-porcine-isophane-hypurin-porcine-neutral-and-hypurin-porcine-30-70-mix-are-being-discontinued/,2026-09-23T10:38:18.142085,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Vials of Humulin® I, Humulin® S, Humulin® M3, and Humalog® Mix25 are being discontinued.",,,,,MSN/2025/045,,,2025-07-23,,,,shortage,Tier 2 - medium impact,,2025-07-24,https://cpe.org.uk/our-news/medicine-supply-notification-vials-of-humulin-i-humulin-s-humulin-m3-and-humalog-mix25-are-being-discontinued/,2026-09-23T10:38:18.142709,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Abidec® Multivitamin drops,,,,,MSN/2025/044,,,2025-07-16,,,,shortage,Tier 2 - medium impact,,2025-07-16,https://cpe.org.uk/our-news/medicine-supply-notification-abidec-multivitamin-drops/,2026-09-23T10:38:18.143146,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Amiodarone 200mg tablets,Amiodarone,,tablets,,MSN/2025/043,C01BD01,,2025-07-11,,early August 2025,,shortage,Tier 2 - medium impact,,2025-07-11,https://cpe.org.uk/our-news/medicine-supply-notification-amiodarone-200mg-tablets/,2026-09-23T10:38:18.143770,1554
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Diclofenac (Voltarol® Ophtha) 0.1% eye drops 0.3ml unit dose preservative free,Diclofenac,,eye drops,,MSN/2025/042,D11AX18,,2025-07-10,,early October 2025,,shortage,Tier 2 - medium impact,,2025-07-10,https://cpe.org.uk/our-news/medicine-supply-notification-diclofenac-voltarol-ophtha-0-1-eye-drops-0-3ml-unit-dose-preservative-free/,2026-09-23T10:38:18.173569,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Salbutamol 100micrograms/dose breath actuated inhalers CFC free,Salbutamol,,inhaler,,MSN/2025/041,R03AC02,,2025-07-04,,December 2025,,shortage,Tier 2 - medium impact,,2025-07-04,https://cpe.org.uk/our-news/medicine-supply-notification-salbutamol-100micrograms-dose-breath-actuated-inhalers-cfc-free/,2026-09-23T10:38:18.174257,53007
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Betamethasone 500microgram soluble tablets sugar free,Betamethasone,,soluble tablets,,MSN/2025/040,A07EA04,,2025-06-30,,late July 2025,,shortage,Tier 2 - medium impact,,2025-06-30,https://cpe.org.uk/our-news/medicine-supply-notification-betamethasone-500microgram-soluble-tablets-sugar-free/,2026-09-23T10:38:18.174700,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Buprenorphine (Relevtec®) 35micrograms/hour, 52.5micrograms/hour, 70micrograms/hour transdermal patches Buprenorphine (Bupeaze®) 52.5micrograms/hour transdermal patches",Buprenorphine,,transdermal patches,,MSN/2025/038,N02AE01,,2025-06-19,,early August 2025,,shortage,Tier 2 - medium impact,,2025-06-19,https://cpe.org.uk/our-news/medicine-supply-notification-buprenorphine-relevtec-35micrograms-hour-52-5micrograms-hour-70micrograms-hour-transdermal-patches-buprenorphine-bupeaze-52-5micrograms-hour-transdermal/,2026-09-23T10:38:18.175292,228982
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Venlafaxine 37.5mg modified-release tablets,Venlafaxine,,modified-release tablets,,MSN/2025/035,N06AX16,,2025-06-13,,,,shortage,Tier 2 - medium impact,,2025-06-13,https://cpe.org.uk/our-news/medicine-supply-notification-venlafaxine-37-5mg-modified-release-tablets/,2026-09-23T10:38:18.176098,79197
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),NovoRapid® PumpCart® (insulin aspart) 100units/ml solution for injection 1.6ml cartridges,insulin aspart,,solution for injection,,MSN/2025/034,A10AB05,,2025-06-04,,,,shortage,Tier 2 - medium impact,,2025-06-04,https://cpe.org.uk/our-news/medicine-supply-notification-novorapid-pumpcart-insulin-aspart-100units-ml-solution-for-injection-1-6ml-cartridges/,2026-09-23T10:38:18.176575,121495
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Phenobarbital 15mg/5ml elixir,Phenobarbital,,,,MSN/2025/032,N03AA02,,2025-05-20,,late June 2025,,shortage,Tier 2 - medium impact,,2025-05-21,https://cpe.org.uk/our-news/medicine-supply-notification-phenobarbital-15mg-5ml-elixir/,2026-09-23T10:38:18.177873,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Tolterodine 2mg and 4mg modified-release capsules,Tolterodine,,capsules,,MSN/2025/031,G04BD07,,2025-05-20,,,,shortage,Tier 2 - medium impact,,2025-05-20,https://cpe.org.uk/our-news/medicine-supply-notification-tolterodine-2mg-and-4mg-modified-release-capsules/,2026-09-23T10:38:18.178501,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Lidocaine (Xylocaine® ) 10mg/dose spray sugar free,Lidocaine,,,,MSN/2025/028,C01BB01,,2025-05-07,,late June 2025,,shortage,Tier 2 - medium impact,,2025-05-07,https://cpe.org.uk/our-news/medicine-supply-notification-lidocaine-xylocaine-10mg-dose-spray-sugar-free/,2026-09-23T10:38:18.179755,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Buprenorphine (Reletrans® ) 5micrograms/hour and 15micrograms/hour transdermal patches,Buprenorphine,,transdermal patches,,MSN/2025/030,N02AE01,,2025-05-07,,early July 2025,,shortage,Tier 2 - medium impact,,2025-05-07,https://cpe.org.uk/our-news/medicine-supply-notification-buprenorphine-reletrans-5micrograms-hour-and-15micrograms-hour-transdermal-patches/,2026-09-23T10:38:18.180360,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Fentanyl (Effentora® ) 200microgram, 400microgram, 600microgram, 800microgram buccal tablets Fentanyl (Actiq® ) 800microgram lozenges",Fentanyl,,tablets,,MSN/2025/025,N02AB03,,2025-04-30,,late May 2025,,shortage,Tier 2 - medium impact,,2025-04-30,https://cpe.org.uk/our-news/medicine-supply-notification-fentanyl-effentora-200microgram-400microgram-600microgram-800microgram-buccal-tablets-fentanyl-actiq-800microgram-lozenges/,2026-09-23T10:38:18.210294,22969
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Fentanyl (Durogesic® DTrans®) patches,Fentanyl,,,,MSN/2025/023,N02AB03,,2025-04-15,,December 2025,,shortage,Tier 2 - medium impact,,2025-04-15,https://cpe.org.uk/our-news/medicine-supply-notification-fentanyl-durogesic-dtrans-patches/,2026-09-23T10:38:18.210771,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Galantamine 8mg, 16mg and 24mg modified-release capsules",Galantamine,,capsules,,MSN/2025/022,N06DA04,,2025-04-11,,late July 2025,,shortage,Tier 2 - medium impact,,2025-04-11,https://cpe.org.uk/our-news/medicine-supply-notification-galantamine-8mg-16mg-and-24mg-modified-release-capsules/,2026-09-23T10:38:18.211358,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Triamcinolone acetonide 10mg/ml (Adcortyl® multi-dose vial) and 40mg/ml (Kenalog® vials) suspension for injection,,,injection,,MSN/2025/021,,,2025-04-07,,,,shortage,Tier 2 - medium impact,,2025-04-07,https://cpe.org.uk/our-news/medicine-supply-notification-triamcinolone-acetonide-10mg-ml-adcortyl-ampoules-and-40mg-ml-kenalog-vials-suspension-for-injection/,2026-09-23T10:38:18.212238,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Diltiazem (Angitil® SR) 90mg modified-release capsules,Diltiazem,,capsules,,MSN/2025/020,C08DB01,,2025-04-07,,,,shortage,Tier 2 - medium impact,,2025-04-07,https://cpe.org.uk/our-news/medicine-supply-notification-diltiazem-angitil-sr-90mg-modified-release-capsules/,2026-09-23T10:38:18.212648,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Estradiol (Estradot®) transdermal patches,Estradiol,,transdermal patches,,,G03CA03,,2024-12-19,,late April 2025,,shortage,Tier 2 - medium impact,,2025-04-03,https://cpe.org.uk/our-news/medicine-supply-notification-estradiol-estradot-50micrograms-24-hours-75micrograms-24-hours-and-100micrograms-24-hours-transdermal-patches/,2026-09-23T10:38:18.213116,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Apraclonidine (Iopidine® ) 5mg/ml (0.5%) eye drops,Apraclonidine,,eye drops,,MSN/2025/018,S01EA03,,2025-03-27,,early September 2025,,shortage,Tier 2 - medium impact,,2025-03-27,https://cpe.org.uk/our-news/medicine-supply-notification-apraclonidine-iopidine-5mg-ml-0-5-eye-drops/,2026-09-23T10:38:18.213519,218626
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Levofloxacin 250mg and 500mg tablets,Levofloxacin,,tablets,,MSN/2025/017,J01MA12,,2025-03-27,,late April 2025,,shortage,Tier 2 - medium impact,,2025-03-27,https://cpe.org.uk/our-news/medicine-supply-notification-levofloxacin-250mg-and-500mg-tablets/,2026-09-23T10:38:18.214028,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Megestrol (Megace®) 160mg tablets,Megestrol,,tablets,,MSN/2025/016,G03AC05,,2025-03-25,,,,shortage,Tier 2 - medium impact,,2025-03-25,https://cpe.org.uk/our-news/medicine-supply-notification-megestrol-megace-160mg-tablets/,2026-09-23T10:38:18.214788,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Salbutamol (Salamol Easi-Breathe®) 100micrograms/dose breath actuated inhaler CFC free,Salbutamol,,inhaler,,MSN/2025/014,R03AC02,,2025-03-06,,late March 2025,,shortage,Tier 2 - medium impact,,2025-03-06,https://cpe.org.uk/our-news/medicine-supply-notification-salbutamol-salamol-easi-breathe-100micrograms-dose-breath-actuated-inhaler-cfc-free/,2026-09-23T10:38:18.215431,53007
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Desmopressin 10microgram/dose nasal spray,Desmopressin,,nasal spray,,MSN/2025/010,H01BA02,,2025-03-03,,,,shortage,Tier 2 - medium impact,,2025-03-03,https://cpe.org.uk/our-news/medicine-supply-notification-desmopressin-10microgram-dose-nasal-spray/,2026-09-23T10:38:18.267634,31399
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Triptorelin acetate (Gonapeptyl® Depot) 3.75mg powder and solvent for suspension for injection pre-filled syringes,Triptorelin acetate,,pre-filled syringe,,MSN/2025/007,L02AE04,,2025-02-20,,early January 2026,,shortage,Tier 2 - medium impact,,2025-02-20,https://cpe.org.uk/our-news/medicine-supply-notification-triptorelin-acetate-gonapeptyl-depot-3-75mg-powder-and-solvent-for-suspension-for-injection-pre-filled-syringes/,2026-09-23T10:38:18.268114,70084
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Camellia sinensis extract (Catephen® ) 10% ointment Fluorouracil (Efudix® ) 5% cream Imiquimod (Aldara® 5% and Zyclara® 3.75%) cream 250mg sachets,,,sachets,,MSN/2024/109,,,2024-11-26,,late April 2025,,shortage,Tier 2 - medium impact,,2025-02-03,https://cpe.org.uk/our-news/medicine-supply-notification-imiquimod-aldara-5-and-bascellex-50mg-g-cream-250mg-sachets/,2026-09-23T10:38:18.269105,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Memantine (Valios® ) 5mg orodispersible tablets sugar free,Memantine,,orodispersible tablets,,MSN/2025/005,N06DX01,,2025-01-28,,late April 2025,,shortage,Tier 2 - medium impact,,2025-01-28,https://cpe.org.uk/our-news/medicine-supply-notification-memantine-valios-5mg-orodispersible-tablets-sugar-free/,2026-09-23T10:38:18.269553,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules,Hydrocortisone sodium phosphate,,solution for injection,,MSN/2025/004,A01AC03,,2025-01-20,,,,shortage,Tier 2 - medium impact,,2025-01-20,https://cpe.org.uk/our-news/medicine-supply-notification-hydrocortisone-sodium-phosphate-100mg-1ml-solution-for-injection-ampoules/,2026-09-23T10:38:18.270137,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Xylocaine® (lidocaine) 10mg spray,lidocaine,,,,MSN/2025/003,C01BB01,,2025-01-14,,,,shortage,Tier 2 - medium impact,,2025-01-14,https://cpe.org.uk/our-news/medicine-supply-notification-xylocaine-lidocaine-10mg-spray/,2026-09-23T10:38:18.270656,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Apomorphine hydrochloride (APO-go® PFS) 50mg/10ml solution for infusion pre-filled syringes,Apomorphine hydrochloride,,pre-filled syringe,,MSN/2025/002,G04BE07,,2025-01-09,,,,shortage,Tier 2 - medium impact,,2025-01-09,https://cpe.org.uk/our-news/medicine-supply-notification-apomorphine-hydrochloride-apo-go-pfs-50mg-10ml-solution-for-infusion-pre-filled-syringes/,2026-09-23T10:38:18.271033,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),NovoRapid® (insulin aspart) FlexTouch® 100units/ml solution for injection 3ml pre-filled pens,insulin aspart,,solution for injection,,MSN/2024/103,A10AB05,,2024-10-16,,late February 2025,,shortage,Tier 2 - medium impact,,2025-01-07,https://cpe.org.uk/our-news/medicine-supply-notification-novorapid-insulin-aspart-flextouch-100units-ml-solution-for-injection-3ml-pre-filled-pens/,2026-09-23T10:38:18.271466,121355
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),Prednisolone 20mg/100ml rectal solution,Prednisolone,,,,MSN/2024/116,A01AC04,,2024-12-19,,February 2025,,shortage,Tier 2 - medium impact,,2024-12-19,https://cpe.org.uk/our-news/medicine-supply-notification-prednisolone-20mg-100ml-rectal-solution/,2026-09-23T10:38:18.271849,
GB,United Kingdom,MHRA,CPE (DHSC Medicine Supply Notification),"Isosorbide mononitrate 10mg, 20mg and 40mg tablets (immediate-release)",Isosorbide mononitrate,,tablets,,MSN/2024/114,C01DA14,,2024-12-19,,late February 2025,,shortage,Tier 2 - medium impact,,2024-12-19,https://cpe.org.uk/our-news/medicine-supply-notification-isosorbide-mononitrate-10mg-20mg-and-40mg-tablets-immediate-release/,2026-09-23T10:38:18.272192,
