country_code,country_name,source,product_no,medicine_name,atc_code,active_substance,package_size,strength,marketing_auth_holder,shortage_start,estimated_end,reason,notes,status,scraped_at,prk
GR,Greece,EOF,2801964111027,"CLEXANE INJ.SOL 15000anti-XaIU/1,0ML PF.SYR BT x10PF.SYR.x1,0ML",B01AB05,ENOXAPARIN SODIUM,,,SANOFI,2026-08-12,2026-09-12,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής και μορφής,shortage,2026-09-23T20:59:50.658129,
GR,Greece,EOF,2802885501058,THROIMPER F.C.TAB 75MG/TAB BT X 30 X75MG (BLISTERS PVC/PE/PVDC 3X10),B01AC04,CLOPIDOGREL HYDROGEN SULPHATE,,,MEDIAPHARM ΕΠΕ,2025-05-15,2026-09-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.658135,124559
GR,Greece,EOF,2800436902026,PERSANTIN C.TAB 75MG/TAB BTX30 (BLIST 2X15) (PVC/PVDC),B01AC07,DIPYRIDAMOLE,,,"GLENWOOD GESELLSCHAFT MIT BESCHRANKTER HAFTUNG PHARMAZEUTISCHE ERZEUGNISSE, GERMANY",2026-05-12,2027-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά το ίδιο φάρμακο μέσω έκτακτης εισαγωγής με ξενόγλωσση συσκευασία,shortage,2026-09-23T20:59:50.658142,
GR,Greece,EOF,2803022001011,AGGRAFIBAN C/S.SOL.IN 0.25MG/ML 1 BOTTLE x 50 ML,B01AC17,TIROFIBAN HYDROCHLORIDE MONOHYDRATE,,,"WIN MEDICA A.E., ΕΛΛΑΔΑ",2026-05-20,2026-09-15,Καθυστέρηση παράδοσης,Εναλλακτικά μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:50.658148,58742
GR,Greece,EOF,2802433302014,"AGGRASTAT C/S.SOL.IN 0,25MG/ML(0,025%) BTx1VIALx50ML",B01AC17,TIROFIBAN HYDROCHLORIDE MONOHYDRATE,,,ΒΙΑΝΕΞ Α.Ε.,2026-07-23,2026-09-18,Καθυστέρηση παράδοσης,Εναλλακτικά μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:50.658153,58742
GR,Greece,EOF,2803053101018,CILOSTAZOL/GALENICA TABLET 100MG/TAB BTx56 (PVC/Alu blisters),B01AC23,CILOSTAZOL,,,GALENICA ΑΕ,2026-09-30,2026-10-30,Ποιοτικό πρόβλημα - Δραστική ουσία,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.658159,
GR,Greece,EOF,2803317602077,DABIGATRAN ETEXILATE/VIATRIS CAPS 110MG/CAP BT X 60 X 1 CAPS ΣΕ ALUMINIUM-OPA/ALU/PVC PERFORATED UNIT DOSE BLISTERS - PACKS,B01AE07,DABIGATRAN ETEXILATE MESILATE,,,"VIATRIS LIMITED, IRELAND",2026-07-01,2026-10-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.658165,86991
GR,Greece,EOF,2803153901310,RIVAROXABAN/SANDOZ F.C.TAB 10MG/TAB BTx10 tabs (10x1) σε blister (PVC/PVDC/AL),B01AF01,RIVAROXABAN,,,"SANDOZ PHARMACEUTICALS D.D. (ABBR. SANDOZ D.D.), SLOVENIA",2026-07-03,2026-10-31,Καθυστέρηση παράδοσης,"Εναλλακτικά το ίδιο φάρμακο σε διαφορετική συσκευασία. Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.658171,88862
GR,Greece,EOF,2803101201011,FIBCLOT P.SV.INJ.F 1.5G/100ML BTx1 VIAL (POWDER) + 1 VIAL (SOLVENT) x 100ML + TRANSFER SYSTEM + σετ έγχυσης,B02BB01,HUMAN FIBRINOGEN,,,LAB.FRANCAIS DU FRACTIONNEMENT ET DES BIOTECHNOLOGIES (LFB),2026-07-06,2026-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:50.658177,229229
GR,Greece,EOF,2802646506018,ADVATE PS.INJ.SOL 3000IU/VIAL BTx1VIAL+1VIAL x5ML SOLV+ΣΥΣΚΕΥΗ ΑΝΑΣΥΣΤΑΣΗΣ,B02BD02,OCTOCOG ALFA,,,"TAKEDA MANUFACTURING AUSTRIA AG, AUSTRIA",2026-10-13,2026-12-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.658183,
GR,Greece,EOF,2803106204017,RIXUBIS PS.INJ.SOL 2000 IU/VIAL BTx1 VIAL + 1 VIAL x 5ml SOLV +1 συσκευή για ανασύσταση BAXJECTII,B02BD04,NONACOG GAMMA,,,"BAXALTA INNOVATIONS GMBH, AUSTRIA",2026-10-01,2026-12-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.658189,129070
GR,Greece,EOF,2803106203010,RIXUBIS PS.INJ.SOL 1000 IU/VIAL BTx1 VIAL + 1 VIAL x 5ml SOLV +1 συσκευή για ανασύσταση BAXJECTII,B02BD04,NONACOG GAMMA,,,"BAXALTA INNOVATIONS GMBH, AUSTRIA",2026-10-13,2026-12-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.658195,129062
GR,Greece,EOF,2802988602010,ZAOFER EF.TAB 695MG (80.5 MGFE++)/TAB BTX1 (TUBX10),B03AA03,FERROUS GLUCONATE,,,PHARMAZAC AE,2025-06-26,2026-09-07,Ποιοτικό πρόβλημα - Δραστική ουσία,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής ουσίας, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.658201,39942
GR,Greece,EOF,2802988602034,ZAOFER EF.TAB 695MG (80.5 MGFE++)/TAB BTX3 (TUBX10),B03AA03,FERROUS GLUCONATE,,,PHARMAZAC AE,2025-02-12,2026-09-07,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής ουσίας, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.658207,39942
GR,Greece,EOF,2802988601020,"ZAOFER PD.ORA.SOL 300MG (37,5MG FE++)/SACHET BTX20 SACHETS",B03AA03,FERROUS GLUCONATE,,,PHARMAZAC AE,2025-02-12,2026-09-07,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796226,39942
GR,Greece,EOF,2803115203049,"EPOETIN ALFA HEXAL INJ.SO.PFS 3000 IU/0,3 ML BTx6 PF.SYR x 0,3 ML με προστατευτικό κάλυμμα βελόνης",B03XA01,EPOETIN ALFA (RECOMBINANT),,,HEXAL AG GERMANY,2026-05-08,2026-09-18,Προβλήματα στην παραγωγική διαδικασία,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796236,43001
GR,Greece,EOF,2802859507024,"ABSEAMED INJ.SO.PFS 8000IU/0,8ML PF.SYR BTx 6 PF.SYR",B03XA01,EPOETIN ALFA (RECOMBINANT),,,"MEDICE ARZNEIMITTEL PUTTER GMBH & CO KG, ISERLOHN, GERMANY",2026-06-04,2026-12-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796243,58424
GR,Greece,EOF,2802859503026,"ABSEAMED INJ.SO.PFS 3000IU/0,3ML PF.SYR BTx 6 PF.SYR",B03XA01,EPOETIN ALFA (RECOMBINANT),,,"MEDICE ARZNEIMITTEL PUTTER GMBH & CO KG, ISERLOHN, GERMANY",2026-06-24,2026-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής και μορφής,shortage,2026-09-23T20:59:50.796250,43001
GR,Greece,EOF,2802843503025,"BINOCRIT INJ.SO.PFS 3000IU/0,3ML PF.SYR BT x 6",B03XA01,EPOETIN ALFA (RECOMBINANT),,,"SANDOZ GMBH, KUNDL, AUSTRIA",2026-06-30,2026-09-15,Προβλήματα στην παραγωγική διαδικασία,Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής και μορφής,shortage,2026-09-23T20:59:50.796256,
GR,Greece,EOF,2802859508021,"ABSEAMED INJ.SO.PFS 10000IU/1,0ML PF.SYR BTx 6 PF.SYR",B03XA01,EPOETIN ALFA (RECOMBINANT),,,"MEDICE ARZNEIMITTEL PUTTER GMBH & CO KG, ISERLOHN, GERMANY",2026-07-06,2026-09-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796263,43036
GR,Greece,EOF,2802843507023,"BINOCRIT INJ.SO.PFS 8000IU/0,8ML PF.SYR BT x 6",B03XA01,EPOETIN ALFA (RECOMBINANT),,,"SANDOZ GMBH, KUNDL, AUSTRIA",2026-07-20,2026-09-15,Προβλήματα στην παραγωγική διαδικασία,Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής και μορφής,shortage,2026-09-23T20:59:50.796269,
GR,Greece,EOF,2803115208044,"EPOETIN ALFA HEXAL INJ.SO.PFS 10000 IU/1,0 ML BTx6 PF.SYR x 1,0 ML με προστατευτικό κάλυμμα βελόνης",B03XA01,EPOETIN ALFA (RECOMBINANT),,,HEXAL AG GERMANY,2026-08-17,2026-10-31,Προβλήματα στην παραγωγική διαδικασία,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796275,43036
GR,Greece,EOF,2802859506027,"ABSEAMED INJ.SO.PFS 6000IU/0,6ML PF.SYR BTx 6 PF.SYR",B03XA01,EPOETIN ALFA (RECOMBINANT),,,"MEDICE ARZNEIMITTEL PUTTER GMBH & CO KG, ISERLOHN, GERMANY",2026-07-16,2026-12-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796281,58416
GR,Greece,EOF,2802859504023,"ABSEAMED INJ.SO.PFS 4000IU/0,4ML PF.SYR BTx 6 PF.SYR",B03XA01,EPOETIN ALFA (RECOMBINANT),,,"MEDICE ARZNEIMITTEL PUTTER GMBH & CO KG, ISERLOHN, GERMANY",2026-07-20,2026-12-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796287,86347
GR,Greece,EOF,2802587601018,ALBUMINE LFB SOL.INF 20% BTx1 VIALx50 ML,B05AA01,ALBUMIN HUMAN,,,ΒΙΑΝΕΞ Α.Ε.,2026-02-26,2026-10-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796293,69671
GR,Greece,EOF,2802334901033,"GELOFUSINE SOL.IV.INF 4%+0,701%+0,136% BTX10ECOFLAC ΤΩΝ 500ML",B05AA06,GELATIN AGENTS,,,ΒΙΟΣΕΡ Α.Ε.,2026-05-11,2026-10-31,Προβλήματα στην παραγωγική διαδικασία,Εναλλακτικά μέσω έκτακτης εισαγωγής με ξενόγλωσση συσκευασία,shortage,2026-09-23T20:59:50.796300,47074
GR,Greece,EOF,2801757301017,"LACTATED RINGER`S INJECTION/FRESENIUS SOL.INF (3,1+0,3+6+0,2)G BOTTLE (PP x1000 ML)",B05BB01,CALCIUM CHLORIDE DIHYDRATE,,,"FRESENIUS KABI HELLAS ΜΟΝΟΠΡΟΣΩΠΗ Α.Ε., ΕΛΛΑΔΑ",2026-03-12,2026-09-30,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα όμοια σκευάσματα με τις ίδιες ενδείξεις,shortage,2026-09-23T20:59:50.796306,46418
GR,Greece,EOF,2801757301031,"LACTATED RINGER`S INJECTION/FRESENIUS SOL.INF (3,1+0,3+6+0,2)G BOTTLE (PP x500 ML)",B05BB01,CALCIUM CHLORIDE DIHYDRATE,,,"FRESENIUS KABI HELLAS ΜΟΝΟΠΡΟΣΩΠΗ Α.Ε., ΕΛΛΑΔΑ",2026-03-12,2026-09-30,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα όμοια σκευάσματα με τις ίδιες ενδείξεις,shortage,2026-09-23T20:59:50.796312,46426
GR,Greece,EOF,2800227901016,SOLUVIT PD.SOL.INF BTX10 VIALS X 10 ML & 10 ΠΛΑΣΤΙΚΈΣ ΘΗΚΕΣ ΓΙΑ ΤΗΝ ΠΡΟΣΤΑΣΊΑ ΤΟΥ ΑΝΑΣΥΣΤΑΘΕΝΤΟΣ ΔΙΑΛΥΜΑΤΟΣ ΑΠΟ ΤΟ ΦΩΣ,B05XC,"RIBOFLAVINE-5- PHOSPHATE, SODIUM SALT",,,"FRESENIUS KABI HELLAS ΜΟΝΟΠΡΌΣΩΠΗ Α.Ε., ΕΛΛΑΔΑ",2026-01-19,2026-12-31,Προβλήματα στην παραγωγική διαδικασία,Εναλλακτικά όμοιο προϊόν μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:50.796319,
GR,Greece,EOF,2803343201015,OXBRYTA F.C.TAB 500 MG/TAB BT X 1 ΦΙΑΛΗ (HDPE) X 90 ΔΙΣΚΙΑ,B06AX03,VOXELOTOR,,,"PFIZER EUROPE MA EEIG, BELGIUM",2024-09-24,2026-10-31,Πρόβλημα ασφάλειας χρήσης φαρμάκου,Εναλλακτικά μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:50.796325,
GR,Greece,EOF,2803176701010,DIGOXIN/JUVISE TABLET 0.25MG/TAB ΒΤΧ25,C01AA05,DIGOXIN,,,"LABORATOIRES JUVISE PHARMACEUTICALS, FRANCE",2026-10-15,2026-11-15,Καθυστέρηση παράδοσης,Εναλλακτικά μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:50.796331,5932
GR,Greece,EOF,2801723502011,INOTREX SOL.INF 250MG/20ML VIAL BTx1VIALx20ML,C01CA07,DOBUTAMINE HYDROCHLORIDE,,,"ΦΑΡΜΑΣΕΡΒ ΕΛΛΑΣ Α.Ε.Β.Ε., ΕΛΛΑΔΑ",2026-05-21,2026-09-30,Καθυστέρηση παράδοσης,Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής και μορφής,shortage,2026-09-23T20:59:50.796338,45241
GR,Greece,EOF,2803110901018,ADRENALINE/ARITI INJ.SOL 1MG/ML AMP BTx5 (AMP x1 ML) (Σκουρόχρωμες υάλινες φύσιγγες ) (ύαλος τυπου Ι)),C01CA24,EPINEPHRINE,,,ΑΡΗΤΗ A.E.,2026-06-15,2026-11-01,Προβλήματα στην παραγωγική διαδικασία,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796344,145416
GR,Greece,EOF,2803289801010,LEVOSIMENDAN/WIN MEDICA C/S.SOL.IN 2.5MG/ML BT X 1 VIAL X 5ML,C01CX08,LEVOSIMENDAN,,,"WIN MEDICA A.E., ΕΛΛΑΔΑ",2026-04-17,2026-12-01,Προβλήματα στην παραγωγική διαδικασία,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796351,210307
GR,Greece,EOF,2800219102032,"CATAPRESAN TABLET 0,150MG/TAB BTX30 (BLIST 3X10) ΣΕ BLISTERS WHITE OPAQUE PVC/PVDC-ALU",C02AC01,CLONIDINE HYDROCHLORIDE,,,"GLENWOOD GESELLSCHAFT MIT BESCHRANKTER HAFTUNG PHARMAZEUTISCHE ERZEUGNISSE, GERMANY",2026-04-27,2027-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:50.796357,4324
GR,Greece,EOF,2802258901058,"FISIOTENS F.C.TAB 0,2MG/TAB BT x 28 (BLIST 2 x14)",C02AC05,MOXONIDINE,,,"VIATRIS HEALTHCARE LIMITED, IRELAND",2026-07-01,2026-09-15,Καθυστέρηση παράδοσης,"Εναλλακτικά το ίδιο ή διαφορετικό σκεύασμα της ίδιας μορφής, διαφορετικής περιεκτικότητας",shortage,2026-09-23T20:59:50.796364,42617
GR,Greece,EOF,2802232001026,"CYNT F.C.TAB 0,2MG/TAB BTx20 (BLIST 1x20)",C02AC05,MOXONIDINE,,,"VIATRIS HEALTHCARE LIMITED, IRELAND",2026-07-01,2026-09-15,Καθυστέρηση παράδοσης,"Εναλλακτικά το ίδιο ή διαφορετικό σκεύασμα της ίδιας μορφής, διαφορετικής περιεκτικότητας",shortage,2026-09-23T20:59:50.796370,42617
GR,Greece,EOF,2801265402015,ALDACTONE F.C.TAB 100MG/TAB ΒΤ x 20,C03DA01,SPIRONOLACTONE,,,PFIZER ΕΛΛΑΣ Α.Ε.,2026-09-07,2026-09-25,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας C03DA-Ανταγωνιστές αλδοστερόνης με τις ίδιες ενδείξεις,shortage,2026-09-23T20:59:50.796377,3778
GR,Greece,EOF,2802650002025,INSPRA F.C.TAB 50MG/TAB BTx20 (σε Blisters PVC/AL),C03DA04,EPLERENONE,,,"VIATRIS HELLAS LTD, ΕΛΛΑΔΑ",2026-08-31,2026-10-20,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796383,73458
GR,Greece,EOF,2803382705031,POKYDY TABLET 90MG/TAB BT X 56 TABS (4 ΚΥΨΕΛΕΣ ΜΕ 7 Χ 30MG TABS ΚΑΙ 7 Χ 90MG TABS) ΣΕ ΚΥΨΕΛΕΣ ALU/PVC/ALU/OPA,C03XA01,TOLVAPTAN,,,"EXCESS MED, ΕΛΛΑΔΑ",2026-07-02,2026-09-15,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796389,
GR,Greece,EOF,2803382704034,POKYDY TABLET 60MG/TAB BT X 56 TABS (4 ΚΥΨΕΛΕΣ ΜΕ 7 Χ 30MG TABS ΚΑΙ 7 Χ 60MG TABS) ΣΕ ΚΥΨΕΛΕΣ ALU/PVC/ALU/OPA,C03XA01,TOLVAPTAN,,,"EXCESS MED, ΕΛΛΑΔΑ",2026-07-02,2026-09-15,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796395,
GR,Greece,EOF,2803382703037,POKYDY TABLET 45MG/TAB BT X 56 TABS (4 ΚΥΨΕΛΕΣ ΜΕ 7 Χ 15MG TABS ΚΑΙ 7 Χ 45MG TABS) ΣΕ ΚΥΨΕΛΕΣ ALU/PVC/ALU/OPA,C03XA01,TOLVAPTAN,,,"EXCESS MED, ΕΛΛΑΔΑ",2026-07-02,2026-09-15,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796402,
GR,Greece,EOF,2802609101038,"DOLOPROCT RECT.CREAM 0,1%+2% (W/W) TUBx30 G",C05AA08,"FLUOCORTOLONE PIVALATE, LIDOCAINE HYDROCHLORIDE",,,"KARO HEALTHCARE AB, SWEDEN",2026-08-01,2026-12-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",shortage,2026-09-23T20:59:50.796408,
GR,Greece,EOF,2803102601032,SOTALOL/MYLAN TABLET 80MG/TAB ΒΤx30 (BLISTERS),C07AA07,SOTALOL HYDROCHLORIDE,,,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2026-08-10,2026-10-20,Καθυστέρηση παράδοσης,Εναλλακτικά το ίδιο φάρμακο σε διαφορετική περιεκτικότητα,shortage,2026-09-23T20:59:50.796414,2879
GR,Greece,EOF,2803268101049,"METAZERO® XR PR.TAB 23,75MG/TAB BT X 30 TAB PVC/PE/PVDC-ΦΥΛΛΟ ΑΛΟΥΜΙΝΙΟΥ",C07AB02,METOPROLOL SUCCINATE,,,"KRKA D.D. NOVO MESTO, SLOVENIA",2025-12-05,2027-01-10,Αυξημένη ζήτηση,Εναλλακτικά το ίδιο φάρμακο σε διαφορετική περιεκτικότητα. Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής και μορφής,shortage,2026-09-23T20:59:50.796420,81043
GR,Greece,EOF,2802042603014,BREVIBLOC SOL.INF 10MG/ML BTx1 BAG(INTRAVIA)x250 ML,C07AB09,ESMOLOL HYDROCHLORIDE,,,BAXTER HELLAS ΕΠΕ,2026-09-10,2027-12-31,Προβλήματα στην παραγωγική διαδικασία,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.796427,
GR,Greece,EOF,2801978901027,PLENDIL PR.TAB 10MG/TAB ΒΤ X 28 (ΣΕ CALENDAR BLISTER),C08CA02,FELODIPINE,,,"GLENWOOD GESELLSCHAFT MIT BESCHRANKTER HAFTUNG PHARMAZEUTISCHE ERZEUGNISSE, GERMANY",2026-05-12,2026-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά όμοιο προϊόν μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:50.912818,30937
GR,Greece,EOF,2801978902024,PLENDIL PR.TAB 5MG/TAB ΒΤX 28 (ΣΕ CALENDAR BLISTER),C08CA02,FELODIPINE,,,"GLENWOOD GESELLSCHAFT MIT BESCHRANKTER HAFTUNG PHARMAZEUTISCHE ERZEUGNISSE, GERMANY",2026-05-12,2026-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά όμοιο προϊόν μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:50.912829,30929
GR,Greece,EOF,2802814102028,"PIRAMIL TABLET 2,5MG/TAB BTx30",C09AA05,RAMIPRIL,,,"SANDOZ GMBH, KUNDL, AUSTRIA",2026-08-24,2026-09-21,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912836,50555
GR,Greece,EOF,2803072604125,OLMESARTAN+HCTZ/SANDOZ F.C.TAB (40+25)MG/TAB BTx30 tabs (blister PVC/PVDC/AL),C09DA08,"OLMESARTAN MEDOXOMIL, HYDROCHLOROTHIAZID E",,,"SANDOZ PHARMACEUTICALS D.D. (ABBR. SANDOZ D.D.), SLOVENIA",2026-06-29,2026-10-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",shortage,2026-09-23T20:59:50.912842,93742
GR,Greece,EOF,2802793801028,SEVIKAR F.C.TAB (20+5)MG/TAB BTx28,C09DB02,"OLMESARTAN MEDOXOMIL, AMLODIPINE BESYLATE",,,"ΦΑΡΜΑΣΕΡΒ ΕΛΛΑΣ Α.Ε.Β.Ε., ΕΛΛΑΔΑ",2026-07-31,2026-09-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912849,123722
GR,Greece,EOF,2803204305012,OLMEDIPIN PLUS® F.C.TAB (40+10+25.0)MG/TAB BTx28 TABS σε κυψέλες ALU/ALU,C09DX03,"OLMESARTAN MEDOXOMIL, AMLODIPINE, HYDROCHLOROTHIAZID E",,,"VIATRIS LIMITED, IRELAND",2026-06-01,2026-10-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",shortage,2026-09-23T20:59:50.912855,123714
GR,Greece,EOF,2803204403022,COMPRELAN PLUS® F.C.TAB (40+5+25)MG/TAB BTx28 tabs σε blister (AL/AL),C09DX03,"OLMESARTAN MEDOXOMIL, AMLODIPINE, HYDROCHLOROTHIAZID E",,,RAFARM A.E.B.E.,2026-05-04,2026-10-15,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",shortage,2026-09-23T20:59:50.912861,123692
GR,Greece,EOF,2803204402025,COMPRELAN PLUS® F.C.TAB (40+5+12.5)MG/TAB BTx28 tabs σε blister (AL/AL),C09DX03,"OLMESARTAN MEDOXOMIL, AMLODIPINE BESYLATE, HYDROCHLOROTHIAZID E",,,RAFARM A.E.B.E.,2026-07-30,2026-10-15,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",shortage,2026-09-23T20:59:50.912868,123684
GR,Greece,EOF,2802964203033,NELIBAT F.C.TAB 40MG/TAB BTx30 (BLIST 3x10),C10AA05,ATORVASTATIN,,,LIBYTEC A.E.,2026-04-01,2026-09-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912874,98620
GR,Greece,EOF,2802922002067,ATORVASTATIN/SANDOZ F.C.TAB 20MG/TAB BTx30 TABS (ALU/ALU BLISTERS),C10AA05,ATORVASTATIN CALCIUM TRIHYDRATE,,,"SANDOZ GMBH, KUNDL, AUSTRIA",2026-07-23,2026-09-18,Προβλήματα στην παραγωγική διαδικασία,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912880,98612
GR,Greece,EOF,2802611102023,ATROSTEROL F.C.TAB 20MG/TAB BTx28 (BLIST4x7),C10AA05,ATORVASTATIN CALCIUM TRIHYDRATE,,,ΒΙΑΝΕΞ Α.Ε.,2026-09-01,2026-09-23,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912886,98612
GR,Greece,EOF,2803112002034,ROSUVASTATIN/MYLAN F.C.TAB 10MG/TAB BTx28 (Polyamide/Al/LDPE DESICCANT-HDPE/Al/ blister),C10AA07,ROSUVASTATIN CALCIUM,,,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2026-04-01,2026-11-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912893,201049
GR,Greece,EOF,2803112004038,ROSUVASTATIN/MYLAN F.C.TAB 40MG/TAB BTx28 (Polyamide/Al/LDPE DESICCANT-HDPE/Al/ blister),C10AA07,ROSUVASTATIN CALCIUM,,,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2026-04-01,2027-03-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912899,201065
