country_code,country_name,source,product_no,medicine_name,atc_code,active_substance,package_size,strength,marketing_auth_holder,shortage_start,estimated_end,reason,notes,status,scraped_at,prk
GR,Greece,EOF,2803112001037,ROSUVASTATIN/MYLAN F.C.TAB 5MG/TAB BTX28 (POLYAMIDE/AL/LDPE DESICCANT-HDPE/AL/ BLISTER),C10AA07,ROSUVASTATIN CALCIUM,,,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2025-12-12,2027-03-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912906,201030
GR,Greece,EOF,2803112003031,ROSUVASTATIN/MYLAN F.C.TAB 20MG/TAB BTx28 (Polyamide/Al/LDPE DESICCANT-HDPE/Al/ blister),C10AA07,ROSUVASTATIN CALCIUM,,,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2026-06-15,2027-01-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912912,201057
GR,Greece,EOF,2803076101064,EZETIMIBE+SIMVASTATIN/MYLAN TABLET (10+10)MG/TAB BTX(28 X 1) TABS ΣΕ BLISTER (UNIT DOSE),C10BA02,"SIMVASTATIN, EZETIMIBE",,,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2026-01-30,2027-03-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",shortage,2026-09-23T20:59:50.912919,197092
GR,Greece,EOF,2803186202057,SIMVEZOR TABLET (10+20)MG/TAB BTX30 TABS ΣΕ BLISTER (AL-OPA/AL),C10BA02,"SIMVASTATIN, EZETIMIBE",,,VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.,2025-10-01,2026-09-21,Προβλήματα στην παραγωγική διαδικασία,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",shortage,2026-09-23T20:59:50.912925,77038
GR,Greece,EOF,2803076102078,EZETIMIBE+SIMVASTATIN/MYLAN TABLET (10+20)MG/TAB BTX(28 X 1) TABS ( PVC/PVDC-ALU BLISTER-UNIT DOSE),C10BA02,"SIMVASTATIN, EZETIMIBE",,,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2026-02-23,2026-10-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",shortage,2026-09-23T20:59:50.912931,77038
GR,Greece,EOF,2803186201050,SIMVEZOR TAB (10+10)MG/TAB BTX30 TABS ΣΕ BLISTER (AL-OPA/AL),C10BA02,"SIMVASTATIN, EZETIMIBE",,,VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.,2025-05-15,2026-09-21,Προβλήματα στην παραγωγική διαδικασία,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912938,197092
GR,Greece,EOF,2803076103075,EZETIMIBE+SIMVASTATIN/MYLAN TABLET (10+40)MG/TAB BTx(28 x 1) tabs ( PVC/PVDC-Alu blister-unit dose),C10BA02,"EZETIMIBE, SIMVASTATIN",,,"MYLAN PHARMACEUTICALS LIMITED, IRELAND",2026-08-20,2026-11-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών, της ίδιας μορφής και ίδιων περιεκτικοτήτων",shortage,2026-09-23T20:59:50.912944,77046
GR,Greece,EOF,2800599806018,PEVARYL CREAM 1% W/W BTx30G,D01AC03,ECONAZOLE NITRATE,,,"KARO HEALTHCARE AB, SWEDEN",2026-05-11,2027-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας D01AC με τις ίδιες ενδείξεις,shortage,2026-09-23T20:59:50.912950,
GR,Greece,EOF,2801850902012,FUNGORAL CREAM 2% TUBX30 G,D01AC08,KETOCONAZOLE,,,"KARO HEALTHCARE AB, SWEDEN",2025-12-15,2026-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας D01AC -Παράγωγα ιμιδαζολίου και τριαζολίου με τις ίδιες ενδείξεις,shortage,2026-09-23T20:59:50.912956,
GR,Greece,EOF,2803182901015,FUSIDIC ACID/PROMOPHARMA CREAM 2% TUBX15G,D06AX01,FUSIDIC ACID,,,PROMOPHARMA A.E./PROMOPHARMA S.A.,2025-01-28,2027-01-28,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912965,16705
GR,Greece,EOF,2803013501018,QUIMODIA CREAM 5% W/W BTx12 (SACHET x250MG),D06BB10,IMIQUIMOD,,,ΝΕΣΤΟΡΑΣ ΒΛΑΧΟΣ Ι.Κ.Ε. Δ.Τ. EPSILON HEALTH,2026-09-01,2026-10-05,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912971,55050
GR,Greece,EOF,2802013801012,"ROBAZ GEL.EXT.US 0,75% W/W TUB X 30 G",D06BX01,METRONIDAZOLE,,,"GALDERMA INTERNATIONAL, FRANCE",2024-05-13,2026-12-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:50.912977,33480
GR,Greece,EOF,2802685401039,"CHIRO DES CUT.SOL (0,6314+0,1430)g/g Πλαστ.δοχείο x1000ML",D08AX53,"ISOPROPYL ALCOHOL, N-PROPYL ALCOHOL",,,ΠΕΤΡΟΣ ΧΑΡ. ΚΟΣΜΙΔΗΣ & ΣΙΑ Ε.Ε.,2026-08-25,2026-10-31,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής και μορφής με τις ίδιες ενδείξεις,shortage,2026-09-23T20:59:50.912983,25615
GR,Greece,EOF,2803277101030,SELGAMIS® CREAM 50MCG/G CONTAINER (PP) WITH PUMP X 75 G - (MULTIPLE DOSE),D10AD06,TRIFAROTENE,,,"GALDERMA INTERNATIONAL, FRANCE",2026-05-20,2026-09-14,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας D10AD με τις ίδιες ενδείξεις,shortage,2026-09-23T20:59:50.912989,203785
GR,Greece,EOF,2802489003019,A-CNOTREN SOFT.CAPS 10MG/CAP BTx30 (σε BLISTERS),D10BA01,ISOTRETINOIN,,,"PHARMATHEN INVESTMENTS GROUP LIMITED, CYPRUS",2026-04-20,2026-11-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.092896,69493
GR,Greece,EOF,2802569201038,ELIDEL CREAM 1% TUB x 60 G,D11AH02,PIMECROLIMUS,,,"VIATRIS HEALTHCARE LIMITED, IRELAND",2026-07-08,2026-09-08,Καθυστέρηση παράδοσης,Εναλλακτικά το ίδιο φάρμακο σε διαφορετική συσκευασία,shortage,2026-09-23T20:59:51.092906,69566
GR,Greece,EOF,2800235408019,DALACIN C VAG.CR 2% (W/W) TUB x 40G (7 δοσομετρικοί εφαρμοστές),G01AA10,CLINDAMYCIN PHOSPHATE,,,PFIZER ΕΛΛΑΣ Α.Ε.,2026-08-31,2026-10-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.092914,107751
GR,Greece,EOF,2800599804014,PEVARYL VAG.SUP 150 MG/SUP BT x 3,G01AF05,ECONAZOLE NITRATE,,,"KARO HEALTHCARE AB, SWEDEN",2026-11-01,2026-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας G01AF με τις ίδιες ενδείξεις,shortage,2026-09-23T20:59:51.092920,
GR,Greece,EOF,2801839901012,PROSTIN E2 VAG.TAB 3MG/TAB ΒΤX4,G02AD02,DINOPROSTONE,,,PFIZER ΕΛΛΑΣ Α.Ε.,2025-12-15,2026-10-16,Καθυστέρηση παράδοσης,Εναλλακτικά μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:51.092926,
GR,Greece,EOF,2802358901033,PROPESS VAG.DEVICE 10MG/DEVICE BTx5 VAG.DEVICE x10 MG,G02AD02,DINOPROSTONE,,,FERRING ΕΛΛΑΣ ΜΕΠΕ,2026-07-27,2026-09-15,Αυξημένη ζήτηση,Εναλλακτικά άλλο σκεύασμα διαφορετικής μορφής με τις ίδιες ενδείξεις,shortage,2026-09-23T20:59:51.092932,50970
GR,Greece,EOF,2802507501015,"LAURINA F.C.TAB (0,100+0,030)MG/TAB ΚΟΚΚΙΝΟ BTx 21 [1 BLISTER x (7 ΚΙΤΡΙΝΑ + 7 ΚΟΚΚΙΝΑ + 7 ΛΕΥΚΑ + 7 ΠΡΑΣΙΝΑ)] IN SACHET",G03AB05,"DESOGESTREL, ETHINYLESTRADIOL",,,"ASPEN PHARMA TRADING LIMITED, IRELAND",2026-08-01,2026-09-18,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα των ίδιων δραστικών και ίδιας μορφής,shortage,2026-09-23T20:59:51.092939,
GR,Greece,EOF,2800889601019,CLOMIPHEN CITRATE/ΑΝΦΑΡΜ TABLET 50MG/TAB BTx24,G03GB02,CLOMIFENE CITRATE,,,ΑΝΦΑΡΜ ΕΛΛΑΣ Α.Ε.,2026-07-08,2026-09-30,Καθυστέρηση παράδοσης,Εναλλακτικά μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:51.092945,1538
GR,Greece,EOF,2803207802037,SILODOSIN RECORDATI CAPS 8MG/CAP BTx30 καψάκια σε BLISTERS PVC/PVDC/Alu,G04CA04,SSIOLLOIDFEONSAINCIN,,,"RECORDATI IRELAND LTD, IRELAND",2026-04-06,2026-10-06,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.092951,97284
GR,Greece,EOF,2803273501056,VESOLITAM® CON.R.TAB (6+0.4)MG/TAB BT X 30 TAB ΣΕ OPA/ALU/PVC/ALU BLISTER,G04CA53,"SUCCINATE, TAMSULOSIN",,,INNOVIS PHARMA A.E.B.E.,2026-09-01,2026-12-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.092958,105724
GR,Greece,EOF,2803029301046,"SIGNIFOR INJ.SOL 0,3MG/1ML (AMP) BTx60 AMPS",H01CB05,PASIREOTIDE,,,"RECORDATI RARE DISEASES, FRANCE",2026-08-25,2026-09-25,Καθυστέρηση παράδοσης,Εναλλακτικά το ίδιο σκεύασμα σε διαφορετική περιεκτικότητα,shortage,2026-09-23T20:59:51.092964,
GR,Greece,EOF,2803133802026,REXAZON SOLU.TAB 4MG/TAB BTx14 (2x7) σε PA/ALU/PVC/ALU foil blister,H02AB02,DEXAMETHASONE SODIUM PHOSPHATE,,,RAFARM A.E.B.E.,2026-05-27,2026-10-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.092970,75108
GR,Greece,EOF,2803199301020,CINACALCET/ PHARMAZAC F.C.TAB 30MG/TAB BTX28 TABS ΣΕ BLISTER (PVC/PE/PVDC/AL),H05BX01,CINACALCET,,,PHARMAZAC AE,2025-11-03,2026-12-14,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας ή μέσω έκτακτης εισαγωγής",shortage,2026-09-23T20:59:51.092976,77100
GR,Greece,EOF,2803199302027,CINACALCET/ PHARMAZAC F.C.TAB 60MG/TAB BTX28 TABS ΣΕ BLISTER (PVC/PE/PVDC/AL),H05BX01,CINACALCET,,,PHARMAZAC AE,2025-11-17,2026-12-14,Αυξημένη ζήτηση,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.092982,77119
GR,Greece,EOF,2803199303024,CINACALCET/ PHARMAZAC F.C.TAB 90MG/TAB BTX28 TABS ΣΕ BLISTER (PVC/PE/PVDC/AL),H05BX01,CINACALCET,,,PHARMAZAC AE,2025-09-15,2026-12-14,Αυξημένη ζήτηση,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας ή μέσω έκτακτης εισαγωγής",shortage,2026-09-23T20:59:51.092988,77127
GR,Greece,EOF,2803094002039,CINACALCET/TEVA F.C.TAB 60MG/TAB BTx28 TABS (σε Blister PVC/ACLAR/PVC-ALU),H05BX01,CINACALCET HYDROCHLORIDE,,,"TEVA B.V., THE NETHERLANDS",2025-07-03,2026-09-14,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.092994,77119
GR,Greece,EOF,2802939401013,ORACEA MOD.R.CA.H 40MG/CAP BTx28 CAPS (σε Blister Aclar/PVC),J01AA02,DOXYCYCLINE MONOHYDRATE,,,"GALDERMA INTERNATIONAL, FRANCE",2026-08-25,2026-09-14,Καθυστέρηση παράδοσης,,shortage,2026-09-23T20:59:51.093002,91049
GR,Greece,EOF,2801545102017,MEFOXIL PD.INJ.SOL 2G/VIAL BT x 1 VIAL,J01DC01,CEFOXITIN SODIUM,,,ΒΙΑΝΕΞ Α.Ε.,2025-02-06,2026-09-07,Καθυστέρηση παράδοσης,Εναλλακτικά το ίδιο φάρμακο σε διαφορετική περιεκτικότητα,shortage,2026-09-23T20:59:51.093008,
GR,Greece,EOF,2802099103017,PROCEF PD.ORA.SUS 250MG/5ML FLX60ML,J01DC10,CEFPROZIL MONOHYDRATE,,,"BAUSCH HEALTH IRELAND LIMITED, IRELAND",2026-08-17,2027-08-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.093015,
GR,Greece,EOF,2802099102027,PROCEF F.C.TAB 500MG/TAB BTx12(BLISTER),J01DC10,CEFPROZIL MONOHYDRATE,,,"BAUSCH HEALTH IRELAND LIMITED, IRELAND",2026-12-01,2027-05-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.093021,
GR,Greece,EOF,2802641302011,VERAPIME PS.INJ.SOL 2G/VIAL BTx1VIAL+1AMPx10ML SOLVENT,J01DE01,CEFEPIME HYDROCHLORIDE MONOHYDRATE,,,DEMO ABEE,2026-08-01,2026-09-20,Αυξημένη ζήτηση,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής ίδιας ή/και διαφορετικής περιεκτικότητας",shortage,2026-09-23T20:59:51.093027,204331
GR,Greece,EOF,2802489501010,TOBI INH.SOL.N 300MG/5ML BTX 56 AMPSX 5 ML,J01GB01,TOBRAMYCIN,,,"VIATRIS HEALTHCARE LIMITED, IRELAND",2026-05-01,2026-09-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.093033,59986
GR,Greece,EOF,2800107806028,LANOMYCIN INJ.SOL 500MG/2ML AMP BTX10AMPX2ML,J01GB06,AMIKACIN SULFATE,,,"PHARMATHEN INVESTMENTS GROUP LIMITED, CYPRUS",2026-07-09,2026-10-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.093040,51772
GR,Greece,EOF,2802549101020,VANCOMYCIN/VOCATE PD.SOL.INF 500MG/VIAL (500.000 IU/VIAL) BTx10 VIALS,J01XA01,VANCOMYCIN HYDROCHLORIDE,,,VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.,2026-09-14,2026-12-16,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.093046,23043
GR,Greece,EOF,2802678601019,VANCOMYCIN/NORMA PD.SOL.INF 500MG/VIAL BTx 1(VIAL x 500 MG),J01XA01,VANCOMYCIN HYDROCHLORIDE,,,ΝΟΡΜΑ ΕΛΛΑΣ Α.Ε.,2026-08-17,2027-06-30,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.093053,23043
GR,Greece,EOF,2803269702016,COLISTIMETHATE SODIUM/ARITI PD.I.S.INF 2000000 IU/VIAL BT X 10 VIALS X 10 ML,J01XB01,COLISTIMETHATE SODIUM,,,ΑΡΗΤΗ A.E.,2026-02-25,2026-10-01,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.093060,
GR,Greece,EOF,2803148301019,LINESOL F.C.TAB 600MG/TAB BTx10 tabs σε blister (ALU/ALU),J01XX08,LINEZOLID,,,VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.,2026-07-15,2026-10-05,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας ή μέσω έκτακτης εισαγωγής",shortage,2026-09-23T20:59:51.093067,60186
GR,Greece,EOF,2802077702010,STABILANOL CAPS 100MG/CAP BTX7(BLIST1X7),J02AC01,FLUCONAZOLE,,,"PHARMATHEN INVESTMENTS GROUP LIMITED, CYPRUS",2026-08-03,2026-10-12,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.093074,
GR,Greece,EOF,2802511004014,VFEND PD.ORA.SUS 40MG/ML ΦΙΑΛΗ Χ 45G,J02AC03,VORICONAZOLE,,,"PFIZER EUROPE MA EEIG, BELGIUM",2026-07-13,2026-10-30,Αυξημένη ζήτηση,Εναλλακτικά μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:51.093080,73288
GR,Greece,EOF,2802837201012,MYCAMINE PD.SOL.INF 50MG/10ML VIAL BTx1 VIALx10 ML,J02AX05,MICAFUNGIN SODIUM,,,"SANDOZ PHARMACEUTICALS D.D. (ABBR. SANDOZ D.D.), SLOVENIA",2026-07-13,2026-10-22,Αυξημένη ζήτηση,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας. Εναλλακτικά το ίδιο φάρμακο σε διαφορετική περιεκτικότητα",shortage,2026-09-23T20:59:51.093086,91855
GR,Greece,EOF,2802837202019,MYCAMINE PD.SOL.INF 100MG/10ML VIAL BTx1 VIALx10 ML,J02AX05,MICAFUNGIN SODIUM,,,"SANDOZ PHARMACEUTICALS D.D. (ABBR. SANDOZ D.D.), SLOVENIA",2026-08-19,2026-10-22,Αυξημένη ζήτηση,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.093092,91863
GR,Greece,EOF,2803200102011,MICAFUNGIN/TEVA PD.C.S.INF 100MG/VIAL BT x1 VIAL,J02AX05,MICAFUNGIN SODIUM,,,"TEVA B.V., THE NETHERLANDS",2025-09-12,2028-02-01,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.093098,231568
GR,Greece,EOF,2801728501019,RIFINAH C.TAB (300+150)MG/TAB BTx16 (BLIST 2x8),J04AM02,"RIFAMPICIN, ISONIAZID",,,SANOFI,2026-07-28,2026-09-30,Καθυστέρηση παράδοσης,Εναλλακτικά διαφορετικά σκευάσματα για κάθε μία από τις δραστικές ουσίες του προϊόντος,shortage,2026-09-23T20:59:51.093104,40061
GR,Greece,EOF,2803090201030,IQYMUNE SOL.INF 100MG/ML BTX1 VIAL X 100ML,J06BA02,IMMUNOGLOBULIN HUMAN NORMAL,,,LAB.FRANCAIS DU FRACTIONNEMENT ET DES BIOTECHNOLOGIES (LFB),2025-10-10,2026-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας J06BA -Ανθρώπινες Φυσιολογικές Ανοσοσφαιρίνες με τις ίδιες ενδείξεις,shortage,2026-09-23T20:59:51.093111,
GR,Greece,EOF,2802720501045,KIOVIG SOL.IV.INF 100MG/ML BTX1 VIALX100 ML,J06BA02,IMMUNOGLOBULIN HUMAN NORMAL,,,TAKEDA MANUFACTURING AUSTRIA AG,2025-01-09,2027-03-31,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας J06BA -Ανθρώπινες Φυσιολογικές Ανοσοσφαιρίνες με τις ίδιες ενδείξεις.,shortage,2026-09-23T20:59:51.093117,
GR,Greece,EOF,2802720501052,KIOVIG SOL.IV.INF 100MG/ML BTX1 VIALX200 ML,J06BA02,IMMUNOGLOBULIN HUMAN NORMAL,,,TAKEDA MANUFACTURING AUSTRIA AG,2025-01-09,2027-03-31,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας J06BA -Ανθρώπινες Φυσιολογικές Ανοσοσφαιρίνες με τις ίδιες ενδείξεις.,shortage,2026-09-23T20:59:51.093123,
GR,Greece,EOF,2802720501038,KIOVIG SOL.IV.INF 100MG/ML BTX1 VIALX50 ML,J06BA02,IMMUNOGLOBULIN HIMUMMUANNO NGOLROMBUALLIN,,,TAKEDA MANUFACTURING AUSTRIA AG,2025-01-09,2027-03-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας κατηγορίας J06BA -Ανθρώπινες ΦΕνυασλιολλαοκγτιικκάές ά Αλνλοασ σοκσεφυαάισρμίναετςα μ τεη ςτι ςίδ ίιδαιςε ςδ ερναδσετίξικεήιςς., μορφής και",shortage,2026-09-23T20:59:51.093129,
GR,Greece,EOF,2802721401061,IG VENA SOL.INF 50G/L BOTTLEx100 ML + άγκιστρο,J06BA02,HUMAN NORMAL,,,"KEDRION SPA (LUCCA), ITALY",2026-02-13,2026-12-31,Καθυστέρηση παράδοσης,περιεκτικότητας,shortage,2026-09-23T20:59:51.093135,48070
GR,Greece,EOF,2802721401078,IG VENA SOL.INF 50G/L BOTTLEx200 ML + άγκιστρο,J06BA02,IMMUNOGLOBULIN HUMAN NORMAL,,,"KEDRION SPA (LUCCA), ITALY",2026-02-13,2026-12-31,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.093141,48089
GR,Greece,EOF,2803090201023,IQYMUNE SOL.INF 100MG/ML BTX1 VIAL X 50ML,J06BA02,IMMUNOGLOBULIN HUMAN NORMAL,,,LAB.FRANCAIS DU FRACTIONNEMENT ET DES BIOTECHNOLOGIES (LFB),2025-07-22,2026-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά άλλα σκευάσματα της ίδιας δραστικής και μορφής,shortage,2026-09-23T20:59:51.231180,
GR,Greece,EOF,2802819101019,VENBIG PS.SOL.INF 50 IU/ML BTx1 VIAL x 500 IU+ 1 VIAL x 10 ML SOLV + σετ έγχυσης.,J06BB04,HUMAN PLASMA PROTEIN OF WHICH HUMAN IMMUNOGLOBULINS AT LMEEANSINT G9O5%COCCAL,,,"KEDRION SPA (LUCCA), ITALY",2026-02-13,2026-12-31,Καθυστέρηση παράδοσης,Εναλλακτικά όμοιο προϊόν μέσω έκτακτης εισαγωγής,shortage,2026-09-23T20:59:51.231192,85928
GR,Greece,EOF,2802941701033,"MENVEO P.SO.IN.SO 0,5ML (1 ΔΟΣΗ) 1 VIAL (κόνις MenA) +1 VIAL (διάλυμα MenCWY) (1 δόση 0,5ml)",J07AH08,"GROUP A,C,Y,W-135 OLIGOSACCHARIDE",,,"GLAXOSMITHKLINE VACCINES S.R.L., SIENA, ITALY",2026-07-27,2026-10-26,Αυξημένη ζήτηση,Εναλλακτικά άλλα εμβόλια σύμφωνα με τις συστάσεις του θεράποντος ιατρού,shortage,2026-09-23T20:59:51.231199,95788
GR,Greece,EOF,2802758301051,"PRIORIX-TETRA (ΕΜΒ.ΙΛΑΡ.,ΕΡΥΘΡΑ,ΠΑΡΩΤΙΤ.&ΑΝΕΜΟΒΛ.) PS.INJ.SOL BTX 1VIAL + 1PF.SYR. (ΧΩΡIΣ ΣΤΑΘΕΡH ΒΕΛOΝΑ ΑΛΛA ΜΕ ΔYΟ ΧΩΡΙΣΤEΣ ΒΕΛOΝΕΣ) X 0,5 ML SOLVENT",J07BD54,"MEASLES,COMBINATION S WITH MUMPS,RUBELLA AND VARICELLA, LIVE ATTENUATED",,,GLAXOSMITHKLINE ΜΟΝΟΠΡΟΣΩΠΗ Α.Ε.Β.Ε.,2024-11-30,2027-12-31,Ποιοτικό πρόβλημα - Δραστική ουσία,Εναλλακτικά άλλο εμβόλιο σύμφωνα με τις συστάσεις του θεράποντος ιατρού,shortage,2026-09-23T20:59:51.231206,
GR,Greece,EOF,2802627801019,"VARILRIX (ΕΜΒ. ΑΝΕΜΕΥΛΟΓΙΑΣ) P.S.I.PF.S 0,5ML(1DOSE) BTx 1 VIAL(DOSE)+1 PF.SYR x 0,5 ML SOLV+ 2 βελόνες",J07BK01,VARICELLA VIRUS LIVE ATTENUATED OKA,,,GLAXOSMITHKLINE ΜΟΝΟΠΡΟΣΩΠΗ Α.Ε.Β.Ε.,2026-06-12,2026-09-21,Προβλήματα στην παραγωγική διαδικασία,Εναλλακτικά άλλο εμβόλιο σύμφωνα με τις συστάσεις του θεράποντος ιατρού,shortage,2026-09-23T20:59:51.231212,82201
GR,Greece,EOF,2803249901019,CARMUSTINE/WAYMADE P.S.C.S.IF 100MG/VIAL BT X 1 VIAL ΤΩΝ 100MG ΚΟΝΙΣ + 1 VIAL ΤΩΝ 3ML ΔΙΑΛΥΤΗΣ,L01AD01,CARMUSTINE,,,"WAYMADE B.V., THE NETHERLANDS",2026-07-23,2027-01-31,Προβλήματα στην παραγωγική διαδικασία,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας",shortage,2026-09-23T20:59:51.231219,37788
GR,Greece,EOF,2802920502019,RIDOCA CAPS 20MG/CAP BTx5,L01AX03,TEMOZOLOMIDE,,,ΕΝΟΡΑΣΙΣ ΑΕ,2026-04-20,2026-09-25,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας.",shortage,2026-09-23T20:59:51.231225,52310
GR,Greece,EOF,2802920504020,RIDOCA CAPS 140MG/CAP BTx20,L01AX03,TEMOZOLOMIDE,,,ΕΝΟΡΑΣΙΣ ΑΕ,2026-06-02,2026-09-25,Καθυστέρηση παράδοσης,"Εναλλακτικά άλλο σκεύασμα της ίδιας δραστικής, μορφής και περιεκτικότητας.",shortage,2026-09-23T20:59:51.231231,84336
