country_code,country_name,source,medicine_name,atc_code,active_substance,dosage_form,strength,marketing_auth_holder,status,detail_url,scraped_at
EE,Estonia,RAVIMIAMET,L-THYROXIN BERLIN-CHEMIE,H03AA01,naatriumlevotüroksiin,tablett,75mcg,Berlin-Chemie AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c9505cf9-24d5-4c13-8e08-06c1b95c9e02,2026-03-14T16:11:00.063018
EE,Estonia,RAVIMIAMET,LYNPARZA,L01XK01,olapariib,kõvakapsel,50mg,Astrazeneca AB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=19bda976-1217-493a-a6bb-979515d13ec9,2026-03-14T16:11:00.063018
EE,Estonia,RAVIMIAMET,LYRICA,N02BF02,pregabaliin,kõvakapsel,300mg,Upjohn EESV,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ffd4d6ee-7073-491c-b06d-09c497b7e9f0,2026-03-14T16:11:00.063018
EE,Estonia,RAVIMIAMET,LYXUMIA,A10BJ03,liksisenatiid,süstelahus,20mcg 0.2ml,Sanofi Winthrop Industrie,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=14ccc787-bb1d-4c13-b35c-ab95e5e2b4ef,2026-03-14T16:11:00.063018
EE,Estonia,RAVIMIAMET,LYXUMIA,A10BJ03,liksisenatiid,süstelahus,10mcg/20mcg 0.2ml,Sanofi Winthrop Industrie,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0f40e85e-1690-4aba-b73b-585dcd888de2,2026-03-14T16:11:00.063018
EE,Estonia,RAVIMIAMET,MAALOX,A02AD81,alumiiniumhüdroksiid +magneesiumhüdroksiid,suukaudne suspensioon kotikeses,460mg +400mg 4.3ml,Opella Healthcare France S.A.S.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f816a709-58d1-48ba-9b01-a2031b98bf88,2026-03-14T16:11:00.063018
EE,Estonia,RAVIMIAMET,MADELEINE,G03AA12,drospirenoon +etünüülöstradiool,õhukese polümeerikattega tablett,"3mg +0,03mg",Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=a3253c1b-0375-4161-ac83-ada2e19ffec3,2026-03-14T16:11:00.063018
EE,Estonia,RAVIMIAMET,MAGVIT B6,A11JB81,püridoksiin +magneesium,gastroresistentne tablett,5mg +470mg,Richard Bittner AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=18e43905-007d-4e6c-897e-b54ffcb0cdf7,2026-03-14T16:11:00.064018
EE,Estonia,RAVIMIAMET,MARCAINE 5MG/ML,N01BB01,bupivakaiin,süstelahus,5mg 1ml,Aspen Pharma Trading Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ed2827a3-f741-4b33-955a-ade8db286154,2026-03-14T16:11:02.283642
EE,Estonia,RAVIMIAMET,MARCAINE ADRENALINE 5MG/ML+5MCG/ML,N01BB81,bupivakaiin +epinefriin (adrenaliin),süstelahus,5mg +5mcg 1ml,Astrazeneca AB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1ff2dd5c-7d6d-4b52-849e-7e1e849b4e5c,2026-03-14T16:11:02.283642
EE,Estonia,RAVIMIAMET,MARCAINE SPINAL 5MG/ML,N01BB01,bupivakaiin,süstelahus,5mg 1ml,Aspen Pharma Trading Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1bd1657f-8339-46fc-8ac3-627b393ecb46,2026-03-14T16:11:02.283642
EE,Estonia,RAVIMIAMET,MARIONELLE,G03AA12,drospirenoon +etünüülöstradiool,õhukese polümeerikattega tablett,"0 +0/3mg +0,02mg",Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c118116b-4e1a-4292-a460-10f7b34539f1,2026-03-14T16:11:02.283642
EE,Estonia,RAVIMIAMET,MATEVER,N03AX14,levetiratsetaam,õhukese polümeerikattega tablett,500mg,Pharmathen S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ac0a2741-c18c-45ce-b06a-43fa72fae93e,2026-03-14T16:11:02.283642
EE,Estonia,RAVIMIAMET,MATEVER,N03AX14,levetiratsetaam,õhukese polümeerikattega tablett,1000mg,Pharmathen S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ec85925c-0861-4a40-96cb-fee5fc57181c,2026-03-14T16:11:02.283642
EE,Estonia,RAVIMIAMET,MAXALT,N02CC04,risatriptaan,suukaudne lüofilisaat,10mg,Merck Sharp & Dohme OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=472f1e08-bd37-422c-909b-06c1444ad46f,2026-03-14T16:11:02.283642
EE,Estonia,RAVIMIAMET,MAXALT,N02CC04,risatriptaan,suukaudne lüofilisaat,10mg,Merck Sharp & Dohme B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=adc9b8bc-40e2-4431-84b9-59b0b31305d8,2026-03-14T16:11:02.283642
EE,Estonia,RAVIMIAMET,MAYZENT,L04AE03,siponimood,õhukese polümeerikattega tablett,"0,25mg",Novartis Europharm Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ac40cea2-5653-427b-8243-b699181f8bba,2026-03-14T16:11:02.283642
EE,Estonia,RAVIMIAMET,MEBENDAZOLE-GRINDEKS,P02CA01,mebendasool,tablett,100mg,Grindeks AS,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d3f36b32-ac09-41be-9efb-528aa2231450,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MEDIKINET 5MG,N06BA04,metüülfenidaat,tablett,5mg,Medice Arzneimittel Puetter GmbH & Co. KG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e7e3834d-1f07-464f-a3a4-d28f6af30155,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MEDIKINET XL 5MG,N06BA04,metüülfenidaat,toimeainet modifitseeritult vabastav kõvakapsel,5mg,Medice Arzneimittel Puetter GmbH & Co. KG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=23053c43-26a8-47b8-ad42-6da9940b41b5,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MEDOFLOXINE 200 MG,J01MA01,ofloksatsiin,õhukese polümeerikattega tablett,200mg,Medochemie Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=856913da-b879-48a4-9dd6-87ea7fd891eb,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MEDROL,H02AB04,metüülprednisoloon,tablett,16mg,Lex Ano UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0c608bfd-127d-42f8-bdd7-98cbd8a25e8d,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MEDROL,H02AB04,metüülprednisoloon,tablett,4mg,Pfizer Europe MA EEIG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=949af40b-63be-4e04-8d03-2cd38c0a3ea0,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MEGLIMID,A10BB12,glimepiriid,tablett,2mg,KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c47c84ad-8e6b-4855-b7d5-09f5c93ffede,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MEGLIMID,A10BB12,glimepiriid,tablett,4mg,KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=81b7ac2a-d547-4a5c-acc1-a80eeee97aa9,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MEGLIMID,A10BB12,glimepiriid,tablett,3mg,KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ce4b2cc9-b67d-46fd-91c0-35b7e421d6bc,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MELOX,M01AC06,meloksikaam,süstelahus,10mg 1ml,Medochemie Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=892ef41f-f3ea-406f-8297-f914ead47f74,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MELOXICAM-RATIOPHARM 15 MG,M01AC06,meloksikaam,tablett,15mg,Ratiopharm GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e8e8b811-c618-4e87-b44e-66c3adbb0a38,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,"MELOXICAM-RATIOPHARM 7,5 MG",M01AC06,meloksikaam,tablett,"7,5mg",Ratiopharm GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=48ecea65-cf69-438c-9d64-7728fdba060a,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MENOPUR,G03GA02,menopausaalne humaangonadotropiin,süstelahuse pulber ja lahusti,75RÜ,Ferring GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=26556314-1e48-4308-a56c-d1b60faeded1,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MERIOFERT SET,G03GA02,menopausaalne humaangonadotropiin,süstelahuse pulber ja lahusti,150RÜ,IBSA Farmaceutici Italia S.r.l.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=09325633-8b53-4017-be60-25f668653933,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MESAR 10MG,C09CA08,olmesartaanmedoksomiil,õhukese polümeerikattega tablett,10mg,Menarini International Operations Luxembourg S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6705ad85-ebb2-449e-8f56-1f2cbe36490f,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MESAR 20MG,C09CA08,olmesartaanmedoksomiil,õhukese polümeerikattega tablett,20mg,Menarini International Operations Luxembourg S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f6165ef9-2716-40d7-9876-f4fd29a93a2c,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MESAR 40MG,C09CA08,olmesartaanmedoksomiil,õhukese polümeerikattega tablett,40mg,Menarini International Operations Luxembourg S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c3a782a8-9b16-4b50-a30d-990eee5df6a1,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MESAR PLUS,C09DA86,olmesartaanmedoksomiil +hüdroklorotiasiid,õhukese polümeerikattega tablett,"20mg +12,5mg",Menarini International Operations Luxembourg S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=87a555a5-5a2a-4a84-bfde-5cb552a997cb,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MESAR PLUS,C09DA86,olmesartaanmedoksomiil +hüdroklorotiasiid,õhukese polümeerikattega tablett,40mg +25mg,Menarini International Operations Luxembourg S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=679af198-1d3b-4a23-a710-03167c95d494,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MESAR PLUS,C09DA86,olmesartaanmedoksomiil +hüdroklorotiasiid,õhukese polümeerikattega tablett,"40mg +12,5mg",Menarini International Operations Luxembourg S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ac2050dc-a789-4a0d-9c64-79d7a2e8d0c3,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,MESAR PLUS,C09DA86,olmesartaanmedoksomiil +hüdroklorotiasiid,õhukese polümeerikattega tablett,20mg +25mg,Menarini International Operations Luxembourg S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c67435ea-1aaa-445e-ba97-845c0513ae85,2026-03-14T16:11:02.284678
EE,Estonia,RAVIMIAMET,METADON DAK,N07BC02,metadoon,tablett,20mg,Orifarm Healthcare A/S,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=16ac1522-6cc8-43e7-b2f1-636af9926bd0,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,METOPROLOL POLPHARMA 50,C07AB02,metoprolool,toimeainet prolongeeritult vabastav tablett,50mg,Zaklady Farmaceutyczne Polpharma S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=a16a1338-9f3a-40ad-b7f9-cec6f47f59de,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,METOPROLOL-RATIOPHARM RETARD 100 MG,C07AB02,metoprolool,toimeainet prolongeeritult vabastav tablett,100mg,Ratiopharm GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f86d9fea-16bf-48ff-b5f2-271a92085fc6,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MIDIANA,G03AA12,drospirenoon +etünüülöstradiool,õhukese polümeerikattega tablett,"3mg +0,03mg",Gedeon Richter Plc.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=203151dc-3a37-41d1-b431-d3296601bbdb,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MIFLONIDE BREEZHALER,R03BA02,budesoniid,inhalatsioonipulber kõvakapslis,200mcg,Novartis Baltics SIA,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=cb6a6a07-2cd1-4041-9281-c39dca87c3da,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MIFLONIDE BREEZHALER,R03BA02,budesoniid,inhalatsioonipulber kõvakapslis,400mcg,Novartis Baltics SIA,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=42e99030-5129-42ae-83a4-b08723d045d0,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MIMPARA,H05BX01,tsinakaltseet,õhukese polümeerikattega tablett,60mg,Amgen Europe B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ce64fcd2-91bc-40df-93de-e43b26417254,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MIMPARA,H05BX01,tsinakaltseet,õhukese polümeerikattega tablett,90mg,Amgen Europe B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=edad6007-7e4a-46f8-a27f-9b639cf3479f,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MIMPARA,H05BX01,tsinakaltseet,õhukese polümeerikattega tablett,30mg,Amgen Europe B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ad34ee58-3dd6-4300-8e77-37d886ccf872,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MIRAPEXIN,N04BC05,pramipeksool,tablett,"0,18mg",Boehringer Ingelheim International GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=991bd059-265c-4a6e-9f41-2bdc9336575a,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MIRCERA,B03XA03,metoksüpolüetüleenglükool-beetaepoetiin,süstelahus süstlis,30mcg 0.3ml,Roche Registration GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=84e5e3f8-7c0d-4b7d-a882-5b98b57e139a,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MODERIBA,J05AP01,ribaviriin,õhukese polümeerikattega tablett,200mg,AbbVie SIA,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=598b4c35-b430-4646-9ba8-62d36193c3ed,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MODURETIC,C03EA81,hüdroklorotiasiid +amiloriid,tablett,50mg +5mg,Merck Sharp & Dohme OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ed921772-644a-4445-afe6-bd400ea0a435,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MONOPRIL,C09AA09,fosinopriil,tablett,20mg,PharmaSwiss Ceska republika s.r.o.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9c5fa9f5-1792-4ba4-affd-2b6c6d06d9af,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MONOPRIL,C09AA09,fosinopriil,tablett,10mg,PharmaSwiss Ceska republika s.r.o.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=cc93d099-f3f3-46ef-9979-ea5cfff63bae,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MONOZIDE,C09BA87,fosinopriil +hüdroklorotiasiid,tablett,"20mg +12,5mg",PharmaSwiss Ceska republika s.r.o.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=69ce1a67-964d-4675-9d5b-b016599db76d,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MONTELUKAST ACCORD,R03DC03,montelukast,närimistablett,4mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=3eb53c32-15f4-43a2-a755-bbd21cd345f7,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MONTELUKAST ACCORD,R03DC03,montelukast,õhukese polümeerikattega tablett,10mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=11d5bad5-60ba-49b4-8c23-8273e123cb33,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MORFIN DAK 20 MG/ML,N02AA01,morfiin,süstelahus,20mg 1ml,Orifarm Healthcare A/S,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=66bb546a-30ac-44da-af03-ef767ddf4a5a,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MOVALIS,M01AC06,meloksikaam,süstelahus,10mg 1ml,Boehringer Ingelheim International GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e8f33357-07ec-412a-a16d-f55fb3e6cddc,2026-03-14T16:11:02.285675
EE,Estonia,RAVIMIAMET,MOVENTIG,A06AH03,naloksegool,õhukese polümeerikattega tablett,25mg,Gruenenthal GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=14e5d1d6-152f-4396-8086-438d447eff7b,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,MST CONTINUS 30 MG,N02AA01,morfiin,suukaudse suspensiooni toimeainet prolongeeritult vabastavad graanulid,30mg,Mundipharma Ges.m.b.H.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6493dac0-eee3-4e00-a52f-9cfcb295373f,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,MUSE 1000mcg,G04BE01,alprostadiil,uretraalpulk,1000mcg,Viatris SIA,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0c16c72b-4bdb-4f8d-aa41-2be033f5e488,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,MUSE 500mcg,G04BE01,alprostadiil,uretraalpulk,500mcg,Viatris SIA,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=50ec7da0-15be-4e88-b0d8-369de41896a0,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,MVASI,L01FG01,bevatsizumab,infusioonilahuse kontsentraat,25mg 1ml,Amgen Technology (Ireland) Unlimited Company,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c4b9d8d2-a465-494d-a020-e282e30bb4fa,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,MXL 120 MG,N02AA01,morfiin,toimeainet prolongeeritult vabastav kõvakapsel,120mg,Mundipharma Ges.m.b.H.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6459f1b2-7e62-41b3-9ecc-1af7587b35f9,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,MYCOSYST 150 MG,J02AC01,flukonasool,kõvakapsel,150mg,Gedeon Richter Plc.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=21b2d07a-7858-407d-bd12-b26033eb641e,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NAKLOFEN SR,M01AB05,diklofenak,toimeainet prolongeeritult vabastav tablett,100mg,KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5778a63b-a248-400e-8322-50fcbc7028a6,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NALGESIN FORTE,M01AE02,naprokseen,õhukese polümeerikattega tablett,550mg,KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5d7acce8-cf7f-472f-a57e-2d52a9363a3a,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NEBIPHAR,C07AB12,nebivolool,tablett,5mg,Teva Pharma B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9cfe4c3a-ea3f-4ddf-a39e-8e2b7c72094d,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NEO-BRONCHOL,R05CB06,ambroksool,pastill,15mg,Divapharma GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=fcd3ce6f-7fd6-48ff-92ac-e3ac38404107,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NEOCONES,A01AB81,neomütsiin +bensokaiin,hambapulk,15400RÜ +5mg,Septodont,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=fe03499f-5b85-491d-a60d-93adb9a34987,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NEORECORMON,B03XA01,erütropoetiin,süstelahus süstlis,2000RÜ 0.3ml,Roche Registration GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=96dd17dc-6000-4917-9121-880e4af14860,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NEORECORMON,B03XA01,erütropoetiin,süstelahus süstlis,6000RÜ 0.3ml,Roche Registration GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=63b4b6b1-8614-43e5-9e08-b6ba1a3317fc,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NEOTIGASON,D05BB02,atsitretiin,kõvakapsel,10mg,First Pharma OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c6b95a6d-55cc-4c34-ab20-9b2244898da6,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NEULASTA,L03AA13,pegfilgrastiim,süstelahus,6mg 0.6ml,Amgen Europe B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2eade143-5d04-410f-b316-7f2dcccb7fdb,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NEURONTIN,N02BF01,gabapentiin,kõvakapsel,300mg,Lex Ano UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9dfc7c9c-e303-46b8-8f00-0bb94835b55c,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NILOTINIB ZENTIVA,L01EA03,nilotiniib,kõvakapsel,200mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d953f749-ce87-4e61-8cbc-fc6b5d81f8ea,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NIQUITIN MINI,N07BA01,nikotiin,pressitud loseng,"1,5mg",Perrigo Poland Sp. z o.o.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8f06c86b-6ef6-4e82-9528-a503d337de15,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NIZORAL,D01AC08,ketokonasool,šampoon,20mg 1g,Lex Ano UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=fd5dd968-a4b6-479c-a644-51151f3c516c,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NITRAZEPAM ACCORD,N05CD02,nitrasepaam,tablett,5mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=514e87b5-8417-4c06-821f-d90abe49ec13,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NITROCINE,C01DA02,glütserüültrinitraat,infusioonilahuse kontsentraat,1mg 1ml,Merus Labs Luxco II S.a.r.l.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7cd3fa4d-fe65-4937-bd52-7be2c20b431b,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,NIVESTIM,L03AA02,filgrastiim,süste-/infusioonilahus,300mcg 0.5ml,Pfizer Europe MA EEIG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=12f0bc01-24d2-4821-924d-dbfd4b37c9c0,2026-03-14T16:11:04.294304
EE,Estonia,RAVIMIAMET,Nobilis IB+G+ND,QI01AA08,lindude nakkava bronhiidi viirusvaktsiin +Newcastle'i tõve viirus-/paramüksoviirusvaktsiin +lindude nakkava bursiidi (Gumboro) viirusvaktsiin,süsteemulsioon,1annus,Intervet International B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=0c9ca1ba-978a-4c00-b980-f990f15bcaf2,2026-03-14T16:11:04.295308
EE,Estonia,RAVIMIAMET,NODEXON,H02AB02,deksametasoon,tablett,8mg,Norameda UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=38f16c80-83be-4815-ad57-9973b34c117b,2026-03-14T16:11:04.295308
EE,Estonia,RAVIMIAMET,NOOTROPIL,N06BX03,piratsetaam,õhukese polümeerikattega tablett,800mg,UCB Pharma Oy Finland,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1810973b-8316-40dd-88ce-c06a4212336d,2026-03-14T16:11:04.295308
EE,Estonia,RAVIMIAMET,NORIFAZ,M05BA07,risedroonhape,õhukese polümeerikattega tablett,35mg,Adamed Pharma S.A.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=47698028-4d0e-48f7-9daf-2792f4ff553d,2026-03-14T16:11:04.295308
