country_code,country_name,source,medicine_name,atc_code,active_substance,dosage_form,strength,marketing_auth_holder,status,detail_url,scraped_at
EE,Estonia,RAVIMIAMET,"5-FLUOROURACIL ""EBEWE""",L01BC02,fluorouratsiil,süste-/infusioonilahus,50mg 1ml,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=51eb12fa-ef66-473f-801e-71b35735f3ed,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ABACAVIR/LAMIVUDINE MYLAN,J05AR02,lamivudiin +abakaviir,õhukese polümeerikattega tablett,300mg +600mg,Mylan Pharmaceuticals Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e6da3132-4005-40c1-b9fa-bce35607a3db,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ABEVMY,L01FG01,bevatsizumab,infusioonilahuse kontsentraat,25mg 1ml,Biosimilar Collaborations Ireland Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ecb77687-ca43-400e-a77a-4c923b28a2a6,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ABIRATERONE TEVA,L02BX03,abirateroon,õhukese polümeerikattega tablett,500mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e68d3637-ce15-48d0-b6b2-67a4c4f6b8fe,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ACTIFED,R01BA81,pseudoefedriin +triprolidiin,siirup,"6mg +0,25mg 1ml",McNeil Healthcare (Ireland) Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e32cd7eb-cada-4236-be21-46991c689a91,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ADENOCOR,C01EB10,adenosiin,süstelahus,3mg 1ml,Sanofi-Aventis Groupe,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2c902e8c-4d39-401e-a3bb-bbfe60de188b,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ADIXEMIN,N06BA12,lisdeksamfetamiindimesülaat,kõvakapsel,40mg,Stada Arzneimittel AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=16f16c62-f276-4256-aeee-e77305f51cb0,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,AFORBE,R03AK08,formoterool +beklometasoon,"inhalatsiooniaerosool, lahus",6mcg +100mcg 1annus,Viatris Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1d8680d9-a14e-4102-87ca-0c10a0f6a05a,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,AFRIN,R01AA05,oksümetasoliin,"ninasprei, lahus","0,5mg 1ml",Bayer UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4fd2418f-89d8-48a9-8fe9-eb6480b896b8,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,AFRIN MENTHOL,R01AA05,oksümetasoliin,"ninasprei, lahus","0,5mg 1ml",Bayer UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4d719aa6-d4a3-4eb9-9277-0d5bec2f1fed,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,AGOMELATINE TEVA,N06AX22,agomelatiin,õhukese polümeerikattega tablett,25mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4d07ffbd-fe7d-41e2-9f4a-fa65e825b8c6,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,AGOMELATINE VIATRIS,N06AX22,agomelatiin,õhukese polümeerikattega tablett,25mg,Viatris Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=67eea91a-aa1b-4b70-b332-22e0274fae0b,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,AKNEFUG-EL,D10AF02,erütromütsiin,nahalahus,10mg 1ml,Dr. August Wolff GmbH & Co. KG Arzneimittel,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=343adfd9-12ab-43b7-aadd-f979ea2f9527,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,Alamycin LA,QJ01AA06,oksütetratsükliin,süstelahus,200mg 1ml,Norbrook Laboratories (Ireland) Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=VetRavimid.Ravim&vid=ca0f6012-9d6f-4386-a1a8-d86c2e6bd7eb,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ALCAINE,S01HA04,proksümetakaiin,"silmatilgad, lahus",5mg 1ml,Alcon Farmaceutika d.o.o.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4de18d97-695a-4a7d-ae77-09fce31714d6,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ALENDRONIC ACID ACCORD 70MG,M05BA04,alendroonhape,tablett,70mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0d943a5f-bd07-45e0-a42f-4c0876c69f9c,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ALENDRONIC ACID/ COLECALCIFEROL SANDOZ,M05BB03,alendroonhape +kolekaltsiferool,tablett,70mg +5600RÜ,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e052a89a-1bc5-4b0e-b686-1e914489c611,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ALENDRONIC ACID/COLECALCIFEROL ZENTIVA,M05BB03,alendroonhape +kolekaltsiferool,tablett,70mg +5600RÜ,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=87327cbb-fe85-416d-b1eb-f2e1b309cd87,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ALENOTOP,M05BA04,alendroonhape,tablett,70mg,Teva Pharma B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=835feb9d-7a48-43ca-bf26-b1d230965f14,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ALIMTA,L01BA04,pemetrekseed,infusioonilahuse kontsentraadi pulber,100mg,Eli Lilly Nederland B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=3d548aa9-c858-4e59-8ee9-f358b0273c9a,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ALIMTA,L01BA04,pemetrekseed,infusioonilahuse kontsentraadi pulber,500mg,Eli Lilly Nederland B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0706ac48-1587-4c02-80ad-89a34901a680,2026-03-14T16:10:43.480930
EE,Estonia,RAVIMIAMET,ALLOPURINOL SANDOZ,M04AA01,allopurinool,tablett,100mg,Sandoz Pharmaceuticals d.d.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=05950a75-20c1-4d97-a98b-01fa30d3453f,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,ALPRAZOLAM KRKA,N05BA12,alprasolaam,tablett,"0,5mg",KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=58da3c11-fbad-4778-9b28-8b8a7652b348,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,ALPRAZOLAM KRKA,N05BA12,alprasolaam,tablett,1mg,KRKA d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=18c495e9-9b98-4fc7-8b09-11b712a00f40,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,ALPRAZOLAM-GRINDEKS,N05BA12,alprasolaam,tablett,"0,25mg",Grindeks AS,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=079c17ef-7229-4ab8-851c-53237e48a45d,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMARYL,A10BB12,glimepiriid,tablett,2mg,Ideal Trade Links UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5ba91664-878e-4418-989b-b4927cefa85f,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMARYL,A10BB12,glimepiriid,tablett,1mg,Sanofi Winthrop Industrie,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5f0d3c2d-3756-4c98-838c-8071e5f17360,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMARYL,A10BB12,glimepiriid,tablett,6mg,sanofi-aventis Estonia OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0c553b32-b6e0-451c-9429-fcd912582c1a,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMGEVITA,L04AB04,adalimumab,süstelahus süstlis,40mg 0.8ml,Amgen Europe B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=212bc4f4-ec1f-4d9a-b719-d13cfc635659,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMGEVITA,L04AB04,adalimumab,süstelahus pen-süstlis,40mg 0.8ml,Amgen Europe B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d28a4c30-0082-4ef4-99c6-9684a1aec9f9,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMIOKORDIN,C01BD01,amiodaroon,tablett,200mg,KRKA tovarna zdravil d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e73c5eb1-7e4d-4c88-b834-4b5b520122e1,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMISAN 400 MG,N05AL05,amisulpriid,õhukese polümeerikattega tablett,400mg,Pro.Med.Cs Praha a.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c16659a6-8c41-4752-8599-1f37c0b05e59,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMITRIPTYLINE ORIFARM,N06AA09,amitriptüliin,õhukese polümeerikattega tablett,25mg,Orifarm Healthcare A/S,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=0f400523-7909-4a79-b805-e2a8136fb588,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMITRIPTYLINE ORIFARM,N06AA09,amitriptüliin,õhukese polümeerikattega tablett,10mg,Orifarm Healthcare A/S,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2f62bcd9-a426-4a7b-8a93-f42b562b4d58,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMLODIGAMMA 10MG,C08CA01,amlodipiin,tablett,10mg,Woerwag Pharma GmbH & Co. KG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=de9dab2e-06ee-42e0-9490-9219e0860c10,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMLODIGAMMA 5MG,C08CA01,amlodipiin,tablett,5mg,Woerwag Pharma GmbH & Co. KG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=a62cc7c5-c326-4c88-b79d-9df9a417f54b,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMLODIPINE TEVA,C08CA01,amlodipiin,tablett,10mg,Teva Pharma B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b37aeca0-e6de-4a71-b882-d73d9f6d5f63,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMLODIPINE TEVA,C08CA01,amlodipiin,tablett,5mg,Teva Pharma B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8a243e82-4617-4ffb-a5bc-719463e01d5b,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMLODIPIN-RATIOPHARM 5 MG,C08CA01,amlodipiin,tablett,5mg,Ratiopharm GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=058d963b-2058-4d8b-b72d-fdbc5761a2f0,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMMONAPS,A16AX03,naatriumfenüülbutüraat,graanulid,940mg 1g,Immedica Pharma AB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4fb297e4-3827-4fb8-a22f-3b45da26dc1a,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMOXICILLIN- RATIOPHARM 500 MG,J01CA04,amoksitsilliin,õhukese polümeerikattega tablett,500mg,Ratiopharm GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=07f31d82-af5d-4a36-b60d-ce513445b52a,2026-03-14T16:10:43.481931
EE,Estonia,RAVIMIAMET,AMOXICILLIN SANDOZ,J01CA04,amoksitsilliin,õhukese polümeerikattega tablett,1000mg,Sandoz GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=fd61020a-5314-436f-8f8d-02202f60ee8b,2026-03-14T16:10:43.482930
EE,Estonia,RAVIMIAMET,AMOXICILLIN SANDOZ,J01CA04,amoksitsilliin,õhukese polümeerikattega tablett,500mg,Sandoz GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=41035d3f-2101-4339-89b7-0e9ea75ec8bd,2026-03-14T16:10:43.482930
EE,Estonia,RAVIMIAMET,AMPRIL 10 MG,C09AA05,ramipriil,tablett,10mg,"KRKA, d.d., Novo mesto",shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=29e68661-1906-4b50-b8d8-0aca75f6ba9d,2026-03-14T16:10:43.482930
EE,Estonia,RAVIMIAMET,"AMPRIL HL 2,5MG/12,5MG",C09BA84,ramipriil +hüdroklorotiasiid,tablett,"2,5mg +12,5mg",KRKA tovarna zdravil d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d60073b1-3021-46f9-b3f5-a56805e1ecb3,2026-03-14T16:10:43.482930
EE,Estonia,RAVIMIAMET,ANDROCUR,G03HA01,tsüproteroon,tablett,50mg,ADVANZ PHARMA Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=64464957-8eac-40ed-b1a6-29674e91fe66,2026-03-14T16:10:43.482930
EE,Estonia,RAVIMIAMET,ANESIA,N01AX10,propofool,süste-/infusiooniemulsioon,20mg 1ml,Baxter Holding B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=41a4f521-b5c2-4497-b40a-26cda582f5a7,2026-03-14T16:10:43.482930
EE,Estonia,RAVIMIAMET,ANESIA,N01AX10,propofool,süste-/infusiooniemulsioon,10mg 1ml,Baxter Holding B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=142998b1-b687-40ba-b776-76f2cb336f5e,2026-03-14T16:10:43.482930
EE,Estonia,RAVIMIAMET,ARCOXIA,M01AH05,etorikoksiib,õhukese polümeerikattega tablett,30mg,Organon N.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5f9e0e75-e05d-43ab-9dc7-e950bcc953d8,2026-03-14T16:10:43.482930
EE,Estonia,RAVIMIAMET,ARDUAN,M03AC06,pipekurooniumbromiid,süstelahuse pulber ja lahusti,4mg,Gedeon Richter Plc.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=5d08abc7-adb7-4481-9b8c-c00892de2fe7,2026-03-14T16:10:43.482930
EE,Estonia,RAVIMIAMET,ARGOFAN 150 SR,N06AX16,venlafaksiin,toimeainet prolongeeritult vabastav tablett,150mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=012915ce-275d-4b76-bdff-fdc5689a9a55,2026-03-14T16:10:45.580071
EE,Estonia,RAVIMIAMET,ARGOFAN 75 SR,N06AX16,venlafaksiin,toimeainet prolongeeritult vabastav tablett,75mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=599932bb-a143-47ca-b6d7-4ce2ff606ceb,2026-03-14T16:10:45.580071
EE,Estonia,RAVIMIAMET,ARICOGAN,N05AX12,aripiprasool,tablett,15mg,G.L. Pharma GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e3b4336b-24c4-46a1-9574-f4f2c54cbef0,2026-03-14T16:10:45.580071
EE,Estonia,RAVIMIAMET,ARILIN,P01AB01,metronidasool,õhukese polümeerikattega tablett + vaginaalsuposiit,250mg/100mg,Dr. August Wolff GmbH & Co. KG Arzneimittel,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=32db5886-98ed-426b-a1da-095407e07f69,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ARIPIPRAZOLE MYLAN PHARMA,N05AX12,aripiprasool,tablett,15mg,Mylan Pharmaceuticals Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4c56204b-b1ac-4a40-a131-6d00ebdd4117,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ARIPIPRAZOLE ZENTIVA,N05AX12,aripiprasool,tablett,15mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=38cb90f9-42af-4623-b71b-7937409740a9,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ARIPIPRAZOLE TEVA,N05AX12,aripiprasool,tablett,15mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2f6b3a85-1e24-467a-bf95-d0c7413a59f2,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ARTHRYL,M01AX05,glükoosamiin,suukaudse lahuse pulber,1200mg,VIATRIS HEALTHCARE Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6fc4fafe-b467-4c48-9f18-bd3097b34619,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ASPARAGINASE MEDAC,L01XX02,asparaginaas,infusioonilahuse pulber,10000RÜ,MEDAC Gesellschaft für klinische Spezialpräparate mbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7b33ed34-1e91-4057-95c3-e019012a15fe,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ASPARGINASE MEDAC,L01XX02,asparaginaas,infusioonilahuse pulber,5000RÜ,MEDAC Gesellschaft für klinische Spezialpräparate mbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9ee0d43d-6f63-4089-9546-f8ca76ac9500,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,AZITHROMYCIN GRINDEKS,J01FA10,asitromütsiin,õhukese polümeerikattega tablett,500mg,Grindeks AS,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=cd44ce91-d206-446e-80e3-756b32b31daf,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,AZITHROMYCIN KRKA,J01FA10,asitromütsiin,õhukese polümeerikattega tablett,250mg,KRKA tovarna zdravil d.d. Novo mesto,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2c062c36-0818-4aff-b285-775b63cdcb84,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,AZITHROMYCIN SANDOZ 250MG,J01FA10,asitromütsiin,õhukese polümeerikattega tablett,250mg,Sandoz GmbH,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=c92dabd8-8a1d-4ca7-9e7d-b14812df2761,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ATOMINEX 18MG,N06BA09,atomoksetiin,kõvakapsel,18mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=10096bba-1bf0-468e-bf00-95b5ed56d320,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ATORVASTATIN ACCORD,C10AA05,atorvastatiin,õhukese polümeerikattega tablett,40mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=9db89583-407a-4e3c-b295-d37326f25a5b,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ATORVASTATIN ACCORD,C10AA05,atorvastatiin,õhukese polümeerikattega tablett,20mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=41e771a0-8214-4c5c-ab16-125f6059f5c9,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ATORVASTATIN ACCORD,C10AA05,atorvastatiin,õhukese polümeerikattega tablett,10mg,Accord Healthcare B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=2d046988-70a4-42d7-9d57-4b11456ccb00,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ATORVASTATIN ACTAVIS,C10AA05,atorvastatiin,õhukese polümeerikattega tablett,40mg,Actavis Group Ptc ehf.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b7bb4c20-ad62-405c-a00e-1829ff5f74c8,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ATORVASTATIN ZENTIVA 10MG,C10AA05,atorvastatiin,õhukese polümeerikattega tablett,10mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ba52f424-ceda-4ea9-a509-d5b6ac8277bd,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ATORVASTATIN ZENTIVA 20MG,C10AA05,atorvastatiin,õhukese polümeerikattega tablett,20mg,Zentiva k.s.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=4855fbeb-c5e6-4915-94be-587ea78e8955,2026-03-14T16:10:45.581069
EE,Estonia,RAVIMIAMET,ATORVASTATIN TEVA,C10AA05,atorvastatiin,õhukese polümeerikattega tablett,10mg,Teva Pharma B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=1d0b1520-d258-4f12-a9d9-f90c72c15ce8,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,ATORVASTATIN TEVA,C10AA05,atorvastatiin,õhukese polümeerikattega tablett,40mg,Teva Pharma B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=6dd81d79-9645-4e35-931e-c823959f8dfa,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,ATORVASTATIN TEVA,C10AA05,atorvastatiin,õhukese polümeerikattega tablett,20mg,Teva Pharma B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=f5af6908-5ed6-45e4-bac1-fa79f74cfe69,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,ATORVASTATIN/EZETIMIBE TEVA,C10BA05,atorvastatiin +esetimiib,õhukese polümeerikattega tablett,80mg +10mg,Teva B.V.,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=57c59588-f9cd-4721-aa06-e24835857749,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,AUGMENTIN,J01CR02,amoksitsilliin +klavulaanhape,suukaudse suspensiooni pulber,"80mg +11,4mg 1ml",First Pharma OÜ,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=7e8e64ec-f246-49a4-a999-eee412ccb00c,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,AUGMENTIN,J01CR02,amoksitsilliin +klavulaanhape,süste-/infusioonilahuse pulber,1000mg +200mg,GlaxoSmithKline (Ireland) Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=d0336b03-374f-48ce-85fd-1939b3e5b4f9,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,AUGMENTIN,J01CR02,amoksitsilliin +klavulaanhape,õhukese polümeerikattega tablett,500mg +125mg,GlaxoSmithKline (Ireland) Limited,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=feb76f0e-a1d1-4617-ba08-31e2c6f4404a,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,AVELOX,J01MA14,moksifloksatsiin,õhukese polümeerikattega tablett,400mg,Bayer AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=e958f2ed-912c-413a-87fc-dcafc42a594e,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,AVODART,G04CB02,dutasteriid,pehmekapsel,"0,5mg",Ideal Trade Links UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=b6d4b1e0-ef46-4511-9e1a-8ea1ea1933a6,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,BELKYRA,D11AX24,deoksükoolhape,süstelahus,10mg 1ml,AbbVie SIA,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8c98a146-d50d-4bf2-be88-46a78d86dacb,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,BERLIPRIL 10 MG,C09AA02,enalapriil,tablett,10mg,Berlin-Chemie AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=01c7a124-63c8-4757-86fc-34b1e0c9fef9,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,BERLIPRIL 20 MG,C09AA02,enalapriil,tablett,20mg,Berlin-Chemie AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=3f165570-2cab-4280-8ff6-b17aaad0ed38,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,BERLIPRIL 5 MG,C09AA02,enalapriil,tablett,5mg,Berlin-Chemie AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=8a381ce4-113d-4b02-b418-6951f961d722,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,BERLOCID,J01EE01,sulfametoksasool +trimetoprim,tablett,800mg +160mg,Berlin-Chemie AG,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=a2c3c42d-5864-4a71-b25a-cf7be26624e4,2026-03-14T16:10:45.582037
EE,Estonia,RAVIMIAMET,BEROCCA PLUS,A11JB82,tiamiin +riboflaviin +püridoksiin +tsüanokobalamiin +askorbiinhape +biotiin +nikotiinamiid +kaltsiumpantotenaat +kaltsium +magneesium +foolhape +tsink,kihisev tablett,"15mg +15mg +10mg +0,01mg +500mg +0,15mg +50mg +25mg +100mg +100mg +0,4mg +10mg",Bayer UAB,shortage,https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.Ravim&vid=ce8a1ce9-b54c-4c26-bba2-1760f4886729,2026-03-14T16:10:45.582037
