country_code,country_name,source,medicine_name,active_substance,strength,package_size,barcode,atc_code,license_holder,license_number,suspension_status,status,suspension_date,shortage_start,estimated_end,scraped_at
TR,Turkey,TITCK,"ABSTRAL 100MCG DILALTI TABLET, 10 TABLET",fentanil sitrat,,,8699538055600,N02AB03,ER-KİM İLAÇ SAN. VE TİC. A.Ş.,136/53,1,suspended_article_23,2025-03-03 00:00:00,,,2026-03-13T15:43:03.539231
TR,Turkey,TITCK,"ABSTRAL 200MCG DILALTI TABLET, 10 TABLET",fentanil sitrat,,,8699538055617,N02AB03,ER-KİM İLAÇ SAN. VE TİC. A.Ş.,136/54,1,suspended_article_23,2025-03-12 00:00:00,,,2026-03-13T15:43:03.539231
TR,Turkey,TITCK,"ABSTRAL 400MCG DILALTI TABLET, 10 TABLET",fentanil sitrat,,,8699538055624,N02AB03,ER-KİM İLAÇ SAN. VE TİC. A.Ş.,136/55,1,suspended_article_23,2025-03-12 00:00:00,,,2026-03-13T15:43:03.540266
TR,Turkey,TITCK,"ABSTRAL 800MCG DILALTI TABLET, 10 TABLET",fentanil sitrat,,,8699538055631,N02AB03,ER-KİM İLAÇ SAN. VE TİC. A.Ş.,136/56,1,suspended_article_23,2025-03-12 00:00:00,,,2026-03-13T15:43:03.540266
TR,Turkey,TITCK,"ACETYLCYSTEIN 600 TROM EFERVESAN TABLET, 10 ADET",asetilsistein,,,8699587021830,R05CB01,ADEKA İLAÇ SAN. VE TİC. A.Ş.,101/74,3,suspended_article_22,2023-03-29 00:00:00,,,2026-03-13T15:43:03.540266
TR,Turkey,TITCK,"ACETYLCYSTEIN 600 TROM EFERVESAN TABLET, 20 ADET",asetilsistein,,,8699587022400,R05CB01,ADEKA İLAÇ SAN. VE TİC. A.Ş.,101/74,3,suspended_article_22,2023-03-29 00:00:00,,,2026-03-13T15:43:03.540266
TR,Turkey,TITCK,"ACTİFED 30 MG/5 ML + 1,25 MG/5 ML ŞURUP",psödoefedrin hidroklorür/triprolidin hidroklorür,,,8699522575176,R01BA52,GLAXOSMITHKLINE TÜKETİCİ SAĞLIĞI A.Ş.,2023/455,1,suspended_article_23,2024-08-08 00:00:00,,,2026-03-13T15:43:03.540266
TR,Turkey,TITCK,"ACTİFED 60 MG/2,5 MG TABLET",psödoefedrin hidroklorür/triprolidin hidroklorür,,,8699522015245,R01BA52,GLAXOSMITHKLINE TÜKETİCİ SAĞLIĞI A.Ş.,2023/456,1,suspended_article_23,2024-08-08 00:00:00,,,2026-03-13T15:43:03.540266
TR,Turkey,TITCK,"ADACEL POLIO 0,5 ML IM ENJEKSİYON İÇİN SÜSPANSİYON İÇEREN KULLANIMA HAZIR ENJEKTÖR, 1 ADET","difteri, tetanoz, boğmaca ve inaktif çocuk felci (tip 1,2,3)",,,8699625960428,J07CA02,SANOFİ PASTEUR AŞI TİC. A.Ş.,11,1,suspended_article_23,2022-08-23 00:00:00,,,2026-03-13T15:43:03.540266
TR,Turkey,TITCK,"AERIUS 0,5 MG/ML ORAL COZELTI, 150 ML",desloratadin,,,8699636590027,R06AX27,MERCK SHARP DOHME İLAÇLARI LTD. ŞTİ.,135/2,1,suspended_article_23,2017-12-20 00:00:00,,,2026-03-13T15:43:03.541261
TR,Turkey,TITCK,"AKTIBOL 1000 MCG KAPSUL, 1000 ADET",cobamamide,,,8699541150040,B03BA04,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,107/56,1,suspended_article_23,2024-08-08 00:00:00,,,2026-03-13T15:43:03.541261
TR,Turkey,TITCK,"AKTIBOL 1000 MCG KAPSUL, 24 ADET",cobamamide,,,8699541150026,B03BA04,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,107/56,1,suspended_article_23,2024-08-08 00:00:00,,,2026-03-13T15:43:03.541261
TR,Turkey,TITCK,"AKTIBOL 1000 MCG KAPSUL, 50 ADET",cobamamide,,,8699541150019,B03BA04,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,107/56,1,suspended_article_23,2024-08-08 00:00:00,,,2026-03-13T15:43:03.541261
TR,Turkey,TITCK,"AKTIBOL 1000 MCG KAPSUL, 500 ADET",cobamamide,,,8699541150033,B03BA04,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,107/56,1,suspended_article_23,2024-08-08 00:00:00,,,2026-03-13T15:43:03.541261
TR,Turkey,TITCK,"AKTİBOL 1000 MCG LİYOFİLİZE ENJEKSİYONLUK TOZ, 100 ADET",cobamamide,,,8699541790031,B03BA04,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,112/74,1,suspended_article_23,2024-08-08 00:00:00,,,2026-03-13T15:43:03.541261
TR,Turkey,TITCK,"AKTİBOL 1000 MCG LİYOFİLİZE ENJEKSİYONLUK TOZ, 5 ADET",cobamamide,,,8699541790017,B03BA04,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,112/74,1,suspended_article_23,2024-08-08 00:00:00,,,2026-03-13T15:43:03.542238
TR,Turkey,TITCK,"AKTİBOL 1000 MCG LİYOFİLİZE ENJEKSİYONLUK TOZ, 50 ADET",cobamamide,,,8699541790024,B03BA04,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,112/74,1,suspended_article_23,2024-08-08 00:00:00,,,2026-03-13T15:43:03.542238
TR,Turkey,TITCK,"ALEXAN 100 MG/5 ML IV/SC INTRATEKAL ENJEKSİYON/İNFÜZYON İÇİN ÇÖZELTİ İÇEREN FLAKON, 10 ADET",sitarabin,,,8699205770096,L01BC01,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,128/49,1,suspended_article_23,2026-02-21 00:00:00,,,2026-03-13T15:43:03.542238
TR,Turkey,TITCK,"ALEXAN 1000 MG/20 ML IV/SC INTRATEKAL ENJEKSİYON/İNFÜZYON İÇİN ÇÖZELTİ İÇEREN FLAKON, 1 ADET",sitarabin,,,8699205770102,L01BC01,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,128/50,1,suspended_article_23,2026-02-21 00:00:00,,,2026-03-13T15:43:03.542238
TR,Turkey,TITCK,"ALMA PASTIL, 30 ADET","dihidroksialuminyum aminoasetat, magnezyum hidroksit",,,8699549080028,A02AD01 ,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,114/45,1,suspended_article_23,2025-05-02 00:00:00,,,2026-03-13T15:43:03.542833
TR,Turkey,TITCK,"ALMA PASTIL, 60 ADET","dihidroksialuminyum aminoasetat, magnezyum hidroksit",,,8699549080011,A02AD01 ,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,114/45,1,suspended_article_23,2025-05-02 00:00:00,,,2026-03-13T15:43:03.542833
TR,Turkey,TITCK,"ALMA PASTIL, 90 ADET","dihidroksialuminyum aminoasetat, magnezyum hidroksit",,,8699549080035,A02AD01 ,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,114/45,1,suspended_article_23,2025-05-02 00:00:00,,,2026-03-13T15:43:03.542833
TR,Turkey,TITCK,"ALOMİDE % 0.1 GÖZ DAMLASI, ÇÖZELTİ, 5 ML",lodoksamid trometamin,,,8699504612011,S01GX05,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SAN. VE TİC. A.Ş.,2017/788,1,suspended_article_23,2025-10-28 00:00:00,,,2026-03-13T15:43:03.542833
TR,Turkey,TITCK,ALOXİ 250 MCG/5 ML IV ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,palonosetron,,,8699650772065,A04AA05,ONKO İLAÇ SAN. VE TİC. A.Ş.,122/90,1,suspended_article_23,2024-08-08 00:00:00,,,2026-03-13T15:43:03.542833
TR,Turkey,TITCK,"ALZELON 1,5 MG KAPSÜL, 28 ADET",rivastigmin hidrojen tartarat,,,8699541153102,N06DA03,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,226/42,1,suspended_article_23,2024-07-26 00:00:00,,,2026-03-13T15:43:03.542833
TR,Turkey,TITCK,"ALZELON 3 MG KAPSÜL, 28 ADET",rivastigmin hidrojen tartarat,,,8699541153201,N06DA03,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,226/43,1,suspended_article_23,2024-07-26 00:00:00,,,2026-03-13T15:43:03.542833
TR,Turkey,TITCK,"ALZELON 4,5 MG KAPSÜL, 28 ADET",rivastigmin hidrojen tartarat,,,8699541153300,N06DA03,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,226/87,1,suspended_article_23,2024-07-26 00:00:00,,,2026-03-13T15:43:03.542833
TR,Turkey,TITCK,"ALZELON 6 MG KAPSÜL, 28 ADET",rivastigmin hidrojen tartarat,,,8699541153409,N06DA03,GENSENTA İLAÇ SANAYİ VE TİC. A.Ş.,226/41,1,suspended_article_23,2024-07-22 00:00:00,,,2026-03-13T15:43:03.542833
TR,Turkey,TITCK,AMINOMIX 1 NOVUM 1500 ML,combinations,,,8699630697579,B05BA10,FRESENİUS KABİ İLAÇ SAN. VE TİC. LTD. ŞTİ.,126/43,1,suspended_article_23,2022-11-03 00:00:00,,,2026-03-13T15:43:03.542833
TR,Turkey,TITCK,AMINOMIX 1 NOVUM IV INFUZYON ICIN STERIL APIROJEN COZELTI 2000 ML,combinations,,,8699630697586,B05BA10,FRESENİUS KABİ İLAÇ SAN. VE TİC. LTD. ŞTİ.,126/43,1,suspended_article_23,2022-11-03 00:00:00,,,2026-03-13T15:43:03.544357
TR,Turkey,TITCK,"AMINOMIX 1 NOVUM IV INFUZYON ICIN STERIL APIROJEN COZELTI,1000 ML",combinations,,,8699630697562,B05BA10,FRESENİUS KABİ İLAÇ SAN. VE TİC. LTD. ŞTİ.,126/43,1,suspended_article_23,2022-11-03 00:00:00,,,2026-03-13T15:43:03.544357
TR,Turkey,TITCK,AMINOMIX 2 NOVUM 1000 ML,combinations,,,8699630697593,B05BA10,FRESENİUS KABİ İLAÇ SAN. VE TİC. LTD. ŞTİ.,126/51,1,suspended_article_23,2022-11-03 00:00:00,,,2026-03-13T15:43:03.544357
TR,Turkey,TITCK,AMINOMIX 2 NOVUM 1500 ML,combinations,,,8699630697609,B05BA10,FRESENİUS KABİ İLAÇ SAN. VE TİC. LTD. ŞTİ.,126/51,1,suspended_article_23,2022-11-03 00:00:00,,,2026-03-13T15:43:03.544357
TR,Turkey,TITCK,AMINOMIX 2 NOVUM 2000 ML,combinations,,,8699630697616,B05BA10,FRESENİUS KABİ İLAÇ SAN. VE TİC. LTD. ŞTİ.,126/51,1,suspended_article_23,2022-11-03 00:00:00,,,2026-03-13T15:43:03.544357
TR,Turkey,TITCK,AMINOSTERIL N-HEPA 500 ML SOLUSYON,"l-izolösin, l-lösin, l-lizin monohidrat, l-metiyonin, l-fenilalanin, l-treonin, l-triptofan, l-valin, l-histidin, l-malik asit",,,8699630690600,B05BA01,FRESENİUS KABİ İLAÇ SAN. VE TİC. LTD. ŞTİ.,90/47,1,suspended_article_23,2022-11-10 00:00:00,,,2026-03-13T15:43:03.544357
TR,Turkey,TITCK,"AMINOSTERİL KE NEPHRO, 250 ML","L-izolösin, L-lösin, L-lizin monohidrat, Lmetiyonin, L-fenilalanin, L-treonin, Ltriptofan, L-valin, L-histidin, L-malik asit",,,8699630690501,B05BA01 ,FRESENİUS KABİ İLAÇ SAN. VE TİC. LTD. ŞTİ.,90/48,1,suspended_article_23,2022-11-03 00:00:00,,,2026-03-13T15:43:03.544357
TR,Turkey,TITCK,AMINOVEN %10 500 ML AMINOASIT SOLUSYONU,amino acids,,,8699630699009,B05BA01,FRESENİUS KABİ İLAÇ SAN. VE TİC. LTD. ŞTİ.,nan,1,suspended_article_23,2022-11-09 00:00:00,,,2026-03-13T15:43:03.545364
TR,Turkey,TITCK,"AMLOHEX 10 MG TABLET, 20 ADET",amlodipin maleat,,,8699516018467,C08CA01,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,212/42,1,suspended_article_23,2025-11-07 00:00:00,,,2026-03-13T15:43:03.545364
TR,Turkey,TITCK,"AMLOHEX 10 MG TABLET, 30 ADET",amlodipin maleat,,,8699516019105,C08CA01,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,212/42,1,suspended_article_23,2025-11-07 00:00:00,,,2026-03-13T15:43:03.545364
TR,Turkey,TITCK,"APIDRA OPTIPEN 100 IU/ML SC KULLANIMI İÇİN ENJEKSİYONLUK ÇÖZELTİ, 5 ADET",insulin glulisin,,,8699809950658,A10AB06,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,120/65,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.545364
TR,Turkey,TITCK,"ARCAPTA 150 MCG INHALER KAPSÜL,30 ADET",indakaterol maleat,,,8699074550126,R03AC18,FARMANOVA SAĞLIK HİZMETLERİ LTD. ŞTİ.,2014/395,1,suspended_article_23,2025-04-14 00:00:00,,,2026-03-13T15:43:03.545364
TR,Turkey,TITCK,"ARCAPTA 150 MCG INHALER KAPSÜL,60 ADET",indakaterol maleat,,,8699074550133,R03AC18,FARMANOVA SAĞLIK HİZMETLERİ LTD. ŞTİ.,2014/395,1,suspended_article_23,2025-04-14 00:00:00,,,2026-03-13T15:43:03.545364
TR,Turkey,TITCK,"ARIFAY 10MG AĞIZDA DAĞILAN TABLET, 28 ADET",aripiprazol,,,8699502050075,N05AX12,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,252/52,1,suspended_article_23,2025-09-02 00:00:00,,,2026-03-13T15:43:03.546365
TR,Turkey,TITCK,"ARIFAY 10MG AĞIZDA DAĞILAN TABLET, 84 ADET",aripiprazol,,,8699502050181,N05AX12,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,252/52,1,suspended_article_23,2025-09-02 00:00:00,,,2026-03-13T15:43:03.546365
TR,Turkey,TITCK,"ARIFAY 15MG AĞIZDA DAĞILAN TABLET, 28 ADET",aripiprazol,,,8699502050082,N05AX12,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,252/53,1,suspended_article_23,2025-09-03 00:00:00,,,2026-03-13T15:43:03.546365
TR,Turkey,TITCK,"ARIFAY 30MG AĞIZDA DAĞILAN TABLET, 28 ADET",aripiprazol,,,8699502050099,N05AX12,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,249/16,1,suspended_article_23,2025-09-03 00:00:00,,,2026-03-13T15:43:03.546365
TR,Turkey,TITCK,"ARIFAY 5MG TABLET, 28 ADET",aripiprazol,,,8699502013858,N05AX12,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,251/17,1,suspended_article_23,2025-09-01 00:00:00,,,2026-03-13T15:43:03.546871
TR,Turkey,TITCK,"ARIZOPRESS 10 MG TABLET, 28 ADET",aripiprazol,,,8699516012900,N05AX12,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,133/31,1,suspended_article_23,2026-02-21 00:00:00,,,2026-03-13T15:43:03.546871
TR,Turkey,TITCK,"ARIZOPRESS 15 MG TABLET, 28 ADET",aripiprazol,,,8699516012977,N05AX12,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,133/32,1,suspended_article_23,2026-02-21 00:00:00,,,2026-03-13T15:43:03.546871
TR,Turkey,TITCK,"ARIZOPRESS 20 MG TABLET, 28 ADET",aripiprazol,,,8699516012984,N05AX12,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,133/33,1,suspended_article_23,2026-02-21 00:00:00,,,2026-03-13T15:43:03.546871
TR,Turkey,TITCK,"ARIZOPRESS 30 MG TABLET, 28 ADET",aripiprazol,,,8699516012991,N05AX12,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,133/34,1,suspended_article_23,2026-02-21 00:00:00,,,2026-03-13T15:43:03.546871
TR,Turkey,TITCK,"ARTOS TABLET, 30 ADET","parasetamol, fenilbatazon",,,8699549010131,N02BE51 ,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,100/37,1,suspended_article_23,2025-05-02 00:00:00,,,2026-03-13T15:43:03.546871
TR,Turkey,TITCK,"ARTRİL 600 MG FİLM KAPLI TABLET, 20 ADET",ibuprofen,,,8699502092303,M01AE01,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,219/92,1,suspended_article_23,2024-07-05 00:00:00,,,2026-03-13T15:43:03.547878
TR,Turkey,TITCK,"ARTRİL 600 MG FİLM KAPLI TABLET, 30 ADET",ibuprofen,,,8699502090903,M01AE01,SANOFİ İLAÇ SAN. VE TİC. A.Ş.,219/92,1,suspended_article_23,2024-07-05 00:00:00,,,2026-03-13T15:43:03.547878
TR,Turkey,TITCK,ASEMAX 125 MG/5 ML ORAL SUSPANSIYON HAZIRLAMAK ICIN KURU TOZ 100 ML,cefdinir,,,8699570280022,J01DD15,HÜSNÜ ARSAN İLAÇLARI A.Ş.,234/50,3,suspended_article_22,2023-10-03 00:00:00,,,2026-03-13T15:43:03.547878
TR,Turkey,TITCK,ASEPTOL 100 CC SOLUSYON,cetylpyridinium,,,8699549650023,R02AA06,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,122/68,1,suspended_article_23,2025-05-02 00:00:00,,,2026-03-13T15:43:03.547878
TR,Turkey,TITCK,ASILON SUSPANSIYON 100 ML SUSPANSIYON,"synthetic anticholinergics, quaternary ammonium compounds",,,8699549700247,A03AB14,AKDENİZ İLAÇ SAN. VE TİC. A.Ş.,124/34,1,suspended_article_23,2025-05-02 00:00:00,,,2026-03-13T15:43:03.547878
TR,Turkey,TITCK,"ASINPIRINE 500 MG TABLET, 20 ADET",asetilsalisilik asit,,,8699508010578,N02BA01,MENARİNİ SAĞLIK VE İLAÇ SAN. TİC. A.Ş.,121/95,1,suspended_article_23,2024-08-21 00:00:00,,,2026-03-13T15:43:03.547878
TR,Turkey,TITCK,"AUGMENTIN 400 MG/57 MG ORAL SUSPANSIYON HAZIRLAMAK ICIN KURU TOZ IÇEREN SASE, 10 ADET",amoksisilin trihidrat ve potasyum klavulanat,,,8699522259762,J01CR02,GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,132/65,1,suspended_article_23,2021-10-18 00:00:00,,,2026-03-13T15:43:03.547878
TR,Turkey,TITCK,"AUGMENTIN 400 MG/57 MG ORAL SUSPANSIYON HAZIRLAMAK ICIN KURU TOZ IÇEREN SASE, 20 ADET",amoksisilin trihidrat ve potasyum klavulanat,,,8699522259779,J01CR02,GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,132/65,1,suspended_article_23,2021-10-18 00:00:00,,,2026-03-13T15:43:03.548880
TR,Turkey,TITCK,"BEGOLIN PLUS 150MG/1MG FILM TABLET, 56 ADET",pregabalin/mekobalamin,,,8699514094197,N03AX,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,2017/914,1,suspended_article_23,2024-06-12 00:00:00,,,2026-03-13T15:43:03.548880
TR,Turkey,TITCK,"BEGOLIN PLUS 300MG/1MG FILM TABLET, 56 ADET",pregabalin/mekobalamin,,,8699514094203,N03AX,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,2017/915,1,suspended_article_23,2024-06-12 00:00:00,,,2026-03-13T15:43:03.548880
TR,Turkey,TITCK,"BEGOLIN PLUS 75MG/1MG FILM TABLET, 14 ADET",pregabalin/mekobalamin,,,8699514094180,N03AX,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,2017/913,1,suspended_article_23,2024-06-12 00:00:00,,,2026-03-13T15:43:03.548880
TR,Turkey,TITCK,"BENVIDA 10MG/ML ŞURUP, 200 ML",lakozamid,,,8699569570301,N03AX18,BİLİM İLAÇ SAN. VE TİC. A.Ş.,2019/573,1,suspended_article_23,2024-04-30 00:00:00,,,2026-03-13T15:43:03.549417
TR,Turkey,TITCK,BERIPLAST-P COMBI SET 3 ML TROMBİN ÇÖZELTİSİ VE 1 ML FİBRİNOJEN ÇÖZELTİSİ İÇEREN FİBRİN YAPIŞTIRICI,"kombi set I: fibrinojen, koagülasyon faktörü XIII, aprotininkombi set II: trombin, kalsiyum klorür dihidrat",,,8681624980057,B02BC30,CSL BEHRİNG BİYOTERAPİ İLAÇ DIŞ TİC. A.Ş.,2015/696,1,suspended_article_23,2025-10-27 00:00:00,,,2026-03-13T15:43:03.549417
TR,Turkey,TITCK,"BİOGAİA 1X108 CFU/ 5 DAMLA, SÜSPANSİYON",liyofilize laktobasillus reuteri/kültürü,,,8699586592492,A07FA01,EİP ECZACIBAŞI İLAÇ PAZARLAMA A.Ş,135/99,1,suspended_article_23,2025-09-02 00:00:00,,,2026-03-13T15:43:03.549417
TR,Turkey,TITCK,BİXBRİ NEOHALER 85 MCG/43 MCG İNHALER KAPSÜL,indakaterol maleat/glikopironyum bromür,,,8699074550508,R03AL04,FARMANOVA SAĞLIK HİZMETLERİ LTD. ŞTİ.,2017/933,1,suspended_article_23,2024-10-15 00:00:00,,,2026-03-13T15:43:03.549417
TR,Turkey,TITCK,"BLOKACE 10 MG TABLET, 30 ADET",ramipril,,,8699638014613,C09AA05,TEVA İLAÇ SAN. VE TİC. A.Ş.,119/96,3,suspended_article_22,,,,2026-03-13T15:43:03.549417
TR,Turkey,TITCK,"BLOKACE 2.5 MG TABLET, 30 ADET",ramipril,,,8699638014620,C09AA05,TEVA İLAÇ SAN. VE TİC. A.Ş.,119/95,3,suspended_article_22,,,,2026-03-13T15:43:03.549417
TR,Turkey,TITCK,"BLOKACE 5 MG TABLET, 30 ADET",ramipril,,,8699638014637,C09AA05,TEVA İLAÇ SAN. VE TİC. A.Ş.,119/94,3,suspended_article_22,,,,2026-03-13T15:43:03.549417
TR,Turkey,TITCK,"BLOKACE PLUS 2.5MG/12.5MG TABLET, 30 ADET",ramipril and hidroklorotiyazid,,,8699638014644,C09BA05,TEVA İLAÇ SAN. VE TİC. A.Ş.,119/97,3,suspended_article_22,,,,2026-03-13T15:43:03.550424
TR,Turkey,TITCK,"BLOKACE PLUS 5MG/25MG TABLET, 30 ADET",ramipril and diuretics,,,8699638014651,C09BA05,TEVA İLAÇ SAN. VE TİC. A.Ş.,119/98,3,suspended_article_22,,,,2026-03-13T15:43:03.550424
TR,Turkey,TITCK,"BONATES 70 MG FİLM TABLET, 4 ADET",alendronat sodyum,,,8699516092764,M05BA04,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,134/79,1,suspended_article_23,2026-01-08 00:00:00,,,2026-03-13T15:43:03.550424
TR,Turkey,TITCK,"BONEFOS 800 MG TABLET, 60 ADET",disodyum klodranat,,,8699538012962,M05BA02,ER-KİM İLAÇ SAN. VE TİC. A.Ş.,116/65,1,suspended_article_23,2021-06-28 00:00:00,,,2026-03-13T15:43:03.550424
TR,Turkey,TITCK,"BONILUX 150 MG XR KAPSÜL, 28 ADET",venlafaksin hidroklorür,,,8699516173494,N06AX16,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,2014/411,1,suspended_article_23,2026-01-08 00:00:00,,,2026-03-13T15:43:03.550424
TR,Turkey,TITCK,"BONILUX 75MG XR KAPSÜL, 28 ADET",venlafaksin hidroklorür,,,8699516173487,N06AX16,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,2014/410,1,suspended_article_23,2026-01-09 00:00:00,,,2026-03-13T15:43:03.550424
TR,Turkey,TITCK,"BONYL PLUS ORAL ÇÖZELTI ,4 FLAKON",alendronat sodyum trihidrat/vitamin d3 (kolekalsiferol,,,8699514590071,M05BB03,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,2015/314,1,suspended_article_23,2024-06-14 00:00:00,,,2026-03-13T15:43:03.550424
TR,Turkey,TITCK,"BRIDION 200 MG/2 ML IV ENJEKSIYONLUK COZELTI ICEREN FLAKON, 10 ADET",sugammadex,,,8699636771020,V03AB35,MERCK SHARP DOHME İLAÇLARI LTD. ŞTİ.,2019/555,1,suspended_article_23,2025-04-14 00:00:00,,,2026-03-13T15:43:03.551433
TR,Turkey,TITCK,BRIDION 500 MG/5 ML IV ENJEKSIYONLUK COZELTI ICEREN 10 FLAKON,sugammadex,,,8699636771037,V03AB35,MERCK SHARP DOHME İLAÇLARI LTD. ŞTİ.,129/25,1,suspended_article_23,2021-04-27 00:00:00,,,2026-03-13T15:43:03.551433
TR,Turkey,TITCK,CALCIUM-D SANDOZ 20 EFF.TABLET,"calcium, combinations with vitamin d and/or other drugs",,,8699504020205,A12AX,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,126/37,1,suspended_article_23,2026-01-09 00:00:00,,,2026-03-13T15:43:03.551433
TR,Turkey,TITCK,"CALCIUM-D SANDOZ 600 MG/400 IU 20 EFERVESAN TABLET, 20 ADET",kalsiyum karbonat ve vitamin d3,,,8699516028541,A12AX,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,126/37,1,suspended_article_23,2026-01-09 00:00:00,,,2026-03-13T15:43:03.551433
TR,Turkey,TITCK,"CALDEOS-D3 1000 MG/880 IU GRANUL ICEREN SAŞE, 30 ADET",kalsiyum karbonat ve vitamin d3,,,8699514200116,A12AX,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,236/95,1,suspended_article_23,2024-06-14 00:00:00,,,2026-03-13T15:43:03.551433
TR,Turkey,TITCK,"CALDEOS-D3 1000 MG/880 IU GRANUL ICEREN SAŞE, 40 ADET",kalsiyum karbonat ve vitamin d3,,,8699514200123,A12AX,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,236/95,1,suspended_article_23,2024-06-14 00:00:00,,,2026-03-13T15:43:03.551433
TR,Turkey,TITCK,"CALDEOS-D3 1000 MG/880 IU GRANUL ICEREN SAŞE, 90 ADET",kalsiyum karbonat ve vitamin d3,,,8699514200130,A12AX,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.,236/95,1,suspended_article_23,2024-06-14 00:00:00,,,2026-03-13T15:43:03.551433
TR,Turkey,TITCK,"CAL-D-VITA EFERVESAN TABLET, 10 ADET",kalsiyum d3 vitamini,,,8699546025275,A12AX,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,207/72,1,suspended_article_23,2017-06-29 00:00:00,,,2026-03-13T15:43:03.552433
TR,Turkey,TITCK,"CAL-D-VITA EFERVESAN TABLET, 30 ADET",kalsiyum d3 vitamini,,,8699546029327,A12AX,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,207/72,1,suspended_article_23,2017-06-29 00:00:00,,,2026-03-13T15:43:03.552433
TR,Turkey,TITCK,"CANDECARD PLUS 8 MG/12.5 MG TABLET, 28 ADET",kandesartan sileksetil ve hidroklorotiyazid,,,8699516012649,C09DA06,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,133/64,1,suspended_article_23,2026-01-09 00:00:00,,,2026-03-13T15:43:03.552433
TR,Turkey,TITCK,"CANDECARD PLUS 8 MG/12.5 MG TABLET, 84 ADET",kandesartan sileksetil ve hidroklorotiyazid,,,8699516012656,C09DA06,SANDOZ İLAÇ SAN. VE TİC. A.Ş.,133/64,1,suspended_article_23,2026-01-09 00:00:00,,,2026-03-13T15:43:03.552433
TR,Turkey,TITCK,"CARBOPLATIN DEM 150 MG/15 ML IV İNFÜZYON ÇÖZELTİSİ İÇEREN FLAKON, 1 ADET",karboplatin,,,8699769770020,L01XA02,DEM İLAÇ SAN. VE TİC. A.Ş.,132/86,1,suspended_article_23,2024-12-26 00:00:00,,,2026-03-13T15:43:03.552433
TR,Turkey,TITCK,"CARBOPLATIN DEM 450 MG/45 ML IV İNFÜZYON ÇÖZELTİSİ İÇEREN FLAKON, 1 ADET",karboplatin,,,8699769770037,L01XA02,DEM İLAÇ SAN. VE TİC. A.Ş.,132/85,1,suspended_article_23,2024-12-26 00:00:00,,,2026-03-13T15:43:03.552433
