country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,product_no,shortage_start,estimated_end,status,scraped_at
LV,Latvia,ZVA,Depo-Provera 150 mg/1 ml suspension for injection,Medroxyprogesteroni acetas,"500 mg/3,3 ml",1 pc,,00-0481-03,2016-09-15,,shortage - end date unknown,2026-03-12T15:53:45.870945
LV,Latvia,ZVA,Depo-Provera 150 mg/1 ml suspension for injection in pre-filled syringe,Medroxyprogesteroni acetas,150 mg/1 ml,1 pc,,00-0482-02,2018-08-01,,shortage - end date unknown,2026-03-12T15:53:45.870945
LV,Latvia,ZVA,Desloratadine Actavis,Desloratadinum,5 mg,30 pcs,,EU/1/11/745/006,2018-08-09,,shortage - end date unknown,2026-03-12T15:53:45.870945
LV,Latvia,ZVA,Desloratadine Sopharma 0.5 mg/ml oral solution,Desloratadinum,60 mg/120 ml,1 pc,,15-0132-02,2019-10-07,,shortage - end date unknown,2026-03-12T15:53:45.870945
LV,Latvia,ZVA,Detralex 500 mg film-coated tablets,"Diosminum, Hesperidinum",450 mg/50 mg,180 pcs,,96-0377-04,2023-08-25,,shortage - end date unknown,2026-03-12T15:53:45.870945
LV,Latvia,ZVA,Dexamethason Krka 40 mg tablets,Dexamethasonum,40 mg,20 pcs,H02AB02,16-0192-02,2019-12-30,,shortage - end date unknown,2026-03-12T15:53:45.871907
LV,Latvia,ZVA,Dexamethason Krka 8 mg tablets,Dexamethasonum,8 mg,20 pcs,H02AB02,16-0190-02,2019-12-30,,shortage - end date unknown,2026-03-12T15:53:45.871907
LV,Latvia,ZVA,Dexketoprofen Kalceks 50 mg/2 ml solution for injection/infusion,Dexketoprofenum,50 mg/2 ml,5 pcs,,17-0265-02,2022-09-15,,shortage - end date unknown,2026-03-12T15:53:45.871907
LV,Latvia,ZVA,Diane 2000 micrograms/35 micrograms film-coated tablets,"Cyproteroni acetas, Ethinylestradiolum",2000 µg/35 µg,21 pcs,G03HA01,94-0169-01,2025-01-20,,shortage - end date unknown,2026-03-12T15:53:45.871907
LV,Latvia,ZVA,Diaprel MR 60 mg modified-release tablets,Gliclazidum,60 mg,60 pcs,,09-0536-09,2025-04-10,,shortage - end date unknown,2026-03-12T15:53:45.871907
LV,Latvia,ZVA,Diazepeks 5 mg tabletes,Diazepamum,5 mg,250 pcs,N05BA01,94-0104-02,2021-03-08,,shortage - end date unknown,2026-03-12T15:53:45.871907
LV,Latvia,ZVA,Differin 1 mg/g cream,Adapalenum,30 mg/30 g,1 pc,,02-0040-01,2018-10-29,,shortage - end date unknown,2026-03-12T15:53:45.872944
LV,Latvia,ZVA,Differin 1 mg/g gel,Adapalenum,30 mg/30 g,1 pc,,02-0039-01,2021-03-30,,shortage - end date unknown,2026-03-12T15:53:45.872944
LV,Latvia,ZVA,Dificlir,Fidaxomicinum,200 mg,20 pcs,A07AA12,EU/1/11/733/004,2017-03-27,,shortage - end date unknown,2026-03-12T15:53:45.872944
LV,Latvia,ZVA,Digoxicor 0.5 mg/2 ml solution for injection/infusion,Digoxinum,"0,5 mg/2 ml",100 pcs,C01AA05,09-0526-02,2018-05-03,,shortage - end date unknown,2026-03-12T15:53:45.872944
LV,Latvia,ZVA,Dimethyl fumarate MSN 240 mg gastro-resistant hard capsules,Dimethylis fumaras,240 mg,56 pcs,,24-0166-01,2025-11-01,,leaving the market,2026-03-12T15:53:45.872944
LV,Latvia,ZVA,Dimethyl fumarate Stada 120 mg gastro-resistant hard capsules,Dimethylis fumaras,120 mg,14 pcs,,23-0035-01,2024-09-19,,shortage - end date unknown,2026-03-12T15:53:45.872944
LV,Latvia,ZVA,Dimethyl fumarate Stada 240 mg gastro-resistant hard capsules,Dimethylis fumaras,240 mg,56 pcs,,23-0036-03,2024-09-19,,shortage - end date unknown,2026-03-12T15:53:45.872944
LV,Latvia,ZVA,"Diompraz 75 mg/20 mg modified release capsules, hard","Diclofenacum natricum, Omeprazolum",75 mg/20 mg,30 pcs,M01AB05,14-0270-04,2025-11-04,,shortage - end date unknown,2026-03-12T15:53:45.873909
LV,Latvia,ZVA,Divigel 1 mg/dose gel,Estradiolum,1 mg/1 g,91 pcs,G03CA03,I000432-01,2020-02-03,,shortage - end date unknown,2026-03-12T15:53:45.873909
LV,Latvia,ZVA,Doloblok 50 mg/ml solution for injection,Pethidini hydrochloridum,50 mg/1 ml,10 pcs,,98-0006-01,2025-10-31,2029-10-31,shortage,2026-03-12T15:53:45.873909
LV,Latvia,ZVA,Doreta 37.5 mg/325 mg film-coated tablets,"Tramadoli hydrochloridum, Paracetamolum","37,5 mg/325 mg",20 pcs,N02AX02,09-0320-02,2019-12-30,,shortage - end date unknown,2026-03-12T15:53:45.873909
LV,Latvia,ZVA,Doreta 75 mg/650 mg film-coated tablets,"Tramadoli hydrochloridum, Paracetamolum",75 mg/650 mg,60 pcs,N02AX02,12-0062-06,2019-12-30,,shortage - end date unknown,2026-03-12T15:53:45.873909
LV,Latvia,ZVA,Doreta 75 mg/650 mg film-coated tablets,"Tramadoli hydrochloridum, Paracetamolum",75 mg/650 mg,10 pcs,N02AX02,12-0062-01,2018-12-28,,shortage - end date unknown,2026-03-12T15:53:45.873909
LV,Latvia,ZVA,Dotagraf 0.5 mmol/ml solution for injection,Acidum gadotericum,5 mmol/10 ml,10 pcs,,16-0205-04,2024-12-27,,shortage - end date unknown,2026-03-12T15:53:45.873909
LV,Latvia,ZVA,Dotagraf 0.5 mmol/ml solution for injection,Acidum gadotericum,"7,5 mmol/15 ml",10 pcs,,16-0205-05,2024-12-27,,shortage - end date unknown,2026-03-12T15:53:45.873909
LV,Latvia,ZVA,Dotagraf 0.5 mmol/ml solution for injection,Acidum gadotericum,10 mmol/20 ml,10 pcs,,16-0205-06,2024-12-27,,shortage - end date unknown,2026-03-12T15:53:45.873909
LV,Latvia,ZVA,Dotagraf 0.5 mmol/ml solution for injection (for multiple use),Acidum gadotericum,50 mmol/100 ml,10 pcs,,16-0206-04,2024-12-27,,shortage - end date unknown,2026-03-12T15:53:45.874906
LV,Latvia,ZVA,Dotagraf 0.5 mmol/ml solution for injection (for multiple use),Acidum gadotericum,30 mmol/60 ml,10 pcs,,16-0206-03,2024-12-27,,shortage - end date unknown,2026-03-12T15:53:45.874906
LV,Latvia,ZVA,Doxalfa 4 mg prolonged-release tablets,Doxazosinum,4 mg,28 pcs,C02CA04,07-0031-03,2025-08-31,2040-12-31,shortage,2026-03-12T15:53:45.874906
LV,Latvia,ZVA,Doxorubicin Accord 2 mg/ml concentrate for solution for infusion,Doxorubicini hydrochloridum,10 mg/5 ml,1 pc,L01DB01,10-0341-01,2023-11-20,,shortage - end date unknown,2026-03-12T15:53:45.874906
LV,Latvia,ZVA,Doxycyclin STADA 100 mg tablets,Doxycyclinum,100 mg,10 pcs,,95-0132-01,2025-12-01,2027-03-01,shortage,2026-03-12T15:53:45.874906
LV,Latvia,ZVA,Dukoral,Vaccinum cholerae,1 deva,2 pcs,,EU/1/03/263/002,2019-05-15,,shortage - end date unknown,2026-03-12T15:53:45.874906
LV,Latvia,ZVA,"Dulsevia 30 mg gastro-resistant capsule, hard",Duloxetinum,30 mg,30 pcs,,15-0068-05,2019-12-30,,shortage - end date unknown,2026-03-12T15:53:45.874906
LV,Latvia,ZVA,Duofilm 167 mg/150 mg/g cutaneous solution,"Acidum salicylicum, Acidum lacticum",15 ml,1 pc,,05-0545-01,2018-11-16,,shortage - end date unknown,2026-03-12T15:53:45.874906
LV,Latvia,ZVA,Dupixent,Dupilumabum,300 mg/2 ml,2 pcs,D11AH05,EU/1/17/1229/018,2026-01-07,,leaving the market,2026-03-12T15:53:46.163016
LV,Latvia,ZVA,Duracef 250 mg/5 ml powder for oral suspension,Cefadroxilum,3000 mg/60 ml,1 pc,,98-0863-01,2022-01-31,,shortage - end date unknown,2026-03-12T15:53:46.163016
LV,Latvia,ZVA,Dutasteride/Tamsulosin Viatris 0.5 mg/0.4 mg hard capsules,"Dutasteridum, Tamsulosini hydrochloridum","0,5 mg/0,4 mg",30 pcs,G04CA02,19-0124-02,2023-10-23,,shortage - end date unknown,2026-03-12T15:53:46.164131
LV,Latvia,ZVA,Dutrozen 0.5 mg/0.4 mg hard capsules,"Dutasteridum, Tamsulosini hydrochloridum","0,5 mg/0,4 mg",30 pcs,G04CA02,19-0112-02,2025-08-20,,shortage - end date unknown,2026-03-12T15:53:46.164131
LV,Latvia,ZVA,Dutrozen 0.5 mg/0.4 mg hard capsules,"Dutasteridum, Tamsulosini hydrochloridum","0,5 mg/0,4 mg",90 pcs,G04CA02,19-0112-03,2025-01-27,,shortage - end date unknown,2026-03-12T15:53:46.164131
LV,Latvia,ZVA,"Ebetrex 20 mg/ml solution for injection, pre-filled syringe",Methotrexatum,"25 mg/1,25 ml",5 pcs,,09-0207-08,2026-02-16,2026-03-31,shortage,2026-03-12T15:53:46.164131
LV,Latvia,ZVA,Ecansya,Capecitabinum,500 mg,120 pcs,,EU/1/12/763/018,2021-06-30,,shortage - end date unknown,2026-03-12T15:53:46.164131
LV,Latvia,ZVA,Efavirenz/Emtricitabine/Tenofovir disoproxil Mylan,"Efavirenzum, Emtricitabinum, Tenofovirum disoproxilum",1 UD,30 pcs,J05AG03,EU/1/17/1222/001,2026-02-16,2026-03-31,shortage,2026-03-12T15:53:46.164131
LV,Latvia,ZVA,Elahere,Mirvetuximabum soravtansinum,100 mg/20 ml,1 pc,,EU/1/24/1866/001,2025-03-10,,shortage - end date unknown,2026-03-12T15:53:46.164131
LV,Latvia,ZVA,Elenium 10 mg coated tablets,Chlordiazepoxidum,10 mg,50 pcs,,96-0419-01,2025-06-06,,shortage - end date unknown,2026-03-12T15:53:46.164131
LV,Latvia,ZVA,Eligard 7.5 mg powder and solvent for solution for injection,Leuprorelini acetas,"7,5 mg",1 pc,L02AE02,05-0198-03,2020-04-17,,shortage - end date unknown,2026-03-12T15:53:46.166503
LV,Latvia,ZVA,Eliquis,Apixabanum,"2,5 mg",20 pcs,B01AF02,EU/1/11/691/002,2023-03-31,,shortage - end date unknown,2026-03-12T15:53:46.166503
LV,Latvia,ZVA,Elonva,Corifollitropinum alfa,"100 µg/0,5 ml",1 pc,,EU/1/09/609/001,2018-07-01,,shortage - end date unknown,2026-03-12T15:53:46.166503
LV,Latvia,ZVA,Elonva,Corifollitropinum alfa,"150 µg/0,5 ml",1 pc,,EU/1/09/609/002,2018-07-01,,shortage - end date unknown,2026-03-12T15:53:46.166503
LV,Latvia,ZVA,Emend,Aprepitantum,1 UD,3 pcs,A04AD12,EU/1/03/262/006,2023-05-30,,shortage - end date unknown,2026-03-12T15:53:46.166503
LV,Latvia,ZVA,Emtricitabine/Tenofovir disoproxil Krka,"Emtricitabinum, Tenofovirum disoproxilum",200 mg/245 mg,30 pcs,,EU/1/16/1151/002,2018-06-26,,shortage - end date unknown,2026-03-12T15:53:46.166503
LV,Latvia,ZVA,Emtricitabine/Tenofovir disoproxil Krka d.d.,"Emtricitabinum, Tenofovirum disoproxilum",200 mg/245 mg,30 pcs,,EU/1/17/1182/002,2018-06-26,,shortage - end date unknown,2026-03-12T15:53:46.166503
LV,Latvia,ZVA,Emtricitabine/Tenofovir disoproxil Mylan,"Emtricitabinum, Tenofovirum disoproxilum",200 mg/245 mg,30 pcs,,EU/1/16/1133/001,2023-06-30,,shortage - end date unknown,2026-03-12T15:53:46.166503
LV,Latvia,ZVA,Emtricitabine/Tenofovir disoproxil Zentiva,"Emtricitabinum, Tenofovirum disoproxilum",200 mg/245 mg,30 pcs,,EU/1/16/1148/001,2023-09-07,,shortage - end date unknown,2026-03-12T15:53:46.166503
LV,Latvia,ZVA,Emtriva,Emtricitabinum,200 mg,30 pcs,,EU/1/03/261/001,2016-06-01,,shortage - end date unknown,2026-03-12T15:53:46.166503
LV,Latvia,ZVA,Emtriva,Emtricitabinum,1700 mg/170 ml,1 pc,,EU/1/03/261/003,2025-06-06,,shortage - end date unknown,2026-03-12T15:53:46.168516
LV,Latvia,ZVA,Enap 10 mg tablets,Enalaprili maleas,10 mg,20 pcs,C09AA02,99-0669-01,2019-07-01,,shortage - end date unknown,2026-03-12T15:53:46.168516
LV,Latvia,ZVA,Enap 20 mg tablets,Enalaprili maleas,20 mg,20 pcs,C09AA02,93-0520-01,2017-03-27,,shortage - end date unknown,2026-03-12T15:53:46.168516
LV,Latvia,ZVA,Enap 5 mg tablets,Enalaprili maleas,5 mg,60 pcs,C09AA02,97-0574-02,2021-06-02,,shortage - end date unknown,2026-03-12T15:53:46.168516
LV,Latvia,ZVA,Enap 5 mg tablets,Enalaprili maleas,5 mg,20 pcs,C09AA02,97-0574-01,2017-03-27,,shortage - end date unknown,2026-03-12T15:53:46.168516
LV,Latvia,ZVA,Enap-HL 10 mg/12.5 mg tablets,"Enalaprili maleas, Hydrochlorothiazidum","10 mg/12,5 mg",20 pcs,C09AA02,97-0576-01,2019-07-01,,shortage - end date unknown,2026-03-12T15:53:46.168516
LV,Latvia,ZVA,Enarenal 20 mg tablets,Enalaprili maleas,20 mg,30 pcs,C09AA02,99-0080-02,2023-03-17,,shortage - end date unknown,2026-03-12T15:53:46.168516
LV,Latvia,ZVA,Enarenal 5 mg tablets,Enalaprili maleas,5 mg,30 pcs,C09AA02,99-0079-02,2019-04-30,,shortage - end date unknown,2026-03-12T15:53:46.168516
LV,Latvia,ZVA,Enbrel,Etanerceptum,10 mg/ml,4 pcs,L04AB01,EU/1/99/126/022,2022-10-01,,shortage - end date unknown,2026-03-12T15:53:46.170546
LV,Latvia,ZVA,Enbrel,Etanerceptum,25 mg,4 pcs,L04AB01,EU/1/99/126/002,2017-04-12,,shortage - end date unknown,2026-03-12T15:53:46.170546
LV,Latvia,ZVA,Endoxan 1 g powder for solution for injection,Cyclophosphamidum,1 g,1 pc,,96-0500-01,2026-02-24,2027-01-01,shortage,2026-03-12T15:53:46.170546
LV,Latvia,ZVA,Endoxan 200 mg powder for solution for injection,Cyclophosphamidum,200 mg,10 pcs,,96-0498-01,2026-02-24,2027-01-01,shortage,2026-03-12T15:53:46.171635
LV,Latvia,ZVA,Endoxan 50 mg coated tablets,Cyclophosphamidum,50 mg,50 pcs,,96-0501-01,2026-02-24,2027-01-01,shortage,2026-03-12T15:53:46.171635
LV,Latvia,ZVA,Endoxan 500 mg powder for solution for injection,Cyclophosphamidum,500 mg,1 pc,,96-0499-01,2026-02-24,2027-01-01,shortage,2026-03-12T15:53:46.171635
LV,Latvia,ZVA,Engerix B 10 micrograms/0.5 ml suspension for injection,Vaccinum hepatitidis B (ADNr),"10 µg/0,5 ml",10 pcs,,02-0216-02,2017-02-08,,shortage - end date unknown,2026-03-12T15:53:46.171635
LV,Latvia,ZVA,Engerix B 10 micrograms/0.5 ml suspension for injection in pre-filled syringe,Vaccinum hepatitidis B (ADNr),"0,5 ml",1 pc,,97-0007-01,2025-10-13,2028-01-29,shortage,2026-03-12T15:53:46.171635
LV,Latvia,ZVA,Eporatio,Epoetinum theta,"2000 IU/0,5 ml",6 pcs,,EU/1/09/573/003,2017-07-04,,shortage - end date unknown,2026-03-12T15:53:46.171635
LV,Latvia,ZVA,Eporatio,Epoetinum theta,"2000 IU/0,5 ml",6 pcs,,EU/1/09/573/030,2026-02-12,2026-04-15,shortage,2026-03-12T15:53:46.172634
LV,Latvia,ZVA,Eporatio,Epoetinum theta,10000 IU/1 ml,6 pcs,,EU/1/09/573/016,2017-07-04,,shortage - end date unknown,2026-03-12T15:53:46.172634
LV,Latvia,ZVA,Eporatio,Epoetinum theta,30000 IU/1 ml,1 pc,,EU/1/09/573/024,2017-07-04,,shortage - end date unknown,2026-03-12T15:53:46.172634
LV,Latvia,ZVA,Eporatio,Epoetinum theta,"5000 IU/0,5 ml",6 pcs,,EU/1/09/573/033,2026-02-04,2026-04-15,shortage,2026-03-12T15:53:46.172634
LV,Latvia,ZVA,Eporatio,Epoetinum theta,"4000 IU/0,5 ml",6 pcs,,EU/1/09/573/007,2017-07-04,,shortage - end date unknown,2026-03-12T15:53:46.172634
LV,Latvia,ZVA,Eporatio,Epoetinum theta,"4000 IU/0,5 ml",6 pcs,,EU/1/09/573/032,2026-02-02,2026-03-16,shortage,2026-03-12T15:53:46.172634
LV,Latvia,ZVA,Erivedge,Vismodegibum,150 mg,28 pcs,L01XJ01,EU/1/13/848/001,2019-04-01,,shortage - end date unknown,2026-03-12T15:53:46.172634
LV,Latvia,ZVA,Erlotinib Viatris 150 mg film-coated tablets,Erlotinibum,150 mg,30 pcs,L01EB02,17-0183-01,2023-08-31,,shortage - end date unknown,2026-03-12T15:53:46.172634
LV,Latvia,ZVA,Esbriet,Pirfenidonum,267 mg,252 pcs,L04AX05,EU/1/11/667/017,2024-07-01,,shortage - end date unknown,2026-03-12T15:53:46.173644
LV,Latvia,ZVA,Esbriet,Pirfenidonum,801 mg,84 pcs,L04AX05,EU/1/11/667/018,2024-07-01,,shortage - end date unknown,2026-03-12T15:53:46.173644
LV,Latvia,ZVA,Esbriet,Pirfenidonum,267 mg,252 pcs,L04AX05,EU/1/11/667/002,2019-01-01,,shortage - end date unknown,2026-03-12T15:53:46.173644
LV,Latvia,ZVA,"Escadra 20 mg gastro-resistant capsules, hard",Esomeprazolum,20 mg,14 pcs,,10-0133-02,2019-07-01,,shortage - end date unknown,2026-03-12T15:53:46.173644
LV,Latvia,ZVA,"Escadra 40 mg gastro-resistant capsules, hard",Esomeprazolum,40 mg,14 pcs,,10-0134-02,2019-07-01,,shortage - end date unknown,2026-03-12T15:53:46.173644
LV,Latvia,ZVA,Etacizīns 50 mg coated tablets,Aethacizinum,50 mg,20 pcs,,98-0371-03,2018-11-20,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Etomidate-Lipuro 2 mg/ml emulsion for injection,Etomidatum,20 mg/10 ml,10 pcs,,99-0337-02,2025-05-12,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Etoposide Kabi 20 mg/ml concentrate for solution for infusion,Etoposidum,100 mg/5 ml,1 pc,,14-0165-01,2024-04-30,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Eucreas,"Vildagliptinum, Metformini hydrochloridum",50 mg/1000 mg,60 pcs,,EU/1/07/425/027,2021-03-08,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Eucreas,"Vildagliptinum, Metformini hydrochloridum",50 mg/1000 mg,180 pcs,,EU/1/07/425/035,2019-06-03,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Eucreas,"Vildagliptinum, Metformini hydrochloridum",50 mg/1000 mg,60 pcs,,EU/1/07/425/048,2024-11-01,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Eucreas,"Vildagliptinum, Metformini hydrochloridum",50 mg/850 mg,60 pcs,,EU/1/07/425/021,2021-04-05,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Eucreas,"Vildagliptinum, Metformini hydrochloridum",50 mg/850 mg,60 pcs,,EU/1/07/425/039,2024-11-01,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,"Everio Airmaster 50/100 micrograms dose inhalation powder, pre-dispensed","Salmeterolum, Fluticasoni propionas",50 µg/100 µg,1 pc,,21-0001-01,2024-10-28,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,"Everio Airmaster 50/250 micrograms dose inhalation powder, pre-dispensed","Salmeterolum, Fluticasoni propionas",50 µg/250 µg,1 pc,,21-0002-01,2024-11-15,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,"Everio Airmaster 50/500 micrograms dose inhalation powder, pre-dispensed","Salmeterolum, Fluticasoni propionas",50 µg/500 µg,1 pc,,21-0003-01,2023-11-17,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Eviplera,"Emtricitabinum, Rilpivirinum, Tenofovirum disoproxilum",25 mg,30 pcs,,EU/1/11/737/001,2025-01-01,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Evra,"Norelgestraminum, Ethinylestradiolum",6 mg/600 µg,3 pcs,,EU/1/02/223/001-P01,2018-01-01,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Exemestane Zentiva 25 mg film-coated tablets,Exemestanum,25 mg,30 pcs,,10-0319-01,2024-04-04,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Fampyra,Fampridinum,10 mg,28 pcs,,EU/1/11/699/003,2025-04-28,2028-04-28,shortage,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Faslodex,Fulvestrantum,250 mg/5 ml,1 pc,L02BA03,EU/1/03/269/001,2017-05-17,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Faslodex,Fulvestrantum,250 mg/5 ml,2 pcs,L02BA03,EU/1/03/269/002,2017-05-17,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Febuxostat Krka,Febuxostatum,120 mg,28 pcs,M04AA03,EU/1/18/1347/006,2022-06-28,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Febuxostat Zentiva 120 mg film-coated tablets,Febuxostatum,120 mg,28 pcs,M04AA03,19-0054-02,2026-01-07,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Fenazepam Olpha 0.5 mg tablets,Fenazepamum,"0,5 mg",50 pcs,,99-0882-02,2024-01-01,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Fenazepam Olpha 1 mg tablets,Fenazepamum,1 mg,50 pcs,,99-0883-02,2023-01-06,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Fenkarol 50 mg tabletes,Quifenadini hydrochloridum,50 mg,30 pcs,,03-0293-05,2017-10-02,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Ferinject 50 mg iron/ml dispersion for injection/infusion,Ferri carboxymaltosum,500 mg/10 ml,1 pc,,08-0017-04,2016-10-31,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Ferrum Lek 100 mg chewable tablets,Ferri hydroxidum cum polymaltosi complexus,100 mg,30 pcs,,I001088-01,2023-03-02,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Finacea 150 mg/g gel,Acidum azelaicum,"4,5 g/30 g",1 pc,,09-0055-04,2022-12-23,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Fingolimod Mylan,Fingolimodum,"0,5 mg",28 pcs,L04AE01,EU/1/21/1573/018,2022-11-16,2026-11-16,shortage,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Finlepsin 200 mg prolonged release tablets,Carbamazepinum,200 mg,50 pcs,,98-0383-01,2025-12-29,,leaving the market,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Finlepsin 400 mg prolonged release tablets,Carbamazepinum,400 mg,50 pcs,,98-0384-01,2025-12-29,,leaving the market,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,"Flixotide Inhaler N 125 micrograms pressurised inhalation, suspension",Fluticasoni propionas,125 µg/1 dose,60 pcs,R03BA05,I000971-01,2025-03-25,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Fluarix Tetra suspension for injection in pre-filled syringe,Vaccinum influenzae inactivatum ex virorum fragmentis praeparatum,"0,5 ml",1 pc,,18-0098-03,2020-10-19,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Flucinar N 0.25 mg/5 mg/g ziede,"Fluocinoloni acetonidum, Neomycini sulfas",15 g,1 pc,,97-0104-01,2026-02-01,2027-03-01,shortage,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,"Fluconazole Unifarma 150 mg capsules, hard",Fluconazolum,150 mg,1 pc,J02AC01,01-0414-01,2018-07-05,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Fluconazole Unifarma 2 mg/ml solution for injection/infusion,Fluconazolum,200 mg/100 ml,1 pc,J02AC01,04-0089-01,2016-09-01,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Fluenz,"Vaccinum influenzae (vivum, attenuatum, intranasale)","0,2 ml",1 pc,,EU/1/24/1816/001,2026-01-19,,shortage - end date unknown,2026-03-12T15:53:46.476938
LV,Latvia,ZVA,Fluorouracil Accord 50 mg/ml solution for injection or infusion,Fluorouracilum,250 mg/5 ml,1 pc,L01BC02,09-0458-01,2016-09-19,,shortage - end date unknown,2026-03-12T15:53:46.482885
LV,Latvia,ZVA,Fluoxetine Vitabalans 20 mg film-coated tablets,Fluoxetinum,20 mg,30 pcs,,11-0245-03,2025-09-15,2026-03-31,shortage,2026-03-12T15:53:46.482885
LV,Latvia,ZVA,Fluoxetine Vitabalans 20 mg film-coated tablets,Fluoxetinum,20 mg,100 pcs,,11-0245-05,2025-09-15,2026-03-31,shortage,2026-03-12T15:53:46.482885
LV,Latvia,ZVA,"Fomeda Easyhaler 12 micrograms/dose, inhalation powder",Formoteroli fumaras dihydricus,12 µg/1 dose,120 pcs,R03AC13,05-0308-03,2026-01-09,,shortage - end date unknown,2026-03-12T15:53:46.482885
LV,Latvia,ZVA,Forsteo,Teriparatidum,"600 µg/2,4 ml",1 pc,,EU/1/03/247/001,2022-01-01,,shortage - end date unknown,2026-03-12T15:53:46.483568
LV,Latvia,ZVA,Forvel 0.4 mg/ml solution for injection/infusion,Naloxoni hydrochloridum,"0,4 mg/ml",5 pcs,N07BC51,17-0156-01,2019-01-08,,shortage - end date unknown,2026-03-12T15:53:46.483568
LV,Latvia,ZVA,"Fucithalmic 10 mg/g eye drops, suspension",Acidum fusidicum,50 mg/5 g,1 pc,,97-0321-01,2025-11-03,2026-06-29,shortage,2026-03-12T15:53:46.483568
LV,Latvia,ZVA,"Furamags 25 mg capsules, hard",Furaginum solubile,25 mg,30 pcs,,08-0396-01,2023-12-31,,shortage - end date unknown,2026-03-12T15:53:46.483568
LV,Latvia,ZVA,"Furamags 50 mg capsules, hard",Furaginum solubile,50 mg,30 pcs,,98-0577-01,2025-02-17,2026-10-01,shortage,2026-03-12T15:53:46.483568
LV,Latvia,ZVA,Furasol 100 mg powder for external solution,Furaginum solubile,100 mg,15 pcs,,01-0001-01,2022-09-12,,shortage - end date unknown,2026-03-12T15:53:46.483568
LV,Latvia,ZVA,Fuzeon,Enfuvirtidum,90 mg/ml,60 pcs,,EU/1/03/252/001,2017-06-08,,shortage - end date unknown,2026-03-12T15:53:46.483568
LV,Latvia,ZVA,"Gabagamma 400 mg capsules, hard",Gabapentinum,400 mg,50 pcs,N02BF01,03-0386-03,2025-11-10,,leaving the market,2026-03-12T15:53:46.483568
LV,Latvia,ZVA,Gadovist 1.0 mmol/ml solution for injections,Gadobutrolum,"39306,8 mg/65 ml",1 pc,V08CA09,02-0070-08,2019-12-18,,shortage - end date unknown,2026-03-12T15:53:46.484733
LV,Latvia,ZVA,Gadovist 1.0 mmol/ml solution for injections,Gadobutrolum,"9070,8 mg/15 ml",5 pcs,V08CA09,02-0070-13,2019-12-18,,shortage - end date unknown,2026-03-12T15:53:46.484733
LV,Latvia,ZVA,Gadovist 1.0 mmol/ml solution for injections,Gadobutrolum,"18141,6 mg/30 ml",5 pcs,V08CA09,02-0070-25,2019-12-18,,shortage - end date unknown,2026-03-12T15:53:46.484733
LV,Latvia,ZVA,Gadovist 1.0 mmol/ml solution for injections,Gadobutrolum,"4535,4 mg/7,5 ml",5 pcs,V08CA09,02-0070-04,2019-12-18,,shortage - end date unknown,2026-03-12T15:53:46.484733
